af466e25433bc1017e4689e15333f6b84b0b626bff0bbda34aa585a8b469ecdc,15f976888106eb11fd5c0a96fa69c0dbb9526914069786cf9cd283c079be2950,43fbff31a074ee57725e15a17e3bd7ca231346913c436096a23a7d92d78732bb,57bb4052adfa3702f83603db0a15e1898261ed8e64682c6162d4a35f825f9b9e,15ce1a34be4b79084c1d80d852982dd4094d3b9f45218fa604308cdb3b385fe2,58a9481f050623d7cc63932a4366bb370b8b887d950bf7cead257fe914476882,f32ae944aca0fbec265d3beab059a265c60e205b5a1c4208cb40890721974cf0,cf1c6092cba96193944b1e2f5f11566f9b6134597ec6def5bb6817b0481c1f9d,4886c58ae69626519b6733d0b2dc3d3b092cc1366fc0042a189cb86083bc9b8b,3da63951ab98512a84a3feec017740ab17c5cec664d3ce7f166bd04a2eb87d63,b16c1776c096003cb7f23251232c8aec7568675b8e031db6179c11d81ab3e3de,46b3f6a6a7f269a63db297df3217837c0ca2645b8d1b953632ea96fcf7f980af,465022f73385c4be0bca0f5001e7f6b57c2477227c2dcc4507dcaafd48f5bc07,7705592fca552a2f1c8e6affcdbb22a04658193d2f6301819f8c35940d38594f,ddcbfb3de8c1daa11b39b858c0a6097a24c17bc6cba3452db909234b30e74bc9,741cdfa122c6cc9cd6f44dc918f57a9d091a4e592cb07054fb23990b18123fd0,77298cf4611308d9275a36f52f8f2760f2f05037f62c80145798b3a1d75c0cb9,22ab87f051177435c2eef84f22b86382d73d9e901d8f002f3b3962c46af743de
"13500","0","0","0","0","103","0","0","0","0","0","8","0","0","0","15","91002","13500"
"13600","0","0","0","0","104","0","0","0","0","0","8","0","0","0","15","91002","13600"
"13700","0","0","0","0","105","0","0","0","0","0","8","0","0","0","15","91002","13700"
"13800","0","0","0","0","106","0","0","0","0","0","8","0","0","0","15","91002","13800"
"13900","0","0","0","0","107","0","0","0","0","0","8","0","0","0","15","91002","13900"
"14000","0","0","0","0","108","0","0","0","0","0","8","0","0","0","15","91002","14000"
"14100","0","0","0","0","109","0","0","0","0","0","8","0","0","0","15","91002","14100"
"14200","0","0","0","0","110","0","0","0","0","0","8","0","0","0","15","91002","14200"
"14300","0","0","0","0","111","0","0","0","0","0","8","0","0","0","15","91002","14300"
"14400","0","0","0","0","112","0","0","0","0","0","8","0","0","0","15","91002","14400"
"14500","0","0","0","0","113","0","0","0","0","0","8","0","0","0","15","91002","14500"
"14600","0","0","0","0","114","0","0","0","0","0","8","0","0","0","15","91002","14600"
"14700","0","0","0","0","115","0","0","0","0","0","8","0","0","0","15","91002","14700"
"14800","0","0","0","0","116","0","0","0","0","0","8","0","0","0","15","91002","14800"
"14900","0","0","0","0","117","0","0","0","0","0","8","0","0","0","15","91002","14900"
"15000","0","0","0","0","118","0","0","0","0","0","8","0","0","0","15","91002","15000"
