4fcad05330ce61851f5370cc700da1a8e94c057c3cd4d1ce727b79aae540387e,12b5c3a3f839ad4eb5b5a48f9d7c7b74313be8fb38243064d2ab31edbc176cfc,ff6c2fa0b24d433f8237f4cc3aad8f1a4a2ce17aae3aebf16bb2a3519c6c7861,ae0b66a6ec8e5eab0419722de8910aa3a44518e8964852b7dcd34aaaf4c14558,03b45913c706074338e6c02d3b15d403e012a189426906ba3574c8d41fa84191,66832edab9e3e279b38a3c6b15ed918531d91e6ffb284bc7686b0f0b3a979539,66fc6de1332fc1dcfd51967b2b5c75b2f222cfbced83e1aa020c48e789799e35
"3","1440","0","7","5","0","10103"
"4","1470","0","7","5","0","10103"
"5","1500","0","7","5","0","10103"
"0","300","0","10","1","0","10104"
"1","360","0","10","1","0","10104"
"2","420","0","10","1","0","10104"
"3","480","0","10","1","0","10104"
"4","540","0","10","1","0","10104"
"5","600","0","10","1","0","10104"
"0","900","0","10","2","0","10104"
"1","960","0","10","2","0","10104"
"2","1020","0","10","2","0","10104"
"3","1080","0","10","2","0","10104"
"4","1140","0","10","2","0","10104"
"5","1200","0","10","2","0","10104"
"0","1500","0","10","3","0","10104"
"1","1560","0","10","3","0","10104"
"2","1620","0","10","3","0","10104"
"3","1680","0","10","3","0","10104"
"4","1740","0","10","3","0","10104"
"5","1800","0","10","3","0","10104"
"0","2100","0","10","4","0","10104"
"1","2160","0","10","4","0","10104"
"2","2220","0","10","4","0","10104"
"3","2280","0","10","4","0","10104"
"4","2340","0","10","4","0","10104"
"5","2400","0","10","4","0","10104"
"0","2700","0","10","5","0","10104"
"1","2760","0","10","5","0","10104"
"2","2820","0","10","5","0","10104"
"3","2880","0","10","5","0","10104"
"4","2940","0","10","5","0","10104"
"5","3000","0","10","5","0","10104"
"0","300","0","2","1","0","10201"
"1","360","0","2","1","0","10201"
"2","420","0","2","1","0","10201"
"3","480","0","2","1","0","10201"
"4","540","0","2","1","0","10201"
"5","600","0","2","1","0","10201"
"0","900","0","2","2","0","10201"
"1","960","0","2","2","0","10201"
"2","1020","0","2","2","0","10201"
"3","1080","0","2","2","0","10201"
"4","1140","0","2","2","0","10201"
"5","1200","0","2","2","0","10201"
"0","1500","0","2","3","0","10201"
"1","1560","0","2","3","0","10201"
"2","1620","0","2","3","0","10201"
"3","1680","0","2","3","0","10201"
"4","1740","0","2","3","0","10201"
"5","1800","0","2","3","0","10201"
"0","2100","0","2","4","0","10201"
"1","2160","0","2","4","0","10201"
"2","2220","0","2","4","0","10201"
"3","2280","0","2","4","0","10201"
"4","2340","0","2","4","0","10201"
"5","2400","0","2","4","0","10201"
"0","2700","0","2","5","0","10201"
"1","2760","0","2","5","0","10201"
"2","2820","0","2","5","0","10201"
"3","2880","0","2","5","0","10201"
"4","2940","0","2","5","0","10201"
"5","3000","0","2","5","0","10201"
"0","150","0","5","1","0","10202"
"1","180","0","5","1","0","10202"
"2","210","0","5","1","0","10202"
"3","240","0","5","1","0","10202"
"4","270","0","5","1","0","10202"
"5","300","0","5","1","0","10202"
"0","450","0","5","2","0","10202"
"1","480","0","5","2","0","10202"
"2","510","0","5","2","0","10202"
"3","540","0","5","2","0","10202"
"4","570","0","5","2","0","10202"
"5","600","0","5","2","0","10202"
"0","750","0","5","3","0","10202"
"1","780","0","5","3","0","10202"
"2","810","0","5","3","0","10202"
"3","840","0","5","3","0","10202"
"4","870","0","5","3","0","10202"
"5","900","0","5","3","0","10202"
"0","1050","0","5","4","0","10202"
"1","1080","0","5","4","0","10202"
"2","1110","0","5","4","0","10202"
"3","1140","0","5","4","0","10202"
"4","1170","0","5","4","0","10202"
"5","1200","0","5","4","0","10202"
"0","1350","0","5","5","0","10202"
"1","1380","0","5","5","0","10202"
"2","1410","0","5","5","0","10202"
"3","1440","0","5","5","0","10202"
"4","1470","0","5","5","0","10202"
"5","1500","0","5","5","0","10202"
"0","150","0","6","1","0","10203"
"1","180","0","6","1","0","10203"
"2","210","0","6","1","0","10203"
"3","240","0","6","1","0","10203"
"4","270","0","6","1","0","10203"
"5","300","0","6","1","0","10203"
"0","450","0","6","2","0","10203"
"1","480","0","6","2","0","10203"
"2","510","0","6","2","0","10203"
"3","540","0","6","2","0","10203"
"4","570","0","6","2","0","10203"
"5","600","0","6","2","0","10203"
"0","750","0","6","3","0","10203"
"1","780","0","6","3","0","10203"
"2","810","0","6","3","0","10203"
"3","840","0","6","3","0","10203"
"4","870","0","6","3","0","10203"
"5","900","0","6","3","0","10203"
"0","1050","0","6","4","0","10203"
"1","1080","0","6","4","0","10203"
"2","1110","0","6","4","0","10203"
"3","1140","0","6","4","0","10203"
"4","1170","0","6","4","0","10203"
"5","1200","0","6","4","0","10203"
"0","1350","0","6","5","0","10203"
"1","1380","0","6","5","0","10203"
"2","1410","0","6","5","0","10203"
"3","1440","0","6","5","0","10203"
"4","1470","0","6","5","0","10203"
"5","1500","0","6","5","0","10203"
"0","300","0","10","1","0","10204"
"1","360","0","10","1","0","10204"
"2","420","0","10","1","0","10204"
"3","480","0","10","1","0","10204"
"4","540","0","10","1","0","10204"
"5","600","0","10","1","0","10204"
"0","900","0","10","2","0","10204"
"1","960","0","10","2","0","10204"
"2","1020","0","10","2","0","10204"
"3","1080","0","10","2","0","10204"
"4","1140","0","10","2","0","10204"
"5","1200","0","10","2","0","10204"
"0","1500","0","10","3","0","10204"
"1","1560","0","10","3","0","10204"
"2","1620","0","10","3","0","10204"
"3","1680","0","10","3","0","10204"
"4","1740","0","10","3","0","10204"
"5","1800","0","10","3","0","10204"
"0","2100","0","10","4","0","10204"
"1","2160","0","10","4","0","10204"
"2","2220","0","10","4","0","10204"
"3","2280","0","10","4","0","10204"
"4","2340","0","10","4","0","10204"
"5","2400","0","10","4","0","10204"
"0","2700","0","10","5","0","10204"
"1","2760","0","10","5","0","10204"
"2","2820","0","10","5","0","10204"
"3","2880","0","10","5","0","10204"
"4","2940","0","10","5","0","10204"
"5","3000","0","10","5","0","10204"
"0","150","0","1","1","0","10301"
"1","180","0","1","1","0","10301"
"2","210","0","1","1","0","10301"
"3","240","0","1","1","0","10301"
"4","270","0","1","1","0","10301"
"5","300","0","1","1","0","10301"
"0","450","0","1","2","0","10301"
"1","480","0","1","2","0","10301"
"2","510","0","1","2","0","10301"
"3","540","0","1","2","0","10301"
"4","570","0","1","2","0","10301"
"5","600","0","1","2","0","10301"
"0","750","0","1","3","0","10301"
"1","780","0","1","3","0","10301"
"2","810","0","1","3","0","10301"
"3","840","0","1","3","0","10301"
"4","870","0","1","3","0","10301"
"5","900","0","1","3","0","10301"
"0","1050","0","1","4","0","10301"
"1","1080","0","1","4","0","10301"
"2","1110","0","1","4","0","10301"
"3","1140","0","1","4","0","10301"
"4","1170","0","1","4","0","10301"
"5","1200","0","1","4","0","10301"
"0","1350","0","1","5","0","10301"
"1","1380","0","1","5","0","10301"
"2","1410","0","1","5","0","10301"
"3","1440","0","1","5","0","10301"
"4","1470","0","1","5","0","10301"
"5","1500","0","1","5","0","10301"
"0","150","0","3","1","0","10302"
"1","180","0","3","1","0","10302"
"2","210","0","3","1","0","10302"
"3","240","0","3","1","0","10302"
"4","270","0","3","1","0","10302"
"5","300","0","3","1","0","10302"
"0","450","0","3","2","0","10302"
"1","480","0","3","2","0","10302"
"2","510","0","3","2","0","10302"
"3","540","0","3","2","0","10302"
"4","570","0","3","2","0","10302"
"5","600","0","3","2","0","10302"
"0","750","0","3","3","0","10302"
"1","780","0","3","3","0","10302"
"2","810","0","3","3","0","10302"
"3","840","0","3","3","0","10302"
"4","870","0","3","3","0","10302"
"5","900","0","3","3","0","10302"
"0","1050","0","3","4","0","10302"
"1","1080","0","3","4","0","10302"
"2","1110","0","3","4","0","10302"
"3","1140","0","3","4","0","10302"
"4","1170","0","3","4","0","10302"
"5","1200","0","3","4","0","10302"
"0","1350","0","3","5","0","10302"
"1","1380","0","3","5","0","10302"
"2","1410","0","3","5","0","10302"
"3","1440","0","3","5","0","10302"
"4","1470","0","3","5","0","10302"
"5","1500","0","3","5","0","10302"
"0","150","0","4","1","0","10303"
"1","180","0","4","1","0","10303"
"2","210","0","4","1","0","10303"
"3","240","0","4","1","0","10303"
"4","270","0","4","1","0","10303"
"5","300","0","4","1","0","10303"
"0","450","0","4","2","0","10303"
"1","480","0","4","2","0","10303"
"2","510","0","4","2","0","10303"
"3","540","0","4","2","0","10303"
"4","570","0","4","2","0","10303"
"5","600","0","4","2","0","10303"
"0","750","0","4","3","0","10303"
"1","780","0","4","3","0","10303"
"2","810","0","4","3","0","10303"
"3","840","0","4","3","0","10303"
"4","870","0","4","3","0","10303"
"5","900","0","4","3","0","10303"
"0","1050","0","4","4","0","10303"
"1","1080","0","4","4","0","10303"
"2","1110","0","4","4","0","10303"
"3","1140","0","4","4","0","10303"
"4","1170","0","4","4","0","10303"
"5","1200","0","4","4","0","10303"
"0","1350","0","4","5","0","10303"
"1","1380","0","4","5","0","10303"
"2","1410","0","4","5","0","10303"
"3","1440","0","4","5","0","10303"
"4","1470","0","4","5","0","10303"
"5","1500","0","4","5","0","10303"
"0","200","0","11","1","0","10304"
"1","240","0","11","1","0","10304"
"2","280","0","11","1","0","10304"
"3","320","0","11","1","0","10304"
"4","360","0","11","1","0","10304"
"5","400","0","11","1","0","10304"
"0","600","0","11","2","0","10304"
"1","640","0","11","2","0","10304"
"2","680","0","11","2","0","10304"
"3","720","0","11","2","0","10304"
"4","760","0","11","2","0","10304"
"5","800","0","11","2","0","10304"
"0","1000","0","11","3","0","10304"
"1","1040","0","11","3","0","10304"
"2","1080","0","11","3","0","10304"
"3","1120","0","11","3","0","10304"
"4","1160","0","11","3","0","10304"
"5","1200","0","11","3","0","10304"
"0","1400","0","11","4","0","10304"
"1","1440","0","11","4","0","10304"
"2","1480","0","11","4","0","10304"
"3","1520","0","11","4","0","10304"
"4","1560","0","11","4","0","10304"
"5","1600","0","11","4","0","10304"
"0","1800","0","11","5","0","10304"
"1","1840","0","11","5","0","10304"
"2","1880","0","11","5","0","10304"
"3","1920","0","11","5","0","10304"
"4","1960","0","11","5","0","10304"
"5","2000","0","11","5","0","10304"
"0","150","0","1","1","0","10401"
"1","180","0","1","1","0","10401"
"2","210","0","1","1","0","10401"
"3","240","0","1","1","0","10401"
"4","270","0","1","1","0","10401"
"5","300","0","1","1","0","10401"
"0","450","0","1","2","0","10401"
"1","480","0","1","2","0","10401"
"2","510","0","1","2","0","10401"
"3","540","0","1","2","0","10401"
"4","570","0","1","2","0","10401"
"5","600","0","1","2","0","10401"
"0","750","0","1","3","0","10401"
"1","780","0","1","3","0","10401"
"2","810","0","1","3","0","10401"
"3","840","0","1","3","0","10401"
"4","870","0","1","3","0","10401"
"5","900","0","1","3","0","10401"
"0","1050","0","1","4","0","10401"
"1","1080","0","1","4","0","10401"
"2","1110","0","1","4","0","10401"
"3","1140","0","1","4","0","10401"
"4","1170","0","1","4","0","10401"
"5","1200","0","1","4","0","10401"
"0","1350","0","1","5","0","10401"
"1","1380","0","1","5","0","10401"
"2","1410","0","1","5","0","10401"
"3","1440","0","1","5","0","10401"
"4","1470","0","1","5","0","10401"
"5","1500","0","1","5","0","10401"
"0","150","0","3","1","0","10402"
"1","180","0","3","1","0","10402"
"2","210","0","3","1","0","10402"
"3","240","0","3","1","0","10402"
"4","270","0","3","1","0","10402"
"5","300","0","3","1","0","10402"
"0","450","0","3","2","0","10402"
"1","480","0","3","2","0","10402"
"2","510","0","3","2","0","10402"
"3","540","0","3","2","0","10402"
"4","570","0","3","2","0","10402"
"5","600","0","3","2","0","10402"
"0","750","0","3","3","0","10402"
"1","780","0","3","3","0","10402"
"2","810","0","3","3","0","10402"
"3","840","0","3","3","0","10402"
"4","870","0","3","3","0","10402"
"5","900","0","3","3","0","10402"
"0","1050","0","3","4","0","10402"
"1","1080","0","3","4","0","10402"
"2","1110","0","3","4","0","10402"
"3","1140","0","3","4","0","10402"
"4","1170","0","3","4","0","10402"
"5","1200","0","3","4","0","10402"
"0","1350","0","3","5","0","10402"
"1","1380","0","3","5","0","10402"
"2","1410","0","3","5","0","10402"
"3","1440","0","3","5","0","10402"
"4","1470","0","3","5","0","10402"
"5","1500","0","3","5","0","10402"
"0","150","0","4","1","0","10403"
"1","180","0","4","1","0","10403"
"2","210","0","4","1","0","10403"
"3","240","0","4","1","0","10403"
"4","270","0","4","1","0","10403"
"5","300","0","4","1","0","10403"
"0","450","0","4","2","0","10403"
"1","480","0","4","2","0","10403"
"2","510","0","4","2","0","10403"
"3","540","0","4","2","0","10403"
"4","570","0","4","2","0","10403"
"5","600","0","4","2","0","10403"
"0","750","0","4","3","0","10403"
"1","780","0","4","3","0","10403"
"2","810","0","4","3","0","10403"
"3","840","0","4","3","0","10403"
"4","870","0","4","3","0","10403"
"5","900","0","4","3","0","10403"
"0","1050","0","4","4","0","10403"
"1","1080","0","4","4","0","10403"
"2","1110","0","4","4","0","10403"
"3","1140","0","4","4","0","10403"
"4","1170","0","4","4","0","10403"
"5","1200","0","4","4","0","10403"
"0","1350","0","4","5","0","10403"
"1","1380","0","4","5","0","10403"
"2","1410","0","4","5","0","10403"
"3","1440","0","4","5","0","10403"
"4","1470","0","4","5","0","10403"
"5","1500","0","4","5","0","10403"
"0","200","0","12","1","0","10404"
"1","240","0","12","1","0","10404"
"2","280","0","12","1","0","10404"
"3","320","0","12","1","0","10404"
"4","360","0","12","1","0","10404"
"5","400","0","12","1","0","10404"
"0","600","0","12","2","0","10404"
"1","640","0","12","2","0","10404"
"2","680","0","12","2","0","10404"
"3","720","0","12","2","0","10404"
"4","760","0","12","2","0","10404"
"5","800","0","12","2","0","10404"
"0","1000","0","12","3","0","10404"
"1","1040","0","12","3","0","10404"
"2","1080","0","12","3","0","10404"
"3","1120","0","12","3","0","10404"
"4","1160","0","12","3","0","10404"
"5","1200","0","12","3","0","10404"
"0","1400","0","12","4","0","10404"
"1","1440","0","12","4","0","10404"
"2","1480","0","12","4","0","10404"
"3","1520","0","12","4","0","10404"
"4","1560","0","12","4","0","10404"
"5","1600","0","12","4","0","10404"
"0","1800","0","12","5","0","10404"
"1","1840","0","12","5","0","10404"
"2","1880","0","12","5","0","10404"
"3","1920","0","12","5","0","10404"
"4","1960","0","12","5","0","10404"
"5","2000","0","12","5","0","10404"
"0","150","0","1","1","0","10501"
"1","180","0","1","1","0","10501"
"2","210","0","1","1","0","10501"
"3","240","0","1","1","0","10501"
"4","270","0","1","1","0","10501"
"5","300","0","1","1","0","10501"
"0","450","0","1","2","0","10501"
"1","480","0","1","2","0","10501"
"2","510","0","1","2","0","10501"
"3","540","0","1","2","0","10501"
"4","570","0","1","2","0","10501"
"5","600","0","1","2","0","10501"
"0","750","0","1","3","0","10501"
"1","780","0","1","3","0","10501"
"2","810","0","1","3","0","10501"
"3","840","0","1","3","0","10501"
"4","870","0","1","3","0","10501"
"5","900","0","1","3","0","10501"
"0","1050","0","1","4","0","10501"
"1","1080","0","1","4","0","10501"
"2","1110","0","1","4","0","10501"
"3","1140","0","1","4","0","10501"
"4","1170","0","1","4","0","10501"
"5","1200","0","1","4","0","10501"
"0","1350","0","1","5","0","10501"
"1","1380","0","1","5","0","10501"
"2","1410","0","1","5","0","10501"
"3","1440","0","1","5","0","10501"
"4","1470","0","1","5","0","10501"
"5","1500","0","1","5","0","10501"
"0","150","0","3","1","0","10502"
"1","180","0","3","1","0","10502"
"2","210","0","3","1","0","10502"
"3","240","0","3","1","0","10502"
"4","270","0","3","1","0","10502"
"5","300","0","3","1","0","10502"
"0","450","0","3","2","0","10502"
"1","480","0","3","2","0","10502"
"2","510","0","3","2","0","10502"
"3","540","0","3","2","0","10502"
"4","570","0","3","2","0","10502"
"5","600","0","3","2","0","10502"
"0","750","0","3","3","0","10502"
"1","780","0","3","3","0","10502"
"2","810","0","3","3","0","10502"
"3","840","0","3","3","0","10502"
"4","870","0","3","3","0","10502"
"5","900","0","3","3","0","10502"
"0","1050","0","3","4","0","10502"
"1","1080","0","3","4","0","10502"
"2","1110","0","3","4","0","10502"
"3","1140","0","3","4","0","10502"
"4","1170","0","3","4","0","10502"
"5","1200","0","3","4","0","10502"
"0","1350","0","3","5","0","10502"
"1","1380","0","3","5","0","10502"
"2","1410","0","3","5","0","10502"
"3","1440","0","3","5","0","10502"
"4","1470","0","3","5","0","10502"
"5","1500","0","3","5","0","10502"
"0","150","0","4","1","0","10503"
"1","180","0","4","1","0","10503"
"2","210","0","4","1","0","10503"
"3","240","0","4","1","0","10503"
"4","270","0","4","1","0","10503"
"5","300","0","4","1","0","10503"
"0","450","0","4","2","0","10503"
"1","480","0","4","2","0","10503"
"2","510","0","4","2","0","10503"
"3","540","0","4","2","0","10503"
"4","570","0","4","2","0","10503"
"5","600","0","4","2","0","10503"
"0","750","0","4","3","0","10503"
"1","780","0","4","3","0","10503"
"2","810","0","4","3","0","10503"
"3","840","0","4","3","0","10503"
"4","870","0","4","3","0","10503"
"5","900","0","4","3","0","10503"
"0","1050","0","4","4","0","10503"
"1","1080","0","4","4","0","10503"
"2","1110","0","4","4","0","10503"
"3","1140","0","4","4","0","10503"
"4","1170","0","4","4","0","10503"
"5","1200","0","4","4","0","10503"
"0","1350","0","4","5","0","10503"
"1","1380","0","4","5","0","10503"
"2","1410","0","4","5","0","10503"
"3","1440","0","4","5","0","10503"
"4","1470","0","4","5","0","10503"
"5","1500","0","4","5","0","10503"
"0","500","0","14","1","0","10504"
"1","600","0","14","1","0","10504"
"2","700","0","14","1","0","10504"
"3","800","0","14","1","0","10504"
"4","900","0","14","1","0","10504"
"5","1000","0","14","1","0","10504"
"0","1500","0","14","2","0","10504"
"1","1600","0","14","2","0","10504"
"2","1700","0","14","2","0","10504"
"3","1800","0","14","2","0","10504"
"4","1900","0","14","2","0","10504"
"5","2000","0","14","2","0","10504"
"0","2500","0","14","3","0","10504"
"1","2600","0","14","3","0","10504"
"2","2700","0","14","3","0","10504"
"3","2800","0","14","3","0","10504"
"4","2900","0","14","3","0","10504"
"5","3000","0","14","3","0","10504"
"0","3500","0","14","4","0","10504"
"1","3600","0","14","4","0","10504"
"2","3700","0","14","4","0","10504"
"3","3800","0","14","4","0","10504"
"4","3900","0","14","4","0","10504"
"5","4000","0","14","4","0","10504"
"0","4500","0","14","5","0","10504"
"1","4600","0","14","5","0","10504"
"2","4700","0","14","5","0","10504"
"3","4800","0","14","5","0","10504"
"4","4900","0","14","5","0","10504"
"5","5000","0","14","5","0","10504"
"0","150","0","1","1","0","10601"
"1","180","0","1","1","0","10601"
"2","210","0","1","1","0","10601"
"3","240","0","1","1","0","10601"
"4","270","0","1","1","0","10601"
"5","300","0","1","1","0","10601"
"0","450","0","1","2","0","10601"
"1","480","0","1","2","0","10601"
"2","510","0","1","2","0","10601"
"3","540","0","1","2","0","10601"
"4","570","0","1","2","0","10601"
"5","600","0","1","2","0","10601"
"0","750","0","1","3","0","10601"
"1","780","0","1","3","0","10601"
"2","810","0","1","3","0","10601"
"3","840","0","1","3","0","10601"
"4","870","0","1","3","0","10601"
"5","900","0","1","3","0","10601"
"0","1050","0","1","4","0","10601"
"1","1080","0","1","4","0","10601"
"2","1110","0","1","4","0","10601"
"3","1140","0","1","4","0","10601"
"4","1170","0","1","4","0","10601"
"5","1200","0","1","4","0","10601"
"0","1350","0","1","5","0","10601"
"1","1380","0","1","5","0","10601"
"2","1410","0","1","5","0","10601"
"3","1440","0","1","5","0","10601"
"4","1470","0","1","5","0","10601"
"5","1500","0","1","5","0","10601"
"0","150","0","3","1","0","10602"
"1","180","0","3","1","0","10602"
"2","210","0","3","1","0","10602"
"3","240","0","3","1","0","10602"
"4","270","0","3","1","0","10602"
"5","300","0","3","1","0","10602"
"0","450","0","3","2","0","10602"
"1","480","0","3","2","0","10602"
"2","510","0","3","2","0","10602"
"3","540","0","3","2","0","10602"
"4","570","0","3","2","0","10602"
"5","600","0","3","2","0","10602"
"0","750","0","3","3","0","10602"
"1","780","0","3","3","0","10602"
"2","810","0","3","3","0","10602"
"3","840","0","3","3","0","10602"
"4","870","0","3","3","0","10602"
"5","900","0","3","3","0","10602"
"0","1050","0","3","4","0","10602"
"1","1080","0","3","4","0","10602"
"2","1110","0","3","4","0","10602"
"3","1140","0","3","4","0","10602"
"4","1170","0","3","4","0","10602"
"5","1200","0","3","4","0","10602"
"0","1350","0","3","5","0","10602"
"1","1380","0","3","5","0","10602"
"2","1410","0","3","5","0","10602"
"3","1440","0","3","5","0","10602"
"4","1470","0","3","5","0","10602"
"5","1500","0","3","5","0","10602"
"0","150","0","4","1","0","10603"
"1","180","0","4","1","0","10603"
"2","210","0","4","1","0","10603"
"3","240","0","4","1","0","10603"
"4","270","0","4","1","0","10603"
"5","300","0","4","1","0","10603"
"0","450","0","4","2","0","10603"
"1","480","0","4","2","0","10603"
"2","510","0","4","2","0","10603"
"3","540","0","4","2","0","10603"
"4","570","0","4","2","0","10603"
"5","600","0","4","2","0","10603"
"0","750","0","4","3","0","10603"
"1","780","0","4","3","0","10603"
"2","810","0","4","3","0","10603"
"3","840","0","4","3","0","10603"
"4","870","0","4","3","0","10603"
"5","900","0","4","3","0","10603"
"0","1050","0","4","4","0","10603"
"1","1080","0","4","4","0","10603"
"2","1110","0","4","4","0","10603"
"3","1140","0","4","4","0","10603"
"4","1170","0","4","4","0","10603"
"5","1200","0","4","4","0","10603"
"0","1350","0","4","5","0","10603"
"1","1380","0","4","5","0","10603"
"2","1410","0","4","5","0","10603"
"3","1440","0","4","5","0","10603"
"4","1470","0","4","5","0","10603"
"5","1500","0","4","5","0","10603"
"0","200","0","13","1","0","10604"
"1","240","0","13","1","0","10604"
"2","280","0","13","1","0","10604"
"3","320","0","13","1","0","10604"
"4","360","0","13","1","0","10604"
"5","400","0","13","1","0","10604"
"0","600","0","13","2","0","10604"
"1","640","0","13","2","0","10604"
"2","680","0","13","2","0","10604"
"3","720","0","13","2","0","10604"
"4","760","0","13","2","0","10604"
"5","800","0","13","2","0","10604"
"0","1000","0","13","3","0","10604"
"1","1040","0","13","3","0","10604"
"2","1080","0","13","3","0","10604"
"3","1120","0","13","3","0","10604"
"4","1160","0","13","3","0","10604"
"5","1200","0","13","3","0","10604"
"0","1400","0","13","4","0","10604"
"1","1440","0","13","4","0","10604"
"2","1480","0","13","4","0","10604"
"3","1520","0","13","4","0","10604"
"4","1560","0","13","4","0","10604"
"5","1600","0","13","4","0","10604"
"0","1800","0","13","5","0","10604"
"1","1840","0","13","5","0","10604"
"2","1880","0","13","5","0","10604"
"3","1920","0","13","5","0","10604"
"4","1960","0","13","5","0","10604"
"5","2000","0","13","5","0","10604"
"0","150","0","1","1","0","10701"
"1","180","0","1","1","0","10701"
"2","210","0","1","1","0","10701"
"3","240","0","1","1","0","10701"
"4","270","0","1","1","0","10701"
"5","300","0","1","1","0","10701"
"0","450","0","1","2","0","10701"
"1","480","0","1","2","0","10701"
"2","510","0","1","2","0","10701"
"3","540","0","1","2","0","10701"
"4","570","0","1","2","0","10701"
"5","600","0","1","2","0","10701"
"0","750","0","1","3","0","10701"
"1","780","0","1","3","0","10701"
"2","810","0","1","3","0","10701"
"3","840","0","1","3","0","10701"
"4","870","0","1","3","0","10701"
"5","900","0","1","3","0","10701"
"0","1050","0","1","4","0","10701"
"1","1080","0","1","4","0","10701"
"2","1110","0","1","4","0","10701"
"3","1140","0","1","4","0","10701"
"4","1170","0","1","4","0","10701"
"5","1200","0","1","4","0","10701"
"0","1350","0","1","5","0","10701"
"1","1380","0","1","5","0","10701"
"2","1410","0","1","5","0","10701"
"3","1440","0","1","5","0","10701"
"4","1470","0","1","5","0","10701"
"5","1500","0","1","5","0","10701"
"0","150","0","3","1","0","10702"
"1","180","0","3","1","0","10702"
"2","210","0","3","1","0","10702"
"3","240","0","3","1","0","10702"
"4","270","0","3","1","0","10702"
"5","300","0","3","1","0","10702"
"0","450","0","3","2","0","10702"
"1","480","0","3","2","0","10702"
"2","510","0","3","2","0","10702"
"3","540","0","3","2","0","10702"
"4","570","0","3","2","0","10702"
"5","600","0","3","2","0","10702"
"0","750","0","3","3","0","10702"
"1","780","0","3","3","0","10702"
"2","810","0","3","3","0","10702"
