f97d59f6f3df3554283c5cf535d096066c60bb97603247db5bed6abe88a57752,926a329c62da13d8a60870280366bce00a8fdb06a83d06c12652558a71e9dfa0,a8495ccfd9c752e3ca17826d7515c1c63ea30e2ff805575f5d91f8451a38d64f,2521e0ae10daa7494ae4f00641ff4243efe04213079c793637cae04e9654f99c,bc28fd95ca1dc3888bdfc1f6e6d6b7c6ae217255364c615aa8c2dfb49b4afa59,1aa95bd1a9475418979229172f6285588b406c30710da59b29e12e44784cadaa,e468ae5adf976f3aa5cd40e01bdf962326ff8a5a06dc55d86210949eba00c83d,d2b8d0da1650a5be5a31b67ff2ffc79951e57902f39feeb402da45e07175d632,984bce53f6ea37a570d4b17f957126c2ee99ee702c9f84104143a76529bb5ef8,8b732ab5d460ad4488d944e25b29f71d746583fb9852ad148d31e6baa6db1632,bfd1ca32a9929f8b046393a5cc9e2d5f5aacf6f7921622c96f06d7ef4f5a80cb,822ac0e0dbe14329ec5816d59d759a321cda7fa5ff76950a6bbee21f2b36f87e,ea655a08c31d8648eb248a8895738093908002b806e74967e6a9dca468d79ec3,2b8c3af3491fee8c1669e6e2f4aa5ad11a04929d075da4d199a4801b9596176b,305d35623229cfede66653dde172d82a84d14308726c8cb5f83139a0f9015d20,b3e6c98e47682fdf813a93047a68a590790a50cb2a915b5a1508d8780bbb4df5
"王都ランドソル","1","bgm_M128","10006","0","0","2018/09/18 14:59:59","0","0","201","0","0","2018/08/31 12:00:00","0","bgm_M128","10006101"
"王都ランドソル","1","bgm_M128","10006","0","0","2018/09/18 14:59:59","0","0","201","0","0","2018/08/31 12:00:00","0","bgm_M128","10006201"
"ランドソル郊外","1","bgm_M135","10007","0","0","2018/10/18 14:59:59","0","0","201","0","1","2018/09/30 12:00:00","0","bgm_M135","10007101"
"霊界","1","bgm_M29","10007","0","202","2018/10/18 14:59:59","0","1","201","208","2","2018/09/30 12:00:00","80","bgm_M29","10007102"
"ランドソル中央部","1","bgm_M135","10007","0","202","2018/10/18 14:59:59","1","1","201","209","3","2018/09/30 12:00:00","0","bgm_M135","10007103"
"ランドソル郊外","1","bgm_M135","10007","0","0","2018/10/18 14:59:59","1","0","201","0","1","2018/09/30 12:00:00","0","bgm_M135","10007201"
"ランドソル近郊","1","bgm_M162","10008","35","0","2018/11/14 14:59:59","0","0","201","0","0","2018/10/31 12:00:00","0","bgm_M162","10008101"
"ランドソル近郊","1","bgm_M162","10008","0","0","2018/11/14 14:59:59","0","0","201","0","0","2018/10/31 12:00:00","0","bgm_M162","10008201"
"サレンディア救護院","1","bgm_M171","10009","110","0","2018/12/14 14:59:59","11","0","201","0","1","2018/11/30 12:00:00","0","bgm_M171","10009101"
"王都ランドソル","1","bgm_M171","10009","0","0","2018/12/14 14:59:59","0","0","201","0","1","2018/11/30 12:00:00","0","bgm_M171","10009201"
"神殿への参道","1","bgm_M182","10010","1","0","2019/01/14 14:59:59","0","0","201","0","1","2018/12/31 12:00:00","180","bgm_M182","10010101"
"神殿への参道","1","bgm_M182","10010","0","0","2019/01/14 14:59:59","0","0","201","0","1","2018/12/31 12:00:00","0","bgm_M182","10010201"
"王都ランドソル","1","bgm_M189","10011","0","0","2019/02/14 14:59:59","0","0","201","0","1","2019/01/31 12:00:00","0","bgm_M189","10011101"
"キッチンスタジアム","1","bgm_M189","10011","110","0","2019/02/14 14:59:59","0","0","201","0","2","2019/01/31 12:00:00","0","bgm_M189","10011102"
"キッチンスタジアム","1","bgm_M189","10011","0","0","2019/02/14 14:59:59","0","0","201","0","1","2019/01/31 12:00:00","0","bgm_M189","10011201"
"王都ランドソル","1","bgm_M206","10012","115","0","2019/03/14 14:59:59","0","0","201","0","1","2019/02/28 12:00:00","0","bgm_M206","10012101"
"王都ランドソル","1","bgm_M206","10012","0","0","2019/03/14 14:59:59","0","0","201","0","1","2019/02/28 12:00:00","0","bgm_M206","10012201"
"ガストロス山","1","bgm_M215","10013","110","0","2019/04/12 20:59:59","0","0","201","0","1","2019/03/31 12:00:00","0","bgm_M215","10013101"
"光の裂け目","1","bgm_M215","10013","0","202","2019/04/12 20:59:59","11","1","201","208","2","2019/03/31 12:00:00","0","bgm_M215","10013102"
"光の裂け目","1","bgm_M215","10013","0","0","2019/04/12 20:59:59","0","0","201","0","1","2019/03/31 12:00:00","0","bgm_M215","10013201"
"タルグム地方","1","bgm_M32","10014","0","0","2019/04/22 20:59:59","0","0","201","0","1","2019/04/15 12:00:00","0","bgm_M32","10014101"
"タルグム地方","1","bgm_M32","10014","0","0","2019/04/22 20:59:59","0","0","201","0","0","2019/04/15 12:00:00","0","bgm_M32","10014201"
"オーエド町","1","bgm_M223","10015","120","0","2019/05/12 20:59:59","0","0","201","0","1","2019/04/30 12:00:00","0","bgm_M223","10015101"
"オーエド町","1","bgm_M223","10015","0","0","2019/05/12 20:59:59","0","0","201","0","1","2019/04/30 12:00:00","0","bgm_M223","10015201"
"マシーナ地方","1","bgm_M98_2","10016","0","0","2019/05/22 20:59:59","0","0","201","0","0","2019/05/15 12:00:00","0","bgm_M98","10016101"
"マシーナ地方","1","bgm_M98_2","10016","0","0","2019/05/22 20:59:59","0","0","201","0","0","2019/05/15 12:00:00","0","bgm_M98","10016201"
"ランドソル近郊","1","bgm_M228","10017","70","0","2019/06/14 20:59:59","0","0","201","0","1","2019/05/31 12:00:00","0","bgm_M228","10017101"
"郊外の村","1","bgm_M228","10017","0","0","2019/06/14 20:59:59","0","0","201","0","2","2019/05/31 12:00:00","0","bgm_M228","10017102"
"郊外の村","1","bgm_M228","10017","0","0","2019/06/14 20:59:59","0","0","201","0","1","2019/05/31 12:00:00","0","bgm_M228","10017201"
"ランドソル郊外","1","bgm_M106","10018","0","0","2019/06/22 20:59:59","0","0","201","0","0","2019/06/15 12:00:00","0","bgm_M106","10018101"
"ランドソル郊外","1","bgm_M106","10018","0","0","2019/06/22 20:59:59","0","0","201","0","0","2019/06/15 12:00:00","0","bgm_M106","10018201"
"サンレインビーチ","1","bgm_M237","10019","100","0","2019/07/14 20:59:59","12","0","201","0","1","2019/06/30 12:00:00","0","bgm_M237","10019101"
"サンレインビーチ","1","bgm_M237","10019","0","0","2019/07/14 20:59:59","0","0","201","0","0","2019/06/30 12:00:00","0","bgm_M237","10019201"
"タパスビーチ周辺","1","bgm_M112","10020","0","0","2019/07/22 20:59:59","0","0","201","0","0","2019/07/15 12:00:00","0","bgm_M112","10020101"
"タパスビーチ周辺","1","bgm_M112","10020","0","0","2019/07/22 20:59:59","0","0","201","0","0","2019/07/15 12:00:00","0","bgm_M112","10020201"
"マホマホ王国避暑地？","1","bgm_M245_02","10021","150","0","2019/08/13 20:59:59","0","0","201","0","0","2019/07/31 12:00:00","0","bgm_M245","10021101"
"マホマホ王国避暑地？","1","bgm_M245_02","10021","0","0","2019/08/13 20:59:59","0","0","201","0","0","2019/07/31 12:00:00","0","bgm_M245","10021201"
"イルシオンの孤島","1","bgm_M121","10022","0","0","2019/08/22 20:59:59","0","0","201","0","0","2019/08/15 12:00:00","0","bgm_M121","10022101"
"イルシオンの孤島","1","bgm_M121","10022","0","0","2019/08/22 20:59:59","0","0","201","0","0","2019/08/15 12:00:00","0","bgm_M121","10022201"
"聖テレサ女学院","1","bgm_M254","10023","70","0","2019/09/14 20:59:59","0","0","201","0","1","2019/08/31 12:00:00","0","bgm_M254","10023101"
"聖テレサ女学院","1","bgm_M254","10023","0","0","2019/09/14 20:59:59","0","0","201","0","0","2019/08/31 12:00:00","0","bgm_M254","10023201"
"王都ランドソル","1","bgm_M128","10024","0","0","2019/09/23 20:59:59","0","0","201","0","0","2019/09/16 12:00:00","0","bgm_M128","10024101"
"王都ランドソル","1","bgm_M128","10024","0","0","2019/09/23 20:59:59","0","0","201","0","0","2019/09/16 12:00:00","0","bgm_M128","10024201"
"テラーハウス周辺","1","bgm_M265_Top","10025","0","0","2019/10/14 20:59:59","0","0","201","0","1","2019/09/30 12:00:00","0","bgm_M265","10025101"
"ゴーストグレイヴ","1","bgm_M265_Top","10025","0","202","2019/10/14 20:59:59","0","1","201","0","2","2019/09/30 12:00:00","0","bgm_M265","10025102"
"ゴーストグレイヴ","1","bgm_M265_Top","10025","0","0","2019/10/14 20:59:59","0","0","201","0","1","2019/09/30 12:00:00","0","bgm_M265","10025201"
"ランドソル郊外","1","bgm_M135","10026","0","0","2019/10/23 20:59:59","0","0","201","0","1","2019/10/16 12:00:00","0","bgm_M135","10026101"
"霊界","1","bgm_M29","10026","0","202","2019/10/23 20:59:59","0","1","201","208","2","2019/10/16 12:00:00","80","bgm_M29","10026102"
"ランドソル中央部","1","bgm_M135","10026","0","202","2019/10/23 20:59:59","1","1","201","209","3","2019/10/16 12:00:00","0","bgm_M135","10026103"
"ランドソル郊外","1","bgm_M135","10026","0","0","2019/10/23 20:59:59","31","0","201","0","1","2019/10/16 12:00:00","0","bgm_M135","10026201"
"エルピス島 開拓キャンプ一帯","1","bgm_M273","10027","90","0","2019/11/14 20:59:59","0","0","201","0","0","2019/10/31 12:00:00","0","bgm_M273","10027101"
"エルピス島 開拓キャンプ一帯","1","bgm_M273","10027","0","0","2019/11/14 20:59:59","0","0","201","0","0","2019/10/31 12:00:00","0","bgm_M273","10027201"
"ランドソル近郊","1","bgm_M162","10028","35","0","2019/11/22 20:59:59","0","0","201","0","0","2019/11/15 12:00:00","0","bgm_M162","10028101"
"ランドソル近郊","1","bgm_M162","10028","0","0","2019/11/22 20:59:59","0","0","201","0","0","2019/11/15 12:00:00","0","bgm_M162","10028201"
"王都ランドソル 郊外","1","bgm_M281","10029","0","0","2019/12/14 20:59:59","0","0","201","0","1","2019/11/30 12:00:00","0","bgm_M281","10029101"
"王都ランドソル 中央広場","1","bgm_M281","10029","0","0","2019/12/14 20:59:59","11","0","201","0","2","2019/11/30 12:00:00","0","bgm_M281","10029102"
"王都ランドソル 中央広場","1","bgm_M281","10029","0","0","2019/12/14 20:59:59","0","0","201","0","1","2019/11/30 12:00:00","0","bgm_M281","10029201"
"サレンディア救護院","1","bgm_M171","10030","110","0","2019/12/23 20:59:59","11","0","201","0","1","2019/12/16 12:00:00","0","bgm_M171","10030101"
"王都ランドソル","1","bgm_M171","10030","0","0","2019/12/23 20:59:59","0","0","201","0","1","2019/12/16 12:00:00","0","bgm_M171","10030201"
"ギルドレース　１区→２区","1","bgm_M294","10031","30","0","2020/01/14 20:59:59","0","0","201","0","1","2019/12/31 12:00:00","0","bgm_M294","10031101"
"ギルドレース　３区→４区","1","bgm_M294","10031","30","0","2020/01/14 20:59:59","0","0","201","0","2","2019/12/31 12:00:00","0","bgm_M294","10031102"
"ギルドレース　３区→４区","1","bgm_M294","10031","0","0","2020/01/14 20:59:59","0","0","201","0","1","2019/12/31 12:00:00","0","bgm_M294","10031201"
"神殿への参道","1","bgm_M182","10032","1","0","2020/01/24 20:59:59","0","0","201","0","1","2020/01/17 12:00:00","180","bgm_M182","10032101"
"神殿への参道","1","bgm_M182","10032","0","0","2020/01/24 20:59:59","0","0","201","0","1","2020/01/17 12:00:00","0","bgm_M182","10032201"
"王都ランドソル","1","bgm_M316","10033","90","0","2020/02/13 20:59:59","0","0","201","0","1","2020/01/31 12:00:00","0","bgm_M316","10033101"
"王都ランドソル","1","bgm_M316","10033","0","0","2020/02/13 20:59:59","0","0","201","0","1","2020/01/31 12:00:00","0","bgm_M316","10033201"
"王都ランドソル","1","bgm_M189","10034","0","0","2020/02/22 20:59:59","0","0","201","0","1","2020/02/15 12:00:00","0","bgm_M189","10034101"
"キッチンスタジアム","1","bgm_M189","10034","110","0","2020/02/22 20:59:59","0","0","201","0","2","2020/02/15 12:00:00","0","bgm_M189","10034102"
"キッチンスタジアム","1","bgm_M189","10034","0","0","2020/02/22 20:59:59","0","0","201","0","1","2020/02/15 12:00:00","0","bgm_M189","10034201"
"ランドソル近郊","1","bgm_M330","10035","70","0","2020/03/21 20:59:59","0","0","201","0","1","2020/02/29 12:00:00","0","bgm_M330","10035101"
"ランドソル近郊","1","bgm_M330","10035","0","0","2020/03/21 20:59:59","0","0","201","0","0","2020/02/29 12:00:00","0","bgm_M330","10035201"
"ムーサの町","1","bgm_M341","10036","40","0","2020/03/21 20:59:59","0","0","201","0","0","2020/03/12 15:00:00","0","bgm_M341","10036101"
"ムーサの町","1","bgm_M341","10036","0","0","2020/03/21 20:59:59","0","0","201","0","0","2020/03/12 15:00:00","0","bgm_M341","10036201"
"王都ランドソル","1","bgm_M206","10037","115","0","2020/03/24 20:59:59","0","0","201","0","1","2020/03/17 12:00:00","0","bgm_M206","10037101"
"王都ランドソル","1","bgm_M206","10037","0","0","2020/03/24 20:59:59","0","0","201","0","1","2020/03/17 12:00:00","0","bgm_M206","10037201"
"聖テレサ女学院","1","bgm_M343","10038","45","0","2020/04/14 20:59:59","0","0","201","0","1","2020/03/31 12:00:00","0","bgm_M343","10038101"
"聖テレサ女学院","1","bgm_M343","10038","0","0","2020/04/14 20:59:59","0","0","201","0","0","2020/03/31 12:00:00","0","bgm_M343","10038201"
"ガストロス山","1","bgm_M215","10039","110","0","2020/04/24 20:59:59","0","0","201","0","1","2020/04/17 12:00:00","0","bgm_M215","10039101"
"光の裂け目","1","bgm_M215","10039","0","202","2020/04/24 20:59:59","11","1","201","208","2","2020/04/17 12:00:00","0","bgm_M215","10039102"
"光の裂け目","1","bgm_M215","10039","0","0","2020/04/24 20:59:59","0","0","201","0","1","2020/04/17 12:00:00","0","bgm_M215","10039201"
"エリザベスパーク","1","bgm_M351","10040","0","0","2020/05/14 20:59:59","0","0","201","0","1","2020/04/30 12:00:00","0","bgm_M351","10040101"
"王都ランドソル","1","bgm_M351","10040","0","0","2020/05/14 20:59:59","0","0","201","0","2","2020/04/30 12:00:00","0","bgm_M351","10040102"
"エリザベスパーク","1","bgm_M351","10040","0","0","2020/05/14 20:59:59","0","0","201","0","3","2020/04/30 12:00:00","0","bgm_M351","10040103"
"エリザベスパーク","1","bgm_M351","10040","0","0","2020/05/14 20:59:59","0","0","201","0","1","2020/04/30 12:00:00","0","bgm_M351","10040201"
"オーエド町","1","bgm_M223","10041","120","0","2020/05/25 20:59:59","0","0","201","0","1","2020/05/18 12:00:00","0","bgm_M223","10041101"
"オーエド町","1","bgm_M223","10041","0","0","2020/05/25 20:59:59","0","0","201","0","1","2020/05/18 12:00:00","0","bgm_M223","10041201"
"不思議の国","1","bgm_M375","10042","200","0","2020/06/14 20:59:59","0","0","201","0","0","2020/05/31 12:00:00","0","bgm_M375","10042101"
"不思議の国","1","bgm_M375","10042","100","0","2020/06/14 20:59:59","0","0","201","0","0","2020/05/31 12:00:00","0","bgm_M375","10042201"
"サンレインビーチ","1","bgm_M237","10043","100","0","2020/06/23 20:59:59","12","0","201","0","1","2020/06/16 12:00:00","0","bgm_M237","10043101"
"サンレインビーチ","1","bgm_M237","10043","0","0","2020/06/23 20:59:59","0","0","201","0","0","2020/06/16 12:00:00","0","bgm_M237","10043201"
"ウィッシュビーチ周辺","1","bgm_M380A","10044","90","0","2020/07/14 20:59:59","0","0","201","0","1","2020/06/30 12:00:00","0","bgm_M380A","10044101"
"星降る天の川","1","bgm_M380B_02","10044","0","0","2020/07/14 20:59:59","0","0","201","0","2","2020/06/30 12:00:00","0","bgm_M380B","10044102"
"星降る天の川","1","bgm_M380B_02","10044","0","0","2020/07/14 20:59:59","0","0","201","0","0","2020/06/30 12:00:00","0","bgm_M380B","10044201"
"マホマホ王国避暑地？","1","bgm_M245_02","10045","150","0","2020/07/23 20:59:59","0","0","201","0","0","2020/07/16 12:00:00","0","bgm_M245","10045101"
"マホマホ王国避暑地？","1","bgm_M245_02","10045","0","0","2020/07/23 20:59:59","0","0","201","0","0","2020/07/16 12:00:00","0","bgm_M245","10045201"
"ビーチボールパーク","1","bgm_M393","10046","122","0","2020/08/14 20:59:59","0","0","201","0","0","2020/07/31 12:00:00","0","bgm_M393","10046101"
"ビーチボールパーク","1","bgm_M393","10046","0","0","2020/08/14 20:59:59","0","0","201","0","0","2020/07/31 12:00:00","0","bgm_M393","10046201"
"聖テレサ女学院","1","bgm_M254","10047","70","0","2020/08/23 20:59:59","0","0","201","0","1","2020/08/16 12:00:00","0","bgm_M254","10047101"
"聖テレサ女学院","1","bgm_M254","10047","0","0","2020/08/23 20:59:59","0","0","201","0","0","2020/08/16 12:00:00","0","bgm_M254","10047201"
"王都ランドソル","1","bgm_M403","10048","80","0","2020/09/14 20:59:59","0","0","201","0","1","2020/08/31 12:00:00","0","bgm_M403","10048101"
"王都ランドソル","1","bgm_M403","10048","0","0","2020/09/14 20:59:59","0","0","201","0","1","2020/08/31 12:00:00","0","bgm_M403","10048201"
"テラーハウス周辺","1","bgm_M265_Top","10049","0","0","2020/09/24 20:59:59","0","0","201","0","1","2020/09/17 12:00:00","0","bgm_M265","10049101"
"ゴーストグレイヴ","1","bgm_M265_Top","10049","0","202","2020/09/24 20:59:59","0","1","201","0","2","2020/09/17 12:00:00","0","bgm_M265","10049102"
"ゴーストグレイヴ","1","bgm_M265_Top","10049","0","0","2020/09/24 20:59:59","0","0","201","0","1","2020/09/17 12:00:00","0","bgm_M265","10049201"
"ハロウィンパーク","1","bgm_M413","10050","128","0","2020/10/14 20:59:59","0","0","201","0","0","2020/09/30 12:00:00","0","bgm_M413","10050101"
"ハロウィンパーク","1","bgm_M413","10050","0","0","2020/10/14 20:59:59","0","0","201","0","0","2020/09/30 12:00:00","0","bgm_M413","10050201"
"エルピス島 開拓キャンプ一帯","1","bgm_M273","10051","90","0","2020/10/23 20:59:59","0","0","201","0","0","2020/10/16 12:00:00","0","bgm_M273","10051101"
"エルピス島 開拓キャンプ一帯","1","bgm_M273","10051","0","0","2020/10/23 20:59:59","0","0","201","0","0","2020/10/16 12:00:00","0","bgm_M273","10051201"
"王都ランドソル","1","bgm_M421","10052","90","0","2020/11/14 20:59:59","0","0","201","0","1","2020/10/31 12:00:00","0","bgm_M421","10052101"
"王都ランドソル","1","bgm_M421","10052","0","0","2020/11/14 20:59:59","0","0","201","0","1","2020/10/31 12:00:00","0","bgm_M421","10052201"
"ランドソル近郊","1","bgm_M228","10053","70","0","2020/11/21 20:59:59","0","0","201","0","1","2020/11/10 12:00:00","0","bgm_M228","10053101"
"郊外の村","1","bgm_M228","10053","0","0","2020/11/21 20:59:59","0","0","201","0","2","2020/11/10 12:00:00","0","bgm_M228","10053102"
"郊外の村","1","bgm_M228","10053","0","0","2020/11/21 20:59:59","0","0","201","0","1","2020/11/10 12:00:00","0","bgm_M228","10053201"
"デビュタント・シャングリ・ラ会場","1","bgm_M426","10054","60","0","2020/12/14 20:59:59","0","0","201","0","1","2020/11/30 12:00:00","0","bgm_M426","10054101"
"デビュタント・シャングリ・ラ会場","1","bgm_M426","10054","0","0","2020/12/14 20:59:59","0","0","201","0","1","2020/11/30 12:00:00","0","bgm_M426","10054201"
"王都ランドソル 郊外","1","bgm_M281","10055","0","0","2020/12/23 20:59:59","0","0","201","0","1","2020/12/16 12:00:00","0","bgm_M281","10055101"
"王都ランドソル 中央広場","1","bgm_M281","10055","0","0","2020/12/23 20:59:59","11","0","201","0","2","2020/12/16 12:00:00","0","bgm_M281","10055102"
"王都ランドソル 中央広場","1","bgm_M281","10055","0","0","2020/12/23 20:59:59","0","0","201","0","1","2020/12/16 12:00:00","0","bgm_M281","10055201"
"港町・オーマ","1","bgm_M435","10056","95","0","2021/01/14 20:59:59","0","0","201","0","1","2020/12/31 12:00:00","0","bgm_M435","10056101"
"港町・オーマ","1","bgm_M435","10056","0","0","2021/01/14 20:59:59","0","0","201","0","1","2020/12/31 12:00:00","0","bgm_M435","10056201"
"ギルドレース　１区→２区","1","bgm_M294","10057","30","0","2021/01/22 20:59:59","0","0","201","0","1","2021/01/15 12:00:00","0","bgm_M294","10057101"
"ギルドレース　３区→４区","1","bgm_M294","10057","30","0","2021/01/22 20:59:59","0","0","201","0","2","2021/01/15 12:00:00","0","bgm_M294","10057102"
"ギルドレース　３区→４区","1","bgm_M294","10057","0","0","2021/01/22 20:59:59","0","0","201","0","1","2021/01/15 12:00:00","0","bgm_M294","10057201"
"ランドソル近郊","1","bgm_M442A","10058","70","0","2021/02/20 20:59:59","0","0","201","0","1","2021/01/31 12:00:00","0","bgm_M442A","10058101"
"ランドソル近郊","1","bgm_M442A","10058","0","0","2021/02/20 20:59:59","0","0","201","0","0","2021/01/31 12:00:00","0","bgm_M442A","10058201"
"エルフの里　清らかな森","1","bgm_M442B","10059","25","0","2021/02/20 20:59:59","0","0","201","0","0","2021/02/10 12:00:00","0","bgm_M442B","10059101"
"エルフの里　清らかな森","1","bgm_M442B","10059","0","0","2021/02/20 20:59:59","0","0","201","0","0","2021/02/10 12:00:00","0","bgm_M442B","10059201"
"王都ランドソル","1","bgm_M316","10060","90","0","2021/02/23 20:59:59","0","0","201","0","1","2021/02/16 12:00:00","0","bgm_M316","10060101"
"王都ランドソル","1","bgm_M316","10060","0","0","2021/02/23 20:59:59","0","0","201","0","1","2021/02/16 12:00:00","0","bgm_M316","10060201"
"ランドソル近郊","1","bgm_M451","10061","0","0","2021/03/14 20:59:59","0","0","201","0","1","2021/02/28 12:00:00","0","bgm_M451","10061101"
"辺境の地","1","bgm_M451","10061","0","0","2021/03/14 20:59:59","0","0","201","0","2","2021/02/28 12:00:00","0","bgm_M451","10061102"
"辺境の地","1","bgm_M451","10061","0","0","2021/03/14 20:59:59","0","0","201","0","0","2021/02/28 12:00:00","0","bgm_M451","10061201"
"ランドソル近郊","1","bgm_M330","10062","70","0","2021/03/24 20:59:59","0","0","201","0","1","2021/03/08 12:00:00","0","bgm_M330","10062101"
"ランドソル近郊","1","bgm_M330","10062","0","0","2021/03/24 20:59:59","0","0","201","0","0","2021/03/08 12:00:00","0","bgm_M330","10062201"
"ムーサの町","1","bgm_M341","10063","40","0","2021/03/24 20:59:59","0","0","201","0","0","2021/03/16 15:00:00","0","bgm_M341","10063101"
"ムーサの町","1","bgm_M341","10063","0","0","2021/03/24 20:59:59","0","0","201","0","0","2021/03/16 15:00:00","0","bgm_M341","10063201"
"聖テレサ女学院 聖学祭会場","1","bgm_M457","10064","91","0","2021/04/14 20:59:59","0","0","201","0","1","2021/03/31 12:00:00","0","bgm_M457","10064101"
"聖テレサ女学院 聖学祭会場","1","bgm_M457","10064","0","0","2021/04/14 20:59:59","0","0","201","0","0","2021/03/31 12:00:00","0","bgm_M457","10064201"
"聖テレサ女学院","1","bgm_M343","10065","45","0","2021/04/25 20:59:59","0","0","201","0","1","2021/04/18 12:00:00","0","bgm_M343","10065101"
"聖テレサ女学院","1","bgm_M343","10065","0","0","2021/04/25 20:59:59","0","0","201","0","0","2021/04/18 12:00:00","0","bgm_M343","10065201"
"異時間軸のランドソル","1","bgm_M467","10066","90","0","2021/05/14 20:59:59","0","0","201","0","1","2021/04/30 12:00:00","0","bgm_M467","10066101"
"タイムトンネル","1","bgm_M467","10066","0","0","2021/05/14 20:59:59","0","0","201","0","2","2021/04/30 12:00:00","0","bgm_M467","10066102"
"タイムトンネル","1","bgm_M467","10066","0","0","2021/05/14 20:59:59","0","0","201","0","0","2021/04/30 12:00:00","0","bgm_M467","10066201"
"エリザベスパーク","1","bgm_M351","10067","0","0","2021/05/25 20:59:59","0","0","201","0","1","2021/05/18 12:00:00","0","bgm_M351","10067101"
"王都ランドソル","1","bgm_M351","10067","0","0","2021/05/25 20:59:59","0","0","201","0","2","2021/05/18 12:00:00","0","bgm_M351","10067102"
"エリザベスパーク","1","bgm_M351","10067","0","0","2021/05/25 20:59:59","0","0","201","0","3","2021/05/18 12:00:00","0","bgm_M351","10067103"
"エリザベスパーク","1","bgm_M351","10067","0","0","2021/05/25 20:59:59","0","0","201","0","1","2021/05/18 12:00:00","0","bgm_M351","10067201"
"おもちゃ工場","1","bgm_M478_Lofi","10068","0","0","2021/06/14 20:59:59","0","0","201","0","1","2021/05/31 12:00:00","40","bgm_M478","10068101"
"王都ランドソル","1","bgm_M478_Lofi","10068","0","0","2021/06/14 20:59:59","0","0","201","0","2","2021/05/31 12:00:00","0","bgm_M478","10068102"
"王都ランドソル","1","bgm_M478_Lofi","10068","0","0","2021/06/14 20:59:59","0","0","201","0","0","2021/05/31 12:00:00","0","bgm_M478","10068201"
"不思議の国","1","bgm_M375","10069","200","0","2021/06/25 20:59:59","0","0","201","0","0","2021/06/18 12:00:00","0","bgm_M375","10069101"
"不思議の国","1","bgm_M375","10069","100","0","2021/06/25 20:59:59","0","0","201","0","0","2021/06/18 12:00:00","0","bgm_M375","10069201"
"王都ランドソル","1","bgm_M486","10070","0","0","2021/07/14 20:59:59","0","0","201","0","1","2021/06/30 12:00:00","0","bgm_M486","10070101"
"とある無人島","1","bgm_M486","10070","58","0","2021/07/14 20:59:59","0","0","201","0","2","2021/06/30 12:00:00","0","bgm_M486","10070102"
