f427b6815d639b30e78f4737d0471108277c87a0f0ad4988c345471db3bdcf99,dfae278525ecbc48d329545b29927dbe635ec72fdd538fb6f130ff5f8bd1edf7,c0f0f4ec20c1141894d52aae364b1042c67a9bea4bc87945bed98545fdd4489d,eeb5714e010377df35b9279a54e2a2f84283addff01b90a4d461d414597216f4,47637ebb237310002fdcf5917a7280e05fe62ce70057f3988a291d1c6d663573,2ddc70e8883d3164233096981ea05e2a34d248767f46403280e67e998a7f8741
"18490","600","1","250","9","154"
"18740","600","1","250","9","155"
"18990","600","1","250","9","156"
"19240","600","1","250","9","157"
"19490","600","1","250","9","158"
"19740","600","1","250","9","159"
"19990","600","1","250","9","160"
"20240","600","1","250","10","161"
"20490","600","1","250","10","162"
"20740","600","1","250","10","163"
"20990","600","1","250","10","164"
"21240","600","1","250","10","165"
"21490","600","1","250","10","166"
"21740","600","1","250","10","167"
"21990","600","1","250","10","168"
"22240","600","1","250","10","169"
"22490","600","1","250","10","170"
"22740","600","1","250","11","171"
"22990","600","1","250","11","172"
"23240","600","1","250","11","173"
"23490","600","1","250","11","174"
"23740","600","1","250","11","175"
"23990","600","1","250","11","176"
"24240","600","1","250","11","177"
"24490","600","1","250","11","178"
"24740","600","1","250","11","179"
"24990","600","1","250","11","180"
"25240","600","1","250","12","181"
"25490","600","1","250","12","182"
"25740","600","1","250","12","183"
"25990","600","1","250","12","184"
"26240","600","1","250","12","185"
"26490","600","1","250","12","186"
"26740","600","1","250","12","187"
"26990","600","1","250","12","188"
"27240","600","1","250","12","189"
"27490","600","1","250","12","190"
"27740","600","1","250","13","191"
"27990","600","1","250","13","192"
"28240","600","1","250","13","193"
"28490","600","1","250","13","194"
"28740","600","1","250","13","195"
"28990","600","1","250","13","196"
"29240","600","1","250","13","197"
"29490","600","1","250","13","198"
"29740","600","1","250","13","199"
"29990","600","1","250","13","200"
"30240","600","1","250","14","201"
"30490","600","1","250","14","202"
"30740","600","1","250","14","203"
"30990","600","1","250","14","204"
"31240","600","1","250","14","205"
"31490","600","1","250","14","206"
"31740","600","1","250","14","207"
"31990","600","1","250","14","208"
"32240","600","1","250","14","209"
"32490","600","1","250","14","210"
"32740","680","1","250","15","211"
"32990","680","1","250","15","212"
"33240","680","1","250","15","213"
"33490","680","1","250","15","214"
"33740","680","1","250","15","215"
"33990","680","1","250","15","216"
"34240","680","1","250","15","217"
"34490","680","1","250","15","218"
"34740","680","1","250","15","219"
"34990","680","1","250","15","220"
"35240","680","1","250","16","221"
"35490","680","1","250","16","222"
"35740","680","1","250","16","223"
"35990","680","1","250","16","224"
"36240","680","1","250","16","225"
"36490","680","1","250","16","226"
"36740","680","1","250","16","227"
"36990","680","1","250","16","228"
"37240","680","1","250","16","229"
"37490","680","1","250","16","230"
"37740","680","1","250","17","231"
"37990","680","1","250","17","232"
"38240","680","1","250","17","233"
"38490","680","1","250","17","234"
"38740","680","1","250","17","235"
"38990","680","1","250","17","236"
"39240","680","1","250","17","237"
"39490","680","1","250","17","238"
"39740","680","1","250","17","239"
"39990","680","1","250","17","240"
"40240","680","1","250","18","241"
"40490","680","1","250","18","242"
"40740","680","1","250","18","243"
"40990","680","1","250","18","244"
"41240","680","1","250","18","245"
"41490","680","1","250","18","246"
"41740","680","1","250","18","247"
"41990","680","1","250","18","248"
"42240","680","1","250","18","249"
"42490","680","1","250","18","250"
"42740","680","1","250","19","251"
"42990","680","1","250","19","252"
"43240","680","1","250","19","253"
"43490","680","1","250","19","254"
"43740","680","1","250","19","255"
"43990","680","1","250","19","256"
"44240","680","1","250","19","257"
"44490","680","1","250","19","258"
"44740","680","1","250","19","259"
"44990","680","1","250","19","260"
"45240","680","1","250","20","261"
"45490","680","1","250","20","262"
"45740","680","1","250","20","263"
"45990","680","1","250","20","264"
"46240","680","1","250","20","265"
"46490","680","1","250","20","266"
"46740","680","1","250","20","267"
"46990","680","1","250","20","268"
"47240","680","1","250","20","269"
"47490","680","1","250","20","270"
"47740","680","1","250","21","271"
"47990","680","1","250","21","272"
"48240","680","1","250","21","273"
"48490","680","1","250","21","274"
"48740","680","1","250","21","275"
"48990","680","1","250","21","276"
"49240","680","1","250","21","277"
"49490","680","1","250","21","278"
"49740","680","1","250","21","279"
"49990","680","1","250","21","280"
"50240","680","1","250","22","281"
"50490","680","1","250","22","282"
"50740","680","1","250","22","283"
"50990","680","1","250","22","284"
"51240","680","1","250","22","285"
"51490","680","1","250","22","286"
"51740","680","1","250","22","287"
"51990","680","1","250","22","288"
"52240","680","1","250","22","289"
"52490","680","1","250","22","290"
"52740","680","1","250","23","291"
"52990","680","1","250","23","292"
"53240","680","1","250","23","293"
"53490","680","1","250","23","294"
"53740","680","1","250","23","295"
"53990","680","1","250","23","296"
"54240","680","1","250","23","297"
"54490","680","1","250","23","298"
"54740","680","1","250","23","299"
"54990","680","1","250","23","300"
"55240","680","1","250","24","301"
"55490","680","1","250","24","302"
"55740","680","1","250","24","303"
"55990","680","1","250","24","304"
"56240","680","1","250","24","305"
"56490","680","1","250","24","306"
"56740","680","1","250","24","307"
"56990","680","1","250","24","308"
"57240","680","1","250","24","309"
"57490","680","1","250","24","310"
"57740","680","1","250","25","311"
"57990","680","1","250","25","312"
"58240","680","1","250","25","313"
"58490","680","1","250","25","314"
"58740","680","1","250","25","315"
"58990","680","1","250","25","316"
"59240","680","1","250","25","317"
"59490","680","1","250","25","318"
"59740","680","1","250","25","319"
"59990","680","1","250","25","320"
"60240","680","1","250","26","321"
"60490","680","1","250","26","322"
"60740","680","1","250","26","323"
"60990","680","1","250","26","324"
"61240","680","1","250","26","325"
"61490","680","1","250","26","326"
"61740","680","1","250","26","327"
"61990","680","1","250","26","328"
"62240","680","1","250","26","329"
"62490","680","1","250","26","330"
"62740","680","1","250","27","331"
"62990","680","1","250","27","332"
"63240","680","1","250","27","333"
"63490","680","1","250","27","334"
"63740","680","1","250","27","335"
"63990","680","1","250","27","336"
"64240","680","1","250","27","337"
"64490","680","1","250","27","338"
"64740","680","1","250","27","339"
"64990","680","1","250","27","340"
"50","200000","2","50","1","0"
"60","500000","2","10","1","1"
"75","500000","2","15","1","2"
"95","500000","2","20","1","3"
"120","500000","2","25","1","4"
"150","500000","2","30","1","5"
