6edd5cf0657720897f6efe5276f38abf619ec623bfcbf843db9463ef1b122e71,a6da362cf2c119292a619f4567c9fa59fa7be7f2ad520101dc49ac69f2b86a84,64a6791c22b427d1626bb1ea7b9e368f7fadf35158ed9ba9a1eeec22fb337c77,008b9db6fb4f54d897d4926623c67f4de4a462d4e9587dc9c37256234979a5fe,15f25c1099298398cc4a89426d9fa663875174aeb602bb716933821b067e7120,6b1021b7d1eb32bac0c1c5b80b6c9942bb75d956398496c6274b6d0551df3c71,eeefcfcf3c6ae3a4887cb1269f5e6cfc0152384784b55bf59635a86b097e2ee5,33a5619c7494416a305ac1aec8cbe53da7f08386468632687aa37baa58af65ef,b14d2554691b252aa8a38416929742c35c39a9374f53344740154a552f6ca298,988d576723acf84b564159722c60bb3ff8ce02eed5ba17288671523a68e6394d,74ac88dc932764f4134e9808373d7d135d5e2adb616bab5d4221209fd82d5334,8c25bb8fc52ef60fcc104fe678c0b49f89f48fa2595470bccb619d64601afd93,5cfb4f8d8046a4a605e0fcde82bf0b017316312951075bf9525efa96d918897e,1988acaffa1d5125078afa6204dfab2833e711dc11f2fda937b77acf353f58f5,351e0d9c866a6877a81e00259cca5a2c46cf51c42661e3f3fcedde860b9a7237,bd96df3b85d6f242390f6d84ee00ef23e9db39d01d23cb574873ef08bde27c1a,b4769079546f126cf08b03fdf6f5cd774ea20907093ca10450c4341f1e5ce343,984469bc8f7ee9c8350719560219509cebeb67febfd4fab72ccf55c38376172b,cbb9a026053b7ceda2570622c934da5127030bc4fc1109d25e64343e690f7d69
"31030","41030","2","0","20000000","0","0","103001","12","120","0","0","94000","1","0","0","0","0","1103001"
"31031","41031","2","0","20000000","0","0","103101","12","120","0","0","94000","1","0","0","0","0","1103101"
"31032","41032","2","0","20000000","0","0","103201","12","120","0","0","94000","1","0","0","0","0","1103201"
"31033","41033","2","0","20000000","0","0","103301","12","120","0","0","94000","1","0","0","0","0","1103301"
"31034","41034","2","0","20000000","0","0","103401","12","120","0","0","94000","1","0","0","0","0","1103401"
"31036","41036","2","0","20000000","0","0","103601","12","120","0","0","94000","1","0","0","0","0","1103601"
"31037","41037","2","0","20000000","0","0","103701","12","120","0","0","94000","1","0","0","0","0","1103701"
"31038","41038","2","0","20000000","0","0","103801","12","120","0","0","94000","1","0","0","0","0","1103801"
"31040","41040","2","0","20000000","0","0","104001","12","120","0","0","94000","1","0","0","0","0","1104001"
"31042","41042","2","0","20000000","0","0","104201","12","120","0","0","94000","1","0","0","0","0","1104201"
"31043","41043","2","0","20000000","0","0","104301","12","120","0","0","94000","1","0","0","0","0","1104301"
"31044","41044","2","0","20000000","0","0","104401","12","120","0","0","94000","1","0","0","0","0","1104401"
"31045","41045","2","0","20000000","0","0","104501","12","120","0","0","94000","1","0","0","0","0","1104501"
"31046","41046","2","0","20000000","0","0","104601","12","120","0","0","94000","1","0","0","0","0","1104601"
"31047","41047","2","0","20000000","0","0","104701","12","120","0","0","94000","1","0","0","0","0","1104701"
"31048","41048","2","0","20000000","0","0","104801","12","120","0","0","94000","1","0","0","0","0","1104801"
"31049","41049","2","0","20000000","0","0","104901","12","120","0","0","94000","1","0","0","0","0","1104901"
"31050","41050","2","0","20000000","0","0","105001","12","120","0","0","94000","1","0","0","0","0","1105001"
"31051","41051","2","0","20000000","0","0","105101","12","120","0","0","94000","1","0","0","0","0","1105101"
"31052","41052","2","0","20000000","0","0","105201","12","120","0","0","94000","1","0","0","0","0","1105201"
"31053","41053","2","0","20000000","0","0","105301","12","120","0","0","94000","1","0","0","0","0","1105301"
"31054","41054","2","0","20000000","0","0","105401","12","120","0","0","94000","1","0","0","0","0","1105401"
"31055","41055","2","0","20000000","0","0","105501","12","120","0","0","94000","1","0","0","0","0","1105501"
"31056","41056","2","0","20000000","0","0","105601","12","120","0","0","94000","1","0","0","0","0","1105601"
"31057","41057","2","0","20000000","0","0","105701","12","120","0","0","94000","1","0","0","0","0","1105701"
"31058","41058","2","0","20000000","0","0","105801","12","120","0","0","94000","1","0","0","0","0","1105801"
"31059","41059","2","0","20000000","0","0","105901","12","120","0","0","94000","1","0","0","0","0","1105901"
"31060","41060","2","0","20000000","0","0","106001","12","120","0","0","94000","1","0","0","0","0","1106001"
"31061","41061","2","0","30000000","0","0","106101","12","40","0","0","94000","1","0","0","0","0","1106101"
"31063","41063","2","0","20000000","0","0","106301","12","120","0","0","94000","1","0","0","0","0","1106301"
"31064","41064","2","0","20000000","0","0","106401","12","120","0","0","94000","1","0","0","0","0","1106401"
"31065","41065","2","0","20000000","0","0","106501","12","120","0","0","94000","1","0","0","0","0","1106501"
"31066","41066","2","0","20000000","0","0","106601","12","120","0","0","94000","1","0","0","0","0","1106601"
"31067","41067","2","0","30000000","0","0","106701","12","40","0","0","94000","1","0","0","0","0","1106701"
"31068","41068","2","0","30000000","0","0","106801","12","40","0","0","94000","1","0","0","0","0","1106801"
"31069","41069","2","0","30000000","0","0","106901","12","40","0","0","94000","1","0","0","0","0","1106901"
"31070","41070","2","0","30000000","0","0","107001","12","40","0","0","94000","1","0","0","0","0","1107001"
"31071","41071","2","0","30000000","0","0","107101","12","40","0","0","94000","1","0","0","0","0","1107101"
"31075","41075","2","0","30000000","0","0","107501","12","40","0","0","94000","1","0","0","0","0","1107501"
"31076","41076","2","0","30000000","0","0","107601","12","40","0","0","94000","1","0","0","0","0","1107601"
"31077","41077","2","0","30000000","0","0","107701","12","40","0","0","94000","1","0","0","0","0","1107701"
"31078","41078","2","0","30000000","0","0","107801","12","40","0","0","94000","1","0","0","0","0","1107801"
"31079","41079","2","0","30000000","0","0","107901","12","40","0","0","94000","1","0","0","0","0","1107901"
"31080","41080","2","0","30000000","0","0","108001","12","40","0","0","94000","1","0","0","0","0","1108001"
"31081","41081","2","0","30000000","0","0","108101","12","40","0","0","94000","1","0","0","0","0","1108101"
"31082","41082","2","0","30000000","0","0","108201","12","40","0","0","94000","1","0","0","0","0","1108201"
"31083","41083","2","0","30000000","0","0","108301","12","40","0","0","94000","1","0","0","0","0","1108301"
"31084","41084","2","0","30000000","0","0","108401","12","40","0","0","94000","1","0","0","0","0","1108401"
"31085","41085","2","0","30000000","0","0","108501","12","40","0","0","94000","1","0","0","0","0","1108501"
"31086","41086","2","0","30000000","0","0","108601","12","40","0","0","94000","1","0","0","0","0","1108601"
"31087","41087","2","0","30000000","0","0","108701","12","40","0","0","94000","1","0","0","0","0","1108701"
"31088","41088","2","0","30000000","0","0","108801","12","40","0","0","94000","1","0","0","0","0","1108801"
"31089","41089","2","0","30000000","0","0","108901","12","40","0","0","94000","1","0","0","0","0","1108901"
"31090","41090","2","0","30000000","0","0","109001","12","40","0","0","94000","1","0","0","0","0","1109001"
"31091","41091","2","0","30000000","0","0","109101","12","40","0","0","94000","1","0","0","0","0","1109101"
"31092","41092","2","0","20000000","0","0","109201","12","120","0","0","94000","1","0","0","0","0","1109201"
"31093","41093","2","0","30000000","0","0","109301","12","40","0","0","94000","1","0","0","0","0","1109301"
"31094","41094","2","0","20000000","0","0","109401","12","120","0","0","94000","1","0","0","0","0","1109401"
"31095","41095","2","0","20000000","0","0","109501","12","120","0","0","94000","1","0","0","0","0","1109501"
"31096","41096","2","0","20000000","0","0","109601","12","120","0","0","94000","1","0","0","0","0","1109601"
"31097","41097","2","0","30000000","0","0","109701","12","40","0","0","94000","1","0","0","0","0","1109701"
"31098","41098","2","0","30000000","0","0","109801","12","40","0","0","94000","1","0","0","0","0","1109801"
"31099","41099","2","0","30000000","0","0","109901","12","40","0","0","94000","1","0","0","0","0","1109901"
"31100","41100","2","0","30000000","0","0","110001","12","40","0","0","94000","1","0","0","0","0","1110001"
"31101","41101","2","0","30000000","0","0","110101","12","40","0","0","94000","1","0","0","0","0","1110101"
"31103","41103","2","0","30000000","0","0","110301","12","40","0","0","94000","1","0","0","0","0","1110301"
"31104","41104","2","0","30000000","0","0","110401","12","40","0","0","94000","1","0","0","0","0","1110401"
"31105","41105","2","0","30000000","0","0","110501","12","40","0","0","94000","1","0","0","0","0","1110501"
"31106","41106","2","0","30000000","0","0","110601","12","40","0","0","94000","1","0","0","0","0","1110601"
"31107","41107","2","0","20000000","0","0","110701","12","120","0","0","94000","1","0","0","0","0","1110701"
"31108","41108","2","0","20000000","0","0","110801","12","120","0","0","94000","1","0","0","0","0","1110801"
"31109","41109","2","0","20000000","0","0","110901","12","120","0","0","94000","1","0","0","0","0","1110901"
"31110","41110","2","0","20000000","0","0","111001","12","120","0","0","94000","1","0","0","0","0","1111001"
"31111","41111","2","0","30000000","0","0","111101","12","40","0","0","94000","1","0","0","0","0","1111101"
"31112","41112","2","0","30000000","0","0","111201","12","40","0","0","94000","1","0","0","0","0","1111201"
"31113","41113","2","0","20000000","0","0","111301","12","120","0","0","94000","1","0","0","0","0","1111301"
"31114","41114","2","0","20000000","0","0","111401","12","120","0","0","94000","1","0","0","0","0","1111401"
"31115","41115","2","0","30000000","0","0","111501","12","40","0","0","94000","1","0","0","0","0","1111501"
"31116","41116","2","0","30000000","0","0","111601","12","40","0","0","94000","1","0","0","0","0","1111601"
"31117","41117","2","0","20000000","0","0","111701","12","120","0","0","94000","1","0","0","0","0","1111701"
"31118","41118","2","0","30000000","0","0","111801","12","40","0","0","94000","1","0","0","0","0","1111801"
"31119","41119","2","0","30000000","0","0","111901","12","40","0","0","94000","1","0","0","0","0","1111901"
"31120","41120","2","0","30000000","0","0","112001","12","40","0","0","94000","1","0","0","0","0","1112001"
"31121","41121","2","0","30000000","0","0","112101","12","40","0","0","94000","1","0","0","0","0","1112101"
"31122","41122","2","0","20000000","0","0","112201","12","120","0","0","94000","1","0","0","0","0","1112201"
"31123","41123","2","0","30000000","0","0","112301","12","40","0","0","94000","1","0","0","0","0","1112301"
"31124","41124","2","0","30000000","0","0","112401","12","40","0","0","94000","1","0","0","0","0","1112401"
"31125","41125","2","0","30000000","0","0","112501","12","40","0","0","94000","1","0","0","0","0","1112501"
"31126","41126","2","0","30000000","0","0","112601","12","40","0","0","94000","1","0","0","0","0","1112601"
"31127","41127","2","0","20000000","0","0","112701","12","120","0","0","94000","1","0","0","0","0","1112701"
"31128","41128","2","0","20000000","0","0","112801","12","120","0","0","94000","1","0","0","0","0","1112801"
"31129","41129","2","0","20000000","0","0","112901","12","120","0","0","94000","1","0","0","0","0","1112901"
"31130","41130","2","0","30000000","0","0","113001","12","40","0","0","94000","1","0","0","0","0","1113001"
"31131","41131","2","0","30000000","0","0","113101","12","40","0","0","94000","1","0","0","0","0","1113101"
"31132","41132","2","0","30000000","0","0","113201","12","40","0","0","94000","1","0","0","0","0","1113201"
"31133","41133","2","0","20000000","0","0","113301","12","120","0","0","94000","1","0","0","0","0","1113301"
"31134","41134","2","0","30000000","0","0","113401","12","40","0","0","94000","1","0","0","0","0","1113401"
"31135","41135","2","0","30000000","0","0","113501","12","40","0","0","94000","1","0","0","0","0","1113501"
"31136","41136","2","0","20000000","0","0","113601","12","120","0","0","94000","1","0","0","0","0","1113601"
"31137","41137","2","0","20000000","0","0","113701","12","120","0","0","94000","1","0","0","0","0","1113701"
"31138","41138","2","0","20000000","0","0","113801","12","120","0","0","94000","1","0","0","0","0","1113801"
"31139","41139","2","0","30000000","0","0","113901","12","40","0","0","94000","1","0","0","0","0","1113901"
"31140","41140","2","0","20000000","0","0","114001","12","120","0","0","94000","1","0","0","0","0","1114001"
"31141","41141","2","0","30000000","0","0","114101","12","40","0","0","94000","1","0","0","0","0","1114101"
"31142","41142","2","0","20000000","0","0","114201","12","120","0","0","94000","1","0","0","0","0","1114201"
"31143","41143","2","0","20000000","0","0","114301","12","120","0","0","94000","1","0","0","0","0","1114301"
"31144","41144","2","0","30000000","0","0","114401","12","40","0","0","94000","1","0","0","0","0","1114401"
"31145","41145","2","0","20000000","0","0","114501","12","120","0","0","94000","1","0","0","0","0","1114501"
"31146","41146","2","0","30000000","0","0","114601","12","40","0","0","94000","1","0","0","0","0","1114601"
"31147","41147","2","0","30000000","0","0","114701","12","40","0","0","94000","1","0","0","0","0","1114701"
"31150","41150","2","0","30000000","0","0","115001","12","40","0","0","94000","1","0","0","0","0","1115001"
"31155","41155","2","0","30000000","0","0","115501","12","40","0","0","94000","1","0","0","0","0","1115501"
"31156","41156","2","0","30000000","0","0","115601","12","40","0","0","94000","1","0","0","0","0","1115601"
"31157","41157","2","0","20000000","0","0","115701","12","120","0","0","94000","1","0","0","0","0","1115701"
"31158","41158","2","0","30000000","0","0","115801","12","40","0","0","94000","1","0","0","0","0","1115801"
"31159","41159","2","0","20000000","0","0","115901","12","120","0","0","94000","1","0","0","0","0","1115901"
"31160","41160","2","0","20000000","0","0","116001","12","120","0","0","94000","1","0","0","0","0","1116001"
"31162","41162","2","0","20000000","0","0","116201","12","120","0","0","94000","1","0","0","0","0","1116201"
"31163","41163","2","0","20000000","0","0","116301","12","120","0","0","94000","1","0","0","0","0","1116301"
"31164","41164","2","0","20000000","0","0","116401","12","120","0","0","94000","1","0","0","0","0","1116401"
"31165","41165","2","0","20000000","0","0","116501","12","120","0","0","94000","1","0","0","0","0","1116501"
"31166","41166","2","0","20000000","0","0","116601","12","120","0","0","94000","1","0","0","0","0","1116601"
"31167","41167","2","0","20000000","0","0","116701","12","120","0","0","94000","1","0","0","0","0","1116701"
"31168","41168","2","0","30000000","0","0","116801","12","40","0","0","94000","1","0","0","0","0","1116801"
"31169","41169","2","0","20000000","0","0","116901","12","120","0","0","94000","1","0","0","0","0","1116901"
"31170","41170","2","0","30000000","0","0","117001","12","40","0","0","94000","1","0","0","0","0","1117001"
"31171","41171","2","0","20000000","0","0","117101","12","120","0","0","94000","1","0","0","0","0","1117101"
"31172","41172","2","0","30000000","0","0","117201","12","40","0","0","94000","1","0","0","0","0","1117201"
"31173","41173","2","0","20000000","0","0","117301","12","120","0","0","94000","1","0","0","0","0","1117301"
"31174","41174","2","0","30000000","0","0","117401","12","40","0","0","94000","1","0","0","0","0","1117401"
"31175","41175","2","0","20000000","0","0","117501","12","120","0","0","94000","1","0","0","0","0","1117501"
"31176","41176","2","0","20000000","0","0","117601","12","120","0","0","94000","1","0","0","0","0","1117601"
"31177","41177","2","0","30000000","0","0","117701","12","40","0","0","94000","1","0","0","0","0","1117701"
"31178","41178","2","0","30000000","0","0","117801","12","40","0","0","94000","1","0","0","0","0","1117801"
"31179","41179","2","0","20000000","0","0","117901","12","120","0","0","94000","1","0","0","0","0","1117901"
"31180","41180","2","0","30000000","0","0","118001","12","40","0","0","94000","1","0","0","0","0","1118001"
"31181","41181","2","0","30000000","0","0","118101","12","40","0","0","94000","1","0","0","0","0","1118101"
"31182","41182","2","0","30000000","0","0","118201","12","40","0","0","94000","1","0","0","0","0","1118201"
"31185","41185","2","0","30000000","0","0","118501","12","40","0","0","94000","1","0","0","0","0","1118501"
"31186","41186","2","0","30000000","0","0","118601","12","40","0","0","94000","1","0","0","0","0","1118601"
"31190","41190","2","0","20000000","0","0","119001","12","120","0","0","94000","1","0","0","0","0","1119001"
"31191","41191","2","0","20000000","0","0","119101","12","120","0","0","94000","1","0","0","0","0","1119101"
"31192","41192","2","0","30000000","0","0","119201","12","40","0","0","94000","1","0","0","0","0","1119201"
"31193","41193","2","0","20000000","0","0","119301","12","120","0","0","94000","1","0","0","0","0","1119301"
"31199","41199","2","0","30000000","0","0","119901","12","40","0","0","94000","1","0","0","0","0","1119901"
"31200","41200","2","0","30000000","0","0","120001","12","40","0","0","94000","1","0","0","0","0","1120001"
"31207","41207","2","0","30000000","0","0","120701","12","40","0","0","94000","1","0","0","0","0","1120701"
"31208","41208","2","0","30000000","0","0","120801","12","40","0","0","94000","1","0","0","0","0","1120801"
"31209","41209","2","0","30000000","0","0","120901","12","40","0","0","94000","1","0","0","0","0","1120901"
"31210","41210","2","0","30000000","0","0","121001","12","40","0","0","94000","1","0","0","0","0","1121001"
"31211","41211","2","0","30000000","0","0","121101","12","40","0","0","94000","1","0","0","0","0","1121101"
"31212","41212","2","0","30000000","0","0","121201","12","40","0","0","94000","1","0","0","0","0","1121201"
"31213","41213","2","0","20000000","0","0","121301","12","120","0","0","94000","1","0","0","0","0","1121301"
"31214","41214","2","0","20000000","0","0","121401","12","120","0","0","94000","1","0","0","0","0","1121401"
"31215","41215","2","0","30000000","0","0","121501","12","40","0","0","94000","1","0","0","0","0","1121501"
"31216","41216","2","0","20000000","0","0","121601","12","120","0","0","94000","1","0","0","0","0","1121601"
"31219","41219","2","0","20000000","0","0","121901","12","120","0","0","94000","1","0","0","0","0","1121901"
"31220","41220","2","0","20000000","0","0","122001","12","120","0","0","94000","1","0","0","0","0","1122001"
"31221","41221","2","0","30000000","0","0","122101","12","40","0","0","94000","1","0","0","0","0","1122101"
"31222","41222","2","0","20000000","0","0","122201","12","120","0","0","94000","1","0","0","0","0","1122201"
"31223","41223","2","0","20000000","0","0","122301","12","120","0","0","94000","1","0","0","0","0","1122301"
"31224","41224","2","0","30000000","0","0","122401","12","40","0","0","94000","1","0","0","0","0","1122401"
"31225","41225","2","0","30000000","0","0","122501","12","40","0","0","94000","1","0","0","0","0","1122501"
"31226","41226","2","0","20000000","0","0","122601","12","120","0","0","94000","1","0","0","0","0","1122601"
"31227","41227","2","0","20000000","0","0","122701","12","120","0","0","94000","1","0","0","0","0","1122701"
"31228","41228","2","0","30000000","0","0","122801","12","40","0","0","94000","1","0","0","0","0","1122801"
"31229","41229","2","0","30000000","0","0","122901","12","40","0","0","94000","1","0","0","0","0","1122901"
"31230","41230","2","0","30000000","0","0","123001","12","40","0","0","94000","1","0","0","0","0","1123001"
"31231","41231","2","0","20000000","0","0","123101","12","120","0","0","94000","1","0","0","0","0","1123101"
"31232","41232","2","0","20000000","0","0","123201","12","120","0","0","94000","1","0","0","0","0","1123201"
"31233","41233","2","0","30000000","0","0","123301","12","40","0","0","94000","1","0","0","0","0","1123301"
"31235","41235","2","0","30000000","0","0","123501","12","40","0","0","94000","1","0","0","0","0","1123501"
"31236","41236","2","0","30000000","0","0","123601","12","40","0","0","94000","1","0","0","0","0","1123601"
"31237","41237","2","0","20000000","0","0","123701","12","120","0","0","94000","1","0","0","0","0","1123701"
"31238","41238","2","0","30000000","0","0","123801","12","40","0","0","94000","1","0","0","0","0","1123801"
"31239","41239","2","0","20000000","0","0","123901","12","120","0","0","94000","1","0","0","0","0","1123901"
"31240","41240","2","0","30000000","0","0","124001","12","40","0","0","94000","1","0","0","0","0","1124001"
"31241","41241","2","0","30000000","0","0","124101","12","40","0","0","94000","1","0","0","0","0","1124101"
"31242","41242","2","0","20000000","0","0","124201","12","120","0","0","94000","1","0","0","0","0","1124201"
"31246","41246","2","0","30000000","0","0","124601","12","40","0","0","94000","1","0","0","0","0","1124601"
"31247","41247","2","0","30000000","0","0","124701","12","40","0","0","94000","1","0","0","0","0","1124701"
"31245","41245","2","0","30000000","0","0","124501","12","40","0","0","94000","1","0","0","0","0","1124501"
"31248","41248","2","0","30000000","0","0","124801","12","40","0","0","94000","1","0","0","0","0","1124801"
"31249","41249","2","0","30000000","0","0","124901","12","40","0","0","94000","1","0","0","0","0","1124901"
"31250","41250","2","0","30000000","0","0","125001","12","40","0","0","94000","1","0","0","0","0","1125001"
"31251","41251","2","0","20000000","0","0","125101","12","120","0","0","94000","1","0","0","0","0","1125101"
"31252","41252","2","0","20000000","0","0","125201","12","120","0","0","94000","1","0","0","0","0","1125201"
"31253","41253","2","0","30000000","0","0","125301","12","40","0","0","94000","1","0","0","0","0","1125301"
"31254","41254","2","0","20000000","0","0","125401","12","120","0","0","94000","1","0","0","0","0","1125401"
"31255","41255","2","0","30000000","0","0","125501","12","40","0","0","94000","1","0","0","0","0","1125501"
"31256","41256","2","0","30000000","0","0","125601","12","40","0","0","94000","1","0","0","0","0","1125601"
"31257","41257","2","0","30000000","0","0","125701","12","40","0","0","94000","1","0","0","0","0","1125701"
"31258","41258","2","0","20000000","0","0","125801","12","120","0","0","94000","1","0","0","0","0","1125801"
"31260","41260","2","0","20000000","0","0","126001","12","120","0","0","94000","1","0","0","0","0","1126001"
"31261","41261","2","0","20000000","0","0","126101","12","120","0","0","94000","1","0","0","0","0","1126101"
"31262","41262","2","0","30000000","0","0","126201","12","40","0","0","94000","1","0","0","0","0","1126201"
"31263","41263","2","0","20000000","0","0","126301","12","120","0","0","94000","1","0","0","0","0","1126301"
"31264","41264","2","0","30000000","0","0","126401","12","40","0","0","94000","1","0","0","0","0","1126401"
"31267","41267","2","0","30000000","0","0","126701","12","40","0","0","94000","1","0","0","0","0","1126701"
"31265","41265","2","0","30000000","0","0","126501","12","40","0","0","94000","1","0","0","0","0","1126501"
"31266","41266","2","0","30000000","0","0","126601","12","40","0","0","94000","1","0","0","0","0","1126601"
"31268","41268","2","0","20000000","0","0","126801","12","120","0","0","94000","1","0","0","0","0","1126801"
"31269","41269","2","0","30000000","0","0","126901","12","40","0","0","94000","1","0","0","0","0","1126901"
"31270","41270","2","0","30000000","0","0","127001","12","40","0","0","94000","1","0","0","0","0","1127001"
"31271","41271","2","0","30000000","0","0","127101","12","40","0","0","94000","1","0","0","0","0","1127101"
"31272","41272","2","0","30000000","0","0","127201","12","40","0","0","94000","1","0","0","0","0","1127201"
"31273","41273","2","0","20000000","0","0","127301","12","120","0","0","94000","1","0","0","0","0","1127301"
"31275","41275","2","0","30000000","0","0","127501","12","40","0","0","94000","1","0","0","0","0","1127501"
"31276","41276","2","0","20000000","0","0","127601","12","120","0","0","94000","1","0","0","0","0","1127601"
"31277","41277","2","0","20000000","0","0","127701","12","120","0","0","94000","1","0","0","0","0","1127701"
"31278","41278","2","0","20000000","0","0","127801","12","120","0","0","94000","1","0","0","0","0","1127801"
"31279","41279","2","0","30000000","0","0","127901","12","40","0","0","94000","1","0","0","0","0","1127901"
"31280","41280","2","0","20000000","0","0","128001","12","120","0","0","94000","1","0","0","0","0","1128001"
"31283","41283","2","0","30000000","0","0","128301","12","40","0","0","94000","1","0","0","0","0","1128301"
"31284","41284","2","0","30000000","0","0","128401","12","40","0","0","94000","1","0","0","0","0","1128401"
"31285","41285","2","0","30000000","0","0","128501","12","40","0","0","94000","1","0","0","0","0","1128501"
"31287","41287","2","0","30000000","0","0","128701","12","40","0","0","94000","1","0","0","0","0","1128701"
"31288","41288","2","0","30000000","0","0","128801","12","40","0","0","94000","1","0","0","0","0","1128801"
"31289","41289","2","0","30000000","0","0","128901","12","40","0","0","94000","1","0","0","0","0","1128901"
"31290","41290","2","0","30000000","0","0","129001","12","40","0","0","94000","1","0","0","0","0","1129001"
"31293","41293","2","0","30000000","0","0","129301","12","40","0","0","94000","1","0","0","0","0","1129301"
"31294","41294","2","0","20000000","0","0","129401","12","120","0","0","94000","1","0","0","0","0","1129401"
"31296","41296","2","0","30000000","0","0","129601","12","40","0","0","94000","1","0","0","0","0","1129601"
"31297","41297","2","0","30000000","0","0","129701","12","40","0","0","94000","1","0","0","0","0","1129701"
"31298","41298","2","0","30000000","0","0","129801","12","40","0","0","94000","1","0","0","0","0","1129801"
"31299","41299","2","0","20000000","0","0","129901","12","120","0","0","94000","1","0","0","0","0","1129901"
"31300","41300","2","0","30000000","0","0","130001","12","40","0","0","94000","1","0","0","0","0","1130001"
"31302","41302","2","0","30000000","0","0","130201","12","40","0","0","94000","1","0","0","0","0","1130201"
"31307","41307","2","0","30000000","0","0","130701","12","40","0","0","94000","1","0","0","0","0","1130701"
"31308","41308","2","0","20000000","0","0","130801","12","120","0","0","94000","1","0","0","0","0","1130801"
"31309","41309","2","0","20000000","0","0","130901","12","120","0","0","94000","1","0","0","0","0","1130901"
