a03527e9e69f38c432247057ca6cbba001e9a2428c3a8ea81184754699dbac0f,ad430292e462580c46c3079946a3cfd0aa63b37dc07df4f57c8bd161c98bf687,24e3d9caa4c6608377eff5c65c33dfb1ce39ab004c6798c08e821b8af1ac0b84,c9ebe5a8b3e7b4fd1c6be99d5168c91270a2fae156348a05504fafc4eed236c0,7a5e90b0bb0978b8e05b00760a950806d2834658b515d38c3c449a04f1353ef4,a6f26a29ca5666e330dc949ce015c859ce6578e6234d33a6738ac0c9cc87750a,7edad7827fcd7ce79e2b44cda9fba44f609453e2a051d105133a9bcc51fc7940,7eb9edfb54e4c96114ec09e555091c70834457c492d171b80adf4c8bd86a23ff
"0","1","11014","3","【仲間】出目が3のダイスを同時に振ってどちらか選択できる","1014","0","102001"
"0","1","11015","3","【仲間】出目の合計が7以上になるまでダイスを追加で振れる","1015","0","129601"
"0","1","11016","3","【仲間】出たダイスの目が奇数だった場合、ライバルを1ターン休みにできる","1016","0","100401"
"0","1","11017","3","【仲間】出たダイスの目が偶数だった場合、1マス分多く進める","1017","0","127701"
"0","1","11018","3","【仲間】出たダイスの目が奇数だった場合、ライバルを1ターン休みにできる","1018","0","127801"
"0","1","11019","3","【仲間】最大50％割引確定の\nショップを開く\n（1品100％割引あり）","1019","0","104801"
"0","1","11020","3","【仲間】ダイスの目を2回振りなおせる","1020","0","104701"
"0","1","11021","3","【仲間】出目の合計が7以上になるまでダイスを追加で振れる","1021","0","105001"
"0","1","11022","3","【仲間】最大2000マイルを入手する","1022","0","103201"
"0","1","11023","3","【仲間】福引券を1枚入手する","1023","0","130901"
"0","1","11024","3","【仲間】料理を1つ入手する","1024","0","102501"
"0","1","11025","3","【仲間】ダイスの表と裏どちらを適用するか選択できる","1025","0","100801"
"0","1","11026","3","【仲間】出目が4のダイスを同時に振ってどちらか選択できる","1026","0","123301"
"0","1","11027","3","【仲間】最大50％割引確定の\nショップを開く\n（1品100％割引あり）","1027","0","104601"
"0","1","11028","3","【仲間】ダイスの目を2回振りなおせる","1028","0","118101"
"0","1","11029","3","【仲間】出目の合計が7以上になるまでダイスを追加で振れる","1029","0","103401"
"0","1","11030","3","【仲間】最大2000マイルを入手する","1030","0","118001"
"0","1","11031","3","【仲間】福引券を1枚入手する","1031","0","102801"
"0","1","11032","3","【仲間】料理を1つ入手する","1032","0","100201"
"0","1","11033","3","【仲間】出たダイスの目が奇数だった場合、1マス分多く進める","1033","0","101201"
"0","1","11034","3","【仲間】ダイスの目を1回振りなおせる","1034","0","118201"
"0","1","11035","3","【仲間】出目の合計が7以上になるまでダイスを追加で振れる","1035","0","106101"
"0","1","11036","3","【仲間】出目が4のダイスを同時に振ってどちらか選択できる","1036","0","103101"
"0","1","11037","3","【仲間】最大50％割引確定の\nショップを開く\n（1品100％割引あり）","1037","0","103301"
"0","1","11038","3","【仲間】最大2000マイルを入手する","1038","0","103601"
"0","1","11039","3","【仲間】福引券を1枚入手する","1039","0","133001"
"0","1","11040","3","【仲間】料理を1つ入手する","1040","0","133101"
"0","1","11041","3","【仲間】ダイスの表と裏どちらを適用するか選択できる","1041","0","106801"
"0","1","11042","3","【仲間】ダイスの目を1回振りなおせる","1042","0","107101"
"0","1","11043","3","【仲間】出目の合計が7以上になるまでダイスを追加で振れる","1043","0","107001"
"0","1","11044","3","【仲間】出目が4のダイスを同時に振ってどちらか選択できる","1044","0","106501"
"0","1","11045","3","【仲間】最大50％割引確定の\nショップを開く\n（1品100％割引あり）","1045","0","111001"
"0","1","11046","3","【仲間】最大2000マイルを入手する","1046","0","134901"
"0","1","11047","3","【仲間】福引券を1枚入手する","1047","0","105401"
"0","1","11048","3","【仲間】料理を1つ入手する","1048","0","134701"
"0","1","11049","3","【仲間】ダイスの表と裏どちらを適用するか選択できる","1049","0","100101"
"0","1","11050","3","【仲間】ダイスの目を1回振りなおせる","1050","0","100701"
"0","1","11051","3","【仲間】出目の合計が7以上になるまでダイスを追加で振れる","1051","0","103001"
"0","1","11052","3","【仲間】出たダイスの目が偶数だった場合、1マス分多く進める","1052","0","101401"
"0","1","11053","3","【仲間】最大50％割引確定の\nショップを開く\n（1品100％割引あり）","1053","0","135901"
"0","1","11054","3","【仲間】最大2000マイルを入手する","1054","0","102601"
"0","1","11055","3","【仲間】福引券を1枚入手する","1055","0","132401"
"0","1","11056","3","【仲間】料理を1つ入手する","1056","0","135801"
"0","1","11057","3","【仲間】ダイスの表と裏どちらを適用するか選択できる","1057","0","100301"
"0","1","11058","3","【仲間】ダイスの目を1回振りなおせる","1058","0","106701"
"0","1","11059","3","【仲間】出目の合計が7以上になるまでダイスを追加で振れる","1059","0","132301"
"0","1","11060","3","【仲間】出たダイスの目が奇数だった場合、1マス分多く進める","1060","0","105201"
"0","1","11061","3","【仲間】最大50％割引確定の\nショップを開く\n（1品100％割引あり）","1061","0","102201"
"0","1","11062","3","【仲間】最大2000マイルを入手する","1062","0","100601"
"0","1","11063","3","【仲間】福引券を1枚入手する","1063","0","136201"
"0","1","11064","3","【仲間】料理を1つ入手する","1064","0","110901"
"0","1","11065","3","【仲間】出目が4のダイスを同時に振ってどちらか選択できる","1065","0","103801"
"0","1","11066","3","【仲間】ダイスの目を1回振りなおせる","1066","0","101501"
"0","1","11067","3","【仲間】出目の合計が7以上になるまでダイスを追加で振れる","1067","0","102901"
"0","1","11068","3","【仲間】出たダイスの目が偶数だった場合、1マス分多く進める","1068","0","101701"
"0","1","11069","3","【仲間】最大50％割引確定の\nショップを開く\n（1品100％割引あり）","1069","0","132501"
"0","1","11070","3","【仲間】最大2000マイルを入手する","1070","0","104201"
"0","1","11071","3","【仲間】福引券を1枚入手する","1071","0","101101"
"0","1","11072","3","【仲間】料理を1つ入手する","1072","0","104901"
