aa14f8866f2da1c279975c5d68086687688e1579ef3e8e53f066bab117cc4066,973db3a0e3017b48693bd26f99054ef6162ce57ae625d4ef2c95a3772634a2bf,c5b6a79cce2181e1200644e35569b41b1bb8d20a645332322714ae6c711c1cc7,c2902a30f2b1bc4409597d70d4af0ca082eaba4d11d3d8bcde8a3be514596eb5,14a056c25106bfb74c77ec2a6ac9be8ced07bce9e70fb9fb25cd1ee5cd5d6022,7588f5cf856aebeb5a55a3239fe6383b3872771052a6ba4b0e8f658584674768,b057303caef1db1a6d54c13e8a362204d4dba63d3c920c1ad7eef2286c4af33d,11539e36dcd186ba6f2be5b17254e4fd0a053903d71edd716b06ee820127c0e2,67d57a1436345c07854c77a1a63579c1a6ba6033b90ece3e3b9676235c78179f,960b2846eaac2b80fae6dbf40511bbe1304c2d5414e0d31456bad3df147997a3,a9beff82f7e77828804616fb9844c24e82c8f3324fb99c5b6b3e41745ec336c4,4357c7c426895aab76056f89086e4070046d58dcfd6e74fb9d875e5c501c96b3
"14","","4","0","2","1","0","60000","0","0","今日の運勢は小吉！　運気上昇中ですが、上がるまでが要注意！　ラッキーアニマルは熊！　本当の家族のように守ってくれるかも♪",""
"15","","4","0","2","1","0","60000","0","0","今日の運勢は小吉！　外に出てゆっくり過ごすと運気が上昇！　　ラッキースポットは牧場。面白い出会いがありそうです♪",""
"16","","4","0","2","1","0","60000","0","0","今日の運勢は小吉！　運気は高いけども、ハプニングには注意！　出かけた先で、「ふしんしゃ」扱いされてしまうかも……",""
"17","","4","0","2","2","0","60000","0","0","今日の運勢は小吉！　根を詰めずにリラックスすると運気向上！　ラッキーパーソンはアイドル。歌があなたを幸せにしてくれます♪",""
"18","カリン","0","2","3","0","0","60000","190804","0","おみくじの結果はどうでしたか？\n新たに始まる一日が、あなたに\nとって良い日になりますように\nまた明日も遊びに来て下さいね♪",""
"19","カリン","0","3","3","0","0","60000","190804","7","おみくじは楽しんで頂けましたか？\nあなたの新たなる年が\n素晴らしいものになるよう、\n心からお祈りいたします",""
"20","ハツネ","0","1","0","0","0","80001","101201","1","キミと出会ってもう\n1年もたつんだね！\nう～ん、いつも\n寝てばっかりだから、",""
"21","ハツネ","0","2","0","0","0","80001","101201","1","少しでも\n寝る時間を減らして\nキミと一緒にいる\n時間増やしたいなぁ♪",""
"22","シオリ","0","1","1","0","0","80001","103801","1","あなたと知り合ってから\nもう1年…\n時がたつのは\n早いですね",""
"23","シオリ","0","2","1","0","0","80001","103801","1","来年も、\n一緒にいられたら…\nうれしいな",""
"24","キョウカ","0","1","0","0","0","80001","103601","2","あなたと一緒にいるようになって、\nもう1年ですか…",""
"25","キョウカ","0","2","0","0","0","80001","103601","2","最初の頃よりも、頼もしく\nなりましたね。私はどうですか？\n成長していますか？",""
"26","ミミ","0","1","1","0","0","80001","102001","2","おにいちゃんとあってから、\n1年たったよ～！",""
"27","ミミ","0","2","1","0","0","80001","102001","2","ミミね、おにいちゃんと\nいっぱい遊べてたのしかったな～♪\nこれからもずっと\nいっしょにいてね～！",""
"28","ミソギ","0","1","2","0","0","80001","100401","2","にいちゃんがミソギのイタズラに\n引っかかり続けてもう1年かぁ",""
"29","ミソギ","0","2","2","0","0","80001","100401","2","…これからもいっぱいミソギと\n遊んでね、にいちゃん！",""
"30","マホ","0","1","0","0","0","80001","101001","3","もう王子はんと会うてから\n1年ぐらいたつそうどすえ\n早いもんやなあ",""
"31","マホ","0","2","0","0","0","80001","101001","3","このままやと、\nうちもあっという間に\n干からびてしまいそうどすえ\nなーんてな。うふふ",""
"32","イリヤ","0","1","1","0","0","80001","104401","3","お主と会って早1年じゃな\nこれからも存分に尽くすがよい",""
"33","イリヤ","0","2","1","0","0","80001","104401","3","わらわもたまには、お主の献身に\n報いてやらぬでもない♪",""
"34","カオリ","0","1","2","0","0","80001","101701","3","もう、キミと出会って結構な時間が\nたつさ～。でも、私たちの旅は\nまだまだ始まったばかりさ～！",""
"35","カオリ","0","2","2","0","0","80001","101701","3","これからも、どうぞよろしく\nお願いするさ～！",""
"36","サレン","0","1","0","0","0","80001","102801","4","あんたと出会ってからもうそんなに\nたつのね～",""
"37","サレン","0","2","0","0","0","80001","102801","4","あっという間だったって感じるほど\n楽しかったわ！\nこれからも一緒に頑張りましょ！",""
"38","スズメ","0","1","1","0","0","80001","102501","4","出会ってから1年間、ずっと\nご迷惑をかけっぱなしで、\nすみません…",""
"39","スズメ","0","2","1","0","0","80001","102501","4","これからはもっと頑張りますから\n見ていてくださいね\nできれば…\n今までよりも、私の近くで♪",""
"40","タマキ","0","1","0","0","0","80001","104601","5","振り返れば、今までいろんなことが\nあったにゃあ…",""
"41","タマキ","0","2","0","0","0","80001","104601","5","これからも、二人でたくさんの\n思い出をがっぽり作っていく\nにゃー！",""
"42","ミフユ","0","1","1","0","0","80001","104801","5","キミとの師弟関係も、\nもう1年なのね…\nでもキミに教えることは、",""
"43","ミフユ","0","2","1","0","0","80001","104801","5","まだまだいっぱいあるわ\nこれからも、\nしっかりついて来てね！",""
"44","アキノ","0","1","0","0","0","80001","103201","6","あなたさまと出会ってもう1年…",""
"45","アキノ","0","2","0","0","0","80001","103201","6","光陰矢のごとし、とはまさに\nこのことですわ。…思い出は決して\nお金では買えませんわね",""
"46","ユカリ","0","1","1","0","0","80001","103401","6","ダメな私を1年間も見捨てないで\nくれて、本当にありがとう",""
"47","ユカリ","0","2","1","0","0","80001","103401","6","情けないところいっぱいみせるかも\nしれないけど、これからも一緒に\nいてくれると、うれしいな",""
"48","クリスティーナ","0","1","0","0","0","80001","107101","7","オマエと出会ってもう1年か\nまさかこのワタシの結婚相手に\nなろうとはな…",""
"49","クリスティーナ","0","2","0","0","0","80001","107101","7","ともかくこれからも\n愉しませてくれよ☆",""
"50","ジュン","0","1","1","0","0","80001","104701","7","君と出会ってからもう1年か。\n以前と比べて私の表情もいくらか\n柔らかくなった気がするんだが、\nどうだろう？",""
"51","ジュン","0","2","1","0","0","80001","104701","7","見えないから分からないって？\nそれもそうだな…",""
"52","トモ","0","1","0","0","0","80001","103701","8","もう1年たったみたいだね\nあなたをからかってばかりだった\nけど、楽しかった♪",""
"53","トモ","0","2","0","0","0","80001","103701","8","これからもよろしくね！",""
"54","マツリ","0","1","1","0","0","80001","100501","8","出会って、もう1年たっちゃった\nんスね。なんだか意外ッス",""
"55","マツリ","0","2","1","0","0","80001","100501","8","毎日楽しくて、あっという間に過ぎ\nちゃったみたいなんスよね\nこれからも一緒に悪と戦うッス！",""
"56","ミヤコ","0","1","0","0","0","80001","100701","9","オマエと会って1年なの！\n全然成仏もできなかったし、",""
"57","ミヤコ","0","2","0","0","0","80001","100701","9","生き返りもしなかったけど、\nすごく楽しかったの～♪\nオマエとプリンがあれば、\nミヤコはハッピーなの～♪",""
"58","シノブ","0","1","1","0","0","80001","103101","9","あなたと出会って1年なんですね\nでも、私の占いでは、私とあなたは",""
"59","シノブ","0","2","1","0","0","80001","103101","9","来年も再来年も一緒にいるようです\nふふ、よろしくお願いしますね",""
"60","アンナ","0","1","0","0","0","80001","100901","10","貴様が閃光のシグルドとして覚醒し\nもう1年か…。これからも我らの\n長き戦いに終わりはないが、",""
"61","アンナ","0","2","0","0","0","80001","100901","10","それでも貴様となら…\n添い遂げる覚悟はできているぞ！",""
"62","ナナカ","0","1","1","0","0","80001","101301","10","君と出会ってもう1年だって！\n早いねー！",""
"63","ナナカ","0","2","1","0","0","80001","101301","10","これからも最強のバディタッグで\n大活躍だー！\n頼りにしてるよ、相棒！",""
"64","ミツキ","0","1","0","0","0","80001","105101","11","1年たつのって、あっという間ね\nまだまだ君の知らない部分が\nたくさんあるし…",""
"65","ミツキ","0","2","0","0","0","80001","105101","11","これからも、いろんなところを\n調べさせてね？",""
"66","ルカ","0","1","1","0","0","80001","105601","11","お前さんと出会ってもう1年か\n助太刀するつもりが",""
"67","ルカ","0","2","1","0","0","80001","105601","11","逆に助けられたりもしたね\nこれからもよろしく頼むよ！",""
"68","エリコ","0","1","2","0","0","80001","102701","11","早いものですわね、あなた様と\nお会いして、もう1年…",""
"69","エリコ","0","2","2","0","0","80001","102701","11","あなた様といると、時があっと\nいう間に過ぎてしまいます\n時間を止める研究をしなくては\nいけませんね…",""
"70","アヤネ","0","1","0","0","0","80001","102301","12","お兄ちゃんと会ってから、もう、\n1年なんだね。私、少しは\nお姉ちゃんっぽくなったかな？",""
"71","アヤネ","0","2","0","0","0","80001","102301","12","あ、ぷうきちもお兄ちゃんっぽく\nなったよね？",""
"72","チカ","0","1","1","0","0","80001","104201","12","あなたと出会って、\nもう1年がたったんですね…\nこれからもそばにいて、",""
"73","チカ","0","2","1","0","0","80001","104201","12","私のことを見守ってください\nできることなら、ずっと…",""
"74","クルミ","0","1","2","0","0","80001","102101","12","お兄ちゃんと出会って1年かぁ\n私、相変わらずダメダメで…",""
"75","クルミ","0","2","2","0","0","80001","102101","12","で、でもこれからもずっと…\n一緒にいたいなぁ…",""
"76","シズル","0","1","0","0","0","80001","104901","13","再会してちょうど1年だね\nお祝いにごちそう作ってきたよ～♪\n特製ケーキと、お寿司と、",""
"77","シズル","0","2","0","0","0","80001","104901","13","ハンバーグと、カレーと、\nシチューと、あ、隠しきれない隠し\n味は、お姉ちゃんの愛情だよ！",""
"78","リノ","0","1","1","0","0","80001","101101","13","お兄ちゃんと再会して、もう1年\nなんですね。\n会えなかった時を思うと、",""
"79","リノ","0","2","1","0","0","80001","101101","13","信じられないくらい幸せな1年\nでした！もう絶対、私から離れ\nないでくださいね♪",""
"80","ユイ","0","1","0","0","0","80001","100201","14","騎士クンと出会ってから今まで、\nいろんなことがあったよね\n楽しいこと、ドキドキしたこと…",""
"81","ユイ","0","2","0","0","0","80001","100201","14","そんな日々をこれからも、\nず、ずっと一緒に…\n過ごしていきたいな…！",""
"82","ヒヨリ","0","1","1","0","0","80001","100101","14","騎士くんと出会って、まだ1年しか\nたってないんだ！？",""
"83","ヒヨリ","0","2","1","0","0","80001","100101","14","なんかもうずっと一緒にいる気が\nするなぁ…えへへ。これからの\n1年もまたよろしくねっ！\n騎士くん！",""
"84","レイ","0","1","2","0","0","80001","100301","14","初めてキミに出会って1年…\n随分見違えたね私もキミも、\n更に強くなっていく…",""
"85","レイ","0","2","2","0","0","80001","100301","14","キミに背中を預けられる日が、\n早くきますように",""
"86","ペコリーヌ","0","1","0","0","0","80001","105801","15","1年もわたしのことを、忘れない\nでいてくれて、ありがとうござい\nます！",""
"87","ペコリーヌ","0","2","0","0","0","80001","105801","15","これからもずっと、覚えていて\nくださいね！",""
"88","コッコロ","0","1","1","0","0","80001","105901","15","こうして1年も、主さまのおそばに\n置いていただけて、とても光栄\nです。どうかこれからも、",""
"89","コッコロ","0","2","1","0","0","80001","105901","15","末永く主さまをお世話させて\nください。わたくしは、ずっと\n主さまのガイド役でいたいのです",""
"90","キャル","0","1","2","0","0","80001","106001","15","1年か、まっさかこんなに長い\n付き合いになるなんてね～\nでも…わりと楽しい1年だったかも",""
"91","キャル","0","2","2","0","0","80001","106001","15","だから、もうしばらくあんたに\n付き合ってやるわよ喜びなさい！",""
"92","スズメ","0","1","1","1","0","60001","112101","0","新しい年のはじめに、\nおみくじはいかがでしょうか？\nよい運勢であるほど、\n沢山プレゼントが貰えますよ♪",""
"93","","1","0","2","1","0","60001","0","0","今日の運勢は姫吉！　あらゆる運気が最大を示しています！　　　今なら「伝説の吸血鬼」をも従え、世界征服も夢じゃありません！",""
"94","","1","0","2","1","0","60001","0","0","今日の運勢は姫吉！　やること全てが最高潮！　やばいですね☆　ラッキーアイテムはおにぎり！　お腹一杯で幸せが続くでしょう！",""
"95","","1","0","2","1","0","60001","0","0","今日の運勢は姫吉！　最強の運勢でどんなドジも跳ね除けます！　大切な人と一緒に、最高の一日になること間違いなし！",""
"96","","1","0","2","1","0","60001","0","0","今日の運勢は姫吉！　どんな挑戦も上手くいく、最高の運勢です！理想の自分に変身できる絶好の機会！　新しい一歩を踏み出そう！",""
"97","","1","0","2","2","0","60001","0","0","今日の運勢は姫吉！　その高い運気はまさにショーグンの如く！　その溢れる威光は人々を惹きつけ、皆の人気者間違いなしです！",""
"98","","2","0","2","1","0","60001","0","0","今日の運勢は大吉！　運気がどんどん高まっています！　　　　　何をやっても、最大効率で素晴らしい結果になりますよ♪",""
"99","","2","0","2","1","0","60001","0","0","今日の運勢は大吉！　なにをやっても上手くいって大活躍！　　　そんな素敵なあなたを見て、後ろから誰かが……クスクス♪",""
"100","","2","0","2","1","0","60001","0","0","今日の運勢は大吉！　ラッキーワードは「ちぇる～ん♪」　　　　出会う人みんなに言ってあげると、ハッピーになれますよ！",""
"101","","2","0","2","1","0","60001","0","0","今日の運勢は大吉！　運勢はバッチリで無敵状態！　　　　　　　龍眼で全てを見通して、思い通りの一日を過ごしましょう！",""
"102","","2","0","2","2","0","60001","0","0","今日の運勢は大吉！　運気が高く、何かに挑戦すると良い結果に！隠れた才能が引き出されそう！　目指せヒデサ……ではなく秀才！",""
"103","","3","0","2","1","0","60001","0","0","今日の運勢は中吉！　商売運が上がってきています！　　　　　　ラッキーアイテムはたいやき！　和菓子パワーで売上アップです！",""
"104","","3","0","2","1","0","60001","0","0","今日の運勢は中吉！　旅行運がぐんぐんと上昇中♪　　　　　　　もしかしたら、あの「マホマホ王国」にだって行けるかも♪",""
"105","","3","0","2","1","0","60001","0","0","今日の運勢は中吉！　仕事運が急上昇中です！　　　　　　　　　きっと「煉獄に舞う一陣の疾風」の如き活躍ができますよ！",""
"106","","3","0","2","1","0","60001","0","0","今日の運勢は中吉！　チャンスを待つと良い結果に！　　　　　　ラッキーアイテムのプリンを食べて、運を呼び込みましょう！",""
"107","","3","0","2","1","0","60001","0","0","今日の運勢は中吉！　お出かけした先で良縁に恵まれそうです！　ダウナー系あざとい女子が、あま～い飴をくれるかも？",""
"108","","3","0","2","1","0","60001","0","0","今日の運勢は中吉！　大抵のことはゴリ押しでなんとかできます！ラッキープレイスはゲーセン。パンチングマシンでストレス発散！",""
"109","","3","0","2","2","0","60001","0","0","今日の運勢は中吉！　運気が着々と上昇中！　　　　　　　　　　精霊の加護を受けたかの如く、色々な事がうまくいきますよ♪",""
"110","","4","0","2","1","0","60001","0","0","今日の運勢は小吉！　早朝に幸運の兆しあり！　　　　　　　　　もしかしたら、優しいお姉ちゃんが起こしにきてくれますよ♪",""
"111","","4","0","2","1","0","60001","0","0","今日の運勢は小吉！　運気上昇中ですが、上がるまでが要注意！　ラッキーアニマルは熊！　本当の家族のように守ってくれるかも♪",""
"112","","4","0","2","1","0","60001","0","0","今日の運勢は小吉！　外に出てゆっくり過ごすと運気が上昇！　　ラッキースポットは牧場。面白い出会いがありそうです♪",""
"113","","4","0","2","1","0","60001","0","0","今日の運勢は小吉！　運気は高いけども、ハプニングには注意！　出かけた先で、「ふしんしゃ」扱いされてしまうかも……",""
"114","","4","0","2","1","0","60001","0","0","今日の運勢は小吉！　同腹一心の友だちが見つかるかも！　　　　キーワードは「ユニちゃんズ」、記憶に刻みましょう！",""
"115","","4","0","2","1","0","60001","0","0","今日の運勢は小吉！　思わぬ相手と仲良くなれるかも？　　　　　うっかり毒舌をもらしてしまわないように要注意です！",""
"116","","4","0","2","2","0","60001","0","0","今日の運勢は小吉！　根を詰めずにリラックスすると運気向上！　ラッキーパーソンはアイドル。歌があなたを幸せにしてくれます♪",""
"117","スズメ","0","2","3","0","0","60001","112101","0","おみくじの結果はいかがでしたか？\n新たに始まる一日が、\nあなたにとってよい日になりますように\n明日もお待ちしていますね♪",""
"118","スズメ","0","3","3","0","0","60001","112101","7","おみくじ、楽しんで頂けましたか？\nあなたの新しい年が\n素晴らしいものになるよう、\n心からお祈りしますね",""
"119","ペコリーヌ","0","1","0","0","0","80003","105801","1","ヒューヒュー♪\nドンドンパフパフー♪",""
"120","コッコロ","0","1","1","0","0","80003","105901","1","ひゅーひゅー\nどんどんぱふぱふー\nでございます",""
"121","コッコロ","0","2","1","0","0","80003","105901","1","さぁ、キャルさまもご一緒に\nどんどんぱふぱふいたしましょう",""
"122","キャル","0","1","2","0","0","80003","106001","1","え？　ちょっと\nいきなりなにっ？",""
"123","キャル","0","2","2","0","0","80003","106001","1","ドンドンパフパフってなんなの？\nあたしにも分かるように\nちゃんと説明しなさいっての！",""
"124","ペコリーヌ","0","2","0","0","0","80003","105801","1","実はですねキャルちゃん！\nもうすぐわたしたちにとっての\n大切な節目──",""
"125","ペコリーヌ","0","3","0","0","0","80003","105801","1","『プリンセスコネクト！\nRe:Dive』\n2.5周年なんですよ！\nやばいですね☆",""
"126","コッコロ","0","3","1","0","0","80003","105901","1","ですからその日に向けて\n今から気分を盛り上げているのです",""
"127","キャル","0","3","2","0","0","80003","106001","1","ああ、そういえば\nそんな時期だっけ\nって言っても、もう少し先じゃない\n気が早いんじゃないの？",""
"128","コッコロ","0","4","1","0","0","80003","105901","1","いいえ、キャルさま\nこういったお祝いは準備から\n楽しむものでございます\nそうですよね、ペコリーヌさま",""
"129","ペコリーヌ","0","4","0","0","0","80003","105801","1","その通りです♪　というわけで！\nカウントダウンの始まりですよ！\nみんなで一緒に2.5周年に向けて\n盛り上がっていきましょー☆",""
"130","キャル","0","4","2","0","0","80003","106001","1","ド、ドンドンパフパフ～\nって何言わせんのよ！\nまったくもう、浮かれちゃってさ",""
"131","コッコロ","0","5","1","0","0","80003","105901","1","ふふ。キャルさまもワクワクして\nおいでのようですね\nそれでは主さま。大切な記念日まで\nどうぞご期待くださいませ",""
"132","キャル","0","5","0","0","0","80003","106001","2","記念日を盛り上げるったって\n一体どうしたらいいのよ？\nあたし、そういうの\n苦手なんだけど…",""
"133","カリン","0","1","1","0","0","80003","190801","2","あら、キャルさん\nどうかなさいましたか？\n何かお困りのようですけど",""
"134","キャル","0","6","0","0","0","80003","106001","2","げっ…カリンじゃない\nなんでもないわよ！",""
"135","カリン","0","2","1","0","0","80003","190801","2","そうなのですか？\nキャルさんのことですからてっきり\n2.5周年をどう盛り上げたら\nいいか悩んでいるのかと…",""
"136","キャル","0","7","0","0","0","80003","106001","2","分かってんじゃないのよ！？\nいっ、いや、違うけどね！\nあたしは別にそんなことで\n悩んでないわよっ？",""
"137","カリン","0","3","1","0","0","80003","190801","2","ふふっ…\nこういう時は、真心を込めて\n気持ちをそのまま口にしたら\nいいのではないでしょうか？",""
"138","キャル","0","8","0","0","0","80003","106001","2","気持ちを、ねぇ\nそれが一番難しいんじゃない…\nそもそも、あたしは記念日とか\n別にどうだっていいし",""
"139","キャル","0","9","0","0","0","80003","106001","2","…まあ、ペコリーヌもコロ助も\nやけに楽しそうだったから…\nこういうお祭り騒ぎみたいなのも\nたまにはいいかな、とは思うけど",""
"140","カリン","0","4","1","0","0","80003","190801","2","なるほどなるほど～\nキャルさんは【美食殿】で祝う\n2.5周年を心から楽しみに\nしている、ということですね！",""
"141","キャル","0","10","0","0","0","80003","106001","2","はぁ！？\nどこ聞いたらそうなるのよ！\nあたしは別に楽しみになんか…！",""
"142","カリン","0","5","1","0","0","80003","190801","2","キャルさんの心からの想い\nみなさんにも伝わったでしょうか？\n私も2.5周年が楽しみです！\n以上、カリンがお伝えしました！",""
"143","キャル","0","11","0","0","0","80003","106001","2","心からの想いって何なのよ！？\n勝手に人の言葉を\n捻じ曲げんじゃないわよ！\nこのくそ眼鏡ーーーっ！",""
"144","コッコロ","0","6","0","0","0","80003","105901","3","ペコリーヌさま、もうすぐ\n記念日でございますね\nこういった節目というのは\n感慨深いものでございます",""
"145","ペコリーヌ","0","5","1","0","0","80003","105801","3","色んな思い出が蘇ってきますね！\n楽しい出来事が\nいっぱいありました♪",""
"146","コッコロ","0","7","0","0","0","80003","105901","3","はい、そうでございますね\n主さまも【美食殿】の活動の他にも\nいろんなご経験をされたと\n聞いておりますよ",""
"147","コッコロ","0","8","0","0","0","80003","105901","3","たしか…ランドソルで話題沸騰と\nなっていた、魔法少女なるものに\nお会いになられたとか",""
"148","ペコリーヌ","0","6","1","0","0","80003","105801","3","魔法少女って、あの美味しくって\n栄養たっぷりの大ヒット商品\n『魔法少女ソーセージ』の箱に\n描いてある女の子のことですか！？",""
"149","ペコリーヌ","0","7","1","0","0","80003","105801","3","あのソーセージ\n美味しいんですよね～♪\nわたしもたっくさん食べてますよ！",""
"150","コッコロ","0","9","0","0","0","80003","105901","3","あとは、牧場に素敵な温泉が\n出来たとか…",""
"151","ペコリーヌ","0","8","1","0","0","80003","105801","3","牧場ですか！？　温泉につかって\nチーズもオツですね～♪　考えた\nだけでよだれが出ちゃいそうです！\nやばいですね☆",""
"152","コッコロ","0","10","0","0","0","80003","105901","3","ペコリーヌさま\n言ってるそばからよだれが…\n今お拭きしますね。ふき、ふき",""
"153","ペコリーヌ","0","9","1","0","0","80003","105801","3","えへへ、ありがとうございます\nコッコロちゃん！",""
"154","コッコロ","0","11","0","0","0","80003","105901","3","それにしても、主さまは\n【美食殿】の一員として様々な\n美食と出会われていたのですね\nわたくし、感服いたしました",""
"155","ペコリーヌ","0","10","1","0","0","80003","105801","3","これからもたくさん冒険をして\nめいっぱい美食を\n味わい尽くしましょうね！",""
"156","ペコリーヌ","0","11","0","0","0","80003","105801","4","2.5周年カウントダウン♪\nキャルちゃんキャルちゃん！\nわくわくしますね☆",""
"157","キャル","0","12","1","0","0","80003","106001","4","あぁもう、うるさいわね～\nまだまだ先でしょ？\nちょっとは落ち着きなさいよ",""
"158","ペコリーヌ","0","12","0","0","0","80003","105801","4","キャルちゃんだって最近\nソワソワしてるじゃないですか～\nさっきもご機嫌そうに鼻歌とか\n歌ってましたよね？",""
"159","キャル","0","13","1","0","0","80003","106001","4","なっ…！　き、聞いてたの！？\nじゃない、歌ってないわよ！？\nあんたいい加減なこと言うと\nぶっ殺すわよ！？",""
"160","ペコリーヌ","0","13","0","0","0","80003","105801","4","えっへへ～♪\nわたしは最近のキャルちゃんが\nもっともっと大好きですよ♪\nすごく積極的になりましたよね！",""
"161","キャル","0","14","1","0","0","80003","106001","4","…積極的？\nなんの話よ？",""
"162","ペコリーヌ","0","14","0","0","0","80003","105801","4","またまた～♪\nアイドルを目指そうとしたこと\n忘れちゃったんですか？",""
"163","ペコリーヌ","0","15","0","0","0","80003","105801","4","ムーサの町で\nきゃるきゃる～ん☆　って！",""
"164","キャル","0","15","1","0","0","80003","106001","4","あっ…！？　ちちち違うわよっ！\nあれは操られてただけで\nあたしはアイドルなんか\n目指してないっての！！",""
"165","ペコリーヌ","0","16","0","0","0","80003","105801","4","本当に本当ですか？\nわたし、キャルちゃんとっても\n乗り気だなって\n思ってたんですけど～",""
"166","キャル","0","16","1","0","0","80003","106001","4","まぁ、悪くはなかったけど…って\nだ、だから目指してないって\n言ってるでしょ！！\nなんてこと思い出させんのよ！？",""
"167","キャル","0","17","1","0","0","80003","106001","4","ああ…ダメだわ…\nもう殺すしかない…\n2.5周年が来る前に\n記憶ごと消し去ってやるー！",""
"168","キャル","0","18","0","0","0","80003","106001","5","2.5周年まであと10日…\nふ～ん？\n案外早いもんね？",""
"169","コッコロ","0","12","1","0","0","80003","105901","5","そうでございますね…\nその日のためにやるべきことは\nまだまだございます\n気を引き締めねばなりません…！",""
"170","キャル","0","19","0","0","0","80003","106001","5","やる気十分ねコロ助…\nそんな気負ってるとしんどいわよ？\nお気楽にやりましょ？",""
"171","コッコロ","0","13","1","0","0","80003","105901","5","キャルさま…\nありがとうございます\nキャルさまは本当に\n優しいおかたです",""
"172","キャル","0","20","0","0","0","80003","106001","5","な、なにわけの分かんないこと\n言ってんのよ…\nあたしは優しくなんかないっての",""
"173","コッコロ","0","14","1","0","0","80003","105901","5","そんなことはございません\n…あの、実はわたくし\nキャルさまに\nひとつお願いがございまして",""
"174","キャル","0","21","0","0","0","80003","106001","5","お願い？　珍しいわね\nコロ助がそんなこと言うなんて\n…まあ、あたしに出来ることなら\n別にいいけど",""
"175","コッコロ","0","15","1","0","0","80003","105901","5","ありがとうございます\n実は記念日へ向けて\n『かくし芸』というものを\n用意してみようかと思いまして",""
"176","キャル","0","22","0","0","0","80003","106001","5","かくし芸？",""
"177","コッコロ","0","16","1","0","0","80003","105901","5","はい。きゃるきゃる～ん☆　を\n参考に、ころころ～ん☆　という\nご挨拶を考えてみたのですが\nポーズがうまくいかなくて…",""
"178","キャル","0","23","0","0","0","80003","106001","5","～～！！　ちょっと褒められて\nいい気になって損したわ！！\nふざけんなふざけんな\nふ～ざ～け～ん～な～っ！！",""
