e80344d8cc95e8362ac59ccd290663c35aedce4d65dc1f5a52f46861f5568d94,f604739e7ff6ecc62f249d6f80c563608d193db424fb915b241f92432abf1e4a,9ae5bdd8157dd931d75b769d35de118db760d60cfdcbbb068a4e1aeb4dd7b692,8f929083549b8b46d57836c276ff934ed27ee3c2bb34510a2d45b13528c63179,7b0ad2e04da3b762bf45075ebf4f9cdb6decf185dd792be5626c6f5be1fc9822
"12183","12","100","793","777"
"12184","12","100","424","781"
"12185","12","101","510","786"
"12186","12","100","791","792"
"12187","12","101","1074","797"
"12188","12","100","905","802"
"12189","12","100","590","805"
"12190","12","100","759","808"
"12191","12","100","419","812"
"12192","12","100","513","817"
"12193","12","100","912","823"
"12194","12","100","792","828"
"12195","12","101","1154","833"
"12196","12","100","678","837"
"12197","12","100","833","841"
"12198","12","100","571","845"
"12199","12","100","608","850"
"12200","12","101","446","855"
"13001","13","100","314","30"
"13002","13","100","355","35"
"13003","13","100","159","39"
"13004","13","100","535","42"
"13005","13","100","72","46"
"13006","13","101","150","49"
"13007","13","100","298","53"
"13008","13","100","665","56"
"13009","13","100","1046","60"
"13010","13","100","973","65"
"13011","13","101","800","68"
"13012","13","100","723","73"
"13013","13","100","763","76"
"13014","13","100","858","81"
"13015","13","101","682","85"
"13016","13","100","426","89"
"13017","13","100","268","94"
"13018","13","100","122","97"
"13019","13","101","43","102"
"13020","13","100","376","107"
"13021","13","100","765","112"
"13022","13","100","1006","117"
"13023","13","101","855","121"
"13024","13","100","789","124"
"13025","13","100","1021","129"
"13026","13","101","707","133"
"13027","13","100","1093","138"
"13028","13","100","1172","143"
"13029","13","101","700","148"
"13030","13","100","1003","153"
"13031","13","100","746","158"
"13032","13","101","429","163"
"13033","13","100","84","167"
"13034","13","100","230","171"
"13035","13","100","409","174"
"13036","13","100","234","179"
"13037","13","100","627","183"
"13038","13","100","504","188"
"13039","13","101","620","191"
"13040","13","100","831","196"
"13041","13","100","621","200"
"13042","13","100","754","205"
"13043","13","100","403","208"
"13044","13","101","325","212"
"13045","13","100","128","215"
"13046","13","400","510","220"
"13047","13","100","119","223"
"13048","13","100","159","228"
"13049","13","101","220","232"
"13050","13","100","61","236"
"13051","13","100","176","239"
"13052","13","100","289","243"
"13053","13","101","150","246"
"13054","13","100","398","251"
"13055","13","100","672","254"
"13056","13","100","985","257"
"13057","13","300","650","262"
"13058","13","100","740","267"
"13059","13","100","1016","271"
"13060","13","100","1058","274"
"13061","13","101","989","277"
"13062","13","100","703","282"
"13063","13","200","410","285"
"13064","13","100","800","288"
"13065","13","100","750","291"
"13066","13","101","821","294"
"13067","13","100","768","298"
"13068","13","101","1078","303"
"13069","13","101","1120","308"
"13070","13","100","831","313"
"13071","13","100","783","318"
"13072","13","100","459","322"
"13073","13","100","229","325"
"13074","13","101","271","328"
"13075","13","100","75","332"
"13076","13","100","355","337"
"13077","13","100","202","342"
"13078","13","100","288","347"
"13079","13","101","546","350"
"13080","13","400","497","355"
"13081","13","100","430","359"
"13082","13","101","258","362"
"13083","13","100","594","366"
"13084","13","100","894","371"
"13085","13","100","1131","376"
"13086","13","100","1176","380"
"13087","13","101","930","385"
"13088","13","100","572","390"
"13089","13","100","300","394"
"13090","13","100","540","398"
"13091","13","101","759","401"
"13092","13","100","1048","405"
"13093","13","100","712","410"
"13094","13","101","445","413"
"13095","13","100","391","416"
"13096","13","200","313","421"
"13097","13","100","223","424"
"13098","13","100","347","429"
"13099","13","101","677","432"
"13100","13","100","473","435"
"13101","13","100","370","438"
"13102","13","100","315","443"
"13103","13","100","388","447"
"13104","13","300","720","452"
"13105","13","100","991","456"
"13106","13","101","1131","460"
"13107","13","100","814","464"
"13108","13","100","626","467"
"13109","13","101","413","472"
"13110","13","100","210","477"
"13111","13","100","327","480"
"13112","13","100","658","483"
"13113","13","101","911","488"
"13114","13","100","564","493"
"13115","13","100","704","496"
"13116","13","100","553","501"
"13117","13","100","456","504"
"13118","13","100","834","508"
"13119","13","101","1009","512"
"13120","13","100","1059","517"
"13121","13","100","716","522"
"13122","13","100","361","525"
"13123","13","101","300","530"
"13124","13","100","171","533"
"13125","13","100","399","536"
"13126","13","400","302","541"
"13127","13","100","559","545"
"13128","13","100","872","550"
"13129","13","101","1059","554"
"13130","13","100","1125","559"
"13131","13","100","891","564"
"13132","13","100","685","569"
"13133","13","101","772","574"
"13134","13","100","406","577"
"13135","13","100","180","580"
"13136","13","100","315","584"
"13137","13","100","459","590"
"13138","13","100","245","596"
"13139","13","100","149","599"
"13140","13","100","377","602"
"13141","13","100","587","607"
"13142","13","101","879","611"
"13143","13","100","1189","614"
"13144","13","101","983","617"
"13145","13","100","648","623"
"13146","13","101","745","629"
"13147","13","100","662","634"
"13148","13","100","381","637"
"13149","13","101","607","642"
"13150","13","100","390","646"
"13151","13","100","743","651"
"13152","13","100","704","657"
"13153","13","100","531","660"
"13154","13","100","316","663"
"13155","13","300","477","668"
"13156","13","100","316","673"
"13157","13","101","347","676"
"13158","13","100","697","682"
"13159","13","101","376","686"
"13160","13","100","524","692"
"13161","13","100","585","695"
"13162","13","400","436","701"
"13163","13","100","332","705"
"13164","13","101","391","710"
"13165","13","100","344","714"
"13166","13","100","696","719"
"13167","13","100","406","723"
"13168","13","100","556","726"
"13169","13","101","963","730"
"13170","13","100","1149","733"
"13171","13","101","713","737"
"13172","13","100","238","742"
"13173","13","100","500","746"
"13174","13","101","265","750"
"13175","13","100","576","754"
"13176","13","100","444","758"
"13177","13","100","858","762"
"13178","13","100","1152","767"
"13179","13","100","696","770"
"13180","13","100","1043","773"
"13181","13","101","1164","776"
"13182","13","100","825","781"
"13183","13","100","537","784"
"13184","13","101","588","788"
"13185","13","100","445","792"
"13186","13","101","297","795"
"13187","13","100","447","798"
"13188","13","100","307","801"
"13189","13","100","388","804"
"13190","13","200","182","809"
"13191","13","100","275","813"
"13192","13","100","234","816"
"13193","13","100","378","821"
"13194","13","100","693","825"
"13195","13","101","478","828"
"13196","13","100","758","832"
"13197","13","100","299","837"
"13198","13","100","637","840"
"13199","13","100","380","844"
"13200","13","101","203","850"
"14001","14","100","314","30"
"14002","14","100","602","34"
"14003","14","100","446","37"
"14004","14","100","762","47"
"14005","14","100","620","53"
"14006","14","101","571","58"
"14007","14","100","685","62"
"14008","14","100","887","65"
"14009","14","100","1184","70"
"14010","14","100","934","72"
"14011","14","101","972","74"
"14012","14","100","681","79"
"14013","14","100","747","85"
"14014","14","100","483","90"
"14015","14","101","194","93"
"14016","14","100","102","99"
"14017","14","100","358","103"
"14018","14","100","547","105"
"14019","14","101","462","111"
"14020","14","100","735","116"
"14021","14","100","651","119"
"14022","14","100","555","123"
"14023","14","101","226","125"
"14024","14","100","293","131"
"14025","14","100","637","133"
"14026","14","101","601","139"
"14027","14","100","873","141"
"14028","14","100","688","147"
"14029","14","101","1023","153"
"14030","14","100","978","155"
"14031","14","100","906","157"
"14032","14","101","773","162"
"14033","14","100","623","168"
"14034","14","100","491","174"
"14035","14","100","525","177"
"14036","14","100","864","183"
"14037","14","100","1036","189"
"14038","14","100","1162","195"
"14039","14","101","848","197"
"14040","14","100","731","202"
"14041","14","100","844","205"
"14042","14","100","772","210"
"14043","14","100","998","214"
"14044","14","101","925","217"
"14045","14","100","1005","223"
"14046","14","400","540","229"
"14047","14","100","719","231"
"14048","14","100","476","236"
"14049","14","101","563","238"
"14050","14","100","504","243"
"14051","14","100","598","249"
"14052","14","100","923","252"
"14053","14","101","696","257"
"14054","14","100","983","261"
"14055","14","100","802","264"
"14056","14","100","929","267"
"14057","14","300","641","272"
"14058","14","100","872","274"
"14059","14","100","776","280"
"14060","14","100","607","285"
"14061","14","101","487","288"
"14062","14","100","681","291"
"14063","14","200","815","294"
"14064","14","100","990","300"
"14065","14","100","911","304"
"14066","14","101","558","309"
"14067","14","100","411","312"
"14068","14","101","558","317"
"14069","14","101","634","322"
"14070","14","100","988","326"
"14071","14","100","1155","330"
"14072","14","100","880","334"
"14073","14","100","670","336"
"14074","14","101","629","340"
"14075","14","100","383","342"
"14076","14","100","309","347"
"14077","14","100","447","353"
"14078","14","100","176","358"
"14079","14","101","65","362"
"14080","14","400","250","366"
"14081","14","100","507","369"
"14082","14","101","201","373"
"14083","14","100","418","375"
"14084","14","100","136","378"
"14085","14","100","335","380"
"14086","14","100","17","383"
"14087","14","101","93","388"
"14088","14","100","152","390"
"14089","14","100","408","392"
"14090","14","100","618","394"
"14091","14","101","398","397"
"14092","14","100","170","403"
"14093","14","100","336","407"
"14094","14","101","446","409"
"14095","14","100","298","412"
"14096","14","200","658","418"
"14097","14","100","934","424"
"14098","14","100","1137","426"
"14099","14","101","786","431"
"14100","14","100","1145","434"
"14101","14","100","818","438"
"14102","14","100","526","443"
"14103","14","100","239","449"
"14104","14","100","29","454"
"14105","14","100","238","456"
"14106","14","101","603","458"
"14107","14","100","737","460"
"14108","14","100","952","463"
"14109","14","101","1184","466"
"14110","14","100","1120","468"
"14111","14","100","860","474"
"14112","14","100","1113","479"
"14113","14","101","912","484"
"14114","14","100","684","488"
"14115","14","100","725","491"
"14116","14","100","1021","494"
"14117","14","300","869","500"
"14118","14","100","535","506"
"14119","14","101","759","510"
"14120","14","100","583","516"
"14121","14","100","251","518"
"14122","14","100","152","522"
"14123","14","101","378","525"
"14124","14","100","604","527"
"14125","14","100","446","529"
"14126","14","400","312","532"
"14127","14","100","429","534"
"14128","14","100","12","537"
"14129","14","101","301","543"
"14130","14","100","714","548"
"14131","14","100","481","553"
"14132","14","100","305","558"
"14133","14","101","212","560"
"14134","14","100","511","562"
"14135","14","100","314","566"
"14136","14","100","512","572"
"14137","14","100","771","578"
"14138","14","100","719","583"
"14139","14","100","572","586"
"14140","14","100","521","589"
"14141","14","100","823","595"
"14142","14","101","608","598"
"14143","14","100","561","604"
"14144","14","101","869","608"
"14145","14","100","1199","614"
"14146","14","101","991","618"
"14147","14","100","816","621"
"14148","14","100","757","627"
"14149","14","101","1187","633"
"14150","14","100","1073","636"
"14151","14","100","925","642"
"14152","14","400","670","648"
"14153","14","100","730","654"
"14154","14","100","1018","656"
"14155","14","300","938","659"
"14156","14","100","612","662"
"14157","14","101","259","664"
"14158","14","100","293","670"
"14159","14","101","342","675"
"14160","14","100","458","677"
"14161","14","100","585","683"
"14162","14","100","501","685"
"14163","14","100","82","691"
"14164","14","101","433","695"
"14165","14","100","281","700"
"14166","14","100","247","706"
"14167","14","100","71","708"
"14168","14","100","499","711"
"14169","14","101","843","717"
"14170","14","100","887","722"
"14171","14","101","441","725"
"14172","14","100","115","729"
"14173","14","100","241","735"
"14174","14","101","477","738"
"14175","14","100","534","743"
"14176","14","200","859","746"
"14177","14","100","742","750"
"14178","14","100","599","754"
"14179","14","100","433","760"
"14180","14","100","239","766"
"14181","14","101","670","771"
"14182","14","100","267","777"
"14183","14","100","617","781"
"14184","14","101","959","784"
"14185","14","100","649","790"
"14186","14","101","776","795"
"14187","14","100","602","800"
"14188","14","100","375","803"
"14189","14","100","720","805"
"14190","14","100","451","810"
"14191","14","100","196","813"
"14192","14","100","70","815"
"14193","14","100","340","818"
"14194","14","100","548","823"
"14195","14","101","758","829"
"14196","14","100","1005","833"
"14197","14","100","830","836"
"14198","14","100","727","841"
"14199","14","100","814","847"
"14200","14","101","1111","855"
"15001","15","100","120","30"
"15002","15","100","40","33"
"15003","15","101","239","40"
"15004","15","100","64","44"
"15005","15","100","10","48"
"15006","15","100","262","53"
"15007","15","100","228","57"
"15008","15","101","190","61"
"15009","15","100","339","66"
"15010","15","100","205","69"
"15011","15","100","369","72"
"15012","15","100","151","75"
"15013","15","100","187","78"
"15014","15","101","458","81"
"15015","15","100","427","85"
"15016","15","100","665","88"
"15017","15","400","433","93"
"15018","15","100","602","96"
"15019","15","100","301","99"
"15020","15","100","168","102"
"15021","15","101","335","106"
"15022","15","100","648","110"
"15023","15","100","915","115"
"15024","15","101","1085","119"
"15025","15","100","785","122"
"15026","15","100","467","127"
"15027","15","101","568","132"
"15028","15","100","231","136"
"15029","15","100","155","141"
"15030","15","100","259","145"
"15031","15","500","531","150"
"15032","15","100","263","155"
"15033","15","100","633","160"
"15034","15","101","212","163"
