7e715013268e9d9a09ba7041f807e9945330ba3476467de3b06994de82d8d1dd,a5351c5af92142190d4aaf6feb5ba035cc10131c25fe7e4a1252d3f33a29c775,61af30da4a95b329de45e1256c66a66ef57005ae61d43ba2960c006b91b84ec1,c4543adab99c1a3e900e4f1079acd097ccac36b4e87ff309a1c5ac7b835881f7,80742250d486d6b6c9404a5db16700aefdd50d9d2e26638b491c100dfa788595,78ddef1d9c2d4eeac0002c8f47094169c1b23a7b4ef0857a093e531cc4fdf566,0db36a3d43ea0bca43f508f2e08d44524f510da57d65a770e321d09644d32936,c0f28357a724d9a90ea90f306be1bb2593681a5c31130dd5767a849b52aed4c6,cd786c8d1a8445e9b42a9fe7738f3143b4901094b218da6ed7aed3f8739f3d0d
"502002108","1","320020107","0.7","1","13","0","54","-49"
"502002109","3","320020107","0.85","2","62","0","55","-4"
"0","2","320020107","0.65","3","50","0","56","59"
"0","1","320020108","1.05","1","-10","0","57","0"
"0","1","320020109","1.05","1","-10","0","58","-15"
"0","1","320020110","0.43","1","-45","0","59","-85"
"0","2","320020110","0.43","2","-45","0","60","85"
"502002202","1","320020206","0.7","1","11","0","61","43.5"
"502002203","3","320020206","0.65","2","67","0","62","13"
"0","2","320020206","0.65","3","49","0","63","-74"
"502002208","1","320020207","0.7","1","13","0","64","-49"
"502002209","3","320020207","0.85","2","62","0","65","-4"
"0","2","320020207","0.65","3","50","0","66","59"
"0","1","320020208","1.05","1","-10","0","67","0"
"0","1","320020209","1.05","1","-10","0","68","-15"
"0","1","320020210","0.43","1","-45","0","69","-85"
"0","2","320020210","0.43","2","-45","0","70","85"
"502002302","1","320020306","0.7","1","11","0","71","43.5"
"502002303","3","320020306","0.65","2","67","0","72","13"
"0","2","320020306","0.65","3","49","0","73","-74"
"502002308","1","320020307","0.7","1","13","0","74","-49"
"502002309","3","320020307","0.85","2","62","0","75","-4"
"0","2","320020307","0.65","3","50","0","76","59"
"0","1","320020308","1.05","1","-10","0","77","0"
"0","1","320020309","1.05","1","-10","0","78","-15"
"0","1","320020310","0.43","1","-45","0","79","-85"
"0","2","320020310","0.43","2","-45","0","80","85"
"502002402","1","320020406","0.7","1","11","0","81","43.5"
"502002403","3","320020406","0.65","2","67","0","82","13"
"0","2","320020406","0.65","3","49","0","83","-74"
"502002408","1","320020407","0.7","1","13","0","84","-49"
"502002409","3","320020407","0.85","2","62","0","85","-4"
"0","2","320020407","0.65","3","50","0","86","59"
"0","1","320020408","1.05","1","-10","0","87","0"
"0","1","320020409","1.05","1","-10","0","88","-15"
"0","1","320020410","0.43","1","-45","0","89","-85"
"0","2","320020410","0.43","2","-45","0","90","85"
"502002502","1","320020506","0.7","1","11","0","91","43.5"
"502002503","3","320020506","0.65","2","67","0","92","13"
"0","2","320020506","0.65","3","49","0","93","-74"
"502002508","1","320020507","0.7","1","13","0","94","-49"
"502002509","3","320020507","0.85","2","62","0","95","-4"
"0","2","320020507","0.65","3","50","0","96","59"
"0","1","320020508","1.05","1","-10","0","97","0"
"0","1","320020509","1.05","1","-10","0","98","-15"
"0","1","320020510","0.43","1","-45","0","99","-85"
"0","2","320020510","0.43","2","-45","0","100","85"
"502003102","1","320030106","0.7","1","11","0","101","43.5"
"502003103","2","320030106","0.65","2","67","0","102","13"
"0","3","320030106","0.65","3","49","0","103","-74"
"502003108","1","320030107","0.7","1","13","0","104","-49"
"502003109","3","320030107","0.85","2","62","0","105","-4"
"0","2","320030107","0.65","3","50","0","106","59"
"0","1","320030108","1.05","1","-10","0","107","0"
"0","1","320030109","1.05","1","-10","0","108","-15"
"0","1","320030110","0.43","1","-45","0","109","-85"
"0","2","320030110","0.43","2","-45","0","110","85"
"502003202","1","320030206","0.7","1","11","0","111","43.5"
"502003203","2","320030206","0.65","2","67","0","112","13"
"0","3","320030206","0.65","3","49","0","113","-74"
"502003208","1","320030207","0.7","1","13","0","114","-49"
"502003209","3","320030207","0.85","2","62","0","115","-4"
"0","2","320030207","0.65","3","50","0","116","59"
"0","1","320030208","1.05","1","-10","0","117","0"
"0","1","320030209","1.05","1","-10","0","118","-15"
"0","1","320030210","0.43","1","-45","0","119","-85"
"0","2","320030210","0.43","2","-45","0","120","85"
"502003302","1","320030306","0.7","1","11","0","121","43.5"
"502003303","2","320030306","0.65","2","67","0","122","13"
"0","3","320030306","0.65","3","49","0","123","-74"
"502003308","1","320030307","0.7","1","13","0","124","-49"
"502003309","3","320030307","0.85","2","62","0","125","-4"
"0","2","320030307","0.65","3","50","0","126","59"
"0","1","320030308","1.05","1","-10","0","127","0"
"0","1","320030309","1.05","1","-10","0","128","-15"
"0","1","320030310","0.43","1","-45","0","129","-85"
"0","2","320030310","0.43","2","-45","0","130","85"
"502003402","1","320030406","0.7","1","11","0","131","43.5"
"502003403","2","320030406","0.65","2","67","0","132","13"
"0","3","320030406","0.65","3","49","0","133","-74"
"502003408","1","320030407","0.7","1","13","0","134","-49"
"502003409","3","320030407","0.85","2","62","0","135","-4"
"0","2","320030407","0.65","3","50","0","136","59"
"0","1","320030408","1.05","1","-10","0","137","0"
"0","1","320030409","1.05","1","-10","0","138","-15"
"0","1","320030410","0.43","1","-45","0","139","-85"
"0","2","320030410","0.43","2","-45","0","140","85"
"502003502","1","320030506","0.7","1","11","0","141","43.5"
"502003503","2","320030506","0.65","2","67","0","142","13"
"0","3","320030506","0.65","3","49","0","143","-74"
"502003508","1","320030507","0.7","1","13","0","144","-49"
"502003509","3","320030507","0.85","2","62","0","145","-4"
"0","2","320030507","0.65","3","50","0","146","59"
"0","1","320030508","1.05","1","-10","0","147","0"
"0","1","320030509","1.05","1","-10","0","148","-15"
"0","1","320030510","0.43","1","-45","0","149","-85"
"0","2","320030510","0.43","2","-45","0","150","85"
"502004103","1","320040106","0.7","1","49","0","151","-74"
"502004104","3","320040106","0.85","2","67","0","152","13"
"0","2","320040106","0.65","3","11","0","153","43.5"
"502004107","1","320040107","0.7","1","50","0","154","59"
"502004109","3","320040107","0.85","2","62","0","155","-4"
"0","2","320040107","0.65","3","13","0","156","-49"
"0","1","320040108","0.8","1","-10","0","157","0"
"0","1","320040109","0.9","1","20","0","158","30"
"0","1","320040110","1","1","-25","0","159","20"
"502004203","1","320040206","0.7","1","49","0","160","-74"
"502004204","3","320040206","0.85","2","67","0","161","13"
"0","2","320040206","0.65","3","11","0","162","43.5"
"502004207","1","320040207","0.7","1","50","0","163","59"
"502004209","3","320040207","0.85","2","62","0","164","-4"
"0","2","320040207","0.65","3","13","0","165","-49"
"0","1","320040208","0.8","1","-10","0","166","0"
"0","1","320040209","0.9","1","20","0","167","30"
"0","1","320040210","1","1","-25","0","168","20"
"502004303","1","320040306","0.7","1","49","0","169","-74"
"502004304","3","320040306","0.85","2","67","0","170","13"
"0","2","320040306","0.65","3","11","0","171","43.5"
"502004307","1","320040307","0.7","1","50","0","172","59"
"502004309","3","320040307","0.85","2","62","0","173","-4"
"0","2","320040307","0.65","3","13","0","174","-49"
"0","1","320040308","0.8","1","-10","0","175","0"
"0","1","320040309","0.9","1","20","0","176","30"
"0","1","320040310","1","1","-25","0","177","20"
"502004403","1","320040406","0.7","1","49","0","178","-74"
"502004404","3","320040406","0.85","2","67","0","179","13"
"0","2","320040406","0.65","3","11","0","180","43.5"
"502004407","1","320040407","0.7","1","50","0","181","59"
"502004409","3","320040407","0.85","2","62","0","182","-4"
"0","2","320040407","0.65","3","13","0","183","-49"
"0","1","320040408","0.8","1","-10","0","184","0"
"0","1","320040409","0.9","1","20","0","185","30"
"0","1","320040410","1","1","-25","0","186","20"
"502004503","1","320040506","0.7","1","49","0","187","-74"
"502004504","3","320040506","0.85","2","67","0","188","13"
"0","2","320040506","0.65","3","11","0","189","43.5"
"502004507","1","320040507","0.7","1","50","0","190","59"
"502004509","3","320040507","0.85","2","62","0","191","-4"
"0","2","320040507","0.65","3","13","0","192","-49"
"0","1","320040508","0.8","1","-10","0","193","0"
"0","1","320040509","0.9","1","20","0","194","30"
"0","1","320040510","1","1","-25","0","195","20"
"502005101","2","320050106","0.7","1","40","0","196","-74"
"502005103","3","320050106","1","2","67","0","197","13"
"0","1","320050106","0.65","3","11","0","198","43.5"
"502005106","2","320050107","0.7","1","50","0","199","59"
"502005108","3","320050107","0.9","2","62","0","200","30"
"0","1","320050107","0.65","3","13","0","201","-49"
"0","1","320050108","0.75","1","10","0","202","5"
"0","1","320050109","0.75","1","10","0","203","-10"
"0","1","320050110","1","1","-25","0","204","20"
"502005201","2","320050206","0.7","1","40","0","205","-74"
"502005203","3","320050206","1","2","67","0","206","13"
"0","1","320050206","0.65","3","11","0","207","43.5"
"502005206","2","320050207","0.7","1","50","0","208","59"
"502005208","3","320050207","0.9","2","62","0","209","30"
"0","1","320050207","0.65","3","13","0","210","-49"
"0","1","320050208","0.75","1","10","0","211","5"
"0","1","320050209","0.75","1","10","0","212","-10"
"0","1","320050210","1","1","-25","0","213","20"
"502005301","2","320050306","0.7","1","40","0","214","-74"
"502005303","3","320050306","1","2","67","0","215","13"
"0","1","320050306","0.65","3","11","0","216","43.5"
"502005306","2","320050307","0.7","1","50","0","217","59"
"502005308","3","320050307","0.9","2","62","0","218","30"
"0","1","320050307","0.65","3","13","0","219","-49"
"0","1","320050308","0.75","1","10","0","220","5"
"0","1","320050309","0.75","1","10","0","221","-10"
"0","1","320050310","1","1","-25","0","222","20"
"502005401","2","320050406","0.7","1","40","0","223","-74"
"502005403","3","320050406","1","2","67","0","224","13"
"0","1","320050406","0.65","3","11","0","225","43.5"
"502005406","2","320050407","0.7","1","50","0","226","59"
"502005408","3","320050407","0.9","2","62","0","227","30"
"0","1","320050407","0.65","3","13","0","228","-49"
"0","1","320050408","0.75","1","10","0","229","5"
"0","1","320050409","0.75","1","10","0","230","-10"
"0","1","320050410","1","1","-25","0","231","20"
"502005501","2","320050506","0.7","1","40","0","232","-74"
"502005503","3","320050506","1","2","67","0","233","13"
"0","1","320050506","0.65","3","11","0","234","43.5"
"502005506","2","320050507","0.7","1","50","0","235","59"
"502005508","3","320050507","0.9","2","62","0","236","30"
"0","1","320050507","0.65","3","13","0","237","-49"
"0","1","320050508","0.75","1","10","0","238","5"
"0","1","320050509","0.75","1","10","0","239","-10"
"0","1","320050510","1","1","-25","0","240","20"
"502006101","2","320060106","0.7","1","40","0","241","-74"
"502006103","3","320060106","0.7","2","67","0","242","13"
"0","1","320060106","0.65","3","11","0","243","43.5"
"502006106","2","320060107","0.7","1","50","0","244","59"
"502006108","3","320060107","0.9","2","62","0","245","30"
"0","1","320060107","0.65","3","13","0","246","-49"
"0","1","320060108","1","1","10","0","247","5"
"0","1","320060109","1.2","1","10","0","248","-10"
"0","1","320060110","1","1","-25","0","249","20"
"502006201","2","320060206","0.7","1","40","0","250","-74"
"502006203","3","320060206","0.7","2","67","0","251","13"
"0","1","320060206","0.65","3","11","0","252","43.5"
"502006206","2","320060207","0.7","1","50","0","253","59"
"502006208","3","320060207","0.9","2","62","0","254","30"
"0","1","320060207","0.65","3","13","0","255","-49"
"0","1","320060208","1","1","10","0","256","5"
"0","1","320060209","1.2","1","10","0","257","-10"
"0","1","320060210","1","1","-25","0","258","20"
"502006301","2","320060306","0.7","1","40","0","259","-74"
"502006303","3","320060306","0.7","2","67","0","260","13"
"0","1","320060306","0.65","3","11","0","261","43.5"
"502006306","2","320060307","0.7","1","50","0","262","59"
"502006308","3","320060307","0.9","2","62","0","263","30"
"0","1","320060307","0.65","3","13","0","264","-49"
"0","1","320060308","1","1","10","0","265","5"
"0","1","320060309","1.2","1","10","0","266","-10"
"0","1","320060310","1","1","-25","0","267","20"
"502006401","2","320060406","0.7","1","40","0","268","-74"
"502006403","3","320060406","0.7","2","67","0","269","13"
"0","1","320060406","0.65","3","11","0","270","43.5"
"502006406","2","320060407","0.7","1","50","0","271","59"
"502006408","3","320060407","0.9","2","62","0","272","30"
"0","1","320060407","0.65","3","13","0","273","-49"
"0","1","320060408","1","1","10","0","274","5"
"0","1","320060409","1.2","1","10","0","275","-10"
"0","1","320060410","1","1","-25","0","276","20"
"502006501","2","320060506","0.7","1","40","0","277","-74"
"502006503","3","320060506","0.7","2","67","0","278","13"
"0","1","320060506","0.65","3","11","0","279","43.5"
"502006506","2","320060507","0.7","1","50","0","280","59"
"502006508","3","320060507","0.9","2","62","0","281","30"
"0","1","320060507","0.65","3","13","0","282","-49"
"0","1","320060508","1","1","10","0","283","5"
"0","1","320060509","1.2","1","10","0","284","-10"
"0","1","320060510","1","1","-25","0","285","20"
"502007101","2","320070106","0.7","1","40","0","286","-74"
"502007103","3","320070106","0.7","2","67","0","287","43"
"0","1","320070106","0.65","3","11","0","288","43.5"
"502007106","2","320070107","0.7","1","50","0","289","59"
"502007108","3","320070107","0.9","2","62","0","290","30"
"0","1","320070107","0.65","3","13","0","291","-49"
"0","1","320070108","0.9","1","20","0","292","5"
"0","1","320070109","0.9","1","20","0","293","0"
"0","1","320070110","1","1","-20","0","294","-20"
"502007201","2","320070206","0.7","1","40","0","295","-74"
"502007203","3","320070206","0.7","2","67","0","296","43"
"0","1","320070206","0.65","3","11","0","297","43.5"
"502007206","2","320070207","0.7","1","50","0","298","59"
"502007208","3","320070207","0.9","2","62","0","299","30"
"0","1","320070207","0.65","3","13","0","300","-49"
"0","1","320070208","0.9","1","20","0","301","5"
"0","1","320070209","0.9","1","20","0","302","0"
"0","1","320070210","1","1","-20","0","303","-20"
"502007301","2","320070306","0.7","1","40","0","304","-74"
"502007303","3","320070306","0.7","2","67","0","305","43"
"0","1","320070306","0.65","3","11","0","306","43.5"
"502007306","2","320070307","0.7","1","50","0","307","59"
"502007308","3","320070307","0.9","2","62","0","308","30"
"0","1","320070307","0.65","3","13","0","309","-49"
"0","1","320070308","0.9","1","20","0","310","5"
"0","1","320070309","0.9","1","20","0","311","0"
"0","1","320070310","1","1","-20","0","312","-20"
"502007401","2","320070406","0.7","1","40","0","313","-74"
"502007403","3","320070406","0.7","2","67","0","314","43"
"0","1","320070406","0.65","3","11","0","315","43.5"
"502007406","2","320070407","0.7","1","50","0","316","59"
"502007408","3","320070407","0.9","2","62","0","317","30"
"0","1","320070407","0.65","3","13","0","318","-49"
"0","1","320070408","0.9","1","20","0","319","5"
"0","1","320070409","0.9","1","20","0","320","0"
"0","1","320070410","1","1","-20","0","321","-20"
"502007501","2","320070506","0.7","1","40","0","322","-74"
"502007503","3","320070506","0.7","2","67","0","323","43"
"0","1","320070506","0.65","3","11","0","324","43.5"
"502007506","2","320070507","0.7","1","50","0","325","59"
"502007508","3","320070507","0.9","2","62","0","326","30"
"0","1","320070507","0.65","3","13","0","327","-49"
"0","1","320070508","0.9","1","20","0","328","5"
"0","1","320070509","0.9","1","20","0","329","0"
"0","1","320070510","1","1","-20","0","330","-20"
"502008101","2","320080106","0.7","1","40","0","331","-74"
"502008103","3","320080106","0.9","2","67","0","332","43"
"0","1","320080106","0.65","3","11","0","333","43.5"
"502008106","2","320080107","0.7","1","50","0","334","59"
"502008108","3","320080107","0.9","2","62","0","335","30"
"0","1","320080107","0.65","3","13","0","336","-49"
"0","1","320080108","0.8","1","20","0","337","5"
"0","1","320080109","1.1","1","20","0","338","0"
"0","1","320080110","1","1","-20","0","339","-20"
"502008201","2","320080206","0.7","1","40","0","340","-74"
"502008203","3","320080206","0.9","2","67","0","341","43"
"0","1","320080206","0.65","3","11","0","342","43.5"
"502008206","2","320080207","0.7","1","50","0","343","59"
"502008208","3","320080207","0.9","2","62","0","344","30"
"0","1","320080207","0.65","3","13","0","345","-49"
"0","1","320080208","0.8","1","20","0","346","5"
"0","1","320080209","1.1","1","20","0","347","0"
"0","1","320080210","1","1","-20","0","348","-20"
"502008301","2","320080306","0.7","1","40","0","349","-74"
"502008303","3","320080306","0.9","2","67","0","350","43"
"0","1","320080306","0.65","3","11","0","351","43.5"
"502008306","2","320080307","0.7","1","50","0","352","59"
"502008308","3","320080307","0.9","2","62","0","353","30"
"0","1","320080307","0.65","3","13","0","354","-49"
"0","1","320080308","0.8","1","20","0","355","5"
"0","1","320080309","1.1","1","20","0","356","0"
"0","1","320080310","1","1","-20","0","357","-20"
"502008401","2","320080406","0.7","1","40","0","358","-74"
"502008403","3","320080406","0.9","2","67","0","359","43"
"0","1","320080406","0.65","3","11","0","360","43.5"
"502008406","2","320080407","0.7","1","50","0","361","59"
"502008408","3","320080407","0.9","2","62","0","362","30"
"0","1","320080407","0.65","3","13","0","363","-49"
"0","1","320080408","0.8","1","20","0","364","5"
"0","1","320080409","1.1","1","20","0","365","0"
"0","1","320080410","1","1","-20","0","366","-20"
"502008501","2","320080506","0.7","1","40","0","367","-74"
"502008503","3","320080506","0.9","2","67","0","368","43"
"0","1","320080506","0.65","3","11","0","369","43.5"
"502008506","2","320080507","0.7","1","50","0","370","59"
"502008508","3","320080507","0.9","2","62","0","371","30"
"0","1","320080507","0.65","3","13","0","372","-49"
"0","1","320080508","0.8","1","20","0","373","5"
"0","1","320080509","1.1","1","20","0","374","0"
"0","1","320080510","1","1","-20","0","375","-20"
"502009101","2","320090106","0.7","1","40","0","376","-74"
"502009103","3","320090106","1","2","67","0","377","13"
"0","1","320090106","0.65","3","11","0","378","43.5"
"502009106","2","320090107","0.7","1","50","0","379","-68"
"502009108","3","320090107","0.9","2","62","0","380","30"
"0","1","320090107","0.65","3","13","0","381","29"
"0","1","320090108","0.75","1","10","0","382","5"
"0","1","320090109","1","1","10","0","383","0"
"0","1","320090110","1","1","-20","0","384","-20"
"502009201","2","320090206","0.7","1","40","0","385","-74"
"502009203","3","320090206","1","2","67","0","386","13"
"0","1","320090206","0.65","3","11","0","387","43.5"
"502009206","2","320090207","0.7","1","50","0","388","-68"
"502009208","3","320090207","0.9","2","62","0","389","30"
"0","1","320090207","0.65","3","13","0","390","29"
"0","1","320090208","0.75","1","10","0","391","5"
"0","1","320090209","1","1","10","0","392","0"
"0","1","320090210","1","1","-20","0","393","-20"
"502009301","2","320090306","0.7","1","40","0","394","-74"
"502009303","3","320090306","1","2","67","0","395","13"
"0","1","320090306","0.65","3","11","0","396","43.5"
"502009306","2","320090307","0.7","1","50","0","397","-68"
"502009308","3","320090307","0.9","2","62","0","398","30"
"0","1","320090307","0.65","3","13","0","399","29"
"0","1","320090308","0.75","1","10","0","400","5"
"0","1","320090309","1","1","10","0","401","0"
"0","1","320090310","1","1","-20","0","402","-20"
"502009401","2","320090406","0.7","1","40","0","403","-74"
"502009403","3","320090406","1","2","67","0","404","13"
"0","1","320090406","0.65","3","11","0","405","43.5"
"502009406","2","320090407","0.7","1","50","0","406","-68"
"502009408","3","320090407","0.9","2","62","0","407","30"
"0","1","320090407","0.65","3","13","0","408","29"
"0","1","320090408","0.75","1","10","0","409","5"
"0","1","320090409","1","1","10","0","410","0"
"0","1","320090410","1","1","-20","0","411","-20"
"502009501","2","320090506","0.7","1","40","0","412","-74"
"502009503","3","320090506","1","2","67","0","413","13"
"0","1","320090506","0.65","3","11","0","414","43.5"
"502009506","2","320090507","0.7","1","50","0","415","-68"
"502009508","3","320090507","0.9","2","62","0","416","30"
"0","1","320090507","0.65","3","13","0","417","29"
"0","1","320090508","0.75","1","10","0","418","5"
"0","1","320090509","1","1","10","0","419","0"
"0","1","320090510","1","1","-20","0","420","-20"
"502010101","2","320100106","0.7","1","40","0","421","-74"
"502010103","3","320100106","1","2","67","0","422","13"
"0","1","320100106","0.65","3","11","0","423","43.5"
"502010106","2","320100107","0.7","1","50","0","424","-68"
"502010108","3","320100107","0.9","2","62","0","425","30"
"0","1","320100107","0.65","3","13","0","426","29"
"0","1","320100108","0.9","1","60","0","427","40"
"0","1","320100109","1","1","10","0","428","0"
"0","1","320100110","1","1","-35","0","429","-20"
"502010201","2","320100206","0.7","1","40","0","430","-74"
"502010203","3","320100206","1","2","67","0","431","13"
"0","1","320100206","0.65","3","11","0","432","43.5"
"502010206","2","320100207","0.7","1","50","0","433","-68"
"502010208","3","320100207","0.9","2","62","0","434","30"
"0","1","320100207","0.65","3","13","0","435","29"
"0","1","320100208","0.9","1","60","0","436","40"
"0","1","320100209","1","1","10","0","437","0"
"0","1","320100210","1","1","-35","0","438","-20"
"502010301","2","320100306","0.7","1","40","0","439","-74"
"502010303","3","320100306","1","2","67","0","440","13"
"0","1","320100306","0.65","3","11","0","441","43.5"
"502010306","2","320100307","0.7","1","50","0","442","-68"
"502010308","3","320100307","0.9","2","62","0","443","30"
"0","1","320100307","0.65","3","13","0","444","29"
"0","1","320100308","0.9","1","60","0","445","40"
"0","1","320100309","1","1","10","0","446","0"
"0","1","320100310","1","1","-35","0","447","-20"
"502010401","2","320100406","0.7","1","40","0","448","-74"
"502010403","3","320100406","1","2","67","0","449","13"
"0","1","320100406","0.65","3","11","0","450","43.5"
"502010406","2","320100407","0.7","1","50","0","451","-68"
"502010408","3","320100407","0.9","2","62","0","452","30"
"0","1","320100407","0.65","3","13","0","453","29"
"0","1","320100408","0.9","1","60","0","454","40"
"0","1","320100409","1","1","10","0","455","0"
"0","1","320100410","1","1","-35","0","456","-20"
"502010501","2","320100506","0.7","1","40","0","457","-74"
"502010503","3","320100506","1","2","67","0","458","13"
"0","1","320100506","0.65","3","11","0","459","43.5"
"502010506","2","320100507","0.7","1","50","0","460","-68"
"502010508","3","320100507","0.9","2","62","0","461","30"
"0","1","320100507","0.65","3","13","0","462","29"
"0","1","320100508","0.9","1","60","0","463","40"
"0","1","320100509","1","1","10","0","464","0"
"0","1","320100510","1","1","-35","0","465","-20"
"502011101","2","320110106","0.7","1","40","0","466","-74"
"502011103","3","320110106","1","2","67","0","467","13"
"0","1","320110106","0.65","3","11","0","468","43.5"
"502011106","2","320110107","0.7","1","50","0","469","-98"
"502011108","3","320110107","1.1","2","72","0","470","0"
"0","1","320110107","0.65","3","13","0","471","49"
"0","1","320110108","0.75","1","30","0","472","-40"
"0","1","320110109","1.2","1","50","0","473","20"
"0","1","320110110","1.1","1","-35","0","474","-20"
"502011201","2","320110206","0.7","1","40","0","475","-74"
"502011203","3","320110206","1","2","67","0","476","13"
"0","1","320110206","0.65","3","11","0","477","43.5"
"502011206","2","320110207","0.7","1","50","0","478","-98"
"502011208","3","320110207","1.1","2","72","0","479","0"
"0","1","320110207","0.65","3","13","0","480","49"
"0","1","320110208","0.75","1","30","0","481","-40"
"0","1","320110209","1.2","1","50","0","482","20"
"0","1","320110210","1.1","1","-35","0","483","-20"
"502011301","2","320110306","0.7","1","40","0","484","-74"
"502011303","3","320110306","1","2","67","0","485","13"
"0","1","320110306","0.65","3","11","0","486","43.5"
"502011306","2","320110307","0.7","1","50","0","487","-98"
"502011308","3","320110307","1.1","2","72","0","488","0"
"0","1","320110307","0.65","3","13","0","489","49"
"0","1","320110308","0.75","1","30","0","490","-40"
"0","1","320110309","1.2","1","50","0","491","20"
"0","1","320110310","1.1","1","-35","0","492","-20"
"502011401","2","320110406","0.7","1","40","0","493","-74"
"502011403","3","320110406","1","2","67","0","494","13"
"0","1","320110406","0.65","3","11","0","495","43.5"
"502011406","2","320110407","0.7","1","50","0","496","-98"
"502011408","3","320110407","1.1","2","72","0","497","0"
"0","1","320110407","0.65","3","13","0","498","49"
"0","1","320110408","0.75","1","30","0","499","-40"
"0","1","320110409","1.2","1","50","0","500","20"
"0","1","320110410","1.1","1","-35","0","501","-20"
"502011501","2","320110506","0.7","1","40","0","502","-74"
"502011503","3","320110506","1","2","67","0","503","13"
"0","1","320110506","0.65","3","11","0","504","43.5"
"502011506","2","320110507","0.7","1","50","0","505","-98"
"502011508","3","320110507","1.1","2","72","0","506","0"
"0","1","320110507","0.65","3","13","0","507","49"
"0","1","320110508","0.75","1","30","0","508","-40"
"0","1","320110509","1.2","1","50","0","509","20"
"0","1","320110510","1.1","1","-35","0","510","-20"
"502012101","2","320120106","0.7","1","40","0","511","-74"
"502012103","3","320120106","1","2","67","0","512","10"
"0","1","320120106","0.65","3","11","0","513","43.5"
"502012106","2","320120107","0.7","1","50","0","514","-98"
"502012108","3","320120107","1","2","72","0","515","0"
"0","1","320120107","0.65","3","13","0","516","49"
"0","1","320120108","1.2","1","30","0","517","10"
"0","1","320120109","0.9","1","40","0","518","40"
"0","1","320120110","1.1","1","-35","0","519","-20"
"502012201","2","320120206","0.7","1","40","0","520","-74"
"502012203","3","320120206","1","2","67","0","521","10"
