45af3a8135adedfb44daf3e161b93a5ed0a0d1adbc47e4757d1a678e1e5a396b,528d5eb2d59c0d7edc03c1cf56fc9f2f72916ec8e2a41ae157c473bc35557760,47d3514142c59935af9d8fbe97766c085ec8b451fc833a127c0e874e431d4fe0,de6b5e63d9ce52c62f35de75b867587b3c047d438d0fe25068657d46b9411e38,33090ef88f8f03b3edc876507d4d0379f348e1d6b6504a484a9913c127504f83,22a1bc6638b7415035f2da8e1c91df08f7b4230d423d7468d5d72b823fbf2a44,ec44d1b768f2e654c546ebf877adcf052511b5a4f37354d547d165a3b8e4fc6d,f9ad6f9dd3da4339fdbc4c2fbc396c8115ae9338ad004aab551a28d984254544,7cf801f877c9448938f0644ba3550c7ec394153fcc22637b296d52c5302b69a3,810597d548d0f23b871e65be670a28f42ce019ded8072dfc9af4e753730ddcb4,095021a6ad7412358b9ad5f7055d07eb52a7d2b6a599a51fc9d4828953392e6b,1f2e514bea23a4f4f2f9641008699be253f8ed258a350db9dabca28788c4771e,a0bd180d38483c97f9afaa90e2a8f73544016bc93e2c1ab38a7c394a4da0c77e,368fc9d465e0875f5e8ae2acd86e2f794b1d31cd70b175aaa15c71475c226cd1,688122025fac4086e0bf09ca5ab59e690da099f28fb24a2dee3114372be1dbf3,be3bfb281f27285b05d237ea897057192dae784fcae7d294e1e3dd616647b9c4,b21324e1aba79d078a7ab42f13e50b653950c3dde858e4bc3015c960fcdf5df1,86c11b02590ddca0c9e33f0d86ebef0bd1548576757df88fa71b3961edc46580,79ae013b54c6d290652805fd479662519b10d49c10d59cca3c58bb6d083e070b,036131c0d56979c17c12309beb7e4e857006aab9c775f6eb4ceff2faf5987376,88b8a36f094ab18991912d402f4c7d75bcff210d4e13f50f37195c6e04c2ae1e,3c924782955871c711e42eda524b1136c5b0f17ffa5c04d2771f4fe8ce13b0b5
"-30","1.1","1","1003","0","5","bgm_M55","-50","101042","0","1","1.8","450","210","101042","-55","1.35","0","5","150","1","10030105"
"-30","0.6","1","1004","-30","1","bgm_M64","0","101161","0","1","0.8","-480","210","101161","-120","0.7","10","1","250","1","10040101"
"-30","0.75","1","1004","0","2","bgm_M64","0","101161","0","1","1.2","-260","200","101161","-120","1","10","2","0","1","10040102"
"-30","0.9","1","1004","-10","3","bgm_M64","-30","101161","-15","1","1.4","-20","200","101161","55","1","0","3","100","1","10040103"
"-30","0.9","1","1004","0","4","bgm_M64","-30","101161","0","1","1.3","180","200","101161","-30","1","0","4","0","1","10040104"
"-30","0.9","1","1004","-30","5","bgm_M55","-50","101162","-40","1","1.2","470","250","101162","-60","0.9","0","5","200","1","10040105"
"-30","0.6","1","1005","-30","1","bgm_M64","0","101171","0","1","0.8","-480","210","101161","-120","0.7","10","1","250","1","10050101"
"-30","0.75","1","1005","0","2","bgm_M64","0","101171","0","1","1.2","-260","200","101161","-120","1","10","2","0","1","10050102"
"-30","0.9","1","1005","-10","3","bgm_M64","-30","101171","-15","1","1.4","-20","200","101161","45","1","0","3","100","1","10050103"
"-30","0.7","1","1005","0","4","bgm_M64","0","101171","0","1","1","190","200","101161","-70","1","0","4","0","1","10050104"
"-30","1","1","1005","0","5","bgm_M55","-30","101172","-40","1","1.3","445","240","101162","-25","1","0","5","200","1","10050105"
"-30","0.6","1","1006","-30","1","bgm_M64","0","101191","0","1","0.8","-480","210","101161","-120","0.7","10","1","250","1","10060101"
"-30","0.75","1","1006","0","2","bgm_M64","0","101191","0","1","1.2","-260","200","101161","-100","1","10","2","0","1","10060102"
"-30","0.8","1","1006","-10","3","bgm_M64","0","101191","-15","1","1.1","-10","200","101161","65","1","0","3","100","1","10060103"
"-30","0.8","1","1006","0","4","bgm_M64","0","101191","0","1","1.2","190","200","101161","-110","1","0","4","0","1","10060104"
"-30","0.9","1","1006","-45","5","bgm_M55","-50","101192","0","1","1.15","485","280","101162","-70","1","-10","5","270","1","10060105"
"-30","0.6","1","1007","-30","1","bgm_M64","0","101201","0","1","0.8","-480","210","101161","-120","0.7","10","1","250","1","10070101"
"-30","0.9","1","1007","0","2","bgm_M64","0","101201","0","1","1.2","-260","240","101161","-120","1","10","2","120","1","10070102"
"-30","0.8","1","1007","-10","3","bgm_M64","0","101201","-15","1","1.1","-10","200","101161","65","1","0","3","100","1","10070103"
"-30","0.9","1","1007","0","4","bgm_M64","0","101201","0","1","1.2","190","200","101161","-110","1","0","4","100","1","10070104"
"-30","1","1","1007","-45","5","bgm_M55","-50","101202","-20","1","1.45","475","250","101162","-30","1","10","5","270","1","10070105"
"-30","0.6","1","1008","-30","1","bgm_M64","0","101291","0","1","0.8","-480","210","101161","-120","0.7","10","1","250","1","10080101"
"-30","0.9","1","1008","0","2","bgm_M64","0","101291","0","1","1.2","-260","240","101161","-120","1","10","2","120","1","10080102"
"-30","0.8","1","1008","-10","3","bgm_M64","0","101291","-15","1","1.1","-40","200","101161","65","1","0","3","100","1","10080103"
"-30","0.9","1","1008","0","4","bgm_M64","0","101291","0","1","1.3","150","200","101161","-110","1.3","0","4","100","1","10080104"
"-30","1.1","1","1008","30","5","bgm_M55","15","101292","-20","1","1.45","490","230","101162","-15","1.3","30","5","45","1","10080105"
"-30","0.6","1","1009","-30","1","bgm_M64","0","101301","0","1","0.8","-480","210","101161","-120","0.7","10","1","250","1","10090101"
"-30","0.75","1","1009","0","2","bgm_M64","0","101301","0","1","1.2","-260","200","101161","-120","1","10","2","120","1","10090102"
"-30","1.55","1","1009","-10","3","bgm_M64","0","101301","-15","1","2.3","-50","200","101161","100","2.2","0","3","100","1","10090103"
"-30","1","1","1009","0","4","bgm_M64","15","101301","0","1","1.3","180","200","101161","-100","1.3","0","4","100","1","10090104"
"-30","1","1","1009","-30","5","bgm_M55","-15","101302","-20","1","1.2","470","270","101162","-55","1.1","10","5","200","1","10090105"
"-30","0.575","1","1010","-30","1","bgm_M64","-25","101441","0","1","1","-450","210","101161","-130","0.9","10","1","170","1","10100101"
"-30","0.75","1","1010","0","2","bgm_M64","0","101441","0","1","1.2","-250","200","101161","-120","1","10","2","120","1","10100102"
"-30","0.8","1","1010","-10","3","bgm_M64","0","101441","-15","1","1.1","-10","200","101161","50","1","0","3","100","1","10100103"
"-30","0.9","1","1010","0","4","bgm_M64","-30","101441","0","1","1.3","180","200","101161","-100","1","0","4","0","1","10100104"
"-30","0.95","1","1010","-30","5","bgm_M55","-35","101442","-20","1","1.2","470","270","101162","-70","1.1","10","5","200","1","10100105"
"-30","0.575","1","1011","-30","1","bgm_M64","-25","101451","0","1","1","-450","210","101451","-130","0.9","10","1","170","1","10110101"
"-30","0.75","1","1011","0","2","bgm_M64","0","101451","0","1","1.2","-250","200","101451","-120","1","10","2","120","1","10110102"
"-30","0.9","1","1011","-10","3","bgm_M64","-30","101451","-15","1","1.4","-20","200","101451","50","1","0","3","100","1","10110103"
"-30","0.65","1","1011","0","4","bgm_M64","20","101451","0","1","0.9","200","220","101451","-100","0.8","0","4","100","1","10110104"
"-30","1.25","1","1011","-50","5","bgm_M55","-35","101452","0","1","1.55","510","290","101452","-70","1.4","0","5","200","1","10110105"
"-30","0.575","1","1012","-30","1","bgm_M64","-25","101561","0","1","1","-450","210","101451","-130","0.9","10","1","170","1","10120101"
"-30","0.9","1","1012","0","2","bgm_M64","0","101561","0","1","1.2","-240","240","101451","-120","1","0","2","120","1","10120102"
"-30","0.6","1","1012","-10","3","bgm_M64","0","101561","-5","1","0.9","-30","200","101451","60","0.8","5","3","100","1","10120103"
"-30","0.9","1","1012","0","4","bgm_M64","-30","101561","0","1","1.5","180","200","101451","-100","1.2","0","4","100","1","10120104"
"-30","1.25","1","1012","-50","5","bgm_M55","-60","101562","0","1","1.55","460","290","101452","-70","1.35","0","5","400","1","10120105"
"-30","0.6","1","1013","-30","1","bgm_M64","0","101001","0","1","0.8","-480","210","101001","-120","0.7","10","1","250","1","10130101"
"-30","0.75","1","1013","0","2","bgm_M64","0","101001","0","1","1.2","-260","200","101001","-120","1","10","2","0","1","10130102"
"-30","0.7","1","1013","-10","3","bgm_M64","0","101001","-13","1","1.1","-40","200","101001","0","1","0","3","100","1","10130103"
"-30","0.7","1","1013","0","4","bgm_M64","0","101001","0","1","1.2","240","200","101001","-50","1","0","4","0","1","10130104"
"-30","1.2","1","1013","0","5","bgm_M55","0","101011","0","1","1.3","480","250","101011","-40","1","0","5","200","1","10130105"
"-30","0.575","1","1014","-30","1","bgm_M64","-25","101041","0","1","1","-450","210","101041","-130","0.9","10","1","170","1","10140101"
"-30","0.75","1","1014","0","2","bgm_M64","0","101041","0","1","1.2","-250","200","101041","-120","1","10","2","120","1","10140102"
"-30","1.55","1","1014","-10","3","bgm_M64","0","101041","-15","1","2.3","-50","200","101041","100","2.2","0","3","100","1","10140103"
"-30","0.7","1","1014","0","4","bgm_M64","0","101041","0","1","1","190","200","101041","-70","1","0","4","0","1","10140104"
"-30","1.4","1","1014","0","5","bgm_M55","0","101042","0","1","1.8","440","250","101042","0","1.6","0","5","200","1","10140105"
"-30","0.6","1","1015","-30","1","bgm_M64","0","101041","0","1","0.8","-470","210","101161","-125","0.7","10","1","250","1","10150101"
"-30","0.75","1","1015","0","2","bgm_M64","0","101041","0","1","1.2","-210","200","101161","-95","1","10","2","120","1","10150102"
"-30","0.9","1","1015","-10","3","bgm_M64","-30","101041","-15","1","1.4","50","200","101161","-120","1","0","3","100","1","10150103"
"-30","0.7","1","1015","0","4","bgm_M64","43","101041","0","1","1","195","200","101162","35","1","0","4","150","1","10150104"
"-30","1.1","1","1015","0","5","bgm_M55","-50","101042","0","1","1.8","450","210","101161","-55","1.35","0","5","150","1","10150105"
"-30","0.6","1","1016","0","1","bgm_M64","0","101161","0","1","0.8","-480","210","101451","-120","0.85","10","1","250","1","10160101"
"-30","0.75","1","1016","0","2","bgm_M64","0","101161","0","1","1.2","-260","200","101451","-100","1.1","10","2","0","1","10160102"
"-30","0.8","1","1016","-10","3","bgm_M64","0","101161","-15","1","1.1","-10","200","101451","65","1","0","3","100","1","10160103"
"-30","0.8","1","1016","0","4","bgm_M64","0","101161","0","1","1","190","200","101451","-110","0.85","0","4","0","1","10160104"
"-30","0.9","1","1016","-45","5","bgm_M55","-50","101162","0","1","1.15","485","280","101452","-70","1","-10","5","270","1","10160105"
"-30","0.6","1","1017","-30","1","bgm_M64","0","101171","0","1","0.8","-480","210","101171","-120","0.7","10","1","250","1","10170101"
"-30","0.6","1","1017","0","2","bgm_M64","0","101171","0","1","1","-260","240","101171","-120","0.7","10","2","0","1","10170102"
"-30","0.9","1","1017","-10","3","bgm_M64","-30","101171","-15","1","1.4","-10","200","101171","65","1","0","3","0","1","10170103"
"-30","0.9","1","1017","0","4","bgm_M64","-30","101171","0","1","1.3","190","200","101171","-110","1","0","4","100","1","10170104"
"-30","1","1","1017","0","5","bgm_M55","-50","101172","-20","1","1.45","475","250","101172","-30","1","10","5","270","1","10170105"
"-30","0.6","1","1018","-30","1","bgm_M64","0","101191","0","1","0.8","-480","210","101171","-120","0.7","10","1","100","1","10180101"
"-30","0.75","1","1018","0","2","bgm_M64","0","101191","0","1","1.2","-260","200","101171","-100","1","10","2","100","1","10180102"
"-30","0.6","1","1018","-10","3","bgm_M64","0","101191","-5","1","0.9","-10","200","101171","65","0.8","5","3","100","1","10180103"
"-30","0.9","1","1018","0","4","bgm_M64","0","101191","-30","1","1.2","190","200","101171","-110","1","0","4","100","1","10180104"
"-30","1.1","1","1018","-45","5","bgm_M55","-50","101192","0","1","1.3","485","280","101172","-70","1","-10","5","100","1","10180105"
"-30","0.6","1","1019","0","1","bgm_M64","0","101201","0","1","0.8","-480","210","101161","-120","0.85","10","1","100","1","10190101"
"-30","0.75","1","1019","0","2","bgm_M64","0","101201","0","1","1.2","-260","240","101161","-120","1.1","10","2","100","1","10190102"
"-30","0.8","1","1019","-10","3","bgm_M64","0","101201","-15","1","1.1","-10","200","101161","65","1","0","3","100","1","10190103"
"-30","0.7","1","1019","0","4","bgm_M64","43","101201","0","1","1","190","200","101161","-110","1","0","4","100","1","10190104"
"-30","1","1","1019","-45","5","bgm_M55","-50","101202","-20","1","1.45","475","250","101162","-30","1","10","5","100","1","10190105"
"-30","0.6","1","1020","0","1","bgm_M64","0","101291","0","1","0.8","-480","210","101161","-120","0.85","10","1","100","1","10200101"
"-30","0.75","1","1020","0","2","bgm_M64","0","101291","0","1","1.2","-260","240","101161","-120","1.1","10","2","100","1","10200102"
"-30","0.8","1","1020","-10","3","bgm_M64","0","101291","-15","1","1.1","-40","200","101161","65","1","0","3","100","1","10200103"
"-30","0.8","1","1020","0","4","bgm_M64","-30","101291","0","1","1.5","150","200","101161","-110","1","0","4","100","1","10200104"
"-30","1.1","1","1020","30","5","bgm_M55","15","101292","-20","1","1.45","490","230","101162","-15","1","30","5","100","1","10200105"
"-30","0.58","1","1021","-30","1","bgm_M64","0","101301","0","1","0.8","-480","210","101161","-120","0.7","10","1","100","1","10210101"
"-30","0.9","1","1021","0","2","bgm_M64","0","101301","0","1","1.2","-260","200","101161","-120","1","10","2","100","1","10210102"
"-30","0.93","1","1021","-10","3","bgm_M64","-30","101301","0","1","1.4","-50","200","101161","100","1","-10","3","100","1","10210103"
"-30","0.9","1","1021","0","4","bgm_M64","15","101301","0","1","1.3","180","200","101161","-100","1.3","0","4","100","1","10210104"
"-30","1","1","1021","-30","5","bgm_M55","-15","101302","-20","1","1.2","470","270","101162","-55","1.1","10","5","100","1","10210105"
"-30","0.575","1","1022","0","1","bgm_M64","0","101441","0","1","0.8","-450","210","101161","-130","0.85","10","1","100","1","10220101"
"-30","0.75","1","1022","0","2","bgm_M64","0","101441","0","1","1.2","-250","200","101161","-120","1.1","10","2","100","1","10220102"
"-30","0.8","1","1022","-10","3","bgm_M64","0","101441","-15","1","1.2","-10","200","101161","50","1.1","0","3","100","1","10220103"
"-30","0.9","1","1022","0","4","bgm_M64","15","101441","0","1","1.3","180","200","101161","-100","1.3","0","4","100","1","10220104"
"-30","0.95","1","1022","-30","5","bgm_M55","-35","101442","-20","1","1.2","470","230","101162","-70","1.1","10","5","100","1","10220105"
"-30","0.58","1","1023","-30","1","bgm_M64","0","101451","0","1","0.8","-450","210","101451","-130","0.7","10","1","100","1","10230101"
"-30","0.9","1","1023","0","2","bgm_M64","0","101451","0","1","1.2","-250","200","101451","-120","1","10","2","100","1","10230102"
"-30","0.9","1","1023","-10","3","bgm_M64","-30","101451","-15","1","1.4","-20","200","101451","50","1","0","3","100","1","10230103"
"-30","0.8","1","1023","0","4","bgm_M64","0","101451","0","1","1","200","200","101451","-100","0.85","0","4","100","1","10230104"
"-30","1.25","1","1023","-50","5","bgm_M55","-35","101452","0","1","1.55","510","290","101452","-70","1.4","0","5","100","1","10230105"
"-30","0.58","1","1024","-30","1","bgm_M64","0","101561","0","1","0.8","-450","210","101451","-130","0.7","10","1","100","1","10240101"
"-30","0.75","1","1024","0","2","bgm_M64","0","101561","0","1","1.2","-240","240","101451","-120","1.1","0","2","100","1","10240102"
"-30","0.65","1","1024","-10","3","bgm_M64","0","101561","-5","1","1.1","-30","200","101451","60","1","5","3","100","1","10240103"
"-30","0.7","1","1024","0","4","bgm_M64","0","101561","0","1","1.2","180","200","101451","-100","1","0","4","100","1","10240104"
"-30","1.25","1","1024","-50","5","bgm_M55","-60","101562","0","1","1.55","460","290","101452","-70","1.35","0","5","400","1","10240105"
"-30","0.58","1","1025","-30","1","bgm_M64","0","101001","0","1","0.8","-480","210","101451","-120","0.7","10","1","100","1","10250101"
"-30","0.75","1","1025","0","2","bgm_M64","0","101001","0","1","1.2","-260","200","101451","-120","1.1","10","2","100","1","10250102"
"-30","0.6","1","1025","-10","3","bgm_M64","0","101001","-13","1","0.9","-40","200","101451","0","0.8","0","3","100","1","10250103"
"-30","0.8","1","1025","0","4","bgm_M64","-30","101001","0","1","1.5","240","200","101451","-50","1","0","4","100","1","10250104"
"-30","1.2","1","1025","0","5","bgm_M55","0","101011","0","1","1.3","480","250","101452","-40","1","0","5","100","1","10250105"
"-30","0.575","1","1026","-30","1","bgm_M64","-25","101021","0","1","1","-450","210","101021","-130","0.9","10","1","170","1","10260101"
"-30","0.75","1","1026","0","2","bgm_M64","0","101021","0","1","1.2","-250","200","101021","-120","1","10","2","120","1","10260102"
"-30","1.55","1","1026","-10","3","bgm_M64","0","101021","-15","1","2.3","-50","200","101021","100","2.2","0","3","100","1","10260103"
"-30","0.7","1","1026","0","4","bgm_M64","43","101021","0","1","1","190","200","101021","-70","1","0","4","150","1","10260104"
"-30","1.4","1","1026","0","5","bgm_M55","0","101031","0","1","1.8","440","220","101031","0","1.6","0","5","200","1","10260105"
"-30","0.6","1","1027","-30","1","bgm_M64","0","101041","0","1","0.8","-470","210","101161","-125","0.7","10","1","250","1","10270101"
"-30","0.75","1","1027","0","2","bgm_M64","0","101041","0","1","1.2","-210","200","101161","-95","1","10","2","120","1","10270102"
"-30","0.75","1","1027","-10","3","bgm_M64","-10","101041","-15","1","1.2","50","200","101161","-120","1","10","3","100","1","10270103"
"-30","0.7","1","1027","0","4","bgm_M64","20","101041","0","1","1.1","195","200","101162","35","1","0","4","100","1","10270104"
"-30","1.1","1.3","1027","0","5","bgm_M55","-50","101042","0","1","1.8","450","210","101161","-55","1.35","0","5","150","1","10270105"
"-30","0.6","1","1028","0","1","bgm_M64","0","101161","0","1","0.8","-480","210","101161","-120","0.85","10","1","250","1","10280101"
"-30","0.75","1","1028","0","2","bgm_M64","0","101161","0","1","1.2","-260","200","101161","-100","1.1","10","2","0","1","10280102"
"-30","0.65","1","1028","-10","3","bgm_M64","0","101161","-5","1","1.1","-10","200","101161","65","1","5","3","100","1","10280103"
"-30","0.9","1","1028","0","4","bgm_M64","0","101161","0","1","1.35","190","200","101161","-110","1.3","0","4","100","1","10280104"
"-30","0.9","1.3","1028","-45","5","bgm_M55","-50","101162","-40","1","1.15","485","280","101162","-70","1","-10","5","270","1","10280105"
"-30","0.6","1","1029","-30","1","bgm_M64","0","101171","0","1","0.8","-480","210","101171","-120","0.7","10","1","250","1","10290101"
"-30","0.6","1","1029","0","2","bgm_M64","0","101171","0","1","1","-260","240","101171","-120","0.7","10","2","0","1","10290102"
"-30","0.9","1","1029","-10","3","bgm_M64","-30","101171","-15","1","1.4","-10","200","101171","65","1","0","3","0","1","10290103"
"-30","0.9","1","1029","0","4","bgm_M64","-30","101171","0","1","1.3","190","200","101171","-110","1","0","4","100","1","10290104"
"-30","1","1","1029","0","5","bgm_M55","-50","101172","-20","1","1.45","475","250","101172","-30","1","10","5","270","1","10290105"
"-30","0.6","1","1030","-30","1","bgm_M64","0","101191","0","1","0.8","-480","210","101171","-120","0.7","10","1","100","1","10300101"
"-30","0.8","1","1030","0","2","bgm_M64","0","101191","0","1","1.2","-260","200","101171","-100","1","10","2","100","1","10300102"
"-30","0.6","1","1030","-10","3","bgm_M64","0","101191","-5","1","0.9","-10","200","101171","65","0.8","5","3","100","1","10300103"
"-30","0.9","1","1030","0","4","bgm_M64","0","101191","0","1","1.2","190","200","101171","-110","1","0","4","100","1","10300104"
"-30","1.1","1","1030","-45","5","bgm_M55","-50","101192","0","1","1.3","485","280","101172","-70","1","-10","5","200","1.2","10300105"
"-30","0.6","1","1031","0","1","bgm_M64","0","101201","0","1","0.8","-480","210","101161","-120","0.85","10","1","100","1","10310101"
"-30","0.75","1","1031","0","2","bgm_M64","0","101201","0","1","1.2","-260","240","101161","-120","1.1","10","2","100","1","10310102"
"-30","0.8","1","1031","-10","3","bgm_M64","0","101201","-15","1","1.1","-10","200","101161","65","1","0","3","100","1","10310103"
"-30","0.7","1","1031","0","4","bgm_M64","43","101201","0","1","1","190","200","101161","-110","1","0","4","100","1","10310104"
"-30","1","1","1031","-45","5","bgm_M55","-50","101202","-20","1","1.45","475","250","101162","-30","1","10","5","100","1","10310105"
"-30","0.6","1","1032","0","1","bgm_M64","0","101291","0","1","0.8","-480","210","101291","-120","0.85","10","1","100","1","10320101"
"-30","0.75","1","1032","0","2","bgm_M64","0","101291","0","1","1.2","-260","240","101291","-120","1.1","10","2","100","1","10320102"
"-30","0.9","1","1032","-10","3","bgm_M64","0","101291","-15","1","1.3","-40","200","101291","65","1","0","3","100","1","10320103"
"-30","0.8","1","1032","0","4","bgm_M64","-30","101291","0","1","1.3","150","200","101291","-110","1","0","4","100","1","10320104"
"-30","1.1","1","1032","30","5","bgm_M55","15","101292","-20","1","1.45","490","230","101292","-15","1","30","5","100","1","10320105"
"-30","0.58","1","1033","-30","1","bgm_M64","0","101301","0","1","0.8","-480","210","101301","-120","0.7","10","1","100","1","10330101"
"-30","0.9","1","1033","0","2","bgm_M64","0","101301","0","1","1.2","-260","200","101301","-120","1","10","2","100","1","10330102"
"-30","0.93","1","1033","-10","3","bgm_M64","-30","101301","0","1","1.4","-50","200","101301","100","1","-10","3","200","1","10330103"
"-30","0.9","1","1033","0","4","bgm_M64","15","101301","0","1","1.3","100","200","101301","-100","1","0","4","100","1","10330104"
"-30","1","1","1033","-30","5","bgm_M55","-15","101302","-20","1","1.2","470","270","101302","-55","1.1","10","5","100","1","10330105"
"-30","0.575","1","1034","0","1","bgm_M64","0","101441","0","1","0.8","-450","210","101161","-130","0.85","10","1","100","1","10340101"
"-30","0.75","1","1034","0","2","bgm_M64","0","101441","0","1","1","-250","200","101161","-120","0.7","10","2","200","1","10340102"
"-30","0.8","1","1034","-10","3","bgm_M64","0","101441","-15","1","1.2","-10","200","101161","50","1.1","0","3","100","1","10340103"
"-30","0.9","1","1034","0","4","bgm_M64","43","101441","0","1","1","180","200","101161","-100","1","0","4","150","1","10340104"
"-30","0.95","1","1034","-30","5","bgm_M55","-35","101442","-20","1","1.2","470","230","101162","-70","1.1","10","5","100","1","10340105"
"-30","0.58","1","1035","-30","1","bgm_M64","0","101451","0","1","0.8","-450","210","101451","-130","0.7","10","1","100","1","10350101"
"-30","0.9","1","1035","0","2","bgm_M64","0","101451","0","1","1.2","-250","200","101451","-120","1","10","2","100","1","10350102"
"-30","0.9","1","1035","-10","3","bgm_M64","-30","101451","-15","1","1.4","-20","200","101451","50","1","0","3","100","1","10350103"
"-30","0.8","1","1035","0","4","bgm_M64","0","101451","0","1","1","200","200","101451","-100","0.85","0","4","100","1","10350104"
"-30","1.25","1","1035","-50","5","bgm_M55","-35","101452","0","1","1.55","510","290","101452","-70","1.4","0","5","100","1.2","10350105"
"-30","0.58","1","1036","-30","1","bgm_M64","0","101561","0","1","0.8","-450","210","101451","-130","0.7","10","1","100","1","10360101"
"-30","0.75","1","1036","0","2","bgm_M64","0","101561","0","1","1.2","-240","240","101451","-120","1.1","0","2","100","1","10360102"
"-30","0.65","1","1036","-10","3","bgm_M64","0","101561","-5","1","1.1","-30","200","101451","60","1","5","3","100","1","10360103"
"-30","1.1","1","1036","0","4","bgm_M64","0","101561","0","1","1.2","180","200","101451","-100","1","0","4","100","1","10360104"
"-30","1.25","1","1036","-50","5","bgm_M55","-60","101562","0","1","1.55","460","290","101452","-70","1.35","0","5","400","1.4","10360105"
"-30","0.58","1","1037","-30","1","bgm_M64","0","101001","0","1","0.8","-480","210","101451","-120","0.7","10","1","100","1","10370101"
"-30","0.75","1","1037","0","2","bgm_M64","0","101001","0","1","1.2","-260","200","101451","-120","1.1","10","2","100","1","10370102"
"-30","0.6","1","1037","-60","3","bgm_M64","-50","101001","-13","1","0.9","-40","200","101451","0","0.55","0","3","150","1.4","10370103"
"-30","0.8","1","1037","0","4","bgm_M64","-30","101001","0","1","1.3","240","200","101451","-50","1","0","4","100","1","10370104"
"-30","1.2","1","1037","0","5","bgm_M55","0","101011","0","1","1.3","480","250","101452","-40","1","0","5","100","1.2","10370105"
"-30","0.575","1","1038","-30","1","bgm_M64","-25","101021","0","1","1","-450","210","101021","-110","0.9","10","1","170","1","10380101"
"-30","0.75","1","1038","0","2","bgm_M64","0","101021","0","1","1.2","-250","200","101021","-120","1","10","2","120","1","10380102"
"-30","0.8","1","1038","-10","3","bgm_M64","0","101021","-15","1","1.2","-50","200","101021","100","1.1","0","3","100","1","10380103"
