c2ff87cbe3d383d5bec1b0f080b4064af06539cbb2a72169c977aec368eba4ae,ff13decd4c201b75b629222a1fb3090989baf616f60b15539a85bb0b330902a1,4b74aada2c6d1eaf59c550bed185f4ecf2f10cc342aa9654e1b0864d1abfc28c,11626e5e4e9d17fa6d8bcb3339806c3ff4d44eb2931c8e36281927de2ae1965f,59f6c0abb34d8c57330a9d64d4e56ca5095b71435b4d379e07edb9c0f16b7b7f,a35329bfa03ec63aa0b28dfd96803d969021ca9e7d95ec7f3536e640e3fc628f,3b29c94900ea91df48580695dcd0281201142940b58fc87e90d3eae2039b3363,275826ff4d2a0938459a3e55175cc6b91f470d9b91e3562aeb04c605f7d9e389,c63ed99391f90868744e0509c89defde15ed95b77211784ff0e9aa7d90614a01,046ed2e9cf358e11a51fb8b5ad0970790307952dbbc2b9a82b0e047a968d6599,3b216b46ad26023434f76a3335dc74e744072fba6975ac743c382713b13fb33f,47b969b2e746caed001e353c9521f754b87290414b906f9dfd0d787dcd4071ab
"3004","1","1","バトル開始から90秒間、味方の物理攻撃力がアップ","5580000000000","0","300419","3","36000","物理攻撃アップ90秒","-1","300419"
"3004","1","1","バトル開始から90秒間、味方の物理攻撃力がアップ","4860000000000","0","300420","3","36000","物理攻撃アップ90秒","-1","300420"
"3004","1","1","バトル開始から90秒間、味方の物理攻撃力がアップ","4320000000000","0","300421","3","36000","物理攻撃アップ90秒","-1","300421"
"3004","1","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","3780000000000","0","300422","3","36000","魔法攻撃アップ90秒","-1","300422"
"3004","1","1","バトル開始から90秒間、敵の物理防御力がダウン","3240000000000","0","300423","3","36000","物理防御ダウン90秒","-1","300423"
"3004","1","1","バトル開始時、味方のＴＰが150アップ","2520000000000","0","300424","3","36000","TP150アップ","-1","300424"
"3004","1","1","バトル開始から15秒間、味方が無敵状態になる","1980000000000","0","300425","3","36000","無敵15秒","-1","300425"
"3004","1","1","バトル開始から90秒間、味方の物理攻撃力がアップ","1440000000000","0","300426","3","36000","物理攻撃アップ90秒","-1","300426"
"3004","1","1","バトル開始から90秒間、味方の物理攻撃力がアップ","720000000000","0","300427","3","36000","物理攻撃アップ90秒","-1","300427"
"3004","1","1","バトル開始から90秒間、敵の物理防御力がダウン","180000000000","0","300428","3","36000","物理防御ダウン90秒","-1","300428"
"3005","1","1","バトル開始から90秒間、敵の物理攻撃力がダウン","64020000000000","0","300501","3","36000","物理攻撃ダウン90秒","-1","300501"
"3005","1","1","バトル開始から90秒間、敵の物理攻撃力がダウン","61380000000000","0","300502","3","36000","物理攻撃ダウン90秒","-1","300502"
"3005","1","1","バトル開始から90秒間、敵の物理攻撃力がダウン","59400000000000","0","300503","3","36000","物理攻撃ダウン90秒","-1","300503"
"3005","1","1","バトル開始から90秒間、敵の物理攻撃力がダウン","57420000000000","0","300504","3","36000","物理攻撃ダウン90秒","-1","300504"
"3005","1","1","バトル開始から90秒間、敵の物理防御力がダウン","55440000000000","0","300505","3","36000","物理防御ダウン90秒","-1","300505"
"3005","1","1","バトル開始から90秒間、敵の魔法防御力がダウン","52800000000000","0","300506","3","36000","魔法防御ダウン90秒","-1","300506"
"3005","1","1","バトル開始から90秒間、敵の物理攻撃力がダウン","50820000000000","0","300507","3","36000","物理攻撃ダウン90秒","-1","300507"
"3005","1","1","バトル開始から90秒間、敵の物理攻撃力がダウン","48840000000000","0","300508","3","36000","物理攻撃ダウン90秒","-1","300508"
"3005","1","1","バトル開始から90秒間、敵の物理防御力がダウン","46860000000000","0","300509","3","36000","物理防御ダウン90秒","-1","300509"
"3005","1","1","バトル開始から90秒間、敵の魔法防御力がダウン","44220000000000","0","300510","3","36000","魔法防御ダウン90秒","-1","300510"
"3005","1","1","バトル開始から90秒間、敵の物理攻撃力がダウン","42240000000000","0","300511","3","36000","物理攻撃ダウン90秒","-1","300511"
"3005","1","1","バトル開始から90秒間、敵の物理攻撃力がダウン","39600000000000","0","300512","3","36000","物理攻撃ダウン90秒","-1","300512"
"3005","1","1","バトル開始から90秒間、敵の物理攻撃力がダウン","37620000000000","0","300513","3","36000","物理攻撃ダウン90秒","-1","300513"
"3005","1","1","バトル開始から90秒間、敵の物理攻撃力がダウン","35640000000000","0","300514","3","36000","物理攻撃ダウン90秒","-1","300514"
"3005","1","1","バトル開始から90秒間、敵の物理防御力がダウン","33660000000000","0","300515","3","36000","物理防御ダウン90秒","-1","300515"
"3005","1","1","バトル開始から90秒間、敵の魔法防御力がダウン","31020000000000","0","300516","3","36000","魔法防御ダウン90秒","-1","300516"
"3005","1","1","バトル開始から90秒間、敵の物理攻撃力がダウン","29040000000000","0","300517","3","36000","物理攻撃ダウン90秒","-1","300517"
"3005","1","1","バトル開始から90秒間、敵の物理攻撃力がダウン","27060000000000","0","300518","3","36000","物理攻撃ダウン90秒","-1","300518"
"3005","1","1","バトル開始から90秒間、敵の物理防御力がダウン","24420000000000","0","300519","3","36000","物理防御ダウン90秒","-1","300519"
"3005","1","1","バトル開始から90秒間、敵の魔法防御力がダウン","22440000000000","0","300520","3","36000","魔法防御ダウン90秒","-1","300520"
"3005","1","1","バトル開始から90秒間、敵の物理攻撃力がダウン","20460000000000","0","300521","3","36000","物理攻撃ダウン90秒","-1","300521"
"3005","1","1","バトル開始から90秒間、敵の物理攻撃力がダウン","17820000000000","0","300522","3","36000","物理攻撃ダウン90秒","-1","300522"
"3005","1","1","バトル開始から90秒間、味方の物理攻撃力がアップ","15840000000000","0","300523","3","36000","物理攻撃アップ90秒","-1","300523"
"3005","1","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","13860000000000","0","300524","3","36000","魔法攻撃アップ90秒","-1","300524"
"3005","1","1","バトル開始から90秒間、敵の物理攻撃力がダウン","11880000000000","0","300525","3","36000","物理攻撃ダウン90秒","-1","300525"
"3005","1","1","バトル開始時、味方のＴＰが150アップ","9240000000000","0","300526","3","36000","TP150アップ","-1","300526"
"3005","1","1","バトル開始から15秒間、味方が無敵状態になる","7260000000000","0","300527","3","36000","無敵15秒","-1","300527"
"3005","1","1","バトル開始から90秒間、味方の物理攻撃力がアップ","5280000000000","0","300528","3","36000","物理攻撃アップ90秒","-1","300528"
"3005","1","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","2640000000000","0","300529","3","36000","魔法攻撃アップ90秒","-1","300529"
"3005","1","1","バトル開始から90秒間、敵の物理攻撃力がダウン","660000000000","0","300530","3","36000","物理攻撃ダウン90秒","-1","300530"
"3006","1","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","29100000000000","0","300601","3","54000","魔法攻撃アップ90秒","-1","300601"
"3006","1","1","バトル開始から90秒間、味方の物理攻撃力がアップ","27000000000000","0","300602","3","54000","物理攻撃アップ90秒","-1","300602"
"3006","1","1","バトル開始から90秒間、敵の物理防御力がダウン","25200000000000","0","300603","3","54000","物理防御ダウン90秒","-1","300603"
"3006","1","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","23100000000000","0","300604","3","54000","魔法攻撃アップ90秒","-1","300604"
"3006","1","1","バトル開始から90秒間、敵の魔法防御力がダウン","21300000000000","0","300605","3","54000","魔法防御ダウン90秒","-1","300605"
"3006","1","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","19200000000000","0","300606","3","54000","魔法攻撃アップ90秒","-1","300606"
"3006","1","1","バトル開始から90秒間、味方のＨＰが毎秒回復","17100000000000","0","300607","3","54000","毎秒ＨＰ回復90秒","-1","300607"
"3006","1","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","15300000000000","0","300608","3","54000","魔法攻撃アップ90秒","-1","300608"
"3006","1","1","バトル開始から90秒間、味方の物理攻撃力がアップ","13200000000000","0","300609","3","54000","物理攻撃アップ90秒","-1","300609"
"3006","1","1","バトル開始から90秒間、敵の物理防御力がダウン","11100000000000","0","300610","3","54000","物理防御ダウン90秒","-1","300610"
"3006","1","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","9300000000000","0","300611","3","54000","魔法攻撃アップ90秒","-1","300611"
"3006","1","1","バトル開始から90秒間、敵の魔法防御力がダウン","8100000000000","0","300612","3","54000","魔法防御ダウン90秒","-1","300612"
"3006","1","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","6300000000000","0","300613","3","54000","魔法攻撃アップ90秒","-1","300613"
"3006","1","1","バトル開始から90秒間、味方のＨＰが毎秒回復","4200000000000","0","300614","3","54000","毎秒ＨＰ回復90秒","-1","300614"
"3006","1","1","バトル開始から15秒間、味方が無敵状態になる","3300000000000","0","300615","3","54000","無敵15秒","-1","300615"
"3006","1","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","2400000000000","0","300616","3","54000","魔法攻撃アップ90秒","-1","300616"
"3006","1","1","バトル開始から90秒間、敵の物理防御力がダウン","1200000000000","0","300617","3","54000","物理防御ダウン90秒","-1","300617"
"3006","1","1","バトル開始から90秒間、敵の魔法防御力がダウン","300000000000","0","300618","3","54000","魔法防御ダウン90秒","-1","300618"
"3007","1","1","バトル開始から90秒間、味方のＨＰが毎秒回復","34920000000000","0","300701","3","54000","毎秒ＨＰ回復90秒","-1","300701"
"3007","1","1","バトル開始から90秒間、敵の物理攻撃力がダウン","32400000000000","0","300702","3","54000","物理攻撃ダウン90秒","-1","300702"
"3007","1","1","バトル開始から90秒間、敵の魔法攻撃力がダウン","30240000000000","0","300703","3","54000","魔法攻撃ダウン90秒","-1","300703"
"3007","1","1","バトル開始から90秒間、味方の物理攻撃力がアップ","27720000000000","0","300704","3","54000","物理攻撃アップ90秒","-1","300704"
"3007","1","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","25560000000000","0","300705","3","54000","魔法攻撃アップ90秒","-1","300705"
"3007","1","1","バトル開始から90秒間、敵の物理防御力がダウン","23040000000000","0","300706","3","54000","物理防御ダウン90秒","-1","300706"
"3007","1","1","バトル開始から90秒間、味方のＴＰが毎秒アップ","20520000000000","0","300707","3","54000","毎秒ＴＰアップ90秒","-1","300707"
"3007","1","1","バトル開始から90秒間、味方のＨＰが毎秒回復","18360000000000","0","300708","3","54000","毎秒ＨＰ回復90秒","-1","300708"
