7919b18782075a4fc23a71a6663eb8978933101461591f067024c8520f5612a9,66060e0ec0c589addb72cd1fec36a70200661693c6b7988a2a0e0fd6f4046b9e,a8443bf18ec4031365b7bd6e4141e23bb9e5639314bee95d39ea9aa41c0a8455,7c5254f5f0cc4499e3306d4f3760aa61d7851143f95e2829e975ed5a8b69310d,3878c88397ecbdc7e4cc94f4c5182f1352a9139599a59242f596544abdd0a918,0e7fd11a0cf2c4b94a194931eeea6343faf38fde27fa73751fdfbe120369e431,188c6db979a6fba73d756dae5a19a784b90d5aed3f80b807317e52e18f001f47,43db6be86f80debbc907903198a1baf6b79873218f0309dae4bfc995318713ce,a603944da790c9b91d4bff7b100d8d0bb070d52ed27d967095f9f8c30ee98b98,dd56296c4e8a799161f4d1d575cabb2c89aa0e5ad4e4e3e21307f06e77432e27,94be24830ed32b7a7a9b95826325999baca9549ba5e9abc8e80227129afb5a5d,5f09dd0dc46cd957d5660e70527e687605269c1464b5c2543bcbed351ba3d86e,a0daa43cd114374c2beb8b3242a16abd88d06773b0c0cbe3e7e36df9cdc7e360,b5573c6588db0b504e2136e9a20ed2ee033496c2cd866a832922762b4082204a,b98f92993c4e7a2b618dc4a58a9ef5ba40da3e3dc28386cd8a5950cbfdccd36d
"3200305","0","32003","CONQUEST！","0","32001005","2030/04/01 14:59:59","80001","0","1004110","1","603","5","スペシャルダンジョンを5回登頂しよう","2015/04/01 15:00:00"
"3200401","0","32004","1st Round Clear！","0","32001001","2030/04/01 14:59:59","80001","0","1004110","1","603","1","スペシャルダンジョンを1回登頂しよう","2015/04/01 15:00:00"
"3200402","0","32004","2nd Round Clear！","0","32001002","2030/04/01 14:59:59","80001","0","1004110","1","603","2","スペシャルダンジョンを2回登頂しよう","2015/04/01 15:00:00"
"3200403","0","32004","3rd Round Clear！","0","32001003","2030/04/01 14:59:59","80001","0","1004110","1","603","3","スペシャルダンジョンを3回登頂しよう","2015/04/01 15:00:00"
"3200404","0","32004","4th Round Clear！","0","32001004","2030/04/01 14:59:59","80001","0","1004110","1","603","4","スペシャルダンジョンを4回登頂しよう","2015/04/01 15:00:00"
"3200405","0","32004","CONQUEST！","0","32001005","2030/04/01 14:59:59","80001","0","1004110","1","603","5","スペシャルダンジョンを5回登頂しよう","2015/04/01 15:00:00"
"3200501","0","32005","1st Round Clear！","0","32001001","2030/04/01 14:59:59","80001","0","1004110","1","603","1","スペシャルダンジョンを1回登頂しよう","2015/04/01 15:00:00"
"3200502","0","32005","2nd Round Clear！","0","32001002","2030/04/01 14:59:59","80001","0","1004110","1","603","2","スペシャルダンジョンを2回登頂しよう","2015/04/01 15:00:00"
"3200503","0","32005","3rd Round Clear！","0","32001003","2030/04/01 14:59:59","80001","0","1004110","1","603","3","スペシャルダンジョンを3回登頂しよう","2015/04/01 15:00:00"
"3200504","0","32005","4th Round Clear！","0","32001004","2030/04/01 14:59:59","80001","0","1004110","1","603","4","スペシャルダンジョンを4回登頂しよう","2015/04/01 15:00:00"
"3200505","0","32005","CONQUEST！","0","32001005","2030/04/01 14:59:59","80001","0","1004110","1","603","5","スペシャルダンジョンを5回登頂しよう","2015/04/01 15:00:00"
"3200601","0","32006","1st Round Clear！","0","32001001","2030/04/01 14:59:59","80001","0","1004110","1","603","1","スペシャルダンジョンを1回登頂しよう","2015/04/01 15:00:00"
"3200602","0","32006","2nd Round Clear！","0","32001002","2030/04/01 14:59:59","80001","0","1004110","1","603","2","スペシャルダンジョンを2回登頂しよう","2015/04/01 15:00:00"
"3200603","0","32006","3rd Round Clear！","0","32001003","2030/04/01 14:59:59","80001","0","1004110","1","603","3","スペシャルダンジョンを3回登頂しよう","2015/04/01 15:00:00"
"3200604","0","32006","4th Round Clear！","0","32001004","2030/04/01 14:59:59","80001","0","1004110","1","603","4","スペシャルダンジョンを4回登頂しよう","2015/04/01 15:00:00"
"3200605","0","32006","CONQUEST！","0","32001005","2030/04/01 14:59:59","80001","0","1004110","1","603","5","スペシャルダンジョンを5回登頂しよう","2015/04/01 15:00:00"
"3200701","0","32007","1st Round Clear！","0","32001001","2030/04/01 14:59:59","80001","0","1004110","1","603","1","スペシャルダンジョンを1回登頂しよう","2015/04/01 15:00:00"
"3200702","0","32007","2nd Round Clear！","0","32001002","2030/04/01 14:59:59","80001","0","1004110","1","603","2","スペシャルダンジョンを2回登頂しよう","2015/04/01 15:00:00"
"3200703","0","32007","3rd Round Clear！","0","32001003","2030/04/01 14:59:59","80001","0","1004110","1","603","3","スペシャルダンジョンを3回登頂しよう","2015/04/01 15:00:00"
"3200704","0","32007","4th Round Clear！","0","32001004","2030/04/01 14:59:59","80001","0","1004110","1","603","4","スペシャルダンジョンを4回登頂しよう","2015/04/01 15:00:00"
"3200705","0","32007","CONQUEST！","0","32001005","2030/04/01 14:59:59","80001","0","1004110","1","603","5","スペシャルダンジョンを5回登頂しよう","2015/04/01 15:00:00"
"3200801","0","32008","1st Round Clear！","0","32001001","2030/04/01 14:59:59","80001","0","1004110","1","603","1","スペシャルダンジョンを1回登頂しよう","2015/04/01 15:00:00"
"3200802","0","32008","2nd Round Clear！","0","32001002","2030/04/01 14:59:59","80001","0","1004110","1","603","2","スペシャルダンジョンを2回登頂しよう","2015/04/01 15:00:00"
"3200803","0","32008","3rd Round Clear！","0","32001003","2030/04/01 14:59:59","80001","0","1004110","1","603","3","スペシャルダンジョンを3回登頂しよう","2015/04/01 15:00:00"
"3200804","0","32008","4th Round Clear！","0","32001004","2030/04/01 14:59:59","80001","0","1004110","1","603","4","スペシャルダンジョンを4回登頂しよう","2015/04/01 15:00:00"
"3200805","0","32008","CONQUEST！","0","32001005","2030/04/01 14:59:59","80001","0","1004110","1","603","5","スペシャルダンジョンを5回登頂しよう","2015/04/01 15:00:00"
"3200901","0","32009","1st Round Clear！","0","32001001","2030/04/01 14:59:59","80001","0","1004110","1","603","1","スペシャルダンジョンを1回登頂しよう","2015/04/01 15:00:00"
"3200902","0","32009","2nd Round Clear！","0","32001002","2030/04/01 14:59:59","80001","0","1004110","1","603","2","スペシャルダンジョンを2回登頂しよう","2015/04/01 15:00:00"
"3200903","0","32009","3rd Round Clear！","0","32001003","2030/04/01 14:59:59","80001","0","1004110","1","603","3","スペシャルダンジョンを3回登頂しよう","2015/04/01 15:00:00"
"3200904","0","32009","4th Round Clear！","0","32001004","2030/04/01 14:59:59","80001","0","1004110","1","603","4","スペシャルダンジョンを4回登頂しよう","2015/04/01 15:00:00"
"3200905","0","32009","CONQUEST！","0","32001005","2030/04/01 14:59:59","80001","0","1004110","1","603","5","スペシャルダンジョンを5回登頂しよう","2015/04/01 15:00:00"
"3201001","0","32010","1st Round Clear！","0","32001001","2030/04/01 14:59:59","80001","0","1004110","1","603","1","スペシャルダンジョンを1回登頂しよう","2015/04/01 15:00:00"
"3201002","0","32010","2nd Round Clear！","0","32001002","2030/04/01 14:59:59","80001","0","1004110","1","603","2","スペシャルダンジョンを2回登頂しよう","2015/04/01 15:00:00"
"3201003","0","32010","3rd Round Clear！","0","32001003","2030/04/01 14:59:59","80001","0","1004110","1","603","3","スペシャルダンジョンを3回登頂しよう","2015/04/01 15:00:00"
"3201004","0","32010","4th Round Clear！","0","32001004","2030/04/01 14:59:59","80001","0","1004110","1","603","4","スペシャルダンジョンを4回登頂しよう","2015/04/01 15:00:00"
"3201005","0","32010","CONQUEST！","0","32001005","2030/04/01 14:59:59","80001","0","1004110","1","603","5","スペシャルダンジョンを5回登頂しよう","2015/04/01 15:00:00"
"3201101","0","32011","1st Round Clear！","0","32001001","2030/04/01 14:59:59","80001","0","1004110","1","603","1","スペシャルダンジョンを1回登頂しよう","2015/04/01 15:00:00"
"3201102","0","32011","2nd Round Clear！","0","32001002","2030/04/01 14:59:59","80001","0","1004110","1","603","2","スペシャルダンジョンを2回登頂しよう","2015/04/01 15:00:00"
"3201103","0","32011","3rd Round Clear！","0","32001003","2030/04/01 14:59:59","80001","0","1004110","1","603","3","スペシャルダンジョンを3回登頂しよう","2015/04/01 15:00:00"
"3201104","0","32011","4th Round Clear！","0","32001004","2030/04/01 14:59:59","80001","0","1004110","1","603","4","スペシャルダンジョンを4回登頂しよう","2015/04/01 15:00:00"
"3201105","0","32011","CONQUEST！","0","32001005","2030/04/01 14:59:59","80001","0","1004110","1","603","5","スペシャルダンジョンを5回登頂しよう","2015/04/01 15:00:00"
"3201201","0","32012","1st Round Clear！","0","32001001","2030/04/01 14:59:59","80001","0","1004110","1","603","1","スペシャルダンジョンを1回登頂しよう","2015/04/01 15:00:00"
"3201202","0","32012","2nd Round Clear！","0","32001002","2030/04/01 14:59:59","80001","0","1004110","1","603","2","スペシャルダンジョンを2回登頂しよう","2015/04/01 15:00:00"
"3201203","0","32012","3rd Round Clear！","0","32001003","2030/04/01 14:59:59","80001","0","1004110","1","603","3","スペシャルダンジョンを3回登頂しよう","2015/04/01 15:00:00"
"3201204","0","32012","4th Round Clear！","0","32001004","2030/04/01 14:59:59","80001","0","1004110","1","603","4","スペシャルダンジョンを4回登頂しよう","2015/04/01 15:00:00"
"3201205","0","32012","CONQUEST！","0","32001005","2030/04/01 14:59:59","80001","0","1004110","1","603","5","スペシャルダンジョンを5回登頂しよう","2015/04/01 15:00:00"
"3201301","0","32013","1st Round Clear！","0","32001001","2030/04/01 14:59:59","80001","0","1004110","1","603","1","スペシャルダンジョンを1回登頂しよう","2015/04/01 15:00:00"
"3201302","0","32013","2nd Round Clear！","0","32001002","2030/04/01 14:59:59","80001","0","1004110","1","603","2","スペシャルダンジョンを2回登頂しよう","2015/04/01 15:00:00"
"3201303","0","32013","3rd Round Clear！","0","32001003","2030/04/01 14:59:59","80001","0","1004110","1","603","3","スペシャルダンジョンを3回登頂しよう","2015/04/01 15:00:00"
"3201304","0","32013","4th Round Clear！","0","32001004","2030/04/01 14:59:59","80001","0","1004110","1","603","4","スペシャルダンジョンを4回登頂しよう","2015/04/01 15:00:00"
"3201305","0","32013","CONQUEST！","0","32001005","2030/04/01 14:59:59","80001","0","1004110","1","603","5","スペシャルダンジョンを5回登頂しよう","2015/04/01 15:00:00"
"3201401","0","32014","1st Round Clear！","0","32001001","2030/04/01 14:59:59","80001","0","1004110","1","603","1","スペシャルダンジョンを1回登頂しよう","2015/04/01 15:00:00"
"3201402","0","32014","2nd Round Clear！","0","32001002","2030/04/01 14:59:59","80001","0","1004110","1","603","2","スペシャルダンジョンを2回登頂しよう","2015/04/01 15:00:00"
"3201403","0","32014","3rd Round Clear！","0","32001003","2030/04/01 14:59:59","80001","0","1004110","1","603","3","スペシャルダンジョンを3回登頂しよう","2015/04/01 15:00:00"
"3201404","0","32014","4th Round Clear！","0","32001004","2030/04/01 14:59:59","80001","0","1004110","1","603","4","スペシャルダンジョンを4回登頂しよう","2015/04/01 15:00:00"
"3201405","0","32014","CONQUEST！","0","32001005","2030/04/01 14:59:59","80001","0","1004110","1","603","5","スペシャルダンジョンを5回登頂しよう","2015/04/01 15:00:00"
