0828c3a6d60b24f22336bcaff44ee1e7028f47b737047e2cd57f4def4e51ed99,4005ca77c040606733f43de1214bad717dae4cb127c44465dcd188c409cb90ae,bb717c071c1b4c6cb3ffa89b58db82d8661dfca7606d732eeeebae8ce7440627,18525f658d37cbba455a5b3c6ffb33fefe522eed38bc53cc69a26759ff01a8c0,84c82582bad477b2984b20e8e0adb647df2e858c80d422cb98abf3378676c023,6e074fdfe49ab7e531a5495edbd206c1c8e6e43c47f37095826543e876509a77,744eb978c1b466f5aa782de4c92c1279cc97aa081182e968f383c4e8e0dd01c2,8e764655a1580273ef7ccae567aea7ca4f0f80ae7bb12acf11e27c178324267a,286317b5e71e1fdbf29820a2c96588ddcd85fb732f8b65038b4ba1f390c6c7e4,1d075905652884ad36eac8b4bef04a7decc9eb0c41bed5d1763d9f2c9fd22c92,c82c4fd27d23e43c9845fb48163687c706708a2996ea9da565671ed9452da12c
"0","120010007","3","","3","0","31","345.4","0","2001","1"
"","120010008","0","","3","","35","","","2001",""
"","120010009","1","","3","","32","","","2001",""
"","120010010","31000001","","31000001","1","31","-345.4","0","2001","1"
"","120010011","31000002","","31000002","1","31","345.4","0","2001","1"
"","120010012","100","","100","1","31","0","0","2001","1"
"","120010013","101","","101","0","31","0","0","2001","1"
"","120010014","","","0","","91","","","2001",""
"","120010015","1","","100","","35","","","2001",""
"0","120010016","look_in","","1000001","0","3","0","look_loop","2001","1"
"","120010017","0","","1.3","","93","","","2001",""
"","121010001","998","","12","0","31","0","0","2101","1"
"","121010002","997","","14","0","31","0","0","2101","1"
"","121010003","996","","16","0","31","0","0","2101","1"
"","121010004","0","","31000001","","32","","","2101",""
"","121010005","0","","31000002","","32","","","2101",""
"","121010006","0","","0","0","121","-1","1","2101","0"
"","121010007","1","","1","","35","","","2101",""
"","121010008","1","","3","","35","","","2101",""
"","121010009","pointing","","1000001","0","3","0","","2101",""
"","121010010","0","","1","","93","","","2101",""
"","121010011","100","","505","0","121","-1.47","1.47","2101","2"
"","121010012","run_talk1","","1000001","0.2","3","1","","2101",""
"","121010013","100","","1000001","","2","-240","1","2101","0"
"","121010014","se_travel_treasure_cha_run","","se_travel","","23","0","","2101",""
"","121010015","0","","1","","93","","","2101",""
"","122010001","998","","11","0","31","0","0","2201","1"
"","122010002","997","","13","0","31","0","0","2201","1"
"","122010003","996","","15","0","31","0","0","2201","1"
"","122010004","0","","31000001","","32","","","2201",""
"","122010005","0","","31000002","","32","","","2201",""
"","122010006","1","","1","","35","","","2201",""
"","122010007","1","","3","","35","","","2201",""
"","122010008","pointing","","1000001","0","3","0","","2201",""
"","122010009","0","","1","","93","","","2201",""
"","122010010","100","","-505","0","121","1.47","1.47","2201","2"
"","122010011","run_talk1","","1000001","0.2","3","1","","2201",""
"","122010012","100","","1000001","","2","-240","1","2201","0"
"","122010013","se_travel_treasure_cha_run","","se_travel","","23","0","","2201",""
"","122010014","0","","1","","93","","","2201",""
"","130000001","300000","","300000","0","31","345.4","0","3000","1"
"","130000002","","","0","","91","","","3000",""
"","130000003","1.05","","1.05","0","123","1.05","1.05","3000","7.4"
"","130000004","wait","","1000001","0.2","3","0","","3000",""
"","130000005","1","","2","","35","","","3000",""
"","130000006","0","","4.9","","93","","","3000",""
"","130000007","0.95","","0.95","0","123","0.95","0.95","3000","0.4"
"","130000008","1","","300000","","32","","","3000",""
"","130000009","0","","0.1","","93","","","3000",""
"","130000010","0","","2","","32","","","3000",""
"","130000011","0","","0.1","","93","","","3000",""
"","130000012","1","","996","","32","","","3000",""
"","130000013","joy_from_wait","","1000001","0","3","0","","3000",""
"","130000014","0","","1.9","","93","","","3000",""
"","130000015","glad_from_joy","","1000001","0","3","0","","3000",""
"","130000016","0","","1.5","","93","","","3000",""
"","130000017","run_gatein","","1000001","0.2","3","1","","3000",""
"","130000018","se_travel_treasure_cha_run","","se_travel","","23","","","3000",""
"","130000019","450","","1000001","","2","-195","1","3000","0"
"","130000020","1","","0.5","","93","","","3000",""
"0","130000021","1","","1000001","0.4","6","1","1","3000","0"
"","130000022","0","","0.4","","93","","","3000",""
"","130000023","","","1","","113","","","3000",""
"","130010001","300100","","300100","0","31","345.4","0","3001","1"
"","130010002","990001","","990001","1","31","345.4","0","3001","1"
"","130010003","","","0","","91","","","3001",""
"","130010004","1.05","","1.05","0","123","1.05","1.05","3001","7.4"
"","130010005","wait","","1000001","0.2","3","0","","3001",""
"","130010006","1","","2","","35","","","3001",""
"","130010007","0","","5.4","","93","","","3001",""
"","130010008","0.95","","0.95","0","123","0.95","0.95","3001","0.4"
"","130010009","glad","","1000001","0.2","3","0","","3001",""
"","130010010","1","","300100","","32","","","3001",""
"","130010011","1","","996","","32","","","3001",""
"","130010012","0","","0.1","","93","","","3001",""
"","130010013","0","","2","","32","","","3001",""
"","130010014","0","","3","","32","","","3001",""
"","130010015","0","","1.5","","93","","","3001",""
"","130010016","joy","","1000001","0.2","3","0","","3001",""
"","130010017","0","","1.7","","93","","","3001",""
"","130010018","run_gatein","","1000001","0","3","1","","3001",""
"","130010019","450","","1000001","","2","-195","1","3001","0"
"","130010020","1","","0.5","","93","","","3001",""
"0","130010021","1","","1000001","0.4","6","1","1","3001","0"
"","130010022","0","","0.4","","93","","","3001",""
"","130010023","","","1","","113","","","3001",""
"","130020001","300100","","300100","0","31","345.4","0","3002","1"
"","130020002","990002","","990002","1","31","345.4","0","3002","1"
"","130020003","","","0","","91","","","3002",""
"","130020004","1.05","","1.05","0","123","1.05","1.05","3002","7.4"
"","130020005","wait","","1000001","0.2","3","0","","3002",""
"","130020006","1","","2","","35","","","3002",""
"","130020007","0","","5.4","","93","","","3002",""
"","130020008","0.95","","0.95","0","123","0.95","0.95","3002","0.4"
"","130020009","glad","","1000001","0.2","3","0","","3002",""
"","130020010","1","","300100","","32","","","3002",""
"","130020011","1","","996","","32","","","3002",""
"","130020012","0","","0.1","","93","","","3002",""
"","130020013","0","","2","","32","","","3002",""
"","130020014","0","","3","","32","","","3002",""
"","130020015","0","","1.5","","93","","","3002",""
"","130020016","joy","","1000001","0.2","3","0","","3002",""
"","130020017","0","","1.7","","93","","","3002",""
"","130020018","run_gatein","","1000001","0","3","1","","3002",""
"","130020019","450","","1000001","","2","-195","1","3002","0"
"","130020020","1","","0.5","","93","","","3002",""
"0","130020021","1","","1000001","0.4","6","1","1","3002","0"
"","130020022","0","","0.4","","93","","","3002",""
"","130020023","","","1","","113","","","3002",""
"","130110001","6","","6","0","31","345.4","0","3011","1"
"","130110002","8","","8","0","31","345.4","0","3011","1"
"","130110003","301100","","301100","0","31","345.4","0","3011","1"
"","130110004","","","0","","91","","","3011",""
"","130110005","1.05","","1.05","0","123","1.05","1.05","3011","7.4"
"","130110006","wait","","1000001","0.2","3","0","","3011",""
"","130110007","1","","2","","35","","","3011",""
"","130110008","0","","4.9","","93","","","3011",""
"","130110009","0.95","","0.95","0","123","0.95","0.95","3011","0.3"
"","130110010","se_travel_treasure_ghost_success","","se_travel","","23","0","","3011",""
"","130110011","1","","8","","32","","","3011",""
"","130110012","0","","8","","35","","","3011",""
"","130110013","1","","6","","32","","","3011",""
"","130110014","0","","0.1","","93","","","3011",""
"","130110015","0","","2","","32","","","3011",""
"","130110016","0","","3","","32","","","3011",""
"","130110017","dotEyes","","1000001","","3","0","","3011",""
"","130110018","0","","0.87","","93","","","3011",""
"","130110019","glad","","1000001","0.2","3","0","","3011",""
"","130110020","1","","301100","","32","","","3011",""
"","130110021","1","","8","","35","","","3011",""
"","130110022","0","","0.6","","93","","","3011",""
"","130110023","1","","996","","32","","","3011",""
"","130110024","0","","0.5","","93","","","3011",""
"","130110025","joy","","1000001","","3","0","","3011",""
"","130110026","0","","1.67","","93","","","3011",""
"","130110027","run_gatein","","1000001","0","3","1","","3011",""
"","130110028","450","","1000001","","2","-195","1","3011","0"
"","130110029","1","","0.5","","93","","","3011",""
"0","130110030","1","","1000001","0.4","6","1","1","3011","0"
"","130110031","0","","0.4","","93","","","3011",""
"","130110032","","","1","","113","","","3011",""
"","130120001","idle","","1000001","0.2","3","1","","3012",""
"","130120002","13","","301200","0","31","0","0","3012","1"
"","130120003","14","","101","0","31","0","0","3012","1"
"","130120004","16","","301204","0","31","260","-150","3012","1"
"","130120005","17","","301205","0","31","0","0","3012","1"
"","130120006","18","","6","0","31","345.4","0","3012","1"
"","130120007","20","","301201","0","31","345.4","0","3012","1"
"","130120008","21","","301202","0","31","345.4","0","3012","1"
"0","130120009","3","round_monster_walk","1","1","5","55","9340","3012","-234"
"","130120010","","","0","","91","","","3012",""
"0","130120011","1","","3","0","6","1","1","3012","0"
"0","130120012","345","","3","0","2","-234","0","3012","0"
"0","130120013","1.05","","1.05","0","123","1.05","1.05","3012","7.4"
"","130120014","wait","","1000001","0.2","3","0","","3012",""
"","130120015","1","","2","","35","","","3012",""
"","130120016","15","","301203","0","31","0","0","3012","1"
"0","130120017","1000002","<weapon>_run","2","0.89","1","57","9340","3012","-250"
"","130120018","0","","4.3","","93","","","3012",""
"","130120019","0.95","","0.95","0","123","0.95","0.95","3012","0.4"
"","130120020","1","","21","","32","","","3012",""
"","130120021","0","","21","","35","","","3012",""
"","130120022","se_travel_treasure_success_monster_helper_1","","se_travel","","23","","","3012",""
"","130120023","1","","18","","32","","","3012",""
"","130120024","0","","0.1","","93","","","3012",""
"","130120025","0","","2","","32","","","3012",""
"0","130120026","1","","3","0.3","6","1","1","3012","1"
"","130120027","1","","13","","32","","","3012",""
"","130120028","round_monster_appear","","3","","3","0","","3012",""
"","130120029","back","","1000001","","3","0","","3012",""
"","130120030","0","","0.67","","93","","","3012",""
"","130120031","round_monster_walk","","3","0.2","3","0","","3012",""
"","130120032","220","","3","","2","-234","1.4","3012","0"
"","130120033","1","","20","","32","","","3012",""
"","130120034","0","","0.1","","93","","","3012",""
"","130120035","0","","18","","32","","","3012",""
"","130120036","0","","0.5","","93","","","3012",""
"","130120037","1","","1000002","","4","","","3012",""
"","130120038","1445","","1000002","","2","-240","0","3012","0"
"","130120039","0","","0.5","","93","","","3012",""
"","130120040","round_monster_attack","","3","0.3","3","0","","3012",""
"","130120041","0","","0.5","","93","","","3012",""
"","130120042","1","","17","","32","","","3012",""
"","130120043","back_loop","","1000001","0.1","3","0","","3012",""
"","130120044","0","","0.5","","93","","","3012",""
"","130120045","950","","1000002","","2","-240","0","3012","0"
"","130120046","650","","1000002","","2","-240","0.16","3012","0"
"","130120047","<weapon>_run","","1000002","0.2","3","0","","3012",""
"","130120048","0","","0.16","","93","","","3012",""
"","130120049","<weapon>_attack_skipQuest","","1000002","0.2","3","0","","3012",""
"","130120050","0","","0.1","","93","","","3012",""
"","130120051","280","","3","","2","-234","0","3012","0"
"","130120052","1","","3","","4","","","3012",""
"","130120053","round_monster_die","","3","0.2","3","0","","3012",""
"","130120054","1","","16","","32","","","3012",""
"","130120055","0","","0.5","","93","","","3012",""
"","130120056","20","","1000001","","2","-240","0","3012","0"
"","130120057","back_origin","","1000001","0","3","0","","3012",""
"","130120058","surprise","","1000001","0.2","3","0","","3012",""
"","130120059","<weapon>_idle","","1000002","0.2","3","1","","3012",""
"","130120060","0","","0.66","","93","","","3012",""
"","130120061","1","","15","","32","","","3012",""
"","130120062","1","","996","","32","","","3012",""
"","130120063","1","","3","0.6","6","1","1","3012","0"
"","130120064","joy_short","","1000001","0.2","3","0","","3012",""
"","130120065","1","","18","","32","","","3012",""
"","130120066","0","","0.02","","93","","","3012",""
"","130120067","0","","20","","32","","","3012",""
"","130120068","0","","21","","32","","","3012",""
"","130120069","0","","1.5","","93","","","3012",""
"","130120070","smile","","1000001","0.2","3","0","","3012",""
"","130120071","<weapon>_run","","1000002","0","3","1","","3012",""
"","130120072","0","","1000002","","4","","","3012",""
"","130120073","1500","","1000002","","2","-250","2","3012","0"
"","130120074","0","","1","","93","","","3012",""
"","130120075","1","","1000002","0.2","6","1","1","3012","0"
"","130120076","run_gatein","","1000001","0.2","3","1","","3012",""
"","130120077","360","","1000001","","2","-200","1","3012","0"
"","130120078","0","","0.5","","93","","","3012",""
"","130120079","1","","1000001","0.4","6","1","1","3012","0"
"","130120080","0","","0.4","","93","","","3012",""
"","130120081","0","","1","","113","","","3012",""
"","130130001","301300","","301300","0","31","345.4","0","3013","1"
"","130130002","","","0","","91","","","3013",""
"","130130003","wait_gradeUp","","1000001","0.2","3","0","","3013",""
"","130130004","1","","301300","","32","","","3013",""
"","130130005","0","","0.1","","93","","","3013",""
"","130130006","0","","2","","32","","","3013",""
"","130130007","0","","0.8","","93","","","3013",""
"","130130008","1.05","","1.05","0","123","1.05","1.05","3013","0"
"","130130009","5","","5","","122","0.5","","3013",""
"","130130010","0","","1.1","","93","","","3013",""
"","130130011","1.05","","1.05","0","123","1.05","1.05","3013","0"
"","130130012","10","","10","","122","0.5","","3013",""
"","130130013","0","","0.8","","93","","","3013",""
"","130130014","glad","","1000001","0.2","3","0","","3013",""
"","130130015","0","","0.1","","93","","","3013",""
"","130130016","0.907","","0.907","2","123","0.907","0.907","3013","2"
"","130130017","0","","0.3","","93","","","3013",""
"","130130018","1","","996","","32","","","3013",""
"","130130019","0","","0.5","","93","","","3013",""
"","130130020","joy","","1000001","0.2","3","0","","3013",""
"","130130021","0","","1.7","","93","","","3013",""
"","130130022","run_gatein","","1000001","0","3","1","","3013",""
"","130130023","450","","1000001","","2","-195","1","3013","0"
"","130130024","1","","0.5","","93","","","3013",""
"0","130130025","1","","1000001","0.4","6","1","1","3013","0"
"","130130026","0","","0.4","","93","","","3013",""
"","130130027","","","1","","113","","","3013",""
"","130140001","301400","","301400","0","31","345.4","0","3014","1"
"","130140002","","","0","","91","","","3014",""
"","130140003","1.05","","1.05","0","123","1.05","1.05","3014","7.4"
"","130140004","wait","","1000001","0.2","3","0","","3014",""
"","130140005","1","","301400","","32","","","3014",""
"","130140006","0","","0.1","","93","","","3014",""
"","130140007","0","","2","","32","","","3014",""
"","130140008","0","","3.4","","93","","","3014",""
"","130140009","0.95","","0.95","5","123","0.95","0.95","3014","3.2"
"","130140010","0","","1.6","","93","","","3014",""
"","130140011","relief","","1000001","0.2","3","0","","3014",""
"","130140012","1","","996","","32","","","3014",""
"","130140013","0","","1.7","","93","","","3014",""
"","130140014","run_gatein","","1000001","0","3","1","","3014",""
"","130140015","450","","1000001","","2","-195","1","3014","0"
"","130140016","1","","0.5","","93","","","3014",""
"0","130140017","1","","1000001","0.4","6","1","1","3014","0"
"","130140018","0","","0.4","","93","","","3014",""
"","130140019","","","1","","113","","","3014",""
"","130150001","301501","","301501","0","31","345.4","0","3015","1"
"","130150002","301500","","301500","1","31","345.4","0","3015","1"
"","130150003","","","0","","91","","","3015",""
"","130150004","1.05","","1.05","0","123","1.05","1.05","3015","7.4"
"","130150005","wait_wakuwaku","","1000001","0.2","3","0","","3015",""
"","130150006","1","","2","","35","","","3015",""
"","130150007","0","","5.4","","93","","","3015",""
"","130150008","0.95","","0.95","0","123","0.95","0.95","3015","0.4"
"","130150009","glad","","1000001","0.2","3","0","","3015",""
"","130150010","1","","301501","","32","","","3015",""
"","130150011","1","","996","","32","","","3015",""
"","130150012","0","","0.1","","93","","","3015",""
"","130150013","0","","2","","32","","","3015",""
"","130150014","0","","3","","32","","","3015",""
"","130150015","0","","1.5","","93","","","3015",""
"","130150016","joy","","1000001","0.2","3","0","","3015",""
"","130150017","0","","1.7","","93","","","3015",""
"","130150018","run_gatein","","1000001","0","3","1","","3015",""
"","130150019","450","","1000001","","2","-195","1","3015","0"
"","130150020","1","","0.5","","93","","","3015",""
"0","130150021","1","","1000001","0.4","6","1","1","3015","0"
"","130150022","0","","0.4","","93","","","3015",""
"","130150023","","","1","","113","","","3015",""
"","130160001","6","","6","0","31","345.4","0","3016","1"
"","130160002","8","","8","0","31","345.4","0","3016","1"
"","130160003","301600","","301600","0","31","345.4","-80","3016","1"
"","130160004","301601","","301601","0","31","345.4","0","3016","1"
"","130160005","990002","","990002","1","31","345.4","0","3016","1"
"","130160006","","","0","","91","","","3016",""
"","130160007","1.05","","1.05","0","123","1.05","1.05","3016","7.4"
"","130160008","wait","","1000001","0.2","3","0","","3016",""
"","130160009","1","","2","","35","","","3016",""
"","130160010","0","","5.4","","93","","","3016",""
"","130160011","0.95","","0.95","0","123","0.95","0.95","3016","0.4"
"","130160012","1","","8","","32","","","3016",""
"","130160013","0","","8","","35","","","3016",""
"","130160014","1","","301600","","32","","","3016",""
"","130160015","1","","6","","32","","","3016",""
"","130160016","0","","0.1","","93","","","3016",""
"","130160017","0","","2","","32","","","3016",""
"","130160018","0","","3","","32","","","3016",""
"","130160019","glad","","1000001","0.1","3","0","","3016",""
"","130160020","se_travel_treasure_success_butterfly","","se_travel","","23","0","","3016",""
"","130160021","0","","0.5","","93","","","3016",""
"","130160022","1","","8","","35","","","3016",""
"","130160023","0","","1.1","","93","","","3016",""
"","130160024","1","","301601","","32","","","3016",""
"","130160025","1","","996","","32","","","3016",""
"","130160026","joy","","1000001","0.2","3","0","","3016",""
"","130160027","0","","1.67","","93","","","3016",""
"","130160028","run_gatein","","1000001","0","3","1","","3016",""
"","130160029","se_travel_treasure_cha_run","","se_travel","","23","0","","3016",""
"","130160030","450","","1000001","","2","-195","1","3016","0"
"","130160031","1","","0.5","","93","","","3016",""
"0","130160032","1","","1000001","0.4","6","1","1","3016","0"
"","130160033","0","","0.4","","93","","","3016",""
"","130160034","","","1","","113","","","3016",""
"","130170001","310000","","310000","0","31","345.4","0","3017","1"
"","130170002","310001","","310001","0","31","0","0","3017","1"
"","130170003","301700","","301700","0","31","345.4","0","3017","1"
"","130170004","301701","","301701","0","31","740","-115","3017","1"
"","130170005","301702","","301702","0","31","345.4","0","3017","1"
"","130170006","301703","","301703","0","31","345.4","0","3017","1"
"0","130170007","15","empty","5","0.44","5","100","610","3017","-235"
"0","130170008","16","empty","5","0.44","5","55","610","3017","-235"
"","130170009","","","0","","91","","","3017",""
"","130170010","1.05","","1.05","0","123","1.05","1.05","3017","7.4"
"","130170011","wait","","1000001","0.2","3","0","","3017",""
"","130170012","1","","2","","35","","","3017",""
"","130170013","0","","5.4","","93","","","3017",""
"","130170014","0.95","","0.95","0","123","0.95","0.95","3017","0.3"
"","130170015","1","","310000","","32","","","3017",""
"","130170016","1","","310001","","32","","","3017",""
"","130170017","0","","0.2","","93","","","3017",""
"","130170018","50","","50","","122","0.6","","3017",""
"","130170019","shock","","1000001","0.2","3","0","","3017",""
"","130170020","0","","1.6","","93","","","3017",""
"","130170021","1","","301700","","32","","","3017",""
"","130170022","0","","1.2","","93","","","3017",""
"","130170023","se_travel_treasure_croce_ui","","se_travel","","23","0","","3017",""
"","130170024","punch","","15","","3","0","","3017",""
"","130170025","punch_B","","16","","3","0","","3017",""
"","130170026","0","","0.2","","93","","","3017",""
"","130170027","1.05","","1.05","11","123","1.05","1.05","3017","0.1"
"","130170028","0","","0.1","","93","","","3017",""
"","130170029","0.95","","0.95","0","123","0.95","0.95","3017","0.3"
"","130170030","0","","1","","93","","","3017",""
"","130170031","se_travel_treasure_croce_door","","se_travel","","23","0","","3017",""
"","130170032","0","","0.4","","93","","","3017",""
"","130170033","1","","301701","","32","","","3017",""
"","130170034","0","","0.9","","93","","","3017",""
"","130170035","1.05","","1.05","0","123","1.05","1.05","3017","0"
"","130170036","75","","75","","122","0.6","","3017",""
"","130170037","1","","301702","","32","","","3017",""
"","130170038","0","","0.4","","93","","","3017",""
"","130170039","0","","2","","32","","","3017",""
"","130170040","0","","310000","","32","","","3017",""
"","130170041","0","","0.4","","93","","","3017",""
"","130170042","0.95","","0.95","11","123","0.95","0.95","3017","2"
"","130170043","0","","0.2","","93","","","3017",""
"","130170044","glad","","1000001","0.2","3","0","","3017",""
"","130170045","1","","301703","","32","","","3017",""
"","130170046","0","","0.1","","93","","","3017",""
"","130170047","1","","996","","32","","","3017",""
"","130170048","0","","0.9","","93","","","3017",""
"","130170049","joy","","1000001","0.2","3","0","","3017",""
"","130170050","0","","1.7","","93","","","3017",""
"","130170051","run_gatein","","1000001","0","3","1","","3017",""
"","130170052","se_travel_treasure_cha_run","","se_travel","","23","","","3017",""
"","130170053","450","","1000001","","2","-195","1","3017","0"
"","130170054","1","","0.5","","93","","","3017",""
"0","130170055","1","","1000001","0.4","6","1","1","3017","0"
"","130170056","0","","0.4","","93","","","3017",""
"","130170057","","","1","","113","","","3017",""
"","131000001","310000","","310000","0","31","345.4","0","3100","1"
"","131000002","310001","","310001","0","31","0","0","3100","1"
"","131000003","","","0","","91","","","3100",""
"","131000004","1.05","","1.05","0","123","1.05","1.05","3100","7.4"
"","131000005","wait","","1000001","0.2","3","0","","3100",""
"","131000006","1","","2","","35","","","3100",""
"","131000007","0","","5.4","","93","","","3100",""
"","131000008","0.95","","0.95","0","123","0.95","0.95","3100","0.3"
"","131000009","1","","310000","","32","","","3100",""
"","131000010","1","","310001","","32","","","3100",""
"","131000011","0","","0.2","","93","","","3100",""
"","131000012","50","","50","","122","0.6","","3100",""
"","131000013","shock","","1000001","0.2","3","0","","3100",""
"","131000014","0","","1.6","","93","","","3100",""
"","131000015","","","2","","113","","","3100",""
"","131110001","6","","6","0","31","345.4","0","3111","1"
"","131110002","7","","7","0","31","345.4","0","3111","1"
"","131110003","8","","8","0","31","345.4","0","3111","1"
"0","131110004","13","appear","3","1.3","5","55","8000","3111","0"
"","131110005","","","0","","91","","","3111",""
"0","131110006","1","","13","0","6","1","1","3111","0"
"","131110007","95","","13","","2","-250","0","3111","0"
"","131110008","1.05","","1.05","0","123","1.05","1.05","3111","7.4"
"","131110009","wait","","1000001","0.2","3","0","","3111",""
"","131110010","1","","2","","35","","","3111",""
"","131110011","0","","4.9","","93","","","3111",""
"","131110012","0.95","","0.95","0","123","0.95","0.95","3111","0.3"
"","131110013","se_travel_treasure_ghost_fail","","se_travel","","23","0","","3111",""
"","131110014","1","","8","","32","","","3111",""
"","131110015","0","","8","","35","","","3111",""
"","131110016","1","","6","","32","","","3111",""
"","131110017","0","","0.1","","93","","","3111",""
"","131110018","0","","2","","32","","","3111",""
"","131110019","0","","3","","32","","","3111",""
"","131110020","dotEyes","","1000001","","3","0","","3111",""
"","131110021","0","","0.3","","93","","","3111",""
"","131110022","appear","","13","","3","0","","3111",""
"0","131110023","1","","13","0","6","1","1","3111","1"
"","131110024","0","","0.67","","93","","","3111",""
"","131110025","shock_jump","","1000001","","3","0","","3111",""
"","131110026","70","","1000001","","2","-250","1","3111","0"
"","131110027","0","","1.1","","93","","","3111",""
"","131110028","escape","","1000001","","3","1","","3111",""
"","131110029","-350","","1000001","","2","-250","1.2","3111","0"
"","131110030","march","","13","","3","0","","3111",""
"","131110031","0","","0.2","","93","","","3111",""
"","131110032","1","","7","","32","","","3111",""
"","131110033","0","","0.1","","93","","","3111",""
"","131110034","0","","6","","32","","","3111",""
"","131110035","0","","1.6","","93","","","3111",""
"","131110036","","","2","","113","","","3111",""
"","131120001","idle","","1000001","0.2","3","1","","3112",""
"","131120002","13","","301200","0","31","0","0","3112","1"
"","131120003","14","","101","0","31","0","0","3112","1"
"","131120004","15","","301205","0","31","0","0","3112","1"
"","131120005","16","","301206","0","31","130","-170","3112","1"
"","131120006","18","","6","0","31","345.4","0","3112","1"
"","131120007","20","","301201","0","31","345.4","0","3112","1"
"","131120008","21","","301202","0","31","345.4","0","3112","1"
"0","131120009","3","round_monster_walk","1","1","5","55","9340","3112","-234"
"","131120010","","","0","","91","","","3112",""
"0","131120011","1","","3","0","6","1","1","3112","0"
"0","131120012","345","","3","0","2","-234","0","3112","0"
"0","131120013","1.05","","1.05","0","123","1.05","1.05","3112","7.4"
"","131120014","wait","","1000001","0.2","3","0","","3112",""
"","131120015","1","","2","","35","","","3112",""
"","131120016","0","","4.3","","93","","","3112",""
"","131120017","0.95","","0.95","0","123","0.95","0.95","3112","0.4"
"","131120018","1","","21","","32","","","3112",""
"","131120019","0","","21","","35","","","3112",""
"","131120020","se_travel_treasure_monster_failure","","se_travel","","23","","","3112",""
"","131120021","1","","18","","32","","","3112",""
"","131120022","0","","0.1","","93","","","3112",""
"","131120023","0","","2","","32","","","3112",""
"0","131120024","1","","3","0.3","6","1","1","3112","1"
"","131120025","1","","13","","32","","","3112",""
"","131120026","round_monster_appear","","3","","3","0","","3112",""
"","131120027","back","","1000001","","3","0","","3112",""
"","131120028","0","","0.67","","93","","","3112",""
"","131120029","round_monster_walk","","3","0.2","3","0","","3112",""
"0","131120030","220","","3","0","2","-234","1.4","3112","0"
"","131120031","1","","20","","32","","","3112",""
"","131120032","0","","0.1","","93","","","3112",""
"","131120033","0","","18","","32","","","3112",""
"","131120034","0","","1","","93","","","3112",""
"","131120035","round_monster_attack","","3","0.3","3","0","","3112",""
"","131120036","0","","0.5","","93","","","3112",""
"","131120037","1","","15","","32","","","3112",""
"","131120038","back_loop","","1000001","0.2","3","1","","3112",""
"","131120039","0","","1","","93","","","3112",""
"","131120040","1","","16","","32","","","3112",""
"","131120041","50","","0","","122","0.5","","3112",""
"","131120042","40","","1000001","","2","-250","0","3112","0"
"","131120043","shock_jump","","1000001","0","3","0","","3112",""
"","131120044","0","","0.6","","93","","","3112",""
