2ba1174a200c7d5fec687aa0f41b101a8e79a76d13c4789c1866d89b91fc01f8,628ba6ad543cc423580619b98dc3ddf7489ff7a697bec2d197c1f14f3d679cb0,9a3496e424b19e5c88a180bc24719f1a9a30ce3fa3827d885a6d9856b8a33dd5,1a7cf1a058000e5d3b0e6bffeb24623561a14458c0d02cc593b75fd97c62261e,168369f1f6e4b5d1e5980630e9d78bb85fdca3d33c76fb0220a045abb52463d4,20c84d975a4b4ec11ce649a7fb5d330639ab3e3d230aaba4cd6df7ccc3053883,4bdc301e1ddf3d1e9ba55f57b10a9f550fb0761cd854ae248188fc0d1454b542,d3cd3a461bac871822222b6ba04cb58804bddf0f225e9a47c96f7c4404919028,0aecf594db1561cbf0e8c3b5f3efb73232d363f22adb2dcf63aa5108994d3c1d,9193c64c21c53fa9413dcab038e4c25a07d643458de2e2b333dedf285539531b,5fa0f3fb7d8417636f702f5be1b35f0d7a6464ac75e5096c52bc36d0a018fa69
"93","","","0.1","1009801","","","0","","1009801080",""
"2","0.33","","122711","1009801","2","0.2","-452","-235","1009801081",""
"2","0.33","","122811","1009801","2","0.2","420","-220","1009801082",""
"2","0.33","","122911","1009801","2","0.2","545","-250","1009801083",""
"22","","0.2","0","1009801","","","0","1","1009801084",""
"103","","","怪獣の赤ちゃん。","1009801","","","1009801088","0","1009801085",""
"103","","","おっきなナメクジ。","1009801","","","1009801102","0","1009801086",""
"103","","","毒のある生き物。","1009801","","","1009801115","0","1009801087",""
"3","lsv_idle_normal","0","122711","1009801","1","0.2","lsv_choice","0","1009801088",""
"3","lsv_idle_normal","0","122811","1009801","1","0.2","lsv_choice","0","1009801089",""
"3","lsv_idle_normal","0","122911","1009801","1","0.2","lsv_choice","0","1009801090",""
"93","","","0.1","1009801","","","0","","1009801091",""
"2","0.33","","122711","1009801","2","0.2","-200","-235","1009801092",""
"2","0.33","","122811","1009801","2","0.2","100","-220","1009801093",""
"2","0.33","","122911","1009801","2","0.2","270","-250","1009801094",""
"93","","","0.7","1009801","","","0","","1009801095",""
"3","","0.2","122911","1009801","","","lsv_talk_wish_joy","1","1009801096",""
"21","0","","vo_lsv","1009801","","","vo_lsv_0132","0","1009801097",""
"11","1","0","122911","1009801","1","0","怪獣さんっ？\nきっと、おっきくなるね～♪\nお城よりもおっきくなるかな？","10","1009801098","0"
"91","","","0","1009801","","","","","1009801099",""
"3","","0.2","122911","1009801","","","lsv_idle_normal","1","1009801100",""
"101","","","1009801129","1009801","","","","","1009801101",""
"3","lsv_idle_normal","0","122711","1009801","1","0.2","lsv_choice","0","1009801102",""
"3","lsv_idle_normal","0","122811","1009801","1","0.2","lsv_choice","0","1009801103",""
"3","lsv_idle_normal","0","122911","1009801","1","0.2","lsv_choice","0","1009801104",""
"93","","","0.1","1009801","","","0","","1009801105",""
"2","0.33","","122711","1009801","2","0.2","-200","-235","1009801106",""
"2","0.33","","122811","1009801","2","0.2","100","-220","1009801107",""
"2","0.33","","122911","1009801","2","0.2","270","-250","1009801108",""
"93","","","0.7","1009801","","","0","","1009801109",""
"3","","0.2","122811","1009801","","","lsv_talk_bitter_sad","1","1009801110",""
"21","0","","vo_lsv","1009801","","","vo_lsv_0133","0","1009801111",""
"11","1","0","122811","1009801","1","0","えー、ナメクジ～？\nあんまりかっこよくないけど…\n塩は近づけないようにしとく？","10","1009801112","0"
"91","","","0","1009801","","","","","1009801113",""
"101","","","1009801129","1009801","","","","","1009801114",""
"3","lsv_idle_normal","0","122711","1009801","1","0.2","lsv_choice","0","1009801115",""
"3","lsv_idle_normal","0","122811","1009801","1","0.2","lsv_choice","0","1009801116",""
"3","lsv_idle_normal","0","122911","1009801","1","0.2","lsv_choice","0","1009801117",""
"93","","","0.1","1009801","","","0","","1009801118",""
"2","0.33","","122711","1009801","2","0.2","-200","-235","1009801119",""
"2","0.33","","122811","1009801","2","0.2","100","-220","1009801120",""
"2","0.33","","122911","1009801","2","0.2","270","-250","1009801121",""
"93","","","0.7","1009801","","","0","","1009801122",""
"3","","0.2","122711","1009801","","","lsv_talk_normal_worry","1","1009801123",""
"21","0","","vo_lsv","1009801","","","vo_lsv_0134","0","1009801124",""
"11","1","0","122711","1009801","1","0","みんなでナデナデしたから\nそれはありえませんよ。\nなにより…かわいいですし。","10","1009801125","0"
"91","","","0","1009801","","","","","1009801126",""
"3","","0.2","122711","1009801","","","lsv_idle_normal","1","1009801127",""
"101","","","1009801129","1009801","","","","","1009801128",""
"91","","","0","1009801","","","","","1009801129",""
"3","lsv_talk_arm_crossed_loop_joy","0","122811","1009801","1","0.2","lsv_talk_arm_crossed_joy","0","1009801130",""
"21","0","","vo_lsv","1009801","","","vo_lsv_0135","0","1009801131",""
"11","1","0","122811","1009801","1","0","まあ、なんにしてもさ？\n育ててみればわかるよ！\nということで、がんばろー！","10","1009801132","0"
"91","","","0","1009801","","","","","1009801133",""
"3","lsv_idle_normal_joy","0","122811","1009801","1","0.2","lsv_handsup_joy","0","1009801134",""
"3","lsv_idle_normal_joy","0","122911","1009801","1","0.2","lsv_handsup_joy","0","1009801135",""
"3","lsv_idle_normal_joy","0","122711","1009801","1","0.2","lsv_handsup_joy2","0","1009801136",""
"21","0","","vo_lsv","1009801","","","vo_lsv_0136","0","1009801137",""
"11","1","0","122811","1009801","1","0","おー！","10","1009801138","0"
"11","1","0","122911","1009801","1","0","おー！","10","1009801139","0"
"11","1","0","122711","1009801","1","0","おー！","10","1009801140","0"
"91","","","0","1009801","","","","","1009801141",""
"22","","","0","1009801","","","0.2","","1009801142",""
"93","","","0.2","1009801","","","","","1009801143",""
"102","","","","1009801","","","","","1009801144",""
"12","0","0","122911","1009801","0","0","7","1","1009801145","0"
"3","","0.2","122911","1009801","","","lsv_talk_joy3","1","1009801146",""
"93","","","3","1009801","","","0","","1009801147",""
"3","","0.2","122911","1009801","","","lsv_idle_normal_joyR","1","1009801148",""
"12","0","0","122811","1009801","0","0","6","1","1009801149","0"
"3","lsv_talk_guts1_loop","0","122811","1009801","1","0.2","lsv_talk_guts1","0","1009801150",""
"93","","","3","1009801","","","0","","1009801151",""
"3","","0.2","122811","1009801","","","lsv_idle_joy","1","1009801152",""
"12","0","0","122711","1009801","0","0","10","1","1009801153","0"
"3","","0.2","122711","1009801","","","lsv_talk_joy1_normal","1","1009801154",""
"93","","","3","1009801","","","0","","1009801155",""
"3","","0.2","122711","1009801","","","lsv_idle_normal_joy","1","1009801156",""
"101","","","1009801145","1009801","","","","","1009801157",""
"6","1","1","333","1009801","0","0","1","1","1009801158",""
"4","","","122711","1009801","","","1","","1009801159",""
"3","","0.2","122711","1009801","","","lsv_run","1","1009801160",""
"2","0.8","","122711","1009801","0","","-750","-235","1009801161",""
"4","","","122811","1009801","","","0","","1009801162",""
"3","","0.2","122811","1009801","","","lsv_run","1","1009801163",""
"2","0.8","","122811","1009801","0","","750","-220","1009801164",""
"4","","","122911","1009801","","","0","","1009801165",""
"3","","0.2","122911","1009801","","","lsv_run","1","1009801166",""
"2","0.8","","122911","1009801","0","","850","-250","1009801167",""
"93","","","0.6","1009801","","","","","1009801168",""
"6","1","0.2","122711","1009801","0","0","1","1","1009801169",""
"6","1","0.2","122811","1009801","0","0","1","1","1009801170",""
"6","1","0.2","122911","1009801","0","0","1","1","1009801171",""
"91","","","0","1009801","","","","","1009801172",""
"1","-650","1.95","1","1009802","-235","0","122911","102","1009802001","lsv_idle_normal"
"1","650","1.95","1","1009802","-220","1","122811","100","1009802002","lsv_idle_normal"
"1","750","1.95","1","1009802","-250","1","122711","101","1009802003","lsv_idle_normal"
"5","0","1","1","1009802","0","0","333","0","1009802004","lsv_white_loop"
"6","1","0","333","1009802","0","0","1","1","1009802005",""
"6","1","0","122911","1009802","0","0","1","1","1009802006",""
"6","1","0","122811","1009802","0","0","1","1","1009802007",""
"6","1","0","122711","1009802","0","0","1","1","1009802008",""
"93","","","1","1009802","","","0","","1009802009",""
"6","1","0.8","333","1009802","0.4","0","1","1","1009802010",""
"3","","0.2","122911","1009802","","","lsv_walk","1","1009802011",""
"2","2","","122911","1009802","0","","-200","-235","1009802012",""
"6","1","0.4","122911","1009802","1","0","1","1","1009802013",""
"3","","0.2","122811","1009802","","","lsv_walk","1","1009802014",""
"2","2","","122811","1009802","0","","100","-220","1009802015",""
"6","1","0.4","122811","1009802","1","0","1","1","1009802016",""
"3","","0.2","122711","1009802","","","lsv_walk","1","1009802017",""
"2","2","","122711","1009802","0","","270","-250","1009802018",""
"6","1","0.4","122711","1009802","1","0","1","1","1009802019",""
"93","","","2","1009802","","","0","","1009802020",""
"3","","0.2","122911","1009802","","","lsv_idle_normal","1","1009802021",""
"3","","0.2","122811","1009802","","","lsv_idle_normal","1","1009802022",""
"3","","0.2","122711","1009802","","","lsv_idle_normal","1","1009802023",""
"93","","","0.6","1009802","","","0","","1009802024",""
"3","","0.2","122811","1009802","","","lsv_talk_sad_dead","1","1009802025",""
"21","0","","vo_lsv","1009802","","","vo_lsv_0221","0","1009802026",""
"11","1","0","122811","1009802","1","0","もう一回海に行ってみたけど\nみゅ～ちゃんの家族は\n見つからなかったねー","10","1009802027","0"
"91","","","0","1009802","","","","","1009802028",""
"3","","0.2","122811","1009802","","","lsv_idle_sad_talk1","1","1009802029",""
"3","","0.2","122711","1009802","","","lsv_talk_thinking_sadR","1","1009802030",""
"21","0","","vo_lsv","1009802","","","vo_lsv_0222","0","1009802031",""
"11","1","0","122711","1009802","1","0","うん。それどころか、\nわからないことが\nますます増えちゃったね。","10","1009802032","0"
"91","","","0","1009802","","","","","1009802033",""
"3","","0.2","122711","1009802","","","lsv_idle_normal_suprise1","1","1009802034",""
"3","","0.2","122811","1009802","","","lsv_idle_normal","1","1009802035",""
"3","","0.2","122911","1009802","","","lsv_talk_normal","1","1009802036",""
"21","0","","vo_lsv","1009802","","","vo_lsv_0223","0","1009802037",""
"11","1","0","122911","1009802","1","0","でも、みゅ～ちゃんの\nごはんのことはわかったよ～\nミミたちと同じのでいいって♪","10","1009802038","0"
"91","","","0","1009802","","","","","1009802039",""
"3","","0.2","122911","1009802","","","lsv_idle_normal_joyR","1","1009802040",""
"3","","0.2","122711","1009802","","","lsv_talk_normal","1","1009802041",""
"21","0","","vo_lsv","1009802","","","vo_lsv_0224","0","1009802042",""
"11","1","0","122711","1009802","1","0","あ、確かにそうだね。\nそのことがわかったのは\nよかったと思う。","10","1009802043","0"
"91","","","0","1009802","","","","","1009802044",""
"3","","0.2","122711","1009802","","","lsv_idle_normal","1","1009802045",""
"3","","0.2","122911","1009802","","","lsv_talk_surprise","1","1009802046",""
"21","0","","vo_lsv","1009802","","","vo_lsv_0225","0","1009802047",""
"11","1","0","122911","1009802","1","0","みゅ～ちゃんは、どんな\nごはんが好きになるのかな～？\nおにいちゃんならわかる？","10","1009802048","0"
"91","","","0","1009802","","","","","1009802049",""
"3","","0.2","122911","1009802","","","lsv_idle_surprise_talkjoy","1","1009802050",""
"3","lsv_look_idle_normal","0","122911","1009802","1","0.2","lsv_choice","0","1009802051",""
"3","lsv_look_idle_normal","0","122811","1009802","1","0.2","lsv_choice","0","1009802052",""
"3","lsv_look_idle_normal","0","122711","1009802","1","0.2","lsv_choice","0","1009802053",""
"93","","","0.1","1009802","","","0","","1009802054",""
"2","0.33","","122911","1009802","2","0.2","-452","-235","1009802055",""
"2","0.33","","122811","1009802","2","0.2","420","-220","1009802056",""
"2","0.33","","122711","1009802","2","0.2","545","-250","1009802057",""
"22","","0.2","0","1009802","","","0","1","1009802058",""
"103","","","ケーキ。","1009802","","","1009802062","0","1009802059",""
"103","","","リンゴ。","1009802","","","1009802086","0","1009802060",""
"103","","","パン。","1009802","","","1009802109","0","1009802061",""
"3","lsv_idle_normal","0","122911","1009802","1","0.2","lsv_choice","0","1009802062",""
"3","lsv_idle_normal","0","122811","1009802","1","0.2","lsv_choice","0","1009802063",""
"3","lsv_idle_normal","0","122711","1009802","1","0.2","lsv_choice","0","1009802064",""
"93","","","0.1","1009802","","","0","","1009802065",""
"2","0.33","","122911","1009802","2","0.2","-200","-235","1009802066",""
"2","0.33","","122811","1009802","2","0.2","100","-220","1009802067",""
"2","0.33","","122711","1009802","2","0.2","270","-250","1009802068",""
"93","","","0.7","1009802","","","0","","1009802069",""
"3","","0.2","122911","1009802","","","lsv_talk_joy3","1","1009802070",""
"21","0","","vo_lsv","1009802","","","vo_lsv_0226","0","1009802071",""
"11","1","0","122911","1009802","1","0","ケーキ、おいしいもんね～\nミミもだ～い好きっ♪","10","1009802072","0"
"91","","","0","1009802","","","","","1009802073",""
"3","","0.2","122911","1009802","","","lsv_idle_normal_joy","1","1009802074",""
"3","","0.2","122811","1009802","","","lsv_talk_wish_joy","1","1009802075",""
"21","0","","vo_lsv","1009802","","","vo_lsv_0227","0","1009802076",""
"11","1","0","122811","1009802","1","0","ケーキ…それなら\nどのケーキが好きなのかも\n調べたほうがいいね、絶対！","10","1009802077","0"
"91","","","0","1009802","","","","","1009802078",""
"3","","0.2","122811","1009802","","","lsv_idle_wish_joy","1","1009802079",""
"3","lsv_talk_doya_shy_loop","0","122711","1009802","1","0.2","lsv_talk_doya_shy","0","1009802080",""
"21","0","","vo_lsv","1009802","","","vo_lsv_0228","0","1009802081",""
"11","1","0","122711","1009802","1","0","そう言って、いろんなケーキを\n食べたいだけなんじゃ…\nでも、私も賛成っ♪","10","1009802082","0"
"91","","","0","1009802","","","","","1009802083",""
"3","","0.2","122711","1009802","","","lsv_idle_doya","1","1009802084",""
"101","","","1009802133","1009802","","","","","1009802085",""
"3","lsv_idle_normal","0","122911","1009802","1","0.2","lsv_choice","0","1009802086",""
"3","lsv_idle_normal","0","122811","1009802","1","0.2","lsv_choice","0","1009802087",""
"3","lsv_idle_normal","0","122711","1009802","1","0.2","lsv_choice","0","1009802088",""
"93","","","0.1","1009802","","","0","","1009802089",""
"2","0.33","","122911","1009802","2","0.2","-200","-235","1009802090",""
"2","0.33","","122811","1009802","2","0.2","100","-220","1009802091",""
"2","0.33","","122711","1009802","2","0.2","270","-250","1009802092",""
"93","","","0.7","1009802","","","0","","1009802093",""
"3","","0.2","122711","1009802","","","lsv_talk_thinking_joyR","1","1009802094",""
"21","0","","vo_lsv","1009802","","","vo_lsv_0229","0","1009802095",""
"11","1","0","122711","1009802","1","0","リンゴ…くだものですか。\n健康的でいいと思います。","10","1009802096","0"
"91","","","0","1009802","","","","","1009802097",""
"3","","0.2","122711","1009802","","","lsv_idle_normal_joy","1","1009802098",""
"3","lsv_talk_guts2_joy_loop","0","122911","1009802","1","0.2","lsv_talk_guts2_joy","0","1009802099",""
"21","0","","vo_lsv","1009802","","","vo_lsv_0230","0","1009802100",""
"11","1","0","122911","1009802","1","0","ミミ、ウサギさんの形に\n切ったリンゴ好き～♪","10","1009802101","0"
"91","","","0","1009802","","","","","1009802102",""
"3","","0.2","122911","1009802","","","lsv_idle_normal_joyR","1","1009802103",""
"3","lsv_talk_guts2_loop","0","122811","1009802","1","0.2","lsv_talk_guts2","0","1009802104",""
"21","0","","vo_lsv","1009802","","","vo_lsv_0231","0","1009802105",""
"11","1","0","122811","1009802","1","0","ミソギたちも切ってあげよっ！\nむずかしそうだけど、\nきっとなんとかなるって！","10","1009802106","0"
"91","","","0","1009802","","","","","1009802107",""
"101","","","1009802133","1009802","","","","","1009802108",""
"3","lsv_idle_normal","0","122911","1009802","1","0.2","lsv_choice","0","1009802109",""
"3","lsv_idle_normal","0","122811","1009802","1","0.2","lsv_choice","0","1009802110",""
"3","lsv_idle_normal","0","122711","1009802","1","0.2","lsv_choice","0","1009802111",""
"93","","","0.1","1009802","","","0","","1009802112",""
"2","0.33","","122911","1009802","2","0.2","-200","-235","1009802113",""
"2","0.33","","122811","1009802","2","0.2","100","-220","1009802114",""
"2","0.33","","122711","1009802","2","0.2","270","-250","1009802115",""
"93","","","0.7","1009802","","","0","","1009802116",""
"3","","0.2","122811","1009802","","","lsv_talk_normal_worry","1","1009802117",""
"21","0","","vo_lsv","1009802","","","vo_lsv_0232","0","1009802118",""
"11","1","0","122811","1009802","1","0","パンかぁ…なんか普通だなー\nミソギたちも毎日食べてるし","10","1009802119","0"
"91","","","0","1009802","","","","","1009802120",""
"3","","0.2","122811","1009802","","","lsv_idle_normal_suprise1","1","1009802121",""
"3","","0.2","122711","1009802","","","lsv_talk_normal","1","1009802122",""
"21","0","","vo_lsv","1009802","","","vo_lsv_0233","0","1009802123",""
"11","1","0","122711","1009802","1","0","でも、嫌いだったら毎日は\n食べられないよ。\nそれに、アレンジもできるし。","10","1009802124","0"
"91","","","0","1009802","","","","","1009802125",""
"3","","0.2","122711","1009802","","","lsv_idle_normal","1","1009802126",""
"3","","0.2","122911","1009802","","","lsv_talk_wish_joy","1","1009802127",""
"21","0","","vo_lsv","1009802","","","vo_lsv_0234","0","1009802128",""
"11","1","0","122911","1009802","1","0","サンドイッチなら、\nミミたちにも作れるかも！\n作ってみよ～♪","10","1009802129","0"
"91","","","0","1009802","","","","","1009802130",""
"3","","0.2","122911","1009802","","","lsv_idle_wish_joyR","1","1009802131",""
"101","","","1009802133","1009802","","","","","1009802132",""
"91","","","0","1009802","","","","","1009802133",""
"102","","","","1009802","","","","","1009802134",""
"22","","","0","1009802","","","0.2","","1009802135",""
"93","","","0.2","1009802","","","","","1009802136",""
"12","0","0","122811","1009802","0","0","11","1","1009802137","0"
"3","lsv_surprise3_kira_loop","0.2","122811","1009802","1","0.2","lsv_surprise3_kira","0","1009802138",""
"93","","","3","1009802","","","0","","1009802139",""
"3","","0.2","122811","1009802","","","lsv_idle_normal_joy","1","1009802140",""
"12","0","0","122711","1009802","0","0","10","1","1009802141","0"
"3","","0.2","122711","1009802","","","lsv_talk_joy3_dere","1","1009802142",""
"93","","","3","1009802","","","0","","1009802143",""
"3","","0.2","122711","1009802","","","lsv_idle_normal_joy","1","1009802144",""
"12","0","0","122911","1009802","0","0","7","1","1009802145","0"
"3","","0.2","122911","1009802","","","lsv_talk_memory","1","1009802146",""
"93","","","3","1009802","","","0","","1009802147",""
"3","","0.2","122911","1009802","","","lsv_idle_normal_joyR","1","1009802148",""
"101","","","1009802137","1009802","","","","","1009802149",""
"6","1","1","333","1009802","0","0","1","1","1009802150",""
"4","","","122911","1009802","","","1","","1009802151",""
"3","","0.2","122911","1009802","","","lsv_run","1","1009802152",""
"2","0.8","","122911","1009802","0","","-750","-235","1009802153",""
"4","","","122811","1009802","","","0","","1009802154",""
"3","","0.2","122811","1009802","","","lsv_run","1","1009802155",""
"2","0.8","","122811","1009802","0","","750","-220","1009802156",""
"4","","","122711","1009802","","","0","","1009802157",""
"3","","0.2","122711","1009802","","","lsv_run","1","1009802158",""
"2","0.8","","122711","1009802","0","","850","-250","1009802159",""
"93","","","0.6","1009802","","","","","1009802160",""
"6","1","0.2","122911","1009802","0","0","1","1","1009802161",""
"6","1","0.2","122811","1009802","0","0","1","1","1009802162",""
"6","1","0.2","122711","1009802","0","0","1","1","1009802163",""
"91","","","0","1009802","","","","","1009802164",""
"1","-700","1.95","1","1009803","-220","0","100411","101","1009803001","lsv_idle_normal"
"1","-550","1.95","1","1009803","-235","0","103611","100","1009803002","lsv_idle_normal"
"1","-800","1.95","1","1009803","-250","0","102011","102","1009803003","lsv_idle_normal"
"5","0","1","1","1009803","0","0","333","0","1009803004","lsv_white_loop"
"6","1","0","333","1009803","0","0","1","1","1009803005",""
"31","110","0","3","1009803","1.3","","13","-630","1009803006",""
"6","1","0","100411","1009803","0","0","1","1","1009803007",""
"6","1","0","103611","1009803","0","0","1","1","1009803008",""
"6","1","0","102011","1009803","0","0","1","1","1009803009",""
"93","","","1","1009803","","","0","","1009803010",""
"6","1","0.8","333","1009803","0.4","0","1","1","1009803011",""
"3","","0.2","100411","1009803","","","lsv_walk_glad","1","1009803012",""
"2","2","","100411","1009803","0","","-100","-220","1009803013",""
"6","1","0.4","100411","1009803","1","0","1","1","1009803014",""
"3","","0.2","103611","1009803","","","lsv_walk_glad2","1","1009803015",""
"2","2.2","","103611","1009803","0","","100","-235","1009803016",""
"6","1","0.4","103611","1009803","1","0","1","1","1009803017",""
"3","","0.2","102011","1009803","","","lsv_walk_glad","1","1009803018",""
"2","2","","102011","1009803","0","","-270","-250","1009803019",""
"6","1","0.4","102011","1009803","1","0","1","1","1009803020",""
"32","","","13","1009803","","","1","","1009803021",""
"33","2","","13","1009803","0","","-180","110","1009803022",""
"93","","","2","1009803","","","","","1009803023",""
"32","","","13","1009803","","","0","","1009803024",""
"3","","0.2","100411","1009803","","","lsv_idle_normal","1","1009803025",""
"3","","0.2","102011","1009803","","","lsv_idle_normal","1","1009803026",""
"93","","","0.2","1009803","","","","","1009803027",""
