8c3c3b04aa78ba1fb2975072bd604a0d451f51d6ce76ff72b31e572f749fb390,938a15cb4fabc79024b2784c7e25efbf875857476bdaa2057f8043d34ebf24fe,997c2daac8cb7dd81ab33180bdb183fe0ae69caecc3fb104aae488ff8bddba61,de8ef5b310dca14583939d6ef43b46f6bf5777b892c3eface48aa64b9865b58d,8632144713c6543765c6d84522c7386fd37dad9214477f51377862ec140658c8
"-13.9","2","10.1","2","30020179"
"-13.2","2","8.5","2","30020180"
"-9.2","991003","-10.2","2","30020189"
"-8.7","991004","-10.2","2","30020190"
"-9.4","991003","2.8","2","30020193"
"-8.3","991004","2.8","2","30020194"
"-5.7","991001","9.9","2","30020197"
"-5.7","991002","10.3","2","30020198"
"-6.5","990001","16","2","30020199"
"-16.6","991001","11.8","2","30020204"
"-16.6","991002","12.2","2","30020205"
"-20.6","991003","-8.2","2","30020209"
"-4.5","990001","-11","2","30020213"
"-2.11","991003","-3.2","2","30020214"
"-1.7","991004","-3.2","2","30020215"
"1.9","3","-3","2","30020216"
"1.2","1","-1.2","2","30020217"
"0.9","3","1.3","2","30020218"
"-6.1","2","-4.5","2","30020219"
"-4.7","2","-3.7","2","30020220"
"-15.2","991001","-22.2","2","30020221"
"-15.2","991002","-21.8","2","30020222"
"-18.6","991001","-0.2","2","30020223"
"-18.6","991002","0.2","2","30020224"
"-8.6","991001","21.5","2","30020225"
"-8.6","991002","22.5","2","30020226"
"-16.6","991003","21.4","2","30020227"
"-15.3","991002","22.6","2","30020228"
"-4.1","991003","20.7","2","30020229"
"-3.6","991002","21","2","30020230"
"-8","991003","-15.7","2","30020231"
"-7.3","991002","-14.3","2","30020232"
"-10.6","991001","-22.7","2","30020233"
"-10.6","991002","-21.3","2","30020234"
"-23.6","11","7","3","30030001"
"-20.7","12","16","3","30030003"
"-21.8","13","6.4","3","30030005"
"-21.8","13","8.4","3","30030006"
"-21","11","4","3","30030007"
"-15.7","11","1.6","3","30030008"
"-16.7","11","3.5","3","30030009"
"-21.9","13","1.5","3","30030010"
"-23.7","13","2.7","3","30030011"
"-23.7","13","-3","3","30030012"
"-22.8","12","-5.9","3","30030018"
"-21.6","11","-10.5","3","30030019"
"-19.7","13","-11.5","3","30030020"
"-19.7","13","-13.5","3","30030021"
"-19.7","13","-9.5","3","30030022"
"-23.8","12","-16.1","3","30030023"
"-23.8","11","-18.7","3","30030024"
"-21.8","11","-21","3","30030025"
"-16.1","12","-19.4","3","30030027"
"-3.8","13","-11.1","3","30030036"
"-3.7","13","-14.9","3","30030037"
"-11.7","12","-10.4","3","30030043"
"-13.6","12","-10.4","3","30030044"
"-4.8","12","-15.1","3","30030045"
"-8.4","13","-8.9","3","30030046"
"-4.7","13","-8.9","3","30030048"
"1.3","11","-10.1","3","30030054"
"-3.2","13","-5.1","3","30030058"
"-6.3","12","4.1","3","30030062"
"-4","11","13","3","30030064"
"-2.6","11","11.9","3","30030065"
"-6.4","13","15.3","3","30030067"
"-9.7","13","16.4","3","30030068"
"-5.7","13","18.8","3","30030069"
"-23.8","11","16","3","30030073"
"-19.5","13","17.9","3","30030076"
"-17.8","13","17.9","3","30030077"
"-10.8","990002","21.4","3","30030079"
"-23.7","990001","5","3","30030080"
"-9.4","990001","-14.1","3","30030081"
"-9.6","990001","6.9","3","30030082"
"-13","11","1.8","3","30030083"
"-12.7","13","8.5","3","30030085"
"-16.7","13","8.5","3","30030086"
"-13.8","12","11.5","3","30030087"
"-13.7","12","9.8","3","30030088"
"-3.7","13","-0.5","3","30030089"
"-3.7","13","0.6","3","30030090"
"-7.3","12","-6.5","3","30030091"
"-6.1","12","-5.4","3","30030092"
"-6.2","13","-6.5","3","30030093"
"-7.5","13","-5.5","3","30030094"
"-5.8","13","-11.1","3","30030095"
"-7.2","11","-11.1","3","30030097"
"-11.4","12","-20","3","30030098"
"-9.2","12","-20.1","3","30030099"
"-9.7","13","-17.5","3","30030100"
"-9.7","13","-15.5","3","30030101"
"-21.5","13","-17.5","3","30030102"
"-20.1","13","-16.1","3","30030103"
"-20.1","12","-17.5","3","30030104"
"-21.9","13","-2.1","3","30030106"
"-18.6","11","15.8","3","30030107"
"-22.2","11","18.8","3","30030108"
"-15.8","12","22.2","3","30030109"
"-15.8","12","20.1","3","30030110"
"-15.8","12","17.9","3","30030111"
"-1.8","12","16.8","3","30030115"
"-10.6","11","1","3","30030116"
"-10.6","11","2.5","3","30030117"
"0.1","13","9","3","30030118"
"0.1","13","7.5","3","30030119"
"-0.6","11","4.8","3","30030120"
"-1.8","12","19.4","3","30030121"
"-1.8","12","21.7","3","30030122"
"-1.7","13","20.5","3","30030123"
"-1.7","13","18.1","3","30030124"
"1.2","11","15.7","3","30030125"
"0.3","13","18.5","3","30030126"
"0.3","13","20.1","3","30030127"
"0.3","13","21.5","3","30030128"
"-11.5","13","20","3","30030130"
"-10.1","11","-4","3","30030132"
"-22.8","12","-8","3","30030135"
"-15.8","11","-13.2","3","30030137"
"-15.7","11","-11.2","3","30030138"
"-12","12","-4","3","30030139"
"-16.7","13","10.4","3","30030140"
"-21.6","11","-12.6","3","30030141"
"-16.4","11","-22","3","30030144"
"-18.7","11","-22","3","30030145"
"-1.9","13","-5.1","3","30030146"
"-0.4","13","-5.1","3","30030147"
"-0.8","11","-7","3","30030148"
"-2.4","11","-7","3","30030149"
"1.3","11","13.6","3","30030150"
"-1.7","11","8.5","3","30030151"
"-2.6","11","10","3","30030152"
"-6.2","12","13","3","30030153"
"-9","13","13.1","3","30030154"
"-7.6","13","13.1","3","30030155"
"-5.8","12","17.5","3","30030156"
"-5.8","12","20.1","3","30030157"
"-5.6","11","21.5","3","30030158"
"-5.6","11","23","3","30030159"
"-12.8","12","20","3","30030160"
"-18.8","12","5.5","3","30030161"
"-18.7","11","7.5","3","30030162"
"-18.8","12","9.5","3","30030163"
"-18.6","11","11.5","3","30030164"
"-18.7","13","12.5","3","30030165"
"-18.7","13","14.1","3","30030166"
"-21.3","12","-16.1","3","30030167"
"-14.8","13","-6","3","30030168"
"-14.8","12","-4.5","3","30030169"
"-14.8","13","-3","3","30030170"
"-14.8","12","-1.5","3","30030171"
"-16.6","11","-17.5","3","30030172"
"-16.6","11","-14.9","3","30030174"
"-6.9","11","-18.5","3","30030175"
"-6.9","11","-16.5","3","30030176"
"-6.6","12","-9.1","3","30030177"
"-6.1","13","-14.9","3","30030178"
"-20.6","13","-21.8","3","30030179"
"-14.9","13","-21.9","3","30030180"
"-23.6","11","10","3","30030181"
"-15.7","13","19","3","30030182"
"-15.7","13","21.1","3","30030183"
"-11.8","11","23.8","3","30030184"
"-13.7","11","23.8","3","30030185"
"-4.6","990001","-8","4","30040001"
"2.9","990002","-6.6","4","30040002"
"-21.6","990001","11","4","30040003"
"-21.6","990001","-4","4","30040004"
"-21.7","991001","-9.8","4","30040005"
"-16","991001","-12.2","4","30040006"
"-16","991002","-11.8","4","30040007"
"-12.6","991003","-15.2","4","30040008"
"-11.1","991004","-15.2","4","30040009"
"-8.7","991003","-14.8","4","30040010"
"-7.1","991004","-14.8","4","30040011"
"-1","991001","-17.2","4","30040012"
"-1","991002","-16.8","4","30040013"
"6","991004","-17.8","4","30040015"
"5.3","991002","-16.2","4","30040016"
"3.4","991003","-0.8","4","30040019"
"3.9","991002","0.8","4","30040020"
"-2.7","991001","10.8","4","30040021"
"-2.7","991002","11.2","4","30040022"
"-6.1","991001","10.3","4","30040023"
"-6.1","991002","11.8","4","30040024"
"-13.1","991001","10.2","4","30040025"
"-13.7","991003","11.8","4","30040026"
"-21.7","991001","5.1","4","30040027"
"-20","991004","6.9","4","30040028"
"-11","991001","4.8","4","30040029"
"-11","991002","5.2","4","30040030"
"-11.7","991001","-3.2","4","30040031"
"-11.7","991002","-2.8","4","30040032"
"-15.1","991001","-3.8","4","30040033"
"-15.1","991002","-2.1","4","30040034"
"-22","11","-11.2","4","30040035"
"-17.9","11","-10.1","4","30040037"
"-19","11","-7.4","4","30040038"
"-15.4","12","-15.6","4","30040040"
"-15.4","12","-8.4","4","30040041"
"-11.9","11","-10","4","30040042"
"-10.8","13","-13.6","4","30040043"
"-13.8","11","-16.9","4","30040044"
"-13.6","11","-19.2","4","30040045"
"-12.9","11","-19.7","4","30040046"
"-11","11","-21.3","4","30040047"
"-9.1","12","-21.3","4","30040048"
"-9","11","-18","4","30040049"
"-6.5","13","-18.7","4","30040050"
"-8.8","11","-16.4","4","30040051"
"-7.9","13","-12.4","4","30040052"
"-9.8","11","-11.5","4","30040053"
"-9.3","11","-9.5","4","30040054"
"-9.1","11","-6.2","4","30040055"
"-9","12","-7.4","4","30040056"
"-7.7","11","-4.6","4","30040057"
"-6.5","13","-7.3","4","30040058"
"-4.9","11","-9.1","4","30040061"
"-5.3","11","-16.5","4","30040062"
"-5","12","-10.5","4","30040063"
"-5","12","-12.5","4","30040064"
"-5","12","-14.5","4","30040065"
"-3.9","11","-18.3","4","30040066"
"-3","11","-19.4","4","30040067"
"-2.9","13","-18.2","4","30040068"
"0.4","11","-18.4","4","30040069"
"1.9","11","-15.3","4","30040070"
"1.9","12","-17","4","30040071"
"-0.5","11","-21.4","4","30040072"
"1.2","11","-21.2","4","30040073"
"2.9","11","-21.5","4","30040074"
"4.8","11","-19.6","4","30040075"
"4.4","13","-15.6","4","30040076"
"-2.7","13","-13","4","30040077"
"7.2","11","-18.3","4","30040078"
"8.9","11","-16.9","4","30040079"
"8.1","12","-12.1","4","30040080"
"9","11","-14.7","4","30040081"
"6.6","11","-8.1","4","30040082"
"4.2","11","-8.3","4","30040083"
"1.7","11","-7.6","4","30040084"
"-0.6","13","-7.6","4","30040085"
"2.1","12","-3.9","4","30040088"
"5","11","-4","4","30040089"
"8","11","-6.8","4","30040090"
"8.6","11","-4.5","4","30040091"
"8.1","11","-3.6","4","30040092"
"8","11","-0.7","4","30040093"
"4.9","12","-1.3","4","30040094"
"1.9","11","-1.6","4","30040095"
"0.1","13","-0.3","4","30040096"
"0.1","11","0.8","4","30040097"
"1","11","7.1","4","30040099"
"0.9","13","4.4","4","30040100"
"0.9","11","5.8","4","30040101"
"5.1","11","2.2","4","30040102"
"0.8","11","8.7","4","30040106"
"5.4","11","12.8","4","30040108"
"6","12","10.5","4","30040109"
"2.9","11","13.4","4","30040110"
"0.8","11","13","4","30040111"
"-3.8","13","11.1","4","30040112"
"-2.4","11","7.6","4","30040113"
"-5.8","11","8.1","4","30040114"
"-4.5","12","7.5","4","30040115"
"-5.8","12","14.2","4","30040116"
"-2.9","13","14.5","4","30040117"
"-8.6","11","8.8","4","30040118"
"-10.6","13","9.5","4","30040119"
"-9.4","13","13.7","4","30040120"
"-10","11","15","4","30040121"
"-12.1","11","15.5","4","30040122"
"-14.7","11","13.1","4","30040123"
"-16.5","13","12.8","4","30040124"
"-17.8","13","13.4","4","30040125"
"-14.3","11","8.5","4","30040126"
"-16.4","11","8.1","4","30040127"
"-19","11","9","4","30040128"
"-12.1","11","9","4","30040129"
"-22.1","11","9.7","4","30040130"
"-22","11","13","4","30040131"
"-19.9","13","12.7","4","30040132"
"-22.1","12","7.3","4","30040133"
"-22.3","11","3.7","4","30040134"
"-22","11","2.4","4","30040135"
"-19.9","11","0.5","4","30040136"
"-19.4","13","3.4","4","30040137"
"-18.4","13","4.7","4","30040138"
"-17.5","13","3.8","4","30040139"
"-18","11","0","4","30040140"
"-15","11","1","4","30040141"
"-13.8","11","2.3","4","30040142"
"-13.1","12","3.4","4","30040143"
"-13","13","1","4","30040144"
"-10.9","13","0.4","4","30040145"
"-9.7","12","5","4","30040146"
"-9.3","13","3.3","4","30040147"
"-9.3","11","0.4","4","30040148"
"-6","11","2","4","30040149"
"-5.2","11","3.4","4","30040150"
"-4.5","13","1.3","4","30040151"
"-3","11","-1","4","30040154"
"-11.3","11","-6.5","4","30040155"
"-13.8","12","-6.5","4","30040156"
"-17.1","12","-5.6","4","30040157"
"-18.6","11","-5.5","4","30040158"
"-22.4","11","-2.3","4","30040159"
"-22.2","12","-6.8","4","30040160"
"-22.5","11","-5","4","30040161"
"-20.2","13","-1.5","4","30040162"
"-18.8","11","-15.5","4","30040163"
"-21","11","-15","4","30040164"
"-20","13","-16","4","30040165"
"5.8","11","4","4","30040166"
"6","11","9","4","30040167"
"6.4","13","7","4","30040168"
"6.2","13","5.2","4","30040169"
"-1","11","1.5","4","30040170"
"-2.3","13","4.4","4","30040171"
"-3.9","11","2.8","4","30040172"
"-22.5","990001","17.1","5","30050013"
"-19","991004","-8.2","5","30050074"
"-22.5","990001","-16","5","30050076"
"-9.4","991003","2.8","5","30050193"
"-8.3","991004","2.8","5","30050194"
"-16.6","991001","11.8","5","30050204"
"-16.6","991002","12.2","5","30050205"
"-20.6","991003","-8.2","5","30050209"
"-4.5","990001","-11","5","30050213"
"1.7","991003","-6.4","5","30050214"
"2.2","991004","-6.4","5","30050215"
"-15.2","991001","-22.2","5","30050221"
"-15.2","991002","-21.8","5","30050222"
"-18.6","991001","-0.2","5","30050223"
"-18.6","991002","0.2","5","30050224"
"-10.6","991001","-22.7","5","30050233"
"-10.6","991002","-21.3","5","30050234"
"-2.7","990001","12","5","30050235"
"-16.7","991006","-4.2","5","30050236"
"-16.7","991006","-5.7","5","30050237"
"24.3","13","-25.5","5","30050238"
"24.5","11","-25.2","5","30050239"
"-22.8","13","8.2","5","30050240"
"-22.7","11","7.1","5","30050241"
"-22.7","11","5","5","30050242"
"-21.5","13","4.8","5","30050243"
"-22.8","13","6","5","30050244"
"24.4","12","-25.4","5","30050245"
"-19.2","12","4.5","5","30050246"
"-17","13","9","5","30050247"
"-16","13","9","5","30050248"
"-18","13","9","5","30050249"
"-15.6","11","2.9","5","30050250"
"-17.8","11","3","5","30050251"
"-14.1","12","7.5","5","30050252"
"-11.9","12","7.5","5","30050253"
"-11.7","13","5.4","5","30050254"
"-11.7","13","3.5","5","30050255"
"-10.9","11","1.5","5","30050256"
"-10.9","11","-0.5","5","30050257"
"-14.4","12","3.5","5","30050258"
"-14.3","12","1.5","5","30050259"
"-21.3","12","1.6","5","30050260"
"-22.8","11","1.6","5","30050261"
"-24","12","-0.5","5","30050262"
"-24","12","-2.7","5","30050263"
"-16","13","-4","5","30050264"
"-16","13","-5","5","30050265"
"-16","13","-6","5","30050266"
"-18","13","-4","5","30050267"
"-18","13","-5","5","30050268"
"-18","13","-6","5","30050269"
"-21","11","-7","5","30050270"
"-19.8","12","-5.5","5","30050271"
"-17.1","12","-9.3","5","30050272"
"-16.3","12","-10.6","5","30050273"
"-17.2","12","-12.2","5","30050274"
"-22","11","-10","5","30050275"
"-22","11","-12","5","30050276"
"-16.8","12","-14.4","5","30050277"
"-15.9","11","-16.6","5","30050278"
"-16","11","-19.5","5","30050279"
"-16","12","-18.1","5","30050280"
"-14","12","-19","5","30050281"
"-13","12","-17","5","30050282"
"-14.7","12","-16.6","5","30050283"
"-13.5","11","-24.1","5","30050284"
"-15.7","11","-24","5","30050285"
"-20.4","11","-23.5","5","30050286"
"-17.8","11","-23.5","5","30050287"
"-22","12","-20","5","30050288"
"-22","12","-22","5","30050289"
"-19.3","13","-23.2","5","30050290"
"-13","13","-23","5","30050291"
"-11.8","12","-23","5","30050292"
"-11","13","-23","5","30050293"
"-12.4","11","-20.1","5","30050294"
"-11","11","-20","5","30050295"
"-9.5","11","-19.3","5","30050296"
"-8.4","12","-19.3","5","30050297"
"-6.8","11","-19.1","5","30050299"
"-6.5","13","-20.4","5","30050300"
"-4.2","12","-19.2","5","30050301"
"-4.1","12","-20.6","5","30050302"
"-5.9","12","-23.4","5","30050303"
"-4.1","11","-23.4","5","30050304"
"-1.4","11","-23.4","5","30050305"
