5489180349ecd72893cadc1fbff93eb86bdd866308b945743052d724d5c29626,e3c1bcfccadcdab01e8709e11cec3d5e368221668303a58373d444a4c2cfb4ed,56f0e352da867763730c08c3e6a41bd624b42e7e81cb2f31ab85dc2a56aabff9,4e8a199fbd5f4fb0f4cbc9979f0cd615e8345921bf71b9678ab090e162048b3b
"0","50","7012","830"
"-100","50","7111","700"
"-100","50","7112","700"
"-100","50","7113","700"
"-100","50","7114","700"
"0","70","7411","790"
"0","50","7511","700"
"0","50","7711","800"
"0","50","7811","800"
"0","50","7911","800"
"0","50","7912","800"
"0","50","8011","700"
"0","50","8031","700"
"0","50","8111","700"
"-35","50","8211","650"
"0","50","8311","800"
"0","50","8511","800"
"0","50","8611","900"
"0","50","8711","1000"
"0","50","8712","1000"
"0","50","8811","1000"
"0","50","8911","800"
"0","50","8912","800"
"-35","50","9011","530"
"0","50","9111","800"
"0","50","9211","800"
"0","50","9212","800"
"0","50","9213","800"
"0","50","9311","460"
"0","50","9411","1500"
"0","50","9412","1500"
"0","50","9511","800"
"0","50","9811","800"
"0","50","9911","800"
"0","50","9912","800"
"-15","0","11411","730"
"-45","60","13311","715"
"0","50","15011","2000"
"0","50","15012","900"
"0","50","15311","800"
"-60","45","15811","750"
"30","50","15916","1200"
"0","50","16011","1300"
"0","50","16012","1300"
"0","50","16311","1000"
"0","70","16711","530"
"0","70","16712","600"
"0","0","17011","2000"
"-45","45","17211","760"
"0","0","17212","2000"
"0","50","17511","2000"
"0","50","17512","2000"
"0","50","18211","800"
"0","50","50611","800"
"-75","60","50711","700"
"0","50","50811","1500"
"0","50","50911","460"
"0","50","50912","460"
"0","50","51011","800"
"0","50","51111","800"
"0","50","51311","700"
"0","50","51411","800"
"100","50","51511","700"
"0","50","51512","800"
"0","50","51611","800"
"0","50","51711","800"
"0","50","51712","800"
"0","50","51811","800"
"0","50","51812","800"
"0","50","51911","800"
"0","50","51912","800"
"-60","45","100011","750"
"-60","45","100012","750"
"-60","45","100099","750"
"1.5","45","100111","615"
"1.5","45","100112","615"
"40","45","100113","700"
"0","50","100131","700"
"0","50","100132","700"
"0","50","100211","800"
"0","50","100212","800"
"0","50","100213","800"
"0","50","100231","700"
"0","50","100232","700"
"0","45","100311","600"
"-120","45","100312","600"
"-120","45","100313","600"
"-70","100","100331","650"
"0","50","100332","700"
"-65","60","100411","650"
"0","50","100431","700"
"0","50","100432","700"
"40","50","100511","600"
"-20","60","100512","600"
"40","50","100513","600"
"-20","60","100514","600"
"0","50","100531","800"
"-50","50","100611","550"
"0","50","100631","700"
"0","50","100632","700"
"-60","85","100711","800"
"-95","50","100731","700"
"-40","50","100811","700"
"0","50","100831","700"
"0","50","100832","700"
"-20","35","100911","535"
"0","50","100912","1200"
"0","30","100931","700"
"-50","100","101011","750"
"0","50","101031","700"
"0","50","101032","700"
"20","50","101111","650"
"-100","40","101112","730"
"0","50","101131","700"
"0","45","101211","800"
"0","50","101231","700"
"-35","105","101311","630"
"0","50","101312","1200"
"30","50","101331","800"
"0","50","101332","800"
"0","50","101411","700"
"0","50","101412","700"
"0","50","101421","700"
"0","50","101431","800"
"50","50","101511","800"
"0","50","101512","800"
"0","50","101531","800"
"0","50","101532","800"
"-20","80","101611","740"
"0","50","101631","700"
"0","50","101632","900"
"-85","40","101711","610"
"0","50","101731","700"
"0","50","101732","700"
"0","50","101733","700"
"0","50","101811","700"
"-25","70","101812","640"
"0","50","101821","700"
"0","50","101831","700"
"0","50","102011","520"
"0","50","102012","520"
"0","50","102031","700"
"0","50","102032","700"
"0","50","102033","700"
"-50","100","102111","700"
"0","50","102131","700"
"-30","80","102211","490"
"-55","80","102212","520"
"0","50","102231","700"
"0","50","102232","700"
"-10","45","102311","530"
"-10","45","102312","530"
"-10","45","102313","530"
"0","50","102321","700"
"0","50","102331","700"
"-25","0","102332","525"
"-85","45","102511","550"
"0","50","102531","700"
"30","45","102611","580"
"0","50","102631","700"
"0","50","102632","700"
"-120","60","102711","680"
"0","50","102712","1200"
"0","50","102731","700"
"0","50","102732","700"
"0","50","102811","900"
"0","50","102821","900"
"0","50","102831","900"
"0","50","102832","900"
"-30","65","102911","500"
"-50","50","102912","900"
"0","50","102913","900"
"25","50","102931","720"
"-80","100","103011","800"
"0","50","103031","700"
"-65","50","103111","600"
"-65","50","103112","600"
"-35","50","103113","655"
"0","50","103131","700"
"0","50","103132","700"
"0","50","103133","800"
"50","80","103211","800"
"-65","60","103212","675"
"50","80","103213","800"
"0","50","103231","700"
"0","50","103232","700"
"90","50","103311","700"
"0","50","103331","700"
"0","50","103332","700"
"0","50","103333","700"
"0","50","103411","700"
"0","50","103412","700"
"0","50","103431","700"
"0","50","103432","700"
"0","50","103433","700"
"0","50","103611","700"
"0","50","103631","700"
"0","50","103632","700"
"-200","50","103711","700"
"-200","50","103712","700"
"0","50","103731","700"
"-50","50","103811","550"
"0","50","103812","650"
"-50","50","103813","550"
"0","50","103831","700"
"0","50","103832","700"
"-50","50","104011","700"
"0","50","104031","700"
"0","50","104032","700"
"0","50","104033","700"
"30","50","104211","600"
"-50","50","104212","700"
"0","50","104231","700"
"0","50","104232","700"
"0","35","104311","750"
"0","50","104331","700"
"90","30","104411","900"
"0","50","104412","1200"
"0","50","104431","900"
"50","50","104511","680"
"0","40","104512","610"
"0","50","104531","700"
"0","50","104532","700"
"-100","50","104611","700"
"-100","50","104612","700"
"0","50","104631","700"
"0","50","104632","700"
"0","50","104711","900"
"0","50","104712","900"
"0","50","104713","900"
"0","50","104715","900"
"0","50","104731","800"
"0","50","104732","800"
"-5","45","104811","535"
"0","50","104831","700"
"0","50","104832","700"
"-200","50","104911","900"
"-10","50","104912","545"
"-200","50","104914","900"
"0","50","104931","700"
"0","50","104932","700"
"0","50","105011","900"
"0","50","105031","700"
"0","50","105032","700"
"0","50","105111","900"
"0","50","105112","1200"
"0","50","105131","700"
"0","50","105132","700"
"-200","50","105211","700"
"-150","50","105212","650"
"-140","50","105213","700"
"-45","60","105214","600"
"0","50","105231","900"
"-15","50","105232","690"
"0","50","105311","900"
"0","50","105312","900"
"0","50","105331","900"
"0","50","105332","800"
"0","50","105411","900"
"-50","50","105412","700"
"0","50","105431","900"
"0","50","105432","900"
"30","80","105511","600"
"0","50","105531","700"
"0","50","105532","700"
"0","50","105611","1200"
"0","50","105612","700"
"0","50","105613","1200"
"0","50","105621","1200"
"0","50","105631","700"
"0","50","105632","700"
"0","50","105711","700"
"0","50","105712","700"
"0","50","105731","700"
"90","100","105811","675"
"-35","80","105812","600"
"-55","65","105813","640"
"-35","80","105814","600"
"0","50","105831","900"
"-70","30","105911","620"
"0","50","105912","700"
"-15","60","105913","500"
"-60","10","105914","500"
"-60","10","105921","500"
"0","50","105931","700"
"0","50","105932","700"
"0","50","106011","735"
"-5","80","106012","750"
"0","50","106013","735"
"0","50","106014","735"
"0","50","106015","735"
"0","50","106031","700"
"70","50","106112","730"
"70","50","106113","730"
"-20","50","106114","480"
"70","50","106115","730"
"-20","50","106116","480"
"-50","0","106131","430"
"-10","50","106211","715"
"0","50","106231","800"
"-120","50","106311","765"
"-80","50","106331","750"
"-70","60","106411","590"
"-70","60","106412","590"
"-70","60","106413","590"
"-70","60","106414","590"
"-70","60","106415","590"
"-20","70","106416","700"
"-70","60","106417","590"
"0","50","106431","700"
"0","50","106432","700"
"-55","65","106511","765"
"0","50","106531","520"
"0","50","106532","520"
"0","70","106611","420"
"0","70","106612","420"
"-30","50","106631","550"
"-55","50","106632","550"
"-140","100","106711","760"
"-140","100","106712","760"
"-30","150","106713","1300"
"-30","150","106714","1300"
"-140","100","106715","760"
"0","50","106731","800"
"110","50","106811","875"
"0","50","106812","1200"
"-40","50","106813","580"
"0","50","106814","1200"
"110","50","106815","875"
"0","50","106831","800"
"-55","20","106832","570"
"0","50","106834","800"
"0","50","106911","1200"
"0","50","106912","1200"
"-30","70","106913","700"
"-25","35","106914","690"
"-60","100","106915","1050"
"0","50","106931","800"
"0","50","107011","1200"
"0","50","107012","1200"
"0","0","107031","460"
"0","50","107111","1200"
"0","50","107112","1200"
"0","50","107113","1000"
"0","50","107114","1200"
"-30","40","107131","885"
"-25","50","107211","805"
"-25","50","107212","805"
"0","50","107311","1200"
"0","50","107312","1500"
"0","50","107331","800"
"-40","60","107511","550"
"30","60","107512","800"
"-60","20","107611","350"
"30","50","107612","600"
"-17","50","107631","700"
"60","70","107711","610"
"60","70","107712","610"
"0","50","107811","700"
"30","50","107812","800"
"-40","0","107911","565"
"-40","0","107912","565"
"0","0","107931","450"
"-110","70","108011","570"
"-110","70","108012","570"
"0","50","108031","460"
"-90","65","108111","750"
"-10","85","108211","540"
"0","105","108411","650"
"0","60","108511","600"
"-60","80","108611","700"
"-50","90","108711","600"
"0","50","108732","800"
"0","50","108832","800"
"25","75","108911","600"
"0","50","108932","800"
"-30","180","109011","680"
"-55","105","109111","700"
"10","30","109211","575"
"-10","30","109311","540"
"-75","100","109411","735"
"-60","60","109511","630"
"0","90","109611","630"
"0","50","109711","720"
"0","50","109712","720"
"0","50","109811","580"
"0","50","109812","800"
"-80","150","109911","640"
"20","95","110011","570"
"30","50","110031","740"
"0","50","110111","515"
"0","50","110211","900"
"0","30","110311","540"
"0","20","110331","560"
"-80","70","110411","600"
"-20","0","110511","700"
"-30","70","110611","710"
"0","0","110711","460"
"0","0","110811","500"
"0","50","110812","600"
"0","50","110813","600"
"0","50","110831","600"
"0","50","110832","600"
"0","0","110911","685"
"0","50","110931","600"
"0","50","110932","600"
"-40","40","111011","485"
"0","50","111031","600"
"0","50","111032","600"
"-15","70","111111","750"
"0","50","111131","600"
"25","0","111211","500"
"0","50","111311","700"
"-10","90","111411","750"
"0","50","111412","1050"
"0","50","111431","800"
"-40","60","111511","750"
"-50","50","111611","750"
"-80","70","111711","875"
"-40","80","111712","600"
"-10","50","111811","600"
"-10","50","111812","600"
"-10","50","111831","700"
"-30","70","111911","660"
"-30","70","111912","660"
"-30","50","112011","750"
"-30","50","112012","750"
"-50","50","112111","650"
"-15","70","112211","750"
"-45","75","112311","635"
"0","50","112411","800"
"0","50","112431","800"
"0","50","112511","800"
"0","50","112531","800"
"-15","70","112611","700"
"0","50","112631","800"
"70","80","112711","715"
"-100","50","112811","710"
"15","70","112911","800"
"15","70","112912","800"
"0","70","113011","530"
"0","50","113111","800"
"-10","80","113211","740"
"-90","50","113311","670"
"0","50","113411","740"
"-40","50","113511","550"
"0","50","113611","800"
"0","50","113612","800"
"0","50","113631","800"
"30","60","113711","735"
"30","60","113712","735"
"0","60","113811","605"
"0","60","113812","605"
"-60","70","113911","680"
"0","75","114011","840"
"0","50","114111","795"
"-10","70","114211","650"
"10","70","114311","690"
"-40","70","114411","590"
"0","50","114511","800"
"0","50","114611","900"
"0","50","114612","900"
"0","50","114711","900"
"50","90","115011","750"
"50","70","115511","640"
"50","70","115512","640"
"-20","70","115611","580"
"0","50","115711","700"
"-25","30","115811","490"
"-25","30","115812","490"
"0","75","115911","750"
"120","15","116011","800"
"0","50","116211","600"
"0","50","116311","800"
"0","50","116411","800"
"0","60","116511","670"
"0","60","116512","670"
"-75","70","116611","630"
"0","50","116711","600"
"0","50","116712","600"
"0","50","116713","600"
"-80","60","116811","550"
"0","70","116911","590"
"-50","75","117011","550"
"-110","75","117111","700"
"20","50","117211","640"
"40","70","117311","640"
"-125","50","117411","705"
"0","50","117431","600"
"0","50","117511","800"
"-30","60","117611","670"
"55","75","117711","760"
"-135","75","117811","830"
"0","75","117911","650"
"-20","70","118011","740"
"-20","70","118031","740"
"0","50","118111","700"
"30","50","118131","600"
"0","50","118231","800"
"-15","80","118311","665"
"-35","80","118411","600"
"0","50","118511","700"
"0","50","118531","700"
"5","60","119011","725"
"-110","75","119111","740"
"-80","75","119112","690"
"0","50","119211","800"
"0","50","119311","900"
"-50","80","119911","630"
"-60","60","120011","670"
"-200","50","120012","900"
"-55","105","120013","700"
"-110","75","120014","700"
"-10","50","120015","545"
"-200","50","120016","900"
"-200","50","120017","900"
"15","70","120411","500"
"15","70","120412","500"
"0","50","120511","800"
"55","70","120611","600"
"55","70","120612","600"
"0","60","120711","700"
"65","60","120811","800"
"70","60","120911","770"
"-110","70","120912","700"
"-55","65","121011","630"
"-55","50","121111","570"
"-70","60","121211","930"
"-70","60","121212","930"
"0","50","121311","750"
"0","70","121411","630"
"0","70","121511","710"
"0","70","121512","710"
"0","50","121611","650"
"0","50","121612","650"
"0","50","121711","700"
"-45","50","121811","655"
"20","70","121911","700"
"20","70","121912","700"
"25","70","122011","615"
"25","70","122012","615"
"0","50","122111","700"
"-85","70","122211","710"
"0","50","122311","800"
"0","50","122331","800"
"0","50","122332","800"
"0","50","122333","800"
"0","50","122411","1200"
"0","50","122431","700"
"-65","60","122511","670"
"-70","100","122531","650"
"0","50","122611","800"
"0","50","122631","700"
"-30","70","122711","560"
"0","50","122731","700"
"0","50","122811","800"
"0","50","122831","700"
"-25","70","122911","620"
"-10","80","123111","720"
"-10","80","123112","720"
"-20","70","123211","710"
"-30","70","123311","595"
"-30","70","123312","595"
"0","50","123331","800"
"0","50","123511","1200"
"0","50","123611","800"
"-40","50","123711","580"
"0","50","123811","800"
"-85","60","123911","615"
"-90","60","123912","620"
"-50","75","124011","720"
"0","75","124012","750"
"-60","70","124111","650"
"-60","70","124112","650"
"0","70","124211","1000"
"0","70","124212","1000"
"0","70","124213","1000"
"0","70","124214","1000"
"-5","80","124311","650"
"-75","60","124411","600"
"-120","35","124511","750"
"-10","70","124611","550"
"15","60","124711","620"
"-10","70","124811","750"
"0","50","124812","800"
"-105","60","124911","875"
"-95","70","125011","655"
"-35","70","125012","535"
"-35","70","125013","535"
"-95","70","125014","655"
"-5","60","125111","580"
"-75","60","125211","700"
"-75","60","125212","700"
"0","50","125311","650"
"0","50","125312","1500"
"0","50","125313","1500"
"0","50","125314","1500"
"-70","50","125411","615"
"0","50","125412","1500"
"0","50","125413","1500"
"-70","50","125414","615"
"50","35","125511","750"
"50","35","125512","750"
"-165","55","125611","750"
"-165","55","125612","750"
"-165","55","125613","750"
"0","50","125614","800"
"0","50","125631","800"
"0","50","125711","800"
"-45","50","125811","570"
"0","50","125812","800"
"0","50","125813","800"
"-45","50","125821","570"
"-45","50","125822","570"
"-45","50","125823","570"
"0","50","125831","800"
"-45","60","126011","580"
"0","50","126012","800"
"-30","60","126013","460"
"-45","60","126021","580"
"-45","60","126022","580"
"-45","60","126023","580"
"0","50","126031","800"
"-45","50","126111","570"
"0","50","126112","800"
"-35","50","126113","660"
"-45","50","126121","570"
"-45","50","126122","570"
"-45","50","126123","570"
"0","50","126131","800"
"-60","70","126211","550"
"0","50","126212","800"
"-70","60","126311","620"
"0","50","126411","1200"
"0","50","126412","1200"
"0","50","126413","720"
"0","50","126414","720"
"0","50","126431","800"
"0","50","126511","1200"
"0","150","126512","1300"
"0","50","126531","1500"
"0","50","126532","1600"
"-90","80","126611","700"
"0","50","126711","700"
"0","50","126811","800"
"5","70","126911","710"
"0","50","127011","800"
"0","50","127012","800"
"-25","55","127111","700"
"-25","55","127112","700"
"-75","55","127211","700"
"-75","55","127212","700"
"-75","55","127213","700"
"-75","55","127214","700"
"-75","55","127215","700"
"0","65","127311","700"
"0","65","127312","700"
"-45","60","127511","630"
"-45","60","127512","630"
"-35","65","127611","700"
"-35","65","127612","700"
"-40","75","127911","630"
"-145","60","128011","600"
"-65","40","128111","800"
"-100","50","128112","800"
"-35","60","128211","650"
"-35","60","128212","650"
"-60","50","128311","650"
"-75","60","128411","620"
"0","65","128511","660"
"-15","60","128711","620"
"-55","65","128811","750"
"-55","65","128812","750"
"-10","50","128911","760"
"0","60","129011","600"
"-15","60","129012","760"
"-15","60","129013","760"
"-15","60","129014","760"
"0","50","129031","800"
"-60","40","129111","720"
"-60","40","129112","720"
"-60","40","129113","720"
"-60","40","129114","720"
"-60","40","129115","720"
"-60","40","129116","720"
"-170","65","129211","970"
"-170","65","129212","970"
"-170","65","129213","970"
"-170","65","129214","970"
"-170","65","129215","970"
"-170","65","129216","970"
"-170","65","129217","970"
"0","50","129311","800"
"15","60","129411","600"
"15","60","129412","600"
"-10","50","129511","550"
"40","60","129611","600"
"0","70","129612","500"
"0","70","129613","500"
"0","50","129631","1000"
"0","70","129711","800"
"-30","50","129712","900"
"0","50","129731","800"
"-65","65","129811","630"
"0","50","129911","800"
"-45","55","130711","680"
"0","50","130811","700"
"0","70","130911","740"
"0","70","130912","740"
"0","70","130931","740"
"0","50","131011","900"
"-35","60","131111","530"
"-35","60","131112","530"
"-15","45","131211","600"
"-15","45","131212","600"
"0","50","131213","900"
"0","50","131214","900"
"0","50","131611","600"
"0","55","131711","660"
"30","50","131811","1400"
"30","50","131812","1400"
"30","50","131813","1400"
"0","50","131911","800"
"-40","60","132011","500"
"-40","60","132012","500"
"0","50","132111","800"
"0","50","132112","800"
"0","50","132113","800"
"0","50","132114","800"
"10","50","132211","650"
"10","50","132212","650"
"10","50","132213","650"
"10","50","132214","650"
"-50","45","132311","740"
"-50","45","132312","740"
"25","30","132411","680"
"25","30","132412","680"
"-90","30","132511","550"
"-90","30","132512","550"
"-10","30","132611","580"
"-10","30","132612","580"
"-100","50","132711","710"
"-100","50","132712","710"
"0","50","161199","800"
"0","50","161499","800"
"30","70","170111","835"
"0","50","171199","800"
"0","50","180111","715"
"-40","50","180211","800"
"25","50","180311","840"
"-50","50","180411","725"
"0","80","180511","755"
"-5","70","180611","700"
"-35","70","181211","670"
"0","50","190011","900"
"0","50","190111","1200"
"-15","50","190711","530"
"-15","50","190712","530"
"0","50","190731","1000"
"0","50","190811","1200"
"0","50","190814","1000"
"0","50","190815","1000"
"0","50","190911","1200"
"30","50","190912","800"
"0","50","191011","1200"
"-30","60","191111","690"
"-30","60","191112","750"
"-30","60","191113","750"
"0","50","191199","800"
"-15","60","191311","760"
"-15","60","191312","760"
"-15","60","191314","760"
"0","50","191411","850"
"0","50","191611","800"
"0","50","191616","800"
"0","50","191618","500"
"-50","60","191711","780"
"-50","150","191712","1150"
"-275","70","191713","1600"
"0","50","191731","800"
"0","50","191732","800"
"0","50","191733","800"
"0","50","191911","1100"
"0","50","192011","700"
"0","70","192012","550"
"-30","70","192014","580"
"0","50","192611","1500"
"0","50","192612","1500"
"-26","70","192613","1090"
"-75","80","192711","645"
"-75","80","192721","645"
"-75","80","192722","645"
"-75","80","192723","645"
"-55","80","192811","650"
"-55","80","192821","650"
"-55","80","192822","650"
"-55","80","192823","650"
"-5","80","192911","650"
"-5","80","192921","650"
"-5","80","192922","650"
"-5","80","192923","650"
"0","70","193211","700"
"-35","50","193312","465"
"0","70","193412","520"
"0","50","193511","900"
"0","50","193631","1200"
"-40","50","193711","630"
"0","50","193731","800"
"0","50","193732","800"
"-75","50","193811","640"
"0","50","193812","1500"
"-75","50","193813","640"
"-55","50","193911","570"
"0","50","193912","800"
"-55","50","193915","570"
"-20","50","194011","415"
"0","50","194012","460"
"-20","50","194013","415"
"0","50","194231","1500"
"0","50","194331","1500"
"0","50","194332","1500"
"-30","50","194611","780"
"-30","50","194612","780"
"25","60","194711","830"
"25","60","194712","830"
"-35","50","194811","740"
"-35","50","194812","740"
"-50","70","194911","770"
"-50","70","194912","770"
"-50","70","194913","770"
"-50","70","194914","770"
"-50","70","194915","770"
"5","50","195011","600"
"5","50","195012","600"
"0","50","195112","1500"
"0","50","500011","800"
"0","50","500012","800"
"0","50","500013","800"
"0","50","500014","800"
"0","50","500015","800"
"0","50","500016","800"
"0","50","500017","800"
"0","50","500018","800"
"0","50","500019","800"
"0","50","500020","800"
"0","50","500021","800"
"0","50","500022","800"
"0","50","500023","800"
"0","50","500024","800"
"0","50","500025","800"
"0","50","500026","800"
"0","50","500027","800"
"0","50","500028","800"
"0","50","500029","800"
"0","50","500030","800"
"0","50","500031","800"
"0","50","500032","800"
"0","50","500033","800"
"0","50","500034","800"
"0","50","500035","800"
"0","50","500036","800"
"0","50","500037","800"
"0","50","500038","800"
"0","50","500039","800"
"0","50","500040","800"
"0","50","500041","800"
"0","50","500042","800"
"0","50","500043","800"
"0","50","500044","800"
"0","50","500045","800"
"0","50","500046","800"
"0","50","500047","800"
"0","50","500048","800"
"0","50","500049","800"
"0","50","500050","800"
"0","50","500051","800"
"0","50","500052","800"
"0","50","500053","800"
"0","50","500054","800"
"0","50","500055","800"
"0","50","500056","800"
"0","50","500057","800"
"0","50","500058","800"
"0","50","500059","800"
"0","50","500060","800"
"0","50","500061","800"
"0","50","500062","800"
"0","50","500063","800"
"0","50","500064","800"
"0","50","500065","800"
"0","50","500066","800"
"0","50","500067","800"
"0","50","500068","800"
"0","50","500069","800"
"0","50","500070","800"
"0","50","500071","800"
"0","50","500072","800"
"0","50","500073","800"
"0","50","500074","800"
"0","50","500075","800"
"0","50","500076","800"
"0","50","500077","800"
"0","50","500078","800"
"0","50","500079","800"
"0","50","500080","800"
"0","50","500081","800"
