4fe1a4a37dc774ae9145945c06b9dbd3543437ac65eb8574b30ab0d5e0b0b69e,66fb001284e88af4c1f05a586d4c7b54f54a812b99d8eaa8117afd432e2ca7f4,c94f5aea5744d34f0f2e196f9a39ab5829e0b02ee19e7d89ba73f9c0483c2723,d53c15a826d37a3c38b61f524b05d63c44e5902b28e9b1aff69ba0c2c2e17e1c,d0cc2306b6513d786a3906989afcf997979ad1965c89b8cc325da76365073691,79564568b076511bc9e04b4f7ea11babdb29bd8587186145647d42cc94633e5c,b4bc6f3cc93d8b25e00d3f7fb3dc144a906e4cdd3c05060927c1e260ef4edb36,a901d5a08483a74c779a044bc574ba0db3f621ce43be83a038197da0731edbdf,e93695d918ce217917137dbd1f3080a8f27726e0c1bcaee35e6fda94f4b1a780,95054f7a0dd039d5879dfb6eab8cf270a337e6653f9d58a569c7b7c167fb23b6,005c022dc6f064cdc160cd8c6409edf0b2ef2c09227d6ab62bf013510ee3f02a,f21b8fb920840ce2b45fc60b59bb7215d88607c6f4a300ce2f65c5c7f2ef99c6
"1001401","1001403","0","0","10014","0","0","0","0","0","0","1001402"
"1001402","0","0","0","10014","0","0","0","0","0","0","1001403"
"0","1001502","10015201","0","10015","0","10015115","0","0","2019/05/06 12:00:00","0","1001501"
"1001501","1001503","0","0","10015","0","0","0","0","0","0","1001502"
"1001502","0","0","0","10015","0","0","0","0","0","0","1001503"
"0","0","0","0","10015","0","0","3","0","0","0","1001504"
"0","1001602","10016201","0","10016","0","10016115","0","0","2019/05/18 12:00:00","0","1001601"
"1001601","1001603","0","0","10016","0","0","0","0","0","0","1001602"
"1001602","0","0","0","10016","0","0","0","0","0","0","1001603"
"0","1001702","10017201","0","10017","0","10017115","0","0","2019/06/06 12:00:00","0","1001701"
"1001701","1001703","0","0","10017","0","0","0","0","0","0","1001702"
"1001702","0","0","0","10017","0","0","0","0","0","0","1001703"
"0","0","0","0","10017","0","0","3","0","0","0","1001704"
"1001704","0","0","0","10017","0","0","0","0","0","0","1001705"
"0","1001802","10018201","0","10018","0","10018115","0","0","2019/06/18 12:00:00","0","1001801"
"1001801","1001803","0","0","10018","0","0","0","0","0","0","1001802"
"1001802","0","0","0","10018","0","0","0","0","0","0","1001803"
"0","1001902","10019201","0","10019","0","10019115","0","0","2019/07/06 12:00:00","0","1001901"
"1001901","1001903","0","0","10019","0","0","0","0","0","0","1001902"
"1001902","1001904","0","0","10019","0","0","0","0","0","0","1001903"
"1001903","0","0","0","10019","0","0","0","0","0","0","1001904"
"1001904","0","0","0","10019","0","0","0","0","0","0","1001905"
"0","1002002","10020201","0","10020","0","10020115","0","0","2019/07/18 12:00:00","0","1002001"
"1002001","1002003","0","0","10020","0","0","0","0","0","0","1002002"
"1002002","0","0","0","10020","0","0","0","0","0","0","1002003"
"0","1002102","10021201","0","10021","0","10021115","0","0","2019/08/06 12:00:00","0","1002101"
"1002101","1002103","0","0","10021","0","0","0","0","0","0","1002102"
"1002102","1002104","0","0","10021","0","0","0","0","0","0","1002103"
"1002103","0","0","0","10021","0","0","0","0","0","0","1002104"
"1002104","0","0","0","10021","0","0","0","0","0","0","1002105"
"0","1002202","10022201","0","10022","0","10022115","0","0","2019/08/18 12:00:00","0","1002201"
"1002201","1002203","0","0","10022","0","0","0","0","0","0","1002202"
"1002202","0","0","0","10022","0","0","0","0","0","0","1002203"
"0","1002302","10023201","0","10023","0","10023115","0","0","2019/09/06 12:00:00","0","1002301"
"1002301","1002303","0","0","10023","0","0","0","0","0","0","1002302"
"1002302","1002304","0","0","10023","0","0","0","0","0","0","1002303"
"1002303","0","0","0","10023","0","0","0","0","0","0","1002304"
"1002304","0","0","0","10023","0","0","0","0","0","0","1002305"
"0","1002402","10024201","0","10024","0","10024115","0","0","2019/09/19 12:00:00","0","1002401"
"1002401","1002403","0","0","10024","0","0","0","0","0","0","1002402"
"1002402","0","0","0","10024","0","0","0","0","0","0","1002403"
"0","1002502","10025201","0","10025","0","10025115","0","0","2019/10/06 12:00:00","0","1002501"
"1002501","1002503","0","0","10025","0","0","0","0","0","0","1002502"
"1002502","1002504","0","0","10025","0","0","0","0","0","0","1002503"
"1002503","0","0","0","10025","0","0","0","0","0","0","1002504"
"1002504","0","0","0","10025","0","0","0","0","0","0","1002505"
"0","1002602","10026201","0","10026","0","10026115","0","0","2019/10/19 12:00:00","0","1002601"
"1002601","1002603","0","0","10026","0","0","0","0","0","0","1002602"
"1002602","0","0","0","10026","0","0","0","0","0","0","1002603"
"0","1002702","10027201","0","10027","0","10027115","0","0","2019/11/06 12:00:00","0","1002701"
"1002701","1002703","0","0","10027","0","0","0","0","0","0","1002702"
"1002702","1002704","0","0","10027","0","0","0","0","0","0","1002703"
"1002703","0","0","0","10027","0","0","0","0","0","0","1002704"
"1002704","0","0","0","10027","0","0","0","0","0","0","1002705"
"0","1002802","10028201","0","10028","0","10028115","0","0","2019/11/18 12:00:00","0","1002801"
"1002801","1002803","0","0","10028","0","0","0","0","0","0","1002802"
"1002802","0","0","0","10028","0","0","0","0","0","0","1002803"
"0","1002902","10029201","0","10029","0","10029115","0","0","2019/12/06 12:00:00","0","1002901"
"1002901","1002903","0","0","10029","0","0","0","0","0","0","1002902"
"1002902","1002904","0","0","10029","0","0","0","0","0","0","1002903"
"1002903","0","0","0","10029","0","0","0","0","0","0","1002904"
"1002904","0","0","0","10029","0","0","0","0","0","0","1002905"
"0","1003002","10030201","0","10030","0","10030115","0","0","2019/12/19 12:00:00","0","1003001"
"1003001","1003003","0","0","10030","0","0","0","0","0","0","1003002"
"1003002","0","0","0","10030","0","0","0","0","0","0","1003003"
"0","1003102","10031201","0","10031","0","10031115","0","0","2020/01/06 12:00:00","0","1003101"
"1003101","1003103","0","0","10031","0","0","0","0","0","0","1003102"
"1003102","1003104","0","0","10031","0","0","0","0","0","0","1003103"
"1003103","0","0","0","10031","0","0","0","0","0","0","1003104"
"1003104","0","0","0","10031","0","0","0","0","0","0","1003105"
"0","1003202","10032201","0","10032","0","10032115","0","0","2020/01/20 12:00:00","0","1003201"
"1003201","1003203","0","0","10032","0","0","0","0","0","0","1003202"
"1003202","0","0","0","10032","0","0","0","0","0","0","1003203"
"0","1003302","10033201","0","10033","0","10033115","0","0","2020/02/06 12:00:00","0","1003301"
"1003301","1003303","0","0","10033","0","0","0","0","0","0","1003302"
"1003302","1003304","0","0","10033","0","0","0","0","0","0","1003303"
"1003303","0","0","0","10033","0","0","0","0","0","0","1003304"
"1003304","0","0","0","10033","0","0","0","0","0","0","1003305"
"0","1003402","10034201","0","10034","0","10034115","0","0","2020/02/18 12:00:00","0","1003401"
"1003401","1003403","0","0","10034","0","0","0","0","0","0","1003402"
"1003402","1003404","0","0","10034","0","0","0","0","0","0","1003403"
"1003403","0","0","0","10034","0","0","0","0","0","0","1003404"
"1003404","0","0","0","10034","0","0","0","0","0","0","1003405"
"0","1003502","10035201","0","10035","0","10035115","0","0","2020/03/06 12:00:00","0","1003501"
"1003501","1003503","0","0","10035","0","0","0","0","0","0","1003502"
"1003502","1003504","0","0","10035","0","0","0","0","0","0","1003503"
"1003503","0","0","0","10035","0","0","0","0","0","0","1003504"
"1003504","0","0","0","10035","0","0","0","0","0","0","1003505"
"0","1003602","10036201","0","10036","0","10036115","0","0","2020/03/18 12:00:00","0","1003601"
"1003601","1003603","0","0","10036","0","0","0","0","0","0","1003602"
"1003602","1003604","0","0","10036","0","0","0","0","0","0","1003603"
"1003603","0","0","0","10036","0","0","0","0","0","0","1003604"
"1003604","0","0","0","10036","0","0","0","0","0","0","1003605"
"0","1003702","10037201","0","10037","0","10037115","0","0","2020/03/20 12:00:00","0","1003701"
"1003701","1003703","0","0","10037","0","0","0","0","0","0","1003702"
"1003702","1003704","0","0","10037","0","0","0","0","0","0","1003703"
"1003703","0","0","0","10037","0","0","0","0","0","0","1003704"
"1003704","0","0","0","10037","0","0","0","0","0","0","1003705"
"0","1003802","10038201","0","10038","0","10038115","0","0","2020/04/06 12:00:00","0","1003801"
"1003801","1003803","0","0","10038","0","0","0","0","0","0","1003802"
"1003802","1003804","0","0","10038","0","0","0","0","0","0","1003803"
"1003803","0","0","0","10038","0","0","0","0","0","0","1003804"
"1003804","0","0","0","10038","0","0","0","0","0","0","1003805"
"0","1003902","10039201","0","10039","0","10039115","0","0","2020/04/20 12:00:00","0","1003901"
"1003901","1003903","0","0","10039","0","0","0","0","0","0","1003902"
"1003902","1003904","0","0","10039","0","0","0","0","0","0","1003903"
"1003903","0","0","0","10039","0","0","0","0","0","0","1003904"
"1003904","0","0","0","10039","0","0","0","0","0","0","1003905"
"0","1004002","10040201","0","10040","0","10040115","0","0","2020/05/06 12:00:00","0","1004001"
"1004001","1004003","0","0","10040","0","0","0","0","0","0","1004002"
"1004002","1004004","0","0","10040","0","0","0","0","0","0","1004003"
"1004003","0","0","0","10040","0","0","0","0","0","0","1004004"
"1004004","0","0","0","10040","0","0","0","0","0","0","1004005"
"0","1004102","10041201","0","10041","0","10041115","0","0","2020/05/21 12:00:00","0","1004101"
"1004101","1004103","0","0","10041","0","0","0","0","0","0","1004102"
"1004102","1004104","0","0","10041","0","0","0","0","0","0","1004103"
"1004103","0","0","0","10041","0","0","0","0","0","0","1004104"
"1004104","0","0","0","10041","0","0","0","0","0","0","1004105"
"0","1004202","10042201","0","10042","0","10042115","0","0","2020/06/06 12:00:00","0","1004201"
"1004201","1004203","0","0","10042","0","0","0","0","0","0","1004202"
"1004202","1004204","0","0","10042","0","0","0","0","0","0","1004203"
"1004203","0","0","0","10042","0","0","0","0","0","0","1004204"
"1004204","0","0","0","10042","0","0","0","0","0","0","1004205"
"0","1004302","10043201","0","10043","0","10043115","0","0","2020/06/19 12:00:00","0","1004301"
"1004301","1004303","0","0","10043","0","0","0","0","0","0","1004302"
"1004302","1004304","0","0","10043","0","0","0","0","0","0","1004303"
"1004303","0","0","0","10043","0","0","0","0","0","0","1004304"
"1004304","0","0","0","10043","0","0","0","0","0","0","1004305"
"0","1004402","10044201","0","10044","0","10044115","0","0","2020/07/06 12:00:00","0","1004401"
"1004401","1004403","0","0","10044","0","0","0","0","0","0","1004402"
"1004402","1004404","0","0","10044","0","0","0","0","0","0","1004403"
"1004403","0","0","0","10044","0","0","0","0","0","0","1004404"
"1004404","0","0","0","10044","0","0","0","0","0","0","1004405"
"0","1004502","10045201","0","10045","0","10045115","0","0","2020/07/19 12:00:00","0","1004501"
"1004501","1004503","0","0","10045","0","0","0","0","0","0","1004502"
"1004502","1004504","0","0","10045","0","0","0","0","0","0","1004503"
"1004503","0","0","0","10045","0","0","0","0","0","0","1004504"
"1004504","0","0","0","10045","0","0","0","0","0","0","1004505"
"0","1004602","10046201","0","10046","0","10046115","0","0","2020/08/06 12:00:00","0","1004601"
"1004601","1004603","0","0","10046","0","0","0","0","0","0","1004602"
"1004602","1004604","0","0","10046","0","0","0","0","0","0","1004603"
"1004603","0","0","0","10046","0","0","0","0","0","0","1004604"
"1004604","0","0","0","10046","0","0","0","0","0","0","1004605"
"0","1004702","10047201","0","10047","0","10047115","0","0","2020/08/19 12:00:00","0","1004701"
"1004701","1004703","0","0","10047","0","0","0","0","0","0","1004702"
"1004702","1004704","0","0","10047","0","0","0","0","0","0","1004703"
"1004703","0","0","0","10047","0","0","0","0","0","0","1004704"
"1004704","0","0","0","10047","0","0","0","0","0","0","1004705"
"0","1004802","10048201","0","10048","0","10048115","0","0","2020/09/06 12:00:00","0","1004801"
"1004801","1004803","0","0","10048","0","0","0","0","0","0","1004802"
"1004802","1004804","0","0","10048","0","0","0","0","0","0","1004803"
"1004803","0","0","0","10048","0","0","0","0","0","0","1004804"
"1004804","0","0","0","10048","0","0","0","0","0","0","1004805"
"0","1004902","10049201","0","10049","0","10049115","0","0","2020/09/20 12:00:00","0","1004901"
"1004901","1004903","0","0","10049","0","0","0","0","0","0","1004902"
"1004902","1004904","0","0","10049","0","0","0","0","0","0","1004903"
"1004903","0","0","0","10049","0","0","0","0","0","0","1004904"
"1004904","0","0","0","10049","0","0","0","0","0","0","1004905"
"0","1005002","10050201","0","10050","0","10050115","0","0","2020/10/06 12:00:00","0","1005001"
"1005001","1005003","0","0","10050","0","0","0","0","0","0","1005002"
"1005002","1005004","0","0","10050","0","0","0","0","0","0","1005003"
"1005003","0","0","0","10050","0","0","0","0","0","0","1005004"
"1005004","0","0","0","10050","0","0","0","0","0","0","1005005"
"0","1005102","10051201","0","10051","0","10051115","0","0","2020/10/19 12:00:00","0","1005101"
"1005101","1005103","0","0","10051","0","0","0","0","0","0","1005102"
"1005102","1005104","0","0","10051","0","0","0","0","0","0","1005103"
"1005103","0","0","0","10051","0","0","0","0","0","0","1005104"
"1005104","0","0","0","10051","0","0","0","0","0","0","1005105"
"0","1005202","10052201","0","10052","0","10052115","0","0","2020/11/06 12:00:00","0","1005201"
"1005201","1005203","0","0","10052","0","0","0","0","0","0","1005202"
"1005202","1005204","0","0","10052","0","0","0","0","0","0","1005203"
"1005203","0","0","0","10052","0","0","0","0","0","0","1005204"
"1005204","0","0","0","10052","0","0","0","0","0","0","1005205"
"0","1005302","10053201","0","10053","0","10053115","0","0","2020/11/15 12:00:00","0","1005301"
"1005301","1005303","0","0","10053","0","0","0","0","0","0","1005302"
"1005302","1005304","0","0","10053","0","0","0","0","0","0","1005303"
"1005303","0","0","0","10053","0","0","0","0","0","0","1005304"
"1005304","0","0","0","10053","0","0","0","0","0","0","1005305"
"0","1005402","10054201","0","10054","0","10054115","0","0","2020/12/06 12:00:00","0","1005401"
"1005401","1005403","0","0","10054","0","0","0","0","0","0","1005402"
"1005402","1005404","0","0","10054","0","0","0","0","0","0","1005403"
"1005403","0","0","0","10054","0","0","0","0","0","0","1005404"
"1005404","0","0","0","10054","0","0","0","0","0","0","1005405"
"0","1005502","10055201","0","10055","0","10055115","0","0","2020/12/19 12:00:00","0","1005501"
"1005501","1005503","0","0","10055","0","0","0","0","0","0","1005502"
"1005502","1005504","0","0","10055","0","0","0","0","0","0","1005503"
"1005503","0","0","0","10055","0","0","0","0","0","0","1005504"
"1005504","0","0","0","10055","0","0","0","0","0","0","1005505"
"0","1005602","10056201","0","10056","0","10056115","0","0","2021/01/06 12:00:00","0","1005601"
"1005601","1005603","0","0","10056","0","0","0","0","0","0","1005602"
"1005602","1005604","0","0","10056","0","0","0","0","0","0","1005603"
"1005603","0","0","0","10056","0","0","0","0","0","0","1005604"
"1005604","0","0","0","10056","0","0","0","0","0","0","1005605"
"0","1005702","10057201","0","10057","0","10057115","0","0","2021/01/18 12:00:00","0","1005701"
"1005701","1005703","0","0","10057","0","0","0","0","0","0","1005702"
"1005702","1005704","0","0","10057","0","0","0","0","0","0","1005703"
"1005703","0","0","0","10057","0","0","0","0","0","0","1005704"
"1005704","0","0","0","10057","0","0","0","0","0","0","1005705"
"0","1005802","10058201","0","10058","0","10058115","0","0","2021/02/06 12:00:00","0","1005801"
"1005801","1005803","0","0","10058","0","0","0","0","0","0","1005802"
"1005802","1005804","0","0","10058","0","0","0","0","0","0","1005803"
"1005803","0","0","0","10058","0","0","0","0","0","0","1005804"
"1005804","0","0","0","10058","0","0","0","0","0","0","1005805"
"0","1005902","10059201","0","10059","0","10059115","0","0","2021/02/17 12:00:00","0","1005901"
"1005901","1005903","0","0","10059","0","0","0","0","0","0","1005902"
"1005902","1005904","0","0","10059","0","0","0","0","0","0","1005903"
"1005903","0","0","0","10059","0","0","0","0","0","0","1005904"
"1005904","0","0","0","10059","0","0","0","0","0","0","1005905"
"0","1006002","10060201","0","10060","0","10060115","0","0","2021/02/19 12:00:00","0","1006001"
"1006001","1006003","0","0","10060","0","0","0","0","0","0","1006002"
"1006002","1006004","0","0","10060","0","0","0","0","0","0","1006003"
"1006003","0","0","0","10060","0","0","0","0","0","0","1006004"
"1006004","0","0","0","10060","0","0","0","0","0","0","1006005"
"0","1006102","10061201","0","10061","0","10061115","0","0","2021/03/06 12:00:00","0","1006101"
"1006101","1006103","0","0","10061","0","0","0","0","0","0","1006102"
"1006102","1006104","0","0","10061","0","0","0","0","0","0","1006103"
"1006103","0","0","0","10061","0","0","0","0","0","0","1006104"
"1006104","0","0","0","10061","0","0","0","0","0","0","1006105"
"0","1006202","10062201","0","10062","0","10062115","0","0","2021/03/12 12:00:00","0","1006201"
"1006201","1006203","0","0","10062","0","0","0","0","0","0","1006202"
"1006202","1006204","0","0","10062","0","0","0","0","0","0","1006203"
"1006203","0","0","0","10062","0","0","0","0","0","0","1006204"
"1006204","0","0","0","10062","0","0","0","0","0","0","1006205"
"0","1006302","10063201","0","10063","0","10063115","0","0","2021/03/20 12:00:00","0","1006301"
"1006301","1006303","0","0","10063","0","0","0","0","0","0","1006302"
"1006302","1006304","0","0","10063","0","0","0","0","0","0","1006303"
"1006303","0","0","0","10063","0","0","0","0","0","0","1006304"
"1006304","0","0","0","10063","0","0","0","0","0","0","1006305"
"0","1006402","10064201","0","10064","0","10064115","0","0","2021/04/06 12:00:00","0","1006401"
"1006401","1006403","0","0","10064","0","0","0","0","0","0","1006402"
"1006402","1006404","0","0","10064","0","0","0","0","0","0","1006403"
"1006403","0","0","0","10064","0","0","0","0","0","0","1006404"
"1006404","0","0","0","10064","0","0","0","0","0","0","1006405"
"0","1006502","10065201","0","10065","0","10065115","0","0","2021/04/21 12:00:00","0","1006501"
"1006501","1006503","0","0","10065","0","0","0","0","0","0","1006502"
"1006502","1006504","0","0","10065","0","0","0","0","0","0","1006503"
"1006503","0","0","0","10065","0","0","0","0","0","0","1006504"
"1006504","0","0","0","10065","0","0","0","0","0","0","1006505"
"0","1006602","10066201","0","10066","0","10066115","0","0","2021/05/06 12:00:00","0","1006601"
"1006601","1006603","0","0","10066","0","0","0","0","0","0","1006602"
"1006602","1006604","0","0","10066","0","0","0","0","0","0","1006603"
"1006603","0","0","0","10066","0","0","0","0","0","0","1006604"
"1006604","0","0","0","10066","0","0","0","0","0","0","1006605"
"0","1006702","10067201","0","10067","0","10067115","0","0","2021/05/21 12:00:00","0","1006701"
"1006701","1006703","0","0","10067","0","0","0","0","0","0","1006702"
"1006702","1006704","0","0","10067","0","0","0","0","0","0","1006703"
"1006703","0","0","0","10067","0","0","0","0","0","0","1006704"
"1006704","0","0","0","10067","0","0","0","0","0","0","1006705"
"0","1006802","10068201","0","10068","0","10068115","0","0","2021/06/06 12:00:00","0","1006801"
"1006801","1006803","0","0","10068","0","0","0","0","0","0","1006802"
"1006802","1006804","0","0","10068","0","0","0","0","0","0","1006803"
"1006803","0","0","0","10068","0","0","0","0","0","0","1006804"
"1006804","0","0","0","10068","0","0","0","0","0","0","1006805"
"0","1006902","10069201","0","10069","0","10069115","0","0","2021/06/21 12:00:00","0","1006901"
"1006901","1006903","0","0","10069","0","0","0","0","0","0","1006902"
"1006902","1006904","0","0","10069","0","0","0","0","0","0","1006903"
"1006903","0","0","0","10069","0","0","0","0","0","0","1006904"
"1006904","0","0","0","10069","0","0","0","0","0","0","1006905"
"0","1007002","10070201","0","10070","0","10070115","0","0","2021/07/06 12:00:00","0","1007001"
"1007001","1007003","0","0","10070","0","0","0","0","0","0","1007002"
"1007002","1007004","0","0","10070","0","0","0","0","0","0","1007003"
"1007003","0","0","0","10070","0","0","0","0","0","0","1007004"
"1007004","0","0","0","10070","0","0","0","0","0","0","1007005"
"0","1007102","10071201","0","10071","0","10071115","0","0","2021/07/21 12:00:00","0","1007101"
"1007101","1007103","0","0","10071","0","0","0","0","0","0","1007102"
"1007102","1007104","0","0","10071","0","0","0","0","0","0","1007103"
"1007103","0","0","0","10071","0","0","0","0","0","0","1007104"
"1007104","0","0","0","10071","0","0","0","0","0","0","1007105"
"0","1007202","10072201","0","10072","0","10072115","0","0","2021/08/06 12:00:00","0","1007201"
"1007201","1007203","0","0","10072","0","0","0","0","0","0","1007202"
"1007202","1007204","0","0","10072","0","0","0","0","0","0","1007203"
"1007203","0","0","0","10072","0","0","0","0","0","0","1007204"
"1007204","0","0","0","10072","0","0","0","0","0","0","1007205"
"0","1007302","10073201","0","10073","0","10073115","0","0","2021/08/21 12:00:00","0","1007301"
"1007301","1007303","0","0","10073","0","0","0","0","0","0","1007302"
"1007302","1007304","0","0","10073","0","0","0","0","0","0","1007303"
"1007303","0","0","0","10073","0","0","0","0","0","0","1007304"
"1007304","0","0","0","10073","0","0","0","0","0","0","1007305"
"0","1007402","10074201","0","10074","0","10074115","0","0","2021/09/06 12:00:00","0","1007401"
"1007401","1007403","0","0","10074","0","0","0","0","0","0","1007402"
"1007402","1007404","0","0","10074","0","0","0","0","0","0","1007403"
"1007403","0","0","0","10074","0","0","0","0","0","0","1007404"
"1007404","0","0","0","10074","0","0","0","0","0","0","1007405"
"0","1007502","10075201","0","10075","0","10075115","0","0","2021/09/20 12:00:00","0","1007501"
"1007501","1007503","0","0","10075","0","0","0","0","0","0","1007502"
"1007502","1007504","0","0","10075","0","0","0","0","0","0","1007503"
"1007503","0","0","0","10075","0","0","0","0","0","0","1007504"
"1007504","0","0","0","10075","0","0","0","0","0","0","1007505"
"0","1007602","10076201","0","10076","0","10076115","0","0","2021/10/06 12:00:00","0","1007601"
"1007601","1007603","0","0","10076","0","0","0","0","0","0","1007602"
"1007602","1007604","0","0","10076","0","0","0","0","0","0","1007603"
"1007603","0","0","0","10076","0","0","0","0","0","0","1007604"
"1007604","0","0","0","10076","0","0","0","0","0","0","1007605"
"0","1007702","10077201","0","10077","0","10077115","0","0","2021/10/21 12:00:00","0","1007701"
"1007701","1007703","0","0","10077","0","0","0","0","0","0","1007702"
"1007702","1007704","0","0","10077","0","0","0","0","0","0","1007703"
"1007703","0","0","0","10077","0","0","0","0","0","0","1007704"
"1007704","0","0","0","10077","0","0","0","0","0","0","1007705"
"0","1007802","10078201","0","10078","0","10078115","0","0","2021/11/06 12:00:00","0","1007801"
"1007801","1007803","0","0","10078","0","0","0","0","0","0","1007802"
"1007802","1007804","0","0","10078","0","0","0","0","0","0","1007803"
"1007803","0","0","0","10078","0","0","0","0","0","0","1007804"
"1007804","0","0","0","10078","0","0","0","0","0","0","1007805"
"0","1007902","10079201","0","10079","0","10079115","0","0","2021/11/21 12:00:00","0","1007901"
"1007901","1007903","0","0","10079","0","0","0","0","0","0","1007902"
"1007902","1007904","0","0","10079","0","0","0","0","0","0","1007903"
"1007903","0","0","0","10079","0","0","0","0","0","0","1007904"
"1007904","0","0","0","10079","0","0","0","0","0","0","1007905"
"0","1008002","10080201","0","10080","0","10080115","0","0","2021/12/06 12:00:00","0","1008001"
"1008001","1008003","0","0","10080","0","0","0","0","0","0","1008002"
"1008002","1008004","0","0","10080","0","0","0","0","0","0","1008003"
"1008003","0","0","0","10080","0","0","0","0","0","0","1008004"
"1008004","0","0","0","10080","0","0","0","0","0","0","1008005"
"0","1008102","10081201","0","10081","0","10081115","0","0","2021/12/20 12:00:00","0","1008101"
"1008101","1008103","0","0","10081","0","0","0","0","0","0","1008102"
"1008102","1008104","0","0","10081","0","0","0","0","0","0","1008103"
"1008103","0","0","0","10081","0","0","0","0","0","0","1008104"
"1008104","0","0","0","10081","0","0","0","0","0","0","1008105"
"0","1008202","10082201","0","10082","0","10082115","0","0","2022/01/06 12:00:00","0","1008201"
"1008201","1008203","0","0","10082","0","0","0","0","0","0","1008202"
"1008202","1008204","0","0","10082","0","0","0","0","0","0","1008203"
"1008203","0","0","0","10082","0","0","0","0","0","0","1008204"
"1008204","0","0","0","10082","0","0","0","0","0","0","1008205"
"0","1008302","10083201","0","10083","0","10083115","0","0","2022/01/21 12:00:00","0","1008301"
"1008301","1008303","0","0","10083","0","0","0","0","0","0","1008302"
"1008302","1008304","0","0","10083","0","0","0","0","0","0","1008303"
"1008303","0","0","0","10083","0","0","0","0","0","0","1008304"
