7e864a261adde040c7052be03443baff0ec464079443d0350c5fb74242b3395a,a3638e0af2ec87366f41ca54815c9acfc64137b3890a70c2cb6f5e803cf28dbd,f5e34155911097e043c65e992517e26719ab44040642c3640f685147aa5c0078,9b918b7761ec232876dbb922cf8a563e8e426c086d8b17a7544e936a38458edc,7cf4ea84da9af62bce244e1a004350c8c87748bf1753480636d9fbf7d6bbe2df,951dfacb2918fc276f8f5d7ab708443d9475d7c469893434f7e834588e5e7d89,5b24bf6a4979b4058f86c8b9c1bcb43a730091dc0a1e3e39fbc1bdef2f72825e,d68466b4e5c02f16eabb1305ba9716403db63c718bbc24585eb8160f11824107,104b180dca8958e3462291a2e07e811f1879be0f8ae23bb6aa0365c1c508e8b3,b536a609d63a96e2ec6994ae19eabf7ec8cac8b7669bb6aa39d62a58e4f91dcf
"0","0","0","一死","1","2120045","0","瀕死","すべて正しい","状態"
"0","0","0","不信","1","2120046","0","人物","すべて正しい","追跡"
"0","0","0","硬化","1","2120047","0","紙幣","すべて正しい","両替"
"0","0","0","きゅうしいっしょう","1","2120048","0","はちめんろっぴ","さんしゃさんよう","しぶんごれつ"
"0","0","0","せんざいいちぐう","1","2120049","0","ひゃっぱちひゃくちゅう","いちもうだじん","しめんそか"
"0","0","0","図る","1","2120050","0","謀る","測る","計る"
"0","0","0","就く","1","2120051","0","着く","付く","突く"
"0","0","0","青","1","2120053","0","赤","白","黒"
"0","0","0","五分","1","2120054","0","三分","二分","七分"
"0","0","0","敵同士","1","2120055","0","家族","師弟","カップル"
"0","0","0","タケノコ","1","2120056","0","マツタケ","アスパラ","シイタケ"
"0","0","0","金","1","2120057","0","女","命","仕事"
"0","0","0","真綿","1","2120058","0","麻","糸","髪の毛"
"0","0","0","眉","1","2120059","0","耳","うなじ","あご"
"0","0","0","亀","1","2120060","0","鶴","猫","犬"
"0","0","0","狐","1","2120061","0","狸","兎","猫"
"0","0","0","バイバイぼっち団","1","2121001","0","ばたんきゅー冒険団","バイトばっかり団","ぼくらの防衛団"
"0","0","0","ジ・オーダー・オブ・ゲヘナ・イモータルズ","1","2121002","0","ザ・バタリオン・オブ・ハデス・イモータル","ジ・オーダー・オブ・ハデス・イモータル","ザ・バタリオン・オブ・ゲヘナ・イモータルズ"
"0","0","0","絶対妻君","1","2121003","0","誓約女君","獰猛女君","聖夜女君"
"0","0","0","しっぷうのヘカーテ","1","2121004","0","しっぷうのめいひめ","しっぷうのダークプリンセス","しっぷうのめいひ"
"0","0","0","1000000","1","2121005","0","10000000","100000000","1000"
"0","0","0","薬指","1","2130004","0","親指","中指","小指"
"0","0","0","中指","1","2130005","0","薬指","人差し指","親指"
"0","0","0","人差し指","1","2130006","0","中指","親指","薬指"
"0","0","0","酒","1","2130007","0","肉","米","野菜"
"0","0","0","世間知らず","1","2130008","0","貧乏人","料理人","頑固者"
"0","0","0","床","1","2130009","0","病","尾","原"
"0","0","0","南","1","2130011","0","東","北","西"
"0","0","0","台所","1","2130014","0","トイレ","納戸","居間"
"0","0","0","九","1","2130015","0","七","八","六"
"0","0","0","三味線","1","2130016","0","琴","ピアノ","ギター"
"0","0","0","天衣無法","1","2130018","0","再三再四","馬耳東風","千変万化"
"0","0","0","格下","1","2130019","0","貢献","穀物","貴重"
"0","0","0","掛軸","1","2130020","0","貝殻","木刀","金券"
"0","0","0","羊頭苦肉","1","2130021","0","器用貧乏","汚名返上","無芸大食"
"0","0","0","秋","1","2130022","0","春","冬","夏"
"0","0","0","ハン","1","2130023","0","ホン","タン","チュウ"
"0","0","0","タン","1","2130024","0","イツ","コン","サン"
"0","0","0","シン","1","2130025","0","イン","テン","キン"
"0","0","0","木乃伊","1","2130026","0","伊乃木","乃伊木","木伊乃"
"0","0","0","ぬるまゆ","1","2130027","0","さらゆ","ねっとう","ちょうおんとう"
"0","0","0","自鳴琴","1","2130028","0","手風琴","鉄琴","口風琴"
"0","0","0","素描","1","2130029","0","点描","寸描","線描"
"0","0","0","用心しすぎ","1","2130030","0","大胆","平凡","不注意"
"0","0","0","囲碁","1","2130031","0","将棋","双六","麻雀"
"0","0","0","釣り","1","2130033","0","賭け事","女性","食事"
"0","0","0","鰯","1","2130034","0","鮪","鰹","鯵"
"0","0","0","良いときの邪魔者","1","2130035","0","悪いときの助け船","災難続き","突然のチャンス"
"0","0","0","蓮","1","2130036","0","菊","百合","薔薇"
"0","0","0","菊","1","2130037","0","桜","松","梅"
"0","0","0","いちる","1","2130039","0","いちまつ","いっぺん","いっき"
"0","0","0","サイコロ博打","1","2130041","0","タコ漁","指圧","生け花"
"0","0","0","クモ","1","2130044","0","カマキリ","ヤモリ","カエル"
"0","0","0","カラス","1","2130045","0","カエル","スズムシ","ネコ"
"0","0","0","江戸っ子","1","2130046","0","盗人","武士","居候"
"0","0","0","キジ","1","2130047","0","カラス","サギ","カモ"
"0","0","0","苔","1","2130048","0","カビ","芽","草"
"0","0","0","すいこう","1","2130049","0","ついかく","すいさつ","ずいし"
"0","0","0","翼","1","2130050","0","刀","獅子","車"
"0","0","0","味噌をつける","1","2130052","0","塩をつける","辛子をつける","酢をつける"
"0","0","0","筆まめ","1","2130053","0","筆むぎ","筆あわ","筆いね"
"0","0","0","ようやく","1","2130054","0","しばらく","ことごとく","あまねく"
"0","0","0","詩人","1","2130055","0","詩集","詩を書く","詩"
"0","0","0","いちじく","1","2130058","0","びわ","ざくろ","あけび"
"0","0","0","うど","1","2130059","0","わらび","つくし","ぜんまい"
"0","0","0","かきつばた","1","2130061","0","しょうぶ","さるすべり","おみなえし"
"0","0","0","エターナルアビス＝ディヴァイダー","1","2131001","0","ディープエターナル＝エアスラッシャー","エターナルアビス＝エアスラッシャー","ディープエターナル＝ディヴァイダー"
"0","0","0","ギアスアポクリフォ・タイラントコード","1","2131002","0","アポカリプスコード・スリーシックス","ギアスグリモワール・ナンバーオブサタン","アビステクノロジー・ヘルコード"
"0","0","0","百面相","1","2131003","0","百貨店","百人一首","百点満点"
"0","0","0","推し事","1","2131004","0","胸の内","愛言葉","お仕事"
"0","0","0","キャンプ","1","2131005","0","クルーズ","マラソン","ファイト"
"0","0","0","オタマジャクシ","1","2210001","0","アオダイショウ","ゲンゴロウ","ヤゴ"
"0","0","0","角","1","2210003","0","翼","耳","しっぽ"
"0","0","0","イナゴ","1","2210004","0","ダンゴ","ロンゴ","サンゴ"
"0","0","0","カラス","1","2210005","0","ペリカン","オウム","コウノトリ"
"0","0","0","ジンジャー","1","2210006","0","ガーリック","ターメリック","オニオン"
"0","0","0","アボカド","1","2210007","0","マンゴー","ランブータン","ドリアン"
"0","0","0","パクチー","1","2210008","0","パンジー","パーシー","パール"
"0","0","0","ニンジン","1","2210009","0","ピーマン","キュウリ","ハクサイ"
"0","0","0","魚類","1","2210011","0","哺乳類","は虫類","鳥類"
"0","0","0","免疫","1","2210012","0","罷免","自己防衛","慣れ"
"0","0","0","耳","1","2210013","0","鼻","目","口"
"0","0","0","イタチ科","1","2210015","0","リス科","ネコ科","イヌ科"
"0","0","0","お母さん","1","2210016","0","お父さん","おばあさん","おじいさん"
"0","0","0","鼻","1","2210018","0","口","目","耳"
"0","0","0","サケ","1","2210019","0","サバ","コイ","アユ"
"0","0","0","ラクダ","1","2210020","0","パンダ","ゴリラ","ヒツジ"
"0","0","0","チーター","1","2210021","0","ダチョウ","トラ","ライオン"
"0","0","0","オウム","1","2210022","0","カッコウ","フクロウ","キツツキ"
"0","0","0","親知らず","1","2210024","0","情知らず","八重歯","物知らず"
"0","0","0","クジャク","1","2210025","0","フラミンゴ","ライチョウ","コウノトリ"
"0","0","0","タラバガニ","1","2210026","0","ズワイガニ","モクズガニ","タカアシガニ"
"0","0","0","ブドウ糖","1","2210027","0","ミカン糖","イチゴ糖","レモン糖"
"0","0","0","ソデタケ","1","2210029","0","マツタケ","マイタケ","シイタケ"
"0","0","0","トリュフ","1","2210030","0","フォアグラ","ナツメグ","キャビア"
"0","0","0","軟体動物","1","2210032","0","剛体動物","変体動物","解体動物"
"0","0","0","ピーマン","1","2210034","0","モヤシ","キャベツ","レタス"
"0","0","0","そらまめ","1","2210035","0","えんどうまめ","くろまめ","なたまめ"
"0","0","0","上腕二頭筋","1","2210037","0","上腕一頭筋","上腕五頭筋","ヒラメ筋"
"0","0","0","赤","1","2210040","0","青","緑","黄"
"0","0","0","1匹","1","2210041","0","20匹","10匹","5匹"
"0","0","0","耳","1","2210042","0","鼻","尻尾","前脚"
"0","0","0","海","1","2210045","0","川","池","湖"
"0","0","0","くちばしが膨らむ","1","2210046","0","地上を高速で走る","木をつついて穴をあける","首が360度回る"
"0","0","0","貝","1","2210047","0","サンゴ","小石","ペンション"
"0","0","0","サクラ","1","2210048","0","アサガオ","キク","サザンカ"
"0","0","0","いびき","1","2210049","0","しゃっくり","あくび","くしゃみ"
"0","0","0","頭がい骨","1","2210050","0","頭とう骨","頭こう骨","頭あい骨"
"0","0","0","36℃前後","1","2210051","0","26℃前後","56℃前後","46℃前後"
"0","0","0","カメレオン","1","2210052","0","キリギリス","ハンミョウ","カマドウマ"
"0","0","0","サンショウウオ","1","2210054","0","コショウウオ","シチミトウガラシウオ","タバスコウオ"
"0","0","0","クマゲラ","1","2210056","0","ホッキョクグマ","ヒグマ","ツキノワグマ"
"0","0","0","あつい","1","2210057","0","にがい","あまい","すっぱい"
"0","0","0","ホタル","1","2210058","0","セミ","ハチ","トンボ"
"0","0","0","ブルドッグ","1","2210059","0","ソルティドッグ","アメリカンドッグ","ホットドッグ"
"0","0","0","イチョウ","1","2210060","0","モミジ","ハゼノキ","ツツジ"
"0","0","0","ユニ","1","2211001","0","ミソギ","ミミ","キョウカ"
"0","0","0","～ッス","1","2211002","0","～ガオッ","～だぴょん♪","～であーる"
"0","0","0","キャル","1","2211003","0","ぺコリーヌ","シェフィ","コッコロ"
"0","0","0","ちゃんイオ","1","2211004","0","イオっち","イオ殿","イオせんせー"
"0","0","0","ミソラ","1","2211005","0","リリ","プレシア","クリア"
"0","0","0","くまのみ","1","2220001","0","やしのみ","ゆのみ","このみ"
"0","0","0","サザンカ","1","2220002","0","タンポポ","アサガオ","アジサイ"
"0","0","0","8本","1","2220005","0","10本","12本","6本"
"0","0","0","ナス科","1","2220006","0","バラ科","ウリ科","ミカン科"
"0","0","0","オサガメ","1","2220007","0","ジジガメ","ババガメ","トノガメ"
"0","0","0","キーウィ","1","2220008","0","パパイヤ","マンゴー","パイナップル"
"0","0","0","アシ","1","2220009","0","ミミ","カカト","カミ"
"0","0","0","役に立っていない","1","2220010","0","食べ物を消化する","解毒の機能がある","血液を作る"
"0","0","0","ニホンザル","1","2220012","0","ゴリラ","オランウータン","チンパンジー"
"0","0","0","スズムシ","1","2220015","0","マツムシ","クワガタムシ","クツワムシ"
"0","0","0","ヘラクレスオオカブト","1","2220016","0","アキレスオオカブト","ペルセウスオオカブト","アマゾネスオオカブト"
"0","0","0","4つ","1","2220017","0","2つ","分かれていない","3つ"
"0","0","0","ホッキョクグマ","1","2220018","0","ツキノワグマ","アメリカクロクマ","ヒグマ"
"0","0","0","カマキリ","1","2220019","0","クワガタ","セミ","テントウムシ"
"0","0","0","頬袋","1","2220020","0","肌頬","頬冠","貯頬"
"0","0","0","コチョウラン","1","2220021","0","ベニバナクサギ","ボタンキンバイ","カノコユリ"
"0","0","0","細胞","1","2220022","0","脂肪","棍棒","心房"
"0","0","0","コオロギ","1","2220023","0","キリギリス","アリ","バッタ"
"0","0","0","フグ","1","2220024","0","アンコウ","シャチ","サメ"
"0","0","0","く","1","2220025","0","い","て","め"
"0","0","0","クラゲ","1","2220026","0","ウニ","タコ","イカ"
"0","0","0","ウニ","1","2220027","0","クラゲ","タコ","イカ"
"0","0","0","牛","1","2220028","0","犬","ラクダ","羊"
"0","0","0","さなぎ","1","2220030","0","なぎさ","さかき","うさぎ"
"0","0","0","ワニ","1","2220031","0","ヘビ","カバ","カメレオン"
"0","0","0","マントヒヒ","1","2220033","0","ゴリラ","オランウータン","チンパンジー"
"0","0","0","クワガタ","1","2220034","0","カブトムシ","カマキリ","カナブン"
"0","0","0","7年後","1","2220038","0","7ヵ月後","7日後","7週間後"
"0","0","0","ウメ","1","2220040","0","ヒマワリ","コスモス","アジサイ"
"0","0","0","足","1","2220042","0","手","腰","頭"
"0","0","0","学名","1","2220043","0","本名","実名","和名"
"0","0","0","ホモ・サピエンス","1","2220044","0","ホモ・アジエンス","イモ・アジエンス","モモ・サピエンス"
"0","0","0","トンボ","1","2220046","0","セミ","スズムシ","カブトムシ"
"0","0","0","種子植物","1","2220047","0","硝子植物","芥子植物","束子植物"
"0","0","0","毛細血管","1","2220048","0","毛様血管","毛深血管","毛頭血管"
"0","0","0","貝類","1","2220049","0","鳥類","魚類","両生類"
"0","0","0","クラゲ","1","2220050","0","エビ","フジツボ","カニ"
"0","0","0","アルマジロ","1","2220051","0","ハリネズミ","オオアリクイ","ヤマアラシ"
"0","0","0","水","1","2220052","0","たんぱく質","炭水化物","脂質"
"0","0","0","ライチョウ","1","2220054","0","カッコウ","カワセミ","スズメ"
"0","0","0","皮膚","1","2220056","0","毛","脂肪","骨"
"0","0","0","呼吸器","1","2220057","0","循環器","消化器","泌尿器"
"0","0","0","ウニ","1","2220058","0","タコ","エビ","イカ"
"0","0","0","胞子","1","2220059","0","法師","奉仕","法子"
"0","0","0","シメジ","1","2220060","0","マイタケ","ナメコ","マツタケ"
"0","0","0","ミミ","1","2221001","0","キョウカ","イノリ","リリ"
"0","0","0","トラタイガー","1","2221002","0","タラトイガー","トラライオン","トライロッカー"
"0","0","0","ぺんぽこりん","1","2221003","0","ぽんこりん","ぷんぽこりん","ぺんぺこりん"
"0","0","0","ミヤコ","1","2221004","0","トモ","クルミ","ミサキ"
"0","0","0","ドロゲーター","1","2221005","0","ワニゴン","タテマツリワニ","ワニドロロ"
"0","0","0","アルベド","1","2230001","0","アルヘナ","アルキン","アルガン"
"0","0","0","シバリング","1","2230003","0","アイドリング","シャーリング","トラベリング"
"0","0","0","膵臓","1","2230005","0","肝臓","心臓","腎臓"
"0","0","0","ピーヘン","1","2230007","0","ピーラー","ピーチ","ピーナッツ"
"0","0","0","クラッタリング","1","2230008","0","グルーミング","ギャザリング","マウンティング"
"0","0","0","ネズミザメ科","1","2230010","0","ネコザメ科","イタチザメ科","イヌザメ科"
"0","0","0","ローズマリー","1","2230012","0","デイジーマリー","サンフラワーマリー","ポピーマリー"
"0","0","0","フランジ","1","2230013","0","レバー","ラチェット","スリット"
"0","0","0","アジサイ","1","2230014","0","スミレ","シダレザクラ","フジ"
"0","0","0","実","1","2230015","0","葉","茎","根"
"0","0","0","ドラゴンフルーツ","1","2230016","0","ジャックフルーツ","パッションフルーツ","ミラクルフルーツ"
"0","0","0","ブロッコリー","1","2230017","0","キャベツ","チンゲンサイ","ホウレンソウ"
"0","0","0","ぜいご","1","2230018","0","でいご","けいご","こんご"
"0","0","0","同じ","1","2230019","0","キリンのほうが多い","個体によって違う","人間のほうが多い"
"0","0","0","ジャコウネコ科","1","2230021","0","ジャコウイヌ科","ジャコウウマ科","ジャコウクマ科"
"0","0","0","シソ科","1","2230022","0","キク科","イネ科","セリ科"
"0","0","0","白","1","2230023","0","黒","赤","縞模様"
"0","0","0","カピバラ","1","2230024","0","ビーバー","チンチラ","ヌートリア"
"0","0","0","ナマズ","1","2230026","0","ウナギ","マグロ","ドジョウ"
"0","0","0","ムギワラトンボ","1","2230027","0","バナナトンボ","タンポポトンボ","ヒマワリトンボ"
"0","0","0","カイコ","1","2230028","0","トンボ","クワガタ","カブトムシ"
"0","0","0","鰻","1","2230029","0","山女魚","鮪","鰆"
"0","0","0","3つ","1","2230030","0","2つ","5つ","1つ"
"0","0","0","シーラカンス","1","2230031","0","マンタ","ミミックオクトパス","ホホジロザメ"
"0","0","0","僧帽筋","1","2230032","0","兵帽筋","王帽筋","侍帽筋"
"0","0","0","うろこ","1","2230033","0","目","口","尾ひれ"
"0","0","0","XY","1","2230034","0","XX","XZ","YY"
"0","0","0","0本","1","2230036","0","15本","23本","7本"
"0","0","0","イトウ","1","2230037","0","サトウ","タカハシ","スズキ"
"0","0","0","イタチ科","1","2230038","0","リス科","ネコ科","イヌ科"
"0","0","0","イヌ科","1","2230040","0","ネコ科","ジャコウネコ科","ブタ科"
"0","0","0","ボウフラ","1","2230043","0","イモムシ","アリジゴク","ヤゴ"
"0","0","0","カマキリ","1","2230044","0","クモ","クワガタ","カブトムシ"
"0","0","0","こむら返り","1","2230045","0","おうむ返し","生き返り","ふり返り"
"0","0","0","イネ科","1","2230046","0","ツツジ科","ユリ科","スミレ科"
"0","0","0","落葉樹","1","2230048","0","針葉樹","常緑樹","広葉樹"
"0","0","0","クロロフィル","1","2230049","0","ケロロフィル","キロロフィル","カロロフィル"
"0","0","0","フクロウ","1","2230050","0","カッコウ","ハト","ニワトリ"
"0","0","0","月見草","1","2230051","0","月夜草","星夜草","星見草"
"0","0","0","オウム貝","1","2230052","0","カラス貝","スズメ貝","ウグイス貝"
"0","0","0","アイアイ","1","2230053","0","マイマイ","ハイハイ","カイカイ"
"0","0","0","ヒラメ筋","1","2230055","0","アナゴ筋","マグロ筋","カツオ筋"
"0","0","0","脂肪","1","2230058","0","水","夢","石油"
"0","0","0","ネコ","1","2230059","0","イヌ","キツネ","タヌキ"
"0","0","0","ケッパー","1","2230061","0","ペッパー","アッパー","ラッパー"
"0","0","0","聖女仮面","1","2231001","0","マスク・ド・ジュン","白銀マスク","ノエルの淑女"
"0","0","0","アオイ","1","2231002","0","アヤネ","イリヤ","コッコロ"
"0","0","0","タンバリン","1","2231003","0","太鼓","マラカス","カスタネット"
"0","0","0","ユニ","1","2231004","0","チエル","アオイ","クロエ"
"0","0","0","スズナ","1","2231005","0","エリコ","キャル","ニノン"
"0","0","0","1","1","2310002","0","0","0.5","2"
"0","0","0","月","1","2310003","0","太陽","水星","火星"
"0","0","0","土星","1","2310005","0","水星","金星","火星"
"0","0","0","ルビー","1","2310006","0","エメラルド","真珠","トルコ石"
"0","0","0","熱帯低気圧","1","2310009","0","温帯低気圧","乾燥帯低気圧","寒帯低気圧"
"0","0","0","デシベル","1","2310010","0","ヘクトパスカル","キログラム","ミリバール"
"0","0","0","カロリー","1","2310011","0","メートル","リットル","キログラム"
"0","0","0","6","1","2310012","0","12","9","24"
"0","0","0","24時間","1","2310014","0","12時間","48時間","36時間"
"0","0","0","すべて同じ","1","2310015","0","1kgの鉄","1kgの綿","1kgの砂"
"0","0","0","1440分","1","2310016","0","1360分","1600分","1520分"
"0","0","0","M","1","2310017","0","N","W","E"
"0","0","0","白夜","1","2310018","0","黒夜","赤夜","黄夜"
"0","0","0","黒","1","2310019","0","赤","ピンク","白"
"0","0","0","45度","1","2310020","0","30度","90度","60度"
"0","0","0","ブラックホール","1","2310021","0","レッドホール","ホワイトホール","ブルーホール"
"0","0","0","720度","1","2310023","0","180度","540度","360度"
"0","0","0","21","1","2310024","0","20","23","22"
"0","0","0","天の川","1","2310025","0","湯の川","紀の川","泥の川"
"0","0","0","質素","1","2310026","0","窒素","炭素","水素"
"0","0","0","0.01メートル","1","2310027","0","0.1メートル","100メートル","10メートル"
"0","0","0","ヘルツ","1","2310028","0","ワルツ","ワッツ","スパッツ"
"0","0","0","スコール","1","2310030","0","クロール","イコール","ショール"
"0","0","0","隕石との衝突","1","2310031","0","ロケットとの衝突","地面からの爆発","人工衛星との衝突"
"0","0","0","365.24日","1","2310032","0","265.24日","465.24日","165.24日"
"0","0","0","約29.5日","1","2310034","0","約39.5日","約59.5日","約49.5日"
"0","0","0","断層","1","2310035","0","切層","高層","割層"
"0","0","0","沸騰","1","2310036","0","爆発","液化","酸化"
"0","0","0","氷点","1","2310037","0","固点","冷点","寒点"
"0","0","0","2キロ","1","2310038","0","4キロ","8キロ","6キロ"
"0","0","0","0","1","2310039","0","50","-500","5050"
"0","0","0","皆既日食","1","2310041","0","部分日食","全体日食","金環日食"
"0","0","0","抵抗","1","2310042","0","反抗","対立","反発"
"0","0","0","コイル","1","2310043","0","ホイル","ネイル","マイル"
"0","0","0","ミリメートル","1","2310044","0","ミリリットル","キロリットル","デシリットル"
"0","0","0","200","1","2310045","0","160","155","150"
"0","0","0","3×2","1","2310047","0","3＋2","2＋3","3－2"
"0","0","0","満月","1","2310049","0","半月","新月","三日月"
"0","0","0","銭","1","2310051","0","銀","鉄","銅"
"0","0","0","半導体","1","2310052","0","不導体","中縁体","未絶体"
"0","0","0","P波","1","2310053","0","Q波","S波","R波"
"0","0","0","水1リットル","1","2310054","0","1円玉100枚","1万円札で100万円","米1合"
"0","0","0","干潮","1","2310056","0","赤潮","満潮","黒潮"
"0","0","0","円周率","1","2310059","0","底辺","2","高さ"
"0","0","0","霜","1","2310060","0","雷","雹","霰"
"0","0","0","1200","1","2311001","0","1480","1000","1100"
"0","0","0","630","1","2311002","0","460","540","700"
"0","0","0","6400","1","2311003","0","1600","7980","5400"
"0","0","0","ランドソル","1","2311004","0","オーマ","セントールス","トーゴク"
"0","0","0","1100ルピ","1","2311005","0","1000ルピ","950ルピ","1150ルピ"
"0","0","0","90度","1","2320001","0","0度","360度","180度"
"0","0","0","5本","1","2320004","0","2本","9本","7本"
"0","0","0","アンタレス","1","2320005","0","ボクレス","オイラレス","キミレス"
"0","0","0","ルミノール","1","2320006","0","ノネナール","ファール","ゼミナール"
"0","0","0","6000℃","1","2320008","0","60℃","60000℃","600℃"
