27a71b7652a781c8d6b2ba77b766eae69b656f57de2d1465755dcb13f4599d9c,fc1399fd6b3bbc3573a986c178d651a21d4a7c321c669c74164cd1de23dbcf28,18aeb0425fbb4b58b1cb9b3f35e09da4a73fc1d564eeaaa80724645b68d473c8,a2de7f496d753aeedd526d33ec96a4a644e044c0602629760a71687d0ce49d31,c9b42334327e239474fd020a7f2d066f76433f27cb7f3f0f48d482e373514f01,4dc347c75f64a40930b058357691b8054e0a6d5c2cd61383b6218357b2439ad9,7da83adac740f8be2a9b911b7b1c11466feac4688a913f77c45b875cb0674190,9e858d32e97c28b780c266c6418446ffb959d844382bee640711ae760bb11deb,9fa0153c2afe092df8d9586b9d20f4c295d198c502754bc5782df3118f25f1eb,36119c871a8017160dc0932b3b870b6903ade014ae7766f9ce838ee29e1640bc,d1a84bb48b4660f90942f8e9b995ebc35572ba62300005a925e41c3c9b26e663,341f0d054a9dbb85f1e913d49879f3908dd631a35202d681843e06843c5943b6
"0","","2","最初の頃よりも、頼もしく\nなりましたね。私はどうですか？\n成長していますか？","0","103601","0","2","80001","0","キョウカ","25"
"1","","1","おにいちゃんとあってから、\n1年たったよ～！","0","102001","0","2","80001","0","ミミ","26"
"1","","2","ミミね、おにいちゃんと\nいっぱい遊べてたのしかったな～♪\nこれからもずっと\nいっしょにいてね～！","0","102001","0","2","80001","0","ミミ","27"
"2","","1","にいちゃんがミソギのイタズラに\n引っかかり続けてもう1年かぁ","0","100401","0","2","80001","0","ミソギ","28"
"2","","2","…これからもいっぱいミソギと\n遊んでね、にいちゃん！","0","100401","0","2","80001","0","ミソギ","29"
"0","","1","もう王子はんと会うてから\n1年ぐらいたつそうどすえ\n早いもんやなあ","0","101001","0","3","80001","0","マホ","30"
"0","","2","このままやと、\nうちもあっという間に\n干からびてしまいそうどすえ\nなーんてな。うふふ","0","101001","0","3","80001","0","マホ","31"
"1","","1","お主と会って早1年じゃな\nこれからも存分に尽くすがよい","0","104401","0","3","80001","0","イリヤ","32"
"1","","2","わらわもたまには、お主の献身に\n報いてやらぬでもない♪","0","104401","0","3","80001","0","イリヤ","33"
"2","","1","もう、キミと出会って結構な時間が\nたつさ～。でも、私たちの旅は\nまだまだ始まったばかりさ～！","0","101701","0","3","80001","0","カオリ","34"
"2","","2","これからも、どうぞよろしく\nお願いするさ～！","0","101701","0","3","80001","0","カオリ","35"
"0","","1","あんたと出会ってからもうそんなに\nたつのね～","0","102801","0","4","80001","0","サレン","36"
"0","","2","あっという間だったって感じるほど\n楽しかったわ！\nこれからも一緒に頑張りましょ！","0","102801","0","4","80001","0","サレン","37"
"1","","1","出会ってから1年間、ずっと\nご迷惑をかけっぱなしで、\nすみません…","0","102501","0","4","80001","0","スズメ","38"
"1","","2","これからはもっと頑張りますから\n見ていてくださいね\nできれば…\n今までよりも、私の近くで♪","0","102501","0","4","80001","0","スズメ","39"
"0","","1","振り返れば、今までいろんなことが\nあったにゃあ…","0","104601","0","5","80001","0","タマキ","40"
"0","","2","これからも、二人でたくさんの\n思い出をがっぽり作っていく\nにゃー！","0","104601","0","5","80001","0","タマキ","41"
"1","","1","キミとの師弟関係も、\nもう1年なのね…\nでもキミに教えることは、","0","104801","0","5","80001","0","ミフユ","42"
"1","","2","まだまだいっぱいあるわ\nこれからも、\nしっかりついて来てね！","0","104801","0","5","80001","0","ミフユ","43"
"0","","1","あなたさまと出会ってもう1年…","0","103201","0","6","80001","0","アキノ","44"
"0","","2","光陰矢のごとし、とはまさに\nこのことですわ。…思い出は決して\nお金では買えませんわね","0","103201","0","6","80001","0","アキノ","45"
"1","","1","ダメな私を1年間も見捨てないで\nくれて、本当にありがとう","0","103401","0","6","80001","0","ユカリ","46"
"1","","2","情けないところいっぱいみせるかも\nしれないけど、これからも一緒に\nいてくれると、うれしいな","0","103401","0","6","80001","0","ユカリ","47"
"0","","1","オマエと出会ってもう1年か\nまさかこのワタシの結婚相手に\nなろうとはな…","0","107101","0","7","80001","0","クリスティーナ","48"
"0","","2","ともかくこれからも\n愉しませてくれよ☆","0","107101","0","7","80001","0","クリスティーナ","49"
"1","","1","君と出会ってからもう1年か。\n以前と比べて私の表情もいくらか\n柔らかくなった気がするんだが、\nどうだろう？","0","104701","0","7","80001","0","ジュン","50"
"1","","2","見えないから分からないって？\nそれもそうだな…","0","104701","0","7","80001","0","ジュン","51"
"0","","1","もう1年たったみたいだね\nあなたをからかってばかりだった\nけど、楽しかった♪","0","103701","0","8","80001","0","トモ","52"
"0","","2","これからもよろしくね！","0","103701","0","8","80001","0","トモ","53"
"1","","1","出会って、もう1年たっちゃった\nんスね。なんだか意外ッス","0","100501","0","8","80001","0","マツリ","54"
"1","","2","毎日楽しくて、あっという間に過ぎ\nちゃったみたいなんスよね\nこれからも一緒に悪と戦うッス！","0","100501","0","8","80001","0","マツリ","55"
"0","","1","オマエと会って1年なの！\n全然成仏もできなかったし、","0","100701","0","9","80001","0","ミヤコ","56"
"0","","2","生き返りもしなかったけど、\nすごく楽しかったの～♪\nオマエとプリンがあれば、\nミヤコはハッピーなの～♪","0","100701","0","9","80001","0","ミヤコ","57"
"1","","1","あなたと出会って1年なんですね\nでも、私の占いでは、私とあなたは","0","103101","0","9","80001","0","シノブ","58"
"1","","2","来年も再来年も一緒にいるようです\nふふ、よろしくお願いしますね","0","103101","0","9","80001","0","シノブ","59"
"0","","1","貴様が閃光のシグルドとして覚醒し\nもう1年か…。これからも我らの\n長き戦いに終わりはないが、","0","100901","0","10","80001","0","アンナ","60"
"0","","2","それでも貴様となら…\n添い遂げる覚悟はできているぞ！","0","100901","0","10","80001","0","アンナ","61"
"1","","1","君と出会ってもう1年だって！\n早いねー！","0","101301","0","10","80001","0","ナナカ","62"
"1","","2","これからも最強のバディタッグで\n大活躍だー！\n頼りにしてるよ、相棒！","0","101301","0","10","80001","0","ナナカ","63"
"0","","1","1年たつのって、あっという間ね\nまだまだ君の知らない部分が\nたくさんあるし…","0","105101","0","11","80001","0","ミツキ","64"
"0","","2","これからも、いろんなところを\n調べさせてね？","0","105101","0","11","80001","0","ミツキ","65"
"1","","1","お前さんと出会ってもう1年か\n助太刀するつもりが","0","105601","0","11","80001","0","ルカ","66"
"1","","2","逆に助けられたりもしたね\nこれからもよろしく頼むよ！","0","105601","0","11","80001","0","ルカ","67"
"2","","1","早いものですわね、あなた様と\nお会いして、もう1年…","0","102701","0","11","80001","0","エリコ","68"
"2","","2","あなた様といると、時があっと\nいう間に過ぎてしまいます\n時間を止める研究をしなくては\nいけませんね…","0","102701","0","11","80001","0","エリコ","69"
"0","","1","お兄ちゃんと会ってから、もう、\n1年なんだね。私、少しは\nお姉ちゃんっぽくなったかな？","0","102301","0","12","80001","0","アヤネ","70"
"0","","2","あ、ぷうきちもお兄ちゃんっぽく\nなったよね？","0","102301","0","12","80001","0","アヤネ","71"
"1","","1","あなたと出会って、\nもう1年がたったんですね…\nこれからもそばにいて、","0","104201","0","12","80001","0","チカ","72"
"1","","2","私のことを見守ってください\nできることなら、ずっと…","0","104201","0","12","80001","0","チカ","73"
"2","","1","お兄ちゃんと出会って1年かぁ\n私、相変わらずダメダメで…","0","102101","0","12","80001","0","クルミ","74"
"2","","2","で、でもこれからもずっと…\n一緒にいたいなぁ…","0","102101","0","12","80001","0","クルミ","75"
"0","","1","再会してちょうど1年だね\nお祝いにごちそう作ってきたよ～♪\n特製ケーキと、お寿司と、","0","104901","0","13","80001","0","シズル","76"
"0","","2","ハンバーグと、カレーと、\nシチューと、あ、隠しきれない隠し\n味は、お姉ちゃんの愛情だよ！","0","104901","0","13","80001","0","シズル","77"
"1","","1","お兄ちゃんと再会して、もう1年\nなんですね。\n会えなかった時を思うと、","0","101101","0","13","80001","0","リノ","78"
"1","","2","信じられないくらい幸せな1年\nでした！もう絶対、私から離れ\nないでくださいね♪","0","101101","0","13","80001","0","リノ","79"
"0","","1","騎士クンと出会ってから今まで、\nいろんなことがあったよね\n楽しいこと、ドキドキしたこと…","0","100201","0","14","80001","0","ユイ","80"
"0","","2","そんな日々をこれからも、\nず、ずっと一緒に…\n過ごしていきたいな…！","0","100201","0","14","80001","0","ユイ","81"
"1","","1","騎士くんと出会って、まだ1年しか\nたってないんだ！？","0","100101","0","14","80001","0","ヒヨリ","82"
"1","","2","なんかもうずっと一緒にいる気が\nするなぁ…えへへ。これからの\n1年もまたよろしくねっ！\n騎士くん！","0","100101","0","14","80001","0","ヒヨリ","83"
"2","","1","初めてキミに出会って1年…\n随分見違えたね私もキミも、\n更に強くなっていく…","0","100301","0","14","80001","0","レイ","84"
"2","","2","キミに背中を預けられる日が、\n早くきますように","0","100301","0","14","80001","0","レイ","85"
"0","","1","1年もわたしのことを、忘れない\nでいてくれて、ありがとうござい\nます！","0","105801","0","15","80001","0","ペコリーヌ","86"
"0","","2","これからもずっと、覚えていて\nくださいね！","0","105801","0","15","80001","0","ペコリーヌ","87"
"1","","1","こうして1年も、主さまのおそばに\n置いていただけて、とても光栄\nです。どうかこれからも、","0","105901","0","15","80001","0","コッコロ","88"
"1","","2","末永く主さまをお世話させて\nください。わたくしは、ずっと\n主さまのガイド役でいたいのです","0","105901","0","15","80001","0","コッコロ","89"
"2","","1","1年か、まっさかこんなに長い\n付き合いになるなんてね～\nでも…わりと楽しい1年だったかも","0","106001","0","15","80001","0","キャル","90"
"2","","2","だから、もうしばらくあんたに\n付き合ってやるわよ喜びなさい！","0","106001","0","15","80001","0","キャル","91"
"1","","1","新しい年のはじめに、\nおみくじはいかがでしょうか？\nよい運勢であるほど、\n沢山プレゼントが貰えますよ♪","0","112101","1","0","60001","0","スズメ","92"
"2","","0","今日の運勢は姫吉！　あらゆる運気が最大を示しています！　　　今なら「伝説の吸血鬼」をも従え、世界征服も夢じゃありません！","0","0","1","0","60001","1","","93"
"2","","0","今日の運勢は姫吉！　やること全てが最高潮！　やばいですね☆　ラッキーアイテムはおにぎり！　お腹一杯で幸せが続くでしょう！","0","0","1","0","60001","1","","94"
"2","","0","今日の運勢は姫吉！　最強の運勢でどんなドジも跳ね除けます！　大切な人と一緒に、最高の一日になること間違いなし！","0","0","1","0","60001","1","","95"
"2","","0","今日の運勢は姫吉！　どんな挑戦も上手くいく、最高の運勢です！理想の自分に変身できる絶好の機会！　新しい一歩を踏み出そう！","0","0","1","0","60001","1","","96"
"2","","0","今日の運勢は姫吉！　その高い運気はまさにショーグンの如く！　その溢れる威光は人々を惹きつけ、皆の人気者間違いなしです！","0","0","2","0","60001","1","","97"
"2","","0","今日の運勢は大吉！　運気がどんどん高まっています！　　　　　何をやっても、最大効率で素晴らしい結果になりますよ♪","0","0","1","0","60001","2","","98"
"2","","0","今日の運勢は大吉！　なにをやっても上手くいって大活躍！　　　そんな素敵なあなたを見て、後ろから誰かが……クスクス♪","0","0","1","0","60001","2","","99"
"2","","0","今日の運勢は大吉！　ラッキーワードは「ちぇる～ん♪」　　　　出会う人みんなに言ってあげると、ハッピーになれますよ！","0","0","1","0","60001","2","","100"
"2","","0","今日の運勢は大吉！　運勢はバッチリで無敵状態！　　　　　　　龍眼で全てを見通して、思い通りの一日を過ごしましょう！","0","0","1","0","60001","2","","101"
"2","","0","今日の運勢は大吉！　運気が高く、何かに挑戦すると良い結果に！隠れた才能が引き出されそう！　目指せヒデサ……ではなく秀才！","0","0","2","0","60001","2","","102"
"2","","0","今日の運勢は中吉！　商売運が上がってきています！　　　　　　ラッキーアイテムはたいやき！　和菓子パワーで売上アップです！","0","0","1","0","60001","3","","103"
"2","","0","今日の運勢は中吉！　旅行運がぐんぐんと上昇中♪　　　　　　　もしかしたら、あの「マホマホ王国」にだって行けるかも♪","0","0","1","0","60001","3","","104"
"2","","0","今日の運勢は中吉！　仕事運が急上昇中です！　　　　　　　　　きっと「煉獄に舞う一陣の疾風」の如き活躍ができますよ！","0","0","1","0","60001","3","","105"
"2","","0","今日の運勢は中吉！　チャンスを待つと良い結果に！　　　　　　ラッキーアイテムのプリンを食べて、運を呼び込みましょう！","0","0","1","0","60001","3","","106"
"2","","0","今日の運勢は中吉！　お出かけした先で良縁に恵まれそうです！　ダウナー系あざとい女子が、あま～い飴をくれるかも？","0","0","1","0","60001","3","","107"
"2","","0","今日の運勢は中吉！　大抵のことはゴリ押しでなんとかできます！ラッキープレイスはゲーセン。パンチングマシンでストレス発散！","0","0","1","0","60001","3","","108"
"2","","0","今日の運勢は中吉！　運気が着々と上昇中！　　　　　　　　　　精霊の加護を受けたかの如く、色々な事がうまくいきますよ♪","0","0","2","0","60001","3","","109"
"2","","0","今日の運勢は小吉！　早朝に幸運の兆しあり！　　　　　　　　　もしかしたら、優しいお姉ちゃんが起こしにきてくれますよ♪","0","0","1","0","60001","4","","110"
"2","","0","今日の運勢は小吉！　運気上昇中ですが、上がるまでが要注意！　ラッキーアニマルは熊！　本当の家族のように守ってくれるかも♪","0","0","1","0","60001","4","","111"
"2","","0","今日の運勢は小吉！　外に出てゆっくり過ごすと運気が上昇！　　ラッキースポットは牧場。面白い出会いがありそうです♪","0","0","1","0","60001","4","","112"
"2","","0","今日の運勢は小吉！　運気は高いけども、ハプニングには注意！　出かけた先で、「ふしんしゃ」扱いされてしまうかも……","0","0","1","0","60001","4","","113"
"2","","0","今日の運勢は小吉！　同腹一心の友だちが見つかるかも！　　　　キーワードは「ユニちゃんズ」、記憶に刻みましょう！","0","0","1","0","60001","4","","114"
"2","","0","今日の運勢は小吉！　思わぬ相手と仲良くなれるかも？　　　　　うっかり毒舌をもらしてしまわないように要注意です！","0","0","1","0","60001","4","","115"
"2","","0","今日の運勢は小吉！　根を詰めずにリラックスすると運気向上！　ラッキーパーソンはアイドル。歌があなたを幸せにしてくれます♪","0","0","2","0","60001","4","","116"
"3","","2","おみくじの結果はいかがでしたか？\n新たに始まる一日が、\nあなたにとってよい日になりますように\n明日もお待ちしていますね♪","0","112101","0","0","60001","0","スズメ","117"
"3","","3","おみくじ、楽しんで頂けましたか？\nあなたの新しい年が\n素晴らしいものになるよう、\n心からお祈りしますね","0","112101","0","7","60001","0","スズメ","118"
"0","","1","ヒューヒュー♪\nドンドンパフパフー♪","0","105801","0","1","80003","0","ペコリーヌ","119"
"1","","1","ひゅーひゅー\nどんどんぱふぱふー\nでございます","0","105901","0","1","80003","0","コッコロ","120"
"1","","2","さぁ、キャルさまもご一緒に\nどんどんぱふぱふいたしましょう","0","105901","0","1","80003","0","コッコロ","121"
"2","","1","え？　ちょっと\nいきなりなにっ？","0","106001","0","1","80003","0","キャル","122"
"2","","2","ドンドンパフパフってなんなの？\nあたしにも分かるように\nちゃんと説明しなさいっての！","0","106001","0","1","80003","0","キャル","123"
"0","","2","実はですねキャルちゃん！\nもうすぐわたしたちにとっての\n大切な節目──","0","105801","0","1","80003","0","ペコリーヌ","124"
"0","","3","『プリンセスコネクト！\nRe:Dive』\n2.5周年なんですよ！\nやばいですね☆","0","105801","0","1","80003","0","ペコリーヌ","125"
"1","","3","ですからその日に向けて\n今から気分を盛り上げているのです","0","105901","0","1","80003","0","コッコロ","126"
"2","","3","ああ、そういえば\nそんな時期だっけ\nって言っても、もう少し先じゃない\n気が早いんじゃないの？","0","106001","0","1","80003","0","キャル","127"
"1","","4","いいえ、キャルさま\nこういったお祝いは準備から\n楽しむものでございます\nそうですよね、ペコリーヌさま","0","105901","0","1","80003","0","コッコロ","128"
"0","","4","その通りです♪　というわけで！\nカウントダウンの始まりですよ！\nみんなで一緒に2.5周年に向けて\n盛り上がっていきましょー☆","0","105801","0","1","80003","0","ペコリーヌ","129"
"2","","4","ド、ドンドンパフパフ～\nって何言わせんのよ！\nまったくもう、浮かれちゃってさ","0","106001","0","1","80003","0","キャル","130"
"1","","5","ふふ。キャルさまもワクワクして\nおいでのようですね\nそれでは主さま。大切な記念日まで\nどうぞご期待くださいませ","0","105901","0","1","80003","0","コッコロ","131"
"0","","5","記念日を盛り上げるったって\n一体どうしたらいいのよ？\nあたし、そういうの\n苦手なんだけど…","0","106001","0","2","80003","0","キャル","132"
"1","","1","あら、キャルさん\nどうかなさいましたか？\n何かお困りのようですけど","0","190801","0","2","80003","0","カリン","133"
"0","","6","げっ…カリンじゃない\nなんでもないわよ！","0","106001","0","2","80003","0","キャル","134"
"1","","2","そうなのですか？\nキャルさんのことですからてっきり\n2.5周年をどう盛り上げたら\nいいか悩んでいるのかと…","0","190801","0","2","80003","0","カリン","135"
"0","","7","分かってんじゃないのよ！？\nいっ、いや、違うけどね！\nあたしは別にそんなことで\n悩んでないわよっ？","0","106001","0","2","80003","0","キャル","136"
"1","","3","ふふっ…\nこういう時は、真心を込めて\n気持ちをそのまま口にしたら\nいいのではないでしょうか？","0","190801","0","2","80003","0","カリン","137"
"0","","8","気持ちを、ねぇ\nそれが一番難しいんじゃない…\nそもそも、あたしは記念日とか\n別にどうだっていいし","0","106001","0","2","80003","0","キャル","138"
"0","","9","…まあ、ペコリーヌもコロ助も\nやけに楽しそうだったから…\nこういうお祭り騒ぎみたいなのも\nたまにはいいかな、とは思うけど","0","106001","0","2","80003","0","キャル","139"
"1","","4","なるほどなるほど～\nキャルさんは【美食殿】で祝う\n2.5周年を心から楽しみに\nしている、ということですね！","0","190801","0","2","80003","0","カリン","140"
"0","","10","はぁ！？\nどこ聞いたらそうなるのよ！\nあたしは別に楽しみになんか…！","0","106001","0","2","80003","0","キャル","141"
"1","","5","キャルさんの心からの想い\nみなさんにも伝わったでしょうか？\n私も2.5周年が楽しみです！\n以上、カリンがお伝えしました！","0","190801","0","2","80003","0","カリン","142"
"0","","11","心からの想いって何なのよ！？\n勝手に人の言葉を\n捻じ曲げんじゃないわよ！\nこのくそ眼鏡ーーーっ！","0","106001","0","2","80003","0","キャル","143"
"0","","6","ペコリーヌさま、もうすぐ\n記念日でございますね\nこういった節目というのは\n感慨深いものでございます","0","105901","0","3","80003","0","コッコロ","144"
"1","","5","色んな思い出が蘇ってきますね！\n楽しい出来事が\nいっぱいありました♪","0","105801","0","3","80003","0","ペコリーヌ","145"
"0","","7","はい、そうでございますね\n主さまも【美食殿】の活動の他にも\nいろんなご経験をされたと\n聞いておりますよ","0","105901","0","3","80003","0","コッコロ","146"
"0","","8","たしか…ランドソルで話題沸騰と\nなっていた、魔法少女なるものに\nお会いになられたとか","0","105901","0","3","80003","0","コッコロ","147"
"1","","6","魔法少女って、あの美味しくって\n栄養たっぷりの大ヒット商品\n『魔法少女ソーセージ』の箱に\n描いてある女の子のことですか！？","0","105801","0","3","80003","0","ペコリーヌ","148"
"1","","7","あのソーセージ\n美味しいんですよね～♪\nわたしもたっくさん食べてますよ！","0","105801","0","3","80003","0","ペコリーヌ","149"
"0","","9","あとは、牧場に素敵な温泉が\n出来たとか…","0","105901","0","3","80003","0","コッコロ","150"
"1","","8","牧場ですか！？　温泉につかって\nチーズもオツですね～♪　考えた\nだけでよだれが出ちゃいそうです！\nやばいですね☆","0","105801","0","3","80003","0","ペコリーヌ","151"
"0","","10","ペコリーヌさま\n言ってるそばからよだれが…\n今お拭きしますね。ふき、ふき","0","105901","0","3","80003","0","コッコロ","152"
"1","","9","えへへ、ありがとうございます\nコッコロちゃん！","0","105801","0","3","80003","0","ペコリーヌ","153"
"0","","11","それにしても、主さまは\n【美食殿】の一員として様々な\n美食と出会われていたのですね\nわたくし、感服いたしました","0","105901","0","3","80003","0","コッコロ","154"
"1","","10","これからもたくさん冒険をして\nめいっぱい美食を\n味わい尽くしましょうね！","0","105801","0","3","80003","0","ペコリーヌ","155"
"0","","11","2.5周年カウントダウン♪\nキャルちゃんキャルちゃん！\nわくわくしますね☆","0","105801","0","4","80003","0","ペコリーヌ","156"
"1","","12","あぁもう、うるさいわね～\nまだまだ先でしょ？\nちょっとは落ち着きなさいよ","0","106001","0","4","80003","0","キャル","157"
"0","","12","キャルちゃんだって最近\nソワソワしてるじゃないですか～\nさっきもご機嫌そうに鼻歌とか\n歌ってましたよね？","0","105801","0","4","80003","0","ペコリーヌ","158"
"1","","13","なっ…！　き、聞いてたの！？\nじゃない、歌ってないわよ！？\nあんたいい加減なこと言うと\nぶっ殺すわよ！？","0","106001","0","4","80003","0","キャル","159"
"0","","13","えっへへ～♪\nわたしは最近のキャルちゃんが\nもっともっと大好きですよ♪\nすごく積極的になりましたよね！","0","105801","0","4","80003","0","ペコリーヌ","160"
"1","","14","…積極的？\nなんの話よ？","0","106001","0","4","80003","0","キャル","161"
"0","","14","またまた～♪\nアイドルを目指そうとしたこと\n忘れちゃったんですか？","0","105801","0","4","80003","0","ペコリーヌ","162"
"0","","15","ムーサの町で\nきゃるきゃる～ん☆　って！","0","105801","0","4","80003","0","ペコリーヌ","163"
"1","","15","あっ…！？　ちちち違うわよっ！\nあれは操られてただけで\nあたしはアイドルなんか\n目指してないっての！！","0","106001","0","4","80003","0","キャル","164"
"0","","16","本当に本当ですか？\nわたし、キャルちゃんとっても\n乗り気だなって\n思ってたんですけど～","0","105801","0","4","80003","0","ペコリーヌ","165"
"1","","16","まぁ、悪くはなかったけど…って\nだ、だから目指してないって\n言ってるでしょ！！\nなんてこと思い出させんのよ！？","0","106001","0","4","80003","0","キャル","166"
"1","","17","ああ…ダメだわ…\nもう殺すしかない…\n2.5周年が来る前に\n記憶ごと消し去ってやるー！","0","106001","0","4","80003","0","キャル","167"
"0","","18","2.5周年まであと10日…\nふ～ん？\n案外早いもんね？","0","106001","0","5","80003","0","キャル","168"
"1","","12","そうでございますね…\nその日のためにやるべきことは\nまだまだございます\n気を引き締めねばなりません…！","0","105901","0","5","80003","0","コッコロ","169"
"0","","19","やる気十分ねコロ助…\nそんな気負ってるとしんどいわよ？\nお気楽にやりましょ？","0","106001","0","5","80003","0","キャル","170"
"1","","13","キャルさま…\nありがとうございます\nキャルさまは本当に\n優しいおかたです","0","105901","0","5","80003","0","コッコロ","171"
"0","","20","な、なにわけの分かんないこと\n言ってんのよ…\nあたしは優しくなんかないっての","0","106001","0","5","80003","0","キャル","172"
"1","","14","そんなことはございません\n…あの、実はわたくし\nキャルさまに\nひとつお願いがございまして","0","105901","0","5","80003","0","コッコロ","173"
"0","","21","お願い？　珍しいわね\nコロ助がそんなこと言うなんて\n…まあ、あたしに出来ることなら\n別にいいけど","0","106001","0","5","80003","0","キャル","174"
"1","","15","ありがとうございます\n実は記念日へ向けて\n『かくし芸』というものを\n用意してみようかと思いまして","0","105901","0","5","80003","0","コッコロ","175"
"0","","22","かくし芸？","0","106001","0","5","80003","0","キャル","176"
"1","","16","はい。きゃるきゃる～ん☆　を\n参考に、ころころ～ん☆　という\nご挨拶を考えてみたのですが\nポーズがうまくいかなくて…","0","105901","0","5","80003","0","コッコロ","177"
"0","","23","～～！！　ちょっと褒められて\nいい気になって損したわ！！\nふざけんなふざけんな\nふ～ざ～け～ん～な～っ！！","0","106001","0","5","80003","0","キャル","178"
