404e45b340dcbf83201afe83857a764348d2cb9301c8136c96df81cb8b084d50,abcc9be8119c237e33c081bb86c2ea719228e51ec8ec205307208fb0cfd2eab1,e0346dfd7f841a57419c91ef2e0b330a69b32c6a422e963a334a6efed6634529,7505f39608cd8aa4612282b8552dd21b7c48e2426940c54775f945ac0ef8358f,4efe729e81eda4882bb6eafec936b9ddbf92915d76b91412f1174bc1ab1fed90,c7be8642ac1c39b9dac1bd4e75d1d9387dce0e77ef09029d28804bd9ba9c7b6c,b3f709e0d052433168de25c0d6fe120f6227733856e271f6203ec4953dcc12f1,d8389edfe385dc8caa8488787eefcda3ea6408f717fa05e60f80206e027b1838,c9e654b1c9265af28fec473921f1002d136833b717fdde11252f97333b6d2045,d5788954d7bd748d18e47063a2b8ee3ad45493917fc76e90ccf47b8fe410ce1d,e87d3a36da855db9015f5b5c9936826f08a1bcf1b70f45447ab64e8e27c6d0af,824adee7612de82974b3077771461f92457feb0d6f8d135ca1d6a069edb0b0aa
"1","924092300","90","924093203","1500000000","3","92409240","92409","3","92409220","924092203","92409230"
"1","924092400","90","924093204","0","4","0","92409","4","92409230","924092204","92409240"
"1","924093100","90","924093301","500000000","1","92409320","92409","1","0","924092301","92409310"
"1","924093200","90","924093302","1000000000","2","92409330","92409","2","92409310","924092302","92409320"
"1","924093300","90","924093303","1500000000","3","92409340","92409","3","92409320","924092303","92409330"
"1","924093400","90","924093304","0","4","0","92409","4","92409330","924092304","92409340"
"1","924101100","90","924103101","500000000","1","92410120","92410","1","0","924102101","92410110"
"1","924101200","90","924103102","1000000000","2","92410130","92410","2","92410110","924102102","92410120"
"1","924101300","90","924103103","1500000000","3","92410140","92410","3","92410120","924102103","92410130"
"1","924101400","90","924103104","0","4","0","92410","4","92410130","924102104","92410140"
"1","924102100","90","924103201","500000000","1","92410220","92410","1","0","924102201","92410210"
"1","924102200","90","924103202","1000000000","2","92410230","92410","2","92410210","924102202","92410220"
"1","924102300","90","924103203","1500000000","3","92410240","92410","3","92410220","924102203","92410230"
"1","924102400","90","924103204","0","4","0","92410","4","92410230","924102204","92410240"
"1","924103100","90","924103301","500000000","1","92410320","92410","1","0","924102301","92410310"
"1","924103200","90","924103302","1000000000","2","92410330","92410","2","92410310","924102302","92410320"
"1","924103300","90","924103303","1500000000","3","92410340","92410","3","92410320","924102303","92410330"
"1","924103400","90","924103304","0","4","0","92410","4","92410330","924102304","92410340"
"1","924111100","90","924113101","500000000","1","92411120","92411","1","0","924112101","92411110"
"1","924111200","90","924113102","1000000000","2","92411130","92411","2","92411110","924112102","92411120"
"1","924111300","90","924113103","1500000000","3","92411140","92411","3","92411120","924112103","92411130"
"1","924111400","90","924113104","0","4","0","92411","4","92411130","924112104","92411140"
"1","924112100","90","924113201","500000000","1","92411220","92411","1","0","924112201","92411210"
"1","924112200","90","924113202","1000000000","2","92411230","92411","2","92411210","924112202","92411220"
"1","924112300","90","924113203","1500000000","3","92411240","92411","3","92411220","924112203","92411230"
"1","924112400","90","924113204","0","4","0","92411","4","92411230","924112204","92411240"
"1","924113100","90","924113301","500000000","1","92411320","92411","1","0","924112301","92411310"
"1","924113200","90","924113302","1000000000","2","92411330","92411","2","92411310","924112302","92411320"
"1","924113300","90","924113303","1500000000","3","92411340","92411","3","92411320","924112303","92411330"
"1","924113400","90","924113304","0","4","0","92411","4","92411330","924112304","92411340"
"1","924121100","90","924123101","500000000","1","92412120","92412","1","0","924122101","92412110"
"1","924121200","90","924123102","1000000000","2","92412130","92412","2","92412110","924122102","92412120"
"1","924121300","90","924123103","1500000000","3","92412140","92412","3","92412120","924122103","92412130"
"1","924121400","90","924123104","0","4","0","92412","4","92412130","924122104","92412140"
"1","924122100","90","924123201","500000000","1","92412220","92412","1","0","924122201","92412210"
"1","924122200","90","924123202","1000000000","2","92412230","92412","2","92412210","924122202","92412220"
"1","924122300","90","924123203","1500000000","3","92412240","92412","3","92412220","924122203","92412230"
"1","924122400","90","924123204","0","4","0","92412","4","92412230","924122204","92412240"
"1","924123100","90","924123301","500000000","1","92412320","92412","1","0","924122301","92412310"
"1","924123200","90","924123302","1000000000","2","92412330","92412","2","92412310","924122302","92412320"
"1","924123300","90","924123303","1500000000","3","92412340","92412","3","92412320","924122303","92412330"
"1","924123400","90","924123304","0","4","0","92412","4","92412330","924122304","92412340"
"1","924141100","90","924143101","500000000","1","92414120","92414","1","0","924142101","92414110"
"1","924141200","90","924143102","1000000000","2","92414130","92414","2","92414110","924142102","92414120"
"1","924141300","90","924143103","1500000000","3","92414140","92414","3","92414120","924142103","92414130"
"1","924141400","90","924143104","0","4","0","92414","4","92414130","924142104","92414140"
"1","924142100","90","924143201","500000000","1","92414220","92414","1","0","924142201","92414210"
"1","924142200","90","924143202","1000000000","2","92414230","92414","2","92414210","924142202","92414220"
"1","924142300","90","924143203","1500000000","3","92414240","92414","3","92414220","924142203","92414230"
"1","924142400","90","924143204","0","4","0","92414","4","92414230","924142204","92414240"
"1","924143100","90","924143301","500000000","1","92414320","92414","1","0","924142301","92414310"
"1","924143200","90","924143302","1000000000","2","92414330","92414","2","92414310","924142302","92414320"
"1","924143300","90","924143303","1500000000","3","92414340","92414","3","92414320","924142303","92414330"
"1","924143400","90","924143304","0","4","0","92414","4","92414330","924142304","92414340"
"1","924151100","90","924153101","500000000","1","92415120","92415","1","0","924152101","92415110"
"1","924151200","90","924153102","1000000000","2","92415130","92415","2","92415110","924152102","92415120"
"1","924151300","90","924153103","1500000000","3","92415140","92415","3","92415120","924152103","92415130"
"1","924151400","90","924153104","0","4","0","92415","4","92415130","924152104","92415140"
"1","924152100","90","924153201","500000000","1","92415220","92415","1","0","924152201","92415210"
"1","924152200","90","924153202","1000000000","2","92415230","92415","2","92415210","924152202","92415220"
"1","924152300","90","924153203","1500000000","3","92415240","92415","3","92415220","924152203","92415230"
"1","924152400","90","924153204","0","4","0","92415","4","92415230","924152204","92415240"
"1","924153100","90","924153301","500000000","1","92415320","92415","1","0","924152301","92415310"
"1","924153200","90","924153302","1000000000","2","92415330","92415","2","92415310","924152302","92415320"
"1","924153300","90","924153303","1500000000","3","92415340","92415","3","92415320","924152303","92415330"
"1","924153400","90","924153304","0","4","0","92415","4","92415330","924152304","92415340"
"1","924161100","90","924163101","500000000","1","92416120","92416","1","0","924162101","92416110"
"1","924161200","90","924163102","1000000000","2","92416130","92416","2","92416110","924162102","92416120"
"1","924161300","90","924163103","1500000000","3","92416140","92416","3","92416120","924162103","92416130"
"1","924161400","90","924163104","0","4","0","92416","4","92416130","924162104","92416140"
"1","924162100","90","924163201","500000000","1","92416220","92416","1","0","924162201","92416210"
"1","924162200","90","924163202","1000000000","2","92416230","92416","2","92416210","924162202","92416220"
"1","924162300","90","924163203","1500000000","3","92416240","92416","3","92416220","924162203","92416230"
"1","924162400","90","924163204","0","4","0","92416","4","92416230","924162204","92416240"
"1","924163100","90","924163301","500000000","1","92416320","92416","1","0","924162301","92416310"
"1","924163200","90","924163302","1000000000","2","92416330","92416","2","92416310","924162302","92416320"
"1","924163300","90","924163303","1500000000","3","92416340","92416","3","92416320","924162303","92416330"
"1","924163400","90","924163304","0","4","0","92416","4","92416330","924162304","92416340"
"1","924171100","90","924173101","500000000","1","92417120","92417","1","0","924172101","92417110"
"1","924171200","90","924173102","1000000000","2","92417130","92417","2","92417110","924172102","92417120"
"1","924171300","90","924173103","1500000000","3","92417140","92417","3","92417120","924172103","92417130"
"1","924171400","90","924173104","0","4","0","92417","4","92417130","924172104","92417140"
"1","924172100","90","924173201","500000000","1","92417220","92417","1","0","924172201","92417210"
"1","924172200","90","924173202","1000000000","2","92417230","92417","2","92417210","924172202","92417220"
"1","924172300","90","924173203","1500000000","3","92417240","92417","3","92417220","924172203","92417230"
"1","924172400","90","924173204","0","4","0","92417","4","92417230","924172204","92417240"
"1","924173100","90","924173301","500000000","1","92417320","92417","1","0","924172301","92417310"
"1","924173200","90","924173302","1000000000","2","92417330","92417","2","92417310","924172302","92417320"
"1","924173300","90","924173303","1500000000","3","92417340","92417","3","92417320","924172303","92417330"
"1","924173400","90","924173304","0","4","0","92417","4","92417330","924172304","92417340"
"1","924181100","90","924183101","500000000","1","92418120","92418","1","0","924182101","92418110"
"1","924181200","90","924183102","1000000000","2","92418130","92418","2","92418110","924182102","92418120"
"1","924181300","90","924183103","1500000000","3","92418140","92418","3","92418120","924182103","92418130"
"1","924181400","90","924183104","0","4","0","92418","4","92418130","924182104","92418140"
"1","924182100","90","924183201","500000000","1","92418220","92418","1","0","924182201","92418210"
"1","924182200","90","924183202","1000000000","2","92418230","92418","2","92418210","924182202","92418220"
"1","924182300","90","924183203","1500000000","3","92418240","92418","3","92418220","924182203","92418230"
"1","924182400","90","924183204","0","4","0","92418","4","92418230","924182204","92418240"
"1","924183100","90","924183301","500000000","1","92418320","92418","1","0","924182301","92418310"
"1","924183200","90","924183302","1000000000","2","92418330","92418","2","92418310","924182302","92418320"
"1","924183300","90","924183303","1500000000","3","92418340","92418","3","92418320","924182303","92418330"
"1","924183400","90","924183304","0","4","0","92418","4","92418330","924182304","92418340"
"1","924191100","90","924193101","500000000","1","92419120","92419","1","0","924192101","92419110"
"1","924191200","90","924193102","1000000000","2","92419130","92419","2","92419110","924192102","92419120"
"1","924191300","90","924193103","1500000000","3","92419140","92419","3","92419120","924192103","92419130"
"1","924191400","90","924193104","0","4","0","92419","4","92419130","924192104","92419140"
"1","924192100","90","924193201","500000000","1","92419220","92419","1","0","924192201","92419210"
"1","924192200","90","924193202","1000000000","2","92419230","92419","2","92419210","924192202","92419220"
"1","924192300","90","924193203","1500000000","3","92419240","92419","3","92419220","924192203","92419230"
"1","924192400","90","924193204","0","4","0","92419","4","92419230","924192204","92419240"
"1","924193100","90","924193301","500000000","1","92419320","92419","1","0","924192301","92419310"
"1","924193200","90","924193302","1000000000","2","92419330","92419","2","92419310","924192302","92419320"
"1","924193300","90","924193303","1500000000","3","92419340","92419","3","92419320","924192303","92419330"
"1","924193400","90","924193304","0","4","0","92419","4","92419330","924192304","92419340"
"1","924201100","90","924203101","500000000","1","92420120","92420","1","0","924202101","92420110"
"1","924201200","90","924203102","1000000000","2","92420130","92420","2","92420110","924202102","92420120"
"1","924201300","90","924203103","1500000000","3","92420140","92420","3","92420120","924202103","92420130"
"1","924201400","90","924203104","0","4","0","92420","4","92420130","924202104","92420140"
"1","924202100","90","924203201","500000000","1","92420220","92420","1","0","924202201","92420210"
"1","924202200","90","924203202","1000000000","2","92420230","92420","2","92420210","924202202","92420220"
"1","924202300","90","924203203","1500000000","3","92420240","92420","3","92420220","924202203","92420230"
"1","924202400","90","924203204","0","4","0","92420","4","92420230","924202204","92420240"
"1","924203100","90","924203301","500000000","1","92420320","92420","1","0","924202301","92420310"
"1","924203200","90","924203302","1000000000","2","92420330","92420","2","92420310","924202302","92420320"
"1","924203300","90","924203303","1500000000","3","92420340","92420","3","92420320","924202303","92420330"
"1","924203400","90","924203304","0","4","0","92420","4","92420330","924202304","92420340"
"1","924211100","90","924213101","500000000","1","92421120","92421","1","0","924212101","92421110"
"1","924211200","90","924213102","1000000000","2","92421130","92421","2","92421110","924212102","92421120"
"1","924211300","90","924213103","1500000000","3","92421140","92421","3","92421120","924212103","92421130"
"1","924211400","90","924213104","0","4","0","92421","4","92421130","924212104","92421140"
"1","924212100","90","924213201","500000000","1","92421220","92421","1","0","924212201","92421210"
"1","924212200","90","924213202","1000000000","2","92421230","92421","2","92421210","924212202","92421220"
"1","924212300","90","924213203","1500000000","3","92421240","92421","3","92421220","924212203","92421230"
"1","924212400","90","924213204","0","4","0","92421","4","92421230","924212204","92421240"
"1","924213100","90","924213301","500000000","1","92421320","92421","1","0","924212301","92421310"
"1","924213200","90","924213302","1000000000","2","92421330","92421","2","92421310","924212302","92421320"
"1","924213300","90","924213303","1500000000","3","92421340","92421","3","92421320","924212303","92421330"
"1","924213400","90","924213304","0","4","0","92421","4","92421330","924212304","92421340"
"1","924221100","90","924223101","500000000","1","92422120","92422","1","0","924222101","92422110"
"1","924221200","90","924223102","1000000000","2","92422130","92422","2","92422110","924222102","92422120"
"1","924221300","90","924223103","1500000000","3","92422140","92422","3","92422120","924222103","92422130"
"1","924221400","90","924223104","0","4","0","92422","4","92422130","924222104","92422140"
"1","924222100","90","924223201","500000000","1","92422220","92422","1","0","924222201","92422210"
"1","924222200","90","924223202","1000000000","2","92422230","92422","2","92422210","924222202","92422220"
"1","924222300","90","924223203","1500000000","3","92422240","92422","3","92422220","924222203","92422230"
"1","924222400","90","924223204","0","4","0","92422","4","92422230","924222204","92422240"
"1","924223100","90","924223301","500000000","1","92422320","92422","1","0","924222301","92422310"
"1","924223200","90","924223302","1000000000","2","92422330","92422","2","92422310","924222302","92422320"
"1","924223300","90","924223303","1500000000","3","92422340","92422","3","92422320","924222303","92422330"
"1","924223400","90","924223304","0","4","0","92422","4","92422330","924222304","92422340"
"1","924231100","90","924233101","500000000","1","92423120","92423","1","0","924232101","92423110"
"1","924231200","90","924233102","1000000000","2","92423130","92423","2","92423110","924232102","92423120"
"1","924231300","90","924233103","1500000000","3","92423140","92423","3","92423120","924232103","92423130"
"1","924231400","90","924233104","0","4","0","92423","4","92423130","924232104","92423140"
"1","924232100","90","924233201","500000000","1","92423220","92423","1","0","924232201","92423210"
"1","924232200","90","924233202","1000000000","2","92423230","92423","2","92423210","924232202","92423220"
"1","924232300","90","924233203","1500000000","3","92423240","92423","3","92423220","924232203","92423230"
"1","924232400","90","924233204","0","4","0","92423","4","92423230","924232204","92423240"
"1","924233100","90","924233301","500000000","1","92423320","92423","1","0","924232301","92423310"
"1","924233200","90","924233302","1000000000","2","92423330","92423","2","92423310","924232302","92423320"
"1","924233300","90","924233303","1500000000","3","92423340","92423","3","92423320","924232303","92423330"
"1","924233400","90","924233304","0","4","0","92423","4","92423330","924232304","92423340"
"1","925011100","90","925013101","500000000","1","92501120","92413","1","0","925012101","92501110"
"1","925011200","90","925013102","1000000000","2","92501130","92413","2","92501110","925012102","92501120"
"1","925011300","90","925013103","1500000000","3","92501140","92413","3","92501120","925012103","92501130"
"1","925011400","90","925013104","0","4","0","92413","4","92501130","925012104","92501140"
"1","925012100","90","925013201","500000000","1","92501220","92413","1","0","925012201","92501210"
"1","925012200","90","925013202","1000000000","2","92501230","92413","2","92501210","925012202","92501220"
"1","925012300","90","925013203","1500000000","3","92501240","92413","3","92501220","925012203","92501230"
"1","925012400","90","925013204","0","4","0","92413","4","92501230","925012204","92501240"
"1","925013100","90","925013301","500000000","1","92501320","92413","1","0","925012301","92501310"
"1","925013200","90","925013302","1000000000","2","92501330","92413","2","92501310","925012302","92501320"
"1","925013300","90","925013303","1500000000","3","92501340","92413","3","92501320","925012303","92501330"
"1","925013400","90","925013304","0","4","0","92413","4","92501330","925012304","92501340"
