4ac31644ae14219ce2de4b7d5085685135472db02e915cddd35ba86084e67cae,4a5c258dec8897c7211d6e96b47e22bd44fadf9cf9a32bab217fee3f319711be,f442c7356f0075449a3022541e325caeb74139a6e0a612058458aee30dea0437,3fc21db33982433a3604380e079cd2ac26ad4297175ef32799df1511688b45a8,6a1f498268843f332675fba5684aabd3a5bf36bc73758248532bdc9082c711b2,c44d985be652f38bd22d1f6c457e2d3b0d8609f08fc964793ec1dcf5f27a06c4,bae9664cdb89cce60593ff33399a96767b6bda6e9c498d1eeea79c3c744f4544,4a1c3de2c2e5398c96d50aba64a3752e90dd12e25dfc4307507f2c3995eac6f9,9506c10232544c58afa7b2ee415a5b619e5b231feec74ae8d85e44d4e3159b51,bbda6a02301fa93114de602e2e17d1e5f5cf1cdc652c07a88615f826770b6a79,50b13ef19b42b2f2cce5d575fc26e360bb378124a77cf07fc14766b3ae241273,167659741df9b581dce627629592f0523b568ca9f97d1e6ac77457c5db84c31c,442726995fe52028e5057d11415d43d61616be8fb900d642cf11b15f3e8d8267,5ef1edf93756bf5f085aee2c0e29408c1479da5332e4cba31cd57905f845181e,b5dc37d2281d637df7df7a100bb5f2cb447153d983074b4def5f2c1eea263023,fdd816db12ba54d8ef130f137b6229436e4b6bed9a6d849e523de92227ebbe02,35556916f90ea1398be99395e7055517e622fd54e97edfaa703305c1cee3184d,a8e002499a49c047a5976f531a8644b3f2dfa5a41e35c7925c56533a3eaf9021,0bec971faf0d78b5c0f49ccf2fe2ae0401de33015c1e59872f6ea2386a359326
"10017","1","50","2","1","1.5","5","90","0","84","1","5017322","0","","0","0","0","0","610017005"
"10017","1","0","3","1","1.5","5","90","0","84","1","0","0","","0","0","0","0","610017006"
"10019","1.25","0","1","1","1.5","5","90","0","-50","4","5019322","0","","0","200","610019401","5019321","610019004"
"10019","1.25","50","2","1","1.5","5","90","0","-50","1","5019323","0","","0","0","0","0","610019005"
"10019","1.25","0","3","1","1.5","5","90","0","-50","1","0","0","","0","0","0","0","610019006"
"10021","1","60","1","1","1.5","5","90","0","0","1","5021322","0","","0","0","0","5021321","610021004"
"10021","1","0","2","1","1.5","5","90","0","0","3","5021323","0","","0","30","0","0","610021005"
"10021","1","0","3","1","1.5","5","90","0","0","1","0","0","","0","0","0","0","610021006"
"10023","1.25","75","1","1","1.5","5","135","0","-50","1","5023322","0","","0","0","0","5023321","610023004"
"10023","1.25","25","2","1","1.5","5","135","0","-50","1","5023323","0","","0","0","0","0","610023005"
"10023","1.25","0","3","1","1.5","5","135","0","-50","1","0","0","","0","0","0","0","610023006"
"10025","1.25","0","1","1","5.5","5","140","0","-50","2","5025322","3","","600","0","610025401","5025321","610025004"
"10025","1.25","50","2","1","1.5","5","140","0","-50","1","5025323","0","","0","0","0","0","610025005"
"10025","1.25","0","3","1","1.5","5","140","0","-50","1","0","0","","0","0","0","0","610025006"
"10027","1.25","60","1","1","5.5","5","145","0","-50","1","5027322","3","","600","0","0","5027321","610027004"
"10027","1.25","0","2","1","1.5","5","145","0","-50","2","5027323","0","","600","0","610027501","0","610027005"
"10027","1.25","0","3","1","1.5","5","145","0","-50","1","0","0","","0","0","0","0","610027006"
"10029","1.5","0","1","1","5.5","5","145","0","0","2","5029322","3","","600","0","610029401","5029321","610029004"
"10029","1.5","60","2","1","1.5","5","145","0","0","1","5029323","0","","0","0","0","0","610029005"
"10029","1.5","0","3","1","1.5","5","145","0","0","1","0","0","","0","0","0","0","610029006"
"10031","1.25","0","1","1","5.5","5","150","0","-50","2","5031322","3","","600","0","610031401","5031321","610031004"
"10031","1.25","50","2","1","1.5","5","150","0","-50","1","5031323","0","","0","0","0","0","610031005"
"10031","1.25","0","3","1","1.5","5","150","0","-50","1","0","0","","0","0","0","0","610031006"
"10033","1.25","50","1","1","5.5","5","150","0","-50","1","5033322","3","","600","0","0","5033321","610033004"
"10033","1.25","0","2","1","1.5","5","150","0","-50","2","5033323","0","","600","0","610033402","0","610033005"
"10033","1.25","0","3","1","1.5","5","150","0","-50","1","0","0","","0","0","0","0","610033006"
"10034","1.4","70","1","1","1.5","5","90","0","0","1","5011322","0","","0","0","0","5011321","610034004"
"10034","1.4","40","2","1","1.5","5","90","0","0","1","5011323","0","","0","0","0","0","610034005"
"10034","1.4","0","3","1","1.5","5","90","0","0","1","0","0","","0","0","0","0","610034006"
"10035","2.5","0","1","1","5.5","5","155","0","5","2","5035322","3","","600","0","610035401","5035321","610035004"
"10035","2.5","0","2","1","1.5","5","155","0","5","2","5035323","0","","600","0","610035402","0","610035005"
"10035","2.5","0","3","1","1.5","5","155","0","5","1","0","0","","0","0","0","0","610035006"
"10036","0.4","75","1","1","5.5","5","155","0","-50","1","5036322","3","","600","0","0","5036321","610036004"
"10036","0.4","20","2","1","1.5","5","155","0","-50","1","5036323","0","","600","0","0","0","610036005"
"10036","0.4","0","3","1","1.5","5","155","0","-50","1","0","0","","0","0","0","0","610036006"
"10037","1.5","0","1","1","1.5","5","90","0","-50","2","5012321","3","","600","0","610037401","0","610037004"
"10037","1.5","53","2","1","1.5","5","90","0","-50","1","5012322","0","","0","0","0","0","610037005"
"10037","1.5","0","3","1","1.5","5","90","0","-50","1","0","0","","0","0","0","0","610037006"
"10038","1.8","0","1","1","5.5","5","155","0","-20","2","5038322","3","","600","0","610038401","5038321","610038004"
"10038","2","55","2","1","1.5","5","155","0","-20","1","5038323","0","310700_detail_idle","0","0","0","0","610038005"
"10038","1.8","0","3","1","1.5","5","155","0","-20","1","0","0","","0","0","0","0","610038006"
"10039","0.9","0","1","1","1.5","5","90","0","50","2","5013321","3","","600","0","610039401","0","610039004"
"10039","1","50","2","1","1.5","5","90","0","84","1","5013322","0","","0","0","0","0","610039005"
"10039","1","0","3","1","1.5","5","90","0","84","1","0","0","","0","0","0","0","610039006"
"10040","1.5","0","1","1","5.5","5","160","0","-20","2","5040322","3","","600","0","610040401","5040321","610040004"
"10040","1.7","60","2","1","1.5","5","160","0","-35","1","5040323","0","","0","0","0","0","610040005"
"10040","1.7","0","3","1","1.5","5","160","0","-35","1","0","0","","0","0","0","0","610040006"
"10041","0.9","0","1","1","1.5","5","90","0","1","2","5015321","3","","600","0","610041401","0","610041004"
"10041","1.3","42","2","1","1.5","5","90","0","-50","1","5015322","0","","0","0","0","0","610041005"
"10041","1.3","0","3","1","1.5","5","90","0","-50","1","0","0","","0","0","0","0","610041006"
"10042","1.7","60","1","1","5.5","5","160","0","-20","5","5042322","0","","0","6500000","0","5042321","610042004"
"10042","1.61","0","2","1","1.5","5","160","0","-20","2","5042323","3","311100_detail_idle","600","0","610042402","0","610042005"
"10042","1.7","0","3","1","1.5","5","160","0","-20","1","0","0","","0","0","0","0","610042006"
"10043","1.25","0","1","1","1.5","5","90","0","-50","4","5019322","0","","0","200","610043401","5019321","610043004"
"10043","1.25","67","2","1","1.5","5","90","0","-50","1","5019323","0","","0","0","0","0","610043005"
"10043","1.25","0","3","1","1.5","5","90","0","-50","1","0","0","","0","0","0","0","610043006"
"10044","1.8","70","1","1","1.5","5","166","0","-54","1","5044322","3","","600","0","0","5044321","610044004"
"10044","1.8","30","2","1","1.5","5","166","0","-54","1","5044323","0","","0","0","0","0","610044005"
"10044","1.8","0","3","1","1.5","5","166","0","-54","1","0","0","","0","0","0","0","610044006"
"10045","1","65","1","1","1.5","5","90","0","0","1","5021322","0","","0","0","0","5021321","610045004"
"10045","1","0","2","1","1.5","5","90","0","0","3","5021323","0","","0","30","0","0","610045005"
"10045","1","0","3","1","1.5","5","90","0","0","1","0","0","","0","0","0","0","610045006"
"10046","1.7","30","1","1","5.5","5","169","0","-35","1","5046322","0","","0","0","0","5046321","610046004"
"10046","1.7","0","2","1","1.5","5","169","0","-15","2","5046323","3","","600","0","610046402","0","610046005"
"10046","1.7","0","3","1","1.5","5","169","0","-35","1","0","0","","0","0","0","0","610046006"
"10047","1.25","75","1","1","1.5","5","90","0","-50","1","5023322","0","","0","0","0","5023321","610047004"
"10047","1.25","40","2","1","1.5","5","90","0","-50","1","5023323","0","","0","0","0","0","610047005"
"10047","1.25","0","3","1","1.5","5","90","0","-50","1","0","0","","0","0","0","0","610047006"
"10048","1.25","35","1","1","5.5","5","172","0","-35","1","5048322","0","","0","0","0","5048321","610048004"
"10048","1.25","0","2","1","1.5","5","172","0","-35","2","5048323","3","","600","0","610048402","0","610048005"
"10048","1.25","0","3","1","1.5","5","172","0","-35","1","0","0","","0","0","0","0","610048006"
"10049","1.25","0","1","1","5.5","5","90","0","-50","2","5025322","3","","600","0","610049401","5025321","610049004"
"10049","1.25","63","2","1","1.5","5","90","0","-50","1","5025323","0","","0","0","0","0","610049005"
"10049","1.25","0","3","1","1.5","5","90","0","-50","1","0","0","","0","0","0","0","610049006"
"10050","1.25","0","1","1","5.5","5","175","0","-35","3","5050322","0","","0","35","610050401","5050321","610050004"
"10050","1.25","75","2","1","1.5","5","175","0","-35","1","5050323","0","","0","0","0","0","610050005"
"10050","1.25","0","3","1","1.5","5","175","0","-35","1","0","0","","0","0","0","0","610050006"
"10051","1.25","80","1","1","5.5","5","130","0","-50","1","5027322","3","","600","0","0","5027321","610051004"
"10051","1.25","0","2","1","1.5","5","130","0","-50","2","5027323","0","","600","0","610051501","0","610051005"
"10051","1.25","0","3","1","1.5","5","130","0","-50","1","0","0","","0","0","0","0","610051006"
"10052","1.7","79","1","1","5.5","5","178","0","-75","1","5052322","0","","0","0","0","5052321","610052004"
"10052","1.7","36","2","1","1.5","5","178","0","-75","1","5052323","0","","0","0","0","0","610052005"
"10052","1.7","0","3","1","1.5","5","178","0","-75","1","0","0","","0","0","0","0","610052006"
"10053","0.9","0","1","1","1.5","5","133","0","50","2","5017321","3","","600","0","610053401","0","610053004"
"10053","1","69","2","1","1.5","5","133","0","84","1","5017322","0","","0","0","0","0","610053005"
"10053","1","0","3","1","1.5","5","133","0","84","1","0","0","","0","0","0","0","610053006"
"10054","1.7","28","1","1","5.5","5","181","0","-75","1","5054322","0","","0","0","0","5054321","610054004"
"10054","1.3","0","2","1","1.5","5","181","0","-40","2","5054323","0","","600","0","610054402","0","610054005"
"10054","1.7","0","3","1","1.5","5","181","0","-75","1","0","0","","0","0","0","0","610054006"
"10055","1.5","0","1","1","5.5","5","136","0","0","2","5029322","3","","600","0","610055401","5029321","610055004"
"10055","1.5","73","2","1","1.5","5","136","0","0","1","5029323","0","","0","0","0","0","610055005"
"10055","1.5","0","3","1","1.5","5","136","0","0","1","0","0","","0","0","0","0","610055006"
"10056","2","80","1","1","5.5","5","175","0","-20","1","5056322","3","","600","0","0","5056321","610056004"
"10056","2","55","2","1","1.5","5","175","0","-20","1","5056323","0","","0","0","0","0","610056005"
"10056","2","0","3","1","1.5","5","175","0","-20","1","0","0","","0","0","0","0","610056006"
"10057","1.25","0","1","1","5.5","5","139","0","-50","2","5031322","3","","600","0","610057401","5031321","610057004"
"10057","1.25","60","2","1","1.5","5","139","0","-50","1","5031323","0","","0","0","0","0","610057005"
"10057","1.25","0","3","1","1.5","5","139","0","-50","1","0","0","","0","0","0","0","610057006"
"10058","1.75","0","1","1","5.5","5","178","0","5","3","5058322","3","","600","35","610058401","5058321","610058004"
"10058","1.75","68","2","1","1.5","5","178","0","5","1","5058323","0","","600","0","0","0","610058005"
"10058","1.75","0","3","1","1.5","5","178","0","5","1","0","0","","0","0","0","0","610058006"
"10059","1.55","75","1","1","5.5","5","178","0","-20","1","5059322","3","","600","0","0","5059321","610059004"
"10059","1.15","0","2","1","1.5","5","178","0","0","2","5059323","0","","600","0","610059402","0","610059005"
"10059","1.55","0","3","1","1.5","5","178","0","-20","1","0","0","","0","0","0","0","610059006"
"10060","1.25","56","1","1","5.5","5","142","0","-50","1","5033322","3","","600","0","0","5033321","610060004"
"10060","1.25","0","2","1","1.5","5","142","0","-50","2","5033323","0","","600","0","610060402","0","610060005"
"10060","1.25","0","3","1","1.5","5","142","0","-50","1","0","0","","0","0","0","0","610060006"
"10061","0.83","0","1","1","5.5","5","181","0","-47","2","5061322","3","","600","0","610061401","5061321","610061004"
"10061","0.83","80","2","1","1.5","5","181","0","-47","1","5061323","0","","600","0","0","0","610061005"
"10061","0.83","0","3","1","1.5","5","181","0","-47","1","0","0","","0","0","0","0","610061006"
"10062","2.5","0","1","1","5.5","5","145","0","5","2","5035322","3","","600","0","610062401","5035321","610062004"
"10062","2.5","0","2","1","1.5","5","145","0","5","2","5035323","0","","600","0","610062402","0","610062005"
"10062","2.5","0","3","1","1.5","5","145","0","5","1","0","0","","0","0","0","0","610062006"
"10063","0.4","73","1","1","5.5","5","145","0","-50","1","5036322","3","","600","0","0","5036321","610063004"
"10063","0.4","37","2","1","1.5","5","145","0","-50","1","5036323","0","","600","0","0","0","610063005"
"10063","0.4","0","3","1","1.5","5","145","0","-50","1","0","0","","0","0","0","0","610063006"
"10064","1.25","67","1","1","5.5","5","184","0","-50","1","5064322","3","","600","0","0","5064321","610064004"
"10064","1.25","40","2","1","1.5","5","184","0","-50","1","5064323","0","","600","0","0","0","610064005"
"10064","1.25","0","3","1","1.5","5","184","0","-50","1","0","0","","0","0","0","0","610064006"
"10065","1.5","0","1","1","5.5","5","148","0","-20","2","5038322","3","","600","0","610065401","5038321","610065004"
"10065","2","67","2","1","1.5","5","148","0","-20","1","5038323","0","310700_detail_idle","0","0","0","0","610065005"
"10065","1.8","0","3","1","1.5","5","148","0","-20","1","0","0","","0","0","0","0","610065006"
"10066","1","94","1","1","5.5","5","186","0","-50","5","5066322","3","","600","9000000","610066401","5066321","610066004"
"10066","1","0","2","1","1.5","5","186","0","-50","2","5066323","0","","600","0","610066402","0","610066005"
"10066","1","0","3","1","1.5","5","186","0","-50","1","0","0","","0","0","0","0","610066006"
"10067","1.5","0","1","1","5.5","5","151","0","-20","2","5040322","3","","600","0","610067401","5040321","610067004"
"10067","1.7","68","2","1","1.5","5","151","0","-35","1","5040323","0","","0","0","0","0","610067005"
"10067","1.7","0","3","1","1.5","5","151","0","-35","1","0","0","","0","0","0","0","610067006"
"10068","1.7","56","1","1","5.5","5","189","0","-47","1","5068322","3","","600","0","0","5068321","610068004"
"10068","1.5","0","2","1","1.5","5","189","0","-47","2","5068323","0","","600","0","610068402","0","610068005"
"10068","1.7","0","3","1","1.5","5","189","0","-47","1","0","0","","0","0","0","0","610068006"
"10069","1.7","72","1","1","5.5","5","154","0","-20","5","5042322","0","","0","2400000","0","5042321","610069004"
"10069","1.7","0","2","1","1.5","5","154","0","-20","2","5042323","3","311100_detail_idle","600","0","610069402","0","610069005"
"10069","1.7","0","3","1","1.5","5","154","0","-20","1","0","0","","0","0","0","0","610069006"
"10070","2","0","1","1","5.5","5","192","1","-50","2","5070322","3","","600","0","610070401","5070321","610070004"
"10070","2","0","2","1","1.5","5","192","1","-50","2","5070323","0","","600","0","610070402","0","610070005"
"10070","2","0","3","1","1.5","0","192","0","-50","1","0","0","","0","0","0","0","610070006"
"10071","1.8","72","1","1","1.5","5","157","0","-54","1","5044322","3","","600","0","0","5044321","610071004"
"10071","1.8","44","2","1","1.5","5","157","0","-54","1","5044323","0","","0","0","0","0","610071005"
"10071","1.8","0","3","1","1.5","5","157","0","-54","1","0","0","","0","0","0","0","610071006"
"10072","1.3","0","1","1","5.5","5","195","0","-120","3","5072322","3","","600","30","610072401","5072321","610072004"
"10072","1","0","2","1","1.5","5","195","0","-80","2","5072323","0","","600","0","610072402","0","610072005"
"10072","1.3","0","3","1","1.5","5","195","0","-120","1","0","0","","0","0","0","0","610072006"
"10073","1.7","60","1","1","5.5","5","160","0","-35","1","5046322","0","","0","0","0","5046321","610073004"
"10073","1.7","0","2","1","1.5","5","160","0","-15","2","5046323","3","","600","0","610073402","0","610073005"
"10073","1.7","0","3","1","1.5","5","160","0","-35","1","0","0","","0","0","0","0","610073006"
"10074","1.18","0","1","1","5.5","5","198","0","-30","2","5074322","3","","600","0","610074401","5074321","610074004"
"10074","1.55","0","2","1","1.5","5","198","0","-30","3","5074323","0","","600","40","610074402","0","610074005"
"10074","1.55","0","3","1","1.5","5","198","0","-45","1","0","0","","0","0","0","0","610074006"
"10075","1.25","71","1","1","5.5","5","163","0","-35","1","5048322","0","","0","0","0","5048321","610075004"
"10075","1.25","0","2","1","1.5","5","163","0","-35","2","5048323","3","","600","0","610075402","0","610075005"
"10075","1.25","0","3","1","1.5","5","163","0","-35","1","0","0","","0","0","0","0","610075006"
"10076","2.2","0","1","1","5.5","5","200","0","-40","2","5076322","3","","600","0","610076401","5076321","610076004"
"10076","2.4","97","2","1","1.5","5","200","0","-40","1","5076323","0","","0","0","610076402","0","610076005"
"10076","2.4","0","3","1","1.5","5","200","0","-55","1","0","0","","0","0","0","0","610076006"
"10077","1.25","0","1","1","5.5","5","166","0","-35","3","5050322","0","","0","35","610077401","5050321","610077004"
"10077","1.25","49","2","1","1.5","5","166","0","-35","1","5050323","0","","0","0","0","0","610077005"
"10077","1.25","0","3","1","1.5","5","166","0","-35","1","0","0","","0","0","0","0","610077006"
"10078","1.55","79","1","1","1.5","5","203","0","-45","1","5078322","0","","0","0","0","5078321","610078004"
"10078","1.55","0","2","1","1.5","5","203","0","-45","4","5078323","0","","0","490","0","0","610078005"
"10078","1.55","0","3","1","1.5","5","203","0","-45","1","0","0","","0","0","0","0","610078006"
"10079","1.7","77","1","1","5.5","5","169","0","-75","1","5052322","0","","0","0","0","5052321","610079004"
"10079","1.7","47","2","1","1.5","5","169","0","-75","1","5052323","0","","0","0","0","0","610079005"
"10079","1.7","0","3","1","1.5","5","169","0","-75","1","0","0","","0","0","0","0","610079006"
"10080","1.4","0","1","1","5.5","5","206","0","-70","2","5080322","3","","600","0","610080401","5080321","610080004"
"10080","1.5","67","2","1","1.5","5","206","0","-70","1","5080323","0","","0","0","610080402","0","610080005"
"10080","1.5","0","3","1","1.5","5","206","0","-70","1","0","0","","0","0","0","0","610080006"
"10081","1.7","48","1","1","5.5","5","172","0","-75","1","5054322","0","","0","0","0","5054321","610081004"
"10081","1.3","0","2","1","1.5","5","172","0","-40","2","5054323","0","","600","0","610081402","0","610081005"
"10081","1.7","0","3","1","1.5","5","172","0","-75","1","0","0","","0","0","0","0","610081006"
"10082","2","0","1","1","5.5","5","209","0","-20","3","5082322","3","","600","20","610082401","5082321","610082004"
"10082","2","49","2","1","1.5","5","209","0","-20","1","5082323","0","","0","0","0","0","610082005"
"10082","2","0","3","1","1.5","5","209","0","-20","1","0","0","","0","0","0","0","610082006"
"10083","2","77","1","1","5.5","5","172","0","-20","1","5056322","3","","600","0","0","5056321","610083004"
"10083","2","45","2","1","1.5","5","172","0","-20","1","5056323","0","","0","0","0","0","610083005"
"10083","2","0","3","1","1.5","5","172","0","-20","1","0","0","","0","0","0","0","610083006"
"10084","1.35","0","1","1","5.5","5","212","0","5","2","5084322","3","","600","0","610084401","5084321","610084004"
"10084","1.35","0","2","1","1.5","5","212","0","5","3","5084323","0","","600","10","0","0","610084005"
"10084","1.35","0","3","1","1.5","5","212","0","5","1","0","0","","0","0","0","0","610084006"
"10085","0.95","0","1","1","5.5","5","212","0","-20","2","5085322","3","","600","0","610085401","5085321","610085004"
"10085","1.2","75","2","1","1.5","5","212","0","-20","1","5085323","0","","600","0","0","0","610085005"
"10085","1.2","0","3","1","1.5","5","212","0","-20","1","0","0","","0","0","0","0","610085006"
"10086","1.75","0","1","1","5.5","5","172","0","5","3","5058322","3","","600","20","610086401","5058321","610086004"
"10086","1.75","70","2","1","1.5","5","172","0","5","1","5058323","0","","600","0","0","0","610086005"
"10086","1.75","0","3","1","1.5","5","172","0","5","1","0","0","","0","0","0","0","610086006"
"10087","1.55","71","1","1","5.5","5","172","0","-20","1","5059322","3","","600","0","0","5059321","610087004"
"10087","1.15","0","2","1","1.5","5","172","0","0","2","5059323","0","","600","0","610087402","0","610087005"
"10087","1.55","0","3","1","1.5","5","172","0","-20","1","0","0","","0","0","0","0","610087006"
"10088","1.4","0","1","1","5.5","5","215","0","-70","3","5088322","3","","600","15","610088401","5088321","610088004"
"10088","1.5","75","2","1","1.5","5","215","0","-70","1","5088323","0","","0","0","610088402","0","610088005"
"10088","1.5","0","3","1","1.5","5","215","0","-70","1","0","0","","0","0","0","0","610088006"
"10089","0.83","0","1","1","5.5","5","172","0","-47","2","5061322","3","","600","0","610089401","5061321","610089004"
"10089","0.83","60","2","1","1.5","5","172","0","-47","1","5061323","0","","600","0","0","0","610089005"
"10089","0.83","0","3","1","1.5","5","172","0","-47","1","0","0","","0","0","0","0","610089006"
"10090","1.18","78","1","1","5.5","5","218","0","-45","1","5090322","3","","600","0","0","5090321","610090004"
"10090","1.18","0","2","1","1.5","5","218","0","-45","4","5090323","0","","0","550","0","0","610090005"
"10090","1.18","0","3","1","1.5","5","218","0","-45","1","0","0","","0","0","0","0","610090006"
"10091","1.25","76","1","1","5.5","5","172","0","-50","1","5064322","3","","600","0","0","5064321","610091004"
"10091","1.25","50","2","1","1.5","5","172","0","-50","1","5064323","0","","600","0","0","0","610091005"
"10091","1.25","0","3","1","1.5","5","172","0","-50","1","0","0","","0","0","0","0","610091006"
"10092","1.4","60","1","1","5.5","5","220","0","-50","1","5092322","3","","600","0","0","5092321","610092004"
"10092","1.15","0","2","1","1.5","5","220","0","-20","2","5092323","0","","600","0","610092402","0","610092005"
"10092","1.4","0","3","1","1.5","5","220","0","-50","1","0","0","","0","0","0","0","610092006"
"10093","1","75","1","1","5.5","5","172","0","-50","5","5066322","3","","600","2500000","610093401","5066321","610093004"
"10093","1","0","2","1","1.5","5","172","0","-50","2","5066323","0","","600","0","610093402","0","610093005"
"10093","1","0","3","1","1.5","5","172","0","-50","1","0","0","","0","0","0","0","610093006"
"10094","2.2","0","1","1","5.5","5","223","0","-50","3","5094322","3","","600","10","610094401","5094321","610094004"
"10094","2.2","84","2","1","1.5","5","223","0","-50","1","5094323","0","","0","0","0","0","610094005"
"10094","2.2","0","3","1","1.5","5","223","0","-50","1","0","0","","0","0","0","0","610094006"
"10095","1.7","66","1","1","5.5","5","172","0","-47","1","5068322","3","","600","0","0","5068321","610095004"
"10095","1.5","0","2","1","1.5","5","172","0","-47","2","5068323","0","","600","0","610095402","0","610095005"
"10095","1.7","0","3","1","1.5","5","172","0","-47","1","0","0","","0","0","0","0","610095006"
"10096","1.3","76","1","1","5.5","5","226","0","-120","1","5096322","3","","600","0","0","5096321","610096004"
"10096","1","0","2","1","1.5","5","226","0","-80","2","5096323","0","","600","0","610096402","0","610096005"
"10096","1.3","0","3","1","1.5","5","226","0","-120","1","0","0","","0","0","0","0","610096006"
"10097","2","0","1","1","5.5","5","172","1","-50","2","5070322","3","","600","0","610097401","5070321","610097004"
"10097","2","0","2","1","1.5","5","172","1","-50","2","5070323","0","","600","0","610097402","0","610097005"
"10097","2","0","3","1","1.5","0","172","0","-50","1","0","0","","0","0","0","0","610097006"
"10098","1.3","0","1","1","5.5","5","229","0","-120","2","5098322","3","","600","0","610098401","5098321","610098004"
"10098","1.1","0","2","1","1.5","5","229","0","-80","2","5098323","0","","600","0","610098402","0","610098005"
"10098","1.3","0","3","1","1.5","5","229","0","-85","1","0","0","","0","0","0","0","610098006"
"10099","1.3","0","1","1","5.5","5","172","0","-100","3","5072322","3","","600","25","610099401","5072321","610099004"
"10099","1","0","2","1","1.5","5","172","0","-80","2","5072323","0","","600","0","610099402","0","610099005"
"10099","1.3","0","3","1","1.5","5","172","0","-120","1","0","0","","0","0","0","0","610099006"
"10100","1.1","0","1","1","5.5","5","232","0","-50","2","5100322","3","","600","0","610100401","5100321","610100004"
"10100","1.5","70","2","1","1.5","5","232","0","-70","1","5100323","0","","600","0","0","0","610100005"
"10100","1.5","0","3","1","1.5","5","232","0","-70","1","0","0","","0","0","610100110","0","610100006"
"10101","1.18","0","1","1","5.5","5","175","0","-30","2","5074322","3","","600","0","610101401","5074321","610101004"
"10101","1.55","0","2","1","1.5","5","175","0","-30","3","5074323","0","","600","25","610101402","0","610101005"
"10101","1.55","0","3","1","1.5","5","175","0","-45","1","0","0","","0","0","0","0","610101006"
"10102","1.25","32","1","1","5.5","5","235","0","-85","1","5102322","3","","600","0","0","5102321","610102004"
"10102","1.1","0","2","1","1.5","5","235","0","-80","2","5102323","0","","600","0","610102402","0","610102005"
"10102","1.25","0","3","1","1.5","5","235","0","-85","1","0","0","","0","0","0","0","610102006"
"10103","2.2","0","1","1","5.5","5","178","0","-40","2","5076322","3","","600","0","610103401","5076321","610103004"
"10103","2.4","97","2","1","1.5","5","178","0","-40","1","5076323","0","","0","0","610103402","0","610103005"
"10103","2.4","0","3","1","1.5","5","178","0","-55","1","0","0","","0","0","0","0","610103006"
"10104","1.3","0","1","1","5.5","5","238","0","0","2","5104322","3","","600","0","610104401","5104321","610104004"
