03c1ee62137beea7b4cb5d3782cb2e11d5856cbc0dae526108fd456c9d4e8055,9ed7a0b80369631602874352a4592afb770b355b1836786936e5b81ad92b2ecf,6d6f1ec2a7685bf8bb1290b37f00dfdbb0d39a316858039c36c1d5043c356f9b,bd9ef699d5540591a705874865f02e92ccfc56d7d6ad792ecb37a011ca53a915,1ee3540a36497dc0450c9deae3b17c3e950247d2f367fb8e7fa29092cb41762b,a5dfd8f4482fcdd90e1d43d3a46779da666293ada236e5959b5c374491a642d6,5c4f10390875494a3a4e9683d05d1c03188b0dd1d6812fc33435c21d9b7edb80,1720c8d5a7199f28dffefc73c727cdaab6a20893e1d90f16aa0e75ff52316b65,49360f2fe404d1bdf62ca3c70f047d8a4c02823258a52e3d37db40c47ffeccce,c34b15a10d712bb556516b288940c4c7a737bd32abce2eb1598457a87de0c50a
"25101","20000000","3","0","0","0","0","2","9801","9811"
"25101","20000000","3","0","0","0","0","2","9901","9911"
"25101","20000000","3","0","0","0","0","2","10001","10011"
"25101","20000000","3","0","0","0","0","2","10101","10111"
"25101","20000000","3","0","0","0","0","2","10201","10211"
"25101","20000000","3","0","0","0","10312","2","10301","10311"
"25101","20000000","3","0","0","0","0","2","10401","10411"
"25101","20000000","3","0","0","0","0","2","10501","10511"
"25101","20000000","3","0","0","0","0","2","10601","10611"
"25101","20000000","3","0","0","0","0","2","10701","10711"
"25101","20000000","3","0","0","0","0","2","10801","10811"
"25101","20000000","3","0","0","0","0","2","10901","10911"
"25101","20000000","3","0","0","0","0","2","11001","11011"
"25101","20000000","3","0","0","0","0","2","11101","11111"
"25101","20000000","3","0","0","0","0","2","11201","11211"
"25101","20000000","3","0","0","0","0","2","11301","11311"
"25101","20000000","3","0","0","0","0","2","11401","11411"
"25101","20000000","3","0","0","0","0","2","11501","11511"
"25101","20000000","3","0","0","0","0","2","11601","11611"
"25101","20000000","3","0","0","0","0","2","11701","11711"
"25101","20000000","3","0","0","0","0","2","11801","11811"
"25101","20000000","3","0","0","0","11912","2","11901","11911"
"25101","20000000","3","0","0","0","0","2","12001","12011"
"25101","20000000","3","0","0","0","0","2","12101","12111"
"25101","20000000","3","0","0","0","0","2","12201","12211"
"25101","20000000","3","0","0","0","0","2","12301","12311"
"25101","20000000","3","0","0","0","0","2","12401","12411"
"25101","20000000","3","0","0","0","0","2","12501","12511"
"25101","20000000","3","0","0","0","0","2","12601","12611"
