3eca17f0c060bb31d9984ec8931b40c5234ce59ab1bd323d7085b3c889bb8bfe,e07ea03563a2f6629ba63f3ce98614e0c1c68cc00a8e17ae5261b960386961c3,b44573c0bed67e55657fdf8c33a5298c68155e53fef3dc15adda81f05d214c50,9e66727c5926294d20d9fb1e37cc791281457240d2f2807c69ace2ff44a73651,299132c256e5295845e4078cceec50bd970d178b3aa840d25e3cd4fca4594f92,929f328b86f70cf5fe8745342127795f3fe7a62f053e7ad8cbbc25054818301a,acf0b04b7be9caaae621955da5cf47f9a72923a8bbc4ef91dc5b5ac7f609d62d,452a205d2ac0ae734062f99f4f30adcd345ddc29cc7c243526149048619aa699,55fb7290c01c68c1523d3d667952075bc24783ff1a9ae2d2cadf9ebd27b86427,383ee562f386893097ab5167a7d767191d9bc2745294995168d2663f65d96561,d2d92837259f232494600a827fadc3e68d45372e02c808e4d70ec5167b8a7f04
"101","","","0.2","1.4","105811","","","12","10","101029"
"101","","","","","3","","","93","0","101030"
"101","","","0.2","1","105811","","","3","cgg_idle_def","101031"
"101","","","0.2","1","106011","","","3","cgg_talk_surprise_dere","101032"
"101","","","0.2","1.4","106011","","","12","8","101033"
"101","","","","","3","","","93","0","101034"
"101","","","0.2","1","106011","","","3","cgg_idle_def","101035"
"101","cgg_idle_surprise1","","0.2","0","1","1","0","3","cgg_surprise1","101036"
"101","","","0.2","1.4","1","","","12","4","101037"
"101","","","","","3","","","93","0","101038"
"101","","","","","101026","","","101","0","101039"
"101","","","","","0","","","22","0.5","101040"
"101","1","","0.1","1","1","0","0","6","1","101041"
"101","1","","0.1","1","105811","0","0","6","1","101042"
"101","1","","0.1","1","106011","0","0","6","1","101043"
"101","","","","","0.1","","","93","0","101044"
"101","","","0","1","1","","","3","cgg_idle_normal","101045"
"101","","","0","1","105811","","","3","cgg_idle_def","101046"
"101","","","0","1","106011","","","3","cgg_idle_def","101047"
"102","-420","cgg_idle_normal","160","100","1","-230","0","5","1","102001"
"102","375","cgg_idle_def","1.6","100","1","-230","1","1","105911","102002"
"102","490","cgg_idle_def","1.6","101","1","-230","1","1","106411","102003"
"102","1","","0.1","1","1","1","0","6","1","102004"
"102","1","","0.1","1","105911","1","0","6","1","102005"
"102","1","","0.1","1","106411","1","0","6","1","102006"
"102","","","","","0.2","","","93","0","102007"
"102","0","","","0","vo_minigame_1007","","","21","vo_minigame_1007_top_talk_2_003","102008"
"102","0","0","0","5","105911","0","0","11","ライブ会場に到着です\n随分と大きくて\n開放的ですね…","102009"
"102","","","0.2","1","1","","","3","cgg_idle_surprise1","102010"
"102","","","0.2","0","105911","","","3","cgg_lookup","102011"
"102","","","","","2.6","","","93","0","102012"
"102","","","0.2","1","105911","","","3","cgg_talk_wish_surprise","102013"
"102","","","","","102009","","","91","","102014"
"102","","","0.4","1","105911","","","3","cgg_idle_def","102015"
"102","0","","","0","vo_minigame_1007","","","21","vo_minigame_1007_top_talk_2_004","102016"
"102","0","0","0","5","106411","0","0","11","カルミナのライブ……\nふふっ、楽しみね。\nあ、ちょっとグッズを\n見てきていいかしら。","102017"
"102","","","0.2","1","1","","","3","cgg_idle_reaction1","102018"
"102","","","0.2","1","106411","","","3","cgg_talk_surprise1","102019"
"102","","","","","2.6","","","93","0","102020"
"102","cgg_idle_nod","","0.2","0","1","1","0","3","cgg_talk_nod","102021"
"102","","","0.2","1","106411","","","3","cgg_talk_joy3_blink","102022"
"102","","","","","3.2","","","93","0","102023"
"102","","","0.2","1","1","","","3","cgg_idle_reaction5","102024"
"102","","","0.2","1","106411","","","3","cgg_talk_normal","102025"
"102","","","","","102017","","","91","","102026"
"102","","","","","0.5","","","93","0","102027"
"102","","","0.2","1","106411","","","3","cgg_idle_def","102028"
"102","","","0.2","1","1","","","3","cgg_idle_normal","102029"
"102","","","0.2","1","105911","","","3","cgg_talk_joy3_blink","102030"
"102","","","0.2","1.4","105911","","","12","10","102031"
"102","","","","","3","","","93","0","102032"
"102","","","0.2","1","105911","","","3","cgg_idle_def","102033"
"102","","","0.2","1","106411","","","3","cgg_talk_joy1","102034"
"102","","","0.2","1.4","106411","","","12","11","102035"
"102","","","","","3","","","93","0","102036"
"102","","","0.2","1","106411","","","3","cgg_idle_def","102037"
"102","","","0.2","1","1","","","3","cgg_idle_surprise3","102038"
"102","","","0.2","1.4","1","","","12","6","102039"
"102","","","","","3","","","93","0","102040"
"102","","","","","102029","","","101","0","102041"
"102","","","","","0","","","22","0.5","102042"
"102","1","","0.1","1","1","0","0","6","1","102043"
"102","1","","0.1","1","105911","0","0","6","1","102044"
"102","1","","0.1","1","106411","0","0","6","1","102045"
"102","","","","","0.1","","","93","0","102046"
"102","","","0","1","1","","","3","cgg_idle_normal","102047"
"102","","","0","1","105911","","","3","cgg_idle_def","102048"
"102","","","0","1","106411","","","3","cgg_idle_def","102049"
"103","-420","cgg_idle_normal","160","100","1","-230","0","5","1","103001"
"103","375","cgg_idle_def","1.6","100","1","-230","1","1","100211","103002"
"103","490","cgg_idle_def","1.6","101","1","-230","1","1","100111","103003"
"103","1","","0.1","1","1","1","0","6","1","103004"
"103","1","","0.1","1","100211","1","0","6","1","103005"
"103","1","","0.1","1","100111","1","0","6","1","103006"
"103","","","","","0.2","","","93","0","103007"
"103","0","","","0","vo_minigame_1007","","","21","vo_minigame_1007_top_talk_3_005","103008"
"103","0","0","0","6","100211","0","0","11","次は何が出るのかな？\n楽しみだね、\nヒヨリちゃん","103009"
"103","","","0.2","1","1","","","3","cgg_idle_surprise1","103010"
"103","","","0.2","1","100211","","","3","cgg_talk_wish","103011"
"103","","","","","2.4","","","93","0","103012"
"103","","","0.2","1","100211","","","3","cgg_talk_joy3","103013"
"103","","","","","103009","","","91","","103014"
"103","","","0.2","1","100211","","","3","cgg_idle_def","103015"
"103","0","","","0","vo_minigame_1007","","","21","vo_minigame_1007_top_talk_3_006","103016"
"103","0","0","0","5","100111","0","0","11","そうだねユイちゃん！\nよーっし、どんどん\n回しまくるよー！\nぐるぐるぐるー♪","103017"
"103","","","0.2","1","1","","","3","cgg_idle_reaction5","103018"
"103","","","0.2","1","100111","","","3","cgg_talk_joy1","103019"
"103","","","","","2.5","","","93","0","103020"
"103","cgg_idle_guts","","0.2","0","100111","1","0","3","cgg_talk_guts_NoBlink","103021"
"103","","","","","4","","","93","0","103022"
"103","cgg_idle_reaction3","","0.2","0","1","1","0.2","3","cgg_joy","103023"
"103","","","0.2","1","100111","","","3","cgg_talk_joy2","103024"
"103","","","","","103017","","","91","","103025"
"103","","","","","0.7","","","93","0","103026"
"103","","","0.2","1","1","","","3","cgg_idle_normal","103027"
"103","","","0.2","1","100111","","","3","cgg_idle_def","103028"
"103","","","0.2","1","100211","","","3","cgg_idle_bitter3","103029"
"103","","","0.2","1.4","100211","","","12","1","103030"
"103","","","","","3","","","93","0","103031"
"103","","","0.2","1","100211","","","3","cgg_idle_def","103032"
"103","cgg_idle_reaction1","","0.2","0","1","1","0.2","3","cgg_talk_handsup","103033"
"103","","","0.2","1.4","1","","","12","10","103034"
"103","","","","","3","","","93","0","103035"
"103","","","0.2","1","1","","","3","cgg_idle_normal","103036"
"103","","","0.2","1","100111","","","3","cgg_idle_joy3","103037"
"103","","","0.2","1.4","100111","","","12","6","103038"
"103","","","","","3","","","93","0","103039"
"103","","","","","103028","","","101","0","103040"
"103","","","","","0","","","22","0.5","103041"
"103","1","","0.1","1","1","0","0","6","1","103042"
"103","1","","0.1","1","100211","0","0","6","1","103043"
"103","1","","0.1","1","100111","0","0","6","1","103044"
"103","","","","","0.1","","","93","0","103045"
"103","","","0","1","1","","","3","cgg_idle_normal","103046"
"103","","","0","1","100211","","","3","cgg_idle_def","103047"
"103","","","0","1","100111","","","3","cgg_idle_def","103048"
"104","-420","cgg_idle_normal","160","100","1","-230","0","5","1","104001"
"104","375","cgg_idle_def","1.6","100","1","-230","1","1","100111","104002"
"104","490","cgg_idle_def","1.6","101","1","-230","1","1","100311","104003"
"104","1","","0.1","1","1","1","0","6","1","104004"
"104","1","","0.1","1","100111","1","0","6","1","104005"
"104","1","","0.1","1","100311","1","0","6","1","104006"
"104","","","","","0.2","","","93","0","104007"
"104","0","","","0","vo_minigame_1007","","","21","vo_minigame_1007_top_talk_4_007","104008"
"104","0","0","0","5","100111","0","0","11","ねーねーレイさん、\nもっかい引いていい？","104009"
"104","","","0.2","1","1","","","3","cgg_idle_reaction2","104010"
"104","","","0.2","1","100111","","","3","cgg_talk_joy3_dere","104011"
"104","","","","","2.7","","","93","0","104012"
"104","cgg_idle_guts2","","0.2","0","1","1","0","3","cgg_talk_guts2","104013"
"104","","","0.2","1","100111","","","3","cgg_talk_normal_dere2","104014"
"104","","","","","104009","","","91","","104015"
"104","0","","","0","vo_minigame_1007","","","21","vo_minigame_1007_top_talk_4_008","104016"
"104","0","0","0","5","100311","0","0","11","ダメだよヒヨリ。\n次は私の番なんだから\n…ふふ、意外に夢中に\nなってしまうね","104017"
"104","","","0.2","1","1","","","3","cgg_idle_reaction2","104018"
"104","cgg_idle_def","","0.2","0","100311","1","0","3","cgg_No","104019"
"104","","","","","0.8","","","93","0","104020"
"104","","","0.2","1","100111","","","3","cgg_idle_surprise2","104021"
"104","","","","","0.9","","","93","0","104022"
"104","cgg_idle_surprise2","","0.2","0","1","1","0","3","cgg_surprise2","104023"
"104","cgg_idle_arm_crossed2","","0.2","0","100311","1","0","3","cgg_talk_arm_crossed2","104024"
"104","","","","","2.5","","","93","0","104025"
"104","","","0.2","1","100311","","","3","cgg_idle_bitter","104026"
"104","","","","","2","","","93","0","104027"
"104","cgg_idle_nod","","0.2","0","1","1","0","3","cgg_talk_nod","104028"
"104","","","","","104017","","","91","","104029"
"104","","","","","0.5","","","93","0","104030"
"104","","","0.2","1","100311","","","3","cgg_idle_def","104031"
"104","","","0.2","1","1","","","3","cgg_idle_normal","104032"
"104","","","0.2","1","100111","","","3","cgg_idle_anger","104033"
"104","","","0.2","1.4","100111","","","12","17","104034"
"104","","","","","3","","","93","0","104035"
"104","","","0.2","1","100111","","","3","cgg_idle_def","104036"
"104","","","0.2","1","100311","","","3","cgg_idle_bitter4","104037"
"104","","","0.2","1.4","100311","","","12","2","104038"
"104","","","","","3","","","93","0","104039"
"104","","","0.2","1","100311","","","3","cgg_idle_def","104040"
"104","","","0.2","1","1","","","3","cgg_idle_surprise2","104041"
"104","","","0.2","1.4","1","","","12","1","104042"
"104","","","","","3","","","93","0","104043"
"104","","","","","104032","","","101","0","104044"
"104","","","","","0","","","22","0.5","104045"
"104","1","","0.1","1","1","0","0","6","1","104046"
"104","1","","0.1","1","100111","0","0","6","1","104047"
"104","1","","0.1","1","100311","0","0","6","1","104048"
"104","","","","","0.1","","","93","0","104049"
"104","","","0","1","1","","","3","cgg_idle_normal","104050"
"104","","","0","1","100111","","","3","cgg_idle_def","104051"
"104","","","0","1","100311","","","3","cgg_idle_def","104052"
"105","-420","cgg_idle_normal","160","100","1","-230","0","5","1","105001"
"105","375","cgg_idle_def","1.6","100","1","-230","1","1","100211","105002"
"105","490","cgg_idle_def","1.6","101","1","-230","1","1","105811","105003"
"105","1","","0.1","1","1","1","0","6","1","105004"
"105","1","","0.1","1","100211","1","0","6","1","105005"
"105","1","","0.1","1","105811","1","0","6","1","105006"
"105","","","","","0.2","","","93","0","105007"
"105","0","","","0","vo_minigame_1007","","","21","vo_minigame_1007_top_talk_5_009","105008"
"105","0","0","0","7","100211","0","0","11","グッズは種類が\nいっぱいあるから\n全種類揃えるまで\n頑張ろうね！","105009"
"105","","","0.2","1","1","","","3","cgg_idle_reaction1","105010"
"105","","","0.2","1","100211","","","3","cgg_talk_normal","105011"
"105","","","","","2.4","","","93","0","105012"
"105","","","0.2","1","100211","","","3","cgg_talk_joy3","105013"
"105","","","","","1.1","","","93","0","105014"
"105","cgg_idle_reaction1","","0.2","0","1","1","0.2","3","cgg_talk_handsup","105015"
"105","","","","","105009","","","91","","105016"
"105","","","0.2","1","100211","","","3","cgg_idle_def","105017"
"105","0","","","0","vo_minigame_1007","","","21","vo_minigame_1007_top_talk_5_010","105018"
"105","0","0","0","6","105811","0","0","11","集めたグッズは\n棚に飾って、あとで\nじっくり鑑賞です♪\nやばいですね☆","105019"
"105","cgg_idle_arm_crossed","","0.2","0","1","0","0","3","cgg_talk_arm_crossed","105020"
"105","","","0.2","1","105811","","","3","cgg_talk_joy1","105021"
"105","","","","","5","","","93","0","105022"
"105","cgg_idle_guts2","","0.2","0","1","1","0","3","cgg_talk_guts2","105023"
"105","cgg_idle_def","","0.2","0","105811","1","0.2","3","cgg_jump_def_N","105024"
"105","","","","","105019","","","91","","105025"
"105","","","","","0.5","","","93","0","105026"
"105","","","0.2","1","1","","","3","cgg_idle_normal","105027"
"105","","","0.2","1","100211","","","3","cgg_talk_joy3","105028"
"105","","","0.2","1.4","100211","","","12","10","105029"
"105","","","","","3","","","93","0","105030"
"105","","","0.2","1","100211","","","3","cgg_idle_def","105031"
"105","cgg_idle_guts_anger","","0.2","0","105811","1","0","3","cgg_talk_guts_anger","105032"
"105","","","0.2","1.4","105811","","","12","4","105033"
"105","","","","","3","","","93","0","105034"
"105","","","0.2","1","105811","","","3","cgg_idle_def","105035"
"105","cgg_idle_guts2","","0.2","0","1","1","0","3","cgg_talk_guts2","105036"
"105","","","0.2","1.4","1","","","12","7","105037"
"105","","","","","3","","","93","0","105038"
"105","","","","","105027","","","101","0","105039"
"105","","","","","0","","","22","0.5","105040"
"105","1","","0.1","1","1","0","0","6","1","105041"
"105","1","","0.1","1","100211","0","0","6","1","105042"
"105","1","","0.1","1","105811","0","0","6","1","105043"
"105","","","","","0.1","","","93","0","105044"
"105","","","0","1","1","","","3","cgg_idle_normal","105045"
"105","","","0","1","100211","","","3","cgg_idle_def","105046"
"105","","","0","1","105811","","","3","cgg_idle_def","105047"
"106","-420","cgg_idle_normal","160","100","1","-230","0","5","1","106001"
"106","420","cgg_idle_def","1.6","100","1","-230","1","1","110911","106002"
"106","1","","0.1","1","1","1","0","6","1","106003"
"106","1","","0.1","1","110911","1","0","6","1","106004"
"106","","","","","0.2","","","93","0","106005"
"106","0","","","0","vo_minigame_1007","","","21","vo_minigame_1007_top_talk_6_011","106006"
"106","0","0","0","6","110911","0","0","11","え…うそでしょ先輩…\nカルミナグッズまだ\nフルコンしてないとか\nありえないんですけど","106007"
"106","","","0.2","1","1","","","3","cgg_idle_reaction2","106008"
"106","","","0.2","0","110911","","","3","cgg_shock","106009"
"106","","","","","1","","","93","0","106010"
"106","","","0.2","1","110911","","","3","cgg_idle_bitter2","106011"
"106","","","","","4.2","","","93","0","106012"
"106","cgg_idle_shock","","0.2","0","1","1","0","3","cgg_shock","106013"
"106","","","","","106007","","","91","","106014"
"106","0","","","0","vo_minigame_1007","","","21","vo_minigame_1007_top_talk_6_012","106015"
"106","0","0","0","6","110911","0","0","11","いい加減にして下さい\n呑気に一般美少女と\n話してる暇があったら\nほら、早く回す！","106016"
"106","","","0.2","1","110911","1","0","3","cgg_talk_tsun_pain","106017"
"106","","","","","0.7","","","93","0","106018"
"106","cgg_idle_surprise2","","0.2","0","1","1","0","3","cgg_surprise2","106019"
"106","","","","","1.3","","","93","0","106020"
"106","","","0.2","1","110911","1","0","3","cgg_talk_joy1_sad","106021"
"106","","","","","3","","","93","0","106022"
"106","cgg_idle_guts_anger","","0.2","0","110911","1","","3","cgg_talk_guts_anger","106023"
"106","","","","","0.7","","","93","0","106024"
"106","cgg_idle_guts2","","0.2","0","1","1","0","3","cgg_talk_guts2","106025"
"106","","","","","106016","","","91","","106026"
"106","","","","","0.5","","","93","0","106027"
"106","","","0.2","1","110911","","","3","cgg_idle_def","106028"
"106","cgg_idle_doya","","0.2","0","1","1","0","3","cgg_talk_doya","106029"
"106","","","0.2","1.4","1","","","12","6","106030"
"106","","","","","3","","","93","0","106031"
"106","","","0.2","1","1","","","3","cgg_idle_normal","106032"
"106","cgg_idle_guts_anger","","0.2","0","110911","1","0","3","cgg_talk_guts_anger","106033"
"106","","","0.2","1.4","110911","","","12","11","106034"
"106","","","","","3","","","93","0","106035"
"106","","","0.2","1","110911","","","3","cgg_idle_def","106036"
"106","cgg_idle_surprise1","","0.2","0","1","1","0","3","cgg_surprise1","106037"
"106","","","0.2","1.4","1","","","12","4","106038"
"106","","","","","3","","","93","0","106039"
"106","","","0.2","1","1","","","3","cgg_idle_normal","106040"
"106","","","0.2","1","110911","","","3","cgg_talk_joy3_blink","106041"
"106","","","0.2","1.4","110911","","","12","10","106042"
"106","","","","","3","","","93","0","106043"
"106","","","","","106028","","","101","0","106044"
"106","","","","","0","","","22","0.5","106045"
"106","1","","0.1","1","1","0","0","6","1","106046"
"106","1","","0.1","1","110911","0","0","6","1","106047"
"106","","","","","0.1","","","93","0","106048"
"106","","","0","1","1","","","3","cgg_idle_normal","106049"
"106","","","0","1","110911","","","3","cgg_idle_def","106050"
"201","-420","cgg_idle_normal","160","100","1","-230","0","5","1","201001"
"201","420","cgg_idle_def","1.6","100","1","-230","1","1","100411","201002"
"201","1","","0.1","1","1","1","0","6","1","201003"
"201","1","","0.1","1","100411","1","0","6","1","201004"
"201","","","","","0.2","","","93","0","201005"
"201","0","","","0","vo_minigame_1007","","","21","vo_minigame_1007_top_talk_7_013","201006"
"201","0","0","0","7","100411","0","0","11","ねぇねぇにいちゃん！\nグッズが半分くらい\n集まってるよ！\nあとちょっとだね！","201007"
"201","","","0.2","1","1","","","3","cgg_idle_reaction2","201008"
"201","","","0.2","1","100411","","","3","cgg_talk_joy1_normal","201009"
"201","","","","","1.3","","","93","0","201010"
"201","cgg_idle_doya","","0.2","0","1","1","0","3","cgg_talk_doya","201011"
"201","","","0.2","1","100411","","","3","cgg_talk_surprise_kira","201012"
"201","","","","","2.7","","","93","0","201013"
"201","cgg_idle_reaction1","","0.2","0","1","1","0.2","3","cgg_talk_handsup","201014"
"201","cgg_idle_guts","","0.2","0","100411","1","0","3","cgg_talk_guts","201015"
"201","","","","","201007","","","91","","201016"
"201","","","","","0.5","","","93","0","201017"
"201","","","0.2","1","100411","","","3","cgg_idle_def","201018"
"201","","","0.2","1","1","","","3","cgg_idle_surprise3","201019"
"201","","","0.2","1.4","1","","","12","6","201020"
"201","","","","","3","","","93","0","201021"
"201","","","0.2","1","1","","","3","cgg_idle_normal","201022"
"201","","","0.2","1","100411","","","3","cgg_talk_surprise_kira","201023"
"201","","","0.2","1.4","100411","","","12","7","201024"
"201","","","","","3","","","93","0","201025"
"201","","","0.2","1","100411","","","3","cgg_idle_def","201026"
"201","cgg_idle_reaction1","","0.2","0","1","1","0","3","cgg_talk_handsup","201027"
"201","","","0.2","1.4","1","","","12","11","201028"
"201","","","","","3","","","93","0","201029"
"201","","","0.2","1","1","","","3","cgg_idle_normal","201030"
"201","","","0.2","1","100411","","","3","cgg_talk_joy1","201031"
"201","","","0.2","1.4","100411","","","12","10","201032"
"201","","","","","3","","","93","0","201033"
"201","","","","","201018","","","101","0","201034"
"201","","","","","0","","","22","0.5","201035"
"201","1","","0.1","1","1","0","0","6","1","201036"
"201","1","","0.1","1","100411","0","0","6","1","201037"
"201","","","","","0.1","","","93","0","201038"
"201","","","0","1","1","","","3","cgg_idle_normal","201039"
"201","","","0","1","100411","","","3","cgg_idle_def","201040"
"202","-420","cgg_idle_normal","160","100","1","-230","0","5","1","202001"
"202","420","cgg_idle_def","1.6","100","1","-230","1","1","102011","202002"
"202","1","","0.1","1","1","1","0","6","1","202003"
"202","1","","0.1","1","102011","1","0","6","1","202004"
"202","","","","","0.2","","","93","0","202005"
"202","0","","","0","vo_minigame_1007","","","21","vo_minigame_1007_top_talk_8_014","202006"
"202","0","0","0","5","102011","0","0","11","すごいね～♪\n全部そろったところが\n見てみたいな～♪","202007"
"202","","","0.2","1","1","","","3","cgg_idle_reaction1","202008"
"202","","","0.2","1","102011","","","3","cgg_talk_joy3","202009"
"202","","","","","2","","","93","0","202010"
"202","","","0.2","1","1","","","3","cgg_idle_nod","202011"
"202","","","0.2","1","102011","","","3","cgg_talk_wish","202012"
"202","","","","","202007","","","91","","202013"
"202","","","","","0.5","","","93","0","202014"
"202","","","0.2","1","102011","","","3","cgg_idle_def","202015"
"202","","","0.2","1","1","","","3","cgg_idle_reaction3","202016"
"202","","","0.2","1.4","1","","","12","6","202017"
"202","","","","","3","","","93","0","202018"
"202","","","0.2","1","1","","","3","cgg_idle_normal","202019"
"202","","","0.2","1","102011","","","3","cgg_talk_joy1_normal","202020"
"202","","","0.2","1.4","102011","","","12","11","202021"
"202","","","","","3","","","93","0","202022"
"202","","","0.2","1","102011","","","3","cgg_idle_def","202023"
"202","cgg_idle_guts2","","0.2","0","1","1","0","3","cgg_talk_guts2","202024"
"202","","","0.2","1.4","1","","","12","11","202025"
"202","","","","","3","","","93","0","202026"
"202","","","0.2","1","1","","","3","cgg_idle_normal","202027"
"202","","","0.2","1","102011","","","3","cgg_talk_joy3","202028"
"202","","","0.2","1.4","102011","","","12","7","202029"
"202","","","","","3","","","93","0","202030"
"202","","","","","202015","","","101","0","202031"
"202","","","","","0","","","22","0.5","202032"
"202","1","","0.1","1","1","0","0","6","1","202033"
"202","1","","0.1","1","102011","0","0","6","1","202034"
"202","","","","","0.1","","","93","0","202035"
"202","","","0","1","1","","","3","cgg_idle_normal","202036"
"202","","","0","1","102011","","","3","cgg_idle_def","202037"
"203","-420","cgg_idle_normal","160","100","1","-230","0","5","1","203001"
"203","420","cgg_idle_def","1.6","100","1","-230","1","1","103611","203002"
"203","1","","0.1","1","1","1","0","6","1","203003"
"203","1","","0.1","1","103611","1","0","6","1","203004"
"203","","","","","0.2","","","93","0","203005"
"203","0","","","0","vo_minigame_1007","","","21","vo_minigame_1007_top_talk_9_015","203006"
"203","0","0","0","6","103611","0","0","11","あと少しですね\n全部揃えられたら\n褒めてあげます\n…頑張ってください","203007"
"203","cgg_idle_arm_crossed","","0.2","0","1","1","0","3","cgg_talk_arm_crossed","203008"
"203","","","0.2","1","103611","","","3","cgg_talk_normal","203009"
"203","","","","","1.9","","","93","0","203010"
"203","","","0.2","1","1","","","3","cgg_idle_surprise1","203011"
"203","","","0.2","1","103611","","","3","cgg_talk_joy3_blink","203012"
"203","","","","","3.1","","","93","0","203013"
"203","cgg_idle_guts2","","0.2","0","1","1","0","3","cgg_talk_guts2","203014"
"203","","","0.2","1","103611","","","3","cgg_talk_surprise_dere","203015"
"203","","","","","203007","","","91","","203016"
"203","","","","","0.5","","","93","0","203017"
"203","","","0.2","1","103611","","","3","cgg_idle_def","203018"
"203","cgg_idle_nod","","0.2","0","1","1","0","3","cgg_talk_nod","203019"
"203","","","0.2","1.4","1","","","12","6","203020"
"203","","","","","3","","","93","0","203021"
"203","","","0.2","1","1","","","3","cgg_idle_normal","203022"
"203","","","0.2","1","103611","","","3","cgg_talk_joy1","203023"
"203","","","0.2","1.4","103611","","","12","10","203024"
"203","","","","","3","","","93","0","203025"
"203","","","0.2","1","103611","","","3","cgg_idle_def","203026"
"203","cgg_idle_guts1","","0.2","0","1","1","0","3","cgg_talk_guts1","203027"
"203","","","0.2","1.4","1","","","12","4","203028"
"203","","","","","3","","","93","0","203029"
"203","","","0.2","1","1","","","3","cgg_idle_normal","203030"
"203","","","0.2","1","103611","","","3","cgg_talk_joy3_dere","203031"
"203","","","0.2","1.4","103611","","","12","7","203032"
"203","","","","","3","","","93","0","203033"
"203","","","","","203018","","","101","0","203034"
"203","","","","","0","","","22","0.5","203035"
"203","1","","0.1","1","1","0","0","6","1","203036"
"203","1","","0.1","1","103611","0","0","6","1","203037"
"203","","","","","0.1","","","93","0","203038"
"203","","","0","1","1","","","3","cgg_idle_normal","203039"
"203","","","0","1","103611","","","3","cgg_idle_def","203040"
"204","-420","cgg_idle_normal","160","100","1","-230","0","5","1","204001"
"204","420","cgg_idle_def","1.6","100","1","-230","1","1","102811","204002"
"204","1","","0.1","1","1","1","0","6","1","204003"
"204","1","","0.1","1","102811","1","0","6","1","204004"
"204","","","","","0.2","","","93","0","204005"
"204","0","","","0","vo_minigame_1007","","","21","vo_minigame_1007_top_talk_10_016","204006"
"204","0","0","0","6","102811","0","0","11","こんなに\nグッズ集めたの？\nやるわね…あたしも\n集めようかしら","204007"
"204","cgg_idle_doya","","0.2","0","1","1","0","3","cgg_talk_doya","204008"
"204","cgg_talk_surprise1","","0.2","0","102811","1","0","3","cgg_surprise","204009"
"204","","","","","2.5","","","93","0","204010"
"204","","","0.2","1","1","","","3","cgg_idle_reaction5","204011"
"204","","","0.2","1","102811","","","3","cgg_talk_bitter","204012"
"204","","","","","204007","","","91","","204013"
"204","","","","","0.5","","","93","0","204014"
"204","","","0.2","1","102811","","","3","cgg_idle_def","204015"
"204","cgg_idle_doya","","0.2","0","1","1","0","3","cgg_talk_doya","204016"
"204","","","0.2","1.4","1","","","12","6","204017"
"204","","","","","3","","","93","0","204018"
"204","","","0.2","1","1","","","3","cgg_idle_normal","204019"
