5f3ab02e2ae523704ca970715f4779986a88958531c942828a4960edeaf9980c,6927672c87c5661c45655a1364d52ba47a75632c352670f6561af49f0850f783,bb1e7de8903fda870f7262fb7e93a97728177f2c642c841ec5b2818d9bc7fa6e,f00c93bbda8664f439ec6eaa057b4c15118a88fa798a67a75c4c33ef3f14183e,23304cacd2fa1f4fd3c5c42bcd5b5be85f262e22b06b946814f9c9ce91041046,6662ec5efb6a20cf3bc4ddc51d5d0f828618b65d1a409f185791bd105de4de0c
"105701","500200","ジータ","ブリザ渓谷","0","4"
"105801","500130","ペコリーヌ","エステレラ街道","0","3"
"105901","500130","コッコロ","エステレラ街道","0","2"
"106001","500130","キャル","エステレラ街道","0","3"
"106101","500341","ムイミ","ラビリンスギルド拠点","0","20"
"106301","500170","アリサ","ミステリオン森林","0","3"
"106401","500361","シェフィ","美食殿 ギルドハウス","0","2"
"106501","500833","カヤ","密林_テント","0","4"
"106601","500833","イノリ","密林_テント","0","4"
"106701","501320","ホマレ","ホマレの部屋","0","2"
"106801","500030","模索路晶","ランドソル 繁華街","0","18"
"106901","500100","カイザーインサイト","ランドソル王城_玉座の間","0","2"
"107001","500341","ネネカ","ラビリンスギルド拠点","0","2"
"107101","500090","クリスティーナ・モーガン","ランドソル 王城入口","0","2"
"107501","500164","ペコリーヌ（サマー）","マルジェン海岸_昼","0","4"
"107601","500164","コッコロ（サマー）","マルジェン海岸_昼","0","4"
"107701","500164","スズメ（サマー）","マルジェン海岸_昼","0","4"
"107801","500164","キャル（サマー）","マルジェン海岸_昼","0","6"
"107901","500284","タマキ（サマー）","無人島","0","2"
"108001","500284","ミフユ（サマー）","無人島","0","2"
"108101","500264","シノブ（ハロウィン）","古城 ハロウィン","0","4"
"108201","500264","ミヤコ（ハロウィン）","古城 ハロウィン","0","4"
"108301","505030","ミサキ（ハロウィン）","ランドソル 繁華街 ハロウィン","0","2"
"108401","500114","チカ（クリスマス）","サレンディア救護院_広間_クリスマス","0","2"
"108501","500114","クルミ（クリスマス）","サレンディア救護院_広間_クリスマス","0","4"
"108601","500114","アヤネ（クリスマス）","サレンディア救護院_広間_クリスマス","0","4"
"108701","500553","ヒヨリ（ニューイヤー）","お正月神殿","0","4"
"108801","500553","ユイ（ニューイヤー）","お正月神殿","0","4"
"108901","500553","レイ（ニューイヤー）","お正月神殿","0","2"
"109001","500600","エリコ（バレンタイン）","キッチンスタジアム","0","4"
"109101","500600","シズル（バレンタイン）","キッチンスタジアム","0","4"
"109201","500133","アン","エステレラ街道","0","2"
"109301","500133","ルゥ","エステレラ街道","0","4"
"109401","500133","グレア","エステレラ街道","0","4"
"109501","500650","クウカ（オーエド）","オーエド横丁","0","4"
"109601","500650","ニノン（オーエド）","オーエド横丁","0","2"
"109701","500175","レム","ミステリオン森林","0","2"
"109801","500175","ラム","ミステリオン森林","0","12"
"109901","500175","エミリア","ミステリオン森林","0","2"
"110001","500683","スズナ（サマー）","海_ステージ","0","4"
"110101","500683","イオ（サマー）","海_ステージ","0","2"
"110301","500164","サレン（サマー）","マルジェン海岸_昼","0","2"
"110401","500710","マコト（サマー）","琉球風の海岸","0","6"
"110501","500710","カオリ（サマー）","琉球風の海岸","0","4"
"110601","500710","マホ（サマー）","琉球風の海岸","0","4"
"110701","500730","アオイ（編入生）","聖テレサ女学院_正門","0","2"
"110801","500730","クロエ","聖テレサ女学院_正門","0","2"
"110901","500730","チエル","聖テレサ女学院_正門","0","2"
"111001","500730","ユニ","聖テレサ女学院_正門","0","4"
"111101","500811","キョウカ（ハロウィン）","屋敷_メインホール","0","2"
"111201","500811","ミソギ（ハロウィン）","屋敷_メインホール","0","4"
"111301","500811","ミミ（ハロウィン）","屋敷_メインホール","0","4"
"111401","500175","ルナ","ミステリオン森林","0","4"
"111501","500038","クリスティーナ（クリスマス）","ランドソル_繁華街_クリスマス_夜","0","4"
"111601","500038","ノゾミ（クリスマス）","ランドソル_繁華街_クリスマス_夜","0","4"
"111701","500038","イリヤ（クリスマス）","ランドソル_繁華街_クリスマス_夜","0","4"
"111801","500910","ぺコリーヌ（ニューイヤー）","ランドソル_繁華街_駅伝","0","2"
"111901","500910","コッコロ（ニューイヤー）","ランドソル_繁華街_駅伝","0","2"
"112001","500910","キャル（ニューイヤー）","ランドソル_繁華街_駅伝","0","6"
"112101","500910","スズメ（ニューイヤー）","ランドソル_繁華街_駅伝","0","2"
"112201","500010","カスミ（マジカル）","ランドソル_市街地_昼","0","2"
"112301","500010","シオリ（マジカル）","ランドソル_市街地_昼","0","2"
"112401","500920","ウヅキ（デレマス）","ムーサの町_昼","0","4"
"112501","500920","リン（デレマス）","ムーサの町_昼","0","2"
"112601","500920","ミオ（デレマス）","ムーサの町_昼","0","4"
"112701","500995","リン（レンジャー）","牧場 昼","0","2"
"112801","500995","マヒル（レンジャー）","牧場 昼","0","2"
"112901","501000","リノ（ワンダー）","本の世界_平原","0","4"
"113001","501000","アユミ（ワンダー）","本の世界_平原","0","2"
"113101","501030","ルカ（サマー）","ウィッシュビーチ","0","6"
"113201","501030","アンナ（サマー）","ウィッシュビーチ","0","4"
"113301","501030","ナナカ（サマー）","ウィッシュビーチ","0","4"
"113401","501100","ハツネ（サマー）","ビーチグラウンド","0","4"
"113501","501100","ミサト（サマー）","ビーチグラウンド","0","4"
"113601","500164","ジュン（サマー）","マルジェン海岸_昼","0","2"
"113701","500010","アカリ（エンジェル）","ランドソル_市街地_昼","0","4"
"113801","500010","ヨリ（エンジェル）","ランドソル_市街地_昼","0","2"
"113901","501130","ツムギ（ハロウィン）","ハロウィンパーク_昼","0","4"
"114001","501130","レイ（ハロウィン）","ハロウィンパーク_昼","0","3"
"114101","501130","マツリ（ハロウィン）","ハロウィンパーク_昼","0","4"
"114201","500010","モニカ（マジカル）","ランドソル_市街地_昼","0","4"
"114301","500010","トモ（マジカル）","ランドソル_市街地_昼","0","2"
"114401","500874","アキノ（クリスマス）","舞台_クリスマス_昼","0","4"
"114501","500874","サレン（クリスマス）","舞台_クリスマス_昼","0","2"
"114601","500874","ユカリ（クリスマス）","舞台_クリスマス_昼","0","2"
"114701","501162","ムイミ（ニューイヤー）","オーマの町_昼","0","4"
"115001","501162","ネネカ（ニューイヤー）","オーマの町_昼","0","2"
"115501","500140","コッコロ（儀装束）","プラノ平原","0","4"
"115601","500140","ユイ（儀装束）","プラノ平原","0","17"
"115701","500160","カスミ（サマー）","マルジェン海岸_昼","0","4"
"115801","500130","リマ（シンデレラ）","エステレラ街道","0","4"
"115901","500130","マコト（シンデレラ）","エステレラ街道","0","4"
"116001","500060","マホ（シンデレラ）","自警団 拠点","0","4"
"116201","500732","クロエ（聖学祭）","聖テレサ女学院_正門_聖学祭","0","2"
"116301","500732","チエル（聖学祭）","聖テレサ女学院_正門_聖学祭","0","2"
"116401","500732","ユニ（聖学祭）","聖テレサ女学院_正門_聖学祭","0","4"
"116501","500010","イノリ（タイムトラベル）","ランドソル_市街地_昼","0","18"
"116601","500010","カヤ（タイムトラベル）","ランドソル_市街地_昼","0","4"
"116701","501340","アオイ（作業服）","おもちゃ工場","0","4"
"116801","501340","タマキ（作業服）","おもちゃ工場","0","4"
"116901","501340","ミフユ（作業服）","おもちゃ工場","0","2"
"117001","500160","エリコ（サマー）","マルジェン海岸_昼","0","4"
"117101","500160","シズル（サマー）","マルジェン海岸_昼","0","4"
"117201","501363","ノゾミ（サマー）","サマーフェス会場","0","4"
"117301","501363","チカ（サマー）","サマーフェス会場","0","2"
"117401","501363","ツムギ（サマー）","サマーフェス会場","0","4"
"117501","501380","ミツキ（オーエド）","オーエド_診察室_昼","0","6"
"117601","501380","ユキ（オーエド）","オーエド_診察室_昼","0","4"
"117701","505035","カオリ（ハロウィン）","ランドソル_繁華街_ハロウィン_夜","0","4"
"117801","505035","ニノン（ハロウィン）","ランドソル_繁華街_ハロウィン_夜","0","4"
"117901","505035","スズナ（ハロウィン）","ランドソル_繁華街_ハロウィン_夜","0","4"
"118001","501070","クレジッタ","ランドソル_王城周辺_執務室","0","4"
"118101","501040","ランファ","レイジ・レギオン拠点","0","4"
"118201","501040","ミソラ","レイジ・レギオン拠点","0","4"
"118501","500371","カリン","ランドソル_お役所","0","4"
"118601","500360","ネビア","美食殿_ギルドハウス","0","4"
"119001","501450","イオ（ノワール）","ノワールのアジト","0","4"
"119101","501450","クウカ（ノワール）","ノワールのアジト","0","4"
"119201","500863","マヒル（クリスマス）","牧場_雪_昼","0","4"
"119301","500036","リノ（クリスマス）","ランドソル_繁華街_クリスマス_昼","0","4"
"119901","500038","ミヤコ（クリスマス）","ランドソル_繁華街_クリスマス_夜","0","4"
"120001","501450","シズル（ノワール）","ノワールのアジト","0","2"
"120701","501480","シェフィ（ニューイヤー）","美食殿_ギルドハウス_外観_お正月","0","2"
"120801","500560","ルカ（ニューイヤー）","参道_昼","0","3"
"120901","500260","イリヤ（ニューイヤー）","古城","0","4"
"121001","500361","ぺコリーヌ（オーバーロード）","美食殿 ギルドハウス","0","3"
"121101","500361","キャル（オーバーロード）","美食殿 ギルドハウス","0","2"
"121201","500341","ラビリスタ（オーバーロード）","ラビリンスギルド拠点","0","3"
"121301","501510","クルミ（ステージ）","牧場_温泉施設_舞台","0","2"
"121401","500354","ミサキ（ステージ）","サレンディア救護院_物産展","0","2"
"121501","500012","アユミ（怪盗）","ランドソル_市街地_夜","0","18"
"121601","500892","イノリ（怪盗）","路地裏_夜","0","20"
"121901","500843","アンナ（パイレーツ）","船の甲板","0","2"
"122001","500843","シノブ（パイレーツ）","船の甲板","0","20"
"122101","501590","アオイ（キャンプ）","キャンプ場_昼","0","20"
"122201","501590","ユカリ（キャンプ）","キャンプ場_昼","0","2"
"122301","500140","ヴァンピィ","プラノ平原","0","4"
"122401","501610","ヒヨリ（サマー）","リゾートビーチ_昼","0","4"
"122501","501610","レイ（サマー）","リゾートビーチ_昼","0","2"
"122601","501610","ユイ（サマー）","リゾートビーチ_昼","0","6"
"122701","500285","キョウカ（サマー）","無人島","0","2"
"122801","500160","ミソギ（サマー）","マルジェン海岸_昼","0","4"
"122901","500160","ミミ（サマー）","マルジェン海岸_昼","0","4"
"123001","500270","アメス","ソルの塔_庭園","0","4"
"123101","500833","マホ（エクスプローラー）","密林_テント","0","4"
"123201","501850","アヤネ（エクスプローラー）","密林","0","4"
"123301","501040","ネア","レイジ・レギオン拠点","0","4"
"123501","501870","リン（ハロウィン）","舞台_コンテンツフェス_昼","0","2"
"123601","501860","トモ（ハロウィン）","ランドソル_繁華街_ハロウィン_フェス","0","2"
"123701","501870","ナナカ（ハロウィン）","舞台_コンテンツフェス_昼","0","4"
"123801","500170","クリスティーナ（ワイルド）","ミステリオン森林","0","2"
"123901","500090","マツリ（ワイルド）","ランドソル 王城入口","0","2"
"124001","500036","アカリ（クリスマス）","ランドソル_繁華街_クリスマス_昼","0","2"
"124101","500036","ヨリ（クリスマス）","ランドソル_繁華街_クリスマス_昼","0","2"
"124201","500036","ジュン（クリスマス）","ランドソル_繁華街_クリスマス_昼","0","2"
"124501","501890","ホマレ（ニューイヤー）","オーエド_温泉旅館_客室_昼","0","2"
"124601","500553","ミサト（ニューイヤー）","お正月神殿","0","4"
"124701","501890","ミツキ（ニューイヤー）","オーエド_温泉旅館_客室_昼","0","2"
"124801","500033","ノゾミ（リベレイター）","ランドソル_繁華街_祭_昼","0","2"
"124901","500033","カヤ（リベレイター）","ランドソル_繁華街_祭_昼","0","4"
"125001","500033","ムイミ（リベレイター）","ランドソル_繁華街_祭_昼","0","2"
"125101","501950","タマキ（カフェ）","ランドソル_飲食店内_猫カフェ_昼","0","4"
"125201","501950","モニカ（カフェ）","ランドソル_飲食店内_猫カフェ_昼","0","2"
"125301","501690","コッコロ（レンジャー）","平原_競技場_昼","0","2"
"125401","501690","シオリ（レンジャー）","平原_競技場_昼","0","20"
"125501","500033","ジータ（ウォーロック）","ランドソル_繁華街_祭_昼","0","4"
"125601","500033","ビカラ","ランドソル_繁華街_祭_昼","0","4"
"125701","500371","カリン（アルケミスト）","ランドソル_お役所","0","2"
"125801","501670","リリ（フォールン）","ジオ・テオゴニア_街道_昼","0","2"
"126001","501670","クリア（フォールン）","ジオ・テオゴニア_街道_昼","0","2"
"126101","501670","プレシア（フォールン）","ジオ・テオゴニア_街道_昼","0","2"
"126201","501372","イリヤ（儀装束）","滝壺_夜","0","20"
"126301","500040","ユキ（儀装束）","ランドソル ギルドハウス","0","4"
"126401","501660","クローチェ","ジオ・テオゴニア_平原_昼","0","4"
"126501","501720","ライラエル","ジオ・テオゴニア_キャッスル・オブ・パルフェ_玉座の間_昼","0","4"
"126601","500692","ネネカ（サマー）","海辺の店_夜","0","2"
"126701","501030","アキノ（サマー）","ウィッシュビーチ","0","4"
"126801","500280","ユカリ（サマー）","無人島","0","4"
"126901","501030","ランファ（サマー）","ウィッシュビーチ","0","2"
"127001","500160","クウカ（サマー）","マルジェン海岸_昼","0","4"
"127101","500162","シノブ（サマー）","マルジェン海岸_夜","0","4"
"127201","502030","キャル（編入生）","アンブローズ魔法学園_屋上_昼","0","2"
"127301","502030","スズナ（編入生）","アンブローズ魔法学園_屋上_昼","0","4"
"127501","502060","サレン（サラサリア）","砂漠の国の大通り_昼","0","2"
"127601","501370","ルカ（サラサリア）","滝壺_昼","0","3"
"127701","501730","リンド","ジオ・テオゴニア_キャッスル・オブ・パルフェ_大広間","0","20"
"127801","501730","ヴルム","ジオ・テオゴニア_キャッスル・オブ・パルフェ_大広間","0","4"
"127901","500036","ペコリーヌ（クリスマス）","ランドソル_繁華街_クリスマス_昼","0","2"
"128001","500036","クレジッタ（クリスマス）","ランドソル_繁華街_クリスマス_昼","0","2"
"128301","500893","イノリ（ニューイヤー）","路地裏_雪_昼","0","4"
"128401","501470","ハツネ（ニューイヤー）","ランドソル_繁華街_お正月_昼","0","4"
"128501","501470","カスミ（ニューイヤー）","ランドソル_繁華街_お正月_昼","0","18"
"128701","500140","ヒヨリ（アストラル）","プラノ平原","0","2"
"128801","500140","レイ（アストラル）","プラノ平原","0","3"
"128901","500140","ユイ（アストラル）","プラノ平原","0","2"
"129001","500510","エリス","花畑","0","2"
"129301","502220","ユニ（ウィンター）","メルクリゾート_プールエリア_昼","0","2"
"129401","502220","クロエ（ウィンター）","メルクリゾート_プールエリア_昼","0","2"
"129501","502220","チエル（ウィンター）","メルクリゾート_プールエリア_昼","0","2"
"129601","502071","アネモネ","ジオ・ゲヘナ_ジャングル_夜","0","2"
"129701","502170","ネフィ＝ネラ","ジオ・ゲヘナ_鬼岩城塞_王座の間_昼","0","2"
"129801","501680","マコト（コマンダー）","平原_昼","0","2"
"129901","500030","エリコ（コマンダー）","ランドソル 繁華街","0","4"
"130001","501760","ヤマト","バンディシャーク号_室内_居住部","0","3"
"130101","501760","ワカナ","バンディシャーク号_室内_居住部","0","4"
"130201","501760","フブキ","バンディシャーク号_室内_居住部","0","4"
"130701","500020","キョウカ（スプリング）","ランドソル_郊外","0","20"
"130801","500351","スズメ（スプリング）","サレンディア救護院_庭","0","2"
"130901","502270","クルル","グランドリームパーク_エントランス_昼","0","4"
"131001","502280","マホ（ドリームパーク）","グランドリームパーク_園内_昼","0","2"
"131101","501030","ネア（サマー）","ウィッシュビーチ","0","3"
"131201","500690","ミソラ（サマー）","海辺の店_昼","0","4"
"131601","500163","リリ（サマー）","海_パラソル_昼","0","2"
"131701","500160","アメス（サマー）","マルジェン海岸_昼","0","4"
"131801","500285","ホマレ（サマー）","無人島","0","2"
"131901","501030","エミリア（サマー）","ウィッシュビーチ","0","2"
"132001","500160","エキドナ（サマー）","マルジェン海岸_昼","0","2"
"132101","500160","レム（サマー）","マルジェン海岸_昼","0","2"
"132201","502360","ノゾミ（アルケミスト）","アルケス錬金堂_工房_昼","0","4"
"132801","500038","ライラエル（クリスマス）","ランドソル_繁華街_クリスマス_夜","0","4"
"132901","500038","イオ（クリスマス）","ランドソル_繁華街_クリスマス_夜","0","2"
"133001","502290","グレイス","ジオ・ニヴルヘル_遺灰砂漠","0","4"
"133201","501470","モニカ（ニューイヤー）","ランドソル_繁華街_お正月_昼","0","4"
"133501","501470","サレン（ニューイヤー）","ランドソル_繁華街_お正月_昼","0","2"
"133601","500110","メドゥーサ","サレンディア救護院_広間_昼","0","2"
"133701","500341","ラビリスタ（アルファ）","ラビリンスギルド拠点","0","2"
"133801","500260","ネネカ（アルファ）","古城","0","2"
"133901","500780","クリスティーナ（アルファ）","ランドソル_繁華街_祭_壊れ_昼","0","4"
"134001","500130","フィオ","エステレラ街道","0","2"
"134301","501202","ランファ（儀装束）","コッコロの里_夜","0","2"
"134401","501220","チカ（儀装束）","コッコロの里_社の中_昼","0","2"
"134501","501670","クローチェ（エアリアル）","ジオ・テオゴニア_街道_昼","0","4"
"134601","500140","アオイ（パイロット）","プラノ平原","0","2"
"134701","502080","ホウオウ","ジオ・ゲヘナ_平原_昼","0","2"
"180101","500130","ヒヨリ（プリンセス）","エステレラ街道","0","2"
"180201","500130","ユイ（プリンセス）","エステレラ街道","0","4"
"180301","500130","レイ（プリンセス）","エステレラ街道","0","3"
"180401","500130","ぺコリーヌ（プリンセス）","エステレラ街道","0","4"
"180501","500130","コッコロ（プリンセス）","エステレラ街道","0","2"
"180601","500130","キャル（プリンセス）","エステレラ街道","0","18"
"180701","501370","ハツネ＆シオリ","滝壺_昼","0","2"
"180801","500194","ミソギ＆ミミ＆キョウカ","エルフの森_秘密基地","0","2"
"180901","500140","アキノ＆サレン","プラノ平原","0","2"
"181001","500213","アン＆グレア","中腹_昼","0","2"
"181101","500010","シズル＆リノ","ランドソル_市街地_昼","0","2"
"181201","500130","シェフィ（プリンセス）","エステレラ街道","0","2"
