28e2e255d3e0937e8cc8e8782afa032a19b529abe58b6070bf1319129e47033e,202bd7a64b54d6771ac3028f89eecd4f04ea3c608437d4da16c9b6d29de06ad0,8fb3f19a496abe53fabd4aa3f569ddeb6dae27d9546d9f2a68969e2e9eb42008,91498976d6d80ff7200a3f17a054a85e9a7112364cf997b624c16b2c5a6df06c,3336f48a6eceffb56675b7a1486ef2e2bc4f449203cecb287a9cda05d1a94256,a20f18fa4c9bcc49195c09eb8e180dbd0bff8200235cec04e486a55dcb076434,dec3e84a6e007093d582c9e511100dc7f29fce5e3985b76ef97b30d35b574d6c,b5ce7aad8d142ba9e28b16fbfaa8a65d6d547b08354b565b7f2b1392d822894a,47b93b469fd650beec9d2a786456d37b553fafc1c9aab406cc5ddc26d8bbe654,96f1010064a813ac57d36aae7dd12c3a763f30bf035fc0306808ebb4cf2cfaff,9f0f9ac029b5932ab372e62081812f3597d8eaf09c5a15dbdb10146e70232fd5,df58df8a2a9666b29fcc4d1f193731b364caf065cac97db2a76c07ad3cd3b7b6,0dbabebfb1f23377eb07a1efc7f7264095d3e19f0190187047234218efa90988,761574e8cc567af4158c5fb5f7f810f84903208190f5307773ef3edec4d81275,dea761924d7646a4485eb501b0816be07208f25283923ed6ff86b5aab324bee2,fdbcf216f6463a4810452e1e0322d9fe43e6582ac85c886a8cecc8e3e820866a,ed2590c85a2dd24ecc751f85081088d909ab83ffe3964794e00148aa670747fd,3206a86b720c99be67b7a2586f8591702bb9a04b1ee2da65092f5f23b369dc28,9c7a024724091c30b55e2399dbf6746d990b7aa8cb90b8da0950bec10bc13721,b10796c927e950dd1bf9fa9bfaafe4b5dc0a3fe14bea5cdad9bb18d278665b59,076f534b61423a43cb7821be22ab59121f47ef0b4642f51ceb5ce396080d22a4
"天球の見守り","3","103251","13.4","回復杖","0","0","0","0","0","0","0","0.7","0","0","0","0","0","0","0","0"
"花蕾の杖","3","103252","17.7","回復杖","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"ファッションアーマー","3","103281","0","軽装鎧","0.4","0","0","0","0","3.7","0","0.4","0","0","0","81.7","0","0","0","0"
"バトリングドレス","3","103282","0","軽装鎧","0.7","0","0","0","0","5","0","0.7","0","0","0","108.4","0","0","0","0"
"ヘビーメタルアーマー","3","103283","0","軽装鎧","0.7","0","0","0","0","5.7","0","0.7","0","0","0","126.7","0","0","0","0"
"ゴージャスアーマー","3","103311","0","重装鎧","1","0","0","0","0","0","0","0.7","0","0","0","81.7","0","0","0","0"
"ミルフィーユクロース","3","103341","0","服","0.4","0","0","0","0","3.4","0","0.4","0","0","53.4","60","0","0","0","0"
"パレスクロース","3","103342","0","服","0.7","0","0","0","0","4.4","0","0.4","0","0","70","78.4","0","0","0","0"
"コスモスクロース","3","103343","0","服","0.7","0","0","0","0","5","0","0.7","0","0","123.4","68.4","0","0","0","0"
"キューピッドのローブ","3","103371","4.4","魔法服","0.7","0","0","0","0","0","0","1.4","0","0","0","78.4","0","0","0","0"
"哲学者のローブ","3","103372","4.7","魔法服","0.7","0","0","0","0","0","0","1.4","0","0","0","81.7","0","0","1.7","0"
"ガーネットシールド","3","103401","0","盾","2","0","0","0","0","2.7","0","0","0","0","0","96.7","0","0","0","0"
"忍び足","3","103431","0","靴","0.7","0","0","0","0","1.7","0","0.4","0","0","0","30","0","1","0","0"
"フェンサーブーツ","3","103432","0","靴","0","0","0","0","0","8.7","0","0","0","0","0","38.4","0","1.4","0","0"
"ウィッチパレスブーツ","3","103461","6.7","魔法靴","1","0","0","0","0","0","0","1.4","0","0","0","38.4","0","0","0","0"
"ドラゴンヘッド","3","103491","0","兜","1.7","0","0","0","0","0","0","1.4","0","0","0","78.4","0","0","0","0"
"ウィッチカチューシャ","3","103521","6.7","魔法帽子","0","0","0","0","0","0","0","1.4","0","0","0","30","0","0","0","0"
"ウィッチハット","3","103522","8.7","魔法帽子","0","0","0","0","0","0","0","2","0","0","0","38.4","0","0","0","0"
"オパールイヤリング","3","103551","0","攻撃アクセサリ","1","0","0","0","0","11","0","0","0","0","30","0","0","0","0","0"
"鷲獅子の羽飾り","3","103552","0","攻撃アクセサリ","0.7","0","0","0","0","14.7","0","0","0","0","78.4","0","0","0","0","0"
"スカーレットダイヤ","3","103553","0","攻撃アクセサリ","1.4","0","0","0","0","18","0","0","0","0","0","23.4","0","0","0","0"
"エメラルドイヤリング","3","103581","0","防御アクセサリ","1","0","0","0","0","0","0","1","0","0","0","60","0","0","0","0"
"オクタグラムペンダント","3","103582","0","防御アクセサリ","1.7","0","0","0","0","8.7","0","1.4","0","0","0","0","0","0","0","0"
"獅子王の守護","3","103583","0","防御アクセサリ","1.7","0","0","0","0","0","0","1.7","0","0","0","90","0","0","0","0"
"ターコイズイヤリング","3","103611","10","魔法アクセサリ","0","0","8.4","0","0","0","0","0","0","0","0","0","0","0","0","0"
"パールイヤリング","3","103612","3.4","魔法アクセサリ","0","0","0","0","0","0","0","1.7","0","0","0","0","0","0","5","0"
"ソーサラーグラス","3","103613","13","魔法アクセサリ","0","0","11.7","0","0","0","0","0","0","0","0","0","0","0","0","0"
"月桂樹の哀しみ","3","103614","15.4","魔法アクセサリ","0","0","0","0","0","0","0","1","0","0","0","0","0","0","5","0"
"エンジェルブレード","4","104011","0","剣","0","0","0","0","0","14.6","0","0","0","0","0","33","0","0","0","0"
"太陽剣","4","104012","0","剣","0","0","3","0","0","16","0","0","0","0","0","14","0","0","0","0"
"アイスクレイモア","4","104013","0","剣","0","0","0","0","0","19","0.8","0","0","0","0","0","2","0","0","0"
"カオスブレード","4","104014","0","剣","0","0","0","0.4","0","19","0","0","0","0","0","28","0","0","0","0"
"妖蝶の刀","4","104041","0","刀","0","0","0","0.4","0","14.6","0","0","0","0","0","16","0","0","0","0"
"光輝の剣","4","104042","0","刀","0","0","0","0","0","20.8","1.6","0","0","0","0","0","0","0","0","0"
"鷹神の煌剣","4","104043","0","刀","0","0","0","0","0","21","0","0","0","0","0","0","3","0","0","0"
"鳳凰刀","4","104044","0","刀","0","0","0","0","0","22","0","0","0","0","20","0","2","0","0","0"
"プレシャスナイフ","4","104071","0","短剣","0","0","5","0","0","14.6","0","0","0","0","0","0","0","0","0","0"
"プリンセスの懐剣","4","104072","0","短剣","0","0","0","0","0","15","0","0","0","0","60","10","0","0","0","0"
"ダークマターエッジ","4","104073","0","短剣","0","0","0","0","0","16","0","1","0","0","30","0","0","0","0","0"
"ユニコーンナイフ","4","104074","0","短剣","0","0","0","0","0","16.8","0","0","0","1","30","20","0","0","0","0"
"火焔のガントレット","4","104101","0","ナックル","0","0","5","0","0","14.6","0","0","0","0","0","0","0","0","0","0"
"獅子王のガントレット","4","104102","0","ナックル","0","0","0","0","0","22.2","1.8","0","0","0","0","0","2","0","0","0"
"ブリザードクロー","4","104103","0","ナックル","0","0","0","0","0","18","0","0","0","0","0","0","2","0","0","1"
"蒼雷拳","4","104104","0","ナックル","0","0","0","0","0","20","0","0.8","0","0","0","0","2","0","0","0"
"雷光弓","4","104131","0","弓","0","0","0","0","0","14.6","0","0.8","0","0","0","0","0","0","0","0"
"エンジェルボウ","4","104132","0","弓","0","0","0","0","0","15","0.8","0.8","0","0","24","0","0","0","0","0"
"アルテミスボウ","4","104133","0","弓","0","0","0","0","0","15","0","1.2","0","0","0","0","3","0","0","0"
"精霊樹の弓","4","104134","0","弓","0","0","0","0","0","16","0","0.8","0","1","12","0","0","0","0","0"
"緋竜槍","4","104161","0","槍","1.2","0","0","0","0","12.8","0","0","0","0","0","0","0","0","0","0"
"クイーンビースピア","4","104162","0","槍","1","0","0","0","0","13.6","0","0.4","0","0","0","0","0","0","0","0"
"ストームブリンガー","4","104163","0","槍","0.6","0","0","0","0","17","0","0.4","0","0","0","0","1","0","0","0"
"ガイアバルディッシュ","4","104164","0","槍","0.6","0","0","0","0","16","0.6","0.4","0","0","0","0","0","0","0","0"
"紫龍斧","4","104191","0","斧","0","0","0","0","0","18.2","0","0","0","0","0","0","0","0","0","0"
"ヘルファイアアックス","4","104192","0","斧","0","0","0","0","0","19.4","0","0","0","0","0","0","0","0","0","0"
"戦女王の烈斧","4","104193","0","斧","0","0","0","0","0","22.8","0","0","0","0","0","0","0","0","0","0"
"アクアスラッシャー","4","104194","0","斧","0","0","0","0","0","24","0","0","0","0","0","0","2","0","0","0"
"フューリーロッド","4","104221","18.2","攻撃杖","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"太陽のロッド","4","104222","18.4","攻撃杖","0","0","0","0.2","0","0","0","0","0","0","0","0","0","0","0","0"
"司法神の錫杖","4","104223","20.8","攻撃杖","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"ハイデビルズワンド","4","104224","21.6","攻撃杖","0","0","0","0.2","0","0","0","0","1","0","20","0","0","0","0","0"
"月華杖","4","104251","14.6","回復杖","0","0","0","0","0","0","0","0.8","0","0","0","0","0","0","0","0"
"生命のロッド","4","104252","13.4","回復杖","0","0","0","0","0","0","0","0.8","0","0","0","0","0","0","3","0"
"フェニックスロッド","4","104253","15.4","回復杖","0","0","0","0","0","0","0","0.8","0","0","0","0","0","0","0","1"
"ハイエンジェルロッド","4","104254","17.2","回復杖","0","0","0","0","0","0","0","0.8","0","0","20","0","0","0","1","0"
"インビジブルドレス","4","104281","0","軽装鎧","0.4","0","0","0","0","4","0","0.4","0","0","0","90","0","0","0","0"
"ミスリルプレート","4","104282","0","軽装鎧","0.6","0","5","0","0","5","0","0.4","0","0","0","50","0","0","0","0"
"クルセイダープレート","4","104283","0","軽装鎧","1","0","0","0","0","7","0","0.8","0","0","0","30","2","0","0","0"
"スカーレットメイル","4","104284","0","軽装鎧","0.8","0","0","0","0","8.8","0","0.6","0","0","0","32","2","0","0","0"
"エンジェルアーマー","4","104311","0","重装鎧","1","0","0","0","0","0","0","0.8","0","0","0","90","0","0","0","0"
"バーミリオンメイル","4","104312","0","重装鎧","0.8","0","0","0","0","0","0","0.8","0","0","80","60","0","0","0","0"
"バイオレットアーマー","4","104313","0","重装鎧","0.8","0","0","0","0","0","0","2","0","0","0","60","0","0","0","0"
"ドラゴニックアーマー","4","104314","0","重装鎧","1.4","0","0","0.2","0","0","0","2","0","0","0","20","0","0","0","0"
"月下の法衣","4","104341","0","服","0.4","0","0","0","0","2","0","0.4","0","0","65","72","0","0","0","0"
"ハーミットクロース","4","104342","0","服","1","0","0","0","0","7","0","0.6","0","0","0","36","0","0.2","0","0"
"蒼天のローブ","4","104343","0","服","0.6","0","0","0","0","9","0","0.4","0","0","0","40","2","0","0","0"
"ダークテラードレス","4","104344","0","服","1.4","0","0","0","0","6","0","0","0","0","50","40","0","0","0","0"
"大魔導師のローブ","4","104371","9.4","魔法服","0.4","0","0","0","0","0","0.8","0.8","0","0","0","33","0","0","0","0"
"聖者のローブ","4","104372","7.4","魔法服","0.4","0","0","0","0","0","0","0.8","0","0","0","48","0","0","1","0"
"翠緑の霊衣","4","104373","5","魔法服","0.8","0","0","0","0","0","0","1.2","0","0","0","40","0","0","0.6","0"
"エンプレスシールド","4","104401","0","盾","0.8","0","0","0.8","0","3.6","0","0.8","0","0","0","33","0","0","0","0"
"ガーディアンシールド","4","104402","0","盾","0.8","0","0","0.6","0","10","0","0.8","0","0","0","0","0","0","0","0"
"パラディングリーブ","4","104431","0","靴","0.8","0","0","0","0","1.8","0","0.4","0","0","0","33","0","1.2","0","0"
"エンジェルブーツ","4","104432","0","靴","0.6","0","0","0","0","0","0","0.6","0","0","0","44","0","1","3","0"
"フェアリアルブーツ","4","104433","0","靴","0","0","0","0","0","7.6","0","0.6","0","0","0","0","0","1","2","0"
"ウィザードブーツ","4","104461","5.4","魔法靴","0.8","0","0","0","0","0","0","1.2","0","0","0","33","0","0","0","0"
"ネクロマンサーブーツ","4","104462","3","魔法靴","0.2","0","0","0","0","0","0","2.4","0","0","40","20","0","0","0","0"
"アクエリアスブーツ","4","104463","10","魔法靴","0","0","0","0","0","0","0","1","1.4","0","0","8","0","0","0","0.4"
"フェザーワルツ","4","104491","0","兜","0.8","0","0","0","0","3.6","0","0","0","0","0","98","0","0","0","0"
"ウィザードフード","4","104521","7.4","魔法帽子","0","0","0","0","0","0","0","1.6","0","0","0","33","0","0","0","0"
"法王のフード","4","104522","9","魔法帽子","0","0","4","0","0","0","0","0.8","1","0","0","18","0","0","0","0"
"福音のティアラ","4","104523","9","魔法帽子","0.6","0","0","0","0","0","0","1","1","0","0","20","0","0","0","0"
"エレメンタルハート","4","104551","0","攻撃アクセサリ","0.4","0","0","0","0","13.2","1","0","0","0","0","0","2","0","0","0"
"太陽のアミュレット","4","104552","0","攻撃アクセサリ","0","0","0","0","0","14","0","0.4","0","0","0","0","2","0","2","0"
"焔帝の指輪","4","104553","0","攻撃アクセサリ","0","0","0","0","0","14.8","0","0","0","0","0","40","2.4","0","0","0"
"猫神のペンダント","4","104554","0","命中アクセサリ","0","0","0","0","0","10.8","0","0","0","2","0","0","1.6","0.4","0","0"
"身代わりのバングル","4","104581","2","防御アクセサリ","1","0","0","0","0","0","1","1.2","0","0","0","26","0","0","0","0"
"月のブレスレット","4","104582","0","防御アクセサリ","1.8","0","0","0","0","0","0","1","0","0","0","60","0","0","0","0"
"聖信徒のペンダント","4","104583","0","防御アクセサリ","1.2","0","0","0","0","0","0","1.2","0","0","0","40","0","0","2","0"
"三日月の嘆き","4","104611","9.2","魔法アクセサリ","0","0","3","0","0","0","1","0","1.2","0","0","10","0","0","0","0"
"竜の涙","4","104612","14","魔法アクセサリ","0","0","0","0","0","0","0","0","1.6","0","24","24","0","0","0","0"
"大賢者の宝珠","4","104613","16","魔法アクセサリ","0","0","3.2","0","0","0","0","0","2","0","0","0","0","0","0","0"
"ライトニングブレード","5","105011","0","剣","0","0","0","0","0","21","0","0","0","0.6","0","24","2","0","0","0"
"天開の聖剣","5","105012","0","剣","0","0","0","0","0","23","0","0","0","0.6","0","24","0","0","0","0"
"罪過の大剣","5","105013","0","剣","0","0","1.6","0","0","24","0","0","0","0","0","28","0","0","0","0"
"神湊剣アクアルーラー","5","105014","0","剣","0","0","0","0","0","26.4","0","0","0","0","0","32","0.8","0","0","0"
"覇王光龍剣","5","105015","0","剣","0","0","0","0","0","29","0","0","0","0","0","12","2","0","0","0"
"星核剣エルツシュナイド","5","105016","0","剣","0","0","0","0","0","30.6","0","0","0","0","0","16","2.8","0","0","0"
"神兎乃大剣","5","105017","0","剣","0","0","0","0","0","33.4","0","0","0","0","0","12","3.2","0","0","0"
"百華白桜刀","5","105041","0","刀","0","0","0","0","0","23.6","0","0","0","0.6","0","0","2.4","0","0","0"
"流禍の蒼刃","5","105042","0","刀","0","0","0","0","0","24","0","0","0","0","0","0","2.4","0","1.2","0"
"妖刀血鴉","5","105043","0","刀","0","0","0","0.4","0","25","0","0","0","0","0","0","2.8","0","0","0"
"焔神刀イグニース","5","105044","0","刀","0","0","0","0","0","26.8","0","0","0","0","0","16","3.2","0","0","0"
"翠風神ノ太刀","5","105045","0","刀","0.8","0","0","0","0","24","0","0","0","0","0","20","2","0","0","0"
"神降りの枝刃刀","5","105046","0","刀","0","0","0","0","0","30","0","0","0","0.4","0","0","5","0","0","0"
"旺鯉乃神刀","5","105047","0","刀","0","0","0","0","0","34.4","0","0","0","0","0","0","4","0","0","0"
"エメラルドダガー","5","105071","0","短剣","0","0","0","0","0","20","0","0","0","0","30","24","4","0","0","0"
"ラヴァエッジ","5","105072","0","短剣","0","0","0","0","0","23","0.4","0","0","0","0","8","4","0","0","0"
"ティルナノーグダガー","5","105073","0","短剣","0","0","0","0","0","24","0","0","0","0","24","12","3.2","0","0","0"
"天雷の双神剣","5","105074","0","短剣","0","0","1.2","0","0","24.8","0","0","0","0","0","22","4","0","0","0"
"天黒剣オブシウス","5","105075","0","短剣","0","0","0","0","0","29.2","0","0","0","0","0","0","4","0","0","0"
"ゲヘナドラグーン","5","105076","0","短剣","0","0","0","0","0","32.2","0","0","0","0","0","0","2.8","0","0","0"
"冥刃・鴉天狗","5","105077","0","短剣","0","0","0","0","0","30.6","0","0","0","0.8","0","0","6","0","0","0"
"ムーンセスタス","5","105101","0","拳","0","0","0","0","0","24","0","0","0","0.6","0","0","1.2","0","0","0"
"クリムゾンクロー","5","105102","0","拳","0","0","0","0","0","26","0","0","0","0","0","0","3.2","0","0","0"
"コキュートスネイル","5","105103","0","拳","0.6","0","0","0","0","24","0","0","0","0","0","0","2.8","0","0","0"
"嵐神テンペストギア","5","105104","0","拳","0.8","0","0","0","0","24.8","0","0","0","0","0","0","3.2","0","0","0"
"極闇爪ブラッディハウル","5","105105","0","拳","0","0","0","0","0","22.2","0","1.2","0","0","0","0","6","0","0","0"
"星核拳エルツロア","5","105106","0","拳","0","0","0","0","0","30.8","0","0","0","0","0","0","6","0","0","0"
"通天手甲・犀打ち","5","105107","0","拳","0.8","0","0","0","0","26.6","0","0.6","0","0","0","0","5.6","0","0","0"
"白銀の大翼弓","5","105131","0","弓","0","0","0","0","0","20","0.4","0.8","0","0","0","0","0.8","0","0","0"
"アビスボウ","5","105132","0","弓","0","0","0","0.4","0","22","0","0.6","0","0","0","0","1.4","0","0","0"
"紅天弓","5","105133","0","弓","0","0","0","0","0","25.2","0","0","0","0.6","0","0","3","0","0","0"
"装號弓デウスフォール","5","105134","0","弓","0.4","0","0","0","0","26.4","0","0.4","0","0","0","0","0","0","0","0"
"氷涙弓フリージングティア","5","105135","0","弓","0.6","0","0","0","0","27.4","0","0.2","0","0","0","0","0","0","0","0"
"星核弓エルツボーゲン","5","105136","0","弓","0.8","0","0","0","0","27.8","0","0.4","0","0","0","0","0","0","0","0"
"天穿乃隼弓","5","105137","0","弓","0","0","0","0","0","32","0","0.4","0","0","0","0","4.4","0","0","0"
"ゼロフロストランス","5","105161","0","槍","0.8","0","0","0","0","19.6","0","0.4","0","0","0","0","2","0","0","0"
"ゲイルスティンガー","5","105162","0","槍","0.8","0","0","0","0","18.4","0","0.6","0","0","0","0","0","0.4","0","0"
"護天の聖槍","5","105163","0","槍","0.8","0","0","0","0","20.4","0","0.8","0","0","0","0","0","0","0","0"
"冥神槍ドゥームペイン","5","105164","0","槍","0.6","0","0","0.4","0","22.6","0","0.6","0","0","0","0","0","0","0","0"
