7776b497c3bbc5f9ec794e219f58d4169b39f559071742c886d9f2c0655df7e3,affceae8a15ac481e7b9f82b22f69b12b3f5c2f2f09dee5b9b8fda4dfca2cf1a,d957c0ce3506f05d0d06945faa7d11e2eaa0e83e7f257d0e55178643de2511ac,2d18e8c56bc1c4ddd9067b446a24c349ce488b13d8370ac4e61af9da9de9ad76,f1c8ab3c55320864aab739295920091c02d98f6b070899e9366f5837dfcfafb2,e2135512e06afe84549b01176507e67a453ed63d848cabf503b0e5fa0a8131bf,3cf0d7b7c483687e9c394aa61f9f2fcb21a4a4fc75b06bb75ab41dee25e8cdf6,b5b2efa3542e2729da9890b23234c45200b8d7d363a6111d94bf0fd249574853,6782f4467fc9026d99d621255f48fc4fa6525609d2eeb7a66d8a49e9ffdbbfc0,7a1c5d29eeb5f84befd4436015e8a836f84bd368fc082bf531081d67b498aa32,5d95057117ab6fb239293cbe198e456558b0a6b6dacaaa0da1c06d80244f516d
"1002","2","","-275","-200","1000002","0","","1010020009","1",""
"1002","2","","-450","-250","1000003","0","","1010020010","1",""
"1002","2","","275","-175","1000004","0","","1010020011","1",""
"1002","2","","450","-250","1000005","0","","1010020012","1",""
"1002","93","","0","0","1","0","","1010020013","0",""
"1002","3","","travel_exdrama_r_100_raiseup","0","1000001","0","0.2","1010020014","","0"
"1002","3","","travel_exdrama_r_100_idle","1","1000002","0","0","1010020015","","0"
"1002","3","","travel_exdrama_r_100_idle","1","1000003","0","0","1010020016","","0"
"1002","3","","travel_exdrama_r_100_idle","1","1000004","0","0","1010020017","","0"
"1002","3","","travel_exdrama_r_100_idle","1","1000005","0","0","1010020018","","0"
"1002","5","travel_exdrama_r_100_raiseup","1","11","1","-160","1.46","1010020019","-100","0"
"1002","93","","0","0","0.4","0","0","1010020020","0",""
"1002","32","","1","","10000","0","","1010020021","",""
"1002","93","","0","","0.6","","","1010020022","",""
"1002","6","","","","1000001","0","0.12","1010020023","",""
"1002","6","","","","1000002","0","0.12","1010020024","",""
"1002","6","","","","1000003","0","0.12","1010020025","",""
"1002","6","","","","1000004","0","0.12","1010020026","",""
"1002","6","","","","1000005","0","0.12","1010020027","",""
"1002","6","","","","1","0","0.12","1010020028","",""
"1002","93","","0","","0.12","","","1010020029","",""
"1002","91","","","","0","","","1010020030","",""
"1011","31","","10100","-350","10100","1","1","1010110001","5",""
"1011","31","","10002","-525","10002","1","0","1010110002","50",""
"1011","31","","10101","-184","10101","1","1","1010110003","-121",""
"1011","31","","10102","-350","10102","1","0","1010110004","5",""
"1011","31","","10103","-350","10103","1","0","1010110005","5",""
"1011","31","","10104","-350","10104","1","0","1010110006","5",""
"1011","1","travel_exdrama_r_101_walk","1000001","11","1","-200","1.46","1010110007","-470","0"
"1011","1","travel_exdrama_r_101_walk","1000002","1","1","-150","1.46","1010110008","-320","0"
"1011","5","travel_exdrama_r_101_walk","1","12","1","-200","1.46","1010110009","-470","0"
"1011","5","travel_exdrama_r_101_walk","2","2","1","-150","1.46","1010110010","-320","0"
"1012","23","","se_travel_finish_cave_rare","0","se_travel","","","1010120001","",""
"1012","2","","-500","-200","1000001","0","","1010120002","0.1",""
"1012","2","","-350","-150","1000002","0","","1010120003","0.1",""
"1012","2","","-500","-200","1","0","","1010120004","0.1",""
"1012","2","","-350","-150","2","0","","1010120005","0.1",""
"1012","3","","travel_exdrama_r_101_joy","0","1000001","1","0.2","1010120006","travel_exdrama_r_101_walk","0.2"
"1012","3","","travel_exdrama_r_101_joy","0","1000002","1","0.2","1010120007","travel_exdrama_r_101_walk","0.2"
"1012","3","","travel_exdrama_r_101_joy","0","1","1","0.2","1010120008","travel_exdrama_r_101_walk","0.2"
"1012","3","","travel_exdrama_r_101_joy","0","2","1","0.2","1010120009","travel_exdrama_r_101_walk","0.2"
"1012","32","","0","0","10101","","","1010120010","",""
"1012","32","","1","0","10102","","","1010120011","",""
"1012","93","","0","","1.66","","","1010120012","",""
"1012","32","","1","0","10101","","","1010120013","",""
"1012","32","","0","0","10102","","","1010120014","",""
"1012","2","","-470","-200","1000001","0","","1010120015","0.2",""
"1012","2","","-320","-150","1000002","0","","1010120016","0.2",""
"1012","2","","-470","-200","1","0","","1010120017","0.2",""
"1012","2","","-320","-150","2","0","","1010120018","0.2",""
"1013","23","","se_travel_finish_cave_event","0","se_travel","","","1010130001","",""
"1013","3","","travel_exdrama_r_101_panic_A","0","1000001","1","0.2","1010130002","travel_exdrama_r_101_walk","0"
"1013","3","","travel_exdrama_r_101_panic_B","0","1000002","1","0.2","1010130003","travel_exdrama_r_101_walk","0"
"1013","3","","travel_exdrama_r_101_panic_A","0","1","1","0.2","1010130004","travel_exdrama_r_101_walk","0"
"1013","3","","travel_exdrama_r_101_panic_B","0","2","1","0.2","1010130005","travel_exdrama_r_101_walk","0"
"1013","32","","1","","10002","","","1010130006","",""
"1013","32","","1","","10103","","","1010130007","",""
"1013","93","","0","","3","","","1010130008","",""
"1013","32","","0","","10002","","","1010130009","",""
"1013","32","","0","","10103","","","1010130010","",""
"1014","2","","-500","-200","1000001","0","0","1010140001","0.1","0"
"1014","2","","-350","-150","1000002","0","0","1010140002","0.1","0"
"1014","2","","-500","-200","1","0","0","1010140003","0.1","0"
"1014","2","","-350","-150","2","0","0","1010140004","0.1","0"
"1014","3","","travel_exdrama_r_finish_B_hand","0","1000001","0","0","1010140005","","0"
"1014","3","","travel_exdrama_r_finish_B_hand","0","1000002","0","0","1010140006","","0"
"1014","3","","travel_exdrama_r_101_finish","0","1","0","0","1010140007","","0"
"1014","3","","travel_exdrama_r_101_finish","0","2","0","0","1010140008","","0"
"1014","32","","0","0","10101","","","1010140009","",""
"1014","32","","1","0","10104","","","1010140010","",""
"1021","31","","10200","-350","10200","1","1","1010210001","5",""
"1021","31","","10201","-350","10201","1","0","1010210002","5",""
"1021","31","","10202","-350","10202","1","0","1010210003","5",""
"1021","31","","10203","-490","10203","1","0","1010210004","86",""
"1021","31","","10204","-200","10204","1","0","1010210005","105",""
"1021","31","","10001","-525","10001","1","0","1010210006","50",""
"1021","1","travel_exdrama_r_102_book","1000001","1","1","-180","1.46","1010210007","-490","0"
"1021","1","travel_exdrama_r_102_loupe","1000002","2","1","-180","1.46","1010210008","-200","0"
"1021","5","travel_exdrama_r_102_book","1","11","1","-180","1.46","1010210009","-490","0"
"1021","5","travel_exdrama_r_102_loupe","2","12","1","-180","1.46","1010210010","-200","0"
"1021","5","reliclight_none","5","13","5","-136","2","1010210011","-339","0"
"1022","23","","se_travel_finish_ruins_rare","0","se_travel","","","1010220001","",""
"1022","3","","travel_exdrama_r_102_bookFind_A","0","1000001","1","0.2","1010220002","travel_exdrama_r_102_book","0.2"
"1022","3","","travel_exdrama_r_102_loupeFind_A","0","1000002","1","0.2","1010220003","travel_exdrama_r_102_loupe","0.2"
"1022","3","","travel_exdrama_r_102_bookFind_A","0","1","1","0.2","1010220004","travel_exdrama_r_102_book","0.2"
"1022","3","","travel_exdrama_r_102_loupeFind_A","0","2","1","0.2","1010220005","travel_exdrama_r_102_loupe","0.2"
"1022","32","","1","","10202","","","1010220006","",""
"1022","32","","1","","10203","","","1010220007","",""
"1022","32","","1","","10204","","","1010220008","",""
"1022","93","","0","","1.66","","","1010220009","",""
"1022","32","","0","","10202","","","1010220010","",""
"1022","32","","0","","10203","","","1010220011","",""
"1022","32","","0","","10204","","","1010220012","",""
"1023","23","","se_travel_finish_ruins_event","0","se_travel","","","1010230001","",""
"1023","3","","travel_exdrama_r_102_bookFind_B","0","1000001","1","0.2","1010230002","travel_exdrama_r_102_book","0"
"1023","3","","travel_exdrama_r_102_loupeFind_B","0","1000002","1","0.2","1010230003","travel_exdrama_r_102_loupe","0"
"1023","3","","travel_exdrama_r_102_bookFind_B","0","1","1","0.2","1010230004","travel_exdrama_r_102_book","0"
"1023","3","","travel_exdrama_r_102_loupeFind_B","0","2","1","0.2","1010230005","travel_exdrama_r_102_loupe","0"
"1023","3","","reliclight_on","0","5","","","1010230006","",""
"1023","32","","1","","10201","","","1010230007","",""
"1023","32","","1","","10001","","","1010230008","",""
"1023","93","","0","","3","","","1010230009","",""
"1023","32","","0","","10201","","","1010230010","",""
"1023","32","","0","","10001","","","1010230011","",""
"1023","3","","reliclight_none","0","5","","","1010230012","",""
"1024","4","","1","0","1000002","0","0","1010240001","","0"
"1024","4","","1","0","2","0","0","1010240002","","0"
"1024","3","","travel_exdrama_r_finish_A","0","1000001","0","0","1010240003","","0"
"1024","3","","travel_exdrama_r_finish_A_front","0","1000002","0","0","1010240004","","0"
"1024","3","","travel_exdrama_r_102_book_finish","0","1","0","0","1010240005","","0"
"1024","3","","travel_exdrama_r_102_loupe_finish","0","2","0","0","1010240006","","0"
"1024","3","","reliclight_none","0","5","","","1010240007","",""
"1031","31","","10300","-350","10300","1","1","1010310001","5",""
"1031","31","","10301","-350","10301","1","0","1010310002","5",""
"1031","31","","10302","-350","10302","1","0","1010310003","5",""
"1031","31","","10002","-525","10002","1","0","1010310004","50",""
"1031","1","travel_exdrama_r_103_dig_A","1000001","5","1","-200","1.46","1010310005","-510","0"
"1031","1","travel_exdrama_r_103_dig_B","1000002","3","1","-175","1.46","1010310006","-400","0"
"1031","1","travel_exdrama_r_103_map","1000003","1","1","-140","1.46","1010310007","-190","0"
"1031","5","travel_exdrama_r_103_dig_A","1","6","1","-200","1.46","1010310008","-510","0"
"1031","5","travel_exdrama_r_103_dig_B","2","4","1","-175","1.46","1010310009","-400","0"
"1031","5","travel_exdrama_r_103_map","3","2","1","-140","1.46","1010310010","-190","0"
"1032","23","","se_travel_finish_dig_rare","0","se_travel","","","1010320001","",""
"1032","3","","travel_exdrama_r_103_surprise_A","0","1000001","1","0.2","1010320002","travel_exdrama_r_103_dig_A","0.2"
"1032","3","","travel_exdrama_r_103_surprise_A","0","1000002","1","0.2","1010320003","travel_exdrama_r_103_dig_B","0.2"
"1032","3","","travel_exdrama_r_103_mapSurprise_A","0","1000003","1","0.2","1010320004","travel_exdrama_r_103_map","0.2"
"1032","3","","travel_exdrama_r_103_surprise_A","0","1","1","0.2","1010320005","travel_exdrama_r_103_dig_A","0.2"
"1032","3","","travel_exdrama_r_103_surprise_A","0","2","1","0.2","1010320006","travel_exdrama_r_103_dig_B","0.2"
"1032","3","","travel_exdrama_r_103_mapSurprise_A","0","3","1","0.2","1010320007","travel_exdrama_r_103_map","0.2"
"1032","32","","1","","10302","","","1010320008","",""
"1032","93","","0","","1.25","","","1010320009","",""
"1032","32","","0","","10302","","","1010320010","",""
"1033","23","","se_travel_finish_dig_event","0","se_travel","","","1010330001","",""
"1033","3","","travel_exdrama_r_103_surprise_B","0","1000001","1","0.2","1010330002","travel_exdrama_r_103_dig_A","0"
"1033","3","","travel_exdrama_r_103_surprise_B","0","1000002","1","0.2","1010330003","travel_exdrama_r_103_dig_B","0"
"1033","3","","travel_exdrama_r_103_mapSurprise_B","0","1000003","1","0.2","1010330004","travel_exdrama_r_103_map","0"
"1033","3","","travel_exdrama_r_103_surprise_B","0","1","1","0.2","1010330005","travel_exdrama_r_103_dig_A","0"
"1033","3","","travel_exdrama_r_103_surprise_B","0","2","1","0.2","1010330006","travel_exdrama_r_103_dig_B","0"
"1033","3","","travel_exdrama_r_103_mapSurprise_B","0","3","1","0.2","1010330007","travel_exdrama_r_103_map","0"
"1033","32","","1","","10301","","","1010330008","",""
"1033","32","","1","","10002","","","1010330009","",""
"1033","93","","0","","3","","","1010330010","",""
"1033","32","","0","","10301","","","1010330011","",""
"1033","32","","0","","10002","","","1010330012","",""
"1034","4","","1","","1000003","","","1010340001","",""
"1034","4","","1","","3","","","1010340002","",""
"1034","3","","travel_exdrama_r_finish_B","0","1000001","0","0","1010340003","","0"
"1034","3","","travel_exdrama_r_finish_B","0","1000002","0","0","1010340004","","0"
"1034","3","","travel_exdrama_r_finish_A_front","0","1000003","0","0","1010340005","","0"
"1034","3","","travel_exdrama_r_103_shovel","0","1","0","0","1010340006","","0"
"1034","3","","travel_exdrama_r_103_shovel","0","2","0","0","1010340007","","0"
"1034","3","","travel_exdrama_r_103_map_finish","0","3","0","0","1010340008","","0"
"1041","31","","10400","-350","10400","1","1","1010410001","5",""
"1041","31","","10401","-350","10401","1","1","1010410002","5",""
"1041","31","","10402","-350","10402","1","0","1010410003","5",""
"1041","31","","10403","-350","10403","1","0","1010410004","5",""
"1041","31","","10001","-525","10001","1","0","1010410005","50",""
"1041","1","travel_exdrama_r_104_fishingIdle","1000001","12","1","-150","1.46","1010410006","-450","0"
"1041","1","travel_exdrama_r_104_idle_B","1000002","10","1","-125","1.46","1010410007","-200","0"
"1041","5","travel_exdrama_r_104_fishingIdle","1","11","2","-150","1.46","1010410008","-450","0"
"1041","5","none","10","20","4","-150","1","1010410009","-350","0"
"1042","23","","se_travel_finish_bridge_rare","0","se_travel","","","1010420001","",""
"1042","3","","travel_exdrama_r_104_fishingCatch","0","1000001","1","0.2","1010420002","travel_exdrama_r_104_fishingIdle","0.2"
"1042","3","","travel_exdrama_r_104_glad_B","0","1000002","1","0.2","1010420003","travel_exdrama_r_104_idle_B","0.2"
"1042","3","","travel_exdrama_r_104_fishingCatch","0","1","1","0.2","1010420004","travel_exdrama_r_104_fishingIdle","0.2"
"1042","3","","fish","0","10","1","0","1010420005","none","0"
"1042","32","","1","","10402","","","1010420006","",""
"1042","93","","0","","1.25","","","1010420007","",""
"1042","32","","0","","10402","","","1010420008","",""
"1043","23","","se_travel_finish_bridge_event","0","se_travel","","","1010430001","",""
"1043","3","","travel_exdrama_r_104_fishingBig","0","1000001","1","0","1010430002","travel_exdrama_r_104_fishingIdle","0"
"1043","3","","travel_exdrama_r_104_surprise_B","0","1000002","1","0","1010430003","travel_exdrama_r_104_idle_B","0"
"1043","3","","travel_exdrama_r_104_fishingBig","0","1","1","0","1010430004","travel_exdrama_r_104_fishingIdle","0"
"1043","32","","1","","10403","","","1010430005","",""
"1043","32","","1","","10001","","","1010430006","",""
"1043","93","","0","","3","","","1010430007","",""
"1043","32","","0","","10403","","","1010430008","",""
"1043","32","","0","","10001","","","1010430009","",""
"1044","4","","1","","1000002","","","1010440001","",""
"1044","3","","travel_exdrama_r_104_fishing_finish","0","1000001","0","0","1010440002","","0"
"1044","3","","travel_exdrama_r_finish_A_front","0","1000002","0","0","1010440003","","0"
"1044","3","","travel_exdrama_r_104_fishing_finish","0","1","0","0.2","1010440004","","0"
"1051","31","","10500","-350","10500","1","1","1010510001","5",""
"1051","31","","10501","-350","10501","1","0","1010510002","-200",""
"1051","31","","10001","-525","10001","1","0","1010510003","50",""
"1051","1","travel_exdrama_r_105_netSearch","1000001","1","1","-200","1.46","1010510004","-470","0"
"1051","1","travel_exdrama_r_105_binoculars","1000002","2","1","-220","1.46","1010510005","-200","0"
"1051","5","travel_exdrama_r_105_netSearch","1","5","1","-200","1.46","1010510006","-470","0"
"1051","5","travel_exdrama_r_105_binoculars","2","3","1","-220","1.46","1010510007","-200","0"
"1051","5","idle","10","4","3","-230","1.46","1010510008","-350","0"
"1052","3","","travel_exdrama_r_105_netFind_A","0","1000001","1","0.2","1010520001","travel_exdrama_r_105_netSearch","0.1"
"1052","3","","travel_exdrama_r_105_binocularsFind_A","0","1000002","1","0.2","1010520002","travel_exdrama_r_105_binoculars","0.2"
"1052","3","","travel_exdrama_r_105_netFind_A","0","1","1","0.2","1010520003","travel_exdrama_r_105_netSearch","0.1"
"1052","3","","travel_exdrama_r_105_binocularsFind_A","0","2","1","0.2","1010520004","travel_exdrama_r_105_binoculars","0.2"
"1052","3","","beetle","0","10","1","0.2","1010520005","idle","0.2"
"1052","32","","1","","10501","","","1010520006","",""
"1052","93","","0","","1.2","","","1010520007","",""
"1052","32","","0","","10501","","","1010520008","",""
"1053","23","","se_travel_finish_insects_event","0","se_travel","","","1010530001","",""
"1053","3","","travel_exdrama_r_105_netFind_B","0","1000001","1","0.2","1010530002","travel_exdrama_r_105_netSearch","0"
"1053","3","","travel_exdrama_r_105_binocularsFind_B","0","1000002","1","0.2","1010530003","travel_exdrama_r_105_binoculars","0"
"1053","3","","travel_exdrama_r_105_netFind_B","0","1","1","0.2","1010530004","travel_exdrama_r_105_netSearch","0"
"1053","3","","travel_exdrama_r_105_binocularsFind_B","0","2","1","0.2","1010530005","travel_exdrama_r_105_binoculars","0"
"1053","3","","butterfly","0","10","1","0.2","1010530006","idle","0"
"1053","32","","1","","10501","","","1010530007","",""
"1053","32","","1","","10001","","","1010530008","",""
"1053","93","","0","","2.6","","","1010530009","",""
"1053","32","","0","","10501","","","1010530010","",""
"1053","32","","1","","10501","","","1010530011","",""
"1053","93","","0","","0.4","","","1010530012","",""
"1053","32","","0","","10501","","","1010530013","",""
"1053","32","","0","","10001","","","1010530014","",""
"1054","4","","1","","1000002","","","1010540001","",""
"1054","4","","1","","2","","","1010540002","",""
"1054","3","","travel_exdrama_r_finish_B_hand","0","1000001","0","0","1010540003","","0"
"1054","3","","travel_exdrama_r_finish_B","0","1000002","0","0","1010540004","","0"
"1054","3","","travel_exdrama_r_105_net_finish","0","1","0","0","1010540005","","0"
"1054","3","","travel_exdrama_r_105_binoculars_finish","0","2","0","0","1010540006","","0"
"1054","3","","stop","0","10","0","0","1010540007","","0"
"1061","31","","10600","-350","10600","1","1","1010610001","5",""
"1061","31","","10601","-350","10601","1","0","1010610002","5",""
"1061","31","","10602","-350","10602","1","0","1010610003","5",""
"1061","31","","10603","-350","10603","1","0","1010610004","5",""
"1061","31","","10604","-350","10604","1","1","1010610005","5",""
"1061","31","","10605","-350","10605","1","1","1010610006","5",""
"1061","31","","10001","-525","10001","1","0","1010610007","50",""
"1061","1","travel_exdrama_r_106_idle_A","1000001","18","1","-224","1.46","1010610008","-497","0"
"1061","1","travel_exdrama_r_106_idle_B","1000002","2","1","-116","1.46","1010610009","-208","0"
"1061","5","travel_exdrama_r_106_idle_A","1","30","1","-224","1.46","1010610010","-497","0"
"1061","5","travel_exdrama_r_000_none","2","3","1","-116","1.46","1010610011","-208","0"
"1062","23","","se_travel_finish_beach_rare","0","se_travel","","","1010620001","",""
"1062","3","","travel_exdrama_r_106_rare_A","0","1000001","1","0","1010620002","travel_exdrama_r_106_idle_A","0.2"
"1062","3","","travel_exdrama_r_106_rare_B","0","1000002","1","0","1010620003","travel_exdrama_r_106_idle_B","0.2"
"1062","3","","travel_exdrama_r_106_rare_A","0","1","1","0","1010620004","travel_exdrama_r_106_idle_A","0.2"
"1062","3","","travel_exdrama_r_106_rare_B","0","2","0","0","1010620005","travel_exdrama_r_000_none","0.2"
"1062","32","","1","","10603","","","1010620006","",""
"1062","93","","0","","1.2","","","1010620007","",""
"1062","32","","0","","10603","","","1010620008","",""
"1063","23","","se_travel_finish_beach_event","0","se_travel","","","1010630001","",""
"1063","3","","travel_exdrama_r_106_memory_A","0","1000001","1","0","1010630002","travel_exdrama_r_106_idle_A","0"
"1063","3","","travel_exdrama_r_106_memory_B","0","1000002","1","0","1010630003","travel_exdrama_r_106_idle_B","0"
"1063","3","","travel_exdrama_r_106_memory_A","0","1","1","0","1010630004","travel_exdrama_r_106_idle_A","0"
"1063","32","","1","","10601","","","1010630005","",""
"1063","32","","1","","10602","","","1010630006","",""
"1063","32","","1","","10001","","","1010630007","",""
"1063","93","","0","","3","","","1010630008","",""
"1063","32","","0","","10601","","","1010630009","",""
"1063","32","","0","","10602","","","1010630010","",""
"1063","32","","0","","10001","","","1010630011","",""
"1064","4","","1","","1000002","","","1010640001","",""
"1064","4","","1","","1000001","","","1010640002","",""
"1064","4","","1","","2","","","1010640003","",""
"1064","3","","travel_exdrama_r_106_finish_A","0","1000001","","0","1010640004","","0"
"1064","3","","travel_exdrama_r_106_finish_B","0","1000002","","0","1010640005","","0"
"1064","3","","travel_exdrama_r_106_rare_A","0","1","","0","1010640006","","0"
"1064","3","","travel_exdrama_r_000_none","0","2","","0","1010640007","","0"
"1071","31","","10700","-350","10700","1","1","1010710001","5",""
"1071","31","","10701","-350","10701","1","1","1010710002","5",""
"1071","31","","10702","-350","10702","1","0","1010710003","5",""
"1071","31","","10703","-350","10703","1","0","1010710004","5",""
"1071","31","","10001","-525","10001","1","0","1010710005","50",""
"1071","1","travel_exdrama_r_107_dig_A","1000001","32","1","-170","1.46","1010710006","-470","0"
"1071","1","travel_exdrama_r_107_dig_B","1000002","30","1","-170","1.46","1010710007","-215","1"
"1071","5","travel_exdrama_r_107_dig_A","1","33","1","-170","1.46","1010710008","-470","0"
"1071","5","travel_exdrama_r_107_dig_B","10","31","1","-170","1.46","1010710009","-215","1"
"1072","23","","se_travel_finish_raredrop","0","se_travel","","","1010720001","",""
"1072","3","","travel_exdrama_r_107_joy","0","1000001","1","0.2","1010720002","travel_exdrama_r_107_dig_A","0.2"
"1072","3","","travel_exdrama_r_107_joy","0","1000002","1","0.2","1010720003","travel_exdrama_r_107_dig_B","0.2"
"1072","3","","travel_exdrama_r_107_joy","0","1","1","0.2","1010720004","travel_exdrama_r_107_dig_A","0.2"
"1072","3","","travel_exdrama_r_107_joy","0","10","1","0.2","1010720005","travel_exdrama_r_107_dig_B","0.2"
"1072","32","","0","","10701","","","1010720006","",""
"1072","32","","1","","10702","","","1010720007","",""
"1072","93","","0","","1.4","","","1010720008","",""
"1072","32","","1","","10701","","","1010720009","",""
"1072","32","","0","","10702","","","1010720010","",""
"1073","23","","se_travel_finish_memory_event","0","se_travel","","","1010730001","",""
"1073","3","","travel_exdrama_r_107_surprise_A","0","1000001","1","0.2","1010730002","travel_exdrama_r_107_dig_A","0"
"1073","3","","travel_exdrama_r_107_surprise_B","0","1000002","1","0.2","1010730003","travel_exdrama_r_107_dig_B","0"
"1073","3","","travel_exdrama_r_107_surprise_A","0","1","1","0.2","1010730004","travel_exdrama_r_107_dig_A","0"
"1073","3","","travel_exdrama_r_107_surprise_B","0","10","1","0.2","1010730005","travel_exdrama_r_107_dig_B","0"
"1073","32","","1","","10703","","","1010730006","",""
"1073","32","","1","","10001","","","1010730007","",""
"1073","32","","0","","10701","","","1010730008","",""
"1073","93","","0","","3","","","1010730009","",""
"1073","32","","0","","10703","","","1010730010","",""
"1073","32","","0","","10001","","","1010730011","",""
"1073","32","","1","","10701","","","1010730012","",""
"1074","4","","1","","1000002","","","1010740001","",""
"1074","4","","1","","10","","","1010740002","",""
"1074","3","","travel_exdrama_r_finish_B_hand","0","1000001","0","0","1010740003","","0"
"1074","3","","travel_exdrama_r_finish_B_hand","0","1000002","0","0","1010740004","","0"
"1074","3","","travel_exdrama_r_107_finish_A","0","1","0","0","1010740005","","0"
"1074","3","","travel_exdrama_r_107_finish_A","0","10","0","0","1010740006","","0"
"1074","32","","0","","10701","","","1010740007","",""
"1081","31","","10800","-350","10800","1","1","1010810001","5",""
"1081","31","","10401","-350","10401","1","1","1010810002","5",""
"1081","31","","10402","-350","10402","1","0","1010810003","5",""
"1081","31","","10403","-350","10403","1","0","1010810004","5",""
"1081","31","","10001","-525","10001","1","0","1010810005","50",""
"1081","1","travel_exdrama_r_104_fishingIdle","1000001","12","1","-150","1.46","1010810006","-450","0"
"1081","1","travel_exdrama_r_104_idle_B","1000002","10","1","-125","1.46","1010810007","-200","0"
"1081","5","travel_exdrama_r_104_fishingIdle","1","11","2","-150","1.46","1010810008","-450","0"
"1081","5","none","10","20","4","-150","1","1010810009","-350","0"
"1082","23","","se_travel_finish_bridge_rare","0","se_travel","","","1010820001","",""
"1082","3","","travel_exdrama_r_104_fishingCatch","0","1000001","1","0.2","1010820002","travel_exdrama_r_104_fishingIdle","0.2"
"1082","3","","travel_exdrama_r_104_glad_B","0","1000002","1","0.2","1010820003","travel_exdrama_r_104_idle_B","0.2"
"1082","3","","travel_exdrama_r_104_fishingCatch","0","1","1","0.2","1010820004","travel_exdrama_r_104_fishingIdle","0.2"
"1082","3","","fish","0","10","1","0","1010820005","none","0"
"1082","32","","1","","10402","","","1010820006","",""
"1082","93","","0","","1.25","","","1010820007","",""
"1082","32","","0","","10402","","","1010820008","",""
"1083","23","","se_travel_finish_bridge_event","0","se_travel","","","1010830001","",""
"1083","3","","travel_exdrama_r_104_fishingBig","0","1000001","1","0","1010830002","travel_exdrama_r_104_fishingIdle","0"
"1083","3","","travel_exdrama_r_104_surprise_B","0","1000002","1","0","1010830003","travel_exdrama_r_104_idle_B","0"
