7cf1c43ebdea4a7732be1ea0d8b8abb012cf009e3070298f36997624f29e74bc,886ee66dd14ecb76562531ec3529b13d2cd7cb17fb8e9b5d780434d54c155e1b,b1b3c2a50f1b8e0f8df7df0d41b7e4ae93aeb0c9c0f0720f737ca6490209cf52,6dce926eb75044fa4306ccd134ed7897d67b5360ccc9aa11a9925ba7f764ff8a,98b9612e456e665e3da139a3a1129fc288021111957d68030f922c673f3e3f24,e334469c87e2cd22534f2e6ccece452bb9a767fe2d7990d93f7aeab9419f302f,c8293bfac24a105190855dd62138e68a89b50843b344cc77ab2a996ec014f73c,331e780e3cd7da8c914492c8afc5b8616035140bebb0f478edf17801448c6b1d,763558d2e0f43a344786111b0ea22e8d7b00db44f8973d9ed38dfc33fc61ef0a,ecf04da701a9af333aa9fe8112e6cea3f8ce20aea713dfc2049bfc978a1b8e11,b6fc80ce3fe5797afcf93a46e48480486cf84c06a5bb2a6ff0a14bbfdf24eb02,df973ef562e131de80a62657ab58753d4f34ab92563e9d7475f833b689e19893,9577f9338357996a04741fe808f6fe33bfcfde98abe77fa1b23e305263b9c0e2,fce9e37ac19e1b6fb2041773246fedaeca233bb93a97fbd4a4cb18c92c3f4ec9,0fdf9bd0a18eefaa4db7afcb559b5efd02d09186bee1b86c55d33a12c11768e4,ba1c93f37a63cf2e7be4fa82707fa972085b3bc697df7c826107e0ca06761ba4,ae510348a8918cae16e5567d9642c19532d5dac059d0da991a6a9f53fbef14c5,5d7698e80017d7200b0d36e5e4ec85bd73d052ac69feaa913f2a5a4b7f62a896,4828672f1cfcae4819bb039cb2e49a5fbd3244efeea7f0cc58727340ac17858c,027f7647c83c27e45cbe8ac9659be62ab07d3cd2ca1f278803d805c8f5956513,24bd855dd177c7a7c68fd6e90c74212837d08012694358e07718e21069f1036e
"BeachTrap","2600","NONE","NONE","400","1800","1400","SpeedTerritoryA","3000","2200","NONE","3500","BeachJumpOverTrap","0","1014","0","0","SummerJumpOverEnemyB","SummerJumpOverEnemyB","AccelBoardA","WaterMelon"
"SpeedTerritoryA_NoColl","3700","NONE","NONE","600","1900","1100","SummerEnemyA_NoColl","0","2500","NONE","0","SummerEnemyB","0","1015","0","0","BeachTrap_NoCall","NONE","NONE","Balloon"
"AccelBoardA","0","NONE","NONE","600","2300","1400","EnemyB","0","3300","NONE","0","NONE","0","1016","0","0","BeachTrap","NONE","NONE","AccelBoardA"
"WaterMelon","3300","NONE","NONE","400","1600","1200","EnemyB","0","2500","NONE","0","BeachTrap","0","1017","0","0","AccelBoardA","NONE","NONE","AccelBoardA"
"Balloon","2400","NONE","NONE","600","1100","900","BeachTrap","2900","1900","NONE","0","SummerEnemyA_NoColl","0","1018","0","0","EnemyB_NoColl","NONE","EnemyB_NoColl","BeachTrap"
"BeachTrap","3000","NONE","NONE","500","2000","1200","BeachTrap","3800","2500","NONE","0","AccelBoardA","0","1019","0","0","SummerEnemyA","NONE","BeachTrap","BeachTrap"
"BeachTrap","2700","NONE","NONE","400","1900","900","BeachJumpBoard","3100","2300","NONE","3700","BeachTrap","0","1020","0","0","BeachTrap","SummerEnemyD","SummerEnemyD","AccelBoardA"
"SummerEnemyA_NoColl","3400","NONE","NONE","400","1550","700","Balloon","0","2400","NONE","0","AccelBoardA","0","1021","0","0","BeachTrap_NoCall","NONE","NONE","EnemyB"
"BeachTrap","3400","NONE","NONE","800","1800","1200","BeachTrap","0","2500","NONE","0","SpeedTerritoryA","0","1022","0","0","AccelBoardA","NONE","NONE","SummerEnemyB"
"SummerJumpOverEnemyC","3000","NONE","NONE","500","1500","1000","BeachTrap","3500","2000","NONE","0","BeachTrap","0","1023","0","0","WaterMelon","NONE","BeachTrap","SummerEnemyC"
"SummerEnemyA_NoColl","2300","NONE","NONE","400","1300","600","Balloon","3200","1800","NONE","3700","EnemyB_NoColl","0","1024","0","0","SpeedTerritoryA_NoColl","SummerJumpOverEnemyC","BeachTrap","SummerEnemyB"
"AccelBoardA","3400","NONE","NONE","900","2000","1300","AccelBoardA","0","2700","NONE","0","AccelBoardA","0","1025","0","0","AccelBoardA","NONE","NONE","EnemyB"
"WaterMelon","0","NONE","NONE","400","1500","800","AccelBoardA","0","2500","NONE","0","NONE","0","1026","0","0","BeachJumpBoard","NONE","NONE","EnemyB"
"Balloon","2600","NONE","NONE","400","700","630","BeachTrap","3100","1700","NONE","0","SummerEnemyA_NoColl","0","1027","0","0","EnemyB_NoColl","NONE","BeachJumpBoard","SpeedTerritoryA"
"SummerEnemyD","3200","NONE","NONE","600","2300","1400","AccelBoardA","0","2700","NONE","0","AccelBoardA","0","1028","0","0","BeachTrap","NONE","NONE","SpeedTerritoryA"
"SpeedTerritoryA","0","NONE","NONE","500","1700","1000","BeachTrap","0","2500","NONE","0","NONE","0","1029","0","0","WarpGateA","NONE","NONE","SummerEnemyC"
"AccelBoardA","2800","NONE","NONE","500","2000","1500","AccelBoardA","3500","2500","NONE","0","BeachTrap","0","1030","0","0","BeachTrap","NONE","SpeedTerritoryA","WaterMelon"
"SpeedTerritoryA_NoColl","3200","NONE","NONE","350","2200","1200","SpeedTerritoryA_NoColl","3500","2900","NONE","0","SummerEnemyD","0","1031","0","0","BeachTrap","NONE","AccelBoardA","Balloon"
"SummerEnemyA","0","NONE","NONE","700","3000","1500","SummerEnemyA","0","0","NONE","0","NONE","0","1032","0","0","NONE","NONE","NONE","AccelBoardA"
"SummerEnemyA","0","NONE","NONE","700","2200","1400","AccelBoardA","0","3100","NONE","0","NONE","0","1033","0","0","SpeedTerritoryA","NONE","NONE","BeachTrap"
"SummerJumpOverEnemyC","3000","NONE","NONE","500","2000","1000","BeachJumpOverTrap","3500","2500","NONE","0","SummerJumpOverEnemyA","0","1034","0","0","SummerJumpOverEnemyD","NONE","SpeedTerritoryB","BeachTrap"
"BeachTrap","2300","NONE","NONE","400","1200","800","SummerEnemyC","2700","1500","NONE","3100","EnemyB_NoColl","0","1035","0","0","Balloon","EnemyB_NoColl","BeachTrap_NoCall","BeachJumpOverTrap"
"BeachTrap","0","NONE","NONE","500","2700","1200","SpeedTerritoryA","0","0","NONE","0","NONE","0","1036","0","0","NONE","NONE","NONE","AccelBoardA"
"BeachTrap","0","NONE","NONE","500","2000","1000","AccelBoardA","0","3000","NONE","0","NONE","0","1037","0","0","AccelBoardA","NONE","NONE","SummerEnemyD"
"AccelBoardA","3000","NONE","NONE","500","2200","1000","WaterMelon","3500","2700","NONE","0","AccelBoardA","0","1038","0","0","EnemyB","NONE","AccelBoardA","SpeedTerritoryB"
"WarpGateA","3100","NONE","NONE","800","2500","1700","BeachTrap","0","2400","NONE","0","NONE","0","1039","0","0","NONE","NONE","NONE","SpeedTerritoryA"
"SummerJumpOverEnemyA","2500","NONE","NONE","500","1400","1000","SummerEnemyC","0","1800","NONE","0","WarpGateA","0","1040","0","0","SummerJumpOverEnemyA","NONE","NONE","EnemyB"
"AccelBoardA","3300","NONE","NONE","1000","2000","1500","BeachTrap","0","2800","NONE","0","AccelBoardA","0","1041","0","0","SummerEnemyC","NONE","NONE","BeachTrap"
"AccelBoardA","2700","NONE","NONE","500","1300","900","BeachTrap","3300","1800","NONE","0","SummerJumpOverEnemyA","0","1042","0","0","WaterMelon","NONE","AccelBoardA","BeachTrap"
"AccelBoardA","2700","NONE","NONE","500","1500","1100","SummerEnemyB","0","2200","NONE","0","BeachTrap","0","1043","0","0","SummerEnemyC","NONE","NONE","AccelBoardA"
"BeachJumpBoard","0","NONE","NONE","500","2300","1400","SummerEnemyB","0","3300","NONE","0","NONE","0","1044","0","0","SpeedTerritoryB","NONE","NONE","AccelBoardA"
"AccelBoardA","0","NONE","NONE","1280","2300","1900","AccelBoardA","0","2700","NONE","0","NONE","0","1045","0","0","AccelBoardA","NONE","NONE","EnemyB"
"AccelBoardA","2500","NONE","NONE","400","1300","900","AccelBoardA","0","2000","NONE","0","BeachJumpBoard","0","1046","0","0","EnemyB","NONE","NONE","AccelBoardA"
"WarpGateA","0","NONE","NONE","700","2400","1500","AccelBoardA","0","0","NONE","0","NONE","0","1047","0","0","NONE","NONE","NONE","SpeedTerritoryB"
"BeachTrap","0","NONE","NONE","550","2500","1600","AccelBoardA","0","3100","NONE","0","NONE","0","1048","0","0","BeachTrap","NONE","NONE","SummerEnemyD"
"AccelBoardA","3000","NONE","NONE","500","2000","1000","WaterMelon","3500","2500","NONE","0","BeachTrap","0","1049","0","0","BeachJumpOverTrap","NONE","BeachTrap","SpeedTerritoryB"
"BeachJumpOverTrap","3000","NONE","NONE","600","1800","1200","BeachJumpOverTrap","3600","2400","NONE","0","BeachJumpOverTrap","0","1050","0","0","BeachJumpOverTrap","NONE","BeachJumpOverTrap","BeachJumpOverTrap"
"BeachJumpBoard","0","NONE","NONE","500","2200","1300","BeachJumpBoard","0","3000","NONE","0","NONE","0","1051","0","0","BeachJumpBoard","NONE","NONE","BeachJumpBoard"
"BeachJumpBoard","0","NONE","NONE","300","2100","1200","BeachJumpBoard","0","3500","NONE","0","NONE","0","1052","0","0","SpeedTerritoryA","NONE","NONE","BeachJumpBoard"
"BeachJumpOverTrap","3000","NONE","NONE","600","1800","1200","BeachJumpOverTrap","3600","2400","NONE","0","BeachTrap","0","1053","0","0","BeachTrap","NONE","BeachTrap","BeachJumpOverTrap"
"NONE","0","NONE","NONE","500","0","0","NONE","0","0","NONE","0","NONE","0","1054","0","0","NONE","NONE","NONE","BeachJumpBoard"
"BeachJumpBoard","0","NONE","NONE","300","2100","1200","BeachJumpBoard","0","3500","NONE","0","NONE","0","1055","0","0","EnemyB","NONE","NONE","BeachJumpBoard"
"BeachJumpOverTrap","3000","NONE","NONE","600","1800","1200","BeachJumpOverTrap","3600","2400","NONE","0","BeachJumpOverTrap","0","1056","0","0","BeachJumpOverTrap","NONE","BeachTrap","BeachJumpOverTrap"
"BeachJumpBoard","0","NONE","NONE","500","2500","1500","BeachJumpBoard","0","0","NONE","0","NONE","0","1057","0","0","NONE","NONE","NONE","BeachJumpBoard"
"BeachJumpBoard","0","NONE","NONE","300","2100","1200","BeachJumpBoard","0","3500","NONE","0","NONE","0","1058","0","0","SummerEnemyC","NONE","NONE","BeachJumpBoard"
"BeachJumpOverTrap","3000","NONE","NONE","600","1800","1200","BeachJumpOverTrap","3600","2400","NONE","0","BeachTrap","0","1059","0","0","BeachJumpOverTrap","NONE","BeachTrap","BeachJumpOverTrap"
"NONE","0","NONE","NONE","1300","0","2500","BeachJumpBoard","0","0","NONE","0","NONE","0","1060","0","0","NONE","NONE","NONE","BeachJumpBoard"
"BeachJumpBoard","0","NONE","NONE","300","2100","1200","BeachJumpBoard","0","3500","NONE","0","NONE","0","1061","0","0","SummerJumpOverEnemyB","NONE","NONE","BeachJumpBoard"
"AccelBoardA","3300","NONE","NONE","500","1800","1200","BeachTrap","0","2600","NONE","0","BeachJumpOverTrap","0","1062","0","0","BeachJumpOverTrap","NONE","NONE","SummerEnemyD"
"AccelBoardA","0","NONE","NONE","700","3300","2300","SpeedTerritoryB","0","0","NONE","0","NONE","0","1063","0","0","NONE","NONE","NONE","BeachJumpBoard"
"ShellFlyingItem","2400","NONE","NONE","600","1600","1200","ShaveIce","2800","2000","NONE","3200","ShellFlyingItem","0","1064","0","0","EnemyB","ShellFlyingItem","SummerEnemyG","SpeedTerritoryB"
"ShaveIce","2000","SummerEnemyG","NONE","400","1200","800","BeachTrap","2400","1600","SummerEnemyG","2800","ShellFlyingItem","0","1065","3200","3600","EnemyB","ShellFlyingItem","SummerEnemyA","SummerEnemyD"
"SummerEnemyG","2400","NONE","NONE","400","1600","800","SummerEnemyA_NoColl","2800","2000","SummerEnemyG","3200","EnemyB","0","1066","3600","0","ShaveIce","SummerEnemyG","SummerEnemyC","BeachJumpBoard"
"AccelBoardA","2800","NONE","NONE","400","1800","1100","AccelBoardA","3200","2400","NONE","3600","ShaveIce","0","1067","0","0","SpeedTerritoryA","SummerEnemyA","EnemyB","AccelBoardA"
"WaterMelon","0","NONE","NONE","300","2000","1300","WaterMelon","0","2700","NONE","0","NONE","0","1068","0","0","ShaveIce","NONE","NONE","WaterMelon"
"WaterMelon","0","NONE","NONE","300","2200","1200","WaterMelon","0","3200","NONE","0","NONE","0","1069","0","0","WaterMelon","NONE","NONE","WaterMelon"
"WaterMelon","0","NONE","NONE","300","1850","1150","WaterMelon","0","2550","NONE","0","NONE","0","1070","0","0","ShaveIce","NONE","NONE","WaterMelon"
"WaterMelon","0","NONE","NONE","300","1700","1000","WaterMelon","0","2400","NONE","0","NONE","0","1071","0","0","ShaveIce","NONE","NONE","WaterMelon"
"SummerEnemyA","0","NONE","NONE","400","1200","800","SpeedTerritoryB","0","1600","NONE","0","NONE","0","1072","0","0","WaterMelon","NONE","NONE","BeachTrap"
"SummerEnemyB","0","NONE","NONE","400","1200","800","SpeedTerritoryB","0","1600","NONE","0","NONE","0","1073","0","0","Balloon","NONE","NONE","BeachTrap"
"SummerEnemyC","0","NONE","NONE","400","1200","800","SpeedTerritoryB","0","1600","NONE","0","NONE","0","1074","0","0","BeachJumpBoard","NONE","NONE","BeachTrap"
"SummerEnemyD","0","NONE","NONE","400","1200","800","SpeedTerritoryB","0","1600","NONE","0","NONE","0","1075","0","0","ShaveIce","NONE","NONE","BeachTrap"
"EnemyB","2400","NONE","NONE","400","1200","800","SummerJumpOverEnemyC","3000","1800","NONE","3600","EnemyB","0","1076","0","0","ShaveIce","SummerEnemyG","ShellFlyingItem","SummerEnemyD"
"SpeedTerritoryA","2600","NONE","NONE","400","1600","800","WaterMelon","3200","2000","NONE","3600","SummerEnemyC","0","1077","0","0","ShaveIce","SummerEnemyG","EnemyB","SpeedTerritoryA"
"SummerEnemyB","2800","NONE","NONE","400","1600","800","ShellFlyingItem","3600","2000","NONE","3600","BeachJumpOverTrap","0","1078","0","0","SummerEnemyG","NONE","SummerEnemyG","Surf"
"BeachTrap","2000","NONE","NONE","400","1200","800","BeachJumpOverTrap","2400","1600","NONE","2800","ShellFlyingItem","0","1079","0","0","Surf","SummerEnemyB","ShellFlyingItem","BeachTrap"
"BeachTrap_NoCall","1600","SummerEnemyB","NONE","400","1000","700","SummerEnemyA_NoColl","2000","1300","ShellFlyingItem","2400","SummerEnemyC","0","1080","2800","3200","SummerEnemyB","SummerEnemyB","Surf","BeachJumpBoard"
"ShellFlyingItem","2000","NONE","NONE","400","1200","800","Surf","2800","1600","NONE","3600","SummerEnemyB","0","1081","0","0","SummerEnemyB","BeachJumpOverTrap","BeachTrap","SummerEnemyA"
"BeachTrap","2400","NONE","NONE","400","1600","800","ShellFlyingItem","3200","2000","NONE","3600","SummerEnemyB","0","1082","0","0","SurfB","BeachJumpOverTrap","SummerEnemyB","SurfB"
"ShellFlyingItem","2000","NONE","NONE","400","1100","800","SurfB","2600","1800","SummerEnemyG","3000","Surf","0","1083","3400","0","SummerEnemyB","ShellFlyingItem","SummerEnemyC","SpeedTerritoryA"
"ShellFlyingItem","2500","NONE","NONE","300","1500","800","EnemyB","2800","1800","NONE","3600","SurfB","0","1084","0","0","SummerEnemyC","SummerEnemyC","SummerEnemyG","Surf"
"BeachJumpOverTrap","2500","NONE","NONE","300","1500","800","EnemyB","2800","1800","NONE","3600","SurfB","0","1085","0","0","SummerEnemyC","SummerEnemyC","SummerEnemyG","SurfB"
"ShellFlyingItem","2500","NONE","NONE","300","1500","800","EnemyB","2800","1800","NONE","3600","SurfB","0","1086","0","0","SummerEnemyC","BeachJumpOverTrap","SummerEnemyG","Surf"
"ShellFlyingItem","2500","NONE","NONE","300","1500","800","EnemyB","2800","1800","NONE","3600","SurfB","0","1087","0","0","SummerEnemyC","BeachTrap","SummerEnemyG","Surf"
"NONE","0","NONE","NONE","400","0","0","NONE","0","0","NONE","0","NONE","0","1088","0","0","NONE","NONE","NONE","Carpet500"
"BeachTrap","2600","NONE","NONE","500","1500","1000","SummerEnemyB","3000","2100","NONE","3500","AccelBoardA","0","1089","0","0","BeachJumpOverTrap","SummerJumpOverEnemyA","BeachJumpOverTrap","SummerEnemyA"
"SummerJumpOverEnemyA","2300","NONE","NONE","400","1500","900","SpeedTerritoryA","2800","1900","NONE","3300","SummerEnemyB","0","1090","0","0","AccelBoardA","BeachTrap","SummerEnemyC","BeachTrap"
"SummerEnemyA","3200","NONE","NONE","500","2200","1500","BeachTrap","0","2700","NONE","0","SummerEnemyA","0","1091","0","0","SummerEnemyB","NONE","NONE","WaterMelon"
"BeachTrap","2600","NONE","NONE","600","1700","1100","SummerEnemyA","3300","2200","NONE","0","SpeedTerritoryA","0","1092","0","0","SummerJumpOverEnemyA","NONE","BeachTrap","BeachJumpOverTrap"
"ShellFlyingItem","3000","NONE","NONE","500","1500","900","EnemyB","3400","2600","NONE","0","SummerEnemyG","0","1093","0","0","ShaveIce","NONE","SummerEnemyC","Surf"
"ShaveIce","2700","NONE","NONE","400","1300","800","BeachJumpOverTrap","3400","2000","NONE","0","SummerEnemyG","0","1094","0","0","EnemyB","NONE","SummerEnemyC","SummerEnemyC"
"SpeedTerritoryA","2800","NONE","NONE","500","1900","1000","WaterMelon","3300","2300","NONE","0","SummerEnemyC","0","1095","0","0","ShaveIce","NONE","ShellFlyingItem","BeachTrap"
"SummerEnemyB","3000","NONE","NONE","400","1800","900","BeachJumpBoard","3500","2500","NONE","0","ShellFlyingItem","0","1096","0","0","ShaveIce","NONE","SummerEnemyC","SummerJumpOverEnemyA"
"AccelBoardA","2200","NONE","NONE","400","1400","800","SpeedTerritoryA","3000","1900","NONE","3400","AccelBoardA","0","1097","0","0","SummerEnemyC","SummerEnemyA","SummerEnemyB","SummerEnemyA"
"SummerEnemyB","2400","NONE","NONE","500","1500","900","AccelBoardA","3000","1900","NONE","3300","SummerEnemyC","0","1098","0","0","BeachTrap","BeachTrap","SummerEnemyB","BeachTrap"
"SummerEnemyC","2500","NONE","NONE","400","1400","800","BeachTrap","3000","1900","NONE","0","SummerEnemyA","0","1099","0","0","AccelBoardA","NONE","SummerEnemyB","SummerEnemyB"
"AccelBoardA","2300","NONE","NONE","500","1300","900","BeachTrap","3000","1900","NONE","3400","SummerEnemyD","0","1100","0","0","SpeedTerritoryA","SummerEnemyB","BeachTrap","SummerEnemyA"
"SpeedTerritoryA","2700","NONE","NONE","600","1600","1000","BeachTrap","3300","2100","NONE","0","SummerEnemyB","0","1101","0","0","SummerEnemyB","NONE","BeachTrap","SummerEnemyA"
"AccelBoardA","2300","NONE","NONE","500","1500","900","SummerEnemyA","2700","1900","SummerEnemyB","3000","SummerEnemyC","0","1102","3400","0","SummerEnemyB","SummerEnemyA","BeachTrap","BeachTrap"
"BeachTrap","2800","NONE","NONE","600","1500","1100","SummerEnemyC","3300","1900","NONE","3600","SummerEnemyB","0","1103","0","0","SpeedTerritoryA","SummerEnemyC","SpeedTerritoryA","SummerEnemyB"
"BeachTrap","2200","NONE","NONE","600","1400","1000","SummerEnemyD","2600","1800","SummerEnemyC","2900","AccelBoardA","0","1104","3300","0","SummerEnemyA","SpeedTerritoryA","SummerEnemyA","BeachTrap"
"SummerEnemyC","2400","NONE","NONE","500","1500","1000","SummerJumpOverEnemyD","2800","1900","SummerEnemyA","3100","SummerEnemyD","0","1105","3500","0","SummerEnemyA","SummerEnemyD","SummerJumpOverEnemyC","SummerJumpOverEnemyA"
"SummerJumpOverEnemyB","2500","NONE","NONE","500","1500","900","SummerEnemyA","3100","2000","NONE","3500","SummerJumpOverEnemyB","0","1106","0","0","SummerEnemyD","SummerEnemyC","SummerEnemyD","SummerJumpOverEnemyC"
"SummerJumpOverEnemyC","2800","NONE","NONE","600","1800","1200","SummerJumpOverEnemyC","3400","2300","NONE","0","SummerEnemyA","0","1107","0","0","SummerJumpOverEnemyA","NONE","SummerJumpOverEnemyB","SummerEnemyA"
"SummerJumpOverEnemyA","2900","NONE","NONE","500","1700","1000","SummerEnemyD","3500","2400","NONE","0","SummerEnemyA","0","1108","0","0","SummerJumpOverEnemyC","NONE","SummerEnemyB","SummerJumpOverEnemyB"
"SummerEnemyB","3000","NONE","NONE","700","1300","1000","ShellFlyingItem","0","2000","NONE","0","SummerEnemyG","0","8001","0","0","SummerEnemyG","NONE","NONE","SurfC"
"EnemyB","3000","NONE","NONE","700","1300","1000","SummerEnemyA","0","2000","NONE","0","SummerEnemyG","0","8002","0","0","SummerEnemyA","NONE","NONE","SurfC"
"SummerJumpOverEnemyA","2200","NONE","NONE","300","1600","1300","SummerEnemyA","2500","1900","AccelBoardA","2800","BeachJumpOverTrap","0","8003","3100","0","BeachTrap","SpeedTerritoryB","SpeedTerritoryA","SurfB"
"SummerEnemyA_NoColl","2200","NONE","NONE","300","1600","1300","BeachJumpBoard","3200","1800","NONE","0","WarpGateA","0","8004","0","0","SpeedTerritoryA_NoColl","NONE","WaterMelon","SurfB"
"SummerEnemyA_NoColl","0","NONE","NONE","300","2000","1300","Balloon","0","2400","NONE","0","NONE","0","8005","0","0","SpeedTerritoryA_NoColl","NONE","NONE","SurfB"
"SummerJumpOverEnemyA","1200","SurfB","NONE","0","600","300","SummerEnemyA","1500","900","AccelBoardA","1800","BeachJumpOverTrap","0","8006","2100","3000","BeachTrap","SpeedTerritoryB","SpeedTerritoryA","NONE"
"SummerEnemyA_NoColl","1200","NONE","NONE","0","600","300","BeachJumpBoard","2200","800","NONE","3000","WarpGateA","0","8007","0","0","SpeedTerritoryA_NoColl","SurfB","WaterMelon","NONE"
"SummerEnemyA_NoColl","3000","NONE","NONE","0","1000","300","Balloon","0","1300","NONE","0","SurfB","0","8008","0","0","SpeedTerritoryA_NoColl","NONE","NONE","NONE"
"NONE","3000","NONE","NONE","0","1000","300","NONE","0","1300","NONE","0","NONE","0","8009","0","0","NONE","NONE","NONE","NONE"
"WarpGateA","0","NONE","NONE","500","2000","1000","AccelBoardA","0","3100","NONE","0","NONE","0","9990","0","0","BeachJumpBoard","NONE","NONE","AccelBoardA"
"BeachTrap","2500","NONE","NONE","500","1300","800","BeachTrap","3000","2000","NONE","0","EnemyB","0","9991","0","0","SummerJumpOverEnemyB","NONE","NONE","AccelBoardA"
"SummerJumpOverEnemyB","2800","NONE","NONE","500","1400","1100","SummerEnemyC","3300","2100","NONE","0","AccelBoardA","0","9992","0","0","EnemyB","NONE","BeachTrap","AccelBoardA"
"SummerEnemyA","3000","NONE","NONE","500","2000","1200","SummerJumpOverEnemyA","3300","2500","NONE","3600","SummerEnemyB","0","9993","0","0","AccelBoardA","SummerEnemyA","SummerEnemyA","AccelBoardA"
"AccelBoardA","2500","NONE","NONE","300","1500","1000","AccelBoardA","3000","2000","NONE","0","AccelBoardA","0","9994","0","0","AccelBoardA","NONE","AccelBoardA","WaterMelon"
"BeachJumpOverTrap","2600","NONE","NONE","500","1400","900","EnemyB","3000","1700","NONE","0","BeachJumpOverTrap","0","9995","0","0","SpeedTerritoryA","NONE","SummerJumpOverEnemyA","SummerJumpOverEnemyA"
"AccelBoardA","0","NONE","NONE","400","1900","700","WarpGateA","0","2700","NONE","0","NONE","0","9996","0","0","AccelBoardA","NONE","NONE","SummerJumpOverEnemyB"
