efad67f7abf4c2dc75fbe49b3b306432121fa06f68a1ad23cbd36d4eed82d61e,d27756b56b2d246a5969664925ef421e2c54ed9554b29e0ee6fcd4e1ab76c0f0,e734a70a38cf304f374c6384a0b0ff5bb9016172b8ff3bd4f7c5b82791d4ac24,db8862faab46b5541287656b9ef516d3f67e034b19bc09bc44f6e81199c4127b,ba72af61e3caf03185caef55bde948e93ee99c91bb8d721329f6042d52b2f5ca,918dcf95d9fadf307d899b062104a47a47fea5eb890761b18f4418835b41524b,5297ce8dffa3d618f2be7f5d6e3bcca546057814222853cc473265f9a5fee894,0818ce770d14c96f5b7d729fbf6555fb3de961bc8dd3a48a0eba45a2a594019d,e265fa00bc391e717dd8d04d527da785c3bd8540eec0f079e086924664f83d2a,d9d8e715ce72a8550fc2758625325c886cc7fe47ad549ad016fa0c177be9cb58,426137b623834832d3ffa12313eb794a5c10361fa4bb0b9c6f0ab69d3139ba46,d3f8908d898b66a3a77d5155a53f85fbdadb6eb0c02c1dbf85096e160f4bfe8e,ccabb9276fec6beacea51cbac10cb7cb186364995c58ff755af5d10209db94e1,e40694ff6456ba5c72901bda7917760f179325707a62fd725486a6124f362f1b,51406da67d6bba49a15264f081a7d365a2d2529bc512f18e55a4cccfc2878adb,8fced68bc045e53fc845529836a031a53a67a63658bbfd1bdd3d5cd4a39e83a1,622b91ed28aec2ab396c62ac0cf563da409f0b37a670df7af39fe156a5858fd2,0ab220ebd08f147a1c5e06a86f26648036266a08663c09dd8f4d67a25c71499c,7ffb0cadcbff4d48595de04b60b8f983d962ff9aeb1a70cee298a51a30532e5a,443648fd9c90af87ddc2043a20dd5c81ba34dc6470097acc88f98f2f2dce39e7,b24757c246af0430827c3dcae3933025b96695df3b22e7ac8e06251bbbc0536c,63869c255d4a1ffc23a1cf0f4c3e3d90ba24231e48758e0911b87476f6b5147a
"20000","0","104041","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","114041"
"25000","0","104042","0","0","0","0","0","0","103013","0","0","0","0","3","0","0","1","0","0","0","124042"
"30000","0","104043","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","114043"
"35000","0","104044","0","0","0","0","0","0","104041","0","0","0","0","5","0","0","1","0","0","0","124044"
"20000","0","104071","0","0","0","0","0","0","103013","0","0","0","0","3","0","0","1","0","0","0","124071"
"25000","0","104072","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","114072"
"30000","0","104073","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","114073"
"35000","0","104074","0","0","0","0","0","0","104072","0","0","0","0","5","0","0","1","0","0","0","124074"
"20000","0","104101","0","103552","0","0","0","0","103101","0","0","0","1","3","0","0","1","0","0","0","124101"
"25000","0","104102","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","114102"
"30000","0","104103","0","103611","0","0","0","0","104101","0","0","0","1","5","0","0","1","0","0","0","124103"
"35000","0","104104","0","0","0","0","0","0","0","0","0","0","0","10","0","0","1","0","0","0","114104"
"20000","0","104131","0","103132","0","0","0","0","103611","0","0","0","1","3","0","0","1","0","0","0","124131"
"25000","0","104132","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","114132"
"30000","0","104133","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","114133"
"35000","0","104134","0","0","0","0","0","0","0","0","0","0","1","10","0","0","1","0","0","0","114134"
"20000","0","104161","0","103551","0","0","0","0","103162","0","0","0","1","3","0","0","1","0","0","0","124161"
"25000","0","104162","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","114162"
"30000","0","104163","0","0","0","0","0","0","104161","0","0","0","0","5","0","0","1","0","0","0","124163"
"35000","1","104164","0","0","0","0","0","0","0","0","0","0","1","10","0","0","1","0","0","0","114164"
"20000","0","104191","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","114191"
"25000","0","104192","0","0","0","0","0","0","103553","0","0","0","0","3","0","0","1","0","0","0","124192"
"30000","0","104193","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","114193"
"35000","0","104194","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","114194"
"20000","0","104221","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","114221"
"25000","0","104222","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","114222"
"30000","0","104223","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","114223"
"35000","0","104224","0","104611","0","0","0","0","104221","0","0","0","1","5","0","0","1","0","0","0","124224"
"20000","0","104251","0","0","0","0","0","0","103222","0","0","0","0","3","0","0","1","0","0","0","124251"
"25000","0","104252","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","114252"
"30000","1","104253","0","103614","0","0","0","0","104251","0","0","0","1","5","0","103553","1","0","0","0","124253"
"35000","0","104254","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","114254"
"20000","0","104281","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","114281"
"25000","1","104282","0","103401","0","0","0","0","103282","0","0","0","1","3","0","103552","1","0","0","0","124282"
"30000","0","104283","0","0","0","0","0","0","104281","0","0","0","0","5","0","0","1","0","0","0","124283"
"35000","0","104284","0","104551","0","0","0","0","104281","0","0","0","1","5","0","0","1","0","0","0","124284"
"20000","0","104311","0","103311","0","0","0","0","103583","0","0","0","1","3","0","0","1","0","0","0","124311"
"25000","0","104312","0","103162","0","0","0","0","103283","0","0","0","1","3","0","0","1","0","0","0","124312"
"30000","0","104313","0","0","0","0","0","0","104282","0","0","0","0","5","0","0","1","0","0","0","124313"
"35000","0","104314","0","104161","0","0","0","0","104312","0","0","0","1","5","0","0","1","0","0","0","124314"
"20000","0","104341","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","114341"
"25000","0","104342","0","103551","0","0","0","0","103072","0","0","0","1","3","0","0","1","0","0","0","124342"
"30000","0","104343","0","0","0","0","0","0","104341","0","0","0","0","5","0","0","1","0","0","0","124343"
"35000","0","104344","0","104191","0","0","0","0","104342","0","0","0","1","5","0","0","1","0","0","0","124344"
"20000","0","104371","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","114371"
"25000","0","104372","0","103612","0","0","0","0","103614","0","0","0","1","3","0","0","1","0","0","0","124372"
"35000","0","104373","0","104251","0","0","0","0","104372","0","0","0","1","5","0","0","1","0","0","0","124373"
"20000","0","104401","0","103613","0","0","0","0","103583","0","0","0","1","3","0","0","1","0","0","0","124401"
"30000","0","104402","0","0","0","0","0","0","104401","0","0","0","0","5","0","0","1","0","0","0","124402"
"20000","1","104431","0","103551","0","0","0","0","103431","0","0","0","1","3","0","103581","1","0","0","0","124431"
"25000","0","104432","0","103013","0","0","0","0","103582","0","0","0","1","3","0","0","1","0","0","0","124432"
"35000","1","104433","0","103614","0","0","0","0","104432","0","0","0","1","5","0","103583","1","0","0","0","124433"
"20000","0","104461","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","114461"
"30000","0","104462","0","103222","0","0","0","0","104461","0","0","0","1","5","0","0","1","0","0","0","124462"
"35000","0","104463","0","104581","0","0","0","0","104461","0","0","0","1","5","0","0","1","0","0","0","124463"
"20000","0","104491","0","102493","0","0","0","0","103583","0","0","0","1","3","0","0","1","0","0","0","124491"
"20000","0","104521","0","0","0","0","0","0","103614","0","0","0","0","3","0","0","1","0","0","0","124521"
"25000","1","104522","0","103522","0","0","0","0","103583","0","0","0","1","3","0","103371","1","0","0","0","124522"
"30000","1","104523","0","103614","0","0","0","0","104521","0","0","0","1","5","0","103612","1","0","0","0","124523"
"25000","0","104551","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","114551"
"30000","0","104552","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","114552"
"35000","0","104553","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","114553"
"35000","0","104554","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","114554"
"25000","0","104581","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","114581"
"30000","0","104582","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","114582"
"35000","0","104583","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","114583"
"25000","0","104611","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","114611"
"30000","0","104612","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","114612"
"35000","0","104613","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","114613"
"40000","0","105011","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","115011"
"45000","0","105012","0","104011","0","0","0","0","104012","0","0","0","1","5","0","0","1","0","0","0","125012"
"50000","0","105013","0","103013","0","0","0","0","104431","0","0","0","1","5","0","0","1","0","0","0","125013"
"55000","0","105014","0","104013","0","0","0","0","104194","0","0","0","1","5","0","0","1","0","0","0","125014"
"55000","0","105015","0","104312","0","0","0","0","104164","0","0","0","1","5","0","0","1","0","0","0","125015"
"55000","0","105016","0","103012","0","0","0","0","104312","0","0","0","1","5","0","0","1","0","0","0","125016"
"55000","0","105017","0","103011","0","0","0","0","104071","0","0","0","1","5","0","0","1","0","0","0","125017"
"40000","0","105041","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","115041"
"45000","0","105042","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","115042"
"50000","0","105043","0","104042","0","0","0","0","104191","0","0","0","1","5","0","0","1","0","0","0","125043"
"55000","0","105044","0","104043","0","0","0","0","104553","0","0","0","1","5","0","0","1","0","0","0","125044"
"55000","0","105045","0","104041","0","0","0","0","104373","0","0","0","1","5","0","0","1","0","0","0","125045"
"55000","0","105046","0","103041","0","0","0","0","104042","0","0","0","1","5","0","0","1","0","0","0","125046"
"55000","0","105047","0","0","0","0","0","0","104072","0","0","0","0","10","0","0","1","0","0","0","115047"
"40000","0","105071","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","115071"
"45000","1","105072","0","104551","0","0","0","0","104071","0","0","0","1","5","0","103553","1","0","0","0","125072"
"50000","0","105073","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","115073"
"55000","0","105074","0","104073","0","0","0","0","104104","0","0","0","1","5","0","0","1","0","0","0","125074"
"55000","0","105075","0","104551","0","0","0","0","104014","0","0","0","1","5","0","0","1","0","0","0","125075"
"55000","0","105076","0","103491","0","0","0","0","104012","0","0","0","1","5","0","0","1","0","0","0","125076"
"55000","0","105077","0","0","0","0","0","0","104551","0","0","0","0","10","0","0","1","0","0","0","115077"
"40000","0","105101","0","104582","0","0","0","0","104102","0","0","0","1","5","0","0","1","0","0","0","125101"
"45000","0","105102","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","115102"
"50000","0","105103","0","104013","0","0","0","0","103101","0","0","0","1","5","0","0","1","0","0","0","125103"
"55000","0","105104","0","0","0","0","0","0","104101","0","0","0","0","10","0","0","1","0","0","0","115104"
"55000","0","105105","0","0","0","0","0","0","104104","0","0","0","0","10","0","0","1","0","0","0","115105"
"55000","0","105106","0","0","0","0","0","0","104101","0","0","0","0","10","0","0","1","0","0","0","115106"
"55000","0","105107","0","103551","0","0","0","0","104102","0","0","0","1","5","0","0","1","0","0","0","125107"
"40000","1","105131","0","103131","0","0","0","0","104133","0","0","0","1","5","0","103552","1","0","0","0","125131"
"45000","0","105132","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","115132"
"50000","0","105133","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","115133"
"55000","0","105134","0","104133","0","0","0","0","104134","0","0","0","1","5","0","0","1","0","0","0","125134"
"55000","0","105135","0","0","0","0","0","0","104013","0","0","0","0","10","0","0","1","0","0","0","115135"
"55000","0","105136","0","0","0","0","0","0","104133","0","0","0","0","10","0","0","1","0","0","0","115136"
"55000","0","105137","0","0","0","0","0","0","104342","0","0","0","0","10","0","0","1","0","0","0","115137"
"40000","0","105161","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","115161"
"45000","0","105162","0","103552","0","0","0","0","104162","0","0","0","1","5","0","0","1","0","0","0","125162"
"50000","0","105163","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","115163"
"55000","0","105164","0","104313","0","0","0","0","104164","0","0","0","1","5","0","0","1","0","0","0","125164"
"55000","0","105165","0","0","0","0","0","0","104553","0","0","0","0","10","0","0","1","0","0","0","115165"
"55000","0","105166","0","0","0","0","0","0","104162","0","0","0","0","10","0","0","1","0","0","0","115166"
"55000","0","105167","0","103161","0","0","0","0","104222","0","0","0","1","5","0","0","1","0","0","0","125167"
"40000","0","105191","0","104462","0","0","0","0","104191","0","0","0","1","5","0","0","1","0","0","0","125191"
"45000","0","105192","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","115192"
"50000","0","105193","0","103614","0","0","0","0","104192","0","0","0","1","5","0","0","1","0","0","0","125193"
"55000","0","105194","0","0","0","0","0","0","104192","0","0","0","0","10","0","0","1","0","0","0","115194"
"55000","0","105195","0","103191","0","0","0","0","104193","0","0","0","1","5","0","0","1","0","0","0","125195"
"55000","0","105196","0","0","0","0","0","0","104191","0","0","0","0","10","0","0","1","0","0","0","115196"
"55000","0","105197","0","0","0","0","0","0","104192","0","0","0","0","10","0","0","1","0","0","0","115197"
"40000","0","105221","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","115221"
"45000","0","105222","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","115222"
"50000","0","105223","0","104131","0","0","0","0","104222","0","0","0","1","5","0","0","1","0","0","0","125223"
"55000","0","105224","0","104223","0","0","0","0","104314","0","0","0","1","5","0","0","1","0","0","0","125224"
"55000","0","105225","0","0","0","0","0","0","104224","0","0","0","0","10","0","0","1","0","0","0","115225"
"55000","0","105226","0","103222","0","0","0","0","104041","0","0","0","1","5","0","0","1","0","0","0","125226"
"55000","0","105227","0","103221","0","0","0","0","104131","0","0","0","1","5","0","0","1","0","0","0","125227"
"40000","0","105251","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","115251"
"45000","0","105252","0","103252","0","0","0","0","104252","0","0","0","1","5","0","0","1","0","0","0","125252"
"50000","0","105253","0","104611","0","0","0","0","104252","0","0","0","1","5","0","0","1","0","0","0","125253"
"55000","0","105254","0","0","0","0","0","0","104251","0","0","0","0","10","0","0","1","0","0","0","115254"
"55000","0","105255","0","104253","0","0","0","0","104433","0","0","0","1","5","0","0","1","0","0","0","125255"
"55000","0","105256","0","103553","0","0","0","0","104252","0","0","0","1","5","0","0","1","0","0","0","125256"
"55000","0","105257","0","103251","0","0","0","0","104522","0","0","0","1","5","0","0","1","0","0","0","125257"
"40000","1","105281","0","103072","0","0","0","0","104283","0","0","0","1","5","0","0","1","0","0","0","125281"
"45000","0","105282","0","103013","0","0","0","0","104282","0","0","0","1","5","0","0","1","0","0","0","125282"
"50000","0","105283","0","103282","0","0","0","0","104134","0","0","0","1","5","0","0","1","0","0","0","125283"
"55000","0","105284","0","0","0","0","0","0","104072","0","0","0","0","10","0","0","1","0","0","0","115284"
"55000","0","105285","0","103583","0","0","0","0","104343","0","0","0","1","5","0","0","1","0","0","0","125285"
"55000","0","105286","0","103281","0","0","0","0","104011","0","0","0","1","5","0","0","1","0","0","0","125286"
"55000","0","105287","0","103612","0","0","0","0","104311","0","0","0","1","5","0","0","1","0","0","0","125287"
"40000","1","105311","0","104431","0","0","0","0","104313","0","0","0","1","5","0","0","1","0","0","0","125311"
"45000","0","105312","0","103192","0","0","0","0","104311","0","0","0","1","5","0","0","1","0","0","0","125312"
"50000","0","105313","0","104491","0","0","0","0","104313","0","0","0","1","5","0","0","1","0","0","0","125313"
"55000","0","105314","0","104312","0","0","0","0","104193","0","0","0","1","5","0","0","1","0","0","0","125314"
"55000","0","105315","0","0","0","0","0","0","104282","0","0","0","0","10","0","0","1","0","0","0","115315"
"55000","0","105316","0","0","0","0","0","0","104161","0","0","0","0","10","0","0","1","0","0","0","115316"
"55000","0","105317","0","0","0","0","0","0","104191","0","0","0","0","10","0","0","1","0","0","0","115317"
"40000","1","105341","0","104491","0","0","0","0","104343","0","0","0","1","5","0","0","1","0","0","0","125341"
"45000","0","105342","0","103343","0","0","0","0","104611","0","0","0","1","5","0","0","1","0","0","0","125342"
"50000","0","105343","0","103342","0","0","0","0","104044","0","0","0","1","5","0","0","1","0","0","0","125343"
"55000","0","105344","0","0","0","0","0","0","104043","0","0","0","0","10","0","0","1","0","0","0","115344"
"55000","0","105345","0","104342","0","0","0","0","104463","0","0","0","1","5","0","0","1","0","0","0","125345"
"55000","0","105346","0","0","0","0","0","0","103252","0","0","0","0","10","0","0","1","0","0","0","115346"
"55000","0","105347","0","103192","0","0","0","0","104521","0","0","0","1","5","0","0","1","0","0","0","125347"
"40000","1","105371","0","104372","0","0","0","0","104552","0","0","0","1","5","0","0","1","0","0","0","125371"
"45000","0","105372","0","103222","0","0","0","0","104342","0","0","0","1","5","0","0","1","0","0","0","125372"
"50000","0","105373","0","104371","0","0","0","0","104613","0","0","0","1","5","0","0","1","0","0","0","125373"
"55000","0","105374","0","104372","0","0","0","0","104373","0","0","0","1","5","0","0","1","0","0","0","125374"
"55000","0","105375","0","0","0","0","0","0","104222","0","0","0","0","10","0","0","1","0","0","0","115375"
"55000","0","105376","0","103461","0","0","0","0","104372","0","0","0","1","5","0","0","1","0","0","0","125376"
"55000","0","105377","0","103341","0","0","0","0","104252","0","0","0","1","5","0","0","1","0","0","0","125377"
"40000","1","105401","0","103401","0","0","0","0","104402","0","0","0","1","5","0","103343","1","0","0","0","125401"
"45000","0","105402","0","0","0","0","0","0","104402","0","0","0","0","10","0","0","1","0","0","0","115402"
"55000","0","105403","0","0","0","0","0","0","104162","0","0","0","0","10","0","0","1","0","0","0","115403"
"45000","0","105431","0","103132","0","0","0","0","104432","0","0","0","1","5","0","0","1","0","0","0","125431"
"55000","0","105432","0","0","0","0","0","0","104132","0","0","0","0","10","0","0","1","0","0","0","115432"
"55000","0","105433","0","0","0","0","0","0","104432","0","0","0","0","10","0","0","1","0","0","0","115433"
"50000","0","105462","0","103371","0","0","0","0","104463","0","0","0","1","5","0","0","1","0","0","0","125462"
"50000","0","105463","0","104431","0","0","0","0","104523","0","0","0","1","5","0","0","1","0","0","0","125463"
"55000","0","105464","0","0","0","0","0","0","104041","0","0","0","0","10","0","0","1","0","0","0","115464"
"50000","0","105491","0","103522","0","0","0","0","104072","0","0","0","1","5","0","0","1","0","0","0","125491"
"40000","1","105521","0","103222","0","0","0","0","104523","0","0","0","1","5","0","0","1","0","0","0","125521"
"45000","0","105522","0","103583","0","0","0","0","104522","0","0","0","1","5","0","0","1","0","0","0","125522"
"55000","0","105523","0","104522","0","0","0","0","104344","0","0","0","1","5","0","0","1","0","0","0","125523"
"55000","0","105524","0","103522","0","0","0","0","104132","0","0","0","1","5","0","0","1","0","0","0","125524"
"40000","0","105551","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","115551"
"45000","0","105552","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","115552"
"45000","0","105553","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","115553"
