7f952df1823cceb6152cf42f2df243f56896f3ae8db80160f34890fa9cd48550,7436950876d40ed597fd2cc5f19129837954c53d0981adc7012ecd1ea4970605,4e044c67b059378ea0411bde25c571a1726d5aeb9c9bd2881bbc8602ed5e2700,170925f6a6e4289fd6a3bc2470f01d626d41e6765515065eee486242f91bedae,7cdfa32ace7e7d243369109bf22460e9977515d6d4131cd702d0ef54367c90b3,0805941ce4f59f79c93cbe67a68d5d97c6f029b83407a6c800637a3826b9af47,92e5a91d07716cb2d3338603e48f36598f796315592e4231cd99597b00e6c96d,fa498eff9f0b8f880f2b764bf3b52a959f7384a568487a7ff5351e5439d5c074,4de7705aaac8d5a8a022b2e02f099795d097f4456aff54def19e4b634aca09ea,314c993cb0a49731f3fcb3d26f4b7bd39a8dd01610639a1c04e399776b8279c3,c993552a860df62e1752844a80a77e5aa21f0e1dc1eabaddd33ec9f99f603a3a,8a30ef58cbb3936dea86063ba06699d4f8d4c31aa34166c5549fa86ca0b36ceb,955f1f891dd233e68137f4e2364f7c68a69ac6221c948665e475143b93fb5d9c
"3230007","0","0","1","一重咲き","1","アネモネ咲き","ロゼッタ咲き","1","0","0","0","カクタス咲き"
"3230008","0","0","1","イルカ","0","ワニ","ニホンザル","1","0","0","0","サンショウウオ"
"3230010","0","0","1","コンドル","0","モモンガ","ミミズク","1","0","0","0","コウモリ"
"3230011","0","0","1","ペンギン","0","ムササビ","ダチョウ","1","0","0","0","イルカ"
"3230012","1","0","0","コウモリ","1","ヤモリ","カタツムリ","1","0","0","0","イモリ"
"3230013","0","0","1","ハラ","1","アタマ","シリ","1","0","0","0","ムネ"
"3230014","0","0","1","マナヅル","1","ツバメ","スズメ","1","0","0","0","オオハクチョウ"
"3230016","0","0","1","コウモリ","0","ヘビ","ヒト","1","0","0","0","カメ"
"3231001","0","0","1","ペコリーヌ","0","コッコロ","キャル","1","0","0","0","シェフィ"
"3231002","0","0","1","ホマレ","1","コッコロ","ラビリスタ","1","0","0","0","レイ"
"3310001","0","0","1","1","0","2","3","1","0","0","0","4"
"3310003","0","0","1","銅","0","銀","金","1","0","0","0","アルミニウム"
"3310005","0","0","1","インチ","1","メートル","ファラッド","1","0","0","0","尺"
"3310006","0","0","1","タンジェント","1","サイン","ヒロイン","1","0","0","0","コサイン"
"3310007","0","0","1","長方形","1","正方形","おうぎ形","1","0","0","0","ひし形"
"3310008","0","0","1","827","0","405","112","1","0","0","0","215"
"3310009","0","0","1","D","1","L","A","1","0","0","0","E"
"3310010","1","0","0","金","1","鉄","銀","1","0","0","0","アルミニウム"
"3310012","0","0","1","蒸留水","0","石けん水","硝酸","1","0","0","0","水酸化ナトリウム水溶液"
"3310013","0","0","1","緑","1","赤","桃","1","0","0","0","藍"
"3310014","0","0","1","4","0","6","3","1","0","0","0","5"
"3310015","0","0","1","15:9","1","10:6","12:8","0","0","0","0","4:1"
"3311001","0","0","1","ランドソル","1","ソルの塔","キャッスル・オブ・パルフェ","1","0","0","0","オーマ"
"3311002","0","0","1","ソルの塔","0","ふぁんふぁんファーム","オーマ","1","0","0","0","キャッスル・オブ・パルフェ"
"3320001","0","0","1","うろこぐも","1","いわしぐも","じょろうぐも","1","0","0","0","にゅうどうぐも"
"3320002","0","0","1","ベガ","1","デネブ","アンタレス","1","0","0","0","アルタイル"
"3320003","0","0","1","作用点","1","支点","交点","1","0","0","0","力点"
"3320004","0","0","1","放射","1","伝導","反射","1","0","0","0","対流"
"3320005","0","0","1","111111","1","111","1111","0","0","0","0","11111"
"3320007","0","0","1","緑","1","赤","黄","1","0","0","0","青"
"3320008","0","0","1","海王星","1","地球","冥王星","1","0","0","0","天王星"
"3320010","0","0","1","こいぬ座","0","はくちょう座","おおいぬ座","1","0","0","0","わし座"
"3320011","0","0","1","塩水","0","レモンの果汁","アンモニア水","1","0","0","0","塩酸"
"3320014","0","0","1","酸素","0","塩素","二酸化炭素","1","0","0","0","臭素"
"3320015","0","0","1","水色である","0","酸素と混ぜて燃やすと音が出る","ツンとする臭いがある","1","0","0","0","最も軽い気体である"
"3320016","0","0","1","1","0","3","0","1","0","0","0","2"
"3321001","0","0","1","メルクリウス財団","0","リトルリリカル","王宮騎士団","1","0","0","0","ルーセント学院"
"3321002","0","0","1","美肌効果","0","清涼効果","保温効果","1","0","0","0","のど・鼻の保湿効果"
"3330001","0","0","1","おおぐま座","1","おおいぬ座","おおやぎ座","1","0","0","0","おおかみ座"
"3330002","0","0","1","アルタイル","0","ベテルギウス","シリウス","1","0","0","0","リゲル"
"3330003","0","0","1","安山岩","1","流紋岩","閃緑岩","1","0","0","0","玄武岩"
"3330004","0","0","1","アルミニウム","0","カルシウム","カリウム","1","0","0","0","マグネシウム"
"3330007","0","0","1","二素","0","酸素","化素","1","0","0","0","炭素"
"3330010","0","0","1","ルート1000","0","10の2乗","6！","1","0","0","0","2×2×5×5"
"3330011","0","0","1","2×3×4","0","4＋5＋6","112÷7","1","0","0","0","ルート225"
"3330012","0","0","1","酸素","1","炭素","窒素","1","0","0","0","水素"
"3330013","0","0","1","硫酸","0","塩酸","水酸化ナトリウム","1","0","0","0","硝酸"
"3330014","0","0","1","薄雲","1","雪","天気雨","1","0","0","0","霧"
"3330015","0","0","1","ケイ素","0","フッ素","窒素","1","0","0","0","塩素"
"3330016","0","0","1","フラーレン","1","黒鉛","オゾン","1","0","0","0","ダイヤモンド"
"3331001","0","0","1","ケレス森林","0","カスタリア樹林","イリス樹海","1","0","0","0","ペテロ大森林"
"3331002","0","0","1","イオカステ岩山","1","スィオネ樹林","アルバ浜堤","1","0","0","0","ヘリケ巨木"
"3410001","0","0","1","キッチン","1","風呂場","玄関","1","0","0","0","トイレ"
"3410002","0","0","1","弁護士","0","警察官","警備員","1","0","0","0","消防士"
"3410003","0","0","1","新聞紙","1","雑誌","蛍光灯","1","0","0","0","段ボール"
"3410004","0","0","1","オレンジ","0","黄","青","1","0","0","0","緑"
"3410005","0","0","1","放置","0","報告","練習","1","0","0","0","連絡"
"3410006","0","0","1","黄","1","赤","紫","1","0","0","0","青"
"3410007","0","0","1","リサイクル","1","リデュース","リスタート","1","0","0","0","リユース"
"3410008","0","0","1","孫","1","妻","親友","1","0","0","0","祖父"
"3410010","0","0","1","輪切り","1","みじん切り","指切り","1","0","0","0","せん切り"
"3410011","0","0","1","豆乳","1","納豆","豆板醤","1","0","0","0","豆腐"
"3410013","0","0","1","ピンクペッパー","1","ブラックペッパー","レッドペッパー","1","0","0","0","ホワイトペッパー"
"3410015","0","0","1","ジャスミン","1","ウーロン","ブルーマウンテン","1","0","0","0","プーアル"
"3411001","0","0","1","ヒヨリ","1","ユイ","カオリ","1","0","0","0","レイ"
"3411002","0","0","1","キョウカ","1","ミミ","ユニ","1","0","0","0","ミソギ"
"3420001","0","0","1","天然ガス","1","石油","薪","1","0","0","0","石炭"
"3420002","0","0","1","行政","1","司法","憲法","1","0","0","0","立法"
"3420003","0","0","1","電車賃","0","電気代","新聞代","1","0","0","0","水道代"
"3420004","0","0","1","迎春","1","謹賀新年","惜春","1","0","0","0","賀正"
"3420005","0","0","1","のち雨","1","ときどき雨","しばしば雨","1","0","0","0","一時雨"
"3420007","0","0","1","単5","1","単1","単7","1","0","0","0","単3"
"3420009","0","0","1","ボックス","1","マイナス","スライス","1","0","0","0","プラス"
"3420010","0","0","1","高野豆腐","1","絹ごし豆腐","喉ごし豆腐","1","0","0","0","木綿豆腐"
"3420011","0","0","1","ヨーグルト","1","チーズ","マヨネーズ","1","0","0","0","バター"
"3420012","0","0","1","エッグベネディクト","1","オムレツ","カルパッチョ","1","0","0","0","スクランブルエッグ"
"3420014","0","0","1","くち米","0","うるち米","すだち米","1","0","0","0","もち米"
"3420015","0","0","1","ひやむぎ","1","うどん","そば","1","0","0","0","スパゲッティ"
"3421001","0","0","1","リノ","0","キャル","エリコ","1","0","0","0","ニノン"
"3421002","0","0","1","キャラバンガチャ","0","プレミアムガチャ","おにぎりガチャ","1","0","0","0","レアガチャ"
"3430001","0","0","1","G","0","E","P","1","0","0","0","Z"
"3430002","0","0","1","ばあちゃん","1","かあちゃん","とうちゃん","1","0","0","0","じいちゃん"
"3430004","0","0","1","台所","1","居間","ベランダ","1","0","0","0","キッチン"
"3430005","0","0","1","布袋","1","恵比寿","達磨","1","0","0","0","大黒天"
"3430007","0","0","1","振動","1","地盤沈下","インフルエンザ","1","0","0","0","騒音"
"3430008","0","0","1","スロープ","1","車椅子","エスカレーター","1","0","0","0","歩行器"
"3430009","0","0","1","小学三年生","0","生後半年","中学三年生","1","0","0","0","幼稚園児"
"3430010","0","0","1","卵","1","酢","牛乳","1","0","0","0","油"
"3430011","0","0","1","ビール","1","焼酎","ワイン","1","0","0","0","ウィスキー"
"3430012","0","0","1","背脂","0","醤油","酒","1","0","0","0","酢"
"3430013","0","0","1","ナズナ","1","スズナ","ゴボウ","1","0","0","0","ハコベラ"
"3430015","0","0","1","オートミール","1","コーンフレーク","サラミ","1","0","0","0","グラノーラ"
"3431001","0","0","1","フラッグは譲れない","0","譲れないサマーゲーム","砂浜のプリンセス","1","0","0","0","サマーゲームの覇者"
"3431002","0","0","1","渚の不動の4番","1","渚の4番見習い","ぷうきちストライク","1","0","0","0","渚のスラッガー"
"3510001","0","0","1","チェス","1","オセロ","将棋","1","0","0","0","囲碁"
"3510002","0","0","1","リコーダー","1","尺八","バイオリン","1","0","0","0","フルート"
"3510003","0","0","1","尺八","1","太鼓","インターネット","1","0","0","0","クラリネット"
"3510004","0","0","1","ビショップ","1","ポーン","ジェネラル","1","0","0","0","クイーン"
"3510005","0","0","1","騎士","0","王将","塔","1","0","0","0","歩"
"3510006","0","0","1","ダーツ","1","モノポリー","トランプ","1","0","0","0","ツイスター"
"3510007","0","0","1","1","1","3","2","1","0","0","0","4"
"3510008","0","0","1","カン","1","ポン","ツモ","1","0","0","0","チー"
"3510009","0","0","1","シ","0","ファ","ミ","1","0","0","0","ラ"
"3510013","0","0","1","パイプオルガン","0","バイオリン","フルート","1","0","0","0","コントラバス"
"3510014","0","0","1","トライアングル","1","タンバリン","ベース","1","0","0","0","ティンパニー"
"3510015","0","0","1","トランペット","0","フルート","チューバ","1","0","0","0","ファゴット"
"3511001","0","3","1","","0","","","1","1","4","2",""
"3511002","0","0","1","メモリーピース","1","プリンセスオーブ","プリンセスハート","1","0","0","0","ピュアメモリーピース"
"3520001","0","0","1","キャスト","0","スティルメイト","ストレート","1","0","0","0","チェックメイト"
"3520002","0","0","1","麻雀","1","チンチロリン","花札","1","0","0","0","すごろく"
"3520003","0","0","1","スクリュードライバー","0","ブラッディマリー","ジントニック","1","0","0","0","レッドアイ"
"3520004","0","0","1","チェロ","1","ビオラ","ギター","1","0","0","0","バイオリン"
"3520005","0","0","1","刺し箸","1","迷い箸","伏せ箸","1","0","0","0","渡し箸"
"3520006","0","0","1","狂言","1","歌舞伎","京劇","1","0","0","0","能"
"3520009","0","0","1","金","0","飛車","歩","1","0","0","0","角"
"3520010","0","0","1","エレクトリック","1","アップライト","グレート","1","0","0","0","グランド"
"3520011","0","0","1","桃","0","桜","椿","1","0","0","0","梅"
"3520012","0","0","1","K","0","C","Q","1","0","0","0","D"
"3520015","0","0","1","灰色","1","黒","赤","1","0","0","0","白"
"3520016","0","0","1","V","1","S","E","1","0","0","0","U"
"3521001","0","0","1","チョコ","0","バニラ","イチゴ","1","0","0","0","ミント"
"3521002","0","0","1","キウイ","1","イチゴ","メロン","1","0","0","0","ブドウ"
"3530001","0","0","1","1～12","1","奇数","40","1","0","0","0","赤"
"3530002","0","0","1","猫間","1","水腰","犬間","1","0","0","0","腰板"
"3530003","0","0","1","ギター","0","三味線","ベース","1","0","0","0","バラライカ"
"3530005","0","0","1","9","0","J","2","1","0","0","0","A"
"3530006","0","0","1","Creative","0","Carbon","Call","1","0","0","0","Copy"
"3530007","0","0","1","真打","1","前座","一ツ目","1","0","0","0","二ツ目"
"3530008","0","0","1","カラット","1","カット","カーボン","1","0","0","0","カラー"
"3530010","0","0","1","1000","1","10000","2500","1","0","0","0","5000"
"3530011","0","0","1","オーボエ","0","フルート","クラリネット","1","0","0","0","ピッコロ"
"3530012","0","0","1","フルハウス","1","ストレート","スリーペア","1","0","0","0","フラッシュ"
"3530013","0","0","1","スピード","1","ポーカー","ヨット","1","0","0","0","ダウト"
"3530016","0","0","1","鯉","0","猪","銀杏","1","0","0","0","蝶"
"3531001","1","0","0","あかっご泣いても、蓋とるな","1","うつっわに乗せて、ふーふーふー","な～か、ぱっぱ","1","0","0","0","はじっめ、ちょろちょろ"
"3531002","0","0","1","レインボーたい焼き","0","ゼリー入りあんこたい焼き","プラチナたい焼き","1","0","0","0","贅沢たい焼き"
"3610003","1","0","0","平均台","1","ダンス","吊り輪","1","0","0","0","鉄棒"
"3610004","0","0","1","バット","0","ミトン","ミット","1","0","0","0","ラケット"
"3610005","0","0","1","サッカー","0","テニス","バスケットボール","1","0","0","0","野球"
"3610006","0","0","1","剣道","0","アーチェリー","ラクロス","1","0","0","0","弓道"
"3610007","0","0","1","レスリング","0","水泳","柔道","1","0","0","0","スキー"
"3610008","0","0","1","テニス","1","バレーボール","バスケットボール","1","0","0","0","バドミントン"
"3610010","0","0","1","テニス","0","スキー","サーフィン","1","0","0","0","スケート"
"3610011","1","0","0","ミッドフィルダー","1","ゴールキーパー","ディフェンダー","1","0","0","0","フォワード"
"3610012","0","0","1","テニス","0","アイスホッケー","野球","1","0","0","0","サッカー"
"3610013","0","0","1","レスリング","0","剣道","スカイダイビング","1","0","0","0","フェンシング"
"3610014","0","0","1","ボクシング","1","レスリング","剣道","1","0","0","0","柔道"
"3610015","0","0","1","スカイダイビング","0","サーフィン","ボクシング","1","0","0","0","シュノーケリング"
"3611001","0","0","1","ポセイドン・嵐撃の槍","1","ラースドラゴン","ジャバウォック","1","0","0","0","黒月の守護像"
"3611002","0","0","1","リマ","0","ノゾミ","ミヤコ","1","0","0","0","クウカ"
"3620001","0","0","1","100m","0","25m","15m","1","0","0","0","50m"
"3620002","0","0","1","足払い","0","二刀流","場外に出る","1","0","0","0","突き"
"3620003","0","0","1","小手","1","面","すね","1","0","0","0","胴"
"3620006","0","0","1","はさみ跳び","1","背面跳び","三段跳び","1","0","0","0","ベリーロール"
"3620007","0","0","1","ゼロワン","1","クリケット","カウントダウン","1","0","0","0","カウントアップ"
"3620008","1","0","0","正五角形","1","正三角形","正六角形","0","0","0","0","正四角形"
"3620009","0","0","1","黒","0","赤","青","1","0","0","0","白"
"3620010","0","0","1","長距離走","1","水泳","砲丸投げ","1","0","0","0","自転車"
"3620013","0","0","1","ファイブボール","0","ナインボール","イレブンボール","1","0","0","0","セブンボール"
"3620014","1","0","0","スクワット","1","ボディビル","ベンチプレス","1","0","0","0","デッドリフト"
"3620015","0","0","1","レフト","0","ファースト","ライト","1","0","0","0","セカンド"
"3620016","0","0","1","タッグ","0","グレコローマン","オールレンジ","1","0","0","0","フリースタイル"
"3621001","0","0","1","ガーゴイル・バースト","0","ガーゴイル・マギ","ガーゴイル","1","0","0","0","マグスガーゴイル"
"3621002","0","0","1","カリン","1","モニカ","アメス","1","0","0","0","サレン（サマー）"
"3630001","1","0","0","7番","1","1番","10番","0","0","0","0","5番"
"3630003","0","0","1","ブランケット","0","クリケット","ロケット","1","0","0","0","アルティメット"
"3630004","1","0","0","バドミントン","1","バレーボール","テニス","1","0","0","0","卓球"
"3630005","1","0","1","一丁投げ","0","一本背負い","二丁投げ","0","0","0","0","二本背負い"
"3630006","0","0","1","准将","0","大将","将軍","1","0","0","0","副将"
"3630007","0","0","1","セカンド","0","キャッチャー","サード","1","0","0","0","ファースト"
"3630008","0","0","1","小結","1","大関","横綱","1","0","0","0","関脇"
"3630010","0","0","1","鉄棒","0","床","平行棒","1","0","0","0","跳馬"
"3630012","0","0","1","グラップ","0","シェークハンド","つまみ持ち","1","0","0","0","ペンホルダー"
"3630013","0","0","1","リベロ","0","ポイントガード","ディフェンダー","1","0","0","0","パワーフォワード"
"3630014","0","0","1","ラインバッカー","1","ランニングバック","シューティングガード","1","0","0","0","センター"
"3630016","0","0","1","スパイカー","0","リベロ","センターブロッカー","1","0","0","0","セッター"
"3631001","0","0","1","ブルーブラッド","0","ターコイズ・ノア","ガイアバルディッシュ","1","0","0","0","アクアスラッシャー"
"3631002","0","0","1","レヴィアタンランス","1","スプレッドアフェクション","覇海姫・竜征冥風裂波斬","1","0","0","0","タイフーン・ラブドリーム"
