0091fd6d3051cf1c3b789aeddf7a0f8e90bf6fe094c25d5f0b789b20802dafab,c8615c8f847ee26c9121c2eeeba37a6a00fac6e2083fb7e8a38cb290bfe1f722,e6230f84a16e2edbb5e853ecf890d55823016010c0963a9bdc8bb07f3f57eb1a,ce7a29af6f18fa8e1480e22ba8c258e4660f22314a26e0d460f3683f63259351,11d5226613c8d8f09a93a06986f9499bf34e9ca27604ec0fcf2a4d0469b27a75,acdc2b99204b9b2cea3626454987213797ce154462145dc0c134b45d8aef29b1,c42af77b626f7d725c233b74e755e2e92c585924a45e6ff95db080a2cb61580d,47e355547cb54a41d66485d2eb6c51f464fe56b7dcca98edd57fcab649b22915,a11956d93342a16cc116bfec8cec3e22881aa66351a702d0009df0dfc17db7a6,d4d636dcc37cfbb7e641d2d4f1dde5c6c13cc5612e61d5f95fb2687011a6219e,dff03e48e5f901d6c77cee3a8796bcbac0d254a95e33319cd5a12a5798ba7c18,68ce8016076740a8ddd8b36ecbd75a0fe240a430e6a5218aaa6d93d8fcdfb19f,9b50becd42f19f0be0462ff53b2b411a1cd41c4977a8103450375ba04b497a3f,ca419b271f1478b9605a45849bc97c0750ed5c8d87af3525b1668b25b7e8df92,2c6488c4a59c536387e2a82f94494b545bd9f5d9683cf82c0c833563756ce849,26fe962ebad32f45c6cd555f86179bd4e098bb2ae64e7d062e35e2643d8f9644,0bcf7b482f44742ad4e9e9cd026041bdcdf6747c83285a1a82beeefea3767200,4b1f07f52497b66a7f99cda4defb73242b6031a0e47cb3d3df7d54e7e11836d0,33f3f77174de7d93b2522cbef9eeff107d16d71cca5c3749b464961d55cccbdb
"10043","0","0","1.25","1","1.5","0","-50","0","3","0","610043006","5","","0","0","1","0","90"
"10044","5044321","600","1.8","1","1.5","70","-54","0","1","3","610044004","5","","5044322","0","1","0","166"
"10044","0","0","1.8","1","1.5","30","-54","0","2","0","610044005","5","","5044323","0","1","0","166"
"10044","0","0","1.8","1","1.5","0","-54","0","3","0","610044006","5","","0","0","1","0","166"
"10045","5021321","0","1","1","1.5","65","0","0","1","0","610045004","5","","5021322","0","1","0","90"
"10045","0","0","1","3","1.5","0","0","0","2","0","610045005","5","","5021323","30","1","0","90"
"10045","0","0","1","1","1.5","0","0","0","3","0","610045006","5","","0","0","1","0","90"
"10046","5046321","0","1.7","1","5.5","30","-35","0","1","0","610046004","5","","5046322","0","1","0","169"
"10046","0","600","1.7","2","1.5","0","-15","0","2","3","610046005","5","","5046323","0","1","610046402","169"
"10046","0","0","1.7","1","1.5","0","-35","0","3","0","610046006","5","","0","0","1","0","169"
"10047","5023321","0","1.25","1","1.5","75","-50","0","1","0","610047004","5","","5023322","0","1","0","90"
"10047","0","0","1.25","1","1.5","40","-50","0","2","0","610047005","5","","5023323","0","1","0","90"
"10047","0","0","1.25","1","1.5","0","-50","0","3","0","610047006","5","","0","0","1","0","90"
"10048","5048321","0","1.25","1","5.5","35","-35","0","1","0","610048004","5","","5048322","0","1","0","172"
"10048","0","600","1.25","2","1.5","0","-35","0","2","3","610048005","5","","5048323","0","1","610048402","172"
"10048","0","0","1.25","1","1.5","0","-35","0","3","0","610048006","5","","0","0","1","0","172"
"10049","5025321","600","1.25","2","5.5","0","-50","0","1","3","610049004","5","","5025322","0","1","610049401","90"
"10049","0","0","1.25","1","1.5","63","-50","0","2","0","610049005","5","","5025323","0","1","0","90"
"10049","0","0","1.25","1","1.5","0","-50","0","3","0","610049006","5","","0","0","1","0","90"
"10050","5050321","0","1.25","3","5.5","0","-35","0","1","0","610050004","5","","5050322","35","1","610050401","175"
"10050","0","0","1.25","1","1.5","75","-35","0","2","0","610050005","5","","5050323","0","1","0","175"
"10050","0","0","1.25","1","1.5","0","-35","0","3","0","610050006","5","","0","0","1","0","175"
"10051","5027321","600","1.25","1","5.5","80","-50","0","1","3","610051004","5","","5027322","0","1","0","130"
"10051","0","600","1.25","2","1.5","0","-50","0","2","0","610051005","5","","5027323","0","1","610051501","130"
"10051","0","0","1.25","1","1.5","0","-50","0","3","0","610051006","5","","0","0","1","0","130"
"10052","5052321","0","1.7","1","5.5","79","-75","0","1","0","610052004","5","","5052322","0","1","0","178"
"10052","0","0","1.7","1","1.5","36","-75","0","2","0","610052005","5","","5052323","0","1","0","178"
"10052","0","0","1.7","1","1.5","0","-75","0","3","0","610052006","5","","0","0","1","0","178"
"10053","0","600","0.9","2","1.5","0","50","0","1","3","610053004","5","","5017321","0","1","610053401","133"
"10053","0","0","1","1","1.5","69","84","0","2","0","610053005","5","","5017322","0","1","0","133"
"10053","0","0","1","1","1.5","0","84","0","3","0","610053006","5","","0","0","1","0","133"
"10054","5054321","0","1.7","1","5.5","28","-75","0","1","0","610054004","5","","5054322","0","1","0","181"
"10054","0","600","1.3","2","1.5","0","-40","0","2","0","610054005","5","","5054323","0","1","610054402","181"
"10054","0","0","1.7","1","1.5","0","-75","0","3","0","610054006","5","","0","0","1","0","181"
"10055","5029321","600","1.5","2","5.5","0","0","0","1","3","610055004","5","","5029322","0","1","610055401","136"
"10055","0","0","1.5","1","1.5","73","0","0","2","0","610055005","5","","5029323","0","1","0","136"
"10055","0","0","1.5","1","1.5","0","0","0","3","0","610055006","5","","0","0","1","0","136"
"10056","5056321","600","2","1","5.5","80","-20","0","1","3","610056004","5","","5056322","0","1","0","175"
"10056","0","0","2","1","1.5","55","-20","0","2","0","610056005","5","","5056323","0","1","0","175"
"10056","0","0","2","1","1.5","0","-20","0","3","0","610056006","5","","0","0","1","0","175"
"10057","5031321","600","1.25","2","5.5","0","-50","0","1","3","610057004","5","","5031322","0","1","610057401","139"
"10057","0","0","1.25","1","1.5","60","-50","0","2","0","610057005","5","","5031323","0","1","0","139"
"10057","0","0","1.25","1","1.5","0","-50","0","3","0","610057006","5","","0","0","1","0","139"
"10058","5058321","600","1.75","3","5.5","0","5","0","1","3","610058004","5","","5058322","35","1","610058401","178"
"10058","0","600","1.75","1","1.5","68","5","0","2","0","610058005","5","","5058323","0","1","0","178"
"10058","0","0","1.75","1","1.5","0","5","0","3","0","610058006","5","","0","0","1","0","178"
"10059","5059321","600","1.55","1","5.5","75","-20","0","1","3","610059004","5","","5059322","0","1","0","178"
"10059","0","600","1.15","2","1.5","0","0","0","2","0","610059005","5","","5059323","0","1","610059402","178"
"10059","0","0","1.55","1","1.5","0","-20","0","3","0","610059006","5","","0","0","1","0","178"
"10060","5033321","600","1.25","1","5.5","56","-50","0","1","3","610060004","5","","5033322","0","1","0","142"
"10060","0","600","1.25","2","1.5","0","-50","0","2","0","610060005","5","","5033323","0","1","610060402","142"
"10060","0","0","1.25","1","1.5","0","-50","0","3","0","610060006","5","","0","0","1","0","142"
"10061","5061321","600","0.83","2","5.5","0","-47","0","1","3","610061004","5","","5061322","0","1","610061401","181"
"10061","0","600","0.83","1","1.5","80","-47","0","2","0","610061005","5","","5061323","0","1","0","181"
"10061","0","0","0.83","1","1.5","0","-47","0","3","0","610061006","5","","0","0","1","0","181"
"10062","5035321","600","2.5","2","5.5","0","5","0","1","3","610062004","5","","5035322","0","1","610062401","145"
"10062","0","600","2.5","2","1.5","0","5","0","2","0","610062005","5","","5035323","0","1","610062402","145"
"10062","0","0","2.5","1","1.5","0","5","0","3","0","610062006","5","","0","0","1","0","145"
"10063","5036321","600","0.4","1","5.5","73","-50","0","1","3","610063004","5","","5036322","0","1","0","145"
"10063","0","600","0.4","1","1.5","37","-50","0","2","0","610063005","5","","5036323","0","1","0","145"
"10063","0","0","0.4","1","1.5","0","-50","0","3","0","610063006","5","","0","0","1","0","145"
"10064","5064321","600","1.25","1","5.5","67","-50","0","1","3","610064004","5","","5064322","0","1","0","184"
"10064","0","600","1.25","1","1.5","40","-50","0","2","0","610064005","5","","5064323","0","1","0","184"
"10064","0","0","1.25","1","1.5","0","-50","0","3","0","610064006","5","","0","0","1","0","184"
"10065","5038321","600","1.5","2","5.5","0","-20","0","1","3","610065004","5","","5038322","0","1","610065401","148"
"10065","0","0","2","1","1.5","67","-20","0","2","0","610065005","5","310700_detail_idle","5038323","0","1","0","148"
"10065","0","0","1.8","1","1.5","0","-20","0","3","0","610065006","5","","0","0","1","0","148"
"10066","5066321","600","1","5","5.5","94","-50","0","1","3","610066004","5","","5066322","9000000","1","610066401","186"
"10066","0","600","1","2","1.5","0","-50","0","2","0","610066005","5","","5066323","0","1","610066402","186"
"10066","0","0","1","1","1.5","0","-50","0","3","0","610066006","5","","0","0","1","0","186"
"10067","5040321","600","1.5","2","5.5","0","-20","0","1","3","610067004","5","","5040322","0","1","610067401","151"
"10067","0","0","1.7","1","1.5","68","-35","0","2","0","610067005","5","","5040323","0","1","0","151"
"10067","0","0","1.7","1","1.5","0","-35","0","3","0","610067006","5","","0","0","1","0","151"
"10068","5068321","600","1.7","1","5.5","56","-47","0","1","3","610068004","5","","5068322","0","1","0","189"
"10068","0","600","1.5","2","1.5","0","-47","0","2","0","610068005","5","","5068323","0","1","610068402","189"
"10068","0","0","1.7","1","1.5","0","-47","0","3","0","610068006","5","","0","0","1","0","189"
"10069","5042321","0","1.7","5","5.5","72","-20","0","1","0","610069004","5","","5042322","2400000","1","0","154"
"10069","0","600","1.7","2","1.5","0","-20","0","2","3","610069005","5","311100_detail_idle","5042323","0","1","610069402","154"
"10069","0","0","1.7","1","1.5","0","-20","0","3","0","610069006","5","","0","0","1","0","154"
"10070","5070321","600","2","2","5.5","0","-50","1","1","3","610070004","5","","5070322","0","1","610070401","192"
"10070","0","600","2","2","1.5","0","-50","1","2","0","610070005","5","","5070323","0","1","610070402","192"
"10070","0","0","2","1","1.5","0","-50","0","3","0","610070006","0","","0","0","1","0","192"
"10071","5044321","600","1.8","1","1.5","72","-54","0","1","3","610071004","5","","5044322","0","1","0","157"
"10071","0","0","1.8","1","1.5","44","-54","0","2","0","610071005","5","","5044323","0","1","0","157"
"10071","0","0","1.8","1","1.5","0","-54","0","3","0","610071006","5","","0","0","1","0","157"
"10072","5072321","600","1.3","3","5.5","0","-120","0","1","3","610072004","5","","5072322","30","1","610072401","195"
"10072","0","600","1","2","1.5","0","-80","0","2","0","610072005","5","","5072323","0","1","610072402","195"
"10072","0","0","1.3","1","1.5","0","-120","0","3","0","610072006","5","","0","0","1","0","195"
"10073","5046321","0","1.7","1","5.5","60","-35","0","1","0","610073004","5","","5046322","0","1","0","160"
"10073","0","600","1.7","2","1.5","0","-15","0","2","3","610073005","5","","5046323","0","1","610073402","160"
"10073","0","0","1.7","1","1.5","0","-35","0","3","0","610073006","5","","0","0","1","0","160"
"10074","5074321","600","1.18","2","5.5","0","-30","0","1","3","610074004","5","","5074322","0","1","610074401","198"
"10074","0","600","1.55","3","1.5","0","-30","0","2","0","610074005","5","","5074323","40","1","610074402","198"
"10074","0","0","1.55","1","1.5","0","-45","0","3","0","610074006","5","","0","0","1","0","198"
"10075","5048321","0","1.25","1","5.5","71","-35","0","1","0","610075004","5","","5048322","0","1","0","163"
"10075","0","600","1.25","2","1.5","0","-35","0","2","3","610075005","5","","5048323","0","1","610075402","163"
"10075","0","0","1.25","1","1.5","0","-35","0","3","0","610075006","5","","0","0","1","0","163"
"10076","5076321","600","2.2","2","5.5","0","-40","0","1","3","610076004","5","","5076322","0","1","610076401","200"
"10076","0","0","2.4","1","1.5","97","-40","0","2","0","610076005","5","","5076323","0","1","610076402","200"
"10076","0","0","2.4","1","1.5","0","-55","0","3","0","610076006","5","","0","0","1","0","200"
"10077","5050321","0","1.25","3","5.5","0","-35","0","1","0","610077004","5","","5050322","35","1","610077401","166"
"10077","0","0","1.25","1","1.5","49","-35","0","2","0","610077005","5","","5050323","0","1","0","166"
"10077","0","0","1.25","1","1.5","0","-35","0","3","0","610077006","5","","0","0","1","0","166"
"10078","5078321","0","1.55","1","1.5","79","-45","0","1","0","610078004","5","","5078322","0","1","0","203"
"10078","0","0","1.55","4","1.5","0","-45","0","2","0","610078005","5","","5078323","490","1","0","203"
"10078","0","0","1.55","1","1.5","0","-45","0","3","0","610078006","5","","0","0","1","0","203"
"10079","5052321","0","1.7","1","5.5","77","-75","0","1","0","610079004","5","","5052322","0","1","0","169"
"10079","0","0","1.7","1","1.5","47","-75","0","2","0","610079005","5","","5052323","0","1","0","169"
"10079","0","0","1.7","1","1.5","0","-75","0","3","0","610079006","5","","0","0","1","0","169"
"10080","5080321","600","1.4","2","5.5","0","-70","0","1","3","610080004","5","","5080322","0","1","610080401","206"
"10080","0","0","1.5","1","1.5","67","-70","0","2","0","610080005","5","","5080323","0","1","610080402","206"
"10080","0","0","1.5","1","1.5","0","-70","0","3","0","610080006","5","","0","0","1","0","206"
"10081","5054321","0","1.7","1","5.5","48","-75","0","1","0","610081004","5","","5054322","0","1","0","172"
"10081","0","600","1.3","2","1.5","0","-40","0","2","0","610081005","5","","5054323","0","1","610081402","172"
"10081","0","0","1.7","1","1.5","0","-75","0","3","0","610081006","5","","0","0","1","0","172"
"10082","5082321","600","2","3","5.5","0","-20","0","1","3","610082004","5","","5082322","20","1","610082401","209"
"10082","0","0","2","1","1.5","49","-20","0","2","0","610082005","5","","5082323","0","1","0","209"
"10082","0","0","2","1","1.5","0","-20","0","3","0","610082006","5","","0","0","1","0","209"
"10083","5056321","600","2","1","5.5","77","-20","0","1","3","610083004","5","","5056322","0","1","0","172"
"10083","0","0","2","1","1.5","45","-20","0","2","0","610083005","5","","5056323","0","1","0","172"
"10083","0","0","2","1","1.5","0","-20","0","3","0","610083006","5","","0","0","1","0","172"
"10084","5084321","600","1.35","2","5.5","0","5","0","1","3","610084004","5","","5084322","0","1","610084401","212"
"10084","0","600","1.35","3","1.5","0","5","0","2","0","610084005","5","","5084323","10","1","0","212"
"10084","0","0","1.35","1","1.5","0","5","0","3","0","610084006","5","","0","0","1","0","212"
"10085","5085321","600","0.95","2","5.5","0","-20","0","1","3","610085004","5","","5085322","0","1","610085401","212"
"10085","0","600","1.2","1","1.5","75","-20","0","2","0","610085005","5","","5085323","0","1","0","212"
"10085","0","0","1.2","1","1.5","0","-20","0","3","0","610085006","5","","0","0","1","0","212"
"10086","5058321","600","1.75","3","5.5","0","5","0","1","3","610086004","5","","5058322","20","1","610086401","172"
"10086","0","600","1.75","1","1.5","70","5","0","2","0","610086005","5","","5058323","0","1","0","172"
"10086","0","0","1.75","1","1.5","0","5","0","3","0","610086006","5","","0","0","1","0","172"
"10087","5059321","600","1.55","1","5.5","71","-20","0","1","3","610087004","5","","5059322","0","1","0","172"
"10087","0","600","1.15","2","1.5","0","0","0","2","0","610087005","5","","5059323","0","1","610087402","172"
"10087","0","0","1.55","1","1.5","0","-20","0","3","0","610087006","5","","0","0","1","0","172"
"10088","5088321","600","1.4","3","5.5","0","-70","0","1","3","610088004","5","","5088322","15","1","610088401","215"
"10088","0","0","1.5","1","1.5","75","-70","0","2","0","610088005","5","","5088323","0","1","610088402","215"
"10088","0","0","1.5","1","1.5","0","-70","0","3","0","610088006","5","","0","0","1","0","215"
"10089","5061321","600","0.83","2","5.5","0","-47","0","1","3","610089004","5","","5061322","0","1","610089401","172"
"10089","0","600","0.83","1","1.5","60","-47","0","2","0","610089005","5","","5061323","0","1","0","172"
"10089","0","0","0.83","1","1.5","0","-47","0","3","0","610089006","5","","0","0","1","0","172"
"10090","5090321","600","1.18","1","5.5","78","-45","0","1","3","610090004","5","","5090322","0","1","0","218"
"10090","0","0","1.18","4","1.5","0","-45","0","2","0","610090005","5","","5090323","550","1","0","218"
"10090","0","0","1.18","1","1.5","0","-45","0","3","0","610090006","5","","0","0","1","0","218"
"10091","5064321","600","1.25","1","5.5","76","-50","0","1","3","610091004","5","","5064322","0","1","0","172"
"10091","0","600","1.25","1","1.5","50","-50","0","2","0","610091005","5","","5064323","0","1","0","172"
"10091","0","0","1.25","1","1.5","0","-50","0","3","0","610091006","5","","0","0","1","0","172"
"10092","5092321","600","1.4","1","5.5","60","-50","0","1","3","610092004","5","","5092322","0","1","0","220"
"10092","0","600","1.15","2","1.5","0","-20","0","2","0","610092005","5","","5092323","0","1","610092402","220"
"10092","0","0","1.4","1","1.5","0","-50","0","3","0","610092006","5","","0","0","1","0","220"
"10093","5066321","600","1","5","5.5","75","-50","0","1","3","610093004","5","","5066322","2500000","1","610093401","172"
"10093","0","600","1","2","1.5","0","-50","0","2","0","610093005","5","","5066323","0","1","610093402","172"
"10093","0","0","1","1","1.5","0","-50","0","3","0","610093006","5","","0","0","1","0","172"
"10094","5094321","600","2.2","3","5.5","0","-50","0","1","3","610094004","5","","5094322","10","1","610094401","223"
"10094","0","0","2.2","1","1.5","84","-50","0","2","0","610094005","5","","5094323","0","1","0","223"
"10094","0","0","2.2","1","1.5","0","-50","0","3","0","610094006","5","","0","0","1","0","223"
"10095","5068321","600","1.7","1","5.5","66","-47","0","1","3","610095004","5","","5068322","0","1","0","172"
"10095","0","600","1.5","2","1.5","0","-47","0","2","0","610095005","5","","5068323","0","1","610095402","172"
"10095","0","0","1.7","1","1.5","0","-47","0","3","0","610095006","5","","0","0","1","0","172"
"10096","5096321","600","1.3","1","5.5","76","-120","0","1","3","610096004","5","","5096322","0","1","0","226"
"10096","0","600","1","2","1.5","0","-80","0","2","0","610096005","5","","5096323","0","1","610096402","226"
"10096","0","0","1.3","1","1.5","0","-120","0","3","0","610096006","5","","0","0","1","0","226"
"10097","5070321","600","2","2","5.5","0","-50","1","1","3","610097004","5","","5070322","0","1","610097401","172"
"10097","0","600","2","2","1.5","0","-50","1","2","0","610097005","5","","5070323","0","1","610097402","172"
"10097","0","0","2","1","1.5","0","-50","0","3","0","610097006","0","","0","0","1","0","172"
"10098","5098321","600","1.3","2","5.5","0","-120","0","1","3","610098004","5","","5098322","0","1","610098401","229"
"10098","0","600","1.1","2","1.5","0","-80","0","2","0","610098005","5","","5098323","0","1","610098402","229"
"10098","0","0","1.3","1","1.5","0","-85","0","3","0","610098006","5","","0","0","1","0","229"
"10099","5072321","600","1.3","3","5.5","0","-100","0","1","3","610099004","5","","5072322","25","1","610099401","172"
"10099","0","600","1","2","1.5","0","-80","0","2","0","610099005","5","","5072323","0","1","610099402","172"
"10099","0","0","1.3","1","1.5","0","-120","0","3","0","610099006","5","","0","0","1","0","172"
"10100","5100321","600","1.1","2","5.5","0","-50","0","1","3","610100004","5","","5100322","0","1","610100401","232"
"10100","0","600","1.5","1","1.5","70","-70","0","2","0","610100005","5","","5100323","0","1","0","232"
"10100","0","0","1.5","1","1.5","0","-70","0","3","0","610100006","5","","0","0","1","610100110","232"
"10101","5074321","600","1.18","2","5.5","0","-30","0","1","3","610101004","5","","5074322","0","1","610101401","175"
"10101","0","600","1.55","3","1.5","0","-30","0","2","0","610101005","5","","5074323","25","1","610101402","175"
"10101","0","0","1.55","1","1.5","0","-45","0","3","0","610101006","5","","0","0","1","0","175"
"10102","5102321","600","1.25","1","5.5","32","-85","0","1","3","610102004","5","","5102322","0","1","0","235"
"10102","0","600","1.1","2","1.5","0","-80","0","2","0","610102005","5","","5102323","0","1","610102402","235"
"10102","0","0","1.25","1","1.5","0","-85","0","3","0","610102006","5","","0","0","1","0","235"
"10103","5076321","600","2.2","2","5.5","0","-40","0","1","3","610103004","5","","5076322","0","1","610103401","178"
"10103","0","0","2.4","1","1.5","97","-40","0","2","0","610103005","5","","5076323","0","1","610103402","178"
