f878eac09e7276af25ba183c49913a0ca2219a16b65bb02def9f354876e5ad27,280ec49ef9608ebde9ccba3655ffdd58480825f470824ac797b52329aa5c024b,cf92cc71c68c608dc50e74b0b478f303ade28ee285d186b5aa4708440f5f1bb5,035dc2f64e1bb67eea5c54fb025d3756d1d30d45f6c7d7aafc2b81fe7408240f,f8293b1180b02bfbaf361c6d10846b8ed0f6d590c0ddeb1c62401b55f39b2e53,915976bc15ee8396bc96546769a8801aad921fd9a5ec02445096276cab9d6349,2e1255fd49fa761dd896563f6d489dba72940db4188854adf5b9d384986cc278,c74773c7d4b5199a2103ad66b57a4d747bd2ddb6d199319657c92d35d3c054a8,911e47df448c1d7c6af1639406a0c9758112ad00daf75f9e34abba5eb9ba898d,13c0f800f2bf12bd3353cc993d8a4370c799133dcef6f6a09a061d027a1effc0,f25be7e26e822a9d88c0d4e997dc209d89f00c63e4b2c1b16e2bec759bbc26b9,d1fdd1669bbf55296de7265d6f5e9e83f3bb0916fe0a3099e9063d16040a368f,1bce225bac118c438a8d820d40801d30611e3b773521b684d3372a9989eca702,f1fb6f38ff556800e968dc824540bb6cbc31136fade0b5bd31ccbfc5884630b9,7f48d5fad09b8145181b3441d7b84f4d67d8be3f92f96456dee64d465f0f63c5,ffdaeff2dcde32ff4f5b58d9bd9f3d6f86cdeb8c63a936849536eaaa50c42700,6f8bb1a0fc210e63d2f69019a80542736e49adb934552e7fe74ca25243a87e5b,34a06e34a4b0c0c70fd9931d9c609ece27244e9e904c87250120070ddd635113,172b5641c2c68b4f4e88baf460f92f6a5844605bf97887a587c4444650fc8e78
"20","0","0","37","62","4270","9","0","20","8017","255","147","15","100101","1065","0","203","20","2045"
"20","0","0","37","62","4580","9","0","20","8971","255","157","15","100101","1160","0","232","21","2045"
"20","0","0","37","62","4790","9","0","20","10078","255","176","15","100101","1262","0","259","22","2045"
"20","0","0","37","62","4880","9","0","20","11352","255","199","15","100101","1343","0","287","23","2045"
"20","0","0","37","62","4970","9","0","20","12783","255","221","15","100101","1416","0","308","24","2045"
"20","0","0","37","62","5230","9","0","20","14334","255","247","15","100101","1471","0","331","25","2045"
"20","0","0","37","62","6835","9","0","20","15835","255","280","15","100101","1495","0","359","26","2045"
"20","0","0","37","62","8440","9","0","20","17449","255","313","15","100101","1513","0","387","27","2045"
"20","0","0","37","62","9225","9","0","20","19454","255","326","15","100101","1538","0","400","28","2045"
"20","0","0","37","62","10010","9","0","20","21599","255","341","15","100101","1571","0","415","29","2045"
"20","0","0","37","62","10270","9","0","20","23844","255","366","15","100101","1614","0","440","30","2045"
"20","0","0","37","62","10795","9","0","20","26318","255","376","15","100101","1657","0","450","31","2045"
"20","0","0","37","62","11845","9","0","20","28948","255","376","15","100101","1690","0","450","32","2045"
"20","0","0","37","62","12370","9","0","20","31669","255","387","15","100101","1729","0","461","33","2045"
"20","0","0","37","62","12370","9","0","20","34498","255","409","15","100101","1775","0","483","34","2045"
"20","0","0","37","62","12370","9","0","20","37455","255","431","15","100101","1821","0","505","35","2045"
"20","0","0","37","62","12370","9","0","20","40512","255","454","15","100101","1867","0","528","36","2045"
"20","0","0","37","62","12370","9","0","20","43669","255","478","15","100101","1913","0","552","37","2045"
"0","23","0","0","0","55","0","0","0","0","0","2","0","100201","0","0","1","2","75"
"0","81","0","0","0","150","0","0","0","0","0","8","0","100201","0","0","1","3","125"
"0","172","0","0","0","325","0","0","10","0","5","17","0","100201","0","0","4","4","175"
"0","349","0","0","0","505","0","0","10","0","15","33","0","100201","0","0","4","5","175"
"0","522","0","0","0","1035","0","0","25","0","15","52","0","100201","0","0","12","6","175"
"0","790","0","0","0","1395","0","0","30","0","85","66","0","100201","0","0","14","7","175"
"0","1089","0","4","0","1675","0","0","75","0","85","88","0","100201","0","0","19","8","175"
"0","1389","6","9","0","2130","0","0","110","0","100","109","5","100201","0","0","25","9","175"
"0","1758","30","14","0","2490","0","0","115","0","135","126","10","100201","0","0","28","10","395"
"0","2159","53","14","0","2910","0","0","129","0","151","145","10","100201","0","0","35","11","735"
"0","2471","63","17","0","3430","0","0","138","0","177","171","12","100201","0","0","56","12","955"
"0","2705","63","20","0","3810","0","0","140","0","199","209","14","100201","0","0","94","13","1175"
"0","2982","71","20","0","3990","0","0","146","0","199","251","16","100201","0","0","133","14","1295"
"0","3310","81","20","0","4130","0","0","151","0","199","293","18","100201","0","0","168","15","1395"
"0","3658","81","20","0","4330","0","0","157","0","199","336","18","100201","0","0","208","16","1495"
"3","4008","81","20","0","4510","0","0","158","0","214","384","18","100201","0","0","250","17","1495"
"6","4353","81","20","0","4915","0","0","158","0","229","441","18","100201","0","0","295","18","1495"
"6","4719","81","20","0","5560","0","0","158","0","229","506","18","100201","0","0","349","19","1590"
"6","5176","93","20","0","6145","0","0","158","0","229","568","18","100201","0","0","406","20","1685"
"6","5618","93","20","0","6765","0","0","158","0","229","646","18","100201","0","0","472","21","1685"
"6","6142","93","20","0","8080","0","0","158","0","229","725","18","100201","0","0","541","22","1685"
"6","6707","93","20","0","9855","0","0","158","0","229","810","18","100201","0","0","619","23","1685"
"6","7347","93","20","0","11380","0","0","158","0","229","901","18","100201","0","0","704","24","1685"
"6","8212","103","20","0","12675","0","0","158","0","229","987","18","100201","0","0","784","25","1685"
"6","9328","118","20","0","13965","0","0","158","0","229","1062","18","100201","0","0","853","26","1685"
"6","10563","128","20","0","15535","0","0","158","0","229","1132","18","100201","0","0","920","27","1685"
"6","11885","138","20","0","17300","0","0","158","0","229","1203","18","100201","0","0","990","28","1685"
"6","13290","148","20","0","19295","0","0","158","0","229","1279","18","100201","0","0","1066","29","1685"
"6","14765","158","20","0","21525","0","0","158","0","229","1360","18","100201","0","0","1147","30","1685"
"6","16312","168","20","0","23915","0","0","158","0","229","1443","18","100201","0","0","1230","31","1685"
"6","17930","178","20","0","26460","0","0","158","0","229","1528","18","100201","0","0","1315","32","1685"
"6","19645","188","20","0","29250","0","0","158","0","229","1615","18","100201","0","0","1402","33","1685"
"6","21457","198","20","0","32450","0","0","158","0","229","1704","18","100201","0","0","1491","34","1685"
"6","23342","208","20","0","36060","0","0","158","0","229","1794","18","100201","0","0","1581","35","1685"
"6","25290","218","20","0","40010","0","0","158","0","229","1885","18","100201","0","0","1672","36","1685"
"6","27300","228","20","0","44205","0","0","158","0","229","1978","18","100201","0","0","1765","37","1685"
"0","0","0","0","0","95","0","0","0","22","0","0","0","100301","0","0","2","2","75"
"0","0","0","0","0","310","0","0","0","71","0","2","0","100301","0","0","6","3","125"
"0","0","0","0","0","685","0","0","0","176","10","4","0","100301","0","0","11","4","155"
"0","0","0","0","0","1435","0","0","5","289","20","11","0","100301","0","0","20","5","155"
"0","0","0","0","0","2300","0","0","5","499","35","13","0","100301","0","0","31","6","245"
"0","0","0","0","0","3270","0","0","5","746","35","15","0","100301","0","0","43","7","715"
"0","0","0","0","0","4025","3","0","5","1040","50","23","0","100301","0","0","57","8","715"
"0","0","0","9","0","4630","7","0","5","1353","65","31","0","100301","20","0","71","9","1115"
"5","0","0","18","0","4990","12","0","30","1729","65","40","0","100301","50","0","80","10","1115"
"7","0","0","18","13","5410","17","0","40","2147","65","49","0","100301","88","0","88","11","1115"
"7","0","0","21","29","6180","17","0","40","2581","65","56","0","100301","130","0","98","12","1115"
"7","0","0","24","42","6670","17","0","40","3026","98","66","0","100301","163","0","112","13","1115"
"7","0","0","24","42","7050","17","0","40","3571","131","76","0","100301","214","0","123","14","1115"
"7","0","0","24","42","7420","17","0","40","4098","131","91","0","100301","280","0","142","15","1115"
"7","0","0","24","45","7560","17","0","40","4716","143","99","0","100301","370","0","156","16","1115"
"7","0","0","24","48","7750","17","0","40","5390","143","105","0","100301","467","0","170","17","1115"
"7","0","0","24","48","8015","17","0","40","6136","143","114","0","100301","591","0","179","18","1115"
"7","0","0","24","48","8340","17","0","40","6947","143","126","0","100301","730","0","191","19","1115"
"7","0","0","24","48","8665","17","0","40","7816","143","138","0","100301","849","0","213","20","1115"
"7","0","0","24","48","8950","17","0","40","8795","143","149","0","100301","980","0","233","21","1115"
"7","0","0","24","48","9165","17","0","40","9978","143","162","0","100301","1098","0","249","22","1115"
"7","0","0","24","48","9510","17","0","40","11268","143","181","0","100301","1169","0","273","23","1115"
"7","0","0","24","48","10190","17","0","40","12629","143","203","0","100301","1230","0","296","24","1115"
"7","0","0","24","48","10710","17","0","40","14227","143","222","0","100301","1293","0","310","25","1115"
"7","0","0","24","48","11535","17","0","40","16038","143","231","0","100301","1332","0","316","26","1115"
"7","0","0","24","48","12780","17","0","40","17934","143","238","0","100301","1356","0","321","27","1115"
"7","0","0","24","48","14025","17","0","40","19958","143","245","0","100301","1380","0","326","28","1115"
"7","0","0","24","48","15210","17","0","40","22063","143","260","0","100301","1405","0","341","29","1115"
"7","0","0","24","48","16130","17","0","40","24192","143","290","0","100301","1431","0","371","30","1115"
"7","0","0","24","48","17315","17","0","40","26550","143","305","0","100301","1457","0","386","31","1115"
"7","0","0","24","48","18865","17","0","40","29128","143","305","0","100301","1483","0","386","32","1115"
"7","0","0","24","48","20515","17","0","40","31789","143","305","0","100301","1508","0","386","33","1115"
"7","0","0","24","48","22000","17","0","40","34482","143","320","0","100301","1532","0","401","34","1115"
"7","0","0","24","48","23485","17","0","40","37354","143","335","0","100301","1556","0","416","35","1115"
"7","0","0","24","48","24970","17","0","40","40325","143","351","0","100301","1580","0","432","36","1115"
"7","0","0","24","48","26290","17","0","40","43265","143","383","0","100301","1604","0","464","37","1115"
"1","0","0","0","0","65","0","0","0","10","10","0","0","100401","0","0","2","2","100"
"2","0","0","0","0","185","0","0","0","58","25","0","0","100401","0","0","5","3","200"
"4","0","0","0","0","475","0","0","0","135","50","4","0","100401","0","0","10","4","360"
"7","0","0","0","0","985","0","0","0","243","80","10","0","100401","0","0","17","5","520"
"11","0","0","0","0","1515","3","0","0","429","95","14","0","100401","0","0","25","6","820"
"15","0","0","0","0","1835","6","0","0","674","120","20","0","100401","0","0","34","7","1425"
"15","0","0","9","0","2735","6","0","0","912","145","32","0","100401","10","0","48","8","1985"
"22","10","0","23","0","3480","6","0","0","1157","145","48","5","100401","30","0","67","9","1985"
"27","20","0","28","0","4330","6","0","15","1392","145","68","10","100401","60","0","87","10","1985"
"32","20","0","28","3","5030","6","0","35","1695","145","88","10","100401","86","0","105","11","1985"
"39","20","0","28","6","5430","6","0","55","2037","145","106","10","100401","108","0","126","12","2085"
"41","20","0","28","6","5630","6","0","55","2425","170","125","10","100401","151","0","155","13","2285"
"41","20","0","28","6","5830","6","0","57","2845","170","144","10","100401","215","0","189","14","2285"
"43","20","0","28","9","5830","6","0","57","3314","170","167","12","100401","289","0","212","15","2285"
"45","20","0","28","17","5830","6","0","57","3815","170","190","12","100401","378","0","232","16","2385"
"45","20","0","28","22","5930","6","0","57","4337","170","209","12","100401","465","0","263","17","2535"
"50","20","0","28","22","5990","6","0","57","4884","170","237","12","100401","573","0","291","18","2685"
"52","20","0","28","22","6085","6","0","57","5553","170","266","12","100401","655","0","323","19","2685"
"52","20","0","28","22","6185","6","0","57","6292","170","293","12","100401","696","0","368","20","2780"
"52","20","0","28","22","6430","6","0","57","7020","170","333","12","100401","740","0","419","21","2780"
"52","20","0","28","22","6660","6","0","57","7888","170","383","12","100401","788","0","468","22","2780"
"52","20","0","28","22","7065","6","0","57","8928","170","428","12","100401","817","0","519","23","2780"
"52","20","0","28","22","7385","6","0","57","10110","170","474","12","100401","835","0","566","24","2780"
"52","20","0","28","22","7705","6","0","57","11440","170","523","12","100401","867","0","611","25","2780"
"52","20","0","28","22","8000","6","0","57","12898","170","576","12","100401","902","0","656","26","2780"
"52","20","0","28","22","8455","6","0","57","14495","170","624","12","100401","929","0","697","27","2780"
"52","20","0","28","22","9000","6","0","57","16211","170","669","12","100401","963","0","740","28","2780"
"52","20","0","28","22","10655","6","0","57","17592","170","751","12","100401","986","0","822","29","2780"
"52","20","0","28","22","12805","6","0","57","18978","170","842","12","100401","1000","0","913","30","2780"
"52","20","0","28","22","15175","6","0","57","20529","170","925","12","100401","1014","0","996","31","2780"
"52","20","0","28","22","17965","6","0","57","22273","170","995","12","100401","1027","0","1066","32","2780"
"52","20","0","28","22","21205","6","0","57","24101","170","1061","12","100401","1039","0","1132","33","2780"
"52","20","0","28","22","24690","6","0","57","25905","170","1143","12","100401","1051","0","1214","34","2780"
"52","20","0","28","22","28585","6","0","57","27832","170","1226","12","100401","1063","0","1297","35","2780"
"52","20","0","28","22","32820","6","0","57","29820","170","1310","12","100401","1075","0","1381","36","2780"
"52","20","0","28","22","37135","6","0","57","31739","170","1411","12","100401","1087","0","1482","37","2780"
"0","0","0","0","0","80","0","0","0","12","0","0","0","100501","0","0","4","2","125"
"1","0","0","0","0","350","0","0","0","49","0","0","0","100501","0","0","8","3","225"
"1","0","0","0","0","880","0","0","0","110","15","3","0","100501","0","0","17","4","275"
"7","0","0","0","0","1660","0","0","0","173","15","11","0","100501","0","0","28","5","275"
"7","0","0","0","0","2925","3","0","0","265","15","19","0","100501","0","0","48","6","275"
"7","0","0","0","0","3595","6","0","0","476","40","29","0","100501","0","0","66","7","275"
"7","0","0","0","0","4800","10","0","0","615","40","49","0","100501","0","0","87","8","575"
"12","10","0","5","0","5635","14","0","15","788","40","72","0","100501","0","0","104","9","1025"
"12","20","0","10","5","6415","17","0","15","1027","65","94","0","100501","0","0","125","10","1325"
"12","20","0","10","10","7295","20","0","25","1305","65","112","0","100501","30","0","148","11","1625"
"12","20","0","12","10","8135","20","0","35","1564","65","136","0","100501","80","0","178","12","1875"
"12","20","0","17","10","8655","20","0","37","1861","65","160","0","100501","126","0","214","13","2095"
"12","20","0","17","10","9045","20","0","39","2191","71","189","2","100501","162","0","249","14","2215"
"14","20","0","17","10","9235","20","0","39","2575","77","219","4","100501","202","0","280","15","2315"
"14","20","0","17","10","9365","20","0","39","2930","89","260","4","100501","236","0","319","16","2415"
"17","20","0","17","14","9655","20","0","39","3244","89","312","4","100501","280","0","357","17","2415"
"20","20","0","17","18","9935","20","0","39","3595","89","371","4","100501","352","0","394","18","2415"
"20","20","0","17","18","10305","20","0","39","4029","89","428","4","100501","409","0","443","19","2510"
"25","20","0","17","18","10590","20","0","39","4501","89","489","4","100501","436","0","498","20","2605"
"30","20","0","17","18","10800","20","0","39","5022","89","559","4","100501","488","0","554","21","2605"
"30","20","0","17","18","11290","20","0","39","5725","89","622","4","100501","587","0","612","22","2605"
"30","20","0","17","18","11605","20","0","39","6562","89","685","4","100501","681","0","681","23","2605"
"30","20","0","17","18","11925","20","0","39","7465","89","756","4","100501","746","0","754","24","2605"
"30","20","0","17","18","12540","20","0","39","8484","89","831","4","100501","813","0","825","25","2605"
"30","20","0","17","18","13290","20","0","39","9621","89","910","4","100501","864","0","896","26","2605"
"30","20","0","17","18","14290","20","0","39","10886","89","985","4","100501","892","0","964","27","2605"
"30","20","0","17","18","17330","20","0","39","11991","89","1064","4","100501","911","0","1041","28","2605"
"30","20","0","17","18","22690","20","0","39","12893","89","1153","4","100501","921","0","1130","29","2605"
"30","20","0","17","18","28565","20","0","39","13832","89","1247","4","100501","931","0","1224","30","2605"
"30","20","0","17","18","34730","20","0","39","14808","89","1345","4","100501","941","0","1322","31","2605"
"30","20","0","17","18","41265","20","0","39","15821","89","1446","4","100501","951","0","1423","32","2605"
"30","20","0","17","18","48415","20","0","39","16891","89","1549","4","100501","961","0","1526","33","2605"
"30","20","0","17","18","56345","20","0","39","18018","89","1654","4","100501","971","0","1631","34","2605"
"30","20","0","17","18","64985","20","0","39","19183","89","1760","4","100501","981","0","1737","35","2605"
"30","20","0","17","18","74185","20","0","39","20385","89","1867","4","100501","991","0","1844","36","2605"
"30","20","0","17","18","83850","20","0","39","21624","89","1976","4","100501","1001","0","1953","37","2605"
"0","23","0","0","0","55","0","0","0","0","0","2","0","100601","0","0","1","2","75"
"0","78","0","0","0","150","0","0","0","0","0","7","0","100601","0","0","2","3","150"
"0","169","0","0","0","325","0","0","10","0","5","16","0","100601","0","0","5","4","200"
"0","322","0","0","0","625","0","0","10","0","15","32","0","100601","0","0","7","5","200"
"0","495","0","0","0","1155","0","0","25","0","15","51","0","100601","0","0","15","6","200"
"0","724","0","0","0","1515","0","0","30","26","50","69","0","100601","0","0","22","7","200"
"0","960","0","4","0","2115","0","0","60","26","85","93","0","100601","0","0","29","8","200"
"0","1224","0","9","0","2650","0","0","95","26","85","120","5","100601","0","0","40","9","200"
"0","1549","13","14","0","3240","0","0","105","26","85","143","10","100601","0","0","50","10","420"
"0","1880","28","14","0","3840","0","0","119","26","101","167","10","100601","0","0","66","11","640"
"0","2215","43","17","0","4200","0","0","135","26","111","192","17","100601","0","0","79","12","760"
"0","2582","69","17","0","4640","0","0","135","26","121","217","19","100601","0","0","102","13","980"
"0","2954","93","17","0","4760","0","0","137","26","133","250","19","100601","0","0","130","14","1220"
"0","3356","109","17","0","4990","0","0","146","26","133","282","21","100601","0","0","157","15","1220"
"0","3805","129","17","0","5140","0","0","152","26","133","316","21","100601","0","0","183","16","1320"
"0","4258","144","17","0","5260","0","0","153","26","158","353","21","100601","0","0","216","17","1320"
"3","4708","169","17","0","5665","0","0","153","26","173","397","21","100601","0","0","248","18","1320"
"3","5206","193","17","0","6310","0","0","153","26","173","447","21","100601","0","0","287","19","1320"
"3","5797","240","17","0","6860","0","0","153","26","173","493","21","100601","0","0","327","20","1415"
"3","6452","288","17","0","7370","0","0","153","26","173","543","21","100601","0","0","370","21","1515"
"3","7171","318","17","0","8370","0","0","153","26","173","603","21","100601","0","0","420","22","1515"
"3","7937","318","17","0","10145","0","0","153","26","173","672","21","100601","0","0","474","23","1515"
"3","8818","333","17","0","11670","0","0","153","26","173","738","21","100601","0","0","533","24","1515"
"3","9964","355","17","0","12670","0","0","153","26","173","798","21","100601","0","0","587","25","1515"
"3","11385","377","17","0","13505","0","0","153","26","173","847","21","100601","0","0","630","26","1515"
"3","12944","394","17","0","14530","0","0","153","26","173","890","21","100601","0","0","670","27","1515"
"3","14609","411","17","0","15675","0","0","153","26","173","933","21","100601","0","0","712","28","1515"
"3","16394","429","17","0","16895","0","0","153","26","173","979","21","100601","0","0","758","29","1515"
"3","18267","447","17","0","18270","0","0","153","26","173","1029","21","100601","0","0","808","30","1515"
"3","20231","465","17","0","19725","0","0","153","26","173","1080","21","100601","0","0","859","31","1515"
"3","22285","483","17","0","21260","0","0","153","26","173","1132","21","100601","0","0","911","32","1515"
"3","24455","500","17","0","22870","0","0","153","26","173","1186","21","100601","0","0","965","33","1515"
"3","26760","517","17","0","24650","0","0","153","26","173","1241","21","100601","0","0","1020","34","1515"
"3","29157","534","17","0","26670","0","0","153","26","173","1297","21","100601","0","0","1076","35","1515"
"3","31636","551","17","0","28860","0","0","153","26","173","1354","21","100601","0","0","1133","36","1515"
"3","34195","568","17","0","31220","0","0","153","26","173","1412","21","100601","0","0","1191","37","1515"
"2","0","0","0","0","80","0","0","0","6","0","0","0","100701","0","0","3","2","100"
"3","0","0","0","0","200","0","0","0","46","0","0","0","100701","0","0","10","3","200"
"7","0","0","0","0","550","0","0","0","94","0","5","0","100701","0","0","20","4","360"
"10","0","0","0","0","1060","0","0","0","190","0","11","0","100701","0","0","35","5","520"
"14","0","0","0","0","1740","0","0","0","323","0","19","0","100701","0","0","53","6","890"
"18","0","0","0","0","2330","0","0","0","480","0","34","0","100701","0","0","76","7","1260"
"28","0","0","0","0","3510","0","0","0","593","0","50","0","100701","0","0","97","8","1585"
"35","10","0","5","0","4255","0","0","0","790","0","70","0","100701","5","0","124","9","1585"
"36","20","0","13","0","5065","0","0","0","1035","0","90","0","100701","20","0","152","10","1585"
"41","20","0","16","0","5765","0","0","20","1296","0","110","0","100701","40","0","177","11","1585"
"48","20","0","16","10","6265","0","0","40","1558","0","132","0","100701","50","0","205","12","1685"
"52","20","0","16","20","6785","0","0","42","1786","0","165","0","100701","50","0","245","13","1785"
"54","20","0","16","20","7005","2","0","44","2066","0","204","2","100701","60","0","285","14","1785"
"56","20","0","16","20","7005","4","0","44","2455","0","239","4","100701","70","0","317","15","1885"
"56","20","0","16","25","7205","4","0","44","2857","0","269","4","100701","82","0","357","16","1985"
"59","20","0","16","30","7715","4","0","44","3253","0","296","4","100701","82","0","401","17","2135"
"64","20","0","16","30","8025","4","0","44","3721","0","334","4","100701","94","0","439","18","2285"
"66","20","0","16","30","8025","4","0","44","4301","0","375","4","100701","116","0","484","19","2380"
"66","20","0","16","30","8060","4","0","44","4938","0","419","4","100701","136","0","536","20","2475"
"71","20","0","16","30","8205","4","0","44","5511","0","486","4","100701","148","0","590","21","2475"
"71","20","0","16","30","8695","4","0","44","6189","0","552","4","100701","188","0","656","22","2475"
"71","20","0","16","30","9010","4","0","44","6953","0","622","4","100701","188","0","742","23","2475"
"71","20","0","16","30","9330","4","0","44","7793","0","697","4","100701","188","0","830","24","2475"
"71","20","0","16","30","9945","4","0","44","8782","0","772","4","100701","205","0","912","25","2475"
"71","20","0","16","30","10695","4","0","44","9897","0","851","4","100701","231","0","990","26","2475"
"71","20","0","16","30","11695","4","0","44","11147","0","926","4","100701","249","0","1062","27","2475"
"71","20","0","16","30","14735","4","0","44","12226","0","1007","4","100701","258","0","1143","28","2475"
"71","20","0","16","30","18005","4","0","44","13384","0","1094","4","100701","267","0","1230","29","2475"
"71","20","0","16","30","21790","4","0","44","14579","0","1186","4","100701","276","0","1322","30","2475"
"71","20","0","16","30","27955","4","0","44","15520","0","1288","4","100701","276","0","1424","31","2475"
"71","20","0","16","30","34490","4","0","44","16499","0","1393","4","100701","276","0","1529","32","2475"
"71","20","0","16","30","41640","4","0","44","17534","0","1500","4","100701","276","0","1636","33","2475"
"71","20","0","16","30","49570","4","0","44","18625","0","1609","4","100701","276","0","1745","34","2475"
"71","20","0","16","30","58210","4","0","44","19754","0","1719","4","100701","276","0","1855","35","2475"
"71","20","0","16","30","67410","4","0","44","20920","0","1830","4","100701","276","0","1966","36","2475"
"71","20","0","16","30","77075","4","0","44","22123","0","1943","4","100701","276","0","2079","37","2475"
"0","23","0","0","0","55","0","0","0","0","0","2","0","100801","0","0","1","2","75"
"0","78","0","0","0","150","0","0","0","0","0","7","0","100801","0","0","2","3","150"
"0","169","0","0","0","325","0","0","10","0","5","16","0","100801","0","0","5","4","200"
"0","322","0","0","0","625","0","0","10","0","15","32","0","100801","0","0","7","5","200"
"0","495","0","0","0","1155","0","0","25","0","15","51","0","100801","0","0","15","6","200"
"0","724","0","0","0","1515","0","0","30","26","50","69","0","100801","0","0","22","7","200"
"0","1003","0","4","0","1680","0","0","75","52","50","91","0","100801","0","0","29","8","200"
"0","1267","0","9","0","2215","0","0","110","52","50","118","5","100801","0","0","40","9","200"
"0","1566","16","14","0","2755","0","0","115","52","85","140","10","100801","0","0","52","10","300"
"0","1937","34","14","0","3175","0","0","129","52","101","166","10","100801","0","0","57","11","840"
"0","2352","59","17","0","3335","0","0","135","52","127","185","17","100801","0","0","64","12","960"
"0","2797","93","17","0","3575","0","0","135","52","137","204","22","100801","0","0","77","13","1080"
"0","3253","127","17","0","3775","0","0","135","52","149","229","22","100801","0","0","93","14","1320"
"0","3747","157","17","0","4005","0","0","144","52","149","251","22","100801","0","0","110","15","1440"
"0","4294","193","17","0","4185","0","0","150","52","149","273","22","100801","0","0","126","16","1440"
"0","4848","228","17","0","4255","0","0","151","52","174","301","22","100801","0","0","145","17","1440"
"0","5401","268","17","0","4600","0","0","151","52","199","334","22","100801","0","0","168","18","1440"
"0","6004","317","17","0","5245","0","0","151","52","199","371","22","100801","0","0","194","19","1440"
"0","6727","388","17","0","5795","0","0","151","52","199","402","22","100801","0","0","219","20","1440"
"0","7443","459","17","0","6270","0","0","151","52","199","447","22","100801","0","0","251","21","1540"
"0","8302","525","17","0","7160","0","0","151","52","199","490","22","100801","0","0","284","22","1640"
"0","9263","555","17","0","8620","0","0","151","52","199","540","22","100801","0","0","319","23","1640"
"0","10345","570","17","0","10145","0","0","151","52","199","590","22","100801","0","0","354","24","1640"
"0","11732","607","17","0","11145","0","0","151","52","199","625","22","100801","0","0","382","25","1640"
"0","13434","641","17","0","11685","0","0","151","52","199","648","22","100801","0","0","399","26","1640"
"0","15298","665","17","0","12255","0","0","151","52","199","665","22","100801","0","0","413","27","1640"
"0","17287","689","17","0","12855","0","0","151","52","199","681","22","100801","0","0","428","28","1640"
"0","19415","714","17","0","13455","0","0","151","52","199","699","22","100801","0","0","446","29","1640"
"0","21668","740","17","0","14055","0","0","151","52","199","719","22","100801","0","0","466","30","1640"
