b3c06937656b94071a9b08d64f8ec761a3080af2e4d980f6d30486f89cd3e34a,ecbb8508a220ddf3192feb47347c33bd9b845b671e6c93cf2b699b6f7fef24c9,62ec406d28872c6bbabeebce8f602e41817d3a0ba00b5891e1fce6aa87e21c46,3860cafcc4266165cb47c78f3c7eec05a47a4e3ebc7e93772b46486a5693f3e0,393d0b3f001193c25be8feab7ef91d672ec1499aec6ff5225caada5793d08531,240f5ec4e3fbfc000da9c8f00132422ec7a997cf716ab4ef945ddc6decf0df52,88077139479d3e4c1023a1f5b687a7c0289f355b3350e4e3694648fb486c0835,520fe6514405c65734339c3e4492cdb65a6cf8c01f359a190313f825de3bcae2
"121","0","1024","92","2020/08/26 11:59:59","3","2020/08/15 15:00:00","113601"
"122","0","0","93","2020/08/31 11:59:59","3","2020/08/26 12:00:00","107701"
"123","0","0","93","2020/08/31 11:59:59","3","2020/08/26 12:00:00","107901"
"124","0","1025","94","2020/09/03 18:59:59","3","2020/08/31 12:00:00","106801"
"125","0","0","94","2020/09/03 18:59:59","3","2020/08/31 12:00:00","180201"
"126","0","0","94","2020/09/03 18:59:59","3","2020/08/31 12:00:00","180501"
"127","0","0","94","2020/09/03 18:59:59","3","2020/08/31 12:00:00","180401"
"128","0","0","94","2020/09/03 18:59:59","3","2020/08/31 12:00:00","107001"
"129","0","0","94","2020/09/03 18:59:59","3","2020/08/31 12:00:00","106101"
"130","0","0","94","2020/09/03 18:59:59","3","2020/08/31 12:00:00","107101"
"131","0","1026","95","2020/09/14 11:59:59","3","2020/09/03 19:00:00","113701"
"132","0","0","96","2020/09/19 14:59:59","3","2020/09/14 12:00:00","111101"
"133","0","0","96","2020/09/19 14:59:59","3","2020/09/14 12:00:00","111301"
"134","0","1027","97","2020/09/30 11:59:59","3","2020/09/19 15:00:00","113801"
"135","0","1028","98","2020/10/10 11:59:59","3","2020/09/30 12:00:00","113901"
"136","0","0","99","2020/10/15 14:59:59","3","2020/10/10 12:00:00","111401"
"137","0","0","99","2020/10/15 14:59:59","3","2020/10/10 12:00:00","106501"
"138","0","1029","100","2020/10/26 14:59:59","3","2020/10/15 15:00:00","114001"
"139","0","0","101","2020/10/31 11:59:59","3","2020/10/26 15:00:00","108101"
"140","0","0","101","2020/10/31 11:59:59","3","2020/10/26 15:00:00","108301"
"141","0","1030","102","2020/11/10 11:59:59","3","2020/10/31 12:00:00","114201"
"142","0","0","103","2020/11/21 14:59:59","3","2020/11/10 12:00:00","109701"
"143","0","0","103","2020/11/21 14:59:59","3","2020/11/10 12:00:00","109901"
"144","0","1031","104","2020/11/30 11:59:59","3","2020/11/16 15:00:00","114301"
"145","0","1032","105","2020/12/10 11:59:59","3","2020/11/30 12:00:00","114401"
"146","0","0","106","2020/12/21 14:59:59","3","2020/12/10 12:00:00","111501"
"147","0","0","106","2020/12/21 14:59:59","3","2020/12/10 12:00:00","111701"
"148","0","0","106","2020/12/21 14:59:59","3","2020/12/10 12:00:00","108401"
"149","0","0","106","2020/12/21 14:59:59","3","2020/12/10 12:00:00","108601"
"150","0","1033","107","2020/12/31 11:59:59","3","2020/12/21 15:00:00","114501"
"151","0","1034","108","2021/01/03 18:59:59","3","2020/12/31 12:00:00","180101"
"152","0","0","108","2021/01/03 18:59:59","3","2020/12/31 12:00:00","106801"
"153","0","0","108","2021/01/03 18:59:59","3","2020/12/31 12:00:00","180201"
"154","0","0","108","2021/01/03 18:59:59","3","2020/12/31 12:00:00","180501"
"155","0","0","108","2021/01/03 18:59:59","3","2020/12/31 12:00:00","180401"
"156","0","0","108","2021/01/03 18:59:59","3","2020/12/31 12:00:00","107001"
"157","0","0","108","2021/01/03 18:59:59","3","2020/12/31 12:00:00","106101"
"158","0","0","108","2021/01/03 18:59:59","3","2020/12/31 12:00:00","107101"
"159","0","1035","109","2021/01/12 11:59:59","3","2021/01/03 19:00:00","111801"
"160","0","0","110","2021/01/17 11:59:59","3","2021/01/12 12:00:00","112001"
"161","0","0","110","2021/01/17 11:59:59","3","2021/01/12 12:00:00","111901"
"162","0","0","111","2021/01/22 14:59:59","3","2021/01/17 12:00:00","108801"
"163","0","0","111","2021/01/22 14:59:59","3","2021/01/17 12:00:00","108701"
"164","0","1036","112","2021/01/31 11:59:59","3","2021/01/22 15:00:00","115001"
"165","0","1037","113","2021/02/10 11:59:59","3","2021/01/31 12:00:00","115501"
"166","0","0","114","2021/02/15 22:59:59","3","2021/02/10 12:00:00","112201"
"167","0","0","114","2021/02/15 22:59:59","3","2021/02/10 12:00:00","109101"
"168","0","1038","115","2021/02/23 14:59:59","3","2021/02/15 23:00:00","106401"
"169","0","0","117","2021/02/28 11:59:59","3","2021/02/23 15:00:00","113101"
"170","0","1039","118","2021/02/28 11:59:59","3","2021/02/23 15:00:00","115701"
"171","0","1040","119","2021/03/03 18:59:59","3","2021/02/28 12:00:00","180601"
"172","0","0","119","2021/03/03 18:59:59","3","2021/02/28 12:00:00","180101"
"173","0","0","119","2021/03/03 18:59:59","3","2021/02/28 12:00:00","106801"
"174","0","0","119","2021/03/03 18:59:59","3","2021/02/28 12:00:00","180201"
"175","0","0","119","2021/03/03 18:59:59","3","2021/02/28 12:00:00","180501"
"176","0","0","119","2021/03/03 18:59:59","3","2021/02/28 12:00:00","180401"
"177","0","0","119","2021/03/03 18:59:59","3","2021/02/28 12:00:00","107001"
"178","0","0","119","2021/03/03 18:59:59","3","2021/02/28 12:00:00","106101"
"179","0","0","119","2021/03/03 18:59:59","3","2021/02/28 12:00:00","107101"
"180","0","1041","120","2021/03/12 11:59:59","3","2021/03/03 19:00:00","115901"
"181","0","0","121","2021/03/24 11:59:59","3","2021/03/08 12:00:00","112401"
"182","0","0","121","2021/03/24 11:59:59","3","2021/03/08 12:00:00","112501"
"183","0","0","122","2021/03/22 14:59:59","3","2021/03/12 12:00:00","113401"
"184","0","1042","123","2021/03/31 11:59:59","3","2021/03/22 15:00:00","116001"
"185","0","1043","125","2021/04/08 11:59:59","3","2021/03/31 12:00:00","116301"
"186","0","0","126","2021/04/15 14:59:59","3","2021/04/08 12:00:00","111001"
"187","0","0","126","2021/04/15 14:59:59","3","2021/04/08 12:00:00","110901"
"188","0","1044","127","2021/04/22 11:59:59","3","2021/04/15 15:00:00","116201"
"189","0","0","128","2021/04/28 11:59:59","3","2021/04/22 12:00:00","113901"
"190","0","1045","129","2021/04/30 11:59:59","3","2021/04/28 12:00:00","107101"
"191","0","0","129","2021/04/30 11:59:59","3","2021/04/28 12:00:00","180601"
"192","0","0","129","2021/04/30 11:59:59","3","2021/04/28 12:00:00","180101"
"193","0","0","129","2021/04/30 11:59:59","3","2021/04/28 12:00:00","106801"
"194","0","0","129","2021/04/30 11:59:59","3","2021/04/28 12:00:00","180201"
"195","0","0","129","2021/04/30 11:59:59","3","2021/04/28 12:00:00","180501"
"196","0","0","129","2021/04/30 11:59:59","3","2021/04/28 12:00:00","180401"
"197","0","0","129","2021/04/30 11:59:59","3","2021/04/28 12:00:00","107001"
"198","0","0","129","2021/04/30 11:59:59","3","2021/04/28 12:00:00","106101"
"199","0","1046","130","2021/05/11 11:59:59","3","2021/04/30 12:00:00","116501"
"200","0","0","131","2021/05/21 14:59:59","3","2021/05/11 12:00:00","112701"
"201","0","0","131","2021/05/21 14:59:59","3","2021/05/11 12:00:00","112801"
"202","0","1047","133","2021/05/31 11:59:59","3","2021/05/21 15:00:00","116601"
"203","0","1048","134","2021/06/09 11:59:59","3","2021/05/31 12:00:00","116701"
"204","0","0","135","2021/06/16 14:59:59","3","2021/06/09 12:00:00","112901"
"205","0","0","135","2021/06/16 14:59:59","3","2021/06/09 12:00:00","106601"
"206","0","0","136","2021/06/20 14:59:59","3","2021/06/16 15:00:00","110301"
"207","0","0","136","2021/06/20 14:59:59","3","2021/06/16 15:00:00","110001"
"208","0","1049","137","2021/06/24 14:59:59","3","2021/06/16 15:00:00","116901"
"209","0","0","138","2021/06/24 14:59:59","3","2021/06/20 15:00:00","107801"
"210","0","0","138","2021/06/24 14:59:59","3","2021/06/20 15:00:00","107501"
"211","0","0","139","2021/06/30 11:59:59","3","2021/06/24 15:00:00","114401"
"212","0","1050","140","2021/07/03 18:59:59","3","2021/06/30 12:00:00","180301"
"213","0","0","140","2021/07/03 18:59:59","3","2021/06/30 12:00:00","180601"
"214","0","0","140","2021/07/03 18:59:59","3","2021/06/30 12:00:00","180101"
"215","0","0","140","2021/07/03 18:59:59","3","2021/06/30 12:00:00","106801"
"216","0","0","140","2021/07/03 18:59:59","3","2021/06/30 12:00:00","180201"
"217","0","0","140","2021/07/03 18:59:59","3","2021/06/30 12:00:00","180501"
"218","0","0","140","2021/07/03 18:59:59","3","2021/06/30 12:00:00","180401"
"219","0","0","140","2021/07/03 18:59:59","3","2021/06/30 12:00:00","107001"
"220","0","0","140","2021/07/03 18:59:59","3","2021/06/30 12:00:00","106101"
"221","0","0","140","2021/07/03 18:59:59","3","2021/06/30 12:00:00","107101"
"222","0","1051","141","2021/07/12 11:59:59","3","2021/07/03 19:00:00","117001"
"223","0","0","142","2021/07/15 14:59:59","3","2021/07/08 12:00:00","113101"
"224","0","0","143","2021/07/19 14:59:59","3","2021/07/15 12:00:00","107701"
"225","0","0","143","2021/07/19 14:59:59","3","2021/07/15 12:00:00","107901"
"226","0","1052","144","2021/07/24 14:59:59","3","2021/07/15 15:00:00","117101"
"227","0","0","145","2021/07/24 14:59:59","3","2021/07/19 15:00:00","110401"
"228","0","0","146","2021/07/31 11:59:59","3","2021/07/24 15:00:00","111801"
"229","0","0","146","2021/07/31 11:59:59","3","2021/07/24 15:00:00","115001"
"230","0","1053","147","2021/08/09 11:59:59","3","2021/07/31 12:00:00","117201"
"231","0","0","148","2021/08/15 14:59:59","3","2021/08/09 12:00:00","113401"
"232","0","1054","149","2021/08/23 11:59:59","3","2021/08/15 15:00:00","117301"
"233","0","0","150","2021/08/31 11:59:59","3","2021/08/23 12:00:00","115501"
"234","0","1055","151","2021/09/03 18:59:59","3","2021/08/31 12:00:00","180701"
"235","0","0","151","2021/09/03 18:59:59","3","2021/08/31 12:00:00","180301"
"236","0","0","151","2021/09/03 18:59:59","3","2021/08/31 12:00:00","180601"
"237","0","0","151","2021/09/03 18:59:59","3","2021/08/31 12:00:00","180101"
"238","0","0","151","2021/09/03 18:59:59","3","2021/08/31 12:00:00","106801"
"239","0","0","151","2021/09/03 18:59:59","3","2021/08/31 12:00:00","180201"
"240","0","0","151","2021/09/03 18:59:59","3","2021/08/31 12:00:00","180501"
"241","0","0","151","2021/09/03 18:59:59","3","2021/08/31 12:00:00","180401"
"242","0","0","151","2021/09/03 18:59:59","3","2021/08/31 12:00:00","107001"
"243","0","0","151","2021/09/03 18:59:59","3","2021/08/31 12:00:00","106101"
"244","0","0","151","2021/09/03 18:59:59","3","2021/08/31 12:00:00","107101"
"245","0","1056","152","2021/09/08 11:59:59","3","2021/09/03 19:00:00","117501"
"246","0","0","153","2021/09/13 11:59:59","3","2021/09/08 12:00:00","113701"
"247","0","0","153","2021/09/13 11:59:59","3","2021/09/08 12:00:00","113801"
"248","0","1057","154","2021/09/18 11:59:59","3","2021/09/13 12:00:00","117601"
"249","0","1058","155","2021/09/24 11:59:59","3","2021/09/18 12:00:00","118001"
"250","0","0","156","2021/09/30 11:59:59","3","2021/09/24 12:00:00","108101"
"251","0","0","156","2021/09/30 11:59:59","3","2021/09/24 12:00:00","108301"
"252","0","0","157","2021/09/30 11:59:59","3","2021/09/24 12:00:00","110601"
"253","0","1059","158","2021/10/08 11:59:59","3","2021/09/30 12:00:00","117701"
"254","0","0","159","2021/10/15 14:59:59","3","2021/10/08 12:00:00","113901"
"255","0","1060","160","2021/10/22 11:59:59","3","2021/10/15 15:00:00","117901"
"256","0","0","161","2021/10/31 11:59:59","3","2021/10/22 12:00:00","111101"
"257","0","1061","162","2021/11/03 18:59:59","3","2021/10/31 12:00:00","106701"
"258","0","0","162","2021/11/03 18:59:59","3","2021/10/31 12:00:00","180701"
"259","0","0","162","2021/11/03 18:59:59","3","2021/10/31 12:00:00","180301"
"260","0","0","162","2021/11/03 18:59:59","3","2021/10/31 12:00:00","180601"
"261","0","0","162","2021/11/03 18:59:59","3","2021/10/31 12:00:00","180101"
"262","0","0","162","2021/11/03 18:59:59","3","2021/10/31 12:00:00","106801"
"263","0","0","162","2021/11/03 18:59:59","3","2021/10/31 12:00:00","180201"
"264","0","0","162","2021/11/03 18:59:59","3","2021/10/31 12:00:00","180501"
"265","0","0","162","2021/11/03 18:59:59","3","2021/10/31 12:00:00","180401"
"266","0","0","162","2021/11/03 18:59:59","3","2021/10/31 12:00:00","107001"
"267","0","0","162","2021/11/03 18:59:59","3","2021/10/31 12:00:00","106101"
"268","0","0","162","2021/11/03 18:59:59","3","2021/10/31 12:00:00","107101"
"269","0","1062","163","2021/11/11 11:59:59","3","2021/11/03 19:00:00","119001"
"270","0","0","164","2021/11/16 11:59:59","3","2021/11/11 12:00:00","114201"
"271","0","0","164","2021/11/16 11:59:59","3","2021/11/11 12:00:00","114301"
"272","0","1063","166","2021/11/24 11:59:59","3","2021/11/16 12:00:00","119101"
"273","0","0","167","2021/11/30 11:59:59","3","2021/11/24 12:00:00","108401"
"274","0","0","167","2021/11/30 11:59:59","3","2021/11/24 12:00:00","108601"
"275","0","1064","168","2021/12/08 11:59:59","3","2021/11/30 12:00:00","119901"
"276","0","0","169","2021/12/15 14:59:59","3","2021/12/08 12:00:00","114401"
"277","0","0","170","2021/12/22 11:59:59","3","2021/12/15 15:00:00","111501"
"278","0","1065","171","2021/12/31 11:59:59","3","2021/12/22 12:00:00","119301"
"279","0","1066","172","2022/01/03 18:59:59","3","2021/12/31 12:00:00","180801"
"280","0","0","172","2022/01/03 18:59:59","3","2021/12/31 12:00:00","106701"
"281","0","0","172","2022/01/03 18:59:59","3","2021/12/31 12:00:00","180701"
"282","0","0","172","2022/01/03 18:59:59","3","2021/12/31 12:00:00","180301"
"283","0","0","172","2022/01/03 18:59:59","3","2021/12/31 12:00:00","180601"
"284","0","0","172","2022/01/03 18:59:59","3","2021/12/31 12:00:00","180101"
"285","0","0","172","2022/01/03 18:59:59","3","2021/12/31 12:00:00","106801"
"286","0","0","172","2022/01/03 18:59:59","3","2021/12/31 12:00:00","180201"
"287","0","0","172","2022/01/03 18:59:59","3","2021/12/31 12:00:00","180501"
"288","0","0","172","2022/01/03 18:59:59","3","2021/12/31 12:00:00","180401"
"289","0","0","172","2022/01/03 18:59:59","3","2021/12/31 12:00:00","107001"
"290","0","0","172","2022/01/03 18:59:59","3","2021/12/31 12:00:00","106101"
"291","0","0","172","2022/01/03 18:59:59","3","2021/12/31 12:00:00","107101"
"292","0","1067","173","2022/01/11 11:59:59","3","2022/01/03 19:00:00","120701"
"293","0","0","174","2022/01/15 14:59:59","3","2022/01/11 12:00:00","111801"
"294","0","0","174","2022/01/15 14:59:59","3","2022/01/11 12:00:00","115001"
"295","0","1068","175","2022/01/24 11:59:59","3","2022/01/15 15:00:00","120901"
"296","0","0","176","2022/01/27 11:59:59","3","2022/01/24 12:00:00","108801"
"297","0","0","176","2022/01/27 11:59:59","3","2022/01/24 12:00:00","108701"
"298","0","0","177","2022/01/31 11:59:59","3","2022/01/27 12:00:00","112001"
"299","0","0","177","2022/01/31 11:59:59","3","2022/01/27 12:00:00","111901"
"300","0","1069","178","2022/02/08 11:59:59","3","2022/01/31 12:00:00","121001"
"301","0","1070","179","2022/02/15 14:59:59","3","2022/02/08 12:00:00","116401"
"302","0","0","180","2022/02/24 11:59:59","3","2022/02/15 15:00:00","115501"
"303","0","1071","181","2022/02/24 11:59:59","3","2022/02/15 15:00:00","121101"
"304","0","0","182","2022/02/28 11:59:59","3","2022/02/24 12:00:00","117001"
"305","0","1072","183","2022/03/03 18:59:59","3","2022/02/28 12:00:00","118101"
"306","0","0","183","2022/03/03 18:59:59","3","2022/02/28 12:00:00","180801"
"307","0","0","183","2022/03/03 18:59:59","3","2022/02/28 12:00:00","106701"
"308","0","0","183","2022/03/03 18:59:59","3","2022/02/28 12:00:00","180701"
"309","0","0","183","2022/03/03 18:59:59","3","2022/02/28 12:00:00","180301"
"310","0","0","183","2022/03/03 18:59:59","3","2022/02/28 12:00:00","180601"
"311","0","0","183","2022/03/03 18:59:59","3","2022/02/28 12:00:00","180101"
"312","0","0","183","2022/03/03 18:59:59","3","2022/02/28 12:00:00","106801"
"313","0","0","183","2022/03/03 18:59:59","3","2022/02/28 12:00:00","180201"
"314","0","0","183","2022/03/03 18:59:59","3","2022/02/28 12:00:00","180501"
"315","0","0","183","2022/03/03 18:59:59","3","2022/02/28 12:00:00","180401"
"316","0","0","183","2022/03/03 18:59:59","3","2022/02/28 12:00:00","107001"
"317","0","0","183","2022/03/03 18:59:59","3","2022/02/28 12:00:00","106101"
"318","0","0","183","2022/03/03 18:59:59","3","2022/02/28 12:00:00","107101"
"319","0","1073","184","2022/03/11 11:59:59","3","2022/03/03 19:00:00","121301"
"320","0","0","185","2022/03/11 11:59:59","3","2022/03/08 12:00:00","107801"
"321","0","0","185","2022/03/11 11:59:59","3","2022/03/08 12:00:00","107501"
"322","0","0","186","2022/03/15 14:59:59","3","2022/03/11 12:00:00","115901"
"323","0","0","186","2022/03/15 14:59:59","3","2022/03/11 12:00:00","116001"
