ccf131ae6752fdbe3b7cb58c814187f565b8f242736a22cac9826c51f6fe1b49,cb5a0ddf46a3503a830c974eb1d688b0e446c15e21fd24ab78740a0160a0cf61,9f9f1a210afebfcbd8280ed844196db889dce287574d21e5749f0d638d12c7a1,6f6a13060f8895ff343ec55b964de47defaa6b02eb8e06a01b04776173c3749c,5d31599bfa80ce8ee11b9d3b431831d26500fcdd81028439aaf880488901de8b,79dd2797e63b2f914360f8f6e7fdfcb3f457e73b28c6ee9876ef83a516ac0d47,b8b6e79f7a7ed898e02625412054b6f161ba789c28dab39248cc40c90390772b,0ba399456645a1cd81c08c97ff952ca45dda2a9c1985f0e5be1b70577fe3fa91,e7a1f6e539f78886cb0161f60cc2ef8e90a5b8d9babcc1d7000d30def433c1cb,e564b0841b045c25db5f58a14d42bc32290a6629f72444e6156054cbadc9a051,82700d9c795274430bf2a72751dc8573275ee50a73dd311e0015a35b27881864,d79d7b87975503f98223c4af0e3bfb3e3c0713bc9277e15c32ebfc7bb1cd151d,6d58e7cb00d6527b2e37acb744d5c4cdb50680eca275954efe1a112a81ac8f25,e5b5bbb64b0f2c82aff1e54c009dd0866a8edc419968bc096d8898941b731530,84c63e0dd9b8bc6e57098e4ad3cf8634a35ed3c02b9f5d876206770342e28309,1629476d60c5f65420a306d8bb0ae2f67e1dd672152c199ab43f4ea4f865ceee,87f7fdd10ba2079c9df44afe1ab08246a4e1505e814486f74c665c70b1f6c644,d906e8629e686256dc47e6b13f61710484fef728129d9cee2558a529c2e301d1
"54","12500","0","0","0","0","12500","0","0","0","8","0","0","0","30","91002","0","0"
"55","12600","0","0","0","0","12600","0","0","0","8","0","0","0","30","91002","0","0"
"56","12700","0","0","0","0","12700","0","0","0","8","0","0","0","30","91002","0","0"
"57","12800","0","0","0","0","12800","0","0","0","8","0","0","0","30","91002","0","0"
"58","12900","0","0","0","0","12900","0","0","0","8","0","0","0","30","91002","0","0"
"59","13000","0","0","0","0","13000","0","0","0","8","0","0","0","30","91002","0","0"
"60","13100","0","0","0","0","13100","0","0","0","8","0","0","0","30","91002","0","0"
"61","13200","0","0","0","0","13200","0","0","0","8","0","0","0","30","91002","0","0"
"62","13300","0","0","0","0","13300","0","0","0","8","0","0","0","30","91002","0","0"
"63","13400","0","0","0","0","13400","0","0","0","8","0","0","0","30","91002","0","0"
"64","13500","0","0","0","0","13500","0","0","0","8","0","0","0","30","91002","0","0"
"65","13600","0","0","0","0","13600","0","0","0","8","0","0","0","30","91002","0","0"
"66","13700","0","0","0","0","13700","0","0","0","8","0","0","0","30","91002","0","0"
"67","13800","0","0","0","0","13800","0","0","0","8","0","0","0","30","91002","0","0"
"68","13900","0","0","0","0","13900","0","0","0","8","0","0","0","30","91002","0","0"
"69","14000","0","0","0","0","14000","0","0","0","8","0","0","0","30","91002","0","0"
"70","14100","0","0","0","0","14100","0","0","0","8","0","0","0","30","91002","0","0"
"71","14200","0","0","0","0","14200","0","0","0","8","0","0","0","30","91002","0","0"
"72","14300","0","0","0","0","14300","0","0","0","8","0","0","0","30","91002","0","0"
"73","14400","0","0","0","0","14400","0","0","0","8","0","0","0","30","91002","0","0"
"74","14500","0","0","0","0","14500","0","0","0","8","0","0","0","30","91002","0","0"
"75","14600","0","0","0","0","14600","0","0","0","8","0","0","0","30","91002","0","0"
"76","14700","0","0","0","0","14700","0","0","0","8","0","0","0","30","91002","0","0"
"77","14800","0","0","0","0","14800","0","0","0","8","0","0","0","30","91002","0","0"
"78","14900","0","0","0","0","14900","0","0","0","8","0","0","0","30","91002","0","0"
"79","15000","0","0","0","0","15000","0","0","0","8","0","0","0","30","91002","0","0"
