5f108c29ef3a3d6c765eb71ce8cd2689e59c232aa6d6355b745ad843ac46378d,c9695b73a5558c84a4f6c573c0863d632c5241298162d8e75aa7a9ae321e4f18,bf8d43ce647e5440177529b42b0dd042d89b0a78bb06fb53de0395cf4514f06c,6f0c0a83594e3a7060073647ee47634fb533b30a2418b99ea01e464f4f913d20,3daa7d86d661738a4db6dac71c579895dafb686703fc108120ef0ba15e159e97,e50cb6d32648307a78f0975f9a4bbab24e14715c3e05c91d26a8ca15129e1a20
"「公式生放送　2018　秋」内コーナーの特別プレゼントです。","0","0","0","0","9214"
"ルナの塔のアップデートにともなうプレゼントです。","0","0","0","0","9215"
"ミッションの報酬変更にともなうプレゼントです。","0","0","0","0","9216"
"2nd Anniversary記念RTキャンペーンの当選者プレゼントです。","0","0","0","0","9217"
"トモ（マジカル）登場記念のプレゼントです。","0","0","0","0","9218"
"運営から「ドラガリアロスト」応援記念ギルドハウスアイテムのプレゼントです。","0","0","0","0","9219"
"LinksStoreで交換した商品です。","0","0","0","0","9220"
"#ペコBIGキャンペーンの当選者プレゼントです。","0","0","0","0","9221"
"#ペコ猫BIGキャンペーンの当選者プレゼントです。","0","0","0","0","9222"
"リゼロコラボキャンペーン第1弾の当選者プレゼントです。","0","0","0","0","9223"
"2025年4月実施のプレイヤーアンケートの当選者プレゼントです。","0","0","0","0","9224"
"Cygames ID 1周年記念 新年プレゼントキャンペーンの当選者プレゼントです。","0","0","0","0","9225"
"誕生日を迎えたプリンセスのバースデー称号です。","0","0","0","0","9226"
"所持上限を超えて獲得したスタミナです。","0","0","0","0","9301"
"バトルアリーナの防衛報酬です。","0","0","0","0","9302"
"プリンセスアリーナの防衛報酬です。","0","0","0","0","9303"
"サポートで獲得した報酬です。","0","0","0","0","9304"
"ランクアップ前に装備強化で使用したアイテムの一部です。","0","0","0","0","9305"
"プレイヤーEXPが変換されて獲得したコインです。","0","0","0","0","9306"
"クランバトルの討伐報酬で獲得したアイテムです。","0","0","0","0","9307"
"クランメンバーにいいねされて獲得したマナです。","0","0","0","0","9308"
"所持上限を超えて獲得したバトルアリーナのタイム報酬です。","0","0","0","0","9309"
"所持上限を超えて獲得したバトルアリーナの報酬です。","0","0","0","0","9310"
"所持上限を超えて獲得したプリンセスアリーナのタイム報酬です。","0","0","0","0","9311"
"所持上限を超えて獲得したプリンセスアリーナの報酬です。","0","0","0","0","9312"
"所持上限を超えて獲得したキャラ交換の報酬です。","0","0","0","0","9313"
"ガチャ更新によりキャラ交換Ptを変換したアイテムです。","0","0","0","0","9314"
"スタミナが変換されて獲得したコインです。","0","0","0","0","9315"
"SPフェスキャラ交換Ptを変換したアイテムです。","0","0","0","0","9316"
"フレンドサポートで獲得した報酬です。","0","0","0","0","9317"
"所持上限を超えて獲得したスペシャル交換チケットの報酬です。","0","0","0","0","9318"
"購入時に獲得したアイテムです。","0","0","0","0","9319"
"CSPキャラ交換Ptを変換したアイテムです。","0","0","0","0","9320"
"所持上限を超えて獲得したメモリーピース交換チケットの報酬です。","0","0","0","0","9321"
"ストーリー閲覧で獲得したアイテムです。","0","0","0","0","9322"
"みんなのカレンダー内で獲得したアイテムです。","0","0","0","0","9323"
"プリンセスアリーナ未ログイン期間に基づく{0}日分のランキング報酬です。","23","0","0","0","9324"
"バトルアリーナ未ログイン期間に基づく{0}日分のランキング報酬です。","23","0","0","0","9325"
"所持上限を超えて獲得したダイスです。","0","0","0","0","9326"
"所持上限を超えて獲得したキャラ交換チケットの報酬です。","0","0","0","0","9327"
"ガチャのボーナスで獲得したアイテムです。","0","0","0","0","9328"
"所持上限を超えて獲得した{0}です。","27","0","0","0","9329"
"デイリージュエルパックのアイテムです。","0","0","0","0","9401"
"7日間スタミナ応援パックのアイテムです。","0","0","0","0","9402"
"アイテム装備パックⅠを購入して獲得したアイテムです。","0","0","0","0","9403"
"アイテム装備パックⅡを購入して獲得したアイテムです。","0","0","0","0","9404"
"アイテム装備パックⅢを購入して獲得したアイテムです。","0","0","0","0","9405"
"アイテム装備パックⅣを購入して獲得したアイテムです。","0","0","0","0","9406"
"アイテム装備パックⅠ（再販）を購入して獲得したアイテムです。","0","0","0","0","9407"
"アイテム装備パックⅡ（再販）を購入して獲得したアイテムです。","0","0","0","0","9408"
"アイテム装備パックⅢ（再販）を購入して獲得したアイテムです。","0","0","0","0","9409"
"アイテム装備パックⅣ（再販）を購入して獲得したアイテムです。","0","0","0","0","9410"
"アイテム装備パックⅤを購入して獲得したアイテムです。","0","0","0","0","9411"
"アイテム装備パックⅥを購入して獲得したアイテムです。","0","0","0","0","9412"
"アイテム装備パックⅠ（3周年）を購入して獲得したアイテムです。","0","0","0","0","9413"
"アイテム装備パックⅡ（3周年）を購入して獲得したアイテムです。","0","0","0","0","9414"
"アイテム装備パックⅢ（3周年）を購入して獲得したアイテムです。","0","0","0","0","9415"
"アイテム装備パックⅣ（3周年）を購入して獲得したアイテムです。","0","0","0","0","9416"
"アイテム装備パックⅤ（3周年）を購入して獲得したアイテムです。","0","0","0","0","9417"
"アイテム装備パックⅥ（3周年）を購入して獲得したアイテムです。","0","0","0","0","9418"
"アイテム装備パックⅦを購入して獲得したアイテムです。","0","0","0","0","9419"
"アイテム装備パックⅧを購入して獲得したアイテムです。","0","0","0","0","9420"
"アイテム装備パックⅠ（4周年）を購入して獲得したアイテムです。","0","0","0","0","9421"
"アイテム装備パックⅡ（4周年）を購入して獲得したアイテムです。","0","0","0","0","9422"
"アイテム装備パックⅢ（4周年）を購入して獲得したアイテムです。","0","0","0","0","9423"
"アイテム装備パックⅣ（4周年）を購入して獲得したアイテムです。","0","0","0","0","9424"
"アイテム装備パックⅤ（4周年）を購入して獲得したアイテムです。","0","0","0","0","9425"
"アイテム装備パックⅥ（4周年）を購入して獲得したアイテムです。","0","0","0","0","9426"
"アイテム装備パックⅦ（4周年）を購入して獲得したアイテムです。","0","0","0","0","9427"
"アイテム装備パックⅧ（4周年）を購入して獲得したアイテムです。","0","0","0","0","9428"
"アイテム装備パックⅨ（4周年）を購入して獲得したアイテムです。","0","0","0","0","9429"
"アイテム装備パックⅩ（4周年）を購入して獲得したアイテムです。","0","0","0","0","9430"
"コラボパックを購入して獲得したアイテムです。","0","0","0","0","9431"
"スフィアパックを購入して獲得したアイテムです。","0","0","0","0","9432"
"プリンセスナイト強化パックを購入して獲得したアイテムです。","0","0","0","0","9433"
"★6キャラ育成パックを購入して獲得したアイテムです。","0","0","0","0","9434"
"★4EX装備パックを購入して獲得したアイテムです。","0","0","0","0","9435"
"EX★4装備パックを購入して獲得したアイテムです。","0","0","0","0","9436"
"ピュアメモリーピースパックを購入して獲得したアイテムです。","0","0","0","0","9437"
"属性強化パックを購入して獲得したアイテムです。","0","0","0","0","9438"
"究極錬成パックを購入して獲得したアイテムです。","0","0","0","0","9439"
"スペシャルキャラ交換ガチャセットを購入して獲得したアイテムです。","0","0","0","0","9440"
"専用装備１グロウスフィアパックを購入して獲得したアイテムです。","0","0","0","0","9441"
"プリンセスフェスSPキャラ交換ガチャセットを購入して獲得したアイテムです。","0","0","0","0","9442"
"ロールマスタリーパックを購入して獲得したアイテムです。","0","0","0","0","9443"
"アストライアリングパックを購入して獲得したアイテムです。","0","0","0","0","9444"
"錬成スフィアパックを購入して獲得したアイテムです。","0","0","0","0","9445"
"ビギナー&カムバック強化パックを購入して獲得したアイテムです。","0","0","0","0","9446"
"ビギナー&カムバックガチャチケットパックを購入して獲得したアイテムです。","0","0","0","0","9447"
"お試し ラビリンスパスポートパックを購入して獲得したアイテムです。","0","0","0","0","9448"
"マンスリーテーマパックを購入して獲得したアイテムです。","0","0","0","0","9449"
"キャンペーンパックを購入して獲得したアイテムです。","0","0","0","0","9450"
"コラボ記念パックを購入して獲得したアイテムです。","0","0","0","0","9451"
"「イベントログインボーナス」{1}日目で獲得したアイテムです。","13","0","2","0","9501"
"イベントクエスト初回クリアで獲得したアイテムです。","13","0","0","0","9502"
"イベントクエスト{1}クリアで獲得したアイテムです。","13","0","14","0","9503"
"イベントボス「{1}」初回撃破で獲得したアイテムです。","13","0","15","0","9504"
"イベントボス「{1}」のバトルで獲得したアイテムです。","13","0","15","0","9505"
"イベントミッション達成で獲得したアイテムです。","13","0","0","0","9506"
"「{1}」で獲得したアイテムです。","13","0","12","0","9507"
"「{0}」で獲得したアイテムです。","13","0","0","0","9508"
"謎解きで獲得したアイテムです。","0","0","0","0","9509"
"「{0}」で獲得したアイテムです。","18","0","0","0","9510"
"3月イベントコンテンツで獲得したアイテムです。","0","0","0","0","9511"
"サイドストーリークエスト初回クリアで獲得したアイテムです。","13","0","0","0","9512"
"サイドストーリークエスト{1}クリアで獲得したアイテムです。","13","0","14","0","9513"
"サイドストーリーボス「{1}」のバトルで獲得したアイテムです。","13","0","15","0","9514"
"サイドストーリーミッション達成で獲得したアイテムです。","13","0","0","0","9515"
"「復刻イベントログインボーナス」{1}日目で獲得したアイテムです。","13","0","2","0","9516"
"「みんなの稽古場」で獲得したアイテムです。","0","0","0","0","9517"
"EX装備分解で獲得したアイテムです。","0","0","0","0","9518"
"EX装備強化で獲得したアイテムです。","0","0","0","0","9519"
"所持上限を超えて獲得したイベントログインボーナスの報酬です。","0","0","0","0","9520"
"所持上限を超えて獲得した復刻イベントログインボーナスの報酬です。","0","0","0","0","9521"
"所持上限を超えて獲得したプリンセスナイト強化の報酬です。","0","0","0","0","9522"
"「報酬交換」で獲得したアイテムです。","0","0","0","0","9524"
"キャラ育成パックを購入して獲得したアイテムです。","0","0","0","0","9525"
"スタミナパックを購入して獲得したアイテムです。","0","0","0","0","9526"
"商品を購入して獲得したアイテムです。","0","0","0","0","9527"
"ミニゲームで獲得したアイテムです。","0","0","0","0","9600"
"「バトル オブ ランドソル」で獲得したランキング報酬です。","0","0","0","0","9700"
"「バトル オブ ランドソル」で獲得したアタック報酬です。","0","0","0","0","9701"
"「王都終末決戦」で獲得したアイテムです。","0","0","0","0","9702"
"「バトル オブ ランドソル」で獲得したアイテムです。","0","0","0","0","9703"
"「レギオンウォー」で獲得したアイテムです。","0","0","0","0","9704"
"「{0}」で獲得したアイテムです。","24","0","0","0","9705"
"「煉獄のリベリオン」で獲得したアイテムです。","0","0","0","0","9706"
"所持上限を超えて獲得したアイテムです。","0","0","0","0","9707"
"所持上限を超えて獲得した交換チケットの報酬です。","0","0","0","0","9708"
"「{0}」で獲得したアイテムです。","21","0","0","0","9800"
"「{0}」で獲得したアイテムです。","22","0","0","0","9801"
"マスタリーガチャで獲得したアイテムです。","0","0","0","0","9901"
"マスタリーガチャ初回遷移時に獲得したアイテムです。","0","0","0","0","9902"
"黎明界ラビリンスで返却されたアイテムです。","0","0","0","0","10001"
"レイドイベントで獲得したアイテムです。","0","0","0","0","11001"
"「{0}」で獲得したアイテムです。","25","0","0","0","12001"
