230fd6e4461e7a8e81343e434aaeee6b64c53ac8ffe090b889c79bfdf17b15ae,29442d3bdb6881d41cce6688a44f51f50b07adeee1a3ba9c220135fac7c1e6d7,70cb383a3bc6d6c1e7677cd3f3a99cd7176cb674463d80f45c7cb13d9adc09e9,ef06b4d51a58d04fa17a4b7602397c10b357f637bcce139b7eb577aefa1cfcaa,af176594d48f294f1073bfdaec0ed724efef240e693ff559e5a40b63e911842a,f0d2604f9d2f5981641a9671e8d6516e380625b2b25c80bda7abc60cfde55964,69cf4fa5090d8b0384474b62ee343b808eca90e4e677a320034d841562a176af,0a10ef6516603bf029febf5abd2e0ed7de89f7db6d31a687409d721d235cc6a9,ac378f72e124c6d2d2f77ace7118bc93ae6350c2f2c1d0ea3e6ae698e05f121f,282e70d2f22d313c4e6753f3137b8bcdac217b63e3b58dc4e61a02651edbe737,d3e5369fcda92bb74d5b595a0fb88a8d015f9429d01a4b08eca9ff3c55eb6912,80237e6c46ba6c6e59f8c0a19d9b04fe60450030fe992e815dd85b98d7ff0cd4,755df950a90b04709e4691090ce5057cef6305934a8b95278fd0fb01c33bf087,17d8fac9ab33e0a2edc1366cf7266549dccb9ef6870cd0eb287c10c781318571,63c732c42dca47f65e5e2f8c8e86969ac88bbab6c8763fef984d0e7f96e0f74b,2c3c4dbeabc506703d6138c1079f17c959495644eb2f407d34840921be8afa1f
"110030031","1","0","0","0","0","0","102163","0","4","102252","0","1","0","0","4"
"110030041","1","0","0","0","0","0","102222","0","4","102192","0","1","0","0","4"
"110030051","1","0","0","0","0","0","102013","0","4","102131","0","1","0","0","4"
"110030061","1","0","0","0","0","0","102014","0","4","102101","0","1","0","0","4"
"110030071","1","0","0","0","0","0","102041","0","4","122282","0","1","0","0","4"
"110030081","1","0","0","0","0","0","122312","0","4","122342","0","1","0","0","4"
"110030091","1","0","0","0","0","0","122372","0","4","122401","0","1","0","0","4"
"110030101","1","0","0","0","0","0","122432","0","4","122521","0","1","0","0","4"
"110030111","1","0","0","0","0","0","102552","0","4","102582","0","1","0","0","4"
"110030121","1","0","0","0","0","0","122614","0","4","122613","0","1","0","0","4"
"110040011","1","0","0","0","0","0","102101","0","4","102252","0","1","0","0","4"
"110040021","1","0","0","0","0","0","102014","0","4","102192","0","1","0","0","4"
"110040031","1","0","0","0","0","0","113071","0","4","102013","0","1","0","0","4"
"110040041","1","0","0","0","0","0","113011","0","4","102163","0","1","0","0","4"
"110040051","1","0","0","0","0","0","123161","0","4","123251","0","1","0","0","4"
"110040061","1","0","0","0","0","0","113221","0","4","113191","0","1","0","0","4"
"110040071","1","0","0","0","0","0","123281","0","4","102552","0","1","0","0","4"
"110040081","1","0","0","0","0","0","123311","0","4","102582","0","1","0","0","4"
"110040091","1","0","0","0","0","0","123341","0","4","122614","0","1","0","0","4"
"110040101","1","0","0","0","0","0","113431","0","4","113521","0","1","0","0","4"
"110040111","1","0","0","0","0","0","113551","0","4","113581","0","1","0","0","4"
"110040121","1","0","0","0","0","0","113611","0","4","123612","0","1","0","0","4"
"110040131","1","0","0","0","0","0","123192","0","4","113252","0","1","0","0","4"
"110050011","1","0","0","0","0","0","123161","0","4","113191","0","1","0","0","4"
"110050021","1","0","0","0","0","0","113221","0","4","113071","0","1","0","0","4"
"110050031","1","0","0","0","0","0","123192","0","4","123251","0","1","0","0","4"
"110050041","1","0","0","0","0","0","113012","0","4","113101","0","1","0","0","4"
"110050051","1","0","0","0","0","0","113162","0","4","113252","0","1","0","0","4"
"110050061","1","0","0","0","0","0","123041","0","4","113131","0","1","0","0","4"
"110050071","1","0","0","0","0","0","113342","0","4","113522","0","1","0","0","4"
"110050081","1","0","0","0","0","0","123371","0","4","123432","0","1","0","0","4"
"110050091","1","0","0","0","0","0","123282","0","4","123461","0","1","0","0","4"
"110050101","1","0","0","0","0","0","113401","0","4","123491","0","1","0","0","4"
"110050111","1","0","0","0","0","0","113552","0","4","113162","0","1","0","0","4"
"110050121","1","0","0","0","0","0","123582","0","4","113012","0","1","0","0","4"
"110050131","1","0","0","0","0","0","123072","0","4","113222","0","1","0","0","4"
"110060011","1","0","0","0","0","0","113101","0","4","113131","0","1","0","0","4"
"110060021","1","0","0","0","0","0","113162","0","4","123192","0","1","0","0","4"
"110060031","1","0","0","0","0","0","123193","0","4","113252","0","1","0","0","4"
"110060041","1","0","0","0","0","0","123132","0","4","113012","0","1","0","0","4"
"110060051","1","0","0","0","0","0","113013","0","4","123072","0","1","0","0","4"
"110060061","1","0","0","0","0","0","123042","0","4","113222","0","1","0","0","4"
"110060071","1","0","0","0","0","0","113283","0","4","123041","0","1","0","0","4"
"110060081","1","0","0","0","0","0","123343","0","4","113522","0","1","0","0","4"
"110060091","1","0","0","0","0","0","113372","0","4","113552","0","1","0","0","4"
"110060101","1","0","0","0","0","0","113553","0","4","123582","0","1","0","0","4"
"110060111","1","0","0","0","0","0","113614","0","4","113013","0","1","0","0","4"
"110060121","1","0","0","0","0","0","123583","0","4","123193","0","1","0","0","4"
"110060131","1","0","0","0","0","0","124131","0","4","123042","0","1","0","0","4"
"110060141","1","0","0","0","0","0","124101","0","4","124251","0","1","0","0","4"
"110070011","1","0","0","0","0","0","113222","0","4","123432","0","1","0","0","4"
"110070021","1","0","0","0","0","0","113013","0","4","123072","0","1","0","0","4"
"110070031","1","0","0","0","0","0","124251","0","4","123132","0","1","0","0","4"
"110070041","1","0","0","0","0","0","114011","0","4","124131","0","1","0","0","4"
"110070051","1","0","0","0","0","0","124101","0","4","114191","0","1","0","0","4"
"110070061","1","0","0","0","0","0","124161","0","4","124071","0","1","0","0","4"
"110070071","1","0","0","0","0","0","114041","0","4","114221","0","1","0","0","4"
"110070081","1","0","0","0","0","0","114011","0","4","124251","0","1","0","0","4"
"110070091","1","0","0","0","0","0","114281","0","4","124101","0","1","0","0","4"
"110070101","1","0","0","0","0","0","114221","0","4","124161","0","1","0","0","4"
"110070111","1","0","0","0","0","0","124311","0","4","114041","0","1","0","0","4"
"110070121","1","0","0","0","0","0","114341","0","4","124071","0","1","0","0","4"
"110070131","1","0","0","0","0","0","114371","0","4","114191","0","1","0","0","4"
"110070141","1","0","0","0","0","0","124401","0","4","124131","0","1","0","0","4"
"110080011","1","0","0","0","0","0","114041","0","4","114011","0","1","0","0","4"
"110080021","1","0","0","0","0","0","124131","0","4","124161","0","1","0","0","4"
"110080031","1","0","0","0","0","0","124101","0","4","124071","0","1","0","0","4"
"110080041","1","0","0","0","0","0","114191","0","4","114221","0","1","0","0","4"
"110080051","1","0","0","0","0","0","114281","0","4","114011","0","1","0","0","4"
"110080061","1","0","0","0","0","0","124311","0","4","114041","0","1","0","0","4"
"110080071","1","0","0","0","0","0","114341","0","4","114221","0","1","0","0","4"
"110080081","1","0","0","0","0","0","124431","0","4","114191","0","1","0","0","4"
"110080091","1","0","0","0","0","0","124521","0","4","124131","0","1","0","0","4"
"110080101","1","0","0","0","0","0","124401","0","4","114011","0","1","0","0","4"
"110080111","1","0","0","0","0","0","114371","0","4","124101","0","1","0","0","4"
"110080121","1","0","0","0","0","0","114341","0","4","124251","0","1","0","0","4"
"110080131","1","0","0","0","0","0","124491","0","4","124071","0","1","0","0","4"
"110080141","1","0","0","0","0","0","114461","0","4","114221","0","1","0","0","4"
"110080151","1","0","0","0","0","0","114371","0","4","124161","0","1","0","0","4"
"110090011","1","0","0","0","0","0","124251","0","4","124071","0","1","0","0","4"
"110090021","1","0","0","0","0","0","114011","0","4","114221","0","1","0","0","4"
"110090031","1","0","0","0","0","0","114191","0","4","124161","0","1","0","0","4"
"110090041","1","0","0","0","0","0","114162","0","4","124311","0","1","0","0","4"
"110090051","1","0","0","0","0","0","114012","0","4","114072","0","1","0","0","4"
"110090061","1","0","0","0","0","0","124192","0","4","114102","0","1","0","0","4"
"110090071","1","0","0","0","0","0","114132","0","4","114252","0","1","0","0","4"
"110090081","1","0","0","0","0","0","114222","0","4","124042","0","1","0","0","4"
"110090091","1","0","0","0","0","0","114072","0","4","114461","0","1","0","0","4"
"110090101","1","0","0","0","0","0","114162","0","4","114132","0","1","0","0","4"
"110090111","1","0","0","0","0","0","114012","0","4","124431","0","1","0","0","4"
"110090121","1","0","0","0","0","0","114102","0","4","124192","0","1","0","0","4"
"110090131","1","0","0","0","0","0","114252","0","4","124491","0","1","0","0","4"
"110090141","1","0","0","0","0","0","124042","0","4","114222","0","1","0","0","4"
"110090151","1","0","0","0","0","0","114012","0","4","114252","0","1","0","0","4"
"110100011","1","0","0","0","0","0","124192","0","4","114012","0","1","0","0","4"
"110100021","1","0","0","0","0","0","114222","0","4","114162","0","1","0","0","4"
"110100031","1","0","0","0","0","0","114252","0","4","114132","0","1","0","0","4"
"110100041","1","0","0","0","0","0","124282","0","4","114072","0","1","0","0","4"
"110100051","1","0","0","0","0","0","124372","0","4","124342","0","1","0","0","4"
"110100061","1","0","0","0","0","0","124312","0","4","114611","0","1","0","0","4"
"110100071","1","0","0","0","0","0","124522","0","4","114581","0","1","0","0","4"
"110100081","1","0","0","0","0","0","124432","0","4","114551","0","1","0","0","4"
"110100091","1","0","0","0","0","0","124342","0","4","114581","0","1","0","0","4"
"110100101","1","0","0","0","0","0","124372","0","4","114611","0","1","0","0","4"
"110100111","1","0","0","0","0","0","124312","0","4","114551","0","1","0","0","4"
"110100121","1","0","0","0","0","0","124342","0","4","114581","0","1","0","0","4"
"110100131","1","0","0","0","0","0","124522","0","4","114551","0","1","0","0","4"
"110100141","1","0","0","0","0","0","124432","0","4","114611","0","1","0","0","4"
"110100151","1","0","0","0","0","0","124282","0","4","114551","0","1","0","0","4"
"110100161","1","0","0","0","0","0","124342","0","4","124432","0","1","0","0","4"
"110100171","1","0","0","0","0","0","124312","0","4","124282","0","1","0","0","4"
"110110011","1","0","0","0","0","0","124282","0","4","124312","0","1","0","0","4"
"110110021","1","0","0","0","0","0","124372","0","4","124522","0","1","0","0","4"
"110110031","1","0","0","0","0","0","124342","0","4","124432","0","1","0","0","4"
"110110041","1","0","0","0","0","0","114073","0","4","124312","0","1","0","0","4"
"110110051","1","0","0","0","0","0","124163","0","4","124253","0","1","0","0","4"
"110110061","1","0","0","0","0","0","114013","0","4","114193","0","1","0","0","4"
"110110071","1","0","0","0","0","0","114223","0","4","124103","0","1","0","0","4"
"110110081","1","0","0","0","0","0","114133","0","4","114043","0","1","0","0","4"
"110110091","1","0","0","0","0","0","114073","0","4","124282","0","1","0","0","4"
"110110101","1","0","0","0","0","0","124163","0","4","124522","0","1","0","0","4"
"110110111","1","0","0","0","0","0","124253","0","4","124372","0","1","0","0","4"
"110110121","1","0","0","0","0","0","114013","0","4","114551","0","1","0","0","4"
"110110131","1","0","0","0","0","0","114193","0","4","124432","0","1","0","0","4"
"110110141","1","0","0","0","0","0","114223","0","4","114611","0","1","0","0","4"
"110110151","1","0","0","0","0","0","124103","0","4","124342","0","1","0","0","4"
"110110161","1","0","0","0","0","0","114133","0","4","114581","0","1","0","0","4"
"110110171","1","0","0","0","0","0","114043","0","4","114611","0","1","0","0","4"
"110120011","1","0","0","0","0","0","114193","0","4","114013","0","1","0","0","4"
"110120021","1","0","0","0","0","0","114223","0","4","124163","0","1","0","0","4"
"110120031","1","0","0","0","0","0","124253","0","4","114133","0","1","0","0","4"
"110120041","1","0","0","0","0","0","124313","0","4","114073","0","1","0","0","4"
"110120051","1","0","0","0","0","0","124462","0","4","124343","0","1","0","0","4"
"110120061","1","0","0","0","0","0","124283","0","4","124402","0","1","0","0","4"
"110120071","1","0","0","0","0","0","124523","0","4","124313","0","1","0","0","4"
"110120081","1","0","0","0","0","0","124402","0","4","124462","0","1","0","0","4"
"110120091","1","0","0","0","0","0","124343","0","4","124523","0","1","0","0","4"
"110120101","1","0","0","0","0","0","124462","0","4","114612","0","1","0","0","4"
"110120111","1","0","0","0","0","0","124283","0","4","114552","0","1","0","0","4"
"110120121","1","0","0","0","0","0","124343","0","4","114582","0","1","0","0","4"
"110120131","1","0","0","0","0","0","124523","0","4","114552","0","1","0","0","4"
"110120141","1","0","0","0","0","0","124402","0","4","114612","0","1","0","0","4"
"110120151","1","0","0","0","0","0","124313","0","4","114552","0","1","0","0","4"
"110120161","1","0","0","0","0","0","124343","0","4","114582","0","1","0","0","4"
"110120171","1","0","0","0","0","0","124283","0","4","114612","0","1","0","0","4"
"110130011","1","0","0","0","0","0","124283","0","4","124462","0","1","0","0","4"
"110130021","1","0","0","0","0","0","124523","0","4","124343","0","1","0","0","4"
"110130031","1","0","0","0","0","0","124402","0","4","124313","0","1","0","0","4"
"110130041","1","0","0","0","0","0","124074","0","4","124462","0","1","0","0","4"
"110130051","1","0","0","0","0","0","114164","0","4","114254","0","1","0","0","4"
"110130061","1","0","0","0","0","0","114014","0","4","114194","0","1","0","0","4"
"110130071","1","0","0","0","0","0","124224","0","4","114104","0","1","0","0","4"
"110130081","1","0","0","0","0","0","114134","0","4","124044","0","1","0","0","4"
"110130091","1","0","0","0","0","0","124074","0","4","124283","0","1","0","0","4"
"110130101","1","0","0","0","0","0","114164","0","4","124343","0","1","0","0","4"
"110130111","1","0","0","0","0","0","114254","0","4","124523","0","1","0","0","4"
"110130121","1","0","0","0","0","0","114014","0","4","114552","0","1","0","0","4"
"110130131","1","0","0","0","0","0","114194","0","4","124313","0","1","0","0","4"
"110130141","1","0","0","0","0","0","124224","0","4","114612","0","1","0","0","4"
"110130151","1","0","0","0","0","0","114104","0","4","124402","0","1","0","0","4"
"110130161","1","0","0","0","0","0","114134","0","4","114582","0","1","0","0","4"
"110130171","1","0","0","0","0","0","124044","0","4","114612","0","1","0","0","4"
"110140011","1","0","0","0","0","0","114014","0","4","114254","0","1","0","0","4"
"110140021","1","0","0","0","0","0","114134","0","4","114104","0","1","0","0","4"
"110140031","1","0","0","0","0","0","124224","0","4","124074","0","1","0","0","4"
"110140041","1","0","0","0","0","0","114553","0","4","124044","0","1","0","0","4"
"110140051","1","0","0","0","0","0","114613","0","4","124224","0","1","0","0","4"
"110140061","1","0","0","0","0","0","114583","0","4","114164","0","1","0","0","4"
"110140071","1","0","0","0","0","0","114554","0","4","114134","0","1","0","0","4"
"110140081","1","0","0","0","0","0","114553","0","4","114104","0","1","0","0","4"
"110140091","1","0","0","0","0","0","114613","0","4","114254","0","1","0","0","4"
"110140101","1","0","0","0","0","0","114583","0","4","114194","0","1","0","0","4"
"110140111","1","0","0","0","0","0","114554","0","4","124074","0","1","0","0","4"
"110140121","1","0","0","0","0","0","114583","0","4","114613","0","1","0","0","4"
"110140131","1","0","0","0","0","0","114554","0","4","114583","0","1","0","0","4"
"110140141","1","0","0","0","0","0","114553","0","4","114554","0","1","0","0","4"
"110150011","1","0","0","0","0","0","114583","0","4","124044","0","1","0","0","4"
"110150021","1","0","0","0","0","0","114613","0","4","114104","0","1","0","0","4"
"110150031","1","0","0","0","0","0","114553","0","4","114194","0","1","0","0","4"
"110150041","1","0","0","0","0","0","124284","0","4","114554","0","1","0","0","4"
"110150051","1","0","0","0","0","0","124433","0","4","114583","0","1","0","0","4"
"110150061","1","0","0","0","0","0","124373","0","4","114613","0","1","0","0","4"
"110150071","1","0","0","0","0","0","124314","0","4","114553","0","1","0","0","4"
"110150081","1","0","0","0","0","0","124344","0","4","114554","0","1","0","0","4"
"110150091","1","0","0","0","0","0","124463","0","4","114613","0","1","0","0","4"
"110150101","1","0","0","0","0","0","124344","0","4","124373","0","1","0","0","4"
"110150111","1","0","0","0","0","0","124284","0","4","124433","0","1","0","0","4"
"110150121","1","0","0","0","0","0","124373","0","4","124463","0","1","0","0","4"
"110150131","1","0","0","0","0","0","124314","0","4","124284","0","1","0","0","4"
"110150141","1","0","0","0","0","0","124433","0","4","124344","0","1","0","0","4"
"110160011","1","0","0","0","0","0","124314","0","4","124463","0","1","0","0","4"
"110160021","1","0","0","0","0","0","124373","0","4","124344","0","1","0","0","4"
"110160031","1","0","0","0","0","0","124433","0","4","124314","0","1","0","0","4"
"110160041","1","0","0","0","0","0","115071","0","4","124463","0","1","0","0","4"
"110160051","1","0","0","0","0","0","115161","0","4","115251","0","1","0","0","4"
"110160061","1","0","0","0","0","0","115011","0","4","125191","0","1","0","0","4"
"110160071","1","0","0","0","0","0","115221","0","4","125101","0","1","0","0","4"
"110160081","1","0","0","0","0","0","115041","0","4","125131","0","1","0","0","4"
"110160091","1","0","0","0","0","0","115071","0","4","124284","0","1","0","0","4"
"110160101","1","0","0","0","0","0","125101","0","4","124344","0","1","0","0","4"
"110160111","1","0","0","0","0","0","115251","0","4","124373","0","1","0","0","4"
"110160121","1","0","0","0","0","0","115011","0","4","114553","0","1","0","0","4"
"110160131","1","0","0","0","0","0","125131","0","4","124314","0","1","0","0","4"
"110160141","1","0","0","0","0","0","115221","0","4","114613","0","1","0","0","4"
"110170011","1","0","0","0","0","0","115161","0","4","115071","0","1","0","0","4"
"110170021","1","0","0","0","0","0","125191","0","4","115251","0","1","0","0","4"
"110170031","1","0","0","0","0","0","115041","0","4","115221","0","1","0","0","4"
"110170041","1","0","0","0","0","0","115581","0","4","115011","0","1","0","0","4"
"110170051","1","0","0","0","0","0","115611","0","4","125101","0","1","0","0","4"
"110170061","1","0","0","0","0","0","115551","0","4","125131","0","1","0","0","4"
"110170071","1","0","0","0","0","0","115581","0","4","115161","0","1","0","0","4"
"110170081","1","0","0","0","0","0","115611","0","4","115041","0","1","0","0","4"
"110170091","1","0","0","0","0","0","115551","0","4","125191","0","1","0","0","4"
"110170101","1","0","0","0","0","0","115581","0","4","125101","0","1","0","0","4"
"110170111","1","0","0","0","0","0","115611","0","4","115071","0","1","0","0","4"
"110170121","1","0","0","0","0","0","115551","0","4","115581","0","1","0","0","4"
"110170131","1","0","0","0","0","0","115581","0","4","115611","0","1","0","0","4"
"110170141","1","0","0","0","0","0","115611","0","4","115551","0","1","0","0","4"
"110180011","1","0","0","0","0","0","115551","0","4","115581","0","1","0","0","4"
"110180021","1","0","0","0","0","0","115581","0","4","115611","0","1","0","0","4"
"110180031","1","0","0","0","0","0","115611","0","4","115551","0","1","0","0","4"
"110180041","1","0","0","0","0","0","125401","0","4","115551","0","1","0","0","4"
"110180051","1","0","0","0","0","0","125341","0","4","115581","0","1","0","0","4"
"110180061","1","0","0","0","0","0","125521","0","4","115611","0","1","0","0","4"
"110180071","1","0","0","0","0","0","125281","0","4","115551","0","1","0","0","4"
"110180081","1","0","0","0","0","0","125311","0","4","115581","0","1","0","0","4"
"110180091","1","0","0","0","0","0","125371","0","4","115611","0","1","0","0","4"
"110180101","1","0","0","0","0","0","125341","0","4","115551","0","1","0","0","4"
"110180111","1","0","0","0","0","0","125521","0","4","115581","0","1","0","0","4"
"110180121","1","0","0","0","0","0","125311","0","4","125401","0","1","0","0","4"
"110180131","1","0","0","0","0","0","125371","0","4","125521","0","1","0","0","4"
"110180141","1","0","0","0","0","0","125281","0","4","125341","0","1","0","0","4"
"110190011","1","0","0","0","0","0","125371","0","4","125401","0","1","0","0","4"
"110190021","1","0","0","0","0","0","125311","0","4","125281","0","1","0","0","4"
"110190031","1","0","0","0","0","0","125521","0","4","125341","0","1","0","0","4"
"110190041","1","0","0","0","0","0","125072","0","4","125371","0","1","0","0","4"
"110190051","1","0","0","0","0","0","125012","0","4","115192","0","1","0","0","4"
"110190061","1","0","0","0","0","0","115222","0","4","115102","0","1","0","0","4"
"110190071","1","0","0","0","0","0","115042","0","4","115132","0","1","0","0","4"
"110190081","1","0","0","0","0","0","125252","0","4","125162","0","1","0","0","4"
"110190091","1","0","0","0","0","0","125072","0","4","125281","0","1","0","0","4"
"110190101","1","0","0","0","0","0","115042","0","4","125401","0","1","0","0","4"
"110190111","1","0","0","0","0","0","125252","0","4","125371","0","1","0","0","4"
"110190121","1","0","0","0","0","0","125012","0","4","125311","0","1","0","0","4"
"110190131","1","0","0","0","0","0","115132","0","4","125341","0","1","0","0","4"
"110190141","1","0","0","0","0","0","115222","0","4","125521","0","1","0","0","4"
"110200011","1","0","0","0","0","0","115102","0","4","125162","0","1","0","0","4"
"110200021","1","0","0","0","0","0","115192","0","4","125252","0","1","0","0","4"
"110200031","1","0","0","0","0","0","115042","0","4","115222","0","1","0","0","4"
"110200041","1","0","0","0","0","0","115582","0","4","115132","0","1","0","0","4"
"110200051","1","0","0","0","0","0","115612","0","4","125012","0","1","0","0","4"
"110200061","1","0","0","0","0","0","115552","0","4","115102","0","1","0","0","4"
"110200071","1","0","0","0","0","0","115582","0","4","125072","0","1","0","0","4"
"110200081","1","0","0","0","0","0","115612","0","4","115042","0","1","0","0","4"
"110200091","1","0","0","0","0","0","115552","0","4","115192","0","1","0","0","4"
"110200101","1","0","0","0","0","0","115582","0","4","125012","0","1","0","0","4"
"110200111","1","0","0","0","0","0","115612","0","4","115222","0","1","0","0","4"
"110200121","1","0","0","0","0","0","115552","0","4","115582","0","1","0","0","4"
"110200131","1","0","0","0","0","0","115582","0","4","115612","0","1","0","0","4"
"110200141","1","0","0","0","0","0","115612","0","4","115552","0","1","0","0","4"
"110210011","1","0","0","0","0","0","115552","0","4","115582","0","1","0","0","4"
"110210021","1","0","0","0","0","0","115582","0","4","115612","0","1","0","0","4"
"110210031","1","0","0","0","0","0","115612","0","4","115552","0","1","0","0","4"
"110210041","1","0","0","0","0","0","125431","0","4","115552","0","1","0","0","4"
"110210051","1","0","0","0","0","0","125342","0","4","115582","0","1","0","0","4"
"110210061","1","0","0","0","0","0","125522","0","4","115612","0","1","0","0","4"
"110210071","1","0","0","0","0","0","125282","0","4","115552","0","1","0","0","4"
"110210081","1","0","0","0","0","0","125312","0","4","115582","0","1","0","0","4"
"110210091","1","0","0","0","0","0","125372","0","4","115612","0","1","0","0","4"
"110210101","1","0","0","0","0","0","125342","0","4","115552","0","1","0","0","4"
"110210111","1","0","0","0","0","0","125522","0","4","115582","0","1","0","0","4"
"110210121","1","0","0","0","0","0","125312","0","4","125431","0","1","0","0","4"
"110210131","1","0","0","0","0","0","125372","0","4","125522","0","1","0","0","4"
"110210141","1","0","0","0","0","0","125282","0","4","125342","0","1","0","0","4"
"110220011","1","0","0","0","0","0","125431","0","4","125282","0","1","0","0","4"
"110220021","1","0","0","0","0","0","125342","0","4","125312","0","1","0","0","4"
"110220031","1","0","0","0","0","0","125522","0","4","125431","0","1","0","0","4"
"110220041","1","0","0","0","0","0","115073","0","4","125372","0","1","0","0","4"
"110220051","1","0","0","0","0","0","125013","0","4","125193","0","1","0","0","4"
"110220061","1","0","0","0","0","0","125223","0","4","125103","0","1","0","0","4"
"110220071","1","0","0","0","0","0","125043","0","4","115133","0","1","0","0","4"
"110220081","1","0","0","0","0","0","125253","0","4","115163","0","1","0","0","4"
"110220091","1","0","0","0","0","0","115073","0","4","125312","0","1","0","0","4"
"110220101","1","0","0","0","0","0","125043","0","4","125282","0","1","0","0","4"
"110220111","1","0","0","0","0","0","125253","0","4","125522","0","1","0","0","4"
"110220121","1","0","0","0","0","0","125013","0","4","125342","0","1","0","0","4"
"110220131","1","0","0","0","0","0","115133","0","4","125431","0","1","0","0","4"
"110220141","1","0","0","0","0","0","125223","0","4","125372","0","1","0","0","4"
"110230011","1","0","0","0","0","0","125103","0","4","125043","0","1","0","0","4"
"110230021","1","0","0","0","0","0","125223","0","4","115073","0","1","0","0","4"
"110230031","1","0","0","0","0","0","125253","0","4","125013","0","1","0","0","4"
"110230041","1","0","0","0","0","0","115583","0","4","115133","0","1","0","0","4"
"110230051","1","0","0","0","0","0","115613","0","4","115163","0","1","0","0","4"
"110230061","1","0","0","0","0","0","115553","0","4","125193","0","1","0","0","4"
"110230071","1","0","0","0","0","0","115583","0","4","125103","0","1","0","0","4"
"110230081","1","0","0","0","0","0","115613","0","4","115073","0","1","0","0","4"
"110230091","1","0","0","0","0","0","115553","0","4","125223","0","1","0","0","4"
"110230101","1","0","0","0","0","0","115583","0","4","125043","0","1","0","0","4"
"110230111","1","0","0","0","0","0","115613","0","4","125013","0","1","0","0","4"
"110230121","1","0","0","0","0","0","115583","0","4","115553","0","1","0","0","4"
"110230131","1","0","0","0","0","0","115613","0","4","115583","0","1","0","0","4"
"110230141","1","0","0","0","0","0","115553","0","4","115613","0","1","0","0","4"
"110240011","1","0","0","0","0","0","115553","0","4","125223","0","1","0","0","4"
"110240021","1","0","0","0","0","0","115613","0","4","115163","0","1","0","0","4"
"110240031","1","0","0","0","0","0","115583","0","4","125253","0","1","0","0","4"
"110240041","1","0","0","0","0","0","125491","0","4","115553","0","1","0","0","4"
"110240051","1","0","0","0","0","0","125343","0","4","115613","0","1","0","0","4"
