a6c55c633996b5e0f3bf25e588eb6b0393a27ecf8b3a348d2a49fa4713895a40,5911da6497f7c25888a1fe0b551b8d9bdbb82972714c7396c5d1563073bfe78e,ace0fe2aa2fb97353416840c9d8a7bbea7a0cbdadf4bb8f2c2c420b67f8356e3,75c3d9f5f27f7e54951d5a2a32572a1f4f77f0fa7b0eb34f98cf30b753bbb931,6c34ab826c5373fcc4d36273e8b5641ceb33c578ca74589c4c654908aa10e708,1c2cdf959f231ec52bdc42b289e1e5ddb7ad8518c5966effb8d9a48a21e9ac9e,38f72405854b2263ac8d3eb1d15bea58de745e00e97855e285a6459e4fac1120,ff6aeddbca955ce5d9f322eef0617ebc5d35ca09aa6212c0a3aa92733a6b2984,c8473d1cf18d35e7b4000b3faebd44566421c1aa52c0a9f3418c5c0b768827ca,a2d65f1ef4d4aaf19b4a6a0691256a4c77e3900a7c7850cea22f5b877749544a,93718fc4972979a294a29de85f868a92754b5264744704338fbc70d51d7e00de,1b1ffd10dfa5d098c1d6f73d66da0d22f752c8f9c3e5d73a81b9c989d234c254,b744d7d62b3ffbdd204b2f00295ab8a3136e901a8f91a956a921a9d81e384ee7
"0","0","10010228","0","0","1","34","0","5","10010229","0","0","10010227"
"1","0","10010229","0","0","1","33","0","2","10010230","0","0","10010228"
"3","0","10010230","0","0","1","32","0","14","10010231","0","0","10010229"
"0","0","10010231","0","0","1","31","0","4","10010232","0","0","10010230"
"10001","0","10010232","0","0","1","30","0","7","10010233","0","0","10010231"
"0","0","10010233","0","10010236","1","29","0","6","10010234","0","0","10010232"
"10001","0","10010234","0","0","1","28","0","7","10010573","0","0","10010233"
"3","0","10010236","0","0","1","28","0","2","10010237","0","0","10010233"
"2","0","10010237","0","0","1","27","0","3","10010574","0","0","10010236"
"3","0","10010239","0","0","1","25","0","3","10010240","0","0","10010574"
"3","0","10010240","0","0","1","24","0","2","10010241","0","0","10010239"
"0","0","10010241","0","0","1","23","0","4","10010575","0","0","10010240"
"2","0","10010244","0","0","1","24","0","14","10010564","0","0","10010245"
"10003","0","10010245","0","0","1","25","0","7","10010244","0","0","10010246"
"1","0","10010246","0","0","1","26","0","14","10010245","0","0","10010573"
"0","0","10010247","0","0","1","21","0","4","10010248","0","0","10010575"
"10001","0","10010248","0","10010250","1","20","0","11","10010249","0","0","10010247"
"10003","0","10010249","0","0","1","19","0","7","10010253","0","0","10010248"
"0","0","10010250","0","0","1","19","0","5","10010251","0","0","10010248"
"0","0","10010251","0","0","1","18","0","6","10010577","0","0","10010250"
"2","0","10010253","0","0","1","18","0","3","10010576","0","0","10010249"
"5","0","10010255","0","0","1","16","10010577","14","10010256","0","0","10010576"
"2","0","10010256","0","0","1","15","0","2","10010257","0","0","10010255"
"0","0","10010257","0","0","1","14","0","12","10010258","0","0","10010256"
"1","0","10010258","0","0","1","13","0","2","10010259","0","0","10010257"
"10001","0","10010259","0","0","1","12","0","7","10010260","0","0","10010258"
"2","0","10010260","0","0","1","11","0","2","10010261","0","0","10010259"
"10001","0","10010261","0","0","1","10","0","7","10010262","0","0","10010260"
"1","0","10010262","0","0","1","9","0","3","10010263","0","0","10010261"
"10001","0","10010263","0","0","1","8","0","7","10010264","0","0","10010262"
"0","0","10010264","0","10010717","1","7","0","6","10010719","0","0","10010263"
"2","0","10010272","0","0","1","5","0","3","10010273","0","0","10010719"
"10002","0","10010273","0","0","1","4","10010721","7","10010274","0","0","10010272"
"0","0","10010274","0","0","1","3","0","4","10010275","0","0","10010273"
"3","0","10010275","0","0","1","2","0","2","10010276","0","0","10010274"
"3","0","10010276","0","0","1","1","0","3","10010277","0","0","10010275"
"0","0","10010277","0","0","1","0","0","13","10010278","0","0","10010276"
"1","0","10010278","0","0","1","60","0","2","10010279","0","0","10010277"
"2","0","10010279","0","0","1","59","0","3","10010280","0","0","10010278"
"2","0","10010280","0","0","1","58","0","2","10010281","0","0","10010279"
"0","0","10010281","0","0","1","57","0","5","10010282","0","0","10010280"
"10002","0","10010282","0","10010285","1","56","0","7","10010283","0","0","10010281"
"0","0","10010283","0","0","1","55","0","12","10010296","0","0","10010282"
"3","0","10010285","0","0","1","61","0","2","10010695","0","0","10010282"
"10003","0","10010287","0","0","1","58","0","7","10010697","0","0","10010696"
"3","0","10010290","0","0","1","56","0","14","10010291","0","0","10010697"
"3","0","10010291","0","0","1","55","0","3","10010292","0","0","10010290"
"10002","0","10010292","0","0","1","54","0","7","10010699","0","0","10010291"
"2","0","10010295","0","0","1","51","0","2","10010300","0","0","10010700"
"0","0","10010296","0","0","1","54","0","6","10010578","0","0","10010283"
"0","0","10010299","0","0","1","51","0","4","10010300","0","0","10010723"
"0","0","10010300","0","0","1","50","10010299","5","10010301","0","0","10010295"
"1","0","10010301","0","0","1","49","0","3","10010580","0","0","10010300"
"10001","0","10010304","0","10010307","1","46","0","11","10010305","0","0","10010581"
"1","0","10010305","0","0","1","45","0","2","10010306","0","0","10010304"
"1","0","10010306","0","0","1","44","0","3","10010316","0","0","10010305"
"3","0","10010307","0","0","1","47","0","3","10010308","0","0","10010304"
"3","0","10010308","0","0","1","46","0","2","10010583","0","0","10010307"
"10003","0","10010310","0","0","1","44","0","7","10010584","0","0","10010583"
"3","0","10010312","0","0","1","42","0","2","10010582","0","0","10010584"
"0","0","10010314","0","0","1","40","0","12","10010315","0","0","10010582"
"3","0","10010315","0","0","1","39","0","2","10010586","0","0","10010314"
"0","0","10010316","0","0","1","43","0","4","10010317","0","0","10010306"
"2","0","10010317","0","0","1","42","0","2","10010318","0","0","10010316"
"0","0","10010318","0","0","1","41","0","6","10010319","0","0","10010317"
"0","0","10010319","0","0","1","40","0","4","10010320","0","0","10010318"
"10001","0","10010320","0","0","1","39","0","7","10010586","0","0","10010319"
"2","0","10010322","0","0","1","37","0","3","10010323","0","0","10010586"
"0","0","10010323","0","0","1","36","0","4","10010324","0","0","10010322"
"0","0","10010324","0","0","1","35","0","6","10010325","0","0","10010323"
"2","0","10010325","0","0","1","34","0","2","10010326","0","0","10010324"
"3","0","10010326","0","0","1","33","0","14","10010327","0","0","10010325"
"10001","0","10010327","0","0","1","32","0","7","10010328","0","0","10010326"
"4","0","10010328","0","0","1","31","0","14","10010329","0","0","10010327"
"0","0","10010329","0","0","1","30","0","4","10010330","0","0","10010328"
"0","0","10010330","0","0","1","29","0","12","10010587","0","0","10010329"
"0","0","10010332","0","0","1","27","0","5","10010333","0","0","10010587"
"10001","0","10010333","0","0","1","26","0","7","10010334","0","0","10010332"
"2","0","10010334","0","0","1","25","0","3","10010335","0","0","10010333"
"1","0","10010335","0","0","1","24","0","2","10010588","0","0","10010334"
"0","0","10010337","0","0","1","22","0","4","10010338","0","0","10010588"
"10001","0","10010338","0","0","1","21","0","11","10010339","0","0","10010337"
"0","0","10010339","0","0","1","20","0","6","10010340","0","0","10010338"
"2","0","10010340","0","0","1","19","0","2","10010341","0","0","10010339"
"1","0","10010341","0","0","1","18","0","3","10010342","0","0","10010340"
"0","0","10010342","0","10010355","1","17","0","5","10010343","0","0","10010341"
"1","0","10010343","0","0","1","16","0","3","10010344","0","0","10010342"
"10002","0","10010344","0","0","1","15","0","7","10010589","0","0","10010343"
"2","0","10010346","0","0","1","13","0","2","10010347","0","0","10010589"
"10001","0","10010347","0","0","1","12","0","7","10010348","0","0","10010346"
"3","0","10010348","0","0","1","11","0","3","10010349","0","0","10010347"
"0","0","10010349","0","0","1","10","10010350","6","10010590","0","0","10010348"
"1","0","10010350","0","0","1","11","0","2","10010349","0","0","10010351"
"3","0","10010351","0","0","1","12","0","2","10010350","0","0","10010352"
"10002","0","10010352","0","0","1","13","0","7","10010351","0","0","10010353"
"1","0","10010353","0","0","1","14","0","2","10010352","0","0","10010354"
"2","0","10010354","0","0","1","15","0","2","10010353","0","0","10010355"
"0","0","10010355","0","0","1","16","0","4","10010354","0","0","10010342"
"0","0","10010357","0","10010592","1","8","0","4","10010591","0","0","10010590"
"0","0","10010361","0","0","1","4","10010596","4","10010365","0","0","10010595"
"3","0","10010365","0","0","1","3","0","2","10010598","0","0","10010361"
"0","0","10010430","0","0","1","0","0","13","10010431","0","0","10010597"
"1","0","10010431","0","0","1","60","0","2","10010432","0","0","10010430"
"0","0","10010432","0","0","1","59","0","6","10010434","0","0","10010431"
"10001","0","10010434","0","0","1","58","0","7","10010439","0","0","10010432"
"10001","0","10010439","0","0","1","57","0","11","10010484","0","0","10010434"
"0","0","10010484","0","0","1","56","10010439","6","10010485","0","0","10010001"
"1","0","10010485","0","0","1","55","0","2","10010486","0","0","10010484"
"0","0","10010486","0","0","1","54","0","4","10010487","0","0","10010485"
"10001","0","10010487","0","0","1","53","0","7","10010488","0","0","10010486"
"0","0","10010488","0","0","1","52","0","12","10010489","0","0","10010487"
"1","0","10010489","0","0","1","51","0","2","10010490","0","0","10010488"
"0","0","10010490","0","0","1","50","0","5","10010491","0","0","10010489"
"0","0","10010491","0","10010612","1","49","0","4","10010611","0","0","10010490"
"0","0","10010555","0","0","1","6","0","5","10010556","0","0","10010184"
"0","0","10010556","0","0","1","5","0","6","10010558","0","0","10010555"
"10002","0","10010558","0","0","1","4","0","7","10010186","0","0","10010556"
"1","0","10010559","0","10010560","1","50","0","2","10010119","0","0","10010107"
"0","0","10010560","0","0","1","49","0","4","10010110","0","0","10010559"
"2","0","10010561","0","0","1","46","0","2","10010113","0","0","10010111"
"3","0","10010562","0","0","1","43","0","14","10010116","0","0","10010114"
"3","0","10010563","0","0","1","39","10010128","14","10010130","0","0","10010118"
"10001","0","10010564","0","0","1","23","0","11","10010575","0","0","10010244"
"3","0","10010565","0","0","1","46","0","14","10010123","0","0","10010121"
"10001","0","10010566","0","0","1","44","0","7","10010125","0","0","10010123"
"0","0","10010568","0","0","1","21","0","5","10010169","0","0","10010167"
"0","0","10010570","0","0","1","19","0","4","10010173","0","0","10010169"
"1","0","10010573","0","0","1","27","0","2","10010246","0","0","10010234"
"1","0","10010574","0","0","1","26","0","14","10010239","0","0","10010237"
"0","0","10010575","0","0","1","22","10010564","12","10010247","0","0","10010241"
"0","0","10010576","0","0","1","17","0","4","10010255","0","0","10010253"
"3","0","10010577","0","0","1","17","0","2","10010255","0","0","10010251"
"10001","0","10010578","0","0","1","53","0","11","10010723","0","0","10010296"
"2","0","10010580","0","0","1","48","0","14","10010581","0","0","10010301"
"1","0","10010581","0","0","1","47","0","2","10010304","0","0","10010580"
"10003","0","10010582","0","0","1","41","0","7","10010314","0","0","10010312"
"0","0","10010583","0","0","1","45","0","4","10010310","0","0","10010308"
"4","0","10010584","0","0","1","43","0","14","10010312","0","0","10010310"
"0","0","10010586","0","0","1","38","10010320","12","10010322","0","0","10010315"
"10001","0","10010587","0","0","1","28","0","11","10010332","0","0","10010330"
"5","0","10010588","0","0","1","23","0","14","10010337","0","0","10010335"
"10001","0","10010589","0","0","1","14","0","11","10010346","0","0","10010344"
"3","0","10010590","0","0","1","9","0","14","10010357","0","0","10010349"
"2","0","10010591","0","0","1","7","0","2","10010593","0","0","10010357"
"0","0","10010592","0","0","1","7","0","6","10010594","0","0","10010357"
"10003","0","10010593","0","0","1","6","0","7","10010595","0","0","10010591"
"3","0","10010594","0","0","1","6","0","3","10010596","0","0","10010592"
"0","0","10010595","0","0","1","5","0","12","10010361","0","0","10010593"
"10001","0","10010596","0","0","1","5","0","11","10010361","0","0","10010594"
"10003","0","10010597","0","0","1","1","0","7","10010430","0","0","10010598"
"10001","0","10010598","0","0","1","2","0","7","10010597","0","0","10010365"
"1","0","10010611","0","0","1","48","0","14","10010614","0","0","10010491"
"1","0","10010612","0","0","1","48","0","14","10010613","0","0","10010491"
"3","0","10010613","0","0","1","47","0","2","10010616","0","0","10010612"
"3","0","10010614","0","0","1","47","0","3","10010615","0","0","10010611"
"0","0","10010615","0","0","1","46","0","6","10010618","0","0","10010614"
"0","0","10010616","0","0","1","46","0","4","10010617","0","0","10010613"
"2","0","10010617","0","0","1","45","0","14","10010619","0","0","10010616"
"2","0","10010618","0","0","1","45","0","14","10010624","0","0","10010615"
"1","0","10010619","0","0","1","44","0","2","10010620","0","0","10010617"
"2","0","10010620","0","0","1","43","0","2","10010621","0","0","10010619"
"2","0","10010621","0","0","1","42","10010622","2","10010625","0","0","10010620"
"1","0","10010622","0","0","1","43","0","3","10010621","0","0","10010624"
"10001","0","10010624","0","0","1","44","0","7","10010622","0","0","10010618"
"0","0","10010625","0","0","1","41","0","4","10010626","0","0","10010621"
"10001","0","10010626","0","0","1","40","0","7","10010627","0","0","10010625"
"1","0","10010627","0","0","1","39","0","2","10010628","0","0","10010626"
"4","0","10010628","0","0","1","38","0","14","10010629","0","0","10010627"
"0","0","10010629","0","0","1","37","0","5","10010630","0","0","10010628"
"1","0","10010630","0","10010637","1","36","0","2","10010631","0","0","10010629"
"2","0","10010631","0","0","1","35","0","3","10010632","0","0","10010630"
"2","0","10010632","0","0","1","34","0","2","10010633","0","0","10010631"
"10001","0","10010633","0","0","1","33","0","11","10010634","0","0","10010632"
"0","0","10010634","0","0","1","32","10010635","4","10010638","0","0","10010633"
"2","0","10010635","0","0","1","33","0","3","10010634","0","0","10010636"
"10002","0","10010636","0","0","1","34","0","7","10010635","0","0","10010637"
"0","0","10010637","0","0","1","35","0","12","10010636","0","0","10010630"
"0","0","10010638","0","0","1","31","0","6","10010639","0","0","10010634"
"1","0","10010639","0","0","1","30","0","2","10010640","0","0","10010638"
"10001","0","10010640","0","0","1","29","0","11","10010641","0","0","10010639"
"5","0","10010641","0","0","1","28","0","14","10010642","0","0","10010640"
"0","0","10010642","0","0","1","27","0","4","10010643","0","0","10010641"
"0","0","10010643","0","0","1","26","0","12","10010644","0","0","10010642"
"1","0","10010644","0","0","1","25","0","2","10010645","0","0","10010643"
"2","0","10010645","0","0","1","24","0","3","10010646","0","0","10010644"
"0","0","10010646","0","0","1","23","0","4","10010647","0","0","10010645"
"2","0","10010647","0","0","1","22","0","2","10010648","0","0","10010646"
"3","0","10010648","0","0","1","21","0","14","10010649","0","0","10010647"
"1","0","10010649","0","10010653","1","20","0","3","10010650","0","0","10010648"
"2","0","10010650","0","0","1","19","0","3","10010651","0","0","10010649"
"3","0","10010651","0","0","1","18","0","2","10010654","0","0","10010650"
"10003","0","10010652","0","0","1","18","0","7","10010655","0","0","10010653"
"1","0","10010653","0","0","1","19","0","2","10010652","0","0","10010649"
"10001","0","10010654","0","0","1","17","0","11","10010658","0","0","10010651"
"2","0","10010655","0","0","1","17","0","3","10010656","0","0","10010652"
"10002","0","10010656","0","0","1","16","0","7","10010657","0","0","10010655"
"10001","0","10010657","0","0","1","15","10010658","7","10010659","0","0","10010656"
"2","0","10010658","0","0","1","16","0","2","10010657","0","0","10010654"
"0","0","10010659","0","0","1","14","0","5","10010660","0","0","10010657"
"2","0","10010660","0","0","1","13","0","2","10010661","0","0","10010659"
"0","0","10010661","0","0","1","12","0","4","10010662","0","0","10010660"
"5","0","10010662","0","0","1","11","0","14","10010663","0","0","10010661"
"3","0","10010663","0","0","1","10","0","2","10010664","0","0","10010662"
"0","0","10010664","0","0","1","9","0","12","10010665","0","0","10010663"
"0","0","10010665","0","0","1","8","0","6","10010666","0","0","10010664"
"1","0","10010666","0","0","1","7","0","2","10010667","0","0","10010665"
"10003","0","10010667","0","0","1","6","0","7","10010668","0","0","10010666"
"10001","0","10010668","0","0","1","5","0","11","10010669","0","0","10010667"
"0","0","10010669","0","0","1","4","0","4","10010670","0","0","10010668"
"1","0","10010670","0","0","1","3","0","3","10010671","0","0","10010669"
"3","0","10010671","0","0","1","2","0","2","10010672","0","0","10010670"
"10001","0","10010672","0","0","1","1","0","7","10010673","0","0","10010671"
"0","0","10010673","0","0","1","0","0","13","10010674","0","0","10010672"
"1","0","10010674","0","0","1","60","0","3","10010099","0","0","10010673"
"3","0","10010695","0","0","1","60","0","3","10010696","0","0","10010285"
"6","0","10010696","0","0","1","59","0","14","10010287","0","0","10010695"
"3","0","10010697","0","0","1","57","0","2","10010290","0","0","10010287"
"0","0","10010699","0","0","1","53","0","4","10010700","0","0","10010292"
"7","0","10010700","0","0","1","52","0","14","10010295","0","0","10010699"
"1","0","10010701","0","0","1","35","0","2","10010153","0","0","10010132"
"3","0","10010702","0","0","1","37","0","2","10010703","0","0","10010132"
"3","0","10010703","0","0","1","36","0","14","10010704","0","0","10010702"
"0","0","10010704","0","0","1","35","0","6","10010709","0","0","10010703"
"3","0","10010705","0","0","1","33","10010709","3","10010706","0","0","10010153"
"0","0","10010706","0","0","1","32","0","4","10010707","0","0","10010705"
"10001","0","10010707","0","0","1","31","0","7","10010708","0","0","10010706"
"1","0","10010708","0","0","1","30","0","3","10010158","0","0","10010707"
"10003","0","10010709","0","0","1","34","0","7","10010705","0","0","10010704"
"1","0","10010710","0","0","1","46","0","2","10010711","0","0","10010215"
"0","0","10010711","0","0","1","45","10010712","6","10010218","0","0","10010710"
"3","0","10010712","0","0","1","46","0","3","10010711","0","0","10010713"
"6","0","10010713","0","0","1","47","0","14","10010712","0","0","10010714"
"3","0","10010714","0","0","1","48","0","2","10010713","0","0","10010715"
"0","0","10010715","0","0","1","49","0","4","10010714","0","0","10010716"
"4","0","10010716","0","0","1","50","0","14","10010715","0","0","10010201"
"0","0","10010717","0","0","1","8","0","5","10010718","0","0","10010264"
"5","0","10010718","0","0","1","7","0","14","10010720","0","0","10010717"
"10001","0","10010719","0","0","1","6","0","7","10010272","0","0","10010264"
"10003","0","10010720","0","0","1","6","0","7","10010721","0","0","10010718"
"3","0","10010721","0","0","1","5","0","3","10010273","0","0","10010720"
"1","0","10010723","0","0","1","52","0","2","10010299","0","0","10010578"
"0","0","10020001","0","0","2","63","0","1","10020002","0","0","0"
"1","0","10020002","0","0","2","62","10020390","2","10020003","0","0","10020001"
"0","0","10020003","0","0","2","61","0","4","10020004","0","0","10020002"
"0","0","10020004","0","0","2","60","0","6","10020005","0","0","10020003"
"10001","0","10020005","0","0","2","59","0","7","10020006","0","0","10020004"
"2","0","10020006","0","0","2","58","0","2","10020007","0","0","10020005"
"0","0","10020007","0","0","2","57","0","5","10020592","0","0","10020006"
"0","0","10020009","0","10020589","2","55","0","12","10020588","0","0","10020592"
"1","0","10020012","0","0","2","53","0","14","10020015","0","0","10020588"
"1","0","10020013","0","0","2","53","0","14","10020014","0","0","10020589"
"0","0","10020014","0","0","2","52","0","4","10020016","0","0","10020013"
"0","0","10020015","0","0","2","52","0","6","10020020","0","0","10020012"
"2","0","10020016","0","0","2","51","0","14","10020590","0","0","10020014"
"0","0","10020018","0","0","2","49","10020590","4","10020021","0","0","10020587"
"2","0","10020020","0","0","2","51","0","14","10020587","0","0","10020015"
"1","0","10020021","0","0","2","48","0","3","10020022","0","0","10020018"
"1","0","10020022","0","0","2","47","0","2","10020023","0","0","10020021"
"0","0","10020023","0","0","2","46","0","6","10020024","0","0","10020022"
"0","0","10020024","0","0","2","45","0","5","10020025","0","0","10020023"
"0","0","10020025","0","0","2","44","0","4","10020026","0","0","10020024"
"4","0","10020026","0","0","2","43","0","14","10020027","0","0","10020025"
"1","0","10020027","0","0","2","42","0","2","10020028","0","0","10020026"
"0","0","10020028","0","0","2","41","0","6","10020029","0","0","10020027"
"1","0","10020029","0","0","2","40","0","2","10020030","0","0","10020028"
"10001","0","10020030","0","0","2","39","0","11","10020031","0","0","10020029"
"10001","0","10020031","0","10020586","2","38","0","7","10020518","0","0","10020030"
"1","0","10020062","0","0","2","12","0","2","10020063","0","0","10020544"
"0","0","10020063","0","0","2","11","0","4","10020064","0","0","10020062"
"2","0","10020064","0","0","2","10","0","3","10020515","0","0","10020063"
"10002","0","10020079","0","0","2","7","0","7","10020404","0","0","10020516"
"10003","0","10020083","0","0","2","3","0","7","10020084","0","0","10020406"
"0","0","10020084","0","0","2","2","0","12","10020085","0","0","10020083"
"0","0","10020085","0","0","2","1","0","6","10020086","0","0","10020084"
"0","0","10020086","0","0","2","0","0","13","10020087","0","0","10020085"
"2","0","10020087","0","0","2","66","0","2","10020088","0","0","10020086"
"0","0","10020088","0","0","2","65","0","4","10020089","0","0","10020087"
"10001","0","10020089","0","0","2","64","0","7","10020090","0","0","10020088"
"0","0","10020090","0","0","2","63","0","6","10020091","0","0","10020089"
"0","0","10020091","0","0","2","62","0","12","10020092","0","0","10020090"
"1","0","10020092","0","0","2","61","0","3","10020407","0","0","10020091"
"1","0","10020094","0","0","2","59","0","2","10020101","0","0","10020407"
"0","0","10020101","0","0","2","58","0","4","10020491","0","0","10020094"
"10002","0","10020127","0","0","2","38","0","7","10020128","0","0","10020512"
"0","0","10020128","0","10020561","2","37","0","6","10020573","10020567","0","10020127"
"10001","10020571","10020143","0","0","2","33","10020566","11","10020147","0","0","10020146"
"1","0","10020146","0","0","2","34","0","3","10020143","0","0","10020564"
"2","0","10020147","0","0","2","32","0","2","10020148","0","0","10020143"
"0","0","10020148","0","0","2","31","0","5","10020408","0","0","10020147"
"5","0","10020150","0","0","2","29","0","14","10020151","0","0","10020408"
"1","0","10020151","0","0","2","28","0","2","10020152","0","0","10020150"
"0","0","10020152","0","0","2","27","0","6","10020153","0","0","10020151"
"2","0","10020153","0","0","2","26","0","3","10020154","0","0","10020152"
"3","0","10020154","0","0","2","25","0","2","10020155","0","0","10020153"
"0","0","10020155","0","0","2","24","0","4","10020156","0","0","10020154"
