17a140d95a091efd999cb1954ccf40ef702e40f963b3dfe48353c33238222a75,b8650164d7740fd2d1d8b0ecf42118592f01f170404b10941b1a69f4821fa534,1fc93b156c938db7af647e2a769207841e84ac68c60bcd3bf8809a3bcba72062,c043a45507ca275a1398a8342658ac88c8c06185fd8d260c1e6dc060663df50f,a9e665057dcec7f13dcd780eb515de33d4e36f0b5e9fb9c857ce59f2b0151c12,6bfc87f3a88140e412666976c47482a7bb7d42507be7d4163bf2b78e0bbf9f0e,8c3231ced43a67b71caebd845140b5a6a82ef482cadb777369cbcb7a9a1f9cce,7bf28cb68686cb46bbd2eeb374066dd524fc738ee6c3473ac31377cc0555fa87,cb58d673e6df4fa4baa1c0b9dfabb5aba09893120ea128d8116fc08424c18856,88dbb452d51029b51359fcac043dfc0f95d92eaf17f52429523f29b46dee3c90,3eb3091386315e5021c96508d651bad9b3d0362dedcc8eb6bd68d1089b2dad48
"","1","mhp_sit_talk_normal","","1007401","0.2","","","117531","3","1007401033"
"","0","vo_mhp_4003","","1007401","","","0","vo_mhp_1007401","21","1007401034"
"0","6","久しぶりねユイちゃん。\n前にみんなでオーエド町に\n来た時以来ね。","0","1007401","0","0.5","1","117531","11","1007401035"
"","","","","1007401","","","","0","91","1007401036"
"","1","mhp_sit_idle","","1007401","0.2","","","117531","3","1007401037"
"","1","mhp_sit_talk_memory","","1007401","0.2","","","100211","3","1007401038"
"","1","mhp_yui_sit_talk_memory","","1007401","0","","","31","3","1007401039"
"","0","vo_mhp_4004","","1007401","","","0","vo_mhp_1007401","21","1007401040"
"0","4","そうですね。あの時は大変でしたけど\n楽しかったなぁ\n温泉とかまた行きたい――\nおん、せん……あ、ああ……","0","1007401","0","1.5","1","100211","11","1007401041"
"","","1","","1007401","","","","14","93","1007401042"
"","1","mhp_yui_hot","","1007401","0.2","","","100211","3","1007401043"
"","1","mhp_yui_hot","","1007401","0.2","","","31","3","1007401044"
"","","1","","1007401","","","","123","32","1007401045"
"","","se_10031400_love","","1007401","","","","se_10031400","23","1007401046"
"","","","","1007401","","","","1007401041","91","1007401047"
"","","0","","1007401","","","","3","93","1007401048"
"","1","mhp_sit_talk_worry","","1007401","0.2","","","117531","3","1007401049"
"","0","vo_mhp_4005","","1007401","","","0","vo_mhp_1007401","21","1007401050"
"0","7","どうしたの？　顔が真っ赤よ？","0","1007401","0","0.5","1","117531","11","1007401051"
"","","","","1007401","","","","0","91","1007401052"
"","","0","","1007401","","","","123","32","1007401053"
"","1","mhp_sit_idle","","1007401","0.2","","","117531","3","1007401054"
"","1","mhp_yui_sit_talk_worry","","1007401","0.2","","","100211","3","1007401055"
"","1","NoItem","","1007401","0.2","","","31","3","1007401056"
"","0","vo_mhp_4006","","1007401","","","0","vo_mhp_1007401","21","1007401057"
"0","5","そ、それが、ここのところ急に\n顔が火照ってしまうんです……\nこれって、何かの病気なんでしょうか？","0","1007401","0","0.5","1","100211","11","1007401058"
"","","","","1007401","","","","0","91","1007401059"
"","1","mhp_yui_sit_idle_sad","0","1007401","0.2","","","100211","3","1007401060"
"","1","mhp_sit_talk_thinking","0","1007401","0.2","","","117531","3","1007401061"
"","0","vo_mhp_4007","","1007401","","","0","vo_mhp_1007401","21","1007401062"
"0","5","今すぐ断定はできないわ\nでも、もしかしたら大きな病気\nそれも不治の病かもしれないわね。","0","1007401","0","0.5","1","117531","11","1007401063"
"","","","","1007401","","","","0","91","1007401064"
"","1","mhp_sit_idle_thinking","","1007401","0.2","","","117531","3","1007401065"
"","1","mhp_yui_sit_talk_sad","","1007401","0.2","","","100211","3","1007401066"
"","0","vo_mhp_4008","","1007401","","","0","vo_mhp_1007401","21","1007401067"
"0","8","そんな……","0","1007401","0","0.5","1","100211","11","1007401068"
"","","","","1007401","","","","0","91","1007401069"
"","1","mhp_yui_sit_idle_sad","","1007401","0.2","","","100211","3","1007401070"
"","1","mhp_sit_talk_normal","","1007401","0.2","","","117531","3","1007401071"
"","0","vo_mhp_4009","","1007401","","","0","vo_mhp_1007401","21","1007401072"
"0","6","普通なら命にかかわることはないけど\nこじらせると大変なことになるわ\nだから今日のところはひとまず――","0","1007401","0","0.5","1","117531","11","1007401073"
"","","","","1007401","","","","0","91","1007401074"
"","","0","","1007401","","","","0","22","1007401075"
"","0","1007401079","","1007401","","","","冷たいタオルをおでこに当てなさい。","103","1007401076"
"","0","1007401125","","1007401","","","","何も考えずゆっくり休みなさい。","103","1007401077"
"","0","1007401142","","1007401","","","","特製のカンポーを出しておくわ。","103","1007401078"
"0","0","mhp_sit_out","1","1007401","0.2","","mhp_idle_normal","117531","3","1007401079"
"","","0","","1007401","","","","0.6","93","1007401080"
"0","0","mhp_sit_out","1","1007401","0.2","","mhp_idle_normal","100211","3","1007401081"
"","","0","","1007401","","","","0.2","93","1007401082"
"","1","mhp_walk","0","1007401","0.2","","","100211","3","1007401083"
"","-220","35","0","1007401","","","1.5","100211","2","1007401084"
"","-220","35","0","1007401","","","1.5","31","2","1007401085"
"","-220","35","0","1007401","","","1.5","11","2","1007401086"
"","-220","35","0","1007401","","","1.5","12","2","1007401087"
"","","0","","1007401","","","","0.3","93","1007401088"
"0","0","mhp_handover_in","1","1007401","0.2","","mhp_handover_loop","117531","3","1007401089"
"0","1","1","1","1007401","0","","1","21","6","1007401090"
"0","1","1","1","1007401","0","","1","22","6","1007401091"
"0","0","mhp_handover_in","1","1007401","0.2","","mhp_handover_loop","21","3","1007401092"
"0","0","mhp_item_EX0015_handover_in","1","1007401","0.2","","mhp_item_EX0015_handover_loop","22","3","1007401093"
"","","0","","1007401","","","","1.2","93","1007401094"
"0","0","mhp_handover_receive_in","1","1007401","0.2","","mhp_handover_receive_loop","100211","3","1007401095"
"0","1","1","1","1007401","0","","1","11","6","1007401096"
"0","1","1","1","1007401","0","","1","12","6","1007401097"
"0","0","mhp_receive_yui_in","1","1007401","0.2","","mhp_receive_yui_loop","11","3","1007401098"
"0","0","mhp_item_EX0015_receive_in","1","1007401","0.2","","mhp_item_EX0015_receive_loop","12","3","1007401099"
"","","0","","1007401","","","","0.6","93","1007401100"
"0","1","1","1","1007401","0.4","","1","22","6","1007401101"
"","","0","","1007401","","","","0.4","93","1007401102"
"0","0","mhp_handover_out","1","1007401","0.2","","mhp_idle_normal","117531","3","1007401103"
"0","0","mhp_handover_out","1","1007401","0.2","","NoItem_idle","21","3","1007401104"
"0","0","mhp_item_EX0015_handover_out","1","1007401","0.2","","NoItem_idle","22","3","1007401105"
"","","0","","1007401","","","","0.4","93","1007401106"
"0","0","mhp_handover_receive_out","1","1007401","0.2","","mhp_idle_normal","100211","3","1007401107"
"0","0","mhp_receive_yui_out","1","1007401","0.2","","NoItem_idle","11","3","1007401108"
"0","0","mhp_item_EX0015_receive_out","1","1007401","0.2","","NoItem_idle","12","3","1007401109"
"","","0","","1007401","","","","2","93","1007401110"
"","1","mhp_talk_worry","","1007401","0.2","","","100211","3","1007401111"
"","0","vo_mhp_4010","","1007401","","","0","vo_mhp_1007401","21","1007401112"
"0","7","こ、これで治るんですか？","0","1007401","0","0.5","1","100211","11","1007401113"
"","","","","1007401","","","","0","91","1007401114"
"","1","mhp_idle_worry","","1007401","0.2","","","100211","3","1007401115"
"","1","mhp_talk_normal","","1007401","0.2","","","117531","3","1007401116"
"","0","vo_mhp_4011","","1007401","","","0","vo_mhp_1007401","21","1007401117"
"0","5","いいえ、単なる対処療法よ\nでも今はそれで十分\nまた何かあったら訪ねてきなさい。","0","1007401","0","0.5","1","117531","11","1007401118"
"","","","","1007401","","","","0","91","1007401119"
"","","0","","1007401","","","","0","22","1007401120"
"0.2","0","mhp_sit_in","1","1007401","0.2","","mhp_sit_idle","117531","3","1007401121"
"","0","mhp_yui_pekori","","1007401","0.2","","","100211","3","1007401122"
"","","","","1007401","","","","0","91","1007401123"
"","","","","1007401","","","","1007401186","101","1007401124"
"","1","mhp_sit_idle","","1007401","0.2","","","117531","3","1007401125"
"","1","mhp_sit_talk_worry","","1007401","0.2","","","100211","3","1007401126"
"","0","vo_mhp_4012","","1007401","","","0","vo_mhp_1007401","21","1007401127"
"0","8","あの、お薬とかは……","0","1007401","0","0.5","1","100211","11","1007401128"
"","","","","1007401","","","","0","91","1007401129"
"","1","mhp_sit_idle_sad","","1007401","0.2","","","100211","3","1007401130"
"","1","mhp_sit_talk_thinking","","1007401","0.2","","","117531","3","1007401131"
"","0","vo_mhp_4013","","1007401","","","0","vo_mhp_1007401","21","1007401132"
"0","5","必要ないわ。色々考えすぎるのが\nよくないの、だから心穏やかに\n過ごすのが一番よ。","0","1007401","0","0.5","1","117531","11","1007401133"
"","","","","1007401","","","","0","91","1007401134"
"","","0","","1007401","","","","0","22","1007401135"
"","1","mhp_sit_idle","","1007401","0.2","","","117531","3","1007401136"
"","0","mhp_yui_sit_pekori","","1007401","0.2","","","100211","3","1007401137"
"","","","","1007401","","","","0","91","1007401138"
"","0","mhp_sit_out","","1007401","0.2","","","100211","3","1007401139"
"","","","","1007401","","","","0","91","1007401140"
"","","","","1007401","","","","1007401186","101","1007401141"
"0","0","mhp_sit_out","1","1007401","0.2","","mhp_idle_normal","117531","3","1007401142"
"","","0","","1007401","","","","0.6","93","1007401143"
"0","0","mhp_sit_out","1","1007401","0.2","","mhp_idle_normal","100211","3","1007401144"
"","","0","","1007401","","","","0.2","93","1007401145"
"","1","mhp_walk","0","1007401","0.2","","","100211","3","1007401146"
"","-220","35","0","1007401","","","1.5","100211","2","1007401147"
"","-220","35","0","1007401","","","1.5","31","2","1007401148"
"","-220","35","0","1007401","","","1.5","11","2","1007401149"
"","-220","35","0","1007401","","","1.5","12","2","1007401150"
"","","0","","1007401","","","","0.3","93","1007401151"
"0","0","mhp_handover_in","1","1007401","0.2","","mhp_handover_loop","117531","3","1007401152"
"0","1","1","1","1007401","0","","1","21","6","1007401153"
"0","1","1","1","1007401","0","","1","22","6","1007401154"
"0","0","mhp_handover_in","1","1007401","0.2","","mhp_handover_loop","21","3","1007401155"
"0","0","mhp_item_EX0007_handover_in","1","1007401","0.2","","mhp_item_EX0007_handover_loop","22","3","1007401156"
"","","0","","1007401","","","","1.2","93","1007401157"
"0","0","mhp_handover_receive_in","1","1007401","0.2","","mhp_handover_receive_loop","100211","3","1007401158"
"0","1","1","1","1007401","0","","1","11","6","1007401159"
"0","1","1","1","1007401","0","","1","12","6","1007401160"
"0","0","mhp_receive_yui_in","1","1007401","0.2","","mhp_receive_yui_loop","11","3","1007401161"
"0","0","mhp_item_EX0007_receive_in","1","1007401","0.2","","mhp_item_EX0007_receive_loop","12","3","1007401162"
"","","0","","1007401","","","","0.6","93","1007401163"
"0","1","1","1","1007401","0.4","","1","22","6","1007401164"
"","","0","","1007401","","","","0.4","93","1007401165"
"0","0","mhp_handover_out","1","1007401","0.2","","mhp_idle_normal","117531","3","1007401166"
"0","0","mhp_handover_out","1","1007401","0.2","","NoItem_idle","21","3","1007401167"
"0","0","mhp_item_EX0007_handover_out","1","1007401","0.2","","NoItem_idle","22","3","1007401168"
"","","0","","1007401","","","","0.4","93","1007401169"
"0","0","mhp_handover_receive_out","1","1007401","0.2","","mhp_idle_normal","100211","3","1007401170"
"0","0","mhp_receive_yui_out","1","1007401","0.2","","NoItem_idle","11","3","1007401171"
"0","0","mhp_item_EX0007_receive_out","1","1007401","0.2","","NoItem_idle","12","3","1007401172"
"","","0","","1007401","","","","2","93","1007401173"
"","1","mhp_talk_wish","","1007401","0.2","","","100211","3","1007401174"
"","0","vo_mhp_4014","","1007401","","","0","vo_mhp_1007401","21","1007401175"
"0","5","カンポー……なんだかよく効きそう……\nありがとうございます、ミツキさん","0","1007401","0","0.5","1","100211","11","1007401176"
"","","","","1007401","","","","0","91","1007401177"
"","1","mhp_idle_wish","","1007401","0.2","","","100211","3","1007401178"
"","1","mhp_talk_thinking","","1007401","0.2","","","117531","3","1007401179"
"","0","vo_mhp_4015","","1007401","","","0","vo_mhp_1007401","21","1007401180"
"0","7","（まあ、滋養強壮のカンポーだから\n全然関係ないんだけどね）","0","1007401","0","0.5","1","117531","11","1007401181"
"","","","","1007401","","","","0","91","1007401182"
"","","0","","1007401","","","","0","22","1007401183"
"0.2","0","mhp_sit_in","1","1007401","0.2","","mhp_sit_idle","117531","3","1007401184"
"","0","mhp_yui_pekori","","1007401","0.2","","","100211","3","1007401185"
"","","","","1007401","","","","0","91","1007401186"
"","1","mhp_walk","","1007401","0.2","","","100211","3","1007401187"
"","","1","","1007401","","","","100211","4","1007401188"
"","-220","-1000","0","1007401","","","5","100211","2","1007401189"
"","","0","","1007401","","","","4","93","1007401190"
"","1","mhp_sit_talk_worry","","1007401","0.2","","","117631","3","1007401191"
"","0","vo_mhp_4016","","1007401","","","0","vo_mhp_1007401","21","1007401192"
"0","5","先生、あの人って本当に病気なの？","0","1007401","0","0.5","1","117631","11","1007401193"
"","","","","1007401","","","","0","91","1007401194"
"","1","mhp_sit_idle","","1007401","0.2","","","117631","3","1007401195"
"","1","mhp_sit_talk_thinking","","1007401","0.2","","","117531","3","1007401196"
"","0","vo_mhp_4017","","1007401","","","0","vo_mhp_1007401","21","1007401197"
"0","4","ええ、かなりの重病よ\nこれはしっかりと診てあげないとね\nふふ、若い子っていいわね♪","0","1007401","","0.5","1","117531","11","1007401198"
"","","","","1007401","","","","0","91","1007401199"
"","","0.5","","1007401","","","","0","22","1007401200"
"","","","","1007401","","","","0","91","1007401201"
"0","100","100211","-240","1007402","1.7","mhp_idle_normal","-1000","1","1","1007402001"
"1","100","117531","-220","1007402","1.7","mhp_sit_idle","185","1","1","1007402002"
"1","100","117631","-200","1007402","1.7","mhp_sit_idle","365","1","1","1007402003"
"","-240","1","0.85","1007402","1","","-154","1","31","1007402004"
"0","110","11","-220","1007402","1.7","NoItem","-200","1","5","1007402005"
"0","105","12","-220","1007402","1.7","NoItem","-200","1","5","1007402006"
"1","110","21","-220","1007402","1.7","NoItem","185","1","5","1007402007"
"1","105","22","-220","1007402","1.7","NoItem","185","1","5","1007402008"
"0","1","1","0","1007402","0","","1","11","6","1007402009"
"0","1","1","0","1007402","0","","1","12","6","1007402010"
"0","1","1","0","1007402","0","","1","21","6","1007402011"
"0","1","1","0","1007402","0","","1","22","6","1007402012"
"0","110","31","-220","1007402","1.7","NoItem","-1000","1","5","1007402013"
"","","","","1007402","","","","0","91","1007402014"
"","1","mhp_sit_talk_normal","","1007402","0.2","","","117531","3","1007402015"
"","0","vo_mhp_4101","","1007402","","","0","vo_mhp_1007402","21","1007402016"
"0","8","ユイちゃん、どうぞー","0","1007402","0","0.5","0","117531","11","1007402017"
"","","","","1007402","","","","0","91","1007402018"
"","1","mhp_sit_idle","","1007402","0.2","","","117531","3","1007402019"
"","1","mhp_yui_walk_sad2","","1007402","0.2","","","100211","3","1007402020"
"","-220","-200","0","1007402","","","4","100211","2","1007402021"
"","","","","1007402","","","","0","91","1007402022"
"0.2","0","mhp_yui_sit_in_sad","1","1007402","0.2","","mhp_yui_sit_idle_sad","100211","3","1007402023"
"","","0","","1007402","","","","1","93","1007402024"
"","1","mhp_sit_talk_normal","","1007402","0.2","","","117531","3","1007402025"
"","0","vo_mhp_4102","","1007402","","","0","vo_mhp_1007402","21","1007402026"
"0","5","よく来たわね\n今日はもしかして胸の苦しみ、かしら？","0","1007402","0","0.5","1","117531","11","1007402027"
"","","","","1007402","","","","0","91","1007402028"
"","1","mhp_sit_idle","","1007402","0.2","","","117531","3","1007402029"
"","1","mhp_yui_sit_talk_surprise","","1007402","0.2","","","100211","3","1007402030"
"","0","vo_mhp_4103","","1007402","","","0","vo_mhp_1007402","21","1007402031"
"0","6","ま、まだ何も言っていないのに！？\nさすがミツキさんですね……","0","1007402","0","0.5","1","100211","11","1007402032"
"","","","","1007402","","","","0","91","1007402033"
"","1","mhp_yui_sit_talk_sad","","1007402","0.2","","","100211","3","1007402034"
"","0","vo_mhp_4104","","1007402","","","0","vo_mhp_1007402","21","1007402035"
"0","4","そうなんです、胸が苦しくて\n仕方ないんです……\nや、やっぱり重病なんでしょうか……","0","1007402","0","0.5","1","100211","11","1007402036"
"","","","","1007402","","","","0","91","1007402037"
"","1","mhp_yui_sit_idle_sad","","1007402","0.2","","","100211","3","1007402038"
"","1","mhp_sit_talk_sad2","","1007402","0.2","","","117531","3","1007402039"
"","0","vo_mhp_4105","","1007402","","","0","vo_mhp_1007402","21","1007402040"
"0","6","前にも言ったけど、直接命にかかわる\nことはないわ。でも、時に死ぬよりも\n苦しいことになる可能性もあるわね。","0","1007402","0","0.5","1","117531","11","1007402041"
"","","","","1007402","","","","0","91","1007402042"
"","1","mhp_sit_idle","","1007402","0.2","","","117531","3","1007402043"
"","1","mhp_yui_sit_talk_wish","","1007402","0.2","","","100211","3","1007402044"
"","0","vo_mhp_4106","","1007402","","","0","vo_mhp_1007402","21","1007402045"
"0","6","そんな……\nわ、わたし、どうすれば……","0","1007402","0","0.5","1","100211","11","1007402046"
"","","","","1007402","","","","0","91","1007402047"
"","1","mhp_yui_sit_idle_sad","","1007402","0.2","","","100211","3","1007402048"
"","1","mhp_sit_talk_wish","","1007402","0.2","","","117531","3","1007402049"
"","0","vo_mhp_4107","","1007402","","","0","vo_mhp_1007402","21","1007402050"
"0","6","大丈夫、そのための医者ですもの\nさて、胸の苦しさには――","0","1007402","0","0.5","1","117531","11","1007402051"
"","","","","1007402","","","","0","91","1007402052"
"","","0","","1007402","","","","0","22","1007402053"
"","0","1007402057","","1007402","","","","動悸の薬を処方するわ。","103","1007402054"
"","0","1007402102","","1007402","","","","オーエド土産の甘いお菓子よ。","103","1007402055"
"","0","1007402147","","1007402","","","","羊の数でも数えなさい。","103","1007402056"
"0","0","mhp_sit_out","1","1007402","0.2","","mhp_idle_normal","117531","3","1007402057"
"","","0","","1007402","","","","0.6","93","1007402058"
"0","0","mhp_sit_out","1","1007402","0.2","","mhp_idle_normal","100211","3","1007402059"
"","","0","","1007402","","","","0.2","93","1007402060"
"","1","mhp_walk","0","1007402","0.2","","","100211","3","1007402061"
"","-220","35","0","1007402","","","1.5","100211","2","1007402062"
"","-220","35","0","1007402","","","1.5","31","2","1007402063"
"","-220","35","0","1007402","","","1.5","11","2","1007402064"
"","-220","35","0","1007402","","","1.5","12","2","1007402065"
"","","0","","1007402","","","","0.3","93","1007402066"
"0","0","mhp_handover_in","1","1007402","0.2","","mhp_handover_loop","117531","3","1007402067"
"0","1","1","1","1007402","0","","1","21","6","1007402068"
"0","1","1","1","1007402","0","","1","22","6","1007402069"
"0","0","mhp_handover_in","1","1007402","0.2","","mhp_handover_loop","21","3","1007402070"
"0","0","mhp_item_EX0009_handover_in","1","1007402","0.2","","mhp_item_EX0009_handover_loop","22","3","1007402071"
"","","0","","1007402","","","","1.2","93","1007402072"
"0","0","mhp_handover_receive_in","1","1007402","0.2","","mhp_handover_receive_loop","100211","3","1007402073"
"0","1","1","1","1007402","0","","1","11","6","1007402074"
"0","1","1","1","1007402","0","","1","12","6","1007402075"
"0","0","mhp_receive_yui_in","1","1007402","0.2","","mhp_receive_yui_loop","11","3","1007402076"
"0","0","mhp_item_EX0009_receive_in","1","1007402","0.2","","mhp_item_EX0009_receive_loop","12","3","1007402077"
"","","0","","1007402","","","","0.6","93","1007402078"
"0","1","1","1","1007402","0.4","","1","22","6","1007402079"
"","","0","","1007402","","","","0.4","93","1007402080"
"0","0","mhp_handover_out","1","1007402","0.2","","mhp_idle_normal","117531","3","1007402081"
"0","0","mhp_handover_out","1","1007402","0.2","","NoItem_idle","21","3","1007402082"
"0","0","mhp_item_EX0009_handover_out","1","1007402","0.2","","NoItem_idle","22","3","1007402083"
"","","0","","1007402","","","","0.4","93","1007402084"
"0","0","mhp_handover_receive_out","1","1007402","0.2","","mhp_idle_normal","100211","3","1007402085"
"0","0","mhp_receive_yui_out","1","1007402","0.2","","NoItem_idle","11","3","1007402086"
"0","0","mhp_item_EX0009_receive_out","1","1007402","0.2","","NoItem_idle","12","3","1007402087"
"","","0","","1007402","","","","2","93","1007402088"
"","1","mhp_talk_sad","","1007402","0.2","","","100211","3","1007402089"
"","0","vo_mhp_4108","","1007402","","","0","vo_mhp_1007402","21","1007402090"
"0","6","お薬もらえるとなんだか安心します\nこれで治るといいんですけど……","0","1007402","0","0.5","1","100211","11","1007402091"
"","","","","1007402","","","","0","91","1007402092"
"","1","mhp_idle_sad","","1007402","0.2","","","100211","3","1007402093"
"","1","mhp_idle_thinking","","1007402","0.2","","","117531","3","1007402094"
"","0","vo_mhp_4109","","1007402","","","0","vo_mhp_1007402","21","1007402095"
"0","6","（実際はただのラムネ菓子だけどね。\n本当の病気じゃないならこれが一番よ）","0","1007402","0","0.5","1","117531","11","1007402096"
"","","","","1007402","","","","0","91","1007402097"
"","","0","","1007402","","","","0","22","1007402098"
"0.2","0","mhp_sit_in","1","1007402","0.2","","mhp_sit_idle","117531","3","1007402099"
"","","0","","1007402","","","","1","93","1007402100"
"","","","","1007402","","","","1007402160","101","1007402101"
"0","0","mhp_sit_out","1","1007402","0.2","","mhp_idle_normal","117531","3","1007402102"
"","","0","","1007402","","","","0.6","93","1007402103"
"0","0","mhp_sit_out","1","1007402","0.2","","mhp_idle_normal","100211","3","1007402104"
"","","0","","1007402","","","","0.2","93","1007402105"
"","1","mhp_walk","0","1007402","0.2","","","100211","3","1007402106"
"","-220","35","0","1007402","","","1.5","100211","2","1007402107"
"","-220","35","0","1007402","","","1.5","31","2","1007402108"
"","-220","35","0","1007402","","","1.5","11","2","1007402109"
"","-220","35","0","1007402","","","1.5","12","2","1007402110"
"","","0","","1007402","","","","0.3","93","1007402111"
"0","0","mhp_handover_in","1","1007402","0.2","","mhp_handover_loop","117531","3","1007402112"
"0","1","1","1","1007402","0","","1","21","6","1007402113"
"0","1","1","1","1007402","0","","1","22","6","1007402114"
"0","0","mhp_handover_in","1","1007402","0.2","","mhp_handover_loop","21","3","1007402115"
"0","0","mhp_item_EX0010_handover_in","1","1007402","0.2","","mhp_item_EX0010_handover_loop","22","3","1007402116"
"","","0","","1007402","","","","1.2","93","1007402117"
"0","0","mhp_handover_receive_in","1","1007402","0.2","","mhp_handover_receive_loop","100211","3","1007402118"
"0","1","1","1","1007402","0","","1","11","6","1007402119"
"0","1","1","1","1007402","0","","1","12","6","1007402120"
"0","0","mhp_receive_yui_in","1","1007402","0.2","","mhp_receive_yui_loop","11","3","1007402121"
"0","0","mhp_item_EX0010_receive_in","1","1007402","0.2","","mhp_item_EX0010_receive_loop","12","3","1007402122"
"","","0","","1007402","","","","0.6","93","1007402123"
"0","1","1","1","1007402","0.4","","1","22","6","1007402124"
"","","0","","1007402","","","","0.4","93","1007402125"
"0","0","mhp_handover_out","1","1007402","0.2","","mhp_idle_normal","117531","3","1007402126"
"0","0","mhp_handover_out","1","1007402","0.2","","NoItem_idle","21","3","1007402127"
"0","0","mhp_item_EX0010_handover_out","1","1007402","0.2","","NoItem_idle","22","3","1007402128"
"","","0","","1007402","","","","0.4","93","1007402129"
"0","0","mhp_handover_receive_out","1","1007402","0.2","","mhp_idle_normal","100211","3","1007402130"
"0","0","mhp_receive_yui_out","1","1007402","0.2","","NoItem_idle","11","3","1007402131"
"0","0","mhp_item_EX0010_receive_out","1","1007402","0.2","","NoItem_idle","12","3","1007402132"
