38a146bb2a3baef126beaaf64816016ca5b609178a4e6194fb054feeab038f44,39118badcddbe95ca620b6daf8bfb7f12ae475b51bc320480d9590d69525f6be,2d2b3d263a5e9e33c48096a8587a10fb2d7fd0c0e306749a3dafc81ca715e9f2,66f4aab3a407802af275b3d614de129dcc680d8a8f71d558f1082a9f95b2b815,260f5c388080f3783947e55f6723b7bfc06ecb510cc25c8fd0506566b3a3416f,d985df7894729aa3b81ace343bab9aee198ad130204a509c2f8be750733df9bd,53c6997b46cd5f5ce1c968aeb5ebd793a8114024c0c57d4bd8f1503a75707f74,d7cfe666b8c9e0668fad69ad94b1c863169ae30728bd95d31cb40aafa27da496,c5925af2c873b690f291aaa0aa158cbaf35bd035e453cbbdbde8df0a34c681ee,abc8963da08304602fddd98023bbdffe0126cf82ae0b1a0b0ad46e38a0cca445,bb1f8b698fc1a8cacde2bc04a4cbf834ecaf78786107f23f3cb19b67842f487f,4869a42452f7f657a07ecabb1abc1a18b9eb0033f0788897a278923aa82bbb7e
"暴走のイノセントボウに累積1000万ダメージ与えよう","2022/12/23 11:59:59","31001203","20","3002","7004","0","2022/12/16 12:00:00","1001","10000000","3","31001203"
"暴走のイノセントボウに1度のバトルで250万ダメージ与えよう","2022/12/23 11:59:59","31001211","21","3002","7005","2500000","2022/12/16 12:00:00","1001","1","3","31001211"
"暴走のイノセントボウに1度のバトルで500万ダメージ与えよう","2022/12/23 11:59:59","31001212","21","3002","7005","5000000","2022/12/16 12:00:00","1001","1","3","31001212"
"ファントムバロンに累積500万ダメージ与えよう","2022/12/23 11:59:59","31001301","30","3003","7004","0","2022/12/16 12:00:00","1001","5000000","3","31001301"
"ファントムバロンに累積750万ダメージ与えよう","2022/12/23 11:59:59","31001302","30","3003","7004","0","2022/12/16 12:00:00","1001","7500000","3","31001302"
"ファントムバロンに累積1000万ダメージ与えよう","2022/12/23 11:59:59","31001303","30","3003","7004","0","2022/12/16 12:00:00","1001","10000000","3","31001303"
"ファントムバロンに1度のバトルで250万ダメージ与えよう","2022/12/23 11:59:59","31001311","31","3003","7005","2500000","2022/12/16 12:00:00","1001","1","3","31001311"
"ファントムバロンに1度のバトルで500万ダメージ与えよう","2022/12/23 11:59:59","31001312","31","3003","7005","5000000","2022/12/16 12:00:00","1001","1","3","31001312"
"テンタパスに累積500万ダメージ与えよう","2022/12/23 11:59:59","31001401","40","3004","7004","0","2022/12/16 12:00:00","1001","5000000","3","31001401"
"テンタパスに累積750万ダメージ与えよう","2022/12/23 11:59:59","31001402","40","3004","7004","0","2022/12/16 12:00:00","1001","7500000","3","31001402"
"テンタパスに累積1000万ダメージ与えよう","2022/12/23 11:59:59","31001403","40","3004","7004","0","2022/12/16 12:00:00","1001","10000000","3","31001403"
"テンタパスに1度のバトルで250万ダメージ与えよう","2022/12/23 11:59:59","31001411","41","3004","7005","2500000","2022/12/16 12:00:00","1001","1","3","31001411"
"テンタパスに1度のバトルで500万ダメージ与えよう","2022/12/23 11:59:59","31001412","41","3004","7005","5000000","2022/12/16 12:00:00","1001","1","3","31001412"
"ゴウシンに累積500万ダメージ与えよう","2022/12/23 11:59:59","31002101","10","3005","7004","0","2022/12/16 12:00:00","1002","5000000","3","31002101"
"ゴウシンに累積750万ダメージ与えよう","2022/12/23 11:59:59","31002102","10","3005","7004","0","2022/12/16 12:00:00","1002","7500000","3","31002102"
"ゴウシンに累積1000万ダメージ与えよう","2022/12/23 11:59:59","31002103","10","3005","7004","0","2022/12/16 12:00:00","1002","10000000","3","31002103"
"ゴウシンに累積1億1000万ダメージ与えよう","2022/12/23 11:59:59","31002104","10","3005","7004","0","2022/12/16 12:00:00","1002","110000000","3","31002104"
"ゴウシンに1度のバトルで250万ダメージ与えよう","2022/12/23 11:59:59","31002111","11","3005","7005","2500000","2022/12/16 12:00:00","1002","1","3","31002111"
"ゴウシンに1度のバトルで500万ダメージ与えよう","2022/12/23 11:59:59","31002112","11","3005","7005","5000000","2022/12/16 12:00:00","1002","1","3","31002112"
"ゴウシンに1度のバトルで2200万ダメージ与えよう","2022/12/23 11:59:59","31002113","11","3005","7005","22000000","2022/12/16 12:00:00","1002","1","3","31002113"
"アルマ＆オラムに累積500万ダメージ与えよう","2022/12/23 11:59:59","31003101","10","3006","7004","0","2022/12/16 12:00:00","1003","5000000","3","31003101"
"アルマ＆オラムに累積750万ダメージ与えよう","2022/12/23 11:59:59","31003102","10","3006","7004","0","2022/12/16 12:00:00","1003","7500000","3","31003102"
"アルマ＆オラムに累積1000万ダメージ与えよう","2022/12/23 11:59:59","31003103","10","3006","7004","0","2022/12/16 12:00:00","1003","10000000","3","31003103"
"アルマ＆オラムに累積1億ダメージ与えよう","2022/12/23 11:59:59","31003104","10","3006","7004","0","2022/12/16 12:00:00","1003","100000000","3","31003104"
"アルマ＆オラムに1度のバトルで250万ダメージ与えよう","2022/12/23 11:59:59","31003111","11","3006","7005","2500000","2022/12/16 12:00:00","1003","1","3","31003111"
"アルマ＆オラムに1度のバトルで500万ダメージ与えよう","2022/12/23 11:59:59","31003112","11","3006","7005","5000000","2022/12/16 12:00:00","1003","1","3","31003112"
"アルマ＆オラムに1度のバトルで2000万ダメージ与えよう","2022/12/23 11:59:59","31003113","11","3006","7005","20000000","2022/12/16 12:00:00","1003","1","3","31003113"
"なかよしX＆名もなき芸術に累積500万ダメージ与えよう","2022/12/23 11:59:59","31003201","20","3007","7004","0","2022/12/16 12:00:00","1003","5000000","3","31003201"
"なかよしX＆名もなき芸術に累積750万ダメージ与えよう","2022/12/23 11:59:59","31003202","20","3007","7004","0","2022/12/16 12:00:00","1003","7500000","3","31003202"
"なかよしX＆名もなき芸術に累積1000万ダメージ与えよう","2022/12/23 11:59:59","31003203","20","3007","7004","0","2022/12/16 12:00:00","1003","10000000","3","31003203"
"なかよしX＆名もなき芸術に累積1億2000万ダメージ与えよう","2022/12/23 11:59:59","31003204","20","3007","7004","0","2022/12/16 12:00:00","1003","120000000","3","31003204"
"なかよしX＆名もなき芸術に1度のバトルで250万ダメージ与えよう","2022/12/23 11:59:59","31003211","21","3007","7005","2500000","2022/12/16 12:00:00","1003","1","3","31003211"
"なかよしX＆名もなき芸術に1度のバトルで500万ダメージ与えよう","2022/12/23 11:59:59","31003212","21","3007","7005","5000000","2022/12/16 12:00:00","1003","1","3","31003212"
"なかよしX＆名もなき芸術に1度のバトルで2400万ダメージ与えよう","2022/12/23 11:59:59","31003213","21","3007","7005","24000000","2022/12/16 12:00:00","1003","1","3","31003213"
