d48d0f84843b7a04be917a953249a54b85d8706b650da8d5c5d15dc0f1a315ed,c36ad3d86d8493a8fd3f3824dd39712db2d9219376304591a082547b72956f15,5d60962bee3f8fb8a7848e5f86eecf7aaac271557e005fa0b284a41171eab084,97aad13636cb48791393873528107e3babf198ab3929e403f01c5842381beeef,d92503d546c5460b0a523d1d98d7f4fb3b0c449c6818f361abd1e18651aca783,4f75f871b4b86bdbfe102c18b38bb6cbf7eb50b348cc6886b71b1979af6a49cf,91f4a41abe9c55c7fc7bfa0dbc15462c753e46aabc7a7d0bfaf9e9cc6d3f3d64,d1748cb1ccd2f9fb6b885e87a8d69b8b240d7863b2c329a7a671558f21fee279,6787f9ab6ace6688aa0e4a981f2d3688f4c3a40c3e8f0080fd27660b5b753a0c,36e064f9c63a80e97b77607b4ce9adefcfefe6fb9accf9c1075a0d241703653f,e6630d0f5e1c7c903805a4dda5782c0b104fe74b2fb863153cc6ab385ea0dd5f
"0","1","アユミ","1000","0","1","0","20049","0","0","121501"
"0","1","イノリ","1000","0","2","0","20049","0","0","121601"
"0","1","ユカリ","1000","0","1","0","20051","0","0","122201"
"0","1","アオイ","1000","0","2","0","20051","0","0","122101"
"0","1","ジュン","1000","0","3","0","20051","0","0","123401"
"0","1","マホ","1000","0","1","0","20054","0","0","123101"
"0","1","アヤネ","1000","0","2","0","20054","0","0","123201"
"0","1","トモ","1000","0","1","0","20055","0","0","123601"
"0","1","リン","1000","0","2","0","20055","0","0","123501"
"0","1","ナナカ","1000","0","3","0","20055","0","0","123701"
"0","1","マツリ","1000","0","1","0","20056","0","0","123901"
"0","1","クリスティーナ","1000","0","2","0","20056","0","0","123801"
"0","1","モニカ","1000","0","1","0","20061","0","0","125201"
"0","1","タマキ","1000","0","2","0","20061","0","0","125101"
"0","1","シノブ","1000","0","1","0","20066","0","0","127101"
"0","1","クウカ","1000","0","2","0","20066","0","0","127001"
"0","1","ランファ","1000","0","3","0","20066","0","0","126901"
"0","1","ドクロ親父","1000","0","4","0","20066","0","0","427101"
"0","1","スズメ","1000","0","1","0","10168","0","0","130801"
"0","1","キョウカ","1000","0","2","0","10168","0","0","130701"
