798fd7c4b49fc6e1cb86dc4c04801c26a848966fae44eb69307b482fc7453745,f0021078d296ffbfd0aecaaa2e4b9db88aacba9c390a4d282b482148b7a77822,bb9447cf45522a954b0d41749ff57e252514b1a6585c1b5cda38a81472ff48cb,509100027322b2f758f2d163211355bf052dfa0d865513b682f7a4c26ddf6009,25a29b315aa069f05c905c7d2b2f26a221f404cfe68bdbac528f476a8391ee19,c3855c85e7fd0628d19c0dfa6c54bc9705bc6ed9f0e5a7d4d68d04819cdb4205,aa2d6d1497803e80f0f96d2ffe0377b0ba4988438951cd18b08e0cbf36560983,dc4a37016d43d55570014bc6acc44d8658480c0e09375935f5d7f2c2b38c4e03,46ac5f75c899ced1d3ce84ca37c14bde9dedb89dc2515a72f83df1c16446a753,72f7d8a1a433cd7a98e88bd49d68e74e3fecb1b7b3786b78462f04edf140bea9,5c695d4e395745daea53aeadb1fa0b408aa2da20d06631cc78eba9f118d4e1f6,9c0dbeaed0ec94bdfa1fcb7ee5ba962c8cf3cde9d763b89aba44c23ab86b50e9
"0","vo_ske","2","0","0","vo_ske_0104","0","0","19","0","1005801","100580119"
"0","0","1","5","0.67","0","102","0","20","0","1005801","100580120"
"1.785","0","4","0","0","0","0","1","21","0","1005801","100580121"
"0","0","1","5","2.253","0","364","0","22","102","1005801","100580122"
"2.253","0","4","0","0","0","0","1","23","0","1005801","100580123"
"0","0","1","6","0.962","0","120","0","24","0","1005801","100580124"
"2.244","0","4","0","0","0","0","1","25","0","1005801","100580125"
"0","0","1","6","1.707","0","334","0","26","120","1005801","100580126"
"4.225","0","4","0","0","0","0","1","27","0","1005801","100580127"
"0","vo_ske","2","0","0","vo_ske_0105","0","0","28","0","1005801","100580128"
"0","0","1","7","1.256","0","168","0","29","0","1005801","100580129"
"3.119","0","4","0","0","0","0","1","30","0","1005801","100580130"
"0","vo_ske","2","0","0","vo_ske_0106","0","0","31","0","1005801","100580131"
"0","0","1","8","0.702","0","89","0","32","0","1005801","100580132"
"1.386","0","4","0","0","0","0","1","33","0","1005801","100580133"
"0","0","1","8","1.352","0","278","0","34","89","1005801","100580134"
"2.053","0","4","0","0","0","0","1","35","0","1005801","100580135"
"0","0","1","8","0.733","0","383","0","36","278","1005801","100580136"
"1.868","0","4","0","0","0","0","1","37","0","1005801","100580137"
"0","0","1","9","1.764","0","195","0","38","0","1005801","100580138"
"2.905","0","4","0","0","0","0","1","39","0","1005801","100580139"
"0","0","1","9","0.969","0","314","0","40","195","1005801","100580140"
"0.969","0","4","0","0","0","0","1","41","0","1005801","100580141"
"0","0","1","10","0.808","0","115","0","42","0","1005801","100580142"
"2.8","0","4","0","0","0","0","1","43","0","1005801","100580143"
"0","vo_ske","2","0","0","vo_ske_0107","0","0","44","0","1005801","100580144"
"0","0","1","11","0.25","0","52","0","45","0","1005801","100580145"
"0.25","0","4","0","0","0","0","1","46","0","1005801","100580146"
"0","0","1","11","1.817","0","280","0","47","52","1005801","100580147"
"3.312","0","4","0","0","0","0","1","48","0","1005801","100580148"
"0","0","1","11","0.666","0","372","0","49","280","1005801","100580149"
"1.17","0","4","0","0","0","0","1","50","0","1005801","100580150"
"0","0","1","12","1.616","0","217","0","51","0","1005801","100580151"
"4.15","0","4","0","0","0","0","1","52","0","1005801","100580152"
"0","vo_ske","2","0","0","vo_ske_0108","0","0","53","0","1005801","100580153"
"0","0","1","13","1.198","0","142","0","54","0","1005801","100580154"
"2.442","0","4","0","0","0","0","1","55","0","1005801","100580155"
"0","0","1","14","1.934","0","267","0","56","0","1005801","100580156"
"4.434","0","4","0","0","0","0","1","57","0","1005801","100580157"
"0.8","0","4","0","0","0","0","1","1","0","1005802","100580201"
"0","vo_ske","2","0","0","vo_ske_0201","0","0","2","0","1005802","100580202"
"0","0","1","1","1.122","0","130","0","3","0","1005802","100580203"
"1.689","0","4","0","0","0","0","1","4","0","1005802","100580204"
"0","0","1","1","1.13","0","327","0","5","130","1005802","100580205"
"2.883","0","4","0","0","0","0","1","6","0","1005802","100580206"
"0","vo_ske","2","0","0","vo_ske_0202","0","0","7","0","1005802","100580207"
"0","0","1","2","1.057","0","119","0","8","0","1005802","100580208"
"1.962","0","4","0","0","0","0","1","9","0","1005802","100580209"
"0","0","1","2","1.166","0","266","0","10","119","1005802","100580210"
"1.747","0","4","0","0","0","0","1","11","0","1005802","100580211"
"0","0","1","2","1.216","0","389","0","12","266","1005802","100580212"
"1.216","0","4","0","0","0","0","1","13","0","1005802","100580213"
"0","0","1","3","1.868","0","272","0","14","0","1005802","100580214"
"3.78","0","4","0","0","0","0","1","15","0","1005802","100580215"
"0","vo_ske","2","0","0","vo_ske_0203","0","0","16","0","1005802","100580216"
"0","0","1","4","0.655","0","90","0","17","0","1005802","100580217"
"1.632","0","4","0","0","0","0","1","18","0","1005802","100580218"
"0","0","1","4","1.586","0","270","0","19","90","1005802","100580219"
"2.357","0","4","0","0","0","0","1","20","0","1005802","100580220"
"0","0","1","4","0.386","0","336","0","21","270","1005802","100580221"
"0.386","0","4","0","0","0","0","1","22","0","1005802","100580222"
"0","0","1","5","0.872","0","110","0","23","0","1005802","100580223"
"3.189","0","4","0","0","0","0","1","24","0","1005802","100580224"
"0","vo_ske","2","0","0","vo_ske_0204","0","0","25","0","1005802","100580225"
"0","0","1","5","1.065","0","241","0","26","110","1005802","100580226"
"1.882","0","4","0","0","0","0","1","27","0","1005802","100580227"
"0","0","1","5","0.888","0","359","0","28","241","1005802","100580228"
"0.888","0","4","0","0","0","0","1","29","0","1005802","100580229"
"0","0","1","6","0.607","0","66","0","30","0","1005802","100580230"
"1.21","0","4","0","0","0","0","1","31","0","1005802","100580231"
"0","0","1","6","0.933","0","158","0","32","66","1005802","100580232"
"2.332","0","4","0","0","0","0","1","33","0","1005802","100580233"
"0","0","1","6","1.649","0","360","0","34","158","1005802","100580234"
"4.223","0","4","0","0","0","0","1","35","0","1005802","100580235"
"0","vo_ske","2","0","0","vo_ske_0205","0","0","36","0","1005802","100580236"
"0","0","1","7","0.349","0","102","0","37","0","1005802","100580237"
"1.46","0","4","0","0","0","0","1","38","0","1005802","100580238"
"0","0","1","7","1.532","0","285","0","39","102","1005802","100580239"
"2.11","0","4","0","0","0","0","1","40","0","1005802","100580240"
"0","0","1","7","0.341","0","336","0","41","285","1005802","100580241"
"0.341","0","4","0","0","0","0","1","42","0","1005802","100580242"
"0","0","1","8","1.202","0","176","0","43","0","1005802","100580243"
"3.101","0","4","0","0","0","0","1","44","0","1005802","100580244"
"0","vo_ske","2","0","0","vo_ske_0206","0","0","45","0","1005802","100580245"
"0","0","1","9","0.706","0","85","0","46","0","1005802","100580246"
"1.796","0","4","0","0","0","0","1","47","0","1005802","100580247"
"0","0","1","9","1.854","0","331","0","48","85","1005802","100580248"
"2.709","0","4","0","0","0","0","1","49","0","1005802","100580249"
"0","0","1","10","1.202","0","139","0","50","0","1005802","100580250"
"3.52","0","4","0","0","0","0","1","51","0","1005802","100580251"
"0","vo_ske","2","0","0","vo_ske_0207","0","0","52","0","1005802","100580252"
"0","0","1","10","0.754","0","228","0","53","139","1005802","100580253"
"1.291","0","4","0","0","0","0","1","54","0","1005802","100580254"
"0","0","1","10","0.505","0","293","0","55","228","1005802","100580255"
"2.624","0","4","0","0","0","0","1","56","0","1005802","100580256"
"0","vo_ske","2","0","0","vo_ske_0208","0","0","57","0","1005802","100580257"
"0","0","1","11","1.061","0","130","0","58","0","1005802","100580258"
"1.6","0","4","0","0","0","0","1","59","0","1005802","100580259"
"0","0","1","11","1.645","0","310","0","60","130","1005802","100580260"
"2.3","0","4","0","0","0","0","1","61","0","1005802","100580261"
"0","0","1","12","1.616","0","240","0","62","0","1005802","100580262"
"3.913","0","4","0","0","0","0","1","63","0","1005802","100580263"
"0","vo_ske","2","0","0","vo_ske_0209","0","0","64","0","1005802","100580264"
"0","0","1","13","1.258","0","128","0","65","0","1005802","100580265"
"3.579","0","4","0","0","0","0","1","66","0","1005802","100580266"
"0","vo_ske","2","0","0","vo_ske_0210","0","0","67","0","1005802","100580267"
"0","0","1","14","1.496","0","250","0","68","0","1005802","100580268"
"3.996","0","4","0","0","0","0","1","69","0","1005802","100580269"
"0.8","0","4","0","0","0","0","1","1","0","1005803","100580301"
"0","vo_ske","2","0","0","vo_ske_0301","0","0","2","0","1005803","100580302"
"0","0","1","1","1.797","0","200","0","3","0","1005803","100580303"
"2.514","0","4","0","0","0","0","1","4","0","1005803","100580304"
"0","0","1","1","0.612","0","304","0","5","200","1005803","100580305"
"0.612","0","4","0","0","0","0","1","6","0","1005803","100580306"
"0","0","1","2","0.464","0","56","0","7","0","1005803","100580307"
"0.889","0","4","0","0","0","0","1","8","0","1005803","100580308"
"0","0","1","2","1.164","0","179","0","9","56","1005803","100580309"
"2.59","0","4","0","0","0","0","1","10","0","1005803","100580310"
"0","vo_ske","2","0","0","vo_ske_0302","0","0","11","0","1005803","100580311"
"0","0","1","2","1.185","0","316","0","12","179","1005803","100580312"
"1.185","0","4","0","0","0","0","1","13","0","1005803","100580313"
"0","0","1","3","0.952","0","137","0","14","0","1005803","100580314"
"1.747","0","4","0","0","0","0","1","15","0","1005803","100580315"
"0","0","1","3","0.961","0","219","0","16","137","1005803","100580316"
"2.398","0","4","0","0","0","0","1","17","0","1005803","100580317"
"0","vo_ske","2","0","0","vo_ske_0303","0","0","18","0","1005803","100580318"
"0","0","1","4","1.401","0","188","0","19","0","1005803","100580319"
"1.935","0","4","0","0","0","0","1","20","0","1005803","100580320"
"0","0","1","4","1.288","0","356","0","21","188","1005803","100580321"
"2.418","0","4","0","0","0","0","1","22","0","1005803","100580322"
"0","vo_ske","2","0","0","vo_ske_0304","0","0","23","0","1005803","100580323"
"0","0","1","5","0.619","0","55","0","24","0","1005803","100580324"
"1.407","0","4","0","0","0","0","1","25","0","1005803","100580325"
"0","0","1","5","2.1","0","333","0","26","55","1005803","100580326"
"4.561","0","4","0","0","0","0","1","27","0","1005803","100580327"
"0","vo_ske","2","0","0","vo_ske_0305","0","0","28","0","1005803","100580328"
"0","0","1","6","2.309","0","280","0","29","0","1005803","100580329"
"3.378","0","4","0","0","0","0","1","30","0","1005803","100580330"
"0","0","1","7","0.664","0","79","0","31","0","1005803","100580331"
"1.555","0","4","0","0","0","0","1","32","0","1005803","100580332"
"0","0","1","7","1.706","0","328","0","33","79","1005803","100580333"
"4.399","0","4","0","0","0","0","1","34","0","1005803","100580334"
"0","vo_ske","2","0","0","vo_ske_0306","0","0","35","0","1005803","100580335"
"0","0","1","8","2.137","0","212","0","36","0","1005803","100580336"
"3.014","0","4","0","0","0","0","1","37","0","1005803","100580337"
"0","0","1","8","0.788","0","340","0","38","212","1005803","100580338"
"2.288","0","4","0","0","0","0","1","39","0","1005803","100580339"
"0","vo_ske","2","0","0","vo_ske_0307","0","0","40","0","1005803","100580340"
"0","0","1","9","2.054","0","267","0","41","0","1005803","100580341"
"2.931","0","4","0","0","0","0","1","42","0","1005803","100580342"
"0","0","1","9","0.801","0","358","0","43","267","1005803","100580343"
"1.48","0","4","0","0","0","0","1","44","0","1005803","100580344"
"0","0","1","10","2.75","0","347","0","45","0","1005803","100580345"
"5.052","0","4","0","0","0","0","1","46","0","1005803","100580346"
"0","vo_ske","2","0","0","vo_ske_0308","0","0","47","0","1005803","100580347"
"0","0","1","11","0.527","0","71","0","48","0","1005803","100580348"
"1.38","0","4","0","0","0","0","1","49","0","1005803","100580349"
"0","0","1","11","1.473","0","247","0","50","71","1005803","100580350"
"1.759","0","4","0","0","0","0","1","51","0","1005803","100580351"
"0","0","1","11","0.68","0","354","0","52","247","1005803","100580352"
"1.838","0","4","0","0","0","0","1","53","0","1005803","100580353"
"0","vo_ske","2","0","0","vo_ske_0309","0","0","54","0","1005803","100580354"
"0","0","1","12","0.477","0","63","0","55","0","1005803","100580355"
"1.108","0","4","0","0","0","0","1","56","0","1005803","100580356"
"0","0","1","12","2.144","0","323","0","57","63","1005803","100580357"
"3.802","0","4","0","0","0","0","1","58","0","1005803","100580358"
"0","vo_ske","2","0","0","vo_ske_0310","0","0","59","0","1005803","100580359"
"0","0","1","13","1.251","0","113","0","60","0","1005803","100580360"
"2.672","0","4","0","0","0","0","1","61","0","1005803","100580361"
"0","0","1","13","0.65","0","197","0","62","113","1005803","100580362"
"1.349","0","4","0","0","0","0","1","63","0","1005803","100580363"
"0","0","1","13","0.589","0","290","0","64","197","1005803","100580364"
"3.089","0","4","0","0","0","0","1","65","0","1005803","100580365"
"0.8","0","4","0","0","0","0","1","1","0","1005804","100580401"
"0","vo_ske","2","0","0","vo_ske_0401","0","0","2","0","1005804","100580402"
"0","0","1","1","1.769","0","186","0","3","0","1005804","100580403"
"3.723","0","4","0","0","0","0","1","4","0","1005804","100580404"
"0","vo_ske","2","0","0","vo_ske_0402","0","0","5","0","1005804","100580405"
"0","0","1","2","0.818","0","70","0","6","0","1005804","100580406"
"1.553","0","4","0","0","0","0","1","7","0","1005804","100580407"
"0","0","1","2","1.87","0","289","0","8","70","1005804","100580408"
"2.537","0","4","0","0","0","0","1","9","0","1005804","100580409"
"0","0","1","2","0.487","0","347","0","10","289","1005804","100580410"
"0.487","0","4","0","0","0","0","1","11","0","1005804","100580411"
"0","0","1","3","0.822","0","101","0","12","0","1005804","100580412"
"2.459","0","4","0","0","0","0","1","13","0","1005804","100580413"
"0","0","1","3","1.696","0","268","0","14","101","1005804","100580414"
"2.551","0","4","0","0","0","0","1","15","0","1005804","100580415"
"0","0","1","3","0.688","0","356","0","16","268","1005804","100580416"
"1.121","0","4","0","0","0","0","1","17","0","1005804","100580417"
"0","0","1","4","1.807","0","221","0","18","0","1005804","100580418"
"4.87","0","4","0","0","0","0","1","19","0","1005804","100580419"
"0","vo_ske","2","0","0","vo_ske_0403","0","0","20","0","1005804","100580420"
"0","0","1","5","0.78","0","101","0","21","0","1005804","100580421"
"2.288","0","4","0","0","0","0","1","22","0","1005804","100580422"
"0","0","1","5","1.497","0","324","0","23","101","1005804","100580423"
"3.177","0","4","0","0","0","0","1","24","0","1005804","100580424"
"0","vo_ske","2","0","0","vo_ske_0404","0","0","25","0","1005804","100580425"
"0","0","1","6","0.729","0","102","0","26","0","1005804","100580426"
"1.799","0","4","0","0","0","0","1","27","0","1005804","100580427"
"0","0","1","6","0.823","0","177","0","28","102","1005804","100580428"
"1.447","0","4","0","0","0","0","1","29","0","1005804","100580429"
"0","0","1","6","0.982","0","275","0","30","177","1005804","100580430"
"1.587","0","4","0","0","0","0","1","31","0","1005804","100580431"
"0","0","1","6","0.639","0","325","0","32","275","1005804","100580432"
"0.639","0","4","0","0","0","0","1","33","0","1005804","100580433"
"0","0","1","7","1.712","0","266","0","34","0","1005804","100580434"
"3.735","0","4","0","0","0","0","1","35","0","1005804","100580435"
"0","vo_ske","2","0","0","vo_ske_0405","0","0","36","0","1005804","100580436"
"0","0","1","8","0.793","0","58","0","37","0","1005804","100580437"
"2.073","0","4","0","0","0","0","1","38","0","1005804","100580438"
"0","0","1","8","0.405","0","80","0","39","58","1005804","100580439"
"1.081","0","4","0","0","0","0","1","40","0","1005804","100580440"
"0","0","1","8","0.962","0","228","0","41","80","1005804","100580441"
"3.994","0","4","0","0","0","0","1","42","0","1005804","100580442"
"0","vo_ske","2","0","0","vo_ske_0406","0","0","43","0","1005804","100580443"
"0","0","1","9","0.869","0","117","0","44","0","1005804","100580444"
"2.298","0","4","0","0","0","0","1","45","0","1005804","100580445"
"0","vo_ske","2","0","0","vo_ske_0407","0","0","46","0","1005804","100580446"
"0","0","1","9","1.07","0","242","0","47","117","1005804","100580447"
"2.401","0","4","0","0","0","0","1","48","0","1005804","100580448"
"0","vo_ske","2","0","0","vo_ske_0408","0","0","49","0","1005804","100580449"
"0","0","1","9","0.939","0","368","0","50","242","1005804","100580450"
"0.939","0","4","0","0","0","0","1","51","0","1005804","100580451"
"0","0","1","10","0.816","0","124","0","52","0","1005804","100580452"
"2.428","0","4","0","0","0","0","1","53","0","1005804","100580453"
"0","vo_ske","2","0","0","vo_ske_0409","0","0","54","0","1005804","100580454"
"0","0","1","10","0.626","0","172","0","55","124","1005804","100580455"
"1.776","0","4","0","0","0","0","1","56","0","1005804","100580456"
"0","0","1","10","1.439","0","360","0","57","172","1005804","100580457"
"1.439","0","4","0","0","0","0","1","58","0","1005804","100580458"
"0","0","1","11","0.447","0","71","0","59","0","1005804","100580459"
"2.012","0","4","0","0","0","0","1","60","0","1005804","100580460"
"0","vo_ske","2","0","0","vo_ske_0410","0","0","61","0","1005804","100580461"
"0","0","1","11","0.504","0","130","0","62","71","1005804","100580462"
"1.659","0","4","0","0","0","0","1","63","0","1005804","100580463"
"0","0","1","11","0.488","0","235","0","64","130","1005804","100580464"
"3.099","0","4","0","0","0","0","1","65","0","1005804","100580465"
"0","vo_ske","2","0","0","vo_ske_0411","0","0","66","0","1005804","100580466"
"0","0","1","12","0.743","0","89","0","67","0","1005804","100580467"
"1.683","0","4","0","0","0","0","1","68","0","1005804","100580468"
"0","0","1","12","2.16","0","319","0","69","89","1005804","100580469"
"3.689","0","4","0","0","0","0","1","70","0","1005804","100580470"
"0","0","1","13","1.846","0","220","0","71","0","1005804","100580471"
"4.239","0","4","0","0","0","0","1","72","0","1005804","100580472"
"0","vo_ske","2","0","0","vo_ske_0412","0","0","73","0","1005804","100580473"
"0","0","1","14","0.584","0","80","0","74","0","1005804","100580474"
"1.837","0","4","0","0","0","0","1","75","0","1005804","100580475"
"0","0","1","14","1.393","0","275","0","76","80","1005804","100580476"
"3.893","0","4","0","0","0","0","1","77","0","1005804","100580477"
"0.8","0","4","0","0","0","0","1","1","0","1005805","100580501"
"0","vo_ske","2","0","0","vo_ske_0501","0","0","2","0","1005805","100580502"
"0","0","1","1","1.013","0","123","0","3","0","1005805","100580503"
"1.598","0","4","0","0","0","0","1","4","0","1005805","100580504"
"0","0","1","1","1.062","0","271","0","5","123","1005805","100580505"
"2.428","0","4","0","0","0","0","1","6","0","1005805","100580506"
"0","vo_ske","2","0","0","vo_ske_0502","0","0","7","0","1005805","100580507"
"0","0","1","2","1.244","0","107","0","8","0","1005805","100580508"
"1.839","0","4","0","0","0","0","1","9","0","1005805","100580509"
"0","0","1","2","1.989","0","357","0","10","107","1005805","100580510"
"3.898","0","4","0","0","0","0","1","11","0","1005805","100580511"
"0","vo_ske","2","0","0","vo_ske_0503","0","0","12","0","1005805","100580512"
"0","0","1","3","1.43","0","188","0","13","0","1005805","100580513"
"1.915","0","4","0","0","0","0","1","14","0","1005805","100580514"
"0","0","1","3","0.906","0","309","0","15","188","1005805","100580515"
"2.75","0","4","0","0","0","0","1","16","0","1005805","100580516"
"0","vo_ske","2","0","0","vo_ske_0504","0","0","17","0","1005805","100580517"
"0","0","1","4","1.11","0","103","0","18","0","1005805","100580518"
"1.656","0","4","0","0","0","0","1","19","0","1005805","100580519"
"0","0","1","4","1.445","0","235","0","20","103","1005805","100580520"
"1.899","0","4","0","0","0","0","1","21","0","1005805","100580521"
"0","0","1","4","0.574","0","326","0","22","235","1005805","100580522"
"2.491","0","4","0","0","0","0","1","23","0","1005805","100580523"
"0","vo_ske","2","0","0","vo_ske_0505","0","0","24","0","1005805","100580524"
"0","0","1","5","1.192","0","167","0","25","0","1005805","100580525"
"1.943","0","4","0","0","0","0","1","26","0","1005805","100580526"
"0","0","1","5","0.864","0","279","0","27","167","1005805","100580527"
"1.47","0","4","0","0","0","0","1","28","0","1005805","100580528"
"0","0","1","5","0.713","0","340","0","29","279","1005805","100580529"
"3.073","0","4","0","0","0","0","1","30","0","1005805","100580530"
"0","vo_ske","2","0","0","vo_ske_0506","0","0","31","0","1005805","100580531"
"0","0","1","6","1.159","0","153","0","32","0","1005805","100580532"
"1.779","0","4","0","0","0","0","1","33","0","1005805","100580533"
"0","0","1","6","1.634","0","391","0","34","153","1005805","100580534"
"5.206","0","4","0","0","0","0","1","35","0","1005805","100580535"
"0","vo_ske","2","0","0","vo_ske_0507","0","0","36","0","1005805","100580536"
"0","0","1","7","1.363","0","183","0","37","0","1005805","100580537"
"2.334","0","4","0","0","0","0","1","38","0","1005805","100580538"
"0","0","1","7","1.128","0","343","0","39","183","1005805","100580539"
"3.267","0","4","0","0","0","0","1","40","0","1005805","100580540"
"0","vo_ske","2","0","0","vo_ske_0508","0","0","41","0","1005805","100580541"
"0","0","1","8","2.341","0","305","0","42","0","1005805","100580542"
"3.817","0","4","0","0","0","0","1","43","0","1005805","100580543"
"0","0","1","8","0.614","0","360","0","44","305","1005805","100580544"
"1.798","0","4","0","0","0","0","1","45","0","1005805","100580545"
"0","0","1","9","1.942","0","286","0","46","0","1005805","100580546"
"4.447","0","4","0","0","0","0","1","47","0","1005805","100580547"
"0","vo_ske","2","0","0","vo_ske_0509","0","0","48","0","1005805","100580548"
"0","0","1","10","0.441","0","108","0","49","0","1005805","100580549"
"1.691","0","4","0","0","0","0","1","50","0","1005805","100580550"
"0","0","1","10","2.177","0","382","0","51","108","1005805","100580551"
"4.215","0","4","0","0","0","0","1","52","0","1005805","100580552"
"0","vo_ske","2","0","0","vo_ske_0510","0","0","53","0","1005805","100580553"
"0","0","1","11","1.116","0","118","0","54","0","1005805","100580554"
"2.252","0","4","0","0","0","0","1","55","0","1005805","100580555"
"0","0","1","11","2.025","0","380","0","56","118","1005805","100580556"
"4.486","0","4","0","0","0","0","1","57","0","1005805","100580557"
"0","vo_ske","2","0","0","vo_ske_0511","0","0","58","0","1005805","100580558"
"0","0","1","12","0.473","0","64","0","59","0","1005805","100580559"
"1.015","0","4","0","0","0","0","1","60","0","1005805","100580560"
"0","0","1","12","0.759","0","164","0","61","64","1005805","100580561"
"2.172","0","4","0","0","0","0","1","62","0","1005805","100580562"
"0","0","1","13","2.606","0","362","0","63","0","1005805","100580563"
"5.313","0","4","0","0","0","0","1","64","0","1005805","100580564"
"0","vo_ske","2","0","0","vo_ske_0512","0","0","65","0","1005805","100580565"
"0","0","1","14","1.072","0","197","0","66","0","1005805","100580566"
"2.416","0","4","0","0","0","0","1","67","0","1005805","100580567"
"0","0","1","14","1.331","0","362","0","68","197","1005805","100580568"
"3.831","0","4","0","0","0","0","1","69","0","1005805","100580569"
"0.8","0","4","0","0","0","0","1","1","0","1005901","100590101"
"0","vo_ske","2","0","0","vo_ske_0601","0","0","2","0","1005901","100590102"
"0","0","1","1","1.86","0","198","0","3","0","1005901","100590103"
"2.5","0","4","0","0","0","0","1","4","0","1005901","100590104"
"0","0","1","1","1.2","0","365","0","5","198","1005901","100590105"
"3.1","0","4","0","0","0","0","1","6","0","1005901","100590106"
"0","vo_ske","2","0","0","vo_ske_0602","0","0","7","0","1005901","100590107"
"0","0","1","2","2.2","0","268","0","8","0","1005901","100590108"
"3.3","0","4","0","0","0","0","1","9","0","1005901","100590109"
"0","0","1","2","0.9","0","356","0","10","268","1005901","100590110"
"1.5","0","4","0","0","0","0","1","11","0","1005901","100590111"
"0","0","1","3","1.5","0","186","0","12","0","1005901","100590112"
"3.7","0","4","0","0","0","0","1","13","0","1005901","100590113"
"0","vo_ske","2","0","0","vo_ske_0603","0","0","14","0","1005901","100590114"
"0","0","1","3","1.5","0","381","0","15","186","1005901","100590115"
"1.5","0","4","0","0","0","0","1","16","0","1005901","100590116"
"0","0","1","4","0.3","0","50","0","17","0","1005901","100590117"
"1.5","0","4","0","0","0","0","1","18","0","1005901","100590118"
"0","0","1","4","0.8","0","132","0","19","50","1005901","100590119"
"1.5","0","4","0","0","0","0","1","20","0","1005901","100590120"
"0","0","1","4","1.9","0","378","0","21","132","1005901","100590121"
"4.5","0","4","0","0","0","0","1","22","0","1005901","100590122"
"0","vo_ske","2","0","0","vo_ske_0604","0","0","23","0","1005901","100590123"
"0","0","1","5","2.3","0","273","0","24","0","1005901","100590124"
"3.3","0","4","0","0","0","0","1","25","0","1005901","100590125"
"0","0","1","5","1.1","0","385","0","26","273","1005901","100590126"
"1.1","0","4","0","0","0","0","1","27","0","1005901","100590127"
"0","0","1","6","1.1","0","223","0","28","0","1005901","100590128"
"3.9","0","4","0","0","0","0","1","29","0","1005901","100590129"
"0","vo_ske","2","0","0","vo_ske_0605","0","0","30","0","1005901","100590130"
"0","0","1","7","0.5","0","76","0","31","0","1005901","100590131"
"1.7","0","4","0","0","0","0","1","32","0","1005901","100590132"
"0","0","1","7","1.2","0","210","0","33","76","1005901","100590133"
"1.9","0","4","0","0","0","0","1","34","0","1005901","100590134"
"0","0","1","7","0.9","0","292","0","35","210","1005901","100590135"
"2.6","0","4","0","0","0","0","1","36","0","1005901","100590136"
"0","vo_ske","2","0","0","vo_ske_0606","0","0","37","0","1005901","100590137"
"0","0","1","8","1.6","0","217","0","38","0","1005901","100590138"
"2","0","4","0","0","0","0","1","39","0","1005901","100590139"
"0","0","1","8","1","0","340","0","40","217","1005901","100590140"
"1","0","4","0","0","0","0","1","41","0","1005901","100590141"
"0","0","1","9","1.3","0","166","0","42","0","1005901","100590142"
"2.2","0","4","0","0","0","0","1","43","0","1005901","100590143"
"0","0","1","9","1.4","0","372","0","44","166","1005901","100590144"
"4","0","4","0","0","0","0","1","45","0","1005901","100590145"
"0","vo_ske","2","0","0","vo_ske_0607","0","0","46","0","1005901","100590146"
"0","0","1","10","1.1","0","115","0","47","0","1005901","100590147"
"1.8","0","4","0","0","0","0","1","48","0","1005901","100590148"
"0","0","1","10","1","0","220","0","49","115","1005901","100590149"
"2.3","0","4","0","0","0","0","1","50","0","1005901","100590150"
"0","0","1","10","1.4","0","366","0","51","220","1005901","100590151"
