e20013123918d51900df2726b6b8f44829a8196201b350b27d13ba477ffbd0ac,cbd3ecdacf3e8608e5cc907fae0ecfda09c706547e03ecdf44e1935491b55f8f,c213c24b98526fe61d3f502d97b0a714edc17415a01ea3578f37f8cacaae2f3c,28e1f97bf363a9f0fb491970dcd96cd953264ec605b7475fcadede4e272d2277,8be3e72d1a57b7c73d35d3e356ecb3581488c4a5e6a91d907c7f2c41445531be,ed236b1a43bba180a82f0d7eb3610b55756952cea3ccee768302f259053f8527,1ced40f2d2564cc646e76faf292672a1357fbcce7b8ba69ae9fe3aace7b6687c,8c9b57c62ee8ac202452cf18eeb26a65b483a3f58112d6a3b2189c79f18b5bf4,d0c6e3b8589e263233fecd17791faaad470c9c3a1eeea78311d4b9ed630bcea4,b59de837ff2795248c13b38737d60f49b05ade1b3ed13f018888e8badb21891c,484fa687107180ec861f7e5d15a054a938eb2808f180f87c71191955da684fff,ba894f56f1d29560ff39c4ee3800324e2e7a020193d429a9f062b693ae473852,f99ec7dd622a9882c4261445c9055de3df95f471bb008d8afa4cc048d5abd76f,d6b5b2774e7222b2afdd25e4f7956d8b029a151cf58de96e295940c37df931a1,5ed586892e37274de3adb960aed460fa712f7c67306bd0cb7a2aeac33af14ec5,99e80cce0cc5647f93b26c39bb8e45454927fca76484aa42362e2429c5a6a732,9c4fcaeadead9a51bc74e4d944a082e0361810a0791c8bdc9903227094f61943,a7be5c9dc48bd30518c9dabae729e353a921270679fe5717cd814948c9700679,274dec9575e220b5bbb496367d3c3a2f1aa971e5ccf8499ba71773d4a3717b14,7a18bb6c01a0bdc3188c04a9b8c1eec54dcda822a08b6f2cc345c0f8cbffe498,26c7baf55224f5e19ad90e0177f8ccda721281b10fa4060de0b1bfe9d65a41fa,ac548d3ae7e9c609b356f144994e9a3bd48963f8ec0b2a0a19d959df333ab144,b6af98746d749360f88f0008682279023333db09f28e800bfa5594f1e9f692a7,d1d852f0a9a14b708fddb44bc85b3a122e231fdfb3271dbe961b9299b6c617e3,a98d7b7340d9452d63f4ce3ee83af8ae125094b500a3ba15d7c05bbd05f36645,f86be41a6f253aeb0e76f09b2062c2b0da46575b5ff169abef8cb71cb9d0c542,66d46e95cb3b84a7b333a25aacaeaaa845a43b8353515d42b883481e25c4397c,855405033089e12a841c5592a22346280ea92114fae83c38956efb2c1d3b9b60,4ed765dfb75a94e4fb5660594f5b9b6e26ba904c2e1980254b0878881ead78ee,e58d0b53b368e398c83251a59b9d91057405e295ddc701802076facd4170537c,f85aa855b1abe5e0fa10046a4866187bdc099129eebd14375f6be36bff0ec05d,8abb35a8eb8cf13c6a5191426bcd3b13942ebff9fc79c3e5ea3eb9f05cf262ca,f76b0ebe6225a1c5169714c48f2e38090ea4bcad76cf32b2f8f861ec8df97b6b,cc421b0ce27179728e29f654f604dd55d7c55bf2d8fe25c35884ce9b30bbfb02,af1a1162fb1dddd94cfcd3ea0f6c467fdfd585e28371ec8a84eda1b442d4f8fd,07ef1359add5170994538f04f667bbdb7013aabe8479bcc047ec26484610e988,7294ec5b7f39add7c3224f6cff8f4c19ac1c010ca5e7dc5f41c904483ddaba29,abf10052288929694da1614d5a19bc63a5e43e5bc00880338f4280aa25d9f7ef,ceb156b33ef097297740a9e49f8b2013da27993debff53d9a30818cf117b364a
"0","121.9","4.91","0","658.1","0","0","0","0","17.01","0","100301","50000","91.87","15","0.84","0","150","0","0","0","0","5","0","0","0","0","0","0","31003","0","4.51","0","0","0","0","0","0","0.9"
"10","162.5","5.73","0","767.7","0","0","0","0","22.68","0","100301","0","1847.2","115","1.12","0","0","0","0","0","0","6","0","0","0","0","0","0","31003","0","5.27","0","0","0","0","0","2","1.2"
"0","44.1","2.85","0","397","0","0","0","0","5.29","0","100401","10000","47.62","20","0.25","0","15","0","0","0","0","1","0","0","0","0","0","0","31004","0","2.28","0","0","0","0","0","0","0.32"
"0","66.15","3.42","0","476.3","0","0","0","0","7.93","0","100401","20000","57.14","20","0.37","0","30","0","0","0","0","2","0","0","0","0","0","0","31004","0","2.73","0","0","0","0","0","0","0.48"
"0","88.2","3.99","0","555.7","0","0","0","0","10.58","0","100401","30000","66.66","20","0.5","0","100","0","0","0","0","3","0","0","0","0","0","0","31004","0","3.19","0","0","0","0","0","0","0.64"
"0","110.3","4.56","0","635.1","0","0","0","0","13.22","0","100401","40000","76.19","20","0.62","0","120","0","0","0","0","4","0","0","0","0","0","0","31004","0","3.64","0","0","0","0","0","0","0.8"
"0","132.3","5.13","0","714.5","0","0","0","0","15.87","0","100401","50000","85.71","20","0.75","0","150","0","0","0","0","5","0","0","0","0","0","0","31004","0","4.1","0","0","0","0","0","0","0.96"
"10","176.4","71.99","0","833.5","0","0","0","0","21.16","0","100401","0","1205","20","1","10","0","0","0","0","0","6","0","0","0","0","0","0","31004","0","4.79","0","0","0","0","0","0","1.28"
"0","47","3.19","0","423","0","0","0","0","4.84","0","100501","10000","43.52","10","0.32","0","15","0","0","0","0","1","0","0","0","0","0","0","31005","0","2.85","0","0","0","0","0","0","0.35"
"0","70.5","3.83","0","507.6","0","0","0","0","7.26","0","100501","20000","52.22","10","0.48","0","30","0","0","0","0","2","0","0","0","0","0","0","31005","0","3.42","0","0","0","0","0","0","0.53"
"0","94","4.47","0","592.2","0","0","0","0","9.68","0","100501","30000","60.93","10","0.64","0","100","0","0","0","0","3","0","0","0","0","0","0","31005","0","3.99","0","0","0","0","0","0","0.7"
"0","117.5","5.1","0","676.8","0","0","0","0","12.1","0","100501","40000","69.63","10","0.8","0","120","0","0","0","0","4","0","0","0","0","0","0","31005","0","4.56","0","0","0","0","0","0","0.88"
"0","141","5.74","0","761.4","0","0","0","0","14.52","0","100501","50000","78.34","10","0.96","0","150","0","0","0","0","5","0","0","0","0","0","0","31005","0","5.13","0","0","0","0","0","0","1.05"
"10","188","36.7","0","3388.3","0","0","0","0","19.36","0","100501","0","691.4","10","1.28","0","0","0","0","0","0","6","0","0","0","0","0","0","31005","0","35.99","0","0","0","0","0","0","1.4"
"0","42.52","2.28","0","382.7","0","0","0","0","0","0","100601","10000","0","0","0.29","0","15","45.34","0","0","0","1","0","0","0","0","0","0","31006","0","2.62","0","5.04","0","0","0","0","0.25"
"0","63.78","2.73","0","459.2","0","0","0","0","0","0","100601","20000","0","0","0.43","0","30","54.4","0","0","0","2","0","0","0","0","0","0","31006","0","3.14","0","7.56","0","0","0","0","0.37"
"0","85.04","3.19","0","535.8","0","0","0","0","0","0","100601","30000","0","0","0.58","0","100","63.47","0","0","0","3","0","0","0","0","0","0","31006","0","3.66","0","10.08","0","0","0","0","0.5"
"0","106.3","3.64","0","612.3","0","0","0","0","0","0","100601","40000","0","0","0.72","0","120","72.54","0","0","0","4","0","0","0","0","0","0","31006","0","4.19","0","12.6","0","0","0","0","0.62"
"0","127.6","4.1","0","688.8","0","0","0","0","0","0","100601","50000","0","0","0.87","0","150","81.61","0","0","0","5","0","0","0","0","0","0","31006","0","4.71","0","15.12","0","0","0","0","0.75"
"10","170.1","4.79","0","803.6","0","0","0","0","0","0","100601","0","0","0","1.16","0","0","1685.3","0","0","0","6","0","0","0","65","0","0","31006","0","5.5","0","20.16","0","0","0","0","1"
"0","56.28","3.53","0","506.6","0","0","0","0","3.76","0","100701","10000","33.84","5","0.25","0","15","0","0","0","0","1","0","0","0","0","0","0","31007","0","2.28","0","0","0","0","0","0","0.39"
"0","84.42","4.23","0","607.9","0","0","0","0","5.64","0","100701","20000","40.6","5","0.37","0","30","0","0","0","0","2","0","0","0","0","0","0","31007","0","2.73","0","0","0","0","0","0","0.58"
"0","112.6","4.94","0","709.2","0","0","0","0","7.52","0","100701","30000","47.37","5","0.5","0","100","0","0","0","0","3","0","0","0","0","0","0","31007","0","3.19","0","0","0","0","0","0","0.78"
"0","140.7","5.64","0","810.5","0","0","0","0","9.4","0","100701","40000","54.14","5","0.62","0","120","0","0","0","0","4","0","0","0","0","0","0","31007","0","3.64","0","0","0","0","0","0","0.97"
"0","168.9","6.35","0","911.8","0","0","0","0","11.28","0","100701","50000","60.91","5","0.75","0","150","0","0","0","0","5","0","0","0","0","0","0","31007","0","4.1","0","0","0","0","0","0","1.17"
"0","225.2","122.5","0","3563.7","0","0","0","0","15.04","0","100701","0","71.06","5","1","39","0","0","0","0","0","6","0","0","0","0","0","0","31007","0","4.79","0","0","0","0","0","0","1.56"
"0","37.72","2.51","0","339.5","0","0","0","0","0","0","100801","10000","0","0","0.22","0","15","40.22","0","0","0","1","0","0","0","0","0","0","31008","0","1.94","0","4.47","0","0","0","0","0.28"
"0","56.58","3.01","0","407.4","0","0","0","0","0","0","100801","20000","0","0","0.33","0","30","48.26","0","0","0","2","0","0","0","0","0","0","31008","0","2.32","0","6.7","0","0","0","0","0.42"
"0","75.44","3.51","0","475.3","0","0","0","0","0","0","100801","30000","0","0","0.44","0","100","56.3","0","0","0","3","0","0","0","0","0","0","31008","0","2.71","0","8.94","0","0","0","0","0.56"
"0","94.3","4.01","0","543.2","0","0","0","0","0","0","100801","40000","0","0","0.55","0","120","64.35","0","0","0","4","0","0","0","0","0","0","31008","0","3.1","0","11.17","0","0","0","0","0.7"
"0","113.2","4.51","0","611.1","0","0","0","0","0","0","100801","50000","0","0","0.66","0","150","72.39","0","0","0","5","0","0","0","0","0","0","31008","0","3.49","0","13.41","0","0","0","0","0.84"
"10","150.9","5.27","0","712.9","0","0","0","0","0","1","100801","0","0","0","0.88","0","0","2394.5","0","0","0","6","0","0","0","75","0","0","31008","0","4.07","0","17.88","0","0","0","0","1.12"
"0","35.97","2.28","0","323.8","0","0","0","0","0","0","100901","10000","0","0","0.24","0","15","54.11","0","0","0","1","0","0","0","0","0","0","31009","0","2.16","0","6.01","0","0","0","0","0.25"
"0","53.95","2.73","0","388.6","0","0","0","0","0","0","100901","20000","0","0","0.36","0","30","64.93","0","0","0","2","0","0","0","0","0","0","31009","0","2.59","0","9.01","0","0","0","0","0.37"
"0","71.94","3.19","0","453.3","0","0","0","0","0","0","100901","30000","0","0","0.48","0","100","75.75","0","0","0","3","0","0","0","0","0","0","31009","0","3.02","0","12.02","0","0","0","0","0.5"
"0","89.92","3.64","0","518.1","0","0","0","0","0","0","100901","40000","0","0","0.6","0","120","86.57","0","0","0","4","0","0","0","0","0","0","31009","0","3.45","0","15.02","0","0","0","0","0.62"
"0","108","4.1","0","582.8","0","0","0","0","0","0","100901","50000","0","0","0.72","0","150","97.39","0","0","0","5","0","0","0","0","0","0","31009","0","3.88","0","18.03","0","0","0","0","0.75"
"10","143.9","4.79","0","680","0","0","0","0","0","0","100901","0","0","0","0.96","0","0","3353.7","0","0","0","6","0","0","0","150","0","0","31009","0","4.54","0","24.04","0","0","0","0","1"
"0","37.72","2.51","0","339.5","0","0","0","0","0","0","101001","10000","0","0","0.22","0","15","40.22","0","0","0","1","0","0","0","0","0","0","31010","0","1.94","0","4.47","0","0","0","0","0.28"
"0","56.58","3.01","0","407.4","0","0","0","0","0","0","101001","20000","0","0","0.33","0","30","48.26","0","0","0","2","0","0","0","0","0","0","31010","0","2.32","0","6.7","0","0","0","0","0.42"
"0","75.44","3.51","0","475.3","0","0","0","0","0","0","101001","30000","0","0","0.44","0","100","56.3","0","0","0","3","0","0","0","0","0","0","31010","0","2.71","0","8.94","0","0","0","0","0.56"
"0","94.3","4.01","0","543.2","0","0","0","0","0","0","101001","40000","0","0","0.55","0","120","64.35","0","0","0","4","0","0","0","0","0","0","31010","0","3.1","0","11.17","0","0","0","0","0.7"
"0","113.2","4.51","0","611.1","0","0","0","0","0","0","101001","50000","0","0","0.66","0","150","72.39","0","0","0","5","0","0","0","0","0","0","31010","0","3.49","0","13.41","0","0","0","0","0.84"
"0","150.9","35.27","30","712.9","0","0","0","0","0","0","101001","0","0","0","0.88","0","0","544.5","0","0","0","6","0","0","0","0","0","0","31010","0","4.07","0","17.88","0","0","0","0","1.12"
"0","31.91","2.28","0","287.2","0","0","0","0","5.18","0","101101","10000","46.59","10","0.2","0","15","0","0","0","0","1","0","0","0","0","0","0","31011","0","1.82","0","0","0","0","0","0","0.25"
"0","47.86","2.73","0","344.7","0","0","0","0","7.77","0","101101","20000","55.9","10","0.3","0","30","0","0","0","0","2","0","0","0","0","0","0","31011","0","2.18","0","0","0","0","0","0","0.37"
"0","63.82","3.19","0","402.1","0","0","0","0","10.36","0","101101","30000","65.22","10","0.4","0","100","0","0","0","0","3","0","0","0","0","0","0","31011","0","2.54","0","0","0","0","0","0","0.5"
"0","79.77","3.64","0","459.6","0","0","0","0","12.95","0","101101","40000","74.54","10","0.5","0","120","0","0","0","0","4","0","0","0","0","0","0","31011","0","2.91","0","0","0","0","0","0","0.62"
"0","95.73","4.1","0","517","0","0","0","0","15.54","0","101101","50000","83.86","10","0.6","0","150","0","0","0","0","5","0","0","0","0","0","0","31011","0","3.27","0","0","0","0","0","0","0.75"
"10","127.7","4.79","0","603.1","0","0","0","0","20.72","0","101101","0","1837.9","110","0.8","0","0","0","0","0","0","6","0","0","0","0","0","0","31011","0","3.82","0","0","0","0","0","2","1"
"0","32.89","2.51","0","296","0","0","0","0","0","0","101201","10000","0","0","0.19","0","15","46.03","0","0","0","1","0","0","0","0","0","0","31012","0","1.71","0","5.11","0","0","0","0","0.28"
"0","49.33","3.01","0","355.2","0","0","0","0","0","0","101201","20000","0","0","0.28","0","30","55.23","0","0","0","2","0","0","0","0","0","0","31012","0","2.05","0","7.66","0","0","0","0","0.42"
"0","65.78","3.51","0","414.4","0","0","0","0","0","0","101201","30000","0","0","0.38","0","100","64.44","0","0","0","3","0","0","0","0","0","0","31012","0","2.39","0","10.22","0","0","0","0","0.56"
"0","82.22","4.01","0","473.6","0","0","0","0","0","0","101201","40000","0","0","0.47","0","120","73.64","0","0","0","4","0","0","0","0","0","0","31012","0","2.73","0","12.77","0","0","0","0","0.7"
"0","98.67","4.51","0","532.8","0","0","0","0","0","0","101201","50000","0","0","0.57","0","150","82.85","0","0","0","5","0","0","0","0","0","0","31012","0","3.07","0","15.33","0","0","0","0","0.84"
"5","131.6","5.27","0","621.5","0","0","0","0","0","0","101201","0","0","0","0.76","0","0","1836.7","0","0","0","6","0","0","0","90","0","0","31012","0","3.59","0","20.44","0","0","0","2","1.12"
"0","32.28","2.16","0","290.5","0","0","0","0","0","0","101301","10000","0","0","0.23","0","15","45.23","0","0","0","1","0","0","0","0","0","0","31013","0","2.05","0","5.03","0","0","0","0","0.24"
"0","48.42","2.59","0","348.6","0","0","0","0","0","0","101301","20000","0","0","0.35","0","30","54.28","0","0","0","2","0","0","0","0","0","0","31013","0","2.46","0","7.55","0","0","0","0","0.36"
"0","64.56","3.02","0","406.7","0","0","0","0","0","0","101301","30000","0","0","0.46","0","100","63.32","0","0","0","3","0","0","0","0","0","0","31013","0","2.87","0","10.06","0","0","0","0","0.48"
"0","80.7","3.46","0","464.8","0","0","0","0","0","0","101301","40000","0","0","0.58","0","120","72.37","0","0","0","4","0","0","0","0","0","0","31013","0","3.28","0","12.58","0","0","0","0","0.6"
"0","96.84","3.89","0","522.9","0","0","0","0","0","0","101301","50000","0","0","0.69","0","150","81.41","0","0","0","5","0","0","0","0","0","0","31013","0","3.69","0","15.09","0","0","0","0","0.72"
"10","129.2","4.54","0","610.1","0","0","0","0","0","0","101301","0","0","0","0.92","0","0","1610","0","0","0","6","0","0","0","90","0","0","31013","0","4.31","0","20.12","0","0","0","2","0.96"
"0","37.03","2.51","0","333.2","0","0","0","0","0","0","101401","10000","0","0","0.25","0","15","37.59","0","0","0","1","0","0","0","0","0","0","31014","0","2.28","0","4.18","0","0","0","0","0.28"
"0","55.55","3.01","0","399.8","0","0","0","0","0","0","101401","20000","0","0","0.38","0","30","45.11","0","0","0","2","0","0","0","0","0","0","31014","0","2.74","0","6.27","0","0","0","0","0.42"
"0","74.06","3.51","0","466.5","0","0","0","0","0","0","101401","30000","0","0","0.5","0","100","52.63","0","0","0","3","0","0","0","0","0","0","31014","0","3.19","0","8.36","0","0","0","0","0.56"
"0","92.58","4.02","0","533.1","0","0","0","0","0","0","101401","40000","0","0","0.63","0","120","60.14","0","0","0","4","0","0","0","0","0","0","31014","0","3.65","0","10.45","0","0","0","0","0.7"
"0","111.1","4.52","0","599.8","0","0","0","0","0","0","101401","50000","0","0","0.75","0","150","67.66","0","0","0","5","0","0","0","0","0","0","31014","0","4.1","0","12.54","0","0","0","0","0.84"
"0","148.2","88.27","0","699.7","0","0","0","0","0","0","101401","0","0","0","1","0","0","2389","0","0","0","6","0","0","0","0","0","0","31014","0","87.79","0","16.72","0","0","0","0","1.12"
"0","36.08","2.39","0","324.7","0","0","0","0","0","0","101501","10000","0","0","0.22","0","15","40.9","0","0","0","1","0","0","0","0","0","0","31015","0","1.94","0","4.54","0","0","0","0","0.27"
"0","54.12","2.87","0","389.6","0","0","0","0","0","0","101501","20000","0","0","0.33","0","30","49.08","0","0","0","2","0","0","0","0","0","0","31015","0","2.33","0","6.81","0","0","0","0","0.41"
"0","72.16","3.35","0","454.6","0","0","0","0","0","0","101501","30000","0","0","0.44","0","100","57.26","0","0","0","3","0","0","0","0","0","0","31015","0","2.72","0","9.08","0","0","0","0","0.54"
"0","90.2","3.82","0","519.5","0","0","0","0","0","0","101501","40000","0","0","0.55","0","120","65.44","0","0","0","4","0","0","0","0","0","0","31015","0","3.1","0","11.35","0","0","0","0","0.68"
"0","108.3","4.3","0","584.5","0","0","0","0","0","0","101501","50000","0","0","0.66","0","150","73.62","0","0","0","5","0","0","0","0","0","0","31015","0","3.49","0","13.62","0","0","0","0","0.81"
"10","144.4","5.02","0","681.9","0","0","0","0","0","0","101501","0","0","0","0.88","0","0","1965.9","0","0","0","6","0","0","0","0","0","0","31015","0","4.07","0","18.16","0","0","0","0","1.08"
"0","33.85","2.28","0","304.7","0","0","0","0","4.92","0","101601","10000","44.32","15","0.22","0","15","0","0","0","0","1","0","0","0","0","0","0","31016","0","1.94","0","0","0","0","0","0","0.25"
"0","50.77","2.73","0","365.6","0","0","0","0","7.38","0","101601","20000","53.18","15","0.33","0","30","0","0","0","0","2","0","0","0","0","0","0","31016","0","2.32","0","0","0","0","0","0","0.37"
"0","67.7","3.19","0","426.5","0","0","0","0","9.84","0","101601","30000","62.04","15","0.44","0","100","0","0","0","0","3","0","0","0","0","0","0","31016","0","2.71","0","0","0","0","0","0","0.5"
"0","84.62","3.64","0","487.4","0","0","0","0","12.3","0","101601","40000","70.91","15","0.55","0","120","0","0","0","0","4","0","0","0","0","0","0","31016","0","3.1","0","0","0","0","0","0","0.62"
"0","101.6","4.1","0","548.4","0","0","0","0","14.76","0","101601","50000","79.77","15","0.66","0","150","0","0","0","0","5","0","0","0","0","0","0","31016","0","3.49","0","0","0","0","0","0","0.75"
"10","135.4","4.79","0","639.7","0","0","0","0","19.68","0","101601","0","1973.1","15","0.88","0","0","0","0","0","0","6","0","0","0","0","0","0","31016","0","4.07","0","0","0","0","0","0","1"
"0","38.29","2.96","0","344.7","0","0","0","0","6.04","0","101701","10000","54.34","15","0.22","0","15","0","0","0","0","1","0","0","0","0","0","0","31017","0","1.94","0","0","0","0","0","0","0.33"
"0","57.43","3.55","0","413.6","0","0","0","0","9.06","0","101701","20000","65.2","15","0.33","0","30","0","0","0","0","2","0","0","0","0","0","0","31017","0","2.32","0","0","0","0","0","0","0.49"
"0","76.58","4.14","0","482.5","0","0","0","0","12.08","0","101701","30000","76.07","15","0.44","0","100","0","0","0","0","3","0","0","0","0","0","0","31017","0","2.71","0","0","0","0","0","0","0.66"
"0","95.72","4.73","0","551.4","0","0","0","0","15.1","0","101701","40000","86.94","15","0.55","0","120","0","0","0","0","4","0","0","0","0","0","0","31017","0","3.1","0","0","0","0","0","0","0.82"
"0","114.9","5.32","0","620.4","0","0","0","0","18.12","0","101701","50000","97.81","15","0.66","0","150","0","0","0","0","5","0","0","0","0","0","0","31017","0","3.49","0","0","0","0","0","0","0.99"
"10","153.2","6.22","0","723.7","0","0","0","0","24.16","0","101701","0","1944.2","15","0.88","0","0","0","0","0","0","6","0","0","0","0","0","0","31017","0","4.07","0","0","0","0","0","2","1.32"
"0","34.81","2.28","0","313.3","0","0","0","0","0","0","101801","10000","0","0","0.27","0","15","42.15","0","0","0","1","0","0","0","0","0","0","31018","0","2.39","0","4.68","0","0","0","0","0.25"
"0","52.21","2.73","0","376","0","0","0","0","0","0","101801","20000","0","0","0.4","0","30","50.58","0","0","0","2","0","0","0","0","0","0","31018","0","2.86","0","7.02","0","0","0","0","0.37"
"0","69.62","3.19","0","438.6","0","0","0","0","0","0","101801","30000","0","0","0.54","0","100","59.01","0","0","0","3","0","0","0","0","0","0","31018","0","3.34","0","9.36","0","0","0","0","0.5"
"0","87.02","3.64","0","501.3","0","0","0","0","0","0","101801","40000","0","0","0.67","0","120","67.44","0","0","0","4","0","0","0","0","0","0","31018","0","3.82","0","11.7","0","0","0","0","0.62"
"0","104.5","4.1","0","564","0","0","0","0","0","0","101801","50000","0","0","0.81","0","150","75.87","0","0","0","5","0","0","0","0","0","0","31018","0","4.3","0","14.04","0","0","0","0","0.75"
"2","139.3","26.79","0","827.9","0","0","0","0","0","0","101801","0","0","0","1.08","0","0","548.6","0","0","0","6","0","0","0","0","0","0","31018","0","29.02","0","18.72","0","0","0","0","1"
