930736a67ca6fd8815c9d73d8d1d1d9f1f33ec05449f24e8772bbcb15c754c9a,19b3b0e57c5e450e942f4f9e8a67448ceb7ca6dc787e52ba6b8c22b985238fdc,5ac7e191724143ce98d77a8cee12ad3add8b7fa325bd1b49a8f69f54d7b13bc2,f9863c5fe15109741344e3a9c9ef660b38ab4a594edbc81ba4dc253f824c0b12,509eaa1c1c4ecc8162f3e65116e127c7a847b7b048f6375c169478491ee8c3dc,72509e0fb0a618fe7d23c6d3a022b03c1bbb5adfcab114ea2fe795eb5db53084,03381fe71d6a0415e743e013cca2ebf83bf1d51987500afe3db333c826ddfb5e,4c543087a85d7de4dc5bddf60b040b0aa909262303b76921d7711fd6e7589f54,9467704f531f933b61f56d4d9b49b06621dbff4a1cf8bcdda1a867bbbb6a41fb,eef683c2639f4407401817b386660d412e435315b51f1791804d7f95975804e0,6b58ac09396460f95a38efa03a83b646f28b777e8c8be518b5cfbc91e747eb2f,b7f06bb38807e8651b06f6e40798615ed9a65a76e1d32b0dc0ecf3bb9d7c04ac,bad1f452742fbb4bd41d4bfa33aa812b9923878a1479e67ceee5bb0a8679db63,b96bc5d2fa7bdd9f78f8a60b3ca206ffed6c39f0019203e27805e09722ee5575,595769d342e651a7e8c54a2d507df0e5359d49e9f40dd15a17221155735a9f1d,6547299a8f826b15724440e877cf29a484fcefeb9ee3a62792423f7320ed2f74,61dda8aa57ebb5ab60daa77e68c262d435edf6f4498f6b013373d1bf9bb067e1,be31d32e2f6c767c442d9a0624073f3d3db56f0688545a097b5be12f105743f5
"54","8600","8600","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"55","8700","8700","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"56","8800","8800","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"57","8900","8900","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"58","9000","9000","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"59","9100","9100","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"60","9200","9200","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"61","9300","9300","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"62","9400","9400","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"63","9500","9500","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"64","9600","9600","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"65","9700","9700","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"66","9800","9800","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"67","9900","9900","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"68","10000","10000","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"69","10100","10100","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"70","10200","10200","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"71","10300","10300","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"72","10400","10400","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"73","10500","10500","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"74","10600","10600","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"75","10700","10700","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"76","10800","10800","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"77","10900","10900","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"78","11000","11000","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"79","11100","11100","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"80","11200","11200","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"81","11300","11300","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"82","11400","11400","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"83","11500","11500","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"84","11600","11600","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"85","11700","11700","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"86","11800","11800","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"87","11900","11900","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"88","12000","12000","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"89","12100","12100","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"90","12200","12200","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"91","12300","12300","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"92","12400","12400","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"93","12500","12500","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"94","12600","12600","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"95","12700","12700","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"96","12800","12800","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"97","12900","12900","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"98","13000","13000","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"99","13100","13100","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"100","13200","13200","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"101","13300","13300","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"102","13400","13400","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"103","13500","13500","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"104","13600","13600","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"105","13700","13700","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"106","13800","13800","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"107","13900","13900","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"108","14000","14000","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"109","14100","14100","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"110","14200","14200","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"111","14300","14300","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"112","14400","14400","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"113","14500","14500","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"114","14600","14600","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"115","14700","14700","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"116","14800","14800","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"117","14900","14900","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"118","15000","15000","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
