e8731c6314debea6b56f60003cf00b59e5c069f3a7acd817c469aacc84ed6418,11da0b396736bd3aa89938532762d18fede4b84b87ed68858492019abb0d9144,cbbd75976b35d4bd207da6d61f307fb2482736a3172778184ff5c442a9cabc65,c4a68b8a59890badd4b9847c14ae2c5ae3fcced41f36fae50e8d434a303aeef9,79cf82f123d98a7e2f94190410aca295ca2a124f30e02e823d6aa3b17387ce3c,f11e37865e86fabc54f7e0a9e6f0fba167a1ddec02e95b18d8e377e2742f9e13,151b6138e7a563f2439bcdc422836f06a8148464991774cc4452baa75f985347,4dafbb68c711c8521ae340cfa5997ca7c35310e5f23df482abf31f89f5a071df
"3080000000000","36000","100727","1","100727","1007","バトル開始から10秒間、味方が無敵状態になる","無敵10秒"
"2240000000000","36000","100728","1","100728","1007","バトル開始から10秒間、敵が火傷状態になる","火傷ダメージ10秒"
"1120000000000","36000","100729","1","100729","1007","バトル開始から90秒間、敵の物理防御力がダウン","物理防御ダウン90秒"
"280000000000","36000","100730","1","100730","1007","バトル開始から90秒間、敵の魔法防御力がダウン","魔法防御ダウン90秒"
"43650000000000","36000","100801","1","100801","1008","バトル開始から10秒間、敵が毒状態になる","毒ダメージ10秒"
"41850000000000","36000","100802","1","100802","1008","バトル開始から90秒間、敵の物理攻撃力がダウン","物理攻撃ダウン90秒"
"40500000000000","36000","100803","1","100803","1008","バトル開始から90秒間、敵の物理攻撃力がダウン","物理攻撃ダウン90秒"
"39150000000000","36000","100804","1","100804","1008","バトル開始から90秒間、敵の物理防御力がダウン","物理防御ダウン90秒"
"37800000000000","36000","100805","1","100805","1008","バトル開始から90秒間、敵の物理防御力がダウン","物理防御ダウン90秒"
"36000000000000","36000","100806","1","100806","1008","バトル開始から90秒間、敵の物理攻撃力がダウン","物理攻撃ダウン90秒"
"34650000000000","36000","100807","1","100807","1008","バトル開始から90秒間、敵の物理攻撃力がダウン","物理攻撃ダウン90秒"
"33300000000000","36000","100808","1","100808","1008","バトル開始から90秒間、敵の物理防御力がダウン","物理防御ダウン90秒"
"31500000000000","36000","100809","1","100809","1008","バトル開始から90秒間、敵の物理防御力がダウン","物理防御ダウン90秒"
"30150000000000","36000","100810","1","100810","1008","バトル開始から90秒間、敵の魔法攻撃力がダウン","魔法攻撃ダウン90秒"
"28800000000000","36000","100811","1","100811","1008","バトル開始から10秒間、敵が毒状態になる","毒ダメージ10秒"
"27000000000000","36000","100812","1","100812","1008","バトル開始から90秒間、敵の物理攻撃力がダウン","物理攻撃ダウン90秒"
"25650000000000","36000","100813","1","100813","1008","バトル開始から90秒間、敵の物理攻撃力がダウン","物理攻撃ダウン90秒"
"24300000000000","36000","100814","1","100814","1008","バトル開始から90秒間、敵の物理防御力がダウン","物理防御ダウン90秒"
"22950000000000","36000","100815","1","100815","1008","バトル開始から90秒間、敵の魔法防御力がダウン","魔法防御ダウン90秒"
"21150000000000","36000","100816","1","100816","1008","バトル開始から90秒間、敵の物理攻撃力がダウン","物理攻撃ダウン90秒"
"19800000000000","36000","100817","1","100817","1008","バトル開始から90秒間、敵の物理攻撃力がダウン","物理攻撃ダウン90秒"
"18450000000000","36000","100818","1","100818","1008","バトル開始から90秒間、敵の物理防御力がダウン","物理防御ダウン90秒"
"16650000000000","36000","100819","1","100819","1008","バトル開始から90秒間、敵の魔法防御力がダウン","魔法防御ダウン90秒"
"15300000000000","36000","100820","1","100820","1008","バトル開始から90秒間、敵の物理攻撃力がダウン","物理攻撃ダウン90秒"
"13950000000000","36000","100821","1","100821","1008","バトル開始から10秒間、敵が毒状態になる","毒ダメージ10秒"
"12150000000000","36000","100822","1","100822","1008","バトル開始から90秒間、敵の物理攻撃力がダウン","物理攻撃ダウン90秒"
"10800000000000","36000","100823","1","100823","1008","バトル開始から90秒間、敵の物理攻撃力がダウン","物理攻撃ダウン90秒"
"9450000000000","36000","100824","1","100824","1008","バトル開始から90秒間、敵の物理防御力がダウン","物理防御ダウン90秒"
"8100000000000","36000","100825","1","100825","1008","バトル開始から90秒間、敵の物理防御力がダウン","物理防御ダウン90秒"
"6300000000000","36000","100826","1","100826","1008","バトル開始時、味方のＴＰが150アップ","ＴＰ150アップ"
"4950000000000","36000","100827","1","100827","1008","バトル開始から10秒間、味方が無敵状態になる","無敵10秒"
"3600000000000","36000","100828","1","100828","1008","バトル開始から90秒間、敵の物理防御力がダウン","物理防御ダウン90秒"
"1800000000000","36000","100829","1","100829","1008","バトル開始から90秒間、敵の魔法防御力がダウン","魔法防御ダウン90秒"
"450000000000","36000","100830","1","100830","1008","バトル開始から10秒間、敵が毒状態になる","毒ダメージ10秒"
