9ebcd12cf3a6f41582a799aca95d9d77e56ad95007e3b7ea504948f983b716df,6db436a32d73953acf5a2a440790e8106bd007ccc7ff21f98eda949ad825d433,c28dae04aede5a4a2ffb07dfe0c86e3fc949a06991ac373227c9e7e9daf9956f,67246a2229154b13aeb767532a3c0f5d41391ad6f4d020d03137f3fb36ea3346,9be9af2c67d44e706a3a8f7e93cb0f198f64371e1418b81dbf28468d07f061b0,5b45b2522304391fd0d8294d62a81d7ed2769068104014bf92575e3081bc8126,29eba411275a1d00ed74350eb6fc09085b67a20fbcc56e610423827ab565b999,629c48e3b6236412189f4dfa21fa6ccfffee5dd2a8babfbf24d3b3fa622cffac,f40eb64d8e4ca40ddcc430b707c3b06f1943b9b1c3a25117002342f63534db27,22252106a26b585170e37b6a9971e5da1437665deb24a5a81b6670f74e2126a5
"0","12","　BB団の絆は","0","8","1","0","0","2","1020012"
"0","13","","0","0","4","1","1.875","2","1020013"
"0","14","どんな場所だろうと離れることはないんですね！\n","0","8","1","0","0","2","1020014"
"0","15","","0","0","4","1","3.75","2","1020015"
"vo_10011600_0204","16","","vo_10011600","0","2","0","0","2","1020016"
"0","17","そして、","0","8","1","0","0","2","1020017"
"0","18","","0","0","4","1","1","2","1020018"
"0","19","あの人と一緒にやってきた","0","8","1","0","0","2","1020019"
"0","20","","0","0","4","1","2","2","1020020"
"0","21","聖テレサ女学院","0","8","1","0","0","2","1020021"
"0","22","","0","0","4","1","1.125","2","1020022"
"0","23","（なかよし部）のみなさんとお知り合いに。","0","8","1","0","0","2","1020023"
"0","24","","0","0","4","1","3.5","2","1020024"
"vo_10011600_0205","25","","vo_10011600","0","2","0","0","2","1020025"
"0","26","　なんだかとても個性的な方々で、","0","8","1","0","0","2","1020026"
"0","27","","0","0","4","1","3","2","1020027"
"0","28","仲良くなれるか心配……","0","6","1","0","0","2","1020028"
"0","29","","0","0","4","1","2.83333333333333","2","1020029"
"vo_10011600_0301","1","","vo_10011600","0","2","0","0","3","1030001"
"0","2","　やっちゃった。","0","8","1","0","0","3","1030002"
"0","3","","0","0","4","1","3","3","1030003"
"vo_10011600_0302","4","","vo_10011600","0","2","0","0","3","1030004"
"0","5","　自己紹介というぼっちの前に立ちふさがる巨大な壁。","0","8","1","0","0","3","1030005"
"0","6","","0","0","4","1","5.125","3","1030006"
"vo_10011600_0303","7","","vo_10011600","0","2","0","0","3","1030007"
"0","8","　何度もイメージトレーニングしたのに、","0","8","1","0","0","3","1030008"
"0","9","","0","0","4","1","2.625","3","1030009"
"0","10","ものの見事に玉砕しちゃった。","0","8","1","0","0","3","1030010"
"0","11","","0","0","4","1","2.75","3","1030011"
"vo_10011600_0304","12","","vo_10011600","0","2","0","0","3","1030012"
"0","13","　クラスメイトのみんなの目がこっちを向いた瞬間、","0","8","1","0","0","3","1030013"
"0","14","","0","0","4","1","3.5","3","1030014"
"0","15","頭の中は真っ白、","0","8","1","0","0","3","1030015"
"0","16","","0","0","4","1","2","3","1030016"
"0","17","また訳の分からないことを口にしちゃった。\n","0","10","1","0","0","3","1030017"
"0","18","","0","0","4","1","4.5","3","1030018"
"vo_10011600_0305","19","","vo_10011600","0","2","0","0","3","1030019"
"0","20","みんなは楽しそうに笑ってくれたけど、","0","8","1","0","0","3","1030020"
"0","21","","0","0","4","1","3","3","1030021"
"0","22","これから先が不安……","0","8","1","0","0","3","1030022"
"0","23","","0","0","4","1","2.25","3","1030023"
"vo_10011600_0401","1","","vo_10011600","0","2","0","0","4","1040001"
"0","2","　ユニさんは","0","8","1","0","0","4","1040002"
"0","3","","0","0","4","1","1.75","4","1040003"
"0","4","とっても頭がいい人みたい。","0","8","1","0","0","4","1040004"
"0","5","","0","0","4","1","2.625","4","1040005"
"vo_10011600_0402","6","","vo_10011600","0","2","0","0","4","1040006"
"0","7","　なんだか難しい言葉をよく使ってるんだけど、","0","8","1","0","0","4","1040007"
"0","8","","0","0","4","1","3.75","4","1040008"
"0","9","理解できない単語があったりするし、","0","8","1","0","0","4","1040009"
"0","10","","0","0","4","1","3.125","4","1040010"
"0","11","これからは辞書を持ち歩こうかな？\n","0","8","1","0","0","4","1040011"
"0","12","","0","0","4","1","4","4","1040012"
"vo_10011600_0403","13","","vo_10011600","0","2","0","0","4","1040013"
"0","14","　象牙の塔っていう場所でいつも研究をしてて、","0","8","1","0","0","4","1040014"
"0","15","","0","0","4","1","3.75","4","1040015"
"0","16","普段はそこからほとんど出ないらし\nく、","0","8","1","0","0","4","1040016"
"0","17","","0","0","4","1","3.25","4","1040017"
"0","18","私と同じぼっちの匂いがします。","0","8","1","0","0","4","1040018"
"0","19","","0","0","4","1","3.375","4","1040019"
"vo_10011600_0404","20","","vo_10011600","0","2","0","0","4","1040020"
"0","21","　ぼっちはぼっちを呼ぶ、","0","8","1","0","0","4","1040021"
"0","22","","0","0","4","1","2.5","4","1040022"
"0","23","と","0","8","1","0","0","4","1040023"
"0","24","","0","0","4","1","1.125","4","1040024"
"0","25","誰が言ったのか知らないけど、","0","8","1","0","0","4","1040025"
"0","26","","0","0","4","1","2.75","4","1040026"
"0","27","もしかしたら……\n","0","8","1","0","0","4","1040027"
"0","28","","0","0","4","1","2","4","1040028"
"vo_10011600_0405","29","","vo_10011600","0","2","0","0","4","1040029"
"0","30","同じ宿命を持つ者同士、","0","8","1","0","0","4","1040030"
"0","31","","0","0","4","1","2.375","4","1040031"
"0","32","仲良くなれるかも？","0","8","1","0","0","4","1040032"
"0","33","","0","0","4","1","2.125","4","1040033"
"vo_10011600_0501","1","","vo_10011600","0","2","0","0","5","1050001"
"0","2","　クロエさんは私と同じ","0","8","1","0","0","5","1050002"
"0","3","","0","0","4","1","1.875","5","1050003"
"0","4","エルフ、","0","8","1","0","0","5","1050004"
"0","5","","0","0","4","1","1.5","5","1050005"
"0","6","なんだけど……","0","8","1","0","0","5","1050006"
"0","7","","0","0","4","1","1.625","5","1050007"
"0","8","雰囲気が少し、","0","8","1","0","0","5","1050008"
"0","9","","0","0","4","1","1.375","5","1050009"
"0","10","独特な人。\n","0","8","1","0","0","5","1050010"
"0","11","","0","0","4","1","2.625","5","1050011"
"vo_10011600_0502","12","","vo_10011600","0","2","0","0","5","1050012"
"0","13","もしかしたら同じエルフ同士で仲良くなれるかも、","0","8","1","0","0","5","1050013"
"0","14","","0","0","4","1","3.625","5","1050014"
"0","15","と思ったりもしたんだけど、","0","8","1","0","0","5","1050015"
"0","16","","0","0","4","1","2.125","5","1050016"
"0","17","そもそも話しかけられない！\n","0","8","1","0","0","5","1050017"
"0","18","","0","0","4","1","3.125","5","1050018"
"vo_10011600_0503","19","","vo_10011600","0","2","0","0","5","1050019"
"0","20","あの人が言うには","0","8","1","0","0","5","1050020"
"0","21","","0","0","4","1","1.65","5","1050021"
"0","22","世話焼きで優しい、","0","8","1","0","0","5","1050022"
"0","23","","0","0","4","1","1.625","5","1050023"
"0","24","らしいんだけど……\n","0","8","1","0","0","5","1050024"
"0","25","","0","0","4","1","3.125","5","1050025"
"vo_10011600_0504","26","","vo_10011600","0","2","0","0","5","1050026"
"0","27","そういえばあの、","0","8","1","0","0","5","1050027"
"0","28","","0","0","4","1","2","5","1050028"
"0","29","ぷー……","0","8","1","0","0","5","1050029"
"0","30","","0","0","4","1","1.5","5","1050030"
"0","31","っていうため息（？）、","0","8","1","0","0","5","1050031"
"0","32","","0","0","4","1","2.375","5","1050032"
"vo_10011600_0505","33","","vo_10011600","0","2","0","0","5","1050033"
"0","34","とても言えないけど……\n","0","8","1","0","0","5","1050034"
"0","35","","0","0","4","1","2.375","5","1050035"
"0","36","なんかかわいいな、","0","8","1","0","0","5","1050036"
"0","37","","0","0","4","1","1.375","5","1050037"
"0","38","と思っちゃった。","0","8","1","0","0","5","1050038"
"0","39","","0","0","4","1","1","5","1050039"
"vo_10011600_0601","1","","vo_10011600","0","2","0","0","6","1060001"
"0","2","　チエルさんはリア充。","0","8","1","0","0","6","1060002"
"0","3","","0","0","4","1","2.375","6","1060003"
"0","4","間違いない。\n","0","8","1","0","0","6","1060004"
"0","5","","0","0","4","1","2.5","6","1060005"
"vo_10011600_0602","6","","vo_10011600","0","2","0","0","6","1060006"
"0","7","かわいらしくて友達いっぱい、","0","8","1","0","0","6","1060007"
"0","8","","0","0","4","1","2.5","6","1060008"
"0","9","私のようなぼっちとは対極の人。","0","8","1","0","0","6","1060009"
"0","10","","0","0","4","1","2.875","6","1060010"
"vo_10011600_0603","11","","vo_10011600","0","2","0","0","6","1060011"
"0","12","見つめるだけで目が焼かれちゃいそう。\n","0","8","1","0","0","6","1060012"
"0","13","","0","0","4","1","3.25","6","1060013"
"vo_10011600_0604","14","","vo_10011600","0","2","0","0","6","1060014"
"0","15","面と向かい合ってお話しなんてしようものなら、","0","8","1","0","0","6","1060015"
"0","16","","0","0","4","1","3.5","6","1060016"
"0","17","私のぼっちハートはひび割れ、","0","8","1","0","0","6","1060017"
"0","18","","0","0","4","1","2.5","6","1060018"
"0","19","粉々に砕け散ること間違いなし。\n","0","8","1","0","0","6","1060019"
"0","20","","0","0","4","1","3.875","6","1060020"
"vo_10011600_0605","21","","vo_10011600","0","2","0","0","6","1060021"
"0","22","あのちぇるーん、","0","8","1","0","0","6","1060022"
"0","23","","0","0","4","1","1.75","6","1060023"
"0","24","っていう挨拶、","0","8","1","0","0","6","1060024"
"0","25","","0","0","4","1","1.625","6","1060025"
"0","26","私が口にするとその場で気絶して、","0","8","1","0","0","6","1060026"
"0","27","","0","0","4","1","2.75","6","1060027"
"0","28","天に召されちゃうんじゃないかな……","0","8","1","0","0","6","1060028"
"0","29","","0","0","4","1","3.125","6","1060029"
"vo_10011600_0701","1","","vo_10011600","0","2","0","0","7","1070001"
"0","2","　今日は何から何まで、","0","8","1","0","0","7","1070002"
"0","3","","0","0","4","1","2.375","7","1070003"
"0","4","ユニさんのお世話になっちゃった。\n","0","7","1","0","0","7","1070004"
"0","5","","0","0","4","1","3.28571428571429","7","1070005"
"vo_10011600_0702","6","","vo_10011600","0","2","0","0","7","1070006"
"0","7","クロエさんやチエルさんにからかわれているときとは全然違う、","0","8","1","0","0","7","1070007"
"0","8","","0","0","4","1","4.625","7","1070008"
"0","9","知的で、","0","8","1","0","0","7","1070009"
"0","10","","0","0","4","1","1.5","7","1070010"
"0","11","頼りになる姿をたくさん見た。","0","10","1","0","0","7","1070011"
"0","12","","0","0","4","1","2.4","7","1070012"
"vo_10011600_0703","13","","vo_10011600","0","2","0","0","7","1070013"
"0","14","てきぱきと指示する姿は","0","8","1","0","0","7","1070014"
"0","15","","0","0","4","1","2.375","7","1070015"
"0","16","ギルドマスターであるという貫禄たっぷり。","0","8","1","0","0","7","1070016"
"0","17","","0","0","4","1","3.5","7","1070017"
"vo_10011600_0704","18","","vo_10011600","0","2","0","0","7","1070018"
"0","19","ユニさんだったらきっと、","0","8","1","0","0","7","1070019"
"0","20","","0","0","4","1","2.25","7","1070020"
"0","21","ユニちゃんズの名前を世界中に広めることができると思う。\n\n","0","8","1","0","0","7","1070021"
"0","22","","0","0","4","1","6.625","7","1070022"
"vo_10011600_0705","23","","vo_10011600","0","2","0","0","7","1070023"
"0","24","あれ？","0","8","1","0","0","7","1070024"
"0","25","","0","0","4","1","1.125","7","1070025"
"0","26","　こんなギルド名だったっけ？","0","8","1","0","0","7","1070026"
"0","27","","0","0","4","1","2.75","7","1070027"
"vo_10011600_0801","1","","vo_10011600","0","2","0","0","8","1080001"
"0","2","　初めて会ったときは","0","8","1","0","0","8","1080002"
"0","3","","0","0","4","1","1.75","8","1080003"
"0","4","怖くて話しかけることさえも出来なかったクロエさん。","0","8","1","0","0","8","1080004"
"0","5","","0","0","4","1","4.125","8","1080005"
"vo_10011600_0802","6","","vo_10011600","0","2","0","0","8","1080006"
"0","7","だけど本当はとても優しくて、","0","8","1","0","0","8","1080007"
"0","8","","0","0","4","1","2.75","8","1080008"
"0","9","こんな私のことを気にかけてくれてることが伝わってきた。\n","0","8","1","0","0","8","1080009"
"0","10","","0","0","4","1","5.875","8","1080010"
"vo_10011600_0803","11","","vo_10011600","0","2","0","0","8","1080011"
"0","12","クロエさんのおかげで少しだけだけど、","0","8","1","0","0","8","1080012"
"0","13","","0","0","4","1","3.25","8","1080013"
"0","14","ク\nラスに受け入れてもらえた。\n","0","8","1","0","0","8","1080014"
"0","15","","0","0","4","1","4.25","8","1080015"
"vo_10011600_0804","16","","vo_10011600","0","2","0","0","8","1080016"
"0","17","クロエさんにはご家族がたくさんいるみたい。","0","8","1","0","0","8","1080017"
"0","18","","0","0","4","1","4.125","8","1080018"
"vo_10011600_0805","19","","vo_10011600","0","2","0","0","8","1080019"
"0","20","　確かに、","0","8","1","0","0","8","1080020"
"0","21","","0","0","4","1","1.625","8","1080021"
"0","22","今日のクロエさんは思わずお姉ちゃんと呼んじゃいそうだった！","0","8","1","0","0","8","1080022"
"0","23","","0","0","4","1","4.625","8","1080023"
"vo_10011600_0901","1","","vo_10011600","0","2","0","0","9","1090001"
"0","2","　ちぇるーん。","0","8","1","0","0","9","1090002"
"0","3","","0","0","4","1","3.875","9","1090003"
"vo_10011600_0902","4","","vo_10011600","0","2","0","0","9","1090004"
"0","5","この挨拶を言えるようになれば","0","8","1","0","0","9","1090005"
"0","6","","0","0","4","1","2.75","9","1090006"
"0","7","私もチエルさんみたいな","0","8","1","0","0","9","1090007"
"0","8","","0","0","4","1","2.375","9","1090008"
"0","9","明るくて友達もたくさんいる、","0","8","1","0","0","9","1090009"
"0","10","","0","0","4","1","2.75","9","1090010"
"0","11","私の理想の女性になれるのかな。\n","0","8","1","0","0","9","1090011"
"0","12","","0","0","4","1","4.375","9","1090012"
"vo_10011600_0903","13","","vo_10011600","0","2","0","0","9","1090013"
"0","14","でも","0","8","1","0","0","9","1090014"
"0","15","","0","0","4","1","1.25","9","1090015"
"0","16","この挨拶はまだ私には早いので、","0","8","1","0","0","9","1090016"
"0","17","","0","0","4","1","2.875","9","1090017"
"0","18","今日は書き取りだけしておこう。\n","0","8","1","0","0","9","1090018"
"0","19","","0","0","4","1","4.125","9","1090019"
"vo_10011600_0904","20","","vo_10011600","0","2","0","0","9","1090020"
"0","21","ちぇるーんちぇるーんちぇるーんちぇるーんちぇるーん","0","8","1","0","0","9","1090021"
"0","22","","0","0","4","1","4.125","9","1090022"
"vo_10011600_0905","23","","vo_10011600","0","2","0","0","9","1090023"
"0","24","ちぇるーんちぇるーんちぇるーんちぇるーんちぇるーん","0","8","1","0","0","9","1090024"
"0","25","","0","0","4","1","4.125","9","1090025"
"vo_10011600_0906","26","","vo_10011600","0","2","0","0","9","1090026"
"0","27","ちぇるーんちぇるーんちぇるーんちぇるーんちぇるーん\n","0","8","1","0","0","9","1090027"
"0","28","","0","0","4","1","4.125","9","1090028"
"vo_10011600_0907","29","","vo_10011600","0","2","0","0","9","1090029"
"0","30","ちぇるーんちぇるーんちぇるーん","0","8","1","0","0","9","1090030"
"0","31","","0","0","4","1","2.875","9","1090031"
"vo_10011600_1001","1","","vo_10011600","0","2","0","0","10","1100001"
"0","2","　忘れてた忘れてた忘れてた！\n","0","8","1","0","0","10","1100002"
"0","3","","0","0","4","1","2.75","10","1100003"
"0","4","どうしよう特別講座！","0","8","1","0","0","10","1100004"
"0","5","","0","0","4","1","2.25","10","1100005"
"vo_10011600_1002","6","","vo_10011600","0","2","0","0","10","1100006"
"0","7","エルフの森から持ってきたマンドラゴラも逃げちゃったし、","0","8","1","0","0","10","1100007"
"0","8","","0","0","4","1","3.625","10","1100008"
"0","9","何の準備もしてないよ！\n","0","8","1","0","0","10","1100009"
"0","10","","0","0","4","1","2.375","10","1100010"
"vo_10011600_1003","11","","vo_10011600","0","2","0","0","10","1100011"
"0","12","……エルフの森が","0","8","1","0","0","10","1100012"
"0","13","","0","0","4","1","2","10","1100013"
"0","14","私を呼んでる気が……","0","8","1","0","0","10","1100014"
"0","15","","0","0","4","1","2.25","10","1100015"
"vo_10011600_1004","16","","vo_10011600","0","2","0","0","10","1100016"
"0","17","いやダメダメ、","0","8","1","0","0","10","1100017"
"0","18","","0","0","4","1","1.875","10","1100018"
"0","19","ミサト先生の期待を裏切るわけには！\n","0","8","1","0","0","10","1100019"
"0","20","","0","0","4","1","4.125","10","1100020"
"vo_10011600_1005","21","","vo_10011600","0","2","0","0","10","1100021"
"0","22","でも本当にどうしよう、","0","8","1","0","0","10","1100022"
"0","23","","0","0","4","1","3.125","10","1100023"
"vo_10011600_1006","24","","vo_10011600","0","2","0","0","10","1100024"
"0","25","こうなったら","0","8","1","0","0","10","1100025"
"0","26","","0","0","4","1","1.75","10","1100026"
"0","27","ぼっちライフをどう生き抜くかをまとめて","0","8","1","0","0","10","1100027"
"0","28","","0","0","4","1","3.375","10","1100028"
"0","29","発表してみようかな……？","0","8","1","0","0","10","1100029"
"0","30","","0","0","4","1","2.5","10","1100030"
"vo_10011600_1101","1","","vo_10011600","0","2","0","0","11","1110001"
"0","2","　特別講座、","0","8","1","0","0","11","1110002"
"0","3","","0","0","4","1","1.75","11","1110003"
"0","4","終了！\n","0","8","1","0","0","11","1110004"
"0","5","","0","0","4","1","2.625","11","1110005"
"vo_10011600_1102","6","","vo_10011600","0","2","0","0","11","1110006"
"0","7","結果は……","0","8","1","0","0","11","1110007"
"0","8","","0","0","4","1","1.625","11","1110008"
"0","9","成功、","0","8","1","0","0","11","1110009"
"0","10","","0","0","4","1","1.375","11","1110010"
"0","11","だと思う。","0","8","1","0","0","11","1110011"
"0","12","","0","0","4","1","3.125","11","1110012"
"vo_10011600_1103","13","","vo_10011600","0","2","0","0","11","1110013"
"0","14","　それもこれもすべては、","0","8","1","0","0","11","1110014"
"0","15","","0","0","4","1","2.5","11","1110015"
"0","16","手伝ってくれたあの人、","0","8","1","0","0","11","1110016"
"0","17","","0","0","4","1","1.875","11","1110017"
"0","18","そして","0","8","1","0","0","11","1110018"
"0","19","","0","0","4","1","0.875","11","1110019"
"0","20","なかよし部のみなさんのおかげだ。\n","0","8","1","0","0","11","1110020"
"0","21","","0","0","4","1","3","11","1110021"
"vo_10011600_1104","22","","vo_10011600","0","2","0","0","11","1110022"
"0","23","講座が終わった後、","0","8","1","0","0","11","1110023"
"0","24","","0","0","4","1","2.125","11","1110024"
"0","25","たくさんの人に囲まれて怖かったけど、","0","8","1","0","0","11","1110025"
"0","26","","0","0","4","1","3","11","1110026"
"vo_10011600_1105","27","","vo_10011600","0","2","0","0","11","1110027"
"0","28","でも私、","0","8","1","0","0","11","1110028"
"0","29","","0","0","4","1","1.5","11","1110029"
"0","30","いつもみたいに逃げたりしなかった！\n","0","8","1","0","0","11","1110030"
"0","31","","0","0","4","1","3.125","11","1110031"
"vo_10011600_1106","32","","vo_10011600","0","2","0","0","11","1110032"
"0","33","私も少しだけ……","0","8","1","0","0","11","1110033"
"0","34","","0","0","4","1","2","11","1110034"
"0","35","ほんのちょっとだけだけど、","0","8","1","0","0","11","1110035"
"0","36","","0","0","4","1","2.625","11","1110036"
"0","37","成長……","0","8","1","0","0","11","1110037"
"0","38","","0","0","4","1","1.5","11","1110038"
"0","39","できたのかな。","0","8","1","0","0","11","1110039"
"0","40","","0","0","4","1","1.875","11","1110040"
"vo_10011600_1201","1","","vo_10011600","0","2","0","0","12","1120001"
"0","2","　聖テレサ女学院に何の違和感もなく溶け込めるなんて、","0","8","1","0","0","12","1120002"
"0","3","","0","0","4","1","4.25","12","1120003"
"0","4","あの人はやっぱりすごい！\n","0","8","1","0","0","12","1120004"
"0","5","","0","0","4","1","3.5","12","1120005"
"vo_10011600_1202","6","","vo_10011600","0","2","0","0","12","1120006"
"0","7","　廊下を歩いてるとき、","0","8","1","0","0","12","1120007"
"0","8","","0","0","4","1","2.125","12","1120008"
"0","9","他の生徒はあの人を見て驚いた顔をするんだけど、","0","8","1","0","0","12","1120009"
"0","10","","0","0","4","1","3.375","12","1120010"
"0","11","あの人はにこやかに挨拶するんです！\n","0","8","1","0","0","12","1120011"
"0","12","","0","0","4","1","3.125","12","1120012"
"vo_10011600_1203","13","","vo_10011600","0","2","0","0","12","1120013"
"0","14","そこできゃあ、","0","8","1","0","0","12","1120014"
"0","15","","0","0","4","1","1.375","12","1120015"
"0","16","と言われても","0","8","1","0","0","12","1120016"
"0","17","","0","0","4","1","1.25","12","1120017"
"0","18","涼しい顔で手を振り返す！","0","8","1","0","0","12","1120018"
"0","19","","0","0","4","1","2.5","12","1120019"
"vo_10011600_1204","20","","vo_10011600","0","2","0","0","12","1120020"
"0","21","　挨拶さえもできない私とは大違い！\n\n","0","8","1","0","0","12","1120021"
"0","22","","0","0","4","1","4.625","12","1120022"
"vo_10011600_1205","23","","vo_10011600","0","2","0","0","12","1120023"
"0","24","早く私も","0","8","1","0","0","12","1120024"
"0","25","","0","0","4","1","1.25","12","1120025"
"0","26","あんなふうになりたいなぁ……","0","8","1","0","0","12","1120026"
"0","27","","0","0","4","1","2.5","12","1120027"
"vo_10011600_1301","1","","vo_10011600","0","2","0","0","13","1130001"
"0","2","　私が持ってきたマンドラゴラが大変なことに……\n","0","8","1","0","0","13","1130002"
"0","3","","0","0","4","1","4.875","13","1130003"
"vo_10011600_1302","4","","vo_10011600","0","2","0","0","13","1130004"
"0","5","だけど、","0","8","1","0","0","13","1130005"
"0","6","","0","0","4","1","1.25","13","1130006"
"0","7","あの人となかよし部のみなさんが力を貸してくれたおかげで、","0","8","1","0","0","13","1130007"
"0","8","","0","0","4","1","4","13","1130008"
"0","9","大きな\n被害が出る前に食い止めることができた。","0","8","1","0","0","13","1130009"
"0","10","","0","0","4","1","5","13","1130010"
"vo_10011600_1303","11","","vo_10011600","0","2","0","0","13","1130011"
"0","12","　みなさんは","0","8","1","0","0","13","1130012"
"0","13","","0","0","4","1","1.45","13","1130013"
"0","14","下心があったなんて言ってたけど、","0","8","1","0","0","13","1130014"
"0","15","","0","0","4","1","2.75","13","1130015"
"0","16","そんなことは関係ないと思う。\n","0","8","1","0","0","13","1130016"
"0","17","","0","0","4","1","3.25","13","1130017"
"vo_10011600_1304","18","","vo_10011600","0","2","0","0","13","1130018"
"0","19","こうして一緒に戦うことができて、","0","8","1","0","0","13","1130019"
"0","20","","0","0","4","1","2.75","13","1130020"
"0","21","私は嬉しかった。\n","0","8","1","0","0","13","1130021"
"0","22","","0","0","4","1","2.5","13","1130022"
"vo_10011600_1305","23","","vo_10011600","0","2","0","0","13","1130023"
"0","24","なんだか……","0","8","1","0","0","13","1130024"
"0","25","","0","0","4","1","1.75","13","1130025"
"0","26","仲間、","0","8","1","0","0","13","1130026"
"0","27","","0","0","4","1","1.375","13","1130027"
"0","28","になれたみたいで。","0","8","1","0","0","13","1130028"
"0","29","","0","0","4","1","2.125","13","1130029"
"vo_10011600_1401","1","","vo_10011600","0","2","0","0","14","1140001"
"0","2","　今日は","0","8","1","0","0","14","1140002"
"0","3","","0","0","4","1","1.5","14","1140003"
"0","4","聖テレサ女学院に通う最終日","0","7","1","0","0","14","1140004"
"0","5","","0","0","4","1","3.60714285714286","14","1140005"
"0","6","……だった。\n","0","8","1","0","0","14","1140006"
"0","7","","0","0","4","1","3.25","14","1140007"
"vo_10011600_1402","8","","vo_10011600","0","2","0","0","14","1140008"
"0","9","最初にミサト先生からお願いされたときは","0","8","1","0","0","14","1140009"
"0","10","","0","0","4","1","3.375","14","1140010"
"0","11","絶対ムリだと思ってた。","0","8","1","0","0","14","1140011"
"0","12","","0","0","4","1","3.125","14","1140012"
"vo_10011600_1403","13","","vo_10011600","0","2","0","0","14","1140013"
"0","14","　だけど今は名残惜しくて、","0","8","1","0","0","14","1140014"
"0","15","","0","0","4","1","2.625","14","1140015"
"0","16","こうして日記を書いている。\n","0","8","1","0","0","14","1140016"
"0","17","","0","0","4","1","3.375","14","1140017"
"vo_10011600_1404","18","","vo_10011600","0","2","0","0","14","1140018"
"0","19","　目を閉じると、","0","8","1","0","0","14","1140019"
"0","20","","0","0","4","1","2","14","1140020"
"0","21","あの人や","0","8","1","0","0","14","1140021"
"0","22","","0","0","4","1","1.5","14","1140022"
"0","23","なかよし部のみなさん、","0","8","1","0","0","14","1140023"
"0","24","","0","0","4","1","2.125","14","1140024"
