50c60cd5bd826e738493e79c6ccf06a2152acfce46f6e020b0d687b90ee1b65d,f696ad4718489e7b2570894a6f79b53a278d9fdc0ecb84acae9233ed419bd6b7,929f4de26b3bcf8272b809660f9e6c15b9ebfcd87b4ebaa6e893cbb5e6b4c7c2,b3ead220cdb043680e0c6bca71767a35f3c6716e1af70447739270d8fa4948e1,52c2a4bbd3491f9d1ef8e92700b26dafd8190c1b962ec123a5bcc655a4361fe0,8a82cb1dfa5124e0afece6101933a21e11996f1a6f900109d4c86b5502a8d4b9,596cd37dd116cf469f0c2fce983d2254705b5437ea207cbd837a15c70c2e47cd,355a9f2016aa58f9c45a6c0eeb4de10872d728d86290ad5dd07cb03197d3c79d,5fb70bee9203f04ad99d6cb6199b7579b135f8074ced6cb77a4a2d10ff6e08b4,4c834f824a565dde5f3040adf33986d58a7da2c5073514a62ad190b1a4467212,b0ee50e45c45c8757532e90349166ce2a355c5907ca86df7549b8eeafacdfeae,608c97adb7395f0f2b458bfc16740f53499f1d4803088a86aab923bee4cf99fe,3e24240e821cbf4469498754f51011b62962d58e11d73866a227b2f6503e2553
"61","0","2021/02/25 15:00:00","380000","1","2030/03/26 14:59:00","10061","380000","bgm_M451","0","0","bgm_M451","0"
"64","0","2021/03/25 15:00:00","380000","1","2030/03/26 14:59:00","10064","380000","bgm_M457","0","0","bgm_M457","0"
"66","0","2021/04/26 15:00:00","380000","1","2030/03/26 14:59:00","10066","380000","bgm_M467","0","0","bgm_M467","0"
"68","0","2021/05/25 15:00:00","380000","1","2030/03/26 14:59:00","10068","380000","bgm_M478","0","0","bgm_M478_Lofi","0"
"70","0","2021/06/24 15:00:00","380000","1","2030/03/26 14:59:00","10070","380000","bgm_M486","0","0","bgm_M486","0"
"72","0","2021/07/26 15:00:00","380000","1","2030/03/26 14:59:00","10072","380000","bgm_M496","0","0","bgm_M496","0"
"74","0","2021/08/26 15:00:00","380000","1","2030/03/26 14:59:00","10074","380000","bgm_M508","0","0","bgm_M508","0"
"76","0","2021/09/24 15:00:00","380000","1","2030/03/26 14:59:00","10076","380000","bgm_M520","0","0","bgm_M520","0"
"78","0","2021/10/25 18:30:00","380000","1","2030/03/26 14:59:00","10078","380000","bgm_M527","0","0","bgm_M527","0"
"80","0","2021/11/24 15:00:00","380000","1","2030/03/26 14:59:00","10080","380000","bgm_M536","0","0","bgm_M536","0"
"82","0","2021/12/27 18:30:00","380000","1","2030/03/26 14:59:00","10082","380000","bgm_M543","0","0","bgm_M543","0"
"84","0","2022/01/25 15:00:00","380000","1","2030/03/26 14:59:00","10084","380000","bgm_M552","0","0","bgm_M552","0"
"85","0","2022/01/25 15:00:00","380000","1","2030/03/26 14:59:00","10085","380000","bgm_M553","0","0","bgm_M553","0"
"88","0","2022/02/24 15:00:00","380000","1","2030/03/26 14:59:00","10088","380000","bgm_M565","0","0","bgm_M565","0"
"90","0","2022/03/24 15:00:00","380000","1","2030/03/26 14:59:00","10090","380000","bgm_M574","0","0","bgm_M574","0"
"92","0","2022/04/25 15:00:00","380000","1","2030/03/26 14:59:00","10092","380000","bgm_M582","0","0","bgm_M582","0"
"94","0","2022/05/25 15:00:00","380000","1","2030/03/26 14:59:00","10094","380000","bgm_M595","0","0","bgm_M595","0"
"96","0","2022/06/24 15:00:00","380000","1","2030/03/26 14:59:00","10096","380000","bgm_M601","0","0","bgm_M601","0"
"98","0","2022/07/25 15:00:00","380000","1","2030/03/26 14:59:00","10098","380000","bgm_M608","0","0","bgm_M608","0"
"100","0","2022/08/26 15:00:00","380000","1","2030/03/26 14:59:00","10100","380000","bgm_M618","0","0","bgm_M618","0"
"102","0","2022/09/22 15:00:00","380000","1","2030/03/26 14:59:00","10102","380000","bgm_M623","0","0","bgm_M623","0"
"104","0","2022/10/25 15:00:00","380000","1","2030/03/26 14:59:00","10104","380000","bgm_M630","0","0","bgm_M630","0"
"106","0","2022/11/24 15:00:00","380000","1","2030/03/26 14:59:00","10106","380000","bgm_M638","0","0","bgm_M638","0"
"108","0","2022/12/27 15:00:00","380000","1","2030/03/26 14:59:00","10108","380000","bgm_M647","0","0","bgm_M647","0"
"110","0","2023/01/24 15:00:00","380000","1","2030/03/26 14:59:00","10110","380000","bgm_M659","0","0","bgm_M659","0"
"111","0","2023/01/24 15:00:00","380000","1","2030/03/26 14:59:00","10111","380000","bgm_M660","0","0","bgm_M660","0"
"114","0","2023/02/24 15:00:00","380000","1","2030/03/26 14:59:00","10114","380000","bgm_M668","0","0","bgm_M668","0"
"116","0","2023/03/23 15:00:00","380000","1","2030/03/26 14:59:00","10116","380000","bgm_MC017","0","0","bgm_MC017","0"
"118","0","2023/04/24 19:00:00","380000","1","2030/03/26 14:59:00","10118","380000","bgm_MC026","0","0","bgm_MC026","0"
"120","0","2023/05/26 15:00:00","380000","1","2030/03/26 14:59:00","10120","380000","bgm_MC036","0","0","bgm_MC036","0"
"122","0","2023/06/23 15:00:00","380000","1","2030/03/26 14:59:00","10122","380000","bgm_MC046","0","0","bgm_MC046","0"
"124","0","2023/07/25 15:00:00","380000","1","2030/03/26 14:59:00","10124","380000","bgm_MC056","0","0","bgm_MC056","0"
"126","0","2023/08/25 15:00:00","380000","1","2030/03/26 14:59:00","10126","380000","bgm_MC063","0","0","bgm_MC063","0"
"128","0","2023/09/26 15:00:00","380000","1","2030/03/26 14:59:00","10128","380000","bgm_MC075","0","0","bgm_MC075","0"
"130","0","2023/10/23 15:00:00","380000","1","2030/03/26 14:59:00","10130","380000","bgm_MC082","0","0","bgm_MC082","0"
"132","0","2023/11/24 15:00:00","380000","1","2030/03/26 14:59:00","10132","380000","bgm_MC091","0","0","bgm_MC091","0"
"134","0","2023/12/27 15:00:00","380000","1","2030/03/26 14:59:00","10134","380000","bgm_MC099","0","0","bgm_MC099","0"
"136","0","2024/01/26 15:00:00","380000","1","2030/03/26 14:59:00","10136","380000","bgm_MC110","0","0","bgm_MC110","0"
"137","0","2024/01/26 15:00:00","380000","1","2030/03/26 14:59:00","10137","380000","bgm_MC111","0","0","bgm_MC111","0"
"140","0","2024/02/24 15:00:00","380000","1","2030/03/26 14:59:00","10140","380000","bgm_MC124","0","0","bgm_MC124","0"
"142","0","2024/03/26 15:00:00","380000","1","2030/03/26 14:59:00","10142","380000","bgm_MC136","0","0","bgm_MC136","0"
"144","0","2024/04/27 21:00:00","380000","1","2030/03/26 14:59:00","10144","380000","bgm_MC143","0","0","bgm_MC143","0"
"146","0","2024/05/23 15:00:00","380000","1","2030/03/26 14:59:00","10146","380000","bgm_MC147","0","0","bgm_MC147","0"
"148","0","2024/06/30 12:00:00","380000","1","2030/03/26 14:59:00","10148","380000","bgm_MC156","0","0","bgm_MC156","0"
"150","0","2024/07/26 15:00:00","380000","1","2030/03/26 14:59:00","10150","380000","bgm_MC162","0","0","bgm_MC162","0"
