a5d8fd71ff281d01e0b88d58a7f8523458305febfdabec745174b28ebe40eef6,5242df0c9cc40c7f91b752346febe02d1cd7f2ad588e97ba1ea3330c36636291,b826926cbbed136521ebf79eadef02723c772a2c4530f04d2cac6355ee6684e8,76fdcdf1f7d8359ec6d7983005a129c8d6c04aaeac551b136cc151543276af99,3807494a3531340849a0bdba372df4cfc43c927407a0f3448cdecfad67150092,492ecf1157dd62caa45ed9ba904dbaf95f92be32580e896e340449054808fba7,37239d1cd6047b49a34e66e21122e11ef533d128bca4ca9f4969e8a5121c3895,bf0b58a624dcf9b5a728585a8f337b5d6968e4e4f38fcc9caaaa94209bec0e8a,395dec7e698e4454d54c6e3d9513d615cd64434d6bdc5c4a0cf009f54c7b4579,0682936db6e4d6dca09a657bc2ac3f44abed9cc4f379c0e10cb0364bb98b3396,46c389f2e1afc1593f9fb08372fa154051f15aaa4d813cf67625165fa17c6224
"0","20035","0","115801","1000","1","0","0","0","リマ","1"
"5061002","20035","0","116001","1000","1","0","0","0","マホ","2"
"5061003","20035","0","115901","1000","1","0","0","0","マコト","3"
"0","20037","0","116501","1000","1","0","0","0","イノリ","1"
"0","20037","0","116601","1000","1","0","0","0","カヤ","2"
"0","20038","0","116701","1000","1","0","0","0","アオイ","1"
"0","20042","0","117701","1000","1","0","0","0","カオリ","1"
"0","20042","0","117801","1000","1","0","0","0","ニノン","2"
"0","20042","0","117901","1000","1","0","0","0","スズナ","3"
"0","20043","0","119001","1000","1","0","0","0","イオ","1"
"0","20043","0","119101","1000","1","0","0","0","クウカ","2"
"0","20048","0","121301","1000","1","0","0","0","クルミ","1"
"0","20048","0","121401","1000","1","0","0","0","ミサキ","2"
"0","20049","0","121501","1000","1","0","0","0","アユミ","1"
"0","20049","0","121601","1000","1","0","0","0","イノリ","2"
"0","20051","0","122201","1000","1","0","0","0","ユカリ","1"
"0","20051","0","122101","1000","1","0","0","0","アオイ","2"
"0","20051","0","123401","1000","1","0","0","0","ジュン","3"
"0","20054","0","123101","1000","1","0","0","0","マホ","1"
"0","20054","0","123201","1000","1","0","0","0","アヤネ","2"
"0","20055","0","123601","1000","1","0","0","0","トモ","1"
"0","20055","0","123501","1000","1","0","0","0","リン","2"
"0","20055","0","123701","1000","1","0","0","0","ナナカ","3"
"0","20056","0","123901","1000","1","0","0","0","マツリ","1"
"0","20056","0","123801","1000","1","0","0","0","クリスティーナ","2"
"0","10141","0","125201","1000","1","0","0","0","モニカ","1"
"0","10141","0","125101","1000","1","0","0","0","タマキ","2"
"0","10151","0","127101","1000","1","0","0","0","シノブ","1"
"0","10151","0","127001","1000","1","0","0","0","クウカ","2"
"0","10151","0","126901","1000","1","0","0","0","ランファ","3"
"0","10151","0","427101","1000","1","0","0","0","ドクロ親父","4"
"0","10144","0","130801","1000","1","0","0","0","スズメ","1"
"0","10144","0","130701","1000","1","0","0","0","キョウカ","2"
