5ae1c5042375d75012c6ffec29834cfc4d363f50d8636ec52e62807e4cbc1953,cd618f361438478543094766a36e7ad5133d2d5780e95bba0056dd2138761f20,043196cfcadaf4082a98c2da6ca15fe377bd29f283aa3be472e21f07ffccc32a,51d51c5dbac5b48b834b91e10be8ef8d0497ff1ab3033b0d5baad29a49f613f7,3a6f35ae139a2f52f5ed55c11e99b544df68bc928b0310164df60acc386133a8,eefb37f20ce4e97b4bc232494b574a3d828d4d972e7c436d58b533dc0791f9bb,84eb75214a45a09579128bf700a6ff218d9978521097d021bb39329084ae6da2
"10025","60242","10025","5","1","リトル・ブレイブ・ハロウィンナイト！","2"
"10026","60252","10026","5","1","トリックオアプリン！約束のハロウィンパーティー","2"
"10027","60262","10027","5","1","ドラゴンエクスプローラーズ","2"
"10028","60272","10028","5","1","トワイライトブレイカーズ","2"
"10029","60282","10029","5","1","プレゼントパニック！　ランドソルのサンタたち","2"
"10030","60292","10030","5","1","忘却のキャロル","2"
"10031","60302","10031","5","1","激走！　ランドソルギルドレース","2"
"10032","60312","10032","5","1","新春トゥインクルクライシス！","2"
"10033","60322","10033","5","1","魔法少女　二人はミスティ＆ピュアリー","2"
"10034","60332","10034","5","1","バトルオブバレンタイン！　想いぶつかるスウィートバトル","2"
"10035","60342","10035","5","1","スターライトプリンセス　Re:M@STER！","2"
"10036","60342","10036","5","1","スターライトプリンセス　Re:M@STER！","2"
"10037","60362","10037","5","1","王都の名探偵　嘆きの追跡者（ストーカー）","2"
"10038","60372","10038","5","1","授けの財団と聖なる学舎の異端児","2"
"10039","60382","10039","5","1","アストルムに咲く双輪の華","2"
"10040","60392","10040","5","1","まきばの四農士　貧乏牧場奮闘記！","2"
"10041","60402","10041","5","1","ショーグン道中記　白翼のサムライ","2"
"10042","60412","10042","5","1","不思議の国のリノ　小さなアリスと希望の絵本","2"
"10043","60422","10043","5","1","スズナレインボーステージ！","2"
"10044","60432","10044","5","1","七夕剣客旅情譚　天に流れる夏の恋","2"
"10045","60442","10045","5","1","真夏のマホマホ王国 波打ち際のソウルサマー！","2"
"10046","60452","10046","5","1","ミサトサマーエール！　夢追う真夏のナイン","2"
"10047","60462","10047","5","1","森の臆病者と聖なる学舎の異端児","2"
"10048","60472","10048","5","1","ハッピー・チェンジ・エンジェルズ","2"
"10049","60482","10049","5","1","リトル・ブレイブ・ハロウィンナイト！","2"
"10050","60492","10050","5","1","響け！絶叫！ハロウィンゴーストフェスティバル","2"
"10051","60502","10051","5","1","ドラゴンエクスプローラーズ","2"
"10052","60512","10052","5","1","魔法提督ラブリー★モニカ レッツゴー！マジカルカルテット！","2"
"10053","60522","10053","5","1","Re:ゼロから集まる異世界食卓","2"
"10054","60532","10054","6","1","デビュタント・シャングリ・ラ　聖夜のラブゲーム","2"
"10055","60542","10055","5","1","プレゼントパニック！　ランドソルのサンタたち","2"
"10056","60552","10056","6","1","新春グルメプリンセス！　一投にかけた乙女たち","2"
"10057","60562","10057","5","1","激走！　ランドソルギルドレース","2"
"10058","60572","10058","6","1","絆、つないで。こころ、結んで。","2"
"10059","60572","10059","6","1","絆、つないで。こころ、結んで。","2"
"10060","60592","10060","5","1","魔法少女　二人はミスティ＆ピュアリー","2"
"10061","60602","10061","6","1","シンデレラレッスン　華やかなる日々はリンゴの味","2"
"10062","60612","10062","5","1","スターライトプリンセス　Re:M@STER！","2"
"10063","60612","10063","5","1","スターライトプリンセス　Re:M@STER！","2"
"10064","60632","10064","6","1","鋼の聖女と聖なる学舎の異端児","2"
"10065","60642","10065","5","1","授けの財団と聖なる学舎の異端児","2"
"10066","60652","10066","6","1","イノリＳＯＳ！！　タイムトラベル・ドラゴンズ","2"
"10067","60662","10067","5","1","まきばの四農士　貧乏牧場奮闘記！","2"
"10068","60672","10068","6","1","以心電心！アオイ トイ フレンズ","2"
"10069","60682","10069","5","1","不思議の国のリノ　小さなアリスと希望の絵本","2"
"10070","60692","10070","6","1","エンドレスサマープロデュース　真夏のふたり占めパラダイス","2"
"10071","60702","10071","5","1","七夕剣客旅情譚　天に流れる夏の恋","2"
"10072","60712","10072","6","1","カルミナサマーライブ　ジャストアモーメント！ ","2"
"10073","60722","10073","5","1","ミサトサマーエール！　夢追う真夏のナイン","2"
"10074","60732","10074","6","1","イリーガルオーエドカルテ　Dr.ミツキの診察室","2"
"10075","60742","10075","5","1","ハッピー・チェンジ・エンジェルズ","2"
"10076","60752","10076","6","1","ハロウィンセイバーズ・スクランブル！　もふもふ捕獲大作戦","2"
"10077","60762","10077","5","1","響け！絶叫！ハロウィンゴーストフェスティバル","2"
"10078","60772","10078","6","1","魔法少女外伝　マジカル★ノワールズ！","2"
"10079","60782","10079","5","1","魔法提督ラブリー★モニカ レッツゴー！マジカルカルテット！","2"
"10080","60792","10080","6","1","メリープリンクリスマス！　空舞う少女とまごころのお菓子","2"
"10081","60802","10081","6","1","デビュタント・シャングリ・ラ　聖夜のラブゲーム","2"
"10082","60812","10082","6","1","新春美食メモリーズ　シェフィのおつかい大作戦！","2"
"10083","60822","10083","6","1","新春グルメプリンセス！　一投にかけた乙女たち","2"
"10084","60832","10084","6","1","Re:member　僕の願いが紡ぐ未来","2"
"10085","60842","10085","6","1","Re:member　僕の願いが紡ぐ未来","2"
"10086","60852","10086","6","1","絆、つないで。こころ、結んで。","2"
"10087","60852","10087","6","1","絆、つないで。こころ、結んで。","2"
"10088","60872","10088","6","1","スイート・タイニー・ステージ！　駆け出し女優とリトルレディ","2"
"10089","60882","10089","6","1","シンデレラレッスン　華やかなる日々はリンゴの味","2"
"10090","60892","10090","6","1","お宝頂戴！　インビジブル・スティーラーズ","2"
"10091","60902","10091","6","1","鋼の聖女と聖なる学舎の異端児","2"
"10092","60912","10092","6","1","エピソード・オブ・パイレーツ　海賊島の呪われし遺宝","2"
"10093","60922","10093","6","1","イノリＳＯＳ！！　タイムトラベル・ドラゴンズ","2"
"10094","60932","10094","6","1","エンジョイ＆リフレッシュ！　でこぼこガールズ・キャンプ","2"
"10095","60942","10095","6","1","以心電心！アオイ トイ フレンズ","2"
"10096","60952","10096","6","1","トゥインクルサマーゲーム　\n夏海にきらめく三つの想い","2"
"10097","60962","10097","6","1","エンドレスサマープロデュース　真夏のふたり占めパラダイス","2"
"10098","60972","10098","6","1","リトル・サマー・メモリーズ　渚でみつけた小さな幸せ","2"
"10099","60982","10099","6","1","カルミナサマーライブ　ジャストアモーメント！ ","2"
"10100","60992","10100","6","1","マホマホ・ミラクル・ジャーニー！　旅する少女と最果ての大樹","2"
"10101","61002","10101","6","1","イリーガルオーエドカルテ　Dr.ミツキの診察室","2"
"10102","61012","10102","6","1","ファボ！ラブ！大集合！　至高の祭典と少女の秘めた推し事","2"
"10103","61022","10103","6","1","ハロウィンセイバーズ・スクランブル！　もふもふ捕獲大作戦","2"
"10104","61032","10104","6","1","トライバルスピリッツ　掲げる剣と誇りの架け橋","2"
"10105","61042","10105","6","1","魔法少女外伝　マジカル★ノワールズ！","2"
"10106","61052","10106","6","1","ハッピー・ハプニング　幸せの双子天使と聖夜の贈り物","2"
"10107","61062","10107","6","1","メリープリンクリスマス！　空舞う少女とまごころのお菓子","2"
"10108","61072","10108","6","1","湯けむり忘年奇譚　初日の出に盃を","2"
"10109","61082","10109","6","1","新春美食メモリーズ　シェフィのおつかい大作戦！","2"
"10110","61092","10110","6","1","リベレイト・ジ・エデン　いつか、また会う未来で","2"
"10111","61102","10111","6","1","リベレイト・ジ・エデン　いつか、また会う未来で","2"
"10112","61112","10112","6","1","Re:member　僕の願いが紡ぐ未来","2"
"10113","61122","10113","6","1","Re:member　僕の願いが紡ぐ未来","2"
"10114","61132","10114","6","1","猫と駄菓子の喫茶店　カフェ・ナッシュカッツェにようこそ","2"
"10115","61142","10115","6","1","スイート・タイニー・ステージ！　駆け出し女優とリトルレディ","2"
"10116","61152","10116","6","1","Dears　おかえりとただいまの約束","2"
"10117","61162","10117","6","1","お宝頂戴！　インビジブル・スティーラーズ","2"
"10118","61172","10118","6","1","コネクト・ウィズ・ブルー　少女が空に至るまで","2"
"10119","61182","10119","6","1","エピソード・オブ・パイレーツ　海賊島の呪われし遺宝","2"
"10120","61192","10120","6","1","ヴァンパイアフォークロア　夜と美の饗宴","2"
"10121","61202","10121","6","1","エンジョイ＆リフレッシュ！　でこぼこガールズ・キャンプ","2"
"10122","61212","10122","6","1","オーマの水からっぽ大作戦　秘密主義者と禁断の海","2"
"10123","61222","10123","6","1","トゥインクルサマーゲーム　\n夏海にきらめく三つの想い","2"
"10124","61232","10124","6","1","戦慄幽奇海岸　～サマーリゾートスリラーズ～","2"
"10125","61242","10125","6","1","リトル・サマー・メモリーズ　渚でみつけた小さな幸せ","2"
"10126","61252","10126","6","1","ウィザーディング・アオハル・デイズ　魔法学園と奇跡の鐘","2"
"10127","61262","10127","6","1","マホマホ・ミラクル・ジャーニー！　旅する少女と最果ての大樹","2"
"10128","61272","10128","6","1","ロマンシング・サラサリア　～砂漠の花嫁と不思議のランプ～","2"
"10129","61282","10129","6","1","ファボ！ラブ！大集合！　至高の祭典と少女の秘めた推し事","2"
"10130","61292","10130","6","1","クリミナル ルーキー　天使たちのパラドクス","2"
"10131","61302","10131","6","1","トライバルスピリッツ　掲げる剣と誇りの架け橋","2"
"10132","61312","10132","6","1","クライ・ベイビー・クリスマス　誰が為の幸福なる日","2"
"10133","61322","10133","6","1","ハッピー・ハプニング　幸せの双子天使と聖夜の贈り物","2"
"10134","61332","10134","6","1","迎春ドリーマーズ！　新年、あけましてお隕石（メテオ）！？","2"
"10135","61342","10135","6","1","湯けむり忘年奇譚　初日の出に盃を","2"
"10136","61352","10136","6","1","I Wish　握りしめるこの手を","2"
"10137","61362","10137","6","1","I Wish　握りしめるこの手を","2"
"10138","61372","10138","6","1","リベレイト・ジ・エデン　いつか、また会う未来で","2"
"10139","61382","10139","6","1","リベレイト・ジ・エデン　いつか、また会う未来で","2"
"10140","61392","10140","6","1","真冬の真夏と聖なる学舎の異端児","2"
"10141","61402","10141","6","1","猫と駄菓子の喫茶店　カフェ・ナッシュカッツェにようこそ","2"
"10142","61412","10142","6","1","クーリィ・フューリィ・ブートキャンプ　鬼教官と鞭と…飴？","2"
"10143","61422","10143","6","1","Dears　おかえりとただいまの約束","2"
"10144","61432","10144","6","1","花咲く季節のサンセリテ","2"
"10145","61442","10145","6","1","コネクト・ウィズ・ブルー　少女が空に至るまで","2"
"10146","61452","10146","6","1","グランドリーム・オンパレード 宝石兎と秘密の仲間たち","2"
"10147","61462","10147","6","1","ヴァンパイアフォークロア　夜と美の饗宴","2"
"10148","61472","10148","6","1","あつまれイイコトクラブ！　ミソラの愉快な夏休み","2"
"10149","61482","10149","6","1","オーマの水からっぽ大作戦　秘密主義者と禁断の海","2"
"10150","61492","10150","6","1","幻惑の妖精　‐真夏の園で舞踊る影‐","2"
"10151","61502","10151","6","1","戦慄幽奇海岸　～サマーリゾートスリラーズ～","2"
"10152","61512","10152","6","1","Re:ゼロから楽しむ異世界サマー","2"
"10153","61522","10153","6","1","Re:ゼロから集まる異世界食卓","2"
"10154","61532","10154","6","1","ノゾミの一日店長記　こちらアルケス錬金堂","2"
"10155","61542","10155","6","1","ウィザーディング・アオハル・デイズ　魔法学園と奇跡の鐘","2"
"10156","61552","10156","6","1","バンディット・リターンズ　炎国の無法姉妹","2"
"10157","61562","10157","6","1","ロマンシング・サラサリア　～砂漠の花嫁と不思議のランプ～","2"
"10158","61572","10158","6","1","ラブ＆パニッシュメント　悪魔が届けるクリスマス","2"
"10159","61582","10159","6","1","クリミナル ルーキー　天使たちのパラドクス","2"
"10160","61592","10160","6","1","迎春ジオ・ゲヘナ　蛇乙女と双麗の剣士","2"
"10161","61602","10161","6","1","クライ・ベイビー・クリスマス　誰が為の幸福なる日","2"
"10163","61622","10163","6","1","迎春ドリーマーズ！　新年、あけましてお隕石（メテオ）！？","2"
"10164","61632","10164","6","1","I Wish　握りしめるこの手を","2"
"10165","61642","10165","6","1","I Wish　握りしめるこの手を","2"
"10166","61652","10166","6","1","真冬の真夏と聖なる学舎の異端児","2"
"10167","61662","10167","6","1","クーリィ・フューリィ・ブートキャンプ　鬼教官と鞭と…飴？","2"
"10168","61672","10168","6","1","花咲く季節のサンセリテ","2"
"10169","61682","10169","6","1","グランドリーム・オンパレード 宝石兎と秘密の仲間たち","2"
"10170","61692","10170","6","1","あつまれイイコトクラブ！　ミソラの愉快な夏休み","2"
"10171","61702","10171","6","1","幻惑の妖精　‐真夏の園で舞踊る影‐","2"
"19003","60022","10003","5","1","ヴァンパイアハンターwithイリヤ討伐証交換","2"
