310ce31dc00a7f106e224baccc571eba4a52f9d65eb028b09be605f95ea126e3,6d5dbe07bd7134cd6faf34b1f1ca05a570908773a976453bf2fde73d9179a973,cd64ebf9b0ac98fc9cce542a502986e1737ce83216e024b589df928a987a6850,8f116ce166e076e460a7484c1e4da2e3a1c1e2df111f6cccfd7ad40799bb8ad8,279391b4c200de26a7ee1b829baa458be507cf28c5ec692ca6c5b1f4b3d37a3b,b0f5f9fe7b834641d3097388c4ec6a967a9fe2abd0544d2c756c7605e64fd16a,a96e83f4dab1eef8968246e3986a14623d289ffd5a6c4fb423d8cb4d77757d12,5a931b8d73fabe94b3e3ba80bc65d74f4ee3c54ae03524a82f8aa432a4fbc1b4,573245a9267a4ff41ccc8e5ac8573ba0e364e8005e28d085dc397d8b2b90aa91,a6b0f820b8ebd298e8a1c8a0dd8aa878a3e24a78b6c0040ff7e1edc9c5ca4a4d,07a4be049b4930e8fff0ed20c1f799e36f4c0d0a8e2fdffea43499fce99254a0,a1dc12e5f16e1d03e06aedc1c1ff2db783186bbe446de8f6a27e9e6c6e0cc57c
"4","90","92410140","1","92410","92410130","0","924103104","4","924102104","924101400","0"
"1","90","92410210","1","92410","0","500000000","924103201","1","924102201","924102100","92410220"
"2","90","92410220","1","92410","92410210","1000000000","924103202","2","924102202","924102200","92410230"
"3","90","92410230","1","92410","92410220","1500000000","924103203","3","924102203","924102300","92410240"
"4","90","92410240","1","92410","92410230","0","924103204","4","924102204","924102400","0"
"1","90","92410310","1","92410","0","500000000","924103301","1","924102301","924103100","92410320"
"2","90","92410320","1","92410","92410310","1000000000","924103302","2","924102302","924103200","92410330"
"3","90","92410330","1","92410","92410320","1500000000","924103303","3","924102303","924103300","92410340"
"4","90","92410340","1","92410","92410330","0","924103304","4","924102304","924103400","0"
"1","90","92411110","1","92411","0","500000000","924113101","1","924112101","924111100","92411120"
"2","90","92411120","1","92411","92411110","1000000000","924113102","2","924112102","924111200","92411130"
"3","90","92411130","1","92411","92411120","1500000000","924113103","3","924112103","924111300","92411140"
"4","90","92411140","1","92411","92411130","0","924113104","4","924112104","924111400","0"
"1","90","92411210","1","92411","0","500000000","924113201","1","924112201","924112100","92411220"
"2","90","92411220","1","92411","92411210","1000000000","924113202","2","924112202","924112200","92411230"
"3","90","92411230","1","92411","92411220","1500000000","924113203","3","924112203","924112300","92411240"
"4","90","92411240","1","92411","92411230","0","924113204","4","924112204","924112400","0"
"1","90","92411310","1","92411","0","500000000","924113301","1","924112301","924113100","92411320"
"2","90","92411320","1","92411","92411310","1000000000","924113302","2","924112302","924113200","92411330"
"3","90","92411330","1","92411","92411320","1500000000","924113303","3","924112303","924113300","92411340"
"4","90","92411340","1","92411","92411330","0","924113304","4","924112304","924113400","0"
"1","90","92412110","1","92412","0","500000000","924123101","1","924122101","924121100","92412120"
"2","90","92412120","1","92412","92412110","1000000000","924123102","2","924122102","924121200","92412130"
"3","90","92412130","1","92412","92412120","1500000000","924123103","3","924122103","924121300","92412140"
"4","90","92412140","1","92412","92412130","0","924123104","4","924122104","924121400","0"
"1","90","92412210","1","92412","0","500000000","924123201","1","924122201","924122100","92412220"
"2","90","92412220","1","92412","92412210","1000000000","924123202","2","924122202","924122200","92412230"
"3","90","92412230","1","92412","92412220","1500000000","924123203","3","924122203","924122300","92412240"
"4","90","92412240","1","92412","92412230","0","924123204","4","924122204","924122400","0"
"1","90","92412310","1","92412","0","500000000","924123301","1","924122301","924123100","92412320"
"2","90","92412320","1","92412","92412310","1000000000","924123302","2","924122302","924123200","92412330"
"3","90","92412330","1","92412","92412320","1500000000","924123303","3","924122303","924123300","92412340"
"4","90","92412340","1","92412","92412330","0","924123304","4","924122304","924123400","0"
"1","90","92414110","1","92414","0","500000000","924143101","1","924142101","924141100","92414120"
"2","90","92414120","1","92414","92414110","1000000000","924143102","2","924142102","924141200","92414130"
"3","90","92414130","1","92414","92414120","1500000000","924143103","3","924142103","924141300","92414140"
"4","90","92414140","1","92414","92414130","0","924143104","4","924142104","924141400","0"
"1","90","92414210","1","92414","0","500000000","924143201","1","924142201","924142100","92414220"
"2","90","92414220","1","92414","92414210","1000000000","924143202","2","924142202","924142200","92414230"
"3","90","92414230","1","92414","92414220","1500000000","924143203","3","924142203","924142300","92414240"
"4","90","92414240","1","92414","92414230","0","924143204","4","924142204","924142400","0"
"1","90","92414310","1","92414","0","500000000","924143301","1","924142301","924143100","92414320"
"2","90","92414320","1","92414","92414310","1000000000","924143302","2","924142302","924143200","92414330"
"3","90","92414330","1","92414","92414320","1500000000","924143303","3","924142303","924143300","92414340"
"4","90","92414340","1","92414","92414330","0","924143304","4","924142304","924143400","0"
"1","90","92415110","1","92415","0","500000000","924153101","1","924152101","924151100","92415120"
"2","90","92415120","1","92415","92415110","1000000000","924153102","2","924152102","924151200","92415130"
"3","90","92415130","1","92415","92415120","1500000000","924153103","3","924152103","924151300","92415140"
"4","90","92415140","1","92415","92415130","0","924153104","4","924152104","924151400","0"
"1","90","92415210","1","92415","0","500000000","924153201","1","924152201","924152100","92415220"
"2","90","92415220","1","92415","92415210","1000000000","924153202","2","924152202","924152200","92415230"
"3","90","92415230","1","92415","92415220","1500000000","924153203","3","924152203","924152300","92415240"
"4","90","92415240","1","92415","92415230","0","924153204","4","924152204","924152400","0"
"1","90","92415310","1","92415","0","500000000","924153301","1","924152301","924153100","92415320"
"2","90","92415320","1","92415","92415310","1000000000","924153302","2","924152302","924153200","92415330"
"3","90","92415330","1","92415","92415320","1500000000","924153303","3","924152303","924153300","92415340"
"4","90","92415340","1","92415","92415330","0","924153304","4","924152304","924153400","0"
"1","90","92416110","1","92416","0","500000000","924163101","1","924162101","924161100","92416120"
"2","90","92416120","1","92416","92416110","1000000000","924163102","2","924162102","924161200","92416130"
"3","90","92416130","1","92416","92416120","1500000000","924163103","3","924162103","924161300","92416140"
"4","90","92416140","1","92416","92416130","0","924163104","4","924162104","924161400","0"
"1","90","92416210","1","92416","0","500000000","924163201","1","924162201","924162100","92416220"
"2","90","92416220","1","92416","92416210","1000000000","924163202","2","924162202","924162200","92416230"
"3","90","92416230","1","92416","92416220","1500000000","924163203","3","924162203","924162300","92416240"
"4","90","92416240","1","92416","92416230","0","924163204","4","924162204","924162400","0"
"1","90","92416310","1","92416","0","500000000","924163301","1","924162301","924163100","92416320"
"2","90","92416320","1","92416","92416310","1000000000","924163302","2","924162302","924163200","92416330"
"3","90","92416330","1","92416","92416320","1500000000","924163303","3","924162303","924163300","92416340"
"4","90","92416340","1","92416","92416330","0","924163304","4","924162304","924163400","0"
"1","90","92417110","1","92417","0","500000000","924173101","1","924172101","924171100","92417120"
"2","90","92417120","1","92417","92417110","1000000000","924173102","2","924172102","924171200","92417130"
"3","90","92417130","1","92417","92417120","1500000000","924173103","3","924172103","924171300","92417140"
"4","90","92417140","1","92417","92417130","0","924173104","4","924172104","924171400","0"
"1","90","92417210","1","92417","0","500000000","924173201","1","924172201","924172100","92417220"
"2","90","92417220","1","92417","92417210","1000000000","924173202","2","924172202","924172200","92417230"
"3","90","92417230","1","92417","92417220","1500000000","924173203","3","924172203","924172300","92417240"
"4","90","92417240","1","92417","92417230","0","924173204","4","924172204","924172400","0"
"1","90","92417310","1","92417","0","500000000","924173301","1","924172301","924173100","92417320"
"2","90","92417320","1","92417","92417310","1000000000","924173302","2","924172302","924173200","92417330"
"3","90","92417330","1","92417","92417320","1500000000","924173303","3","924172303","924173300","92417340"
"4","90","92417340","1","92417","92417330","0","924173304","4","924172304","924173400","0"
"1","90","92418110","1","92418","0","500000000","924183101","1","924182101","924181100","92418120"
"2","90","92418120","1","92418","92418110","1000000000","924183102","2","924182102","924181200","92418130"
"3","90","92418130","1","92418","92418120","1500000000","924183103","3","924182103","924181300","92418140"
"4","90","92418140","1","92418","92418130","0","924183104","4","924182104","924181400","0"
"1","90","92418210","1","92418","0","500000000","924183201","1","924182201","924182100","92418220"
"2","90","92418220","1","92418","92418210","1000000000","924183202","2","924182202","924182200","92418230"
"3","90","92418230","1","92418","92418220","1500000000","924183203","3","924182203","924182300","92418240"
"4","90","92418240","1","92418","92418230","0","924183204","4","924182204","924182400","0"
"1","90","92418310","1","92418","0","500000000","924183301","1","924182301","924183100","92418320"
"2","90","92418320","1","92418","92418310","1000000000","924183302","2","924182302","924183200","92418330"
"3","90","92418330","1","92418","92418320","1500000000","924183303","3","924182303","924183300","92418340"
"4","90","92418340","1","92418","92418330","0","924183304","4","924182304","924183400","0"
"1","90","92419110","1","92419","0","500000000","924193101","1","924192101","924191100","92419120"
"2","90","92419120","1","92419","92419110","1000000000","924193102","2","924192102","924191200","92419130"
"3","90","92419130","1","92419","92419120","1500000000","924193103","3","924192103","924191300","92419140"
"4","90","92419140","1","92419","92419130","0","924193104","4","924192104","924191400","0"
"1","90","92419210","1","92419","0","500000000","924193201","1","924192201","924192100","92419220"
"2","90","92419220","1","92419","92419210","1000000000","924193202","2","924192202","924192200","92419230"
"3","90","92419230","1","92419","92419220","1500000000","924193203","3","924192203","924192300","92419240"
"4","90","92419240","1","92419","92419230","0","924193204","4","924192204","924192400","0"
"1","90","92419310","1","92419","0","500000000","924193301","1","924192301","924193100","92419320"
"2","90","92419320","1","92419","92419310","1000000000","924193302","2","924192302","924193200","92419330"
"3","90","92419330","1","92419","92419320","1500000000","924193303","3","924192303","924193300","92419340"
"4","90","92419340","1","92419","92419330","0","924193304","4","924192304","924193400","0"
"1","90","92420110","1","92420","0","500000000","924203101","1","924202101","924201100","92420120"
"2","90","92420120","1","92420","92420110","1000000000","924203102","2","924202102","924201200","92420130"
"3","90","92420130","1","92420","92420120","1500000000","924203103","3","924202103","924201300","92420140"
"4","90","92420140","1","92420","92420130","0","924203104","4","924202104","924201400","0"
"1","90","92420210","1","92420","0","500000000","924203201","1","924202201","924202100","92420220"
"2","90","92420220","1","92420","92420210","1000000000","924203202","2","924202202","924202200","92420230"
"3","90","92420230","1","92420","92420220","1500000000","924203203","3","924202203","924202300","92420240"
"4","90","92420240","1","92420","92420230","0","924203204","4","924202204","924202400","0"
"1","90","92420310","1","92420","0","500000000","924203301","1","924202301","924203100","92420320"
"2","90","92420320","1","92420","92420310","1000000000","924203302","2","924202302","924203200","92420330"
"3","90","92420330","1","92420","92420320","1500000000","924203303","3","924202303","924203300","92420340"
"4","90","92420340","1","92420","92420330","0","924203304","4","924202304","924203400","0"
"1","90","92421110","1","92421","0","500000000","924213101","1","924212101","924211100","92421120"
"2","90","92421120","1","92421","92421110","1000000000","924213102","2","924212102","924211200","92421130"
"3","90","92421130","1","92421","92421120","1500000000","924213103","3","924212103","924211300","92421140"
"4","90","92421140","1","92421","92421130","0","924213104","4","924212104","924211400","0"
"1","90","92421210","1","92421","0","500000000","924213201","1","924212201","924212100","92421220"
"2","90","92421220","1","92421","92421210","1000000000","924213202","2","924212202","924212200","92421230"
"3","90","92421230","1","92421","92421220","1500000000","924213203","3","924212203","924212300","92421240"
"4","90","92421240","1","92421","92421230","0","924213204","4","924212204","924212400","0"
"1","90","92421310","1","92421","0","500000000","924213301","1","924212301","924213100","92421320"
"2","90","92421320","1","92421","92421310","1000000000","924213302","2","924212302","924213200","92421330"
"3","90","92421330","1","92421","92421320","1500000000","924213303","3","924212303","924213300","92421340"
"4","90","92421340","1","92421","92421330","0","924213304","4","924212304","924213400","0"
"1","90","92422110","1","92422","0","500000000","924223101","1","924222101","924221100","92422120"
"2","90","92422120","1","92422","92422110","1000000000","924223102","2","924222102","924221200","92422130"
"3","90","92422130","1","92422","92422120","1500000000","924223103","3","924222103","924221300","92422140"
"4","90","92422140","1","92422","92422130","0","924223104","4","924222104","924221400","0"
"1","90","92422210","1","92422","0","500000000","924223201","1","924222201","924222100","92422220"
"2","90","92422220","1","92422","92422210","1000000000","924223202","2","924222202","924222200","92422230"
"3","90","92422230","1","92422","92422220","1500000000","924223203","3","924222203","924222300","92422240"
"4","90","92422240","1","92422","92422230","0","924223204","4","924222204","924222400","0"
"1","90","92422310","1","92422","0","500000000","924223301","1","924222301","924223100","92422320"
"2","90","92422320","1","92422","92422310","1000000000","924223302","2","924222302","924223200","92422330"
"3","90","92422330","1","92422","92422320","1500000000","924223303","3","924222303","924223300","92422340"
"4","90","92422340","1","92422","92422330","0","924223304","4","924222304","924223400","0"
"1","90","92423110","1","92423","0","500000000","924233101","1","924232101","924231100","92423120"
"2","90","92423120","1","92423","92423110","1000000000","924233102","2","924232102","924231200","92423130"
"3","90","92423130","1","92423","92423120","1500000000","924233103","3","924232103","924231300","92423140"
"4","90","92423140","1","92423","92423130","0","924233104","4","924232104","924231400","0"
"1","90","92423210","1","92423","0","500000000","924233201","1","924232201","924232100","92423220"
"2","90","92423220","1","92423","92423210","1000000000","924233202","2","924232202","924232200","92423230"
"3","90","92423230","1","92423","92423220","1500000000","924233203","3","924232203","924232300","92423240"
"4","90","92423240","1","92423","92423230","0","924233204","4","924232204","924232400","0"
"1","90","92423310","1","92423","0","500000000","924233301","1","924232301","924233100","92423320"
"2","90","92423320","1","92423","92423310","1000000000","924233302","2","924232302","924233200","92423330"
"3","90","92423330","1","92423","92423320","1500000000","924233303","3","924232303","924233300","92423340"
"4","90","92423340","1","92423","92423330","0","924233304","4","924232304","924233400","0"
"1","90","92424110","1","92424","0","500000000","924243101","1","924242101","924241100","92424120"
"2","90","92424120","1","92424","92424110","1000000000","924243102","2","924242102","924241200","92424130"
"3","90","92424130","1","92424","92424120","1500000000","924243103","3","924242103","924241300","92424140"
"4","90","92424140","1","92424","92424130","0","924243104","4","924242104","924241400","0"
"1","90","92424210","1","92424","0","500000000","924243201","1","924242201","924242100","92424220"
"2","90","92424220","1","92424","92424210","1000000000","924243202","2","924242202","924242200","92424230"
"3","90","92424230","1","92424","92424220","1500000000","924243203","3","924242203","924242300","92424240"
"4","90","92424240","1","92424","92424230","0","924243204","4","924242204","924242400","0"
"1","90","92424310","1","92424","0","500000000","924243301","1","924242301","924243100","92424320"
"2","90","92424320","1","92424","92424310","1000000000","924243302","2","924242302","924243200","92424330"
"3","90","92424330","1","92424","92424320","1500000000","924243303","3","924242303","924243300","92424340"
"4","90","92424340","1","92424","92424330","0","924243304","4","924242304","924243400","0"
"1","90","92425110","1","92425","0","500000000","924253101","1","924252101","924251100","92425120"
"2","90","92425120","1","92425","92425110","1000000000","924253102","2","924252102","924251200","92425130"
"3","90","92425130","1","92425","92425120","1500000000","924253103","3","924252103","924251300","92425140"
"4","90","92425140","1","92425","92425130","0","924253104","4","924252104","924251400","0"
"1","90","92425210","1","92425","0","500000000","924253201","1","924252201","924252100","92425220"
"2","90","92425220","1","92425","92425210","1000000000","924253202","2","924252202","924252200","92425230"
"3","90","92425230","1","92425","92425220","1500000000","924253203","3","924252203","924252300","92425240"
"4","90","92425240","1","92425","92425230","0","924253204","4","924252204","924252400","0"
"1","90","92425310","1","92425","0","500000000","924253301","1","924252301","924253100","92425320"
"2","90","92425320","1","92425","92425310","1000000000","924253302","2","924252302","924253200","92425330"
"3","90","92425330","1","92425","92425320","1500000000","924253303","3","924252303","924253300","92425340"
"4","90","92425340","1","92425","92425330","0","924253304","4","924252304","924253400","0"
"1","90","92426110","1","92426","0","500000000","924263101","1","924262101","924261100","92426120"
"2","90","92426120","1","92426","92426110","1000000000","924263102","2","924262102","924261200","92426130"
"3","90","92426130","1","92426","92426120","1500000000","924263103","3","924262103","924261300","92426140"
"4","90","92426140","1","92426","92426130","0","924263104","4","924262104","924261400","0"
"1","90","92426210","1","92426","0","500000000","924263201","1","924262201","924262100","92426220"
"2","90","92426220","1","92426","92426210","1000000000","924263202","2","924262202","924262200","92426230"
"3","90","92426230","1","92426","92426220","1500000000","924263203","3","924262203","924262300","92426240"
"4","90","92426240","1","92426","92426230","0","924263204","4","924262204","924262400","0"
"1","90","92426310","1","92426","0","500000000","924263301","1","924262301","924263100","92426320"
"2","90","92426320","1","92426","92426310","1000000000","924263302","2","924262302","924263200","92426330"
"3","90","92426330","1","92426","92426320","1500000000","924263303","3","924262303","924263300","92426340"
"4","90","92426340","1","92426","92426330","0","924263304","4","924262304","924263400","0"
"1","90","92427110","1","92427","0","500000000","924273101","1","924272101","924271100","92427120"
"2","90","92427120","1","92427","92427110","1000000000","924273102","2","924272102","924271200","92427130"
"3","90","92427130","1","92427","92427120","1500000000","924273103","3","924272103","924271300","92427140"
"4","90","92427140","1","92427","92427130","0","924273104","4","924272104","924271400","0"
"1","90","92427210","1","92427","0","500000000","924273201","1","924272201","924272100","92427220"
"2","90","92427220","1","92427","92427210","1000000000","924273202","2","924272202","924272200","92427230"
"3","90","92427230","1","92427","92427220","1500000000","924273203","3","924272203","924272300","92427240"
"4","90","92427240","1","92427","92427230","0","924273204","4","924272204","924272400","0"
"1","90","92427310","1","92427","0","500000000","924273301","1","924272301","924273100","92427320"
"2","90","92427320","1","92427","92427310","1000000000","924273302","2","924272302","924273200","92427330"
"3","90","92427330","1","92427","92427320","1500000000","924273303","3","924272303","924273300","92427340"
"4","90","92427340","1","92427","92427330","0","924273304","4","924272304","924273400","0"
"1","90","92428110","1","92428","0","500000000","924283101","1","924282101","924281100","92428120"
"2","90","92428120","1","92428","92428110","1000000000","924283102","2","924282102","924281200","92428130"
"3","90","92428130","1","92428","92428120","1500000000","924283103","3","924282103","924281300","92428140"
"4","90","92428140","1","92428","92428130","0","924283104","4","924282104","924281400","0"
"1","90","92428210","1","92428","0","500000000","924283201","1","924282201","924282100","92428220"
"2","90","92428220","1","92428","92428210","1000000000","924283202","2","924282202","924282200","92428230"
"3","90","92428230","1","92428","92428220","1500000000","924283203","3","924282203","924282300","92428240"
"4","90","92428240","1","92428","92428230","0","924283204","4","924282204","924282400","0"
"1","90","92428310","1","92428","0","500000000","924283301","1","924282301","924283100","92428320"
"2","90","92428320","1","92428","92428310","1000000000","924283302","2","924282302","924283200","92428330"
"3","90","92428330","1","92428","92428320","1500000000","924283303","3","924282303","924283300","92428340"
"4","90","92428340","1","92428","92428330","0","924283304","4","924282304","924283400","0"
"1","90","92429110","1","92429","0","500000000","924293101","1","924292101","924291100","92429120"
"2","90","92429120","1","92429","92429110","1000000000","924293102","2","924292102","924291200","92429130"
"3","90","92429130","1","92429","92429120","1500000000","924293103","3","924292103","924291300","92429140"
"4","90","92429140","1","92429","92429130","0","924293104","4","924292104","924291400","0"
"1","90","92429210","1","92429","0","500000000","924293201","1","924292201","924292100","92429220"
"2","90","92429220","1","92429","92429210","1000000000","924293202","2","924292202","924292200","92429230"
"3","90","92429230","1","92429","92429220","1500000000","924293203","3","924292203","924292300","92429240"
"4","90","92429240","1","92429","92429230","0","924293204","4","924292204","924292400","0"
"1","90","92429310","1","92429","0","500000000","924293301","1","924292301","924293100","92429320"
"2","90","92429320","1","92429","92429310","1000000000","924293302","2","924292302","924293200","92429330"
"3","90","92429330","1","92429","92429320","1500000000","924293303","3","924292303","924293300","92429340"
"4","90","92429340","1","92429","92429330","0","924293304","4","924292304","924293400","0"
"1","90","92430110","1","92430","0","500000000","924303101","1","924302101","924301100","92430120"
"2","90","92430120","1","92430","92430110","1000000000","924303102","2","924302102","924301200","92430130"
"3","90","92430130","1","92430","92430120","1500000000","924303103","3","924302103","924301300","92430140"
"4","90","92430140","1","92430","92430130","0","924303104","4","924302104","924301400","0"
"1","90","92430210","1","92430","0","500000000","924303201","1","924302201","924302100","92430220"
"2","90","92430220","1","92430","92430210","1000000000","924303202","2","924302202","924302200","92430230"
"3","90","92430230","1","92430","92430220","1500000000","924303203","3","924302203","924302300","92430240"
"4","90","92430240","1","92430","92430230","0","924303204","4","924302204","924302400","0"
"1","90","92430310","1","92430","0","500000000","924303301","1","924302301","924303100","92430320"
"2","90","92430320","1","92430","92430310","1000000000","924303302","2","924302302","924303200","92430330"
"3","90","92430330","1","92430","92430320","1500000000","924303303","3","924302303","924303300","92430340"
"4","90","92430340","1","92430","92430330","0","924303304","4","924302304","924303400","0"
"1","90","92431110","1","92431","0","500000000","924313101","1","924312101","924311100","92431120"
"2","90","92431120","1","92431","92431110","1000000000","924313102","2","924312102","924311200","92431130"
"3","90","92431130","1","92431","92431120","1500000000","924313103","3","924312103","924311300","92431140"
"4","90","92431140","1","92431","92431130","0","924313104","4","924312104","924311400","0"
"1","90","92431210","1","92431","0","500000000","924313201","1","924312201","924312100","92431220"
"2","90","92431220","1","92431","92431210","1000000000","924313202","2","924312202","924312200","92431230"
"3","90","92431230","1","92431","92431220","1500000000","924313203","3","924312203","924312300","92431240"
"4","90","92431240","1","92431","92431230","0","924313204","4","924312204","924312400","0"
"1","90","92431310","1","92431","0","500000000","924313301","1","924312301","924313100","92431320"
"2","90","92431320","1","92431","92431310","1000000000","924313302","2","924312302","924313200","92431330"
"3","90","92431330","1","92431","92431320","1500000000","924313303","3","924312303","924313300","92431340"
"4","90","92431340","1","92431","92431330","0","924313304","4","924312304","924313400","0"
"1","90","92432110","1","92432","0","500000000","924323101","1","924322101","924321100","92432120"
"2","90","92432120","1","92432","92432110","1000000000","924323102","2","924322102","924321200","92432130"
"3","90","92432130","1","92432","92432120","1500000000","924323103","3","924322103","924321300","92432140"
"4","90","92432140","1","92432","92432130","0","924323104","4","924322104","924321400","0"
"1","90","92432210","1","92432","0","500000000","924323201","1","924322201","924322100","92432220"
"2","90","92432220","1","92432","92432210","1000000000","924323202","2","924322202","924322200","92432230"
"3","90","92432230","1","92432","92432220","1500000000","924323203","3","924322203","924322300","92432240"
"4","90","92432240","1","92432","92432230","0","924323204","4","924322204","924322400","0"
"1","90","92432310","1","92432","0","500000000","924323301","1","924322301","924323100","92432320"
"2","90","92432320","1","92432","92432310","1000000000","924323302","2","924322302","924323200","92432330"
"3","90","92432330","1","92432","92432320","1500000000","924323303","3","924322303","924323300","92432340"
"4","90","92432340","1","92432","92432330","0","924323304","4","924322304","924323400","0"
"1","90","92433110","1","92433","0","500000000","924333101","1","924332101","924331100","92433120"
"2","90","92433120","1","92433","92433110","1000000000","924333102","2","924332102","924331200","92433130"
"3","90","92433130","1","92433","92433120","1500000000","924333103","3","924332103","924331300","92433140"
"4","90","92433140","1","92433","92433130","0","924333104","4","924332104","924331400","0"
"1","90","92433210","1","92433","0","500000000","924333201","1","924332201","924332100","92433220"
"2","90","92433220","1","92433","92433210","1000000000","924333202","2","924332202","924332200","92433230"
"3","90","92433230","1","92433","92433220","1500000000","924333203","3","924332203","924332300","92433240"
"4","90","92433240","1","92433","92433230","0","924333204","4","924332204","924332400","0"
"1","90","92433310","1","92433","0","500000000","924333301","1","924332301","924333100","92433320"
"2","90","92433320","1","92433","92433310","1000000000","924333302","2","924332302","924333200","92433330"
"3","90","92433330","1","92433","92433320","1500000000","924333303","3","924332303","924333300","92433340"
"4","90","92433340","1","92433","92433330","0","924333304","4","924332304","924333400","0"
"1","90","92501110","1","92413","0","500000000","925013101","1","925012101","925011100","92501120"
"2","90","92501120","1","92413","92501110","1000000000","925013102","2","925012102","925011200","92501130"
"3","90","92501130","1","92413","92501120","1500000000","925013103","3","925012103","925011300","92501140"
"4","90","92501140","1","92413","92501130","0","925013104","4","925012104","925011400","0"
"1","90","92501210","1","92413","0","500000000","925013201","1","925012201","925012100","92501220"
"2","90","92501220","1","92413","92501210","1000000000","925013202","2","925012202","925012200","92501230"
"3","90","92501230","1","92413","92501220","1500000000","925013203","3","925012203","925012300","92501240"
"4","90","92501240","1","92413","92501230","0","925013204","4","925012204","925012400","0"
"1","90","92501310","1","92413","0","500000000","925013301","1","925012301","925013100","92501320"
"2","90","92501320","1","92413","92501310","1000000000","925013302","2","925012302","925013200","92501330"
