3be39494c2939f9cc6aa4ad132d3f0bcb14c9787f0a4b398534557745a20b530,683c084a7d82be5334af3549eb4b124f8432fa5368627f73cf8fca0e41dc7330,2c91b8aff5910d090ece010ac254e2d715eff7a1b07fb8aa0e5aeccb4e213bdb,b51840d77b429f8bb72c2150a75055d352a4e3c4d460ae4990e2758747380bf8,f97f4c08088d65304039230cf637cdc03210cab42c0ad52c597edf72de9092f7,517380012855babaed73189a78c3d54987f806a6ff4bc4066722c3518725895d,7717797f16b06a5302d80dbe7f13f77c0ce1faabfd7053f104ce336388751aa1,056fbde23af32ac586d463ebcee680816e9bfb18232782e395b5fdf4c2cd7cc2,7be83e134dfaf6c850e83c369d5a10f11fc0354bb9d635caa14b123891d27879
"14003001","22002","4","-1","2","2020/11/16 4:59:59","2018/01/01 5:00:00","29","1"
"21001001","91002","30","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","30","1"
"21001001","94002","2000","-1","12","2030/12/31 23:59:59","2018/01/01 5:00:00","31","1"
"21001002","91002","30","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","33","1"
"21001002","22001","2","-1","2","2030/12/31 23:59:59","2018/01/01 5:00:00","34","1"
"21001003","91002","30","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","36","1"
"21001003","22002","1","-1","2","2030/12/31 23:59:59","2018/01/01 5:00:00","37","1"
"21001004","91002","30","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","39","1"
"21001004","22003","1","-1","2","2030/12/31 23:59:59","2018/01/01 5:00:00","40","1"
"21001005","91002","90","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","42","1"
"21001005","22003","2","-1","2","2030/12/31 23:59:59","2018/01/01 5:00:00","43","1"
"21002001","91002","60","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","45","1"
"21002001","94002","4000","-1","12","2030/12/31 23:59:59","2018/01/01 5:00:00","46","1"
"21002002","91002","60","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","48","1"
"21002002","22001","4","-1","2","2030/12/31 23:59:59","2018/01/01 5:00:00","49","1"
"21002003","91002","60","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","51","1"
"21002003","22002","2","-1","2","2030/12/31 23:59:59","2018/01/01 5:00:00","52","1"
"21002004","91002","60","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","54","1"
"21002004","22003","2","-1","2","2030/12/31 23:59:59","2018/01/01 5:00:00","55","1"
"21003001","91002","50","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","57","1"
"28002001","91002","100","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","58","1"
"28002001","90007","1000","-1","2","2030/12/31 23:59:59","2018/01/01 5:00:00","59","1"
"28002002","91002","100","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","60","1"
"28002002","90007","1500","-1","2","2030/12/31 23:59:59","2018/01/01 5:00:00","61","1"
"28002003","91002","100","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","62","1"
"28002003","90007","1500","-1","2","2030/12/31 23:59:59","2018/01/01 5:00:00","63","1"
"28002004","91002","100","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","64","1"
"28002004","90007","1500","-1","2","2030/12/31 23:59:59","2018/01/01 5:00:00","65","1"
"28002005","91002","100","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","66","1"
"28002005","90007","1500","-1","2","2030/12/31 23:59:59","2018/01/01 5:00:00","67","1"
"28002006","91002","100","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","68","1"
"28002006","90007","1500","-1","2","2030/12/31 23:59:59","2018/01/01 5:00:00","69","1"
"28002007","91002","100","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","70","1"
"28002007","90007","1500","-1","2","2030/12/31 23:59:59","2018/01/01 5:00:00","71","1"
"28002008","91002","100","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","72","1"
"28002008","90007","1500","-1","2","2030/12/31 23:59:59","2018/01/01 5:00:00","73","1"
"28002009","91002","100","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","74","1"
"28002009","90007","1500","-1","2","2030/12/31 23:59:59","2018/01/01 5:00:00","75","1"
"28002010","91002","100","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","76","1"
"28002010","90007","1500","-1","2","2030/12/31 23:59:59","2018/01/01 5:00:00","77","1"
"28002011","91002","100","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","78","1"
"28002011","90007","1500","-1","2","2030/12/31 23:59:59","2018/01/01 5:00:00","79","1"
"28002012","91002","100","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","80","1"
"28002012","90007","1500","-1","2","2030/12/31 23:59:59","2018/01/01 5:00:00","81","1"
"28002013","91002","100","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","82","1"
"28002013","90007","1500","-1","2","2030/12/31 23:59:59","2018/01/01 5:00:00","83","1"
"28002014","91002","100","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","84","1"
"28002014","90007","1500","-1","2","2030/12/31 23:59:59","2018/01/01 5:00:00","85","1"
"26001001","91002","30","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","86","1"
"26003001","91002","50","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","87","1"
"26008001","91002","50","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","88","1"
"24002001","91002","50","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","89","1"
"24004001","91002","50","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","90","1"
"21005001","91002","100","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","91","1"
"21005002","91002","100","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","92","1"
"21005003","91002","100","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","93","1"
"21005004","91002","100","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","94","1"
"21005005","91002","100","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","95","1"
"21005006","91002","100","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","96","1"
"21005007","91002","100","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","97","1"
"21005018","91002","30","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","98","1"
"21005028","91002","30","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","99","1"
"21005038","91002","40","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","100","1"
"26002001","91002","50","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","101","1"
"26002002","91002","50","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","102","1"
"26002003","91002","50","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","103","1"
"26002004","91002","50","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","104","1"
"26002005","91002","50","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","105","1"
"26002006","91002","50","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","106","1"
"26002007","91002","50","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","107","1"
"26002008","91002","50","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","108","1"
"26002009","91002","50","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","109","1"
"26002010","91002","50","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","110","1"
"26005001","91002","100","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","111","1"
"26005002","91002","100","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","112","1"
"21007001","91002","50","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","113","1"
"28006001","91002","1000","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","115","1"
"28005001","0","20","-1","5","2030/12/31 23:59:59","2018/01/01 5:00:00","116","1"
"28005001","20001","10","-1","2","2030/12/31 23:59:59","2018/01/01 5:00:00","117","1"
"15005001","94002","1500","-1","12","2030/12/31 23:59:59","2018/01/01 5:00:00","118","1"
"18001003","93001","200","-1","6","2030/12/31 23:59:59","2018/01/01 5:00:00","119","1"
"18001004","93001","200","-1","6","2030/12/31 23:59:59","2018/01/01 5:00:00","120","1"
"11101001","0","20","-1","5","2020/11/16 4:59:59","2018/01/01 5:00:00","121","1"
"11101001","20003","2","-1","2","2020/11/16 4:59:59","2018/01/01 5:00:00","122","1"
"21102001","91002","50","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","123","1"
"21103001","91002","100","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","124","1"
"11001002","0","30","-1","5","2020/11/16 4:59:59","2018/01/01 5:00:00","128","1"
"11001002","94002","30000","-1","12","2020/11/16 4:59:59","2018/01/01 5:00:00","129","1"
"11001002","23001","6","-1","2","2020/11/16 4:59:59","2018/01/01 5:00:00","130","1"
"28007001","93001","100","-1","6","2030/12/31 23:59:59","2018/01/01 5:00:00","131","1"
"28007002","93001","100","-1","6","2030/12/31 23:59:59","2018/01/01 5:00:00","132","1"
"28007003","93001","100","-1","6","2030/12/31 23:59:59","2018/01/01 5:00:00","133","1"
"26013001","91002","30","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","134","1"
"26014001","91002","50","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","135","1"
"21011001","91002","80","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","136","1"
"21011001","22003","2","-1","2","2030/12/31 23:59:59","2018/01/01 5:00:00","137","1"
"26015001","91002","50","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","138","1"
"26015002","91002","10","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","139","1"
"21102002","91002","100","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","140","1"
"28002015","91002","400","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","141","1"
"28002015","94002","500000","-1","12","2030/12/31 23:59:59","2018/01/01 5:00:00","142","1"
"28002015","90007","1500","-1","2","2030/12/31 23:59:59","2018/01/01 5:00:00","143","1"
"28002016","91002","400","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","144","1"
"28002016","94002","500000","-1","12","2030/12/31 23:59:59","2018/01/01 5:00:00","145","1"
"28002016","90007","1500","-1","2","2030/12/31 23:59:59","2018/01/01 5:00:00","146","1"
"28002017","91002","400","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","147","1"
"28002017","94002","3000000","-1","12","2030/12/31 23:59:59","2018/01/01 5:00:00","148","1"
"28002017","90007","1500","-1","2","2030/12/31 23:59:59","2018/01/01 5:00:00","149","1"
"28002018","91002","600","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","150","1"
"28002018","94002","3000000","-1","12","2030/12/31 23:59:59","2018/01/01 5:00:00","151","1"
"28002018","90007","1500","-1","2","2030/12/31 23:59:59","2018/01/01 5:00:00","152","1"
"28002019","91002","600","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","153","1"
"28002019","94002","3000000","-1","12","2030/12/31 23:59:59","2018/01/01 5:00:00","154","1"
"28002019","90007","1500","-1","2","2030/12/31 23:59:59","2018/01/01 5:00:00","155","1"
"28002020","91002","600","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","156","1"
"28002020","94002","5000000","-1","12","2030/12/31 23:59:59","2018/01/01 5:00:00","157","1"
"28002020","90007","1500","-1","2","2030/12/31 23:59:59","2018/01/01 5:00:00","158","1"
"28002021","91002","600","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","159","1"
"28002021","94002","5000000","-1","12","2030/12/31 23:59:59","2018/01/01 5:00:00","160","1"
"28002021","90007","1500","-1","2","2030/12/31 23:59:59","2018/01/01 5:00:00","161","1"
"28002022","91002","600","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","162","1"
"28002022","94002","5000000","-1","12","2030/12/31 23:59:59","2018/01/01 5:00:00","163","1"
"28002022","90007","1500","-1","2","2030/12/31 23:59:59","2018/01/01 5:00:00","164","1"
"28002023","91002","600","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","165","1"
"28002023","94002","5000000","-1","12","2030/12/31 23:59:59","2018/01/01 5:00:00","166","1"
"28002023","90007","1500","-1","2","2030/12/31 23:59:59","2018/01/01 5:00:00","167","1"
"28002024","91002","600","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","168","1"
"28002024","94002","5000000","-1","12","2030/12/31 23:59:59","2018/01/01 5:00:00","169","1"
"28002024","90007","1500","-1","2","2030/12/31 23:59:59","2018/01/01 5:00:00","170","1"
"28002025","91002","1100","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","171","1"
"28002025","94002","7500000","-1","12","2030/12/31 23:59:59","2018/01/01 5:00:00","172","1"
"28002025","90007","1500","-1","2","2030/12/31 23:59:59","2018/01/01 5:00:00","173","1"
"28002026","91002","1100","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","174","1"
"28002026","94002","7500000","-1","12","2030/12/31 23:59:59","2018/01/01 5:00:00","175","1"
"28002026","90007","1500","-1","2","2030/12/31 23:59:59","2018/01/01 5:00:00","176","1"
"28002027","91002","1100","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","177","1"
"28002027","94002","7500000","-1","12","2030/12/31 23:59:59","2018/01/01 5:00:00","178","1"
"28002027","90007","1500","-1","2","2030/12/31 23:59:59","2018/01/01 5:00:00","179","1"
"28002028","91002","1100","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","180","1"
"28002028","94002","10000000","-1","12","2030/12/31 23:59:59","2018/01/01 5:00:00","181","1"
"28002028","90007","1500","-1","2","2030/12/31 23:59:59","2018/01/01 5:00:00","182","1"
"28002029","91002","1100","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","183","1"
"28002029","94002","10000000","-1","12","2030/12/31 23:59:59","2018/01/01 5:00:00","184","1"
"28002029","90007","1500","-1","2","2030/12/31 23:59:59","2018/01/01 5:00:00","185","1"
"28002030","91002","1100","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","186","1"
"28002030","94002","10000000","-1","12","2030/12/31 23:59:59","2018/01/01 5:00:00","187","1"
"28002030","90007","1500","-1","2","2030/12/31 23:59:59","2018/01/01 5:00:00","188","1"
"28002031","91002","1100","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","189","1"
"28002031","94002","10000000","-1","12","2030/12/31 23:59:59","2018/01/01 5:00:00","190","1"
"28002031","90007","1500","-1","2","2030/12/31 23:59:59","2018/01/01 5:00:00","191","1"
"28002032","91002","1100","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","192","1"
"28002032","94002","10000000","-1","12","2030/12/31 23:59:59","2018/01/01 5:00:00","193","1"
"28002032","90007","1500","-1","2","2030/12/31 23:59:59","2018/01/01 5:00:00","194","1"
"28002033","91002","1100","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","195","1"
"28002033","94002","15000000","-1","12","2030/12/31 23:59:59","2018/01/01 5:00:00","196","1"
"28002033","90007","1500","-1","2","2030/12/31 23:59:59","2018/01/01 5:00:00","197","1"
"28002034","91002","1100","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","198","1"
"28002034","94002","15000000","-1","12","2030/12/31 23:59:59","2018/01/01 5:00:00","199","1"
"28002034","90007","1500","-1","2","2030/12/31 23:59:59","2018/01/01 5:00:00","200","1"
"28002035","91002","1100","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","201","1"
"28002035","94002","15000000","-1","12","2030/12/31 23:59:59","2018/01/01 5:00:00","202","1"
"28002035","90007","1500","-1","2","2030/12/31 23:59:59","2018/01/01 5:00:00","203","1"
"28002036","91002","1100","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","204","1"
"28002036","94002","15000000","-1","12","2030/12/31 23:59:59","2018/01/01 5:00:00","205","1"
"28002036","90007","1500","-1","2","2030/12/31 23:59:59","2018/01/01 5:00:00","206","1"
"28002037","91002","1100","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","207","1"
"28002037","94002","15000000","-1","12","2030/12/31 23:59:59","2018/01/01 5:00:00","208","1"
"28002037","90007","1500","-1","2","2030/12/31 23:59:59","2018/01/01 5:00:00","209","1"
"28002038","91002","1100","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","210","1"
"28002038","94002","15000000","-1","12","2030/12/31 23:59:59","2018/01/01 5:00:00","211","1"
"28002038","90007","1500","-1","2","2030/12/31 23:59:59","2018/01/01 5:00:00","212","1"
"26003002","91002","50","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","213","1"
"26003002","94002","10000","-1","12","2030/12/31 23:59:59","2018/01/01 5:00:00","214","1"
"26003003","91002","50","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","215","1"
"26003003","94002","10000","-1","12","2030/12/31 23:59:59","2018/01/01 5:00:00","216","1"
"26003004","91002","50","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","217","1"
"26003004","94002","10000","-1","12","2030/12/31 23:59:59","2018/01/01 5:00:00","218","1"
"26003005","91002","50","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","219","1"
"26003005","94002","50000","-1","12","2030/12/31 23:59:59","2018/01/01 5:00:00","220","1"
"26003006","91002","50","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","221","1"
"26003006","94002","50000","-1","12","2030/12/31 23:59:59","2018/01/01 5:00:00","222","1"
"26003007","91002","50","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","223","1"
"26003007","94002","100000","-1","12","2030/12/31 23:59:59","2018/01/01 5:00:00","224","1"
"26003008","91002","50","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","225","1"
"26003008","94002","100000","-1","12","2030/12/31 23:59:59","2018/01/01 5:00:00","226","1"
"26003009","91002","50","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","227","1"
"26003009","94002","100000","-1","12","2030/12/31 23:59:59","2018/01/01 5:00:00","228","1"
"26003010","91002","50","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","229","1"
"26003010","94002","100000","-1","12","2030/12/31 23:59:59","2018/01/01 5:00:00","230","1"
"26003011","91002","50","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","231","1"
"26003011","94002","200000","-1","12","2030/12/31 23:59:59","2018/01/01 5:00:00","232","1"
"26003012","91002","50","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","233","1"
"26003012","94002","200000","-1","12","2030/12/31 23:59:59","2018/01/01 5:00:00","234","1"
"26003013","91002","50","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","235","1"
"26003013","94002","200000","-1","12","2030/12/31 23:59:59","2018/01/01 5:00:00","236","1"
"26003014","91002","50","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","237","1"
"26003014","94002","500000","-1","12","2030/12/31 23:59:59","2018/01/01 5:00:00","238","1"
"26003015","91002","50","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","239","1"
"26003015","94002","500000","-1","12","2030/12/31 23:59:59","2018/01/01 5:00:00","240","1"
"26003016","91002","50","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","241","1"
"26003016","94002","500000","-1","12","2030/12/31 23:59:59","2018/01/01 5:00:00","242","1"
"26003017","91002","50","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","243","1"
"26003017","94002","500000","-1","12","2030/12/31 23:59:59","2018/01/01 5:00:00","244","1"
"26003018","91002","50","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","245","1"
"26003018","94002","500000","-1","12","2030/12/31 23:59:59","2018/01/01 5:00:00","246","1"
"26003019","91002","50","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","247","1"
"26003019","94002","500000","-1","12","2030/12/31 23:59:59","2018/01/01 5:00:00","248","1"
"26003020","91002","50","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","249","1"
"26003020","94002","500000","-1","12","2030/12/31 23:59:59","2018/01/01 5:00:00","250","1"
"26003021","91002","50","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","251","1"
"26003021","94002","750000","-1","12","2030/12/31 23:59:59","2018/01/01 5:00:00","252","1"
"26003022","91002","50","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","253","1"
"26003022","94002","750000","-1","12","2030/12/31 23:59:59","2018/01/01 5:00:00","254","1"
"26003023","91002","50","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","255","1"
"26003023","94002","750000","-1","12","2030/12/31 23:59:59","2018/01/01 5:00:00","256","1"
"26003024","91002","50","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","257","1"
"26003024","94002","750000","-1","12","2030/12/31 23:59:59","2018/01/01 5:00:00","258","1"
"26003025","91002","50","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","259","1"
"26003025","94002","750000","-1","12","2030/12/31 23:59:59","2018/01/01 5:00:00","260","1"
"26003026","91002","50","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","261","1"
"26003026","94002","750000","-1","12","2030/12/31 23:59:59","2018/01/01 5:00:00","262","1"
"26003027","91002","50","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","263","1"
"26003027","94002","750000","-1","12","2030/12/31 23:59:59","2018/01/01 5:00:00","264","1"
"26002011","91002","350","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","265","1"
"26002012","91002","350","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","266","1"
"26002013","91002","350","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","267","1"
"26002014","91002","350","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","268","1"
"26002015","91002","550","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","269","1"
"26002016","91002","550","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","270","1"
"26002017","91002","550","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","271","1"
"26002018","91002","550","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","272","1"
"26002019","91002","550","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","273","1"
"26002020","91002","800","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","274","1"
"26002021","91002","800","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","275","1"
"26002022","91002","800","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","276","1"
"26002023","91002","800","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","277","1"
"26002024","91002","800","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","278","1"
"26002025","91002","800","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","279","1"
"26002026","91002","800","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","280","1"
"26002027","91002","800","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","281","1"
"26002028","91002","800","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","282","1"
"26002029","91002","800","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","283","1"
"26002030","91002","1000","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","284","1"
"26002031","91002","1000","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","285","1"
"28012001","0","100","-1","5","2030/12/31 23:59:59","2018/01/01 5:00:00","286","1"
"28012001","94002","100000","-1","12","2030/12/31 23:59:59","2018/01/01 5:00:00","287","1"
"27004001","0","100","-1","5","2030/12/31 23:59:59","2018/01/01 5:00:00","288","1"
"27004001","94002","100000","-1","12","2030/12/31 23:59:59","2018/01/01 5:00:00","289","1"
"27004002","0","100","-1","5","2030/12/31 23:59:59","2018/01/01 5:00:00","290","1"
"27004002","94002","100000","-1","12","2030/12/31 23:59:59","2018/01/01 5:00:00","291","1"
"11402001","91002","10","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","292","1"
"15004001","0","60","199","5","2030/12/31 23:59:59","2022/12/16 5:00:00","293","1"
"15004001","90007","100","199","2","2030/12/31 23:59:59","2022/12/16 5:00:00","294","1"
"15004001","0","30","-1","5","2030/12/31 23:59:59","2022/12/16 5:00:00","295","200"
"15004001","90007","100","-1","2","2030/12/31 23:59:59","2022/12/16 5:00:00","296","200"
"21005039","91002","100","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","297","1"
"28002039","91002","1100","-1","8","2030/12/31 23:59:59","2018/01/01 5:00:00","298","1"
