1312cf37bf9baf6d17f760561a78039403b4e4daac47e79231ba58e17b8171f5,fd54cffde4c52f9d5cc2a8039d17a55de1f9d172f964151821145d9ee62dc423,74f4e00124b0d1159ceca5a7ba1f6f77faedb318a0960e73b15b056ac6978b28,e3ddc9f7012a38b5b5dc684c3051e326660c58aa0527ea2ccc3a7583c4ee0e92,6152057fe3566a8b0a64cfb37d9ae96fe73d74b6bf1861644b61267f153ea882
"165","100612","8","91002","40"
"166","100612","2","25001","9"
"167","100613","12","94002","1000000"
"168","100613","2","20004","400"
"169","100614","2","90008","1500"
"170","100615","2","41000","1"
"171","100616","12","94002","1000000"
"172","100616","2","20004","500"
"173","100617","8","91002","40"
"174","100617","2","90008","1500"
"175","100618","12","94002","2000000"
"176","100618","2","90008","2000"
"177","100701","12","94002","3000000"
"178","100701","2","20004","300"
"179","100702","2","90008","1000"
"180","100703","2","25001","12"
"181","100704","12","94002","1000000"
"182","100704","2","20004","300"
"183","100705","2","90008","1000"
"184","100706","2","25001","10"
"185","100707","8","91002","40"
"186","100707","12","94002","1000000"
"187","100707","2","20004","300"
"188","100708","2","90008","1000"
"189","100709","2","41000","1"
"190","100709","2","25001","10"
"191","100710","12","94002","1000000"
"192","100710","2","20004","400"
"193","100711","2","90008","1500"
"194","100712","8","91002","40"
"195","100712","2","25001","9"
"196","100713","12","94002","1000000"
"197","100713","2","20004","400"
"198","100714","2","90008","1500"
"199","100715","2","41000","1"
"200","100716","12","94002","1000000"
"201","100716","2","20004","500"
"202","100717","8","91002","40"
"203","100717","2","90008","1500"
"204","100718","12","94002","2000000"
"205","100718","2","90008","2000"
"206","100801","12","94002","3000000"
"207","100801","2","20004","300"
"208","100802","2","90008","1000"
"209","100803","2","25001","12"
"210","100804","12","94002","1000000"
"211","100804","2","20004","300"
"212","100805","2","90008","1000"
"213","100806","2","25001","10"
"214","100807","8","91002","40"
"215","100807","12","94002","1000000"
"216","100807","2","20004","300"
"217","100808","2","90008","1000"
"218","100809","2","41000","1"
"219","100809","2","25001","10"
"220","100810","12","94002","1000000"
"221","100810","2","20004","400"
"222","100811","2","90008","1500"
"223","100812","8","91002","40"
"224","100812","2","25001","9"
"225","100813","12","94002","1000000"
"226","100813","2","20004","400"
"227","100814","2","90008","1500"
"228","100815","2","41000","1"
"229","100816","12","94002","1000000"
"230","100816","2","20004","500"
"231","100817","8","91002","40"
"232","100817","2","90008","1500"
"233","100818","12","94002","2000000"
"234","100818","2","90008","2000"
"235","100901","12","94002","3000000"
"236","100901","2","20004","300"
"237","100902","2","90008","1000"
"238","100902","2","23003","150"
"239","100903","2","25001","12"
"240","100904","12","94002","1000000"
"241","100904","2","20004","300"
"242","100905","2","90008","1000"
"243","100905","2","23003","150"
"244","100906","2","25001","10"
"245","100907","8","91002","40"
"246","100907","12","94002","1000000"
"247","100907","2","20004","300"
"248","100908","2","90008","1000"
"249","100908","2","23003","200"
"250","100909","2","41000","1"
"251","100909","2","25001","10"
"252","100910","12","94002","1000000"
"253","100910","2","20004","400"
"254","100911","2","90008","1500"
"255","100912","8","91002","40"
"256","100912","2","25001","9"
"257","100913","12","94002","1000000"
"258","100913","2","20004","400"
"259","100914","2","90008","1500"
"260","100915","2","41000","1"
"261","100916","12","94002","1000000"
"262","100916","2","20004","500"
"263","100917","8","91002","40"
"264","100917","2","90008","1500"
"265","100918","12","94002","2000000"
"266","100918","2","90008","2000"
"267","101001","12","94002","3000000"
"268","101001","2","20004","300"
"269","101002","2","90008","1000"
"270","101002","2","23003","150"
"271","101003","2","25001","12"
"272","101004","12","94002","1000000"
"273","101004","2","20004","300"
"274","101005","2","90008","1000"
"275","101005","2","23003","150"
"276","101006","2","25001","10"
"277","101007","8","91002","40"
"278","101007","12","94002","1000000"
"279","101007","2","20004","300"
"280","101008","2","90008","1000"
"281","101008","2","23003","200"
"282","101009","2","41000","1"
"283","101009","2","25001","10"
"284","101010","12","94002","1000000"
"285","101010","2","20004","400"
"286","101011","2","90008","1500"
"287","101012","8","91002","40"
"288","101012","2","25001","9"
"289","101013","12","94002","1000000"
"290","101013","2","20004","400"
"291","101014","2","90008","1500"
"292","101015","2","41000","1"
"293","101016","12","94002","1000000"
"294","101016","2","20004","500"
"295","101017","8","91002","40"
"296","101017","2","90008","1500"
"297","101018","12","94002","2000000"
"298","101018","2","90008","2000"
"299","101101","12","94002","3000000"
"300","101101","2","20004","300"
"301","101102","2","90008","1000"
"302","101102","2","23003","150"
"303","101103","2","25001","12"
"304","101104","12","94002","1000000"
"305","101104","2","20004","300"
"306","101105","2","90008","1000"
"307","101105","2","23003","150"
"308","101106","2","25001","10"
"309","101107","8","91002","40"
"310","101107","12","94002","1000000"
"311","101107","2","20004","300"
"312","101108","2","90008","1000"
"313","101108","2","23003","200"
"314","101109","2","41000","1"
"315","101109","2","25001","10"
"316","101110","12","94002","1000000"
"317","101110","2","20004","400"
"318","101111","2","90008","1500"
"319","101112","8","91002","40"
"320","101112","2","25001","9"
"321","101113","12","94002","1000000"
"322","101113","2","20004","400"
"323","101114","2","90008","1500"
"324","101115","2","41000","1"
"325","101116","12","94002","1000000"
"326","101116","2","20004","500"
"327","101117","8","91002","40"
"328","101117","2","90008","1500"
"329","101118","12","94002","2000000"
"330","101118","2","90008","2000"
"331","101201","12","94002","3000000"
"332","101201","2","20004","300"
"333","101202","2","90008","1000"
"334","101202","2","23003","150"
"335","101203","2","25001","12"
"336","101204","12","94002","1000000"
"337","101204","2","20004","300"
"338","101205","2","90008","1000"
"339","101205","2","23003","150"
"340","101206","2","25001","10"
"341","101207","8","91002","40"
"342","101207","12","94002","1000000"
"343","101207","2","20004","300"
"344","101208","2","90008","1000"
"345","101208","2","23003","200"
"346","101209","2","41000","1"
"347","101209","2","25001","10"
"348","101210","12","94002","1000000"
"349","101210","2","20004","400"
"350","101211","2","90008","1500"
"351","101212","8","91002","40"
"352","101212","2","25001","9"
"353","101213","12","94002","1000000"
"354","101213","2","20004","400"
"355","101214","2","90008","1500"
"356","101215","2","41000","1"
"357","101216","12","94002","1000000"
"358","101216","2","20004","500"
"359","101217","8","91002","40"
"360","101217","2","90008","1500"
"361","101218","12","94002","2000000"
"362","101218","2","90008","2000"
"363","101301","12","94002","3000000"
"364","101301","2","20004","300"
"365","101302","2","90008","1000"
"366","101302","2","23003","150"
"367","101303","2","25001","12"
"368","101304","12","94002","1000000"
"369","101304","2","20004","300"
"370","101305","2","90008","1000"
"371","101305","2","23003","150"
"372","101306","2","25001","10"
"373","101307","8","91002","40"
"374","101307","12","94002","1000000"
"375","101307","2","20004","300"
"376","101308","2","90008","1000"
"377","101308","2","23003","200"
"378","101309","2","41000","1"
"379","101309","2","25001","10"
"380","101310","12","94002","1000000"
"381","101310","2","20004","400"
"382","101311","2","90008","1500"
"383","101312","8","91002","40"
"384","101312","2","25001","9"
"385","101313","12","94002","1000000"
"386","101313","2","20004","400"
"387","101314","2","90008","1500"
"388","101315","2","41000","1"
"389","101316","12","94002","1000000"
"390","101316","2","20004","500"
"391","101317","8","91002","40"
"392","101317","2","90008","1500"
"393","101318","12","94002","2000000"
"394","101318","2","90008","2000"
"395","101401","12","94002","3000000"
"396","101401","2","20004","300"
"397","101402","2","90008","1000"
"398","101402","2","23003","150"
"399","101403","2","25001","12"
"400","101404","12","94002","1000000"
"401","101404","2","20004","300"
"402","101405","2","90008","1000"
"403","101405","2","23003","150"
"404","101406","2","25001","10"
"405","101407","8","91002","40"
"406","101407","12","94002","1000000"
"407","101407","2","20004","300"
"408","101408","2","90008","1000"
"409","101408","2","23003","200"
"410","101409","2","41000","1"
"411","101409","2","25001","10"
"412","101410","12","94002","1000000"
"413","101410","2","20004","400"
"414","101411","2","90008","1500"
"415","101412","8","91002","40"
"416","101412","2","25001","9"
"417","101413","12","94002","1000000"
"418","101413","2","20004","400"
"419","101414","2","90008","1500"
"420","101415","2","41000","1"
"421","101416","12","94002","1000000"
"422","101416","2","20004","500"
"423","101417","8","91002","40"
"424","101417","2","90008","1500"
"425","101418","12","94002","2000000"
"426","101418","2","90008","2000"
"427","101501","12","94002","3000000"
"428","101501","2","20004","300"
"429","101502","2","90008","1000"
"430","101502","2","23003","150"
"431","101503","2","25001","12"
"432","101504","12","94002","1000000"
"433","101504","2","20004","300"
"434","101505","2","90008","1000"
"435","101505","2","23003","150"
"436","101506","2","25001","10"
"437","101507","8","91002","40"
"438","101507","12","94002","1000000"
"439","101507","2","20004","300"
"440","101508","2","90008","1000"
"441","101508","2","23003","200"
"442","101509","2","41000","1"
"443","101509","2","25001","10"
"444","101510","12","94002","1000000"
"445","101510","2","20004","400"
"446","101511","2","90008","1500"
"447","101512","8","91002","40"
"448","101512","2","25001","9"
"449","101513","12","94002","1000000"
"450","101513","2","20004","400"
"451","101514","2","90008","1500"
"452","101515","2","41000","1"
"453","101516","12","94002","1000000"
"454","101516","2","20004","500"
"455","101517","8","91002","40"
"456","101517","2","90008","1500"
"457","101518","12","94002","2000000"
"458","101518","2","90008","2000"
"459","101601","12","94002","3000000"
"460","101601","2","20004","300"
"461","101602","2","90008","1000"
"462","101602","2","23003","150"
"463","101603","2","25001","12"
"464","101604","12","94002","1000000"
"465","101604","2","20004","300"
"466","101605","2","90008","1000"
"467","101605","2","23003","150"
"468","101606","2","25001","10"
"469","101607","8","91002","40"
"470","101607","12","94002","1000000"
"471","101607","2","20004","300"
"472","101608","2","90008","1000"
"473","101608","2","23003","200"
"474","101609","2","41000","1"
"475","101609","2","25001","10"
"476","101610","12","94002","1000000"
"477","101610","2","20004","400"
"478","101611","2","90008","1500"
"479","101612","8","91002","40"
"480","101612","2","25001","9"
"481","101613","12","94002","1000000"
"482","101613","2","20004","400"
"483","101614","2","90008","1500"
"484","101615","2","41000","1"
"485","101616","12","94002","1000000"
"486","101616","2","20004","500"
"487","101617","8","91002","40"
"488","101617","2","90008","1500"
"489","101618","12","94002","2000000"
"490","101618","2","90008","2000"
"491","101701","12","94002","3000000"
"492","101701","2","20004","300"
"493","101702","2","90008","1000"
"494","101702","2","23003","150"
"495","101703","2","25001","12"
"496","101704","12","94002","1000000"
"497","101704","2","20004","300"
"498","101705","2","90008","1000"
"499","101705","2","23003","150"
"500","101706","2","25001","10"
"501","101707","8","91002","40"
"502","101707","12","94002","1000000"
"503","101707","2","20004","300"
"504","101708","2","90008","1000"
"505","101708","2","23003","200"
"506","101709","2","41000","1"
"507","101709","2","25001","10"
"508","101710","12","94002","1000000"
"509","101710","2","20004","400"
"510","101711","2","90008","1500"
"511","101712","8","91002","40"
"512","101712","2","25001","9"
"513","101713","12","94002","1000000"
"514","101713","2","20004","400"
"515","101714","2","90008","1500"
"516","101715","2","41000","1"
"517","101716","12","94002","1000000"
"518","101716","2","20004","500"
"519","101717","8","91002","40"
"520","101717","2","90008","1500"
"521","101718","12","94002","2000000"
"522","101718","2","90008","2000"
"523","101801","12","94002","3000000"
"524","101801","2","20004","300"
"525","101802","2","90008","1000"
"526","101802","2","23003","150"
"527","101803","2","25001","12"
"528","101804","12","94002","1000000"
"529","101804","2","20004","300"
"530","101805","2","90008","1000"
"531","101805","2","23003","150"
"532","101806","2","25001","10"
"533","101807","8","91002","40"
"534","101807","12","94002","1000000"
"535","101807","2","20004","300"
"536","101808","2","90008","1000"
"537","101808","2","23003","200"
"538","101809","2","41000","1"
"539","101809","2","25001","10"
"540","101810","12","94002","1000000"
"541","101810","2","20004","400"
"542","101811","2","90008","1500"
"543","101812","8","91002","40"
"544","101812","2","25001","9"
"545","101813","12","94002","1000000"
"546","101813","2","20004","400"
"547","101814","2","90008","1500"
"548","101815","2","41000","1"
"549","101816","12","94002","1000000"
"550","101816","2","20004","500"
"551","101817","8","91002","40"
"552","101817","2","90008","1500"
"553","101818","12","94002","2000000"
"554","101818","2","90008","2000"
"555","101901","12","94002","3000000"
"556","101901","2","20004","300"
"557","101902","2","90008","1000"
"558","101902","2","23003","150"
"559","101903","2","25001","12"
"560","101904","12","94002","1000000"
"561","101904","2","20004","300"
"562","101905","2","90008","1000"
"563","101905","2","23003","150"
"564","101906","2","25001","10"
"565","101907","8","91002","40"
"566","101907","12","94002","1000000"
"567","101907","2","20004","300"
"568","101908","2","90008","1000"
"569","101908","2","23003","200"
"570","101909","2","41000","1"
"571","101909","2","25001","10"
"572","101910","12","94002","1000000"
"573","101910","2","20004","400"
"574","101911","2","90008","1500"
"575","101912","8","91002","40"
"576","101912","2","25001","9"
"577","101913","12","94002","1000000"
"578","101913","2","20004","400"
"579","101914","2","90008","1500"
"580","101915","2","41000","1"
"581","101916","12","94002","1000000"
"582","101916","2","20004","500"
"583","101917","8","91002","40"
"584","101917","2","90008","1500"
"585","101918","12","94002","2000000"
"586","101918","2","90008","2000"
"587","102001","12","94002","3000000"
"588","102001","2","20004","300"
"589","102002","2","90008","1000"
"590","102002","2","23003","150"
"591","102003","2","25001","12"
"592","102004","12","94002","1000000"
"593","102004","2","20004","300"
"594","102005","2","90008","1000"
"595","102005","2","23003","150"
"596","102006","2","25001","10"
"597","102007","8","91002","40"
"598","102007","12","94002","1000000"
"599","102007","2","20004","300"
"600","102008","2","90008","1000"
"601","102008","2","23003","200"
"602","102009","2","41000","1"
"603","102009","2","25001","10"
"604","102010","12","94002","1000000"
"605","102010","2","20004","400"
"606","102011","2","90008","1500"
"607","102012","8","91002","40"
"608","102012","2","25001","9"
"609","102013","12","94002","1000000"
"610","102013","2","20004","400"
"611","102014","2","90008","1500"
"612","102015","2","41000","1"
"613","102016","12","94002","1000000"
"614","102016","2","20004","500"
"615","102017","8","91002","40"
"616","102017","2","90008","1500"
"617","102018","12","94002","2000000"
"618","102018","2","90008","2000"
"619","102101","12","94002","3000000"
"620","102101","2","20004","300"
"621","102102","2","90008","1000"
"622","102102","2","23003","150"
"623","102103","2","25001","12"
"624","102104","12","94002","1000000"
"625","102104","2","20004","300"
"626","102105","2","90008","1000"
"627","102105","2","23003","150"
"628","102106","2","25001","10"
"629","102107","8","91002","40"
"630","102107","12","94002","1000000"
"631","102107","2","20004","300"
"632","102108","2","90008","1000"
"633","102108","2","23003","200"
"634","102109","2","41000","1"
"635","102109","2","25001","10"
"636","102110","12","94002","1000000"
"637","102110","2","20004","400"
"638","102111","2","90008","1500"
"639","102112","8","91002","40"
"640","102112","2","25001","9"
"641","102113","12","94002","1000000"
"642","102113","2","20004","400"
"643","102114","2","90008","1500"
"644","102115","2","41000","1"
"645","102116","12","94002","1000000"
"646","102116","2","20004","500"
"647","102117","8","91002","40"
"648","102117","2","90008","1500"
"649","102118","12","94002","2000000"
"650","102118","2","90008","2000"
"651","102201","12","94002","3000000"
"652","102201","2","20004","300"
"653","102202","2","90008","1000"
"654","102202","2","23003","150"
"655","102203","2","25001","12"
"656","102204","12","94002","1000000"
"657","102204","2","20004","300"
"658","102205","2","90008","1000"
"659","102205","2","23003","150"
"660","102206","2","25001","10"
"661","102207","8","91002","40"
"662","102207","12","94002","1000000"
"663","102207","2","20004","300"
"664","102208","2","90008","1000"
"665","102208","2","23003","200"
"666","102209","2","41000","1"
"667","102209","2","25001","10"
"668","102210","12","94002","1000000"
"669","102210","2","20004","400"
"670","102211","2","90008","1500"
"671","102212","8","91002","40"
"672","102212","2","25001","9"
"673","102213","12","94002","1000000"
"674","102213","2","20004","400"
"675","102214","2","90008","1500"
"676","102215","2","41000","1"
"677","102216","12","94002","1000000"
"678","102216","2","20004","500"
"679","102217","8","91002","40"
"680","102217","2","90008","1500"
"681","102218","12","94002","2000000"
"682","102218","2","90008","2000"
