8b9350d5163af226cab4baa0d4a30c682c545503599dea5a3c5c9e3975313ecf,80a2b653e1b4c5b96ceff5377e27979867e349bad85a467b01a24663f0c8092f,7b5e272290a38e98df0f3675a4562e0edcb3fe1f13ac1ce4564d4b13a7adaa7b,cd44eff6b53fc81e302a0d594ec3ae622d96406a345d8a23ec8024be00978717,165dbb9cb8a95ce0383bb51855d995694f018b8fd6df1a20b5e201f39adfc41b,2c2c2500dae3c2885c514a9aa749016ea5f7b40e3c687218d59d620e358b51fc,e46bba7ba804a018dd22adcaf5d920f3d72e2b2189a0a0e0f27c86841e2f8ac7,cd0b21142e00685582576709dadbcde687df0a32946142429fa3fa0ffa63b714,18a32071db28c8535fceebd8a64bdfefffcea30eb690e768bc13c5defc5800bd,9d0318427c0edfafe92bd19402a0a276c966541b05f3070ca53967d1133dc951,2978d8f3c8745914793fd753f0b24e65b0e3ebabe8282579bf9e99d6ae329244
"-850","23","0","1.75","cmn_swm_tread","1","1","103","11030002","<unit_id>","-180"
"-850","22","0","1.75","cmn_swm_tread","1","5","103","11030003","1","-180"
"-180","-850","","1","","3","31","103","11030004","3","1"
"","","","","","0","91","103","11030005","0",""
"10","-180","","","","<unit_id>","2","103","11030006","850",""
"10","-180","","","","1","2","103","11030007","850",""
"10","-180","","","","3","33","103","11030008","850",""
"","","","","","se_10053800","23","151","11510001","se_fpc_water_random",""
"-850","22","0","1.75","cmn_swm_flutterKick","1","1","151","11510002","<unit_id>","-180"
"-180","-850","","1","","1","31","151","11510003","1","1"
"","","","","","0","91","151","11510004","0",""
"10","-180","","","","<unit_id>","2","151","11510005","1050",""
"10","-180","","","","1","33","151","11510006","1050",""
"","","","","","se_10053800","23","201","12010001","se_fpc_water_random",""
"-850","22","0","1.75","cmn_swm_breastStroke","1","1","201","12010002","<unit_id>","-180"
"-180","-850","","1","","2","31","201","12010003","2","1"
"","","","","","0","91","201","12010004","0",""
"10","-180","","","","<unit_id>","2","201","12010005","850",""
"10","-180","","","","2","33","201","12010006","850",""
"","","","","","se_10053800","23","251","12510001","se_fpc_water_random",""
"-850","22","0","1.75","cmn_swm_diving","1","1","251","12510002","<unit_id>","-180"
"-180","-850","","1","","9","31","251","12510003","9","1"
"","","","","","0","91","251","12510004","0",""
"10","-180","","","","<unit_id>","2","251","12510005","850",""
"10","-180","","","","9","33","251","12510006","850",""
"","","","","","se_10053800","23","301","13010001","se_fpc_water_random",""
"-850","23","0","1.75","cmn_swm_flutterKick_floatRing","1","1","301","13010002","<unit_id>","-180"
"-850","22","0","1.75","cmn_swm_flutterKick_floatRing_pink","1","5","301","13010003","1","-180"
"-180","-850","","1","","1","31","301","13010004","1","1"
"","","","","","0","91","301","13010005","0",""
"10","-180","","","","<unit_id>","2","301","13010006","1050",""
"10","-180","","","","1","2","301","13010007","1050",""
"10","-180","","","","1","33","301","13010008","1050",""
"","","","","","se_10053800","23","302","13020001","se_fpc_water_random",""
"-850","23","0","1.75","cmn_swm_flutterKick_floatRing","1","1","302","13020002","<unit_id>","-180"
"-850","22","0","1.75","cmn_swm_flutterKick_floatRing_blue","1","5","302","13020003","1","-180"
"-180","-850","","1","","1","31","302","13020004","1","1"
"","","","","","0","91","302","13020005","0",""
"10","-180","","","","<unit_id>","2","302","13020006","1050",""
"10","-180","","","","1","2","302","13020007","1050",""
"10","-180","","","","1","33","302","13020008","1050",""
"","","","","","se_10053800","23","303","13030001","se_fpc_water_random",""
"-850","23","0","1.75","cmn_swm_flutterKick_floatRing","1","1","303","13030002","<unit_id>","-180"
"-850","22","0","1.75","cmn_swm_flutterKick_floatRing","1","5","303","13030003","1","-180"
"-180","-850","","1","","1","31","303","13030004","1","1"
"","","","","","0","91","303","13030005","0",""
"10","-180","","","","<unit_id>","2","303","13030006","1050",""
"10","-180","","","","1","2","303","13030007","1050",""
"10","-180","","","","1","33","303","13030008","1050",""
"","","","","","se_10053800","23","351","13510001","se_fpc_water_random",""
"-850","23","0","1.75","cmn_swm_flutterKick_floatRing","1","1","351","13510002","<unit_id>","-180"
"-850","22","0","1.75","cmn_swm_flutterKick_floatBoad","1","5","351","13510003","1","-180"
"-180","-850","","1","","1","31","351","13510004","1","1"
"","","","","","0","91","351","13510005","0",""
"10","-180","","","","<unit_id>","2","351","13510006","1050",""
"10","-180","","","","1","2","351","13510007","1050",""
"10","-180","","","","1","33","351","13510008","1050",""
"","","","","","se_10053800","23","352","13520001","se_fpc_water_random",""
"-850","23","0","1.75","cmn_swm_flutterKick_floatRing","1","1","352","13520002","<unit_id>","-180"
"-850","22","0","1.75","cmn_swm_flutterKick_floatBoad_blue","1","5","352","13520003","1","-180"
"-180","-850","","1","","1","31","352","13520004","1","1"
"","","","","","0","91","352","13520005","0",""
"10","-180","","","","<unit_id>","2","352","13520006","1050",""
"10","-180","","","","1","2","352","13520007","1050",""
"10","-180","","","","1","33","352","13520008","1050",""
"","","","","","se_10053800","23","401","14010001","se_fpc_water_random",""
"-850","22","0","1.75","cmn_float","1","1","401","14010002","<unit_id>","-180"
"-180","-850","","1","","6","31","401","14010003","6","1"
"","","","","","0","91","401","14010004","0",""
"10","-180","","","","<unit_id>","2","401","14010005","1050",""
"10","-180","","","","6","33","401","14010006","1050",""
"","","","","","se_10053800","23","402","14020001","se_fpc_water_random",""
"-850","22","0","1.75","cmn_float_4","1","1","402","14020002","<unit_id>","-180"
"-180","-850","","1","","6","31","402","14020003","6","1"
"","","","","","0","91","402","14020004","0",""
"10","-180","","","","<unit_id>","2","402","14020005","1050",""
"10","-180","","","","6","33","402","14020006","1050",""
"","","","","","se_10053800","23","451","14510001","se_fpc_water_random",""
"-850","22","0","1.75","cmn_crawl","1","1","451","14510002","<unit_id>","-180"
"-180","-850","","1","","1","31","451","14510003","1","1"
"","","","","","0","91","451","14510004","0",""
"10","-180","","","","<unit_id>","2","451","14510005","1050",""
"10","-180","","","","1","33","451","14510006","1050",""
"","","","","","se_10053800","23","501","15010001","se_fpc_water_random",""
"-850","45","0","1.75","cmn_surfing","1","1","501","15010002","<unit_id>","-250"
"-850","44","0","1.75","cmn_surfing","6","5","501","15010003","6","-250"
"-250","-850","","1","","11","31","501","15010004","11","1"
"","","","","","0","91","501","15010005","0",""
"6","-250","","","","<unit_id>","2","501","15010006","1800",""
"6","-250","","","","6","2","501","15010007","1800",""
"6","-250","","","","11","33","501","15010008","1800",""
"","","","","","se_10053800","23","501","15010009","se_10053800_surfing_wave",""
"","","","","","se_10053800","23","851","18510001","se_fpc_water_random",""
"-850","45","0","1.75","cmn_surfing","1","1","851","18510002","107511","-125"
"-1100","45","0","1.75","cmn_surfing","1","1","851","18510003","107611","-250"
"-1350","45","0","1.75","cmn_surfing","1","1","851","18510004","107811","-125"
"-850","44","0","1.75","cmn_surfing","6","5","851","18510005","1","-125"
"-1100","44","0","1.75","cmn_surfing","6","5","851","18510006","2","-250"
"-1350","44","0","1.75","cmn_surfing","6","5","851","18510007","3","-125"
"-125","-850","","1","","11","31","851","18510008","1","1"
"-250","-1100","","1","","11","31","851","18510009","2","1"
"-125","-1350","","1","","11","31","851","18510010","3","1"
"6","-125","","","","107511","2","851","18510011","2350",""
"6","-250","","","","107611","2","851","18510012","2100",""
"6","-125","","","","107811","2","851","18510013","1850",""
"6","-125","","","","1","2","851","18510014","2350",""
"6","-250","","","","2","2","851","18510015","2100",""
"6","-125","","","","3","2","851","18510016","1850",""
"6","-125","","","","1","33","851","18510017","2350",""
"6","-250","","","","2","33","851","18510018","2100",""
"6","-125","","","","3","33","851","18510019","1850",""
"","","","","","se_10053800","23","851","18510020","se_10053800_surfing_wave",""
"","","","","","0.3","93","851","18510021","",""
"0","","","","","vo_fpc","21","851","18510022","vo_fpc_85101",""
"","","","","","se_10053800","23","852","18520001","se_fpc_water_random",""
"-850","13","0","1.75","cmn_swm_flutterKick_floatRing","1","1","852","18520002","122411","-125"
"-1100","33","0","1.75","cmn_swm_flutterKick_floatRing","1","1","852","18520003","122511","-250"
"-1350","13","0","1.75","cmn_swm_flutterKick_floatRing","1","1","852","18520004","122611","-125"
"-850","12","0","1.75","cmn_swm_flutterKick_floatRing","1","5","852","18520005","1","-125"
"-1100","32","0","1.75","cmn_swm_flutterKick_floatRing_blue","1","5","852","18520006","2","-250"
"-1350","12","0","1.75","cmn_swm_flutterKick_floatRing_pink","1","5","852","18520007","3","-125"
"-125","-850","","1","","7","31","852","18520008","1","1"
"-250","-1100","","1","","1","31","852","18520009","2","1"
"-125","-1350","","1","","7","31","852","18520010","3","1"
"10","-125","","","","122411","2","852","18520011","1750",""
"10","-250","","","","122511","2","852","18520012","1500",""
"10","-125","","","","122611","2","852","18520013","1250",""
"10","-125","","","","1","2","852","18520014","1750",""
"10","-250","","","","2","2","852","18520015","1500",""
"10","-125","","","","3","2","852","18520016","1250",""
"10","-125","","","","1","33","852","18520017","1750",""
"10","-250","","","","2","33","852","18520018","1500",""
"10","-125","","","","3","33","852","18520019","1250",""
"","","","","","se_10053800","23","853","18530001","se_fpc_water_random",""
"-850","12","0","1.75","cmn_swm_breastStroke","1","1","853","18530002","117211","-125"
"-1100","32","0","1.75","cmn_swm_breastStroke","1","1","853","18530003","117311","-250"
"-1350","12","0","1.75","cmn_swm_breastStroke","1","1","853","18530004","117411","-125"
"-125","-850","","1","","2","31","853","18530005","1","1"
"-250","-1100","","1","","2","31","853","18530006","2","1"
"-125","-1350","","1","","2","31","853","18530007","3","1"
"10","-125","","","","117211","2","853","18530008","1750",""
"10","-250","","","","117311","2","853","18530009","1500",""
"10","-125","","","","117411","2","853","18530010","1250",""
"10","-125","","","","1","33","853","18530011","1750",""
"10","-250","","","","2","33","853","18530012","1500",""
"10","-125","","","","3","33","853","18530013","1250",""
"","","","","","se_10053800","23","854","18540001","se_fpc_water_random",""
"-850","13","0","1.75","cmn_swm_flutterKick_floatRing","1","1","854","18540002","122711","-125"
"-1100","33","0","1.75","cmn_swm_flutterKick_floatRing","1","1","854","18540003","122811","-250"
"-1350","13","0","1.75","cmn_swm_flutterKick_floatRing","1","1","854","18540004","122911","-125"
"-850","12","0","1.75","cmn_swm_flutterKick_floatBoad","1","5","854","18540005","1","-125"
"-1100","32","0","1.75","cmn_swm_flutterKick_floatBoad_blue","1","5","854","18540006","2","-250"
"-1350","12","0","1.75","cmn_swm_flutterKick_floatBoad","1","5","854","18540007","3","-125"
"-125","-850","","1","","7","31","854","18540008","1","1"
"-250","-1100","","1","","1","31","854","18540009","2","1"
"-125","-1350","","1","","7","31","854","18540010","3","1"
"10","-125","","","","122711","2","854","18540011","1750",""
"10","-250","","","","122811","2","854","18540012","1500",""
"10","-125","","","","122911","2","854","18540013","1250",""
"10","-125","","","","1","2","854","18540014","1750",""
"10","-250","","","","2","2","854","18540015","1500",""
"10","-125","","","","3","2","854","18540016","1250",""
"10","-125","","","","1","33","854","18540017","1750",""
"10","-250","","","","2","33","854","18540018","1500",""
"10","-125","","","","3","33","854","18540019","1250",""
"","","","","","se_10053800","23","855","18550001","se_fpc_water_random",""
"-850","13","0","1.75","cmn_swm_flutterKick_floatRing","1","1","855","18550002","113411","-125"
"-1100","33","0","1.75","cmn_swm_flutterKick_floatRing","1","1","855","18550003","113511","-250"
"-850","12","0","1.75","cmn_swm_flutterKick_floatBoad","1","5","855","18550004","1","-125"
"-1100","32","0","1.75","cmn_swm_flutterKick_floatBoad_blue","1","5","855","18550005","2","-250"
"-125","-850","","1","","7","31","855","18550006","1","1"
"-250","-1100","","1","","1","31","855","18550007","2","1"
"10","-125","","","","113411","2","855","18550008","1750",""
"10","-250","","","","113511","2","855","18550009","1500",""
"10","-125","","","","1","2","855","18550010","1750",""
"10","-250","","","","2","2","855","18550011","1500",""
"10","-125","","","","1","33","855","18550012","1750",""
"10","-250","","","","2","33","855","18550013","1500",""
"","","","","","se_10053800","23","856","18560001","se_fpc_water_random",""
"-850","13","0","1.75","cmn_swm_tread","1","1","856","18560002","110311","-125"
"-1100","33","0","1.75","cmn_swm_tread","1","1","856","18560003","107711","-250"
"-850","12","0","1.75","cmn_swm_tread_pink","1","5","856","18560004","1","-125"
"-1100","32","0","1.75","cmn_swm_tread","1","5","856","18560005","2","-250"
"-125","-850","","1","","13","31","856","18560006","1","1"
"-250","-1100","","1","","3","31","856","18560007","2","1"
"13.5","-125","","","","110311","2","856","18560008","1750",""
"13.5","-250","","","","107711","2","856","18560009","1500",""
"13.5","-125","","","","1","2","856","18560010","1750",""
"13.5","-250","","","","2","2","856","18560011","1500",""
"13.5","-125","","","","1","33","856","18560012","1750",""
"13.5","-250","","","","2","33","856","18560013","1500",""
"","","","","","se_10053800","23","857","18570001","se_fpc_water_random",""
"-850","13","0","1.75","cmn_swm_tread","1","1","857","18570002","110411","-125"
"-1100","33","0","1.75","cmn_swm_tread","1","1","857","18570003","110511","-250"
"-1350","13","0","1.75","cmn_swm_tread","1","1","857","18570004","115711","-125"
"-1600","33","0","1.75","cmn_boat_relax","1","1","857","18570005","110611","-250"
"-850","12","0","1.75","cmn_swm_tread_blue","1","5","857","18570006","1","-125"
"-1100","32","0","1.75","cmn_swm_tread","1","5","857","18570007","2","-250"
"-1350","12","0","1.75","cmn_swm_tread_pink","1","5","857","18570008","3","-125"
"-1600","32","0","1.75","cmn_boat_idle_l","2","5","857","18570009","4","-250"
"-125","-850","","1","","13","31","857","18570010","1","1"
"-250","-1100","","1","","3","31","857","18570011","2","1"
"-125","-1350","","1","","13","31","857","18570012","3","1"
"-250","-1600","","1","","116","31","857","18570013","4","1"
"13.5","-125","","","","110411","2","857","18570014","1750",""
"13.5","-250","","","","110511","2","857","18570015","1500",""
"13.5","-125","","","","115711","2","857","18570016","1250",""
"13.5","-250","","","","110611","2","857","18570017","1000",""
"13.5","-125","","","","1","2","857","18570018","1750",""
"13.5","-250","","","","2","2","857","18570019","1500",""
"13.5","-125","","","","3","2","857","18570020","1250",""
"13.5","-250","","","","4","2","857","18570021","1000",""
"13.5","-125","","","","1","33","857","18570022","1750",""
"13.5","-250","","","","2","33","857","18570023","1500",""
"13.5","-125","","","","3","33","857","18570024","1250",""
"13.5","-250","","","","4","33","857","18570025","1000",""
"","","","","","se_10053800","23","858","18580001","se_fpc_water_random",""
"-850","13","0","1.75","cmn_swm_tread","1","1","858","18580002","126711","-125"
"-850","13","0","1.75","cmn_swm_tread","1","1","858","18580003","126711","-125"
"-1100","33","0","1.75","cmn_swm_tread","1","1","858","18580004","126811","-250"
"-1350","13","0","1.75","cmn_swm_tread","1","1","858","18580005","108011","-125"
"-1600","33","0","1.75","cmn_boat_cat","1","1","858","18580006","107911","-250"
"-850","12","0","1.75","cmn_swm_tread_pink","1","5","858","18580007","1","-125"
"-1100","32","0","1.75","cmn_swm_tread","1","5","858","18580008","2","-250"
"-1350","12","0","1.75","cmn_swm_tread_blue","1","5","858","18580009","3","-125"
"-1600","32","0","1.75","cmn_boat_idle_l","2","5","858","18580010","4","-250"
"-125","-850","","1","","13","31","858","18580011","1","1"
"-250","-1100","","1","","3","31","858","18580012","2","1"
"-125","-1350","","1","","13","31","858","18580013","3","1"
"-250","-1600","","1","","116","31","858","18580014","4","1"
"13.5","-125","","","","126711","2","858","18580015","1750",""
"13.5","-250","","","","126811","2","858","18580016","1500",""
"13.5","-125","","","","108011","2","858","18580017","1250",""
"13.5","-250","","","","107911","2","858","18580018","1000",""
"13.5","-125","","","","1","2","858","18580019","1750",""
"13.5","-250","","","","2","2","858","18580020","1500",""
"13.5","-125","","","","3","2","858","18580021","1250",""
"13.5","-250","","","","4","2","858","18580022","1000",""
"13.5","-125","","","","1","33","858","18580023","1750",""
"13.5","-250","","","","2","33","858","18580024","1500",""
"13.5","-125","","","","3","33","858","18580025","1250",""
"13.5","-250","","","","4","33","858","18580026","1000",""
"","","","","","se_10053800","23","859","18590001","se_fpc_water_random",""
"-850","45","0","1.75","cmn_surfing","1","1","859","18590002","113111","-125"
"-1100","45","0","1.75","cmn_surfing","1","1","859","18590003","113211","-250"
"-1350","45","0","1.75","cmn_surfing","1","1","859","18590004","113311","-125"
"-1600","45","0","1.75","cmn_surfing","1","1","859","18590005","117011","-250"
"-850","44","0","1.75","cmn_surfing","6","5","859","18590006","1","-125"
"-1100","44","0","1.75","cmn_surfing","6","5","859","18590007","2","-250"
"-1350","44","0","1.75","cmn_surfing","6","5","859","18590008","3","-125"
"-1600","44","0","1.75","cmn_surfing","6","5","859","18590009","4","-250"
"-125","-850","","1","","11","31","859","18590010","1","1"
"-250","-1100","","1","","11","31","859","18590011","2","1"
"-125","-1350","","1","","11","31","859","18590012","3","1"
"-250","-1600","","1","","11","31","859","18590013","4","1"
"6","-125","","","","113111","2","859","18590014","2350",""
"6","-250","","","","113211","2","859","18590015","2100",""
"6","-125","","","","113311","2","859","18590016","1850",""
"6","-250","","","","117011","2","859","18590017","1600",""
"6","-125","","","","1","2","859","18590018","2350",""
"6","-250","","","","2","2","859","18590019","2100",""
"6","-125","","","","3","2","859","18590020","1850",""
"6","-250","","","","4","2","859","18590021","1600",""
"6","-125","","","","1","33","859","18590022","2350",""
"6","-250","","","","2","33","859","18590023","2100",""
"6","-125","","","","3","33","859","18590024","1850",""
"6","-250","","","","4","33","859","18590025","1600",""
"","","","","","se_10053800","23","859","18590026","se_10053800_surfing_wave",""
"","","","","","0.3","93","859","18590027","",""
"0","","","","","vo_fpc","21","859","18590028","vo_fpc_85901",""
"","","","","","se_10053800","23","860","18600001","se_fpc_water_random",""
"-850","23","0","1.75","cmn_boat_relax_l","1","1","860","18600002","110011","-180"
"-1200","23","0","1.75","cmn_boat_relax","1","1","860","18600003","110111","-180"
"-850","22","0","1.75","cmn_boat_idle_blue","2","5","860","18600004","1","-180"
"-1200","22","0","1.75","cmn_boat_idle_l","2","5","860","18600005","2","-180"
"-180","-850","","1","","116","31","860","18600006","1","1"
"-180","-1200","","1","","116","31","860","18600007","2","1"
"13.5","-180","","","","110011","2","860","18600008","1750",""
"13.5","-180","","","","110111","2","860","18600009","1400",""
"13.5","-180","","","","1","2","860","18600010","1750",""
"13.5","-180","","","","2","2","860","18600011","1400",""
"13.5","-180","","","","1","33","860","18600012","1750",""
"13.5","-180","","","","2","33","860","18600013","1400",""
"","","","","","2.7","93","860","18600014","",""
"0","","","","","vo_fpc","21","860","18600015","vo_fpc_86001",""
"","","","","","se_10053800","23","861","18610001","se_fpc_water_random",""
"-850","13","0","1.75","cmn_swm_tread","1","1","861","18610002","129511","-125"
"-1100","33","0","1.75","cmn_swm_tread","1","1","861","18610003","129411","-250"
"-1350","13","0","1.75","cmn_swm_tread","1","1","861","18610004","129311","-125"
"-850","12","0","1.75","cmn_swm_tread_pink","1","5","861","18610005","1","-125"
"-1100","32","0","1.75","cmn_swm_tread_blue","1","5","861","18610006","2","-250"
"-1350","12","0","1.75","cmn_swm_tread","1","5","861","18610007","3","-125"
"-125","-850","","1","","13","31","861","18610008","1","1"
"-250","-1100","","1","","3","31","861","18610009","2","1"
"-125","-1350","","1","","13","31","861","18610010","3","1"
"13.5","-125","","","","129511","2","861","18610011","1750",""
"13.5","-250","","","","129411","2","861","18610012","1500",""
"13.5","-125","","","","129311","2","861","18610013","1250",""
"13.5","-125","","","","1","2","861","18610014","1750",""
"13.5","-250","","","","2","2","861","18610015","1500",""
"13.5","-125","","","","3","2","861","18610016","1250",""
"13.5","-125","","","","1","33","861","18610017","1750",""
"13.5","-250","","","","2","33","861","18610018","1500",""
"13.5","-125","","","","3","33","861","18610019","1250",""
"","","","","","se_10053800","23","862","18620001","se_fpc_water_random",""
"-850","13","0","1.75","cmn_swm_tread","1","1","862","18620002","126711","-125"
"-1100","33","0","1.75","cmn_swm_tread","1","1","862","18620003","126811","-250"
"-1350","22","0","1.66","02_neneka_floatRing","21","5","862","18620004","21","-180"
"-850","12","0","1.75","cmn_swm_tread","1","5","862","18620005","1","-125"
"-1100","32","0","1.75","cmn_swm_tread_blue","1","5","862","18620006","2","-250"
"-125","-850","","1","","13","31","862","18620007","1","1"
"-250","-1100","","1","","3","31","862","18620008","2","1"
"-180","-1350","","1","","102","31","862","18620009","3","1"
"13.5","-125","","","","126711","2","862","18620010","1750",""
"13.5","-250","","","","126811","2","862","18620011","1500",""
"13.5","-180","","","","21","2","862","18620012","1250",""
"13.5","-125","","","","1","2","862","18620013","1750",""
"13.5","-250","","","","2","2","862","18620014","1500",""
"13.5","-125","","","","1","33","862","18620015","1750",""
"13.5","-250","","","","2","33","862","18620016","1500",""
"13.5","-180","","","","3","33","862","18620017","1250",""
"","","","","","se_10053800","23","863","18630001","se_fpc_water_random",""
"-1100","22","1","1.75","cmn_float","1","1","863","18630002","126911","-180"
"-1350","12","0","1.75","cmn_float","1","1","863","18630003","127011","-125"
"-1600","22","0","1.75","cmn_float","1","1","863","18630004","127111","-180"
"-180","-1070","","1","","6","31","863","18630005","2","1"
"-125","-1350","","1","","6","31","863","18630006","3","1"
"-180","-1600","","1","","6","31","863","18630007","4","1"
"13.5","-180","","","","126911","2","863","18630008","1500",""
"13.5","-125","","","","127011","2","863","18630009","1250",""
"13.5","-180","","","","127111","2","863","18630010","1000",""
"13.5","-180","","","","2","33","863","18630011","1530",""
"13.5","-125","","","","3","33","863","18630012","1250",""
"13.5","-180","","","","4","33","863","18630013","1000",""
"","","","","","2.3","93","863","18630014","",""
"0","","","","","vo_fpc","21","863","18630015","vo_fpc_86301",""
"","","","","","se_10053800","23","864","18640001","se_fpc_water_random",""
"-850","45","0","1.75","cmn_surfing","1","1","864","18640002","107811","-125"
"-1100","45","0","1.75","cmn_surfing","1","1","864","18640003","110011","-250"
"-850","44","0","1.75","cmn_surfing","6","5","864","18640004","1","-125"
"-1100","44","0","1.75","cmn_surfing","6","5","864","18640005","2","-250"
"-125","-850","","1","","11","31","864","18640006","1","1"
"-250","-1100","","1","","11","31","864","18640007","2","1"
"6","-125","","","","107811","2","864","18640008","2350",""
"6","-250","","","","110011","2","864","18640009","2100",""
"6","-125","","","","1","2","864","18640010","2350",""
"6","-250","","","","2","2","864","18640011","2100",""
"6","-125","","","","1","33","864","18640012","2350",""
"6","-250","","","","2","33","864","18640013","2100",""
"","","","","","se_10053800","23","864","18640014","se_10053800_surfing_wave",""
"","","","","","0.2","93","864","18640015","",""
"0","","","","","vo_fpc","21","864","18640016","vo_fpc_86401",""
"","","","","","se_10053800","23","865","18650001","se_fpc_water_random",""
"-850","13","0","1.75","cmn_swm_flutterKick_floatRing","1","1","865","18650002","110311","-125"
"-1100","33","0","1.75","cmn_swm_flutterKick_floatRing","1","1","865","18650003","113111","-250"
"-850","12","0","1.75","cmn_swm_flutterKick_floatRing_pink","1","5","865","18650004","1","-125"
"-1100","32","0","1.75","cmn_swm_flutterKick_floatRing_blue","1","5","865","18650005","2","-250"
"-125","-850","","1","","7","31","865","18650006","1","1"
"-250","-1100","","1","","1","31","865","18650007","2","1"
"10","-125","","","","110311","2","865","18650008","1750",""
"10","-250","","","","113111","2","865","18650009","1500",""
"10","-125","","","","1","2","865","18650010","1750",""
"10","-250","","","","2","2","865","18650011","1500",""
"10","-125","","","","1","33","865","18650012","1750",""
"10","-250","","","","2","33","865","18650013","1500",""
"","","","","","se_10053800","23","866","18660001","se_fpc_water_random",""
"-850","13","0","1.75","cmn_swm_flutterKick_floatRing","1","1","866","18660002","113411","-125"
"-1100","33","0","1.75","cmn_swm_flutterKick_floatRing","1","1","866","18660003","115711","-250"
"-850","12","0","1.75","cmn_swm_flutterKick_floatRing_pink","1","5","866","18660004","1","-125"
"-1100","32","0","1.75","cmn_swm_flutterKick_floatRing_blue","1","5","866","18660005","2","-250"
"-125","-850","","1","","7","31","866","18660006","1","1"
"-250","-1100","","1","","1","31","866","18660007","2","1"
"10","-125","","","","113411","2","866","18660008","1750",""
"10","-250","","","","115711","2","866","18660009","1500",""
"10","-125","","","","1","2","866","18660010","1750",""
"10","-250","","","","2","2","866","18660011","1500",""
"10","-125","","","","1","33","866","18660012","1750",""
"10","-250","","","","2","33","866","18660013","1500",""
"","","","","","se_10053800","23","867","18670001","se_fpc_water_random",""
"-850","13","0","1.75","cmn_swm_tread","1","1","867","18670002","113211","-125"
"-1100","33","0","1.75","cmn_swm_tread","1","1","867","18670003","127111","-250"
"-850","12","0","1.75","cmn_swm_tread_pink","1","5","867","18670004","1","-125"
"-1100","32","0","1.75","cmn_swm_tread_blue","1","5","867","18670005","2","-250"
"-125","-850","","1","","13","31","867","18670006","1","1"
"-250","-1100","","1","","3","31","867","18670007","2","1"
"13.5","-125","","","","113211","2","867","18670008","1750",""
"13.5","-250","","","","127111","2","867","18670009","1500",""
"13.5","-125","","","","1","2","867","18670010","1750",""
"13.5","-250","","","","2","2","867","18670011","1500",""
"13.5","-125","","","","1","33","867","18670012","1750",""
"13.5","-250","","","","2","33","867","18670013","1500",""
"","","","","","se_10053800","23","868","18680001","se_fpc_water_random",""
"-850","12","0","1.75","cmn_swm_diving","1","1","868","18680002","117011","-125"
"-1100","22","0","1.75","cmn_swm_diving","1","1","868","18680003","117111","-180"
"-125","-850","","1","","9","31","868","18680004","1","1"
"-180","-1100","","1","","9","31","868","18680005","2","1"
"13.5","-125","","","","117011","2","868","18680006","1750",""
"13.5","-180","","","","117111","2","868","18680007","1500",""
"13.5","-125","","","","1","33","868","18680008","1750",""
"13.5","-180","","","","2","33","868","18680009","1500",""
"","","","","","se_10053800","23","869","18690001","se_fpc_water_random",""
"-850","13","0","1.75","cmn_swm_flutterKick_floatRing","1","1","869","18690002","110511","-125"
"-1100","33","0","1.75","cmn_swm_flutterKick_floatRing","1","1","869","18690003","110011","-250"
"-850","12","0","1.75","cmn_swm_flutterKick_floatBoad","1","5","869","18690004","1","-125"
"-1100","32","0","1.75","cmn_swm_flutterKick_floatBoad_blue","1","5","869","18690005","2","-250"
"-125","-850","","1","","7","31","869","18690006","1","1"
