feefa88b1c94284c914e2094d4f573f57b17f2114422992122caaab651f92ecd,289b2b8d3b2b97c7a2a6a890289c6368ba6da4c5df38ed3dbde14f8b513bedc8,b5ee19a8afee555b732db535753c7064c8d5eb682e48ca3dca43142319099a61,7d71018da3cab20986278f44df56c0b5fa5ea4fdccdd6d7dad711d31b3df14ba,8033b5f35cfb015a55c32bfd1e33acfe56242d452292bf341c50d2f0a81c2de3,2ed44a778dec1863421950b63f3a077a04caf4162920773b5148b08df2934637,3633d20e8eac4eadc5423cb2eade904a841da9c78c9203111c71797a47bd4f53,53ede10e613d90da43fed0cbc5782d2d5c4b1b107117878018ba9337ae79194e,9a405c117275a5e34dbe3d7c5a32b6224eecd1b7e8cb1d84ffb809488850eeb7,aefb932811c3cdc92a976e53308af137efb5a5f9ca403ac111efacdd711c75c6,551fd1ea12405a6d1ae63e84be7d23178799db5868524f525bfd8d0d8e7f1333,f6a6aa3b27579c870676f1eea6588564a32d3bbffc03f9f8d2b0b808ea914c84,13d402dfa4917ccda7878f379d2dc9e5c1595035c005ea3a45d7b2b3c67d73a2,936f77774b551559f34858d484aab5e18d5fb857432581c1a0099c7cae3a011c,2c680ac3357cb231650ac0e186fcc335380043df89dea41fed169e3472f238d1,9c65c3032a7731ef1cc73cb1b654bf7cc308c62c990faebb72ddec6d79ba03e2,701bbcb9f181fb4a0d8b5b97a609c78254f6e80cfc4566da634478f9a96a46c5,c0c0dbac4d004297b05b18dd52025c2b9fc3a050e929fa1860422ec0a8ece7ec,e7356d9e95d5fc34d7b9af1a420be9aa3842c8bcd1f93df7091b3d1cad144eff
"240807","7000000000","2","0","25015","3000","2","2","10","25021","92408","2","25014","1000","0","3000","0","25102","abyss_reward_icon_masterpieces_piece"
"240808","8000000000","2","0","25013","3000","2","2","1000","25011","92408","2","25012","3000","0","3000","0","25021","abyss_reward_icon_astralshard"
"240809","9000000000","2","0","25015","3000","2","2","10","25021","92408","2","25014","1000","0","3000","0","25102","abyss_reward_icon_masterpieces_piece"
"240810","10000000000","2","0","25012","3000","2","2","10","25021","92408","2","25011","1000","0","3000","0","25102","abyss_reward_icon_masterpieces_piece"
"240811","12000000000","2","0","25015","3000","2","2","10","25021","92408","2","25013","1000","0","3000","0","25102","abyss_reward_icon_masterpieces_piece"
"240812","16000000000","2","0","25014","3000","2","2","1000","25011","92408","2","25012","3000","0","3000","0","25021","abyss_reward_icon_astralshard"
"240813","20000000000","2","0","25015","3000","2","2","1000","25013","92408","2","25014","3000","0","3000","0","25021","abyss_reward_icon_astralshard"
"240814","25000000000","2","0","25013","3000","2","2","1000","25011","92408","2","25012","3000","0","3000","0","25021","abyss_reward_icon_astralshard"
"240815","30000000000","0","0","0","0","2","0","10","0","92408","0","0","0","0","0","0","90005","abyss_reward_icon_hiseki"
"240816","35000000000","0","0","0","0","2","0","20","0","92408","0","0","0","0","0","0","90005","abyss_reward_icon_hiseki"
"240817","40000000000","0","0","0","0","2","0","30","0","92408","0","0","0","0","0","0","90005","abyss_reward_icon_hiseki"
"240818","50000000000","0","0","0","0","2","0","50","0","92408","0","0","0","0","0","0","90005","abyss_reward_icon_hiseki"
"240901","1000000000","2","0","25015","1000","2","2","10","25021","92409","2","25014","200","0","1000","0","25102","abyss_reward_icon_masterpieces_piece"
"240902","2000000000","2","0","25013","1000","2","2","300","25011","92409","2","25012","1000","0","1000","0","25021","abyss_reward_icon_astralshard"
"240903","3000000000","2","0","25015","1000","2","2","10","25021","92409","2","25014","500","0","1000","0","25102","abyss_reward_icon_masterpieces_piece"
"240904","4000000000","2","0","25013","1000","2","2","500","25011","92409","2","25012","1000","0","1000","0","25021","abyss_reward_icon_astralshard"
"240905","5000000000","2","0","25015","1000","2","2","10","25021","92409","2","25014","1000","0","1000","0","25102","abyss_reward_icon_masterpieces_piece"
"240906","6000000000","2","0","25013","1000","2","2","1000","25011","92409","2","25012","1000","0","1000","0","25021","abyss_reward_icon_astralshard"
"240907","7000000000","2","0","25015","3000","2","2","10","25021","92409","2","25014","1000","0","3000","0","25102","abyss_reward_icon_masterpieces_piece"
"240908","8000000000","2","0","25013","3000","2","2","1000","25011","92409","2","25012","3000","0","3000","0","25021","abyss_reward_icon_astralshard"
"240909","9000000000","2","0","25015","3000","2","2","10","25021","92409","2","25014","1000","0","3000","0","25102","abyss_reward_icon_masterpieces_piece"
"240910","10000000000","2","0","25012","3000","2","2","10","25021","92409","2","25011","1000","0","3000","0","25102","abyss_reward_icon_masterpieces_piece"
"240911","12000000000","2","0","25015","3000","2","2","10","25021","92409","2","25013","1000","0","3000","0","25102","abyss_reward_icon_masterpieces_piece"
"240912","16000000000","2","0","25014","3000","2","2","1000","25011","92409","2","25012","3000","0","3000","0","25021","abyss_reward_icon_astralshard"
"240913","20000000000","2","0","25015","3000","2","2","1000","25013","92409","2","25014","3000","0","3000","0","25021","abyss_reward_icon_astralshard"
"240914","25000000000","2","0","25013","3000","2","2","1000","25011","92409","2","25012","3000","0","3000","0","25021","abyss_reward_icon_astralshard"
"240915","30000000000","0","0","0","0","2","0","10","0","92409","0","0","0","0","0","0","90005","abyss_reward_icon_hiseki"
"240916","35000000000","0","0","0","0","2","0","20","0","92409","0","0","0","0","0","0","90005","abyss_reward_icon_hiseki"
"240917","40000000000","0","0","0","0","2","0","30","0","92409","0","0","0","0","0","0","90005","abyss_reward_icon_hiseki"
"240918","50000000000","0","0","0","0","2","0","50","0","92409","0","0","0","0","0","0","90005","abyss_reward_icon_hiseki"
"241001","1000000000","2","0","25015","1000","2","2","10","25021","92410","2","25014","200","0","1000","0","25102","abyss_reward_icon_masterpieces_piece"
"241002","2000000000","2","0","25013","1000","2","2","300","25011","92410","2","25012","1000","0","1000","0","25021","abyss_reward_icon_astralshard"
"241003","3000000000","2","0","25015","1000","2","2","10","25021","92410","2","25014","500","0","1000","0","25102","abyss_reward_icon_masterpieces_piece"
"241004","4000000000","2","0","25013","1000","2","2","500","25011","92410","2","25012","1000","0","1000","0","25021","abyss_reward_icon_astralshard"
"241005","5000000000","2","0","25015","1000","2","2","10","25021","92410","2","25014","1000","0","1000","0","25102","abyss_reward_icon_masterpieces_piece"
"241006","6000000000","2","0","25013","1000","2","2","1000","25011","92410","2","25012","1000","0","1000","0","25021","abyss_reward_icon_astralshard"
"241007","7000000000","2","0","25015","3000","2","2","10","25021","92410","2","25014","1000","0","3000","0","25102","abyss_reward_icon_masterpieces_piece"
"241008","8000000000","2","0","25013","3000","2","2","1000","25011","92410","2","25012","3000","0","3000","0","25021","abyss_reward_icon_astralshard"
"241009","9000000000","2","0","25015","3000","2","2","10","25021","92410","2","25014","1000","0","3000","0","25102","abyss_reward_icon_masterpieces_piece"
"241010","10000000000","2","0","25012","3000","2","2","10","25021","92410","2","25011","1000","0","3000","0","25102","abyss_reward_icon_masterpieces_piece"
"241011","12000000000","2","0","25015","3000","2","2","10","25021","92410","2","25013","1000","0","3000","0","25102","abyss_reward_icon_masterpieces_piece"
"241012","16000000000","2","0","25014","3000","2","2","1000","25011","92410","2","25012","3000","0","3000","0","25021","abyss_reward_icon_astralshard"
"241013","20000000000","2","0","25015","3000","2","2","1000","25013","92410","2","25014","3000","0","3000","0","25021","abyss_reward_icon_astralshard"
"241014","25000000000","2","0","25013","3000","2","2","1000","25011","92410","2","25012","3000","0","3000","0","25021","abyss_reward_icon_astralshard"
"241015","30000000000","0","0","0","0","2","0","10","0","92410","0","0","0","0","0","0","90005","abyss_reward_icon_hiseki"
"241016","35000000000","0","0","0","0","2","0","20","0","92410","0","0","0","0","0","0","90005","abyss_reward_icon_hiseki"
"241017","40000000000","0","0","0","0","2","0","30","0","92410","0","0","0","0","0","0","90005","abyss_reward_icon_hiseki"
"241018","50000000000","0","0","0","0","2","0","50","0","92410","0","0","0","0","0","0","90005","abyss_reward_icon_hiseki"
"241019","60000000000","0","0","0","0","4","0","50","0","92410","0","0","0","0","0","0","140001","abyss_reward_icon_piece_p_heart"
"241020","70000000000","0","0","0","0","4","0","50","0","92410","0","0","0","0","0","0","140001","abyss_reward_icon_piece_p_heart"
"241101","1000000000","2","0","25015","1000","2","2","10","25021","92411","2","25014","200","0","1000","0","25102","abyss_reward_icon_masterpieces_piece"
"241102","2000000000","2","0","25013","1000","2","2","300","25011","92411","2","25012","1000","0","1000","0","25021","abyss_reward_icon_astralshard"
"241103","3000000000","2","0","25015","1000","2","2","10","25021","92411","2","25014","500","0","1000","0","25102","abyss_reward_icon_masterpieces_piece"
"241104","4000000000","2","0","25013","1000","2","2","500","25011","92411","2","25012","1000","0","1000","0","25021","abyss_reward_icon_astralshard"
"241105","5000000000","2","0","25015","1000","2","2","10","25021","92411","2","25014","1000","0","1000","0","25102","abyss_reward_icon_masterpieces_piece"
"241106","6000000000","2","0","25013","1000","2","2","1000","25011","92411","2","25012","1000","0","1000","0","25021","abyss_reward_icon_astralshard"
"241107","7000000000","2","0","25015","3000","2","2","10","25021","92411","2","25014","1000","0","3000","0","25102","abyss_reward_icon_masterpieces_piece"
"241108","8000000000","2","0","25013","3000","2","2","1000","25011","92411","2","25012","3000","0","3000","0","25021","abyss_reward_icon_astralshard"
"241109","9000000000","2","0","25015","3000","2","2","10","25021","92411","2","25014","1000","0","3000","0","25102","abyss_reward_icon_masterpieces_piece"
"241110","10000000000","2","0","25012","3000","2","2","10","25021","92411","2","25011","1000","0","3000","0","25102","abyss_reward_icon_masterpieces_piece"
"241111","12000000000","2","0","25015","3000","2","2","10","25021","92411","2","25013","1000","0","3000","0","25102","abyss_reward_icon_masterpieces_piece"
"241112","16000000000","2","0","25014","3000","2","2","1000","25011","92411","2","25012","3000","0","3000","0","25021","abyss_reward_icon_astralshard"
"241113","20000000000","2","0","25015","3000","2","2","1000","25013","92411","2","25014","3000","0","3000","0","25021","abyss_reward_icon_astralshard"
"241114","25000000000","2","0","25013","3000","2","2","1000","25011","92411","2","25012","3000","0","3000","0","25021","abyss_reward_icon_astralshard"
"241115","30000000000","0","0","0","0","2","0","10","0","92411","0","0","0","0","0","0","90005","abyss_reward_icon_hiseki"
"241116","35000000000","0","0","0","0","2","0","20","0","92411","0","0","0","0","0","0","90005","abyss_reward_icon_hiseki"
"241117","40000000000","0","0","0","0","2","0","30","0","92411","0","0","0","0","0","0","90005","abyss_reward_icon_hiseki"
"241118","50000000000","0","0","0","0","2","0","50","0","92411","0","0","0","0","0","0","90005","abyss_reward_icon_hiseki"
"241119","60000000000","0","0","0","0","4","0","50","0","92411","0","0","0","0","0","0","140001","abyss_reward_icon_piece_p_heart"
"241120","70000000000","0","0","0","0","4","0","50","0","92411","0","0","0","0","0","0","140001","abyss_reward_icon_piece_p_heart"
"241201","1000000000","2","0","25015","1000","2","2","10","25021","92412","2","25014","200","0","1000","0","25102","abyss_reward_icon_masterpieces_piece"
"241202","2000000000","2","0","25013","1000","2","2","300","25011","92412","2","25012","1000","0","1000","0","25021","abyss_reward_icon_astralshard"
"241203","3000000000","2","0","25015","1000","2","2","10","25021","92412","2","25014","500","0","1000","0","25102","abyss_reward_icon_masterpieces_piece"
"241204","4000000000","2","0","25013","1000","2","2","500","25011","92412","2","25012","1000","0","1000","0","25021","abyss_reward_icon_astralshard"
"241205","5000000000","2","0","25015","1000","2","2","10","25021","92412","2","25014","1000","0","1000","0","25102","abyss_reward_icon_masterpieces_piece"
"241206","6000000000","2","0","25013","1000","2","2","1000","25011","92412","2","25012","1000","0","1000","0","25021","abyss_reward_icon_astralshard"
"241207","7000000000","2","0","25015","3000","2","2","10","25021","92412","2","25014","1000","0","3000","0","25102","abyss_reward_icon_masterpieces_piece"
"241208","8000000000","2","0","25013","3000","2","2","1000","25011","92412","2","25012","3000","0","3000","0","25021","abyss_reward_icon_astralshard"
"241209","9000000000","2","0","25015","3000","2","2","10","25021","92412","2","25014","1000","0","3000","0","25102","abyss_reward_icon_masterpieces_piece"
"241210","10000000000","2","0","25012","3000","2","2","10","25021","92412","2","25011","1000","0","3000","0","25102","abyss_reward_icon_masterpieces_piece"
"241211","12000000000","2","0","25015","3000","2","2","10","25021","92412","2","25013","1000","0","3000","0","25102","abyss_reward_icon_masterpieces_piece"
"241212","16000000000","2","0","25014","3000","2","2","1000","25011","92412","2","25012","3000","0","3000","0","25021","abyss_reward_icon_astralshard"
"241213","20000000000","2","0","25015","3000","2","2","1000","25013","92412","2","25014","3000","0","3000","0","25021","abyss_reward_icon_astralshard"
"241214","25000000000","2","0","25013","3000","2","2","1000","25011","92412","2","25012","3000","0","3000","0","25021","abyss_reward_icon_astralshard"
"241215","30000000000","0","0","0","0","2","0","10","0","92412","0","0","0","0","0","0","90005","abyss_reward_icon_hiseki"
"241216","35000000000","0","0","0","0","2","0","20","0","92412","0","0","0","0","0","0","90005","abyss_reward_icon_hiseki"
"241217","40000000000","0","0","0","0","2","0","30","0","92412","0","0","0","0","0","0","90005","abyss_reward_icon_hiseki"
"241218","50000000000","0","0","0","0","2","0","50","0","92412","0","0","0","0","0","0","90005","abyss_reward_icon_hiseki"
"241219","60000000000","0","0","0","0","4","0","50","0","92412","0","0","0","0","0","0","140001","abyss_reward_icon_piece_p_heart"
"241220","70000000000","0","0","0","0","4","0","50","0","92412","0","0","0","0","0","0","140001","abyss_reward_icon_piece_p_heart"
"241401","1000000000","2","0","25015","1000","2","2","10","25021","92414","2","25014","200","0","1000","0","25102","abyss_reward_icon_masterpieces_piece"
"241402","2000000000","2","0","25013","1000","2","2","300","25011","92414","2","25012","1000","0","1000","0","25021","abyss_reward_icon_astralshard"
"241403","3000000000","2","0","25015","1000","2","2","10","25021","92414","2","25014","500","0","1000","0","25102","abyss_reward_icon_masterpieces_piece"
"241404","4000000000","2","0","25013","1000","2","2","500","25011","92414","2","25012","1000","0","1000","0","25021","abyss_reward_icon_astralshard"
"241405","5000000000","2","0","25015","1000","2","2","10","25021","92414","2","25014","1000","0","1000","0","25102","abyss_reward_icon_masterpieces_piece"
"241406","6000000000","2","0","25013","1000","2","2","1000","25011","92414","2","25012","1000","0","1000","0","25021","abyss_reward_icon_astralshard"
"241407","7000000000","2","0","25015","3000","2","2","10","25021","92414","2","25014","1000","0","3000","0","25102","abyss_reward_icon_masterpieces_piece"
"241408","8000000000","2","0","25013","3000","2","2","1000","25011","92414","2","25012","3000","0","3000","0","25021","abyss_reward_icon_astralshard"
"241409","9000000000","2","0","25015","3000","2","2","10","25021","92414","2","25014","1000","0","3000","0","25102","abyss_reward_icon_masterpieces_piece"
"241410","10000000000","2","0","25012","3000","2","2","10","25021","92414","2","25011","1000","0","3000","0","25102","abyss_reward_icon_masterpieces_piece"
"241411","12000000000","2","0","25015","3000","2","2","10","25021","92414","2","25013","1000","0","3000","0","25102","abyss_reward_icon_masterpieces_piece"
"241412","16000000000","2","0","25014","3000","2","2","1000","25011","92414","2","25012","3000","0","3000","0","25021","abyss_reward_icon_astralshard"
"241413","20000000000","2","0","25015","3000","2","2","1000","25013","92414","2","25014","3000","0","3000","0","25021","abyss_reward_icon_astralshard"
"241414","25000000000","2","0","25013","3000","2","2","1000","25011","92414","2","25012","3000","0","3000","0","25021","abyss_reward_icon_astralshard"
"241415","30000000000","0","0","0","0","2","0","10","0","92414","0","0","0","0","0","0","90005","abyss_reward_icon_hiseki"
"241416","35000000000","0","0","0","0","2","0","20","0","92414","0","0","0","0","0","0","90005","abyss_reward_icon_hiseki"
"241417","40000000000","0","0","0","0","2","0","30","0","92414","0","0","0","0","0","0","90005","abyss_reward_icon_hiseki"
"241418","50000000000","0","0","0","0","2","0","50","0","92414","0","0","0","0","0","0","90005","abyss_reward_icon_hiseki"
"241419","60000000000","0","0","0","0","4","0","50","0","92414","0","0","0","0","0","0","140001","abyss_reward_icon_piece_p_heart"
"241420","70000000000","0","0","0","0","4","0","50","0","92414","0","0","0","0","0","0","140001","abyss_reward_icon_piece_p_heart"
"241501","1000000000","2","0","25015","1250","2","2","10","25021","92415","2","25014","500","0","1250","0","25102","abyss_reward_icon_masterpieces_piece"
"241502","2000000000","2","0","25013","1250","2","2","500","25011","92415","2","25012","1250","0","1250","0","25021","abyss_reward_icon_astralshard"
"241503","3000000000","2","0","25015","1250","2","2","10","25021","92415","2","25014","500","0","1250","0","25102","abyss_reward_icon_masterpieces_piece"
"241504","4000000000","2","0","25013","1250","2","2","500","25011","92415","2","25012","1250","0","1250","0","25021","abyss_reward_icon_astralshard"
"241505","5000000000","2","0","25015","1250","2","2","10","25021","92415","2","25014","1000","0","1250","0","25102","abyss_reward_icon_masterpieces_piece"
"241506","6000000000","2","0","25013","1250","2","2","1000","25011","92415","2","25012","1250","0","1250","0","25021","abyss_reward_icon_astralshard"
"241507","7000000000","2","0","25015","3000","2","2","10","25021","92415","2","25014","1000","0","3000","0","25102","abyss_reward_icon_masterpieces_piece"
"241508","8000000000","2","0","25013","3000","2","2","1000","25011","92415","2","25012","3000","0","3000","0","25021","abyss_reward_icon_astralshard"
"241509","9000000000","2","0","25015","3000","2","2","10","25021","92415","2","25014","1000","0","3000","0","25102","abyss_reward_icon_masterpieces_piece"
"241510","10000000000","2","0","25012","3000","2","2","10","25021","92415","2","25011","1000","0","3000","0","25102","abyss_reward_icon_masterpieces_piece"
"241511","12000000000","2","0","25015","3000","2","2","10","25021","92415","2","25013","1000","0","3000","0","25102","abyss_reward_icon_masterpieces_piece"
"241512","16000000000","2","0","25014","3000","2","2","1000","25011","92415","2","25012","3000","0","3000","0","25021","abyss_reward_icon_astralshard"
"241513","20000000000","2","0","25015","3000","2","2","1000","25013","92415","2","25014","3000","0","3000","0","25021","abyss_reward_icon_astralshard"
"241514","25000000000","2","0","25013","3000","2","2","1000","25011","92415","2","25012","3000","0","3000","0","25021","abyss_reward_icon_astralshard"
"241515","30000000000","0","0","0","0","2","0","10","0","92415","0","0","0","0","0","0","90005","abyss_reward_icon_hiseki"
"241516","35000000000","0","0","0","0","2","0","20","0","92415","0","0","0","0","0","0","90005","abyss_reward_icon_hiseki"
"241517","40000000000","0","0","0","0","2","0","30","0","92415","0","0","0","0","0","0","90005","abyss_reward_icon_hiseki"
"241518","50000000000","0","0","0","0","2","0","50","0","92415","0","0","0","0","0","0","90005","abyss_reward_icon_hiseki"
"241519","60000000000","0","0","0","0","4","0","50","0","92415","0","0","0","0","0","0","140001","abyss_reward_icon_piece_p_heart"
"241520","70000000000","0","0","0","0","4","0","50","0","92415","0","0","0","0","0","0","140001","abyss_reward_icon_piece_p_heart"
"241601","1000000000","2","0","25015","1250","2","2","10","25021","92416","2","25014","500","0","1250","0","25102","abyss_reward_icon_masterpieces_piece"
"241602","2000000000","2","0","25013","1250","2","2","500","25011","92416","2","25012","1250","0","1250","0","25021","abyss_reward_icon_astralshard"
"241603","3000000000","2","0","25015","1250","2","2","10","25021","92416","2","25014","500","0","1250","0","25102","abyss_reward_icon_masterpieces_piece"
"241604","4000000000","2","0","25013","1250","2","2","500","25011","92416","2","25012","1250","0","1250","0","25021","abyss_reward_icon_astralshard"
"241605","5000000000","2","0","25015","1250","2","2","10","25021","92416","2","25014","1000","0","1250","0","25102","abyss_reward_icon_masterpieces_piece"
"241606","6000000000","2","0","25013","1250","2","2","1000","25011","92416","2","25012","1250","0","1250","0","25021","abyss_reward_icon_astralshard"
"241607","7000000000","2","0","25015","3000","2","2","10","25021","92416","2","25014","1000","0","3000","0","25102","abyss_reward_icon_masterpieces_piece"
"241608","8000000000","2","0","25013","3000","2","2","1000","25011","92416","2","25012","3000","0","3000","0","25021","abyss_reward_icon_astralshard"
"241609","9000000000","2","0","25015","3000","2","2","10","25021","92416","2","25014","1000","0","3000","0","25102","abyss_reward_icon_masterpieces_piece"
"241610","10000000000","2","0","25012","3000","2","2","10","25021","92416","2","25011","1000","0","3000","0","25102","abyss_reward_icon_masterpieces_piece"
"241611","12000000000","2","0","25015","3000","2","2","10","25021","92416","2","25013","1000","0","3000","0","25102","abyss_reward_icon_masterpieces_piece"
"241612","16000000000","2","0","25014","3000","2","2","1000","25011","92416","2","25012","3000","0","3000","0","25021","abyss_reward_icon_astralshard"
"241613","20000000000","2","0","25015","3000","2","2","1000","25013","92416","2","25014","3000","0","3000","0","25021","abyss_reward_icon_astralshard"
"241614","25000000000","2","0","25013","3000","2","2","1000","25011","92416","2","25012","3000","0","3000","0","25021","abyss_reward_icon_astralshard"
"241615","30000000000","0","0","0","0","2","0","10","0","92416","0","0","0","0","0","0","90005","abyss_reward_icon_hiseki"
"241616","35000000000","0","0","0","0","2","0","20","0","92416","0","0","0","0","0","0","90005","abyss_reward_icon_hiseki"
"241617","40000000000","0","0","0","0","2","0","30","0","92416","0","0","0","0","0","0","90005","abyss_reward_icon_hiseki"
"241618","50000000000","0","0","0","0","2","0","50","0","92416","0","0","0","0","0","0","90005","abyss_reward_icon_hiseki"
"241619","60000000000","0","0","0","0","4","0","50","0","92416","0","0","0","0","0","0","140001","abyss_reward_icon_piece_p_heart"
"241620","70000000000","0","0","0","0","4","0","50","0","92416","0","0","0","0","0","0","140001","abyss_reward_icon_piece_p_heart"
"241701","1000000000","2","0","25015","1250","2","2","10","25021","92417","2","25014","500","0","1250","0","25102","abyss_reward_icon_masterpieces_piece"
"241702","2000000000","2","0","25013","1250","2","2","500","25011","92417","2","25012","1250","0","1250","0","25021","abyss_reward_icon_astralshard"
"241703","3000000000","2","0","25015","1250","2","2","10","25021","92417","2","25014","500","0","1250","0","25102","abyss_reward_icon_masterpieces_piece"
"241704","4000000000","2","0","25013","1250","2","2","500","25011","92417","2","25012","1250","0","1250","0","25021","abyss_reward_icon_astralshard"
"241705","5000000000","2","0","25015","1250","2","2","10","25021","92417","2","25014","1000","0","1250","0","25102","abyss_reward_icon_masterpieces_piece"
"241706","6000000000","2","0","25013","1250","2","2","1000","25011","92417","2","25012","1250","0","1250","0","25021","abyss_reward_icon_astralshard"
"241707","7000000000","2","0","25015","3000","2","2","10","25021","92417","2","25014","1000","0","3000","0","25102","abyss_reward_icon_masterpieces_piece"
"241708","8000000000","2","0","25013","3000","2","2","1000","25011","92417","2","25012","3000","0","3000","0","25021","abyss_reward_icon_astralshard"
"241709","9000000000","2","0","25015","3000","2","2","10","25021","92417","2","25014","1000","0","3000","0","25102","abyss_reward_icon_masterpieces_piece"
"241710","10000000000","2","0","25012","3000","2","2","10","25021","92417","2","25011","1000","0","3000","0","25102","abyss_reward_icon_masterpieces_piece"
"241711","12000000000","2","0","25015","3000","2","2","10","25021","92417","2","25013","1000","0","3000","0","25102","abyss_reward_icon_masterpieces_piece"
"241712","16000000000","2","0","25014","3000","2","2","1000","25011","92417","2","25012","3000","0","3000","0","25021","abyss_reward_icon_astralshard"
"241713","20000000000","2","0","25015","3000","2","2","1000","25013","92417","2","25014","3000","0","3000","0","25021","abyss_reward_icon_astralshard"
"241714","25000000000","2","0","25013","3000","2","2","1000","25011","92417","2","25012","3000","0","3000","0","25021","abyss_reward_icon_astralshard"
"241715","30000000000","0","0","0","0","2","0","10","0","92417","0","0","0","0","0","0","90005","abyss_reward_icon_hiseki"
