8d9e1723f72b8402a476aad6a86a2af336c4801c9a244ca943e204c34178d384,e8b467ef3ff5bfa8241fb1137fe0f1de7575d198cdc852b0614b162e7a738f77,e7d43b445003f90ea5dbbd6822af115e3da6d4e798e63de127e76d9576572ac3,e4b203d5db4db69db746523938b0567d3b2b48f34559bd72dd3b84d4f4ecdf97,9c01b262011be55759c32007754e652307955f0c330c96c0e0a6dfe15657b5d0,4ebcf10d0a3d4b46d6c04e871c87217a581893161c770a0aea27b68c79adc516
"250","1","329","680","26","62240"
"250","1","330","680","26","62490"
"250","1","331","680","27","62740"
"250","1","332","680","27","62990"
"250","1","333","680","27","63240"
"250","1","334","680","27","63490"
"250","1","335","680","27","63740"
"250","1","336","680","27","63990"
"250","1","337","680","27","64240"
"250","1","338","680","27","64490"
"250","1","339","680","27","64740"
"250","1","340","680","27","64990"
"50","2","0","200000","1","50"
"10","2","1","500000","1","60"
"15","2","2","500000","1","75"
"20","2","3","500000","1","95"
"25","2","4","500000","1","120"
"30","2","5","500000","1","150"
