f3867ab6f87b636553b16a1b29315d659f30f8bfb65adb4c36fa39e248066f85,0c1d8fcce53946c9a631e5491236c84f0c3e7cac7b6026a865939ac997c607df,26a3d2e067e01367c0c89ddcaeed9de6b4b5c64b7fe63125fc3c50d4e46d6f3b,1c0d14d4514da60c2a8bf3f68756017fdee8cafe09a79a9778d8c7caf7b8f690,a8c9fd96b162b2c0d8d8cd817add0ac96807e249e105ebf7f9c84044ee4f5b95,220445d37031b8e7ea8a03be614e6c252fa155650997de9ac1d2927996c37e51,02fc43a581c3661e730d74b18eb164642ce7c5a5a7f69b3fccf62fe50cba00b9,dff5272ae25f0b9fee8d9add2e42ac94000d075142607f5b6a7e230491fe1bb1,7b7f63490e2e1406755c339eb0450b915785692c8d7d6fc419d997e66bb68906,7cef9a3e9483760ea9b7737c00bdc2a5c4f3111698a080d87a43215e1d6e2c68,f92ae3dd608f94daf5ad1598b962ee3988136cfcb6258e771c2515b5cc82c610,6b380b852ea116da0ba2d8c3c0d9703ed22327faf934370b1c09eacaf1215c75
"2","0","vo_won","40","vo_won_10116115_05","0","0","0","10116115","0","0","1011611540"
"1","0","0","41","0","1.079","0","0","10116115","12","133","1011611541"
"4","1.453","0","42","0","0","1","0","10116115","0","0","1011611542"
"1","0","0","43","0","2.432","0","133","10116115","12","450","1011611543"
"4","2.432","0","44","0","0","1","0","10116115","0","0","1011611544"
"1","0","0","45","0","1.321","0","0","10116115","13","141","1011611545"
"4","2.245","0","46","0","0","1","0","10116115","0","0","1011611546"
"2","0","vo_won","47","vo_won_10116115_06","0","0","0","10116115","0","0","1011611547"
"1","0","0","48","0","2.161","0","141","10116115","13","450","1011611548"
"4","3.392","0","49","0","0","1","0","10116115","0","0","1011611549"
"2","0","vo_won","50","vo_won_10116115_07","0","0","0","10116115","0","0","1011611550"
"1","0","0","51","0","0.982","0","0","10116115","14","142","1011611551"
"4","1.563","0","52","0","0","1","0","10116115","0","0","1011611552"
"1","0","0","53","0","1.916","0","142","10116115","14","450","1011611553"
"4","0.8","0","1","0","0","1","0","10116125","0","0","1011612501"
"2","0","vo_won","2","vo_won_10116125_01","0","0","0","10116125","0","0","1011612502"
"1","0","0","3","0","2.458","0","0","10116125","1","285","1011612503"
"4","3.21","0","4","0","0","1","0","10116125","0","0","1011612504"
"1","0","0","5","0","1.255","0","285","10116125","1","450","1011612505"
"4","1.255","0","6","0","0","1","0","10116125","0","0","1011612506"
"1","0","0","7","0","1.63","0","0","10116125","2","213","1011612507"
"4","2.759","0","8","0","0","1","0","10116125","0","0","1011612508"
"2","0","vo_won","9","vo_won_10116125_02","0","0","0","10116125","0","0","1011612509"
"1","0","0","10","0","0.753","0","213","10116125","2","255","1011612510"
"4","1.229","0","11","0","0","1","0","10116125","0","0","1011612511"
"1","0","0","12","0","1.255","0","255","10116125","2","450","1011612512"
"4","1.255","0","13","0","0","1","0","10116125","0","0","1011612513"
"1","0","0","14","0","2.138","0","0","10116125","3","331","1011612514"
"4","2.985","0","15","0","0","1","0","10116125","0","0","1011612515"
"1","0","0","16","0","0.501","0","331","10116125","3","430","1011612516"
"4","0.501","0","17","0","0","1","0","10116125","0","0","1011612517"
"1","0","0","18","0","1.807","0","0","10116125","4","292","1011612518"
"4","2.584","0","19","0","0","1","0","10116125","0","0","1011612519"
"1","0","0","20","0","0.703","0","292","10116125","4","361","1011612520"
"4","1.405","0","21","0","0","1","0","10116125","0","0","1011612521"
"1","0","0","22","0","0.553","0","361","10116125","4","440","1011612522"
"4","0.553","0","23","0","0","1","0","10116125","0","0","1011612523"
"1","0","0","24","0","0.878","0","0","10116125","5","88","1011612524"
"4","1.279","0","25","0","0","1","0","10116125","0","0","1011612525"
"1","0","0","26","0","2.233","0","88","10116125","5","450","1011612526"
"4","3.38","0","27","0","0","1","0","10116125","0","0","1011612527"
"2","0","vo_won","28","vo_won_10116125_03","0","0","0","10116125","0","0","1011612528"
"1","0","0","29","0","2.307","0","0","10116125","6","280","1011612529"
"4","2.859","0","30","0","0","1","0","10116125","0","0","1011612530"
"1","0","0","31","0","1.405","0","280","10116125","6","450","1011612531"
"4","1.832","0","32","0","0","1","0","10116125","0","0","1011612532"
"1","0","0","33","0","3.426","0","0","10116125","7","400","1011612533"
"4","3.912","0","34","0","0","1","0","10116125","0","0","1011612534"
"2","0","vo_won","35","vo_won_10116125_04","0","0","0","10116125","0","0","1011612535"
"1","0","0","36","0","2.534","0","0","10116125","8","325","1011612536"
"4","3.311","0","37","0","0","1","0","10116125","0","0","1011612537"
"1","0","0","38","0","0.979","0","325","10116125","8","450","1011612538"
"4","1.394","0","39","0","0","1","0","10116125","0","0","1011612539"
"1","0","0","40","0","3.346","0","0","10116125","9","450","1011612540"
"4","3.346","0","41","0","0","1","0","10116125","0","0","1011612541"
"1","0","0","42","0","0.828","0","0","10116125","10","130","1011612542"
"4","2.361","0","43","0","0","1","0","10116125","0","0","1011612543"
"2","0","vo_won","44","vo_won_10116125_05","0","0","0","10116125","0","0","1011612544"
"1","0","0","45","0","3.221","0","0","10116125","11","410","1011612545"
"4","3.999","0","46","0","0","1","0","10116125","0","0","1011612546"
"1","0","0","47","0","0.727","0","0","10116125","12","95","1011612547"
"4","1.405","0","48","0","0","1","0","10116125","0","0","1011612548"
"1","0","0","49","0","2.085","0","95","10116125","12","430","1011612549"
"4","3.523","0","50","0","0","1","0","10116125","0","0","1011612550"
"2","0","vo_won","51","vo_won_10116125_06","0","0","0","10116125","0","0","1011612551"
"1","0","0","52","0","0.62","0","0","10116125","13","67","1011612552"
"4","1.355","0","53","0","0","1","0","10116125","0","0","1011612553"
"1","0","0","54","0","2.483","0","67","10116125","13","440","1011612554"
"4","3.03","0","55","0","0","1","0","10116125","0","0","1011612555"
"1","0","0","56","0","1.284","0","0","10116125","14","220","1011612556"
"4","0.8","0","1","0","0","1","0","10116135","0","0","1011613501"
"2","0","vo_won","2","vo_won_10116135_01","0","0","0","10116135","0","0","1011613502"
"1","0","0","3","0","2.046","0","0","10116135","1","248","1011613503"
"4","2.601","0","4","0","0","1","0","10116135","0","0","1011613504"
"1","0","0","5","0","1.646","0","248","10116135","1","450","1011613505"
"4","2.101","0","6","0","0","1","0","10116135","0","0","1011613506"
"1","0","0","7","0","2.992","0","0","10116135","2","410","1011613507"
"4","4.249","0","8","0","0","1","0","10116135","0","0","1011613508"
"2","0","vo_won","9","vo_won_10116135_02","0","0","0","10116135","0","0","1011613509"
"1","0","0","10","0","0.865","0","0","10116135","3","110","1011613510"
"4","1.349","0","11","0","0","1","0","10116135","0","0","1011613511"
"1","0","0","12","0","2.925","0","110","10116135","3","450","1011613512"
"4","2.925","0","13","0","0","1","0","10116135","0","0","1011613513"
"1","0","0","14","0","0.64","0","0","10116135","4","56","1011613514"
"4","1.089","0","15","0","0","1","0","10116135","0","0","1011613515"
"1","0","0","16","0","1.967","0","56","10116135","4","289","1011613516"
"4","3.198","0","17","0","0","1","0","10116135","0","0","1011613517"
"2","0","vo_won","18","vo_won_10116135_03","0","0","0","10116135","0","0","1011613518"
"1","0","0","19","0","1.26","0","289","10116135","4","450","1011613519"
"4","1.26","0","20","0","0","1","0","10116135","0","0","1011613520"
"1","0","0","21","0","1.394","0","0","10116135","5","202","1011613521"
"4","2.162","0","22","0","0","1","0","10116135","0","0","1011613522"
"1","0","0","23","0","2.355","0","202","10116135","5","450","1011613523"
"4","2.355","0","24","0","0","1","0","10116135","0","0","1011613524"
"1","0","0","25","0","2.646","0","0","10116135","6","273","1011613525"
"4","4.005","0","26","0","0","1","0","10116135","0","0","1011613526"
"2","0","vo_won","27","vo_won_10116135_04","0","0","0","10116135","0","0","1011613527"
"1","0","0","28","0","1.54","0","273","10116135","6","450","1011613528"
"4","2.182","0","29","0","0","1","0","10116135","0","0","1011613529"
"1","0","0","30","0","2.931","0","0","10116135","7","334","1011613530"
"4","4.229","0","31","0","0","1","0","10116135","0","0","1011613531"
"2","0","vo_won","32","vo_won_10116135_05","0","0","0","10116135","0","0","1011613532"
"1","0","0","33","0","0.876","0","334","10116135","7","450","1011613533"
"4","1.994","0","34","0","0","1","0","10116135","0","0","1011613534"
"2","0","vo_won","35","vo_won_10116135_06","0","0","0","10116135","0","0","1011613535"
"1","0","0","36","0","3.336","0","0","10116135","8","450","1011613536"
"4","3.882","0","37","0","0","1","0","10116135","0","0","1011613537"
"1","0","0","38","0","4.02399999999999","0","0","10116135","9","450","1011613538"
"4","5.214","0","39","0","0","1","0","10116135","0","0","1011613539"
"2","0","vo_won","40","vo_won_10116135_07","0","0","0","10116135","0","0","1011613540"
"1","0","0","41","0","0.536","0","0","10116135","10","69","1011613541"
"4","0.952","0","42","0","0","1","0","10116135","0","0","1011613542"
"1","0","0","43","0","1.989","0","69","10116135","10","305","1011613543"
"4","3.059","0","44","0","0","1","0","10116135","0","0","1011613544"
"2","0","vo_won","45","vo_won_10116135_08","0","0","0","10116135","0","0","1011613545"
"1","0","0","46","0","1.83600000000001","0","305","10116135","10","450","1011613546"
"4","1.83600000000001","0","47","0","0","1","0","10116135","0","0","1011613547"
"1","0","0","48","0","2.392","0","0","10116135","11","386","1011613548"
"4","3.659","0","49","0","0","1","0","10116135","0","0","1011613549"
"2","0","vo_won","50","vo_won_10116135_09","0","0","0","10116135","0","0","1011613550"
"1","0","0","51","0","0.558","0","386","10116135","11","450","1011613551"
"4","0.558","0","52","0","0","1","0","10116135","0","0","1011613552"
"1","0","0","53","0","2.208","0","0","10116135","12","257","1011613553"
"4","3.355","0","54","0","0","1","0","10116135","0","0","1011613554"
"2","0","vo_won","55","vo_won_10116135_10","0","0","0","10116135","0","0","1011613555"
"1","0","0","56","0","1.939","0","257","10116135","12","450","1011613556"
"4","1.939","0","57","0","0","1","0","10116135","0","0","1011613557"
"1","0","0","58","0","1.895","0","0","10116135","13","228","1011613558"
"4","3.56","0","59","0","0","1","0","10116135","0","0","1011613559"
"2","0","vo_won","60","vo_won_10116135_11","0","0","0","10116135","0","0","1011613560"
"1","0","0","61","0","1.826","0","228","10116135","13","450","1011613561"
"4","2.452","0","62","0","0","1","0","10116135","0","0","1011613562"
"2","0","vo_won","63","vo_won_10116135_12","0","0","0","10116135","0","0","1011613563"
"1","0","0","64","0","1.196","0","0","10116135","14","153","1011613564"
"4","1.679","0","65","0","0","1","0","10116135","0","0","1011613565"
"1","0","0","66","0","2.542","0","153","10116135","14","450","1011613566"
"4","0.8","0","1","0","0","1","0","10116215","0","0","1011621501"
"1","0","0","2","0","0.388","0","0","10116215","1","58","1011621502"
"4","0.388","0","3","0","0","1","0","10116215","0","0","1011621503"
"2","0","vo_won","4","vo_won_10116215_01","0","0","0","10116215","0","0","1011621504"
"1","0","0","5","0","2.36","0","58","10116215","1","320","1011621505"
"4","3.141","0","6","0","0","1","0","10116215","0","0","1011621506"
"2","0","vo_won","7","vo_won_10116215_02","0","0","0","10116215","0","0","1011621507"
"1","0","0","8","0","1.385","0","0","10116215","2","164","1011621508"
"4","1.9","0","9","0","0","1","0","10116215","0","0","1011621509"
"1","0","0","10","0","1.933","0","164","10116215","2","450","1011621510"
"4","1.933","0","11","0","0","1","0","10116215","0","0","1011621511"
"1","0","0","12","0","1.385","0","0","10116215","3","132","1011621512"
"4","1.9","0","13","0","0","1","0","10116215","0","0","1011621513"
"2","0","vo_won","14","vo_won_10116215_03","0","0","0","10116215","0","0","1011621514"
"1","0","0","15","0","2.347","0","132","10116215","3","440","1011621515"
"4","2.347","0","16","0","0","1","0","10116215","0","0","1011621516"
"1","0","0","17","0","1.01","0","0","10116215","4","168","1011621517"
"4","1.545","0","18","0","0","1","0","10116215","0","0","1011621518"
"1","0","0","19","0","1.84","0","168","10116215","4","440","1011621519"
"4","2.212","0","20","0","0","1","0","10116215","0","0","1011621520"
"1","0","0","21","0","2.916","0","0","10116215","5","440","1011621521"
"4","4.146","0","22","0","0","1","0","10116215","0","0","1011621522"
"2","0","vo_won","23","vo_won_10116215_04","0","0","0","10116215","0","0","1011621523"
"1","0","0","24","0","1.386","0","0","10116215","6","216","1011621524"
"4","1.878","0","25","0","0","1","0","10116215","0","0","1011621525"
"1","0","0","26","0","1.523","0","216","10116215","6","440","1011621526"
"4","1.523","0","27","0","0","1","0","10116215","0","0","1011621527"
"1","0","0","28","0","1.493","0","0","10116215","7","190","1011621528"
"4","2.416","0","29","0","0","1","0","10116215","0","0","1011621529"
"2","0","vo_won","30","vo_won_10116215_05","0","0","0","10116215","0","0","1011621530"
"1","0","0","31","0","0.341","0","0","10116215","8","41","1011621531"
"4","0.921","0","32","0","0","1","0","10116215","0","0","1011621532"
"1","0","0","33","0","3.701","0","41","10116215","8","450","1011621533"
"4","4.45","0","34","0","0","1","0","10116215","0","0","1011621534"
"2","0","vo_won","35","vo_won_10116215_06","0","0","0","10116215","0","0","1011621535"
"1","0","0","36","0","0.447","0","0","10116215","9","56","1011621536"
"4","1.219","0","37","0","0","1","0","10116215","0","0","1011621537"
"1","0","0","38","0","3.295","0","56","10116215","9","410","1011621538"
"4","3.769","0","39","0","0","1","0","10116215","0","0","1011621539"
"1","0","0","40","0","3.474","0","0","10116215","10","430","1011621540"
"4","4.818","0","41","0","0","1","0","10116215","0","0","1011621541"
"2","0","vo_won","42","vo_won_10116215_07","0","0","0","10116215","0","0","1011621542"
"1","0","0","43","0","2.628","0","0","10116215","11","450","1011621543"
"4","3.159","0","44","0","0","1","0","10116215","0","0","1011621544"
"1","0","0","45","0","2.454","0","0","10116215","12","390","1011621545"
"4","3.582","0","46","0","0","1","0","10116215","0","0","1011621546"
"2","0","vo_won","47","vo_won_10116215_08","0","0","0","10116215","0","0","1011621547"
"1","0","0","48","0","2.514","0","0","10116215","13","360","1011621548"
"4","3.089","0","49","0","0","1","0","10116215","0","0","1011621549"
"1","0","0","50","0","2.104","0","0","10116215","14","300","1011621550"
"4","2.494","0","51","0","0","1","0","10116215","0","0","1011621551"
"2","0","vo_won","52","vo_won_10116215_09","0","0","0","10116215","0","0","1011621552"
"1","0","0","53","0","0.799","0","300","10116215","14","430","1011621553"
"4","0.8","0","1","0","0","1","0","10116225","0","0","1011622501"
"2","0","vo_won","2","vo_won_10116225_01","0","0","0","10116225","0","0","1011622502"
"1","0","0","3","0","3.617","0","0","10116225","1","430","1011622503"
"4","3.913","0","4","0","0","1","0","10116225","0","0","1011622504"
"1","0","0","5","0","2.134","0","0","10116225","2","311","1011622505"
"4","2.83","0","6","0","0","1","0","10116225","0","0","1011622506"
"1","0","0","7","0","1.272","0","311","10116225","2","450","1011622507"
"4","1.697","0","8","0","0","1","0","10116225","0","0","1011622508"
"1","0","0","9","0","2.973","0","0","10116225","3","400","1011622509"
"4","4.106","0","10","0","0","1","0","10116225","0","0","1011622510"
"2","0","vo_won","11","vo_won_10116225_02","0","0","0","10116225","0","0","1011622511"
"1","0","0","12","0","3.799","0","0","10116225","4","430","1011622512"
"4","4.289","0","13","0","0","1","0","10116225","0","0","1011622513"
"1","0","0","14","0","3.027","0","0","10116225","5","370","1011622514"
"4","3.596","0","15","0","0","1","0","10116225","0","0","1011622515"
"1","0","0","16","0","2.979","0","0","10116225","6","420","1011622516"
"4","3.713","0","17","0","0","1","0","10116225","0","0","1011622517"
"1","0","0","18","0","3.625","0","0","10116225","7","450","1011622518"
"4","4.113","0","19","0","0","1","0","10116225","0","0","1011622519"
"1","0","0","20","0","4.389","0","0","10116225","8","450","1011622520"
"4","5.693","0","21","0","0","1","0","10116225","0","0","1011622521"
"2","0","vo_won","22","vo_won_10116225_03","0","0","0","10116225","0","0","1011622522"
"1","0","0","23","0","4.285","0","0","10116225","9","450","1011622523"
"4","4.285","0","24","0","0","1","0","10116225","0","0","1011622524"
"1","0","0","25","0","1.638","0","0","10116225","10","230","1011622525"
"4","2.675","0","26","0","0","1","0","10116225","0","0","1011622526"
"2","0","vo_won","27","vo_won_10116225_04","0","0","0","10116225","0","0","1011622527"
"1","0","0","28","0","2.181","0","0","10116225","11","287","1011622528"
"4","2.757","0","29","0","0","1","0","10116225","0","0","1011622529"
"1","0","0","30","0","0.688","0","287","10116225","11","410","1011622530"
"4","1.004","0","31","0","0","1","0","10116225","0","0","1011622531"
"1","0","0","32","0","4.031","0","0","10116225","12","450","1011622532"
"4","4.031","0","33","0","0","1","0","10116225","0","0","1011622533"
"1","0","0","34","0","1.989","0","0","10116225","13","280","1011622534"
"4","2.935","0","35","0","0","1","0","10116225","0","0","1011622535"
"2","0","vo_won","36","vo_won_10116225_05","0","0","0","10116225","0","0","1011622536"
"1","0","0","37","0","1.9","0","0","10116225","14","272","1011622537"
"4","2.389","0","38","0","0","1","0","10116225","0","0","1011622538"
"1","0","0","39","0","1.731","0","272","10116225","14","430","1011622539"
"4","0.8","0","1","0","0","1","0","10116235","0","0","1011623501"
"2","0","vo_won","2","vo_won_10116235_01","0","0","0","10116235","0","0","1011623502"
"1","0","0","3","0","3.959","0","0","10116235","1","450","1011623503"
"4","4.004","0","4","0","0","1","0","10116235","0","0","1011623504"
"1","0","0","5","0","3.661","0","0","10116235","2","450","1011623505"
"4","4.388","0","6","0","0","1","0","10116235","0","0","1011623506"
"1","0","0","7","0","4.078","0","0","10116235","3","450","1011623507"
"4","4.692","0","8","0","0","1","0","10116235","0","0","1011623508"
"1","0","0","9","0","3.755","0","0","10116235","4","450","1011623509"
"4","3.755","0","10","0","0","1","0","10116235","0","0","1011623510"
"1","0","0","11","0","0.508","0","0","10116235","5","120","1011623511"
"4","1.54","0","12","0","0","1","0","10116235","0","0","1011623512"
"2","0","vo_won","13","vo_won_10116235_02","0","0","0","10116235","0","0","1011623513"
"1","0","0","14","0","2.822","0","0","10116235","6","430","1011623514"
"4","2.822","0","15","0","0","1","0","10116235","0","0","1011623515"
"1","0","0","16","0","3.483","0","0","10116235","7","450","1011623516"
"4","3.483","0","17","0","0","1","0","10116235","0","0","1011623517"
"1","0","0","18","0","0.916","0","0","10116235","8","125","1011623518"
"4","1.779","0","19","0","0","1","0","10116235","0","0","1011623519"
"1","0","0","20","0","3.202","0","125","10116235","8","450","1011623520"
"4","3.202","0","21","0","0","1","0","10116235","0","0","1011623521"
"1","0","0","22","0","3.61","0","0","10116235","9","440","1011623522"
"4","4.249","0","23","0","0","1","0","10116235","0","0","1011623523"
"1","0","0","24","0","3.269","0","0","10116235","10","380","1011623524"
"4","3.269","0","25","0","0","1","0","10116235","0","0","1011623525"
"1","0","0","26","0","2.274","0","0","10116235","11","260","1011623526"
"4","2.643","0","27","0","0","1","0","10116235","0","0","1011623527"
"2","0","vo_won","28","vo_won_10116235_03","0","0","0","10116235","0","0","1011623528"
"1","0","0","29","0","3.522","0","0","10116235","12","380","1011623529"
"4","4.483","0","30","0","0","1","0","10116235","0","0","1011623530"
"1","0","0","31","0","2.691","0","0","10116235","13","440","1011623531"
"4","2.828","0","32","0","0","1","0","10116235","0","0","1011623532"
"1","0","0","33","0","1.702","0","0","10116235","14","300","1011623533"
