427b4959c0fb8d28946110edff67920ab76345ccc4537a1ababc63315ea3d3a1,94b9c6afe88d9de15ffd5003dc2c0fecb3fc70693fa9683553f912d9b3feaa39,57e3608a318f816e9ef9b1c1e2f0a0cc48abbdf96e1e8cde88ee2356d5797bd3,cd8bf81b453d762568332aba125614203cc16ca620f736d21efdc70b932649d8,fe5190e373b2040a8d880af60d496cf5f4862cc986c70675bee0e9e43dfca64d,0e8b10cbedd40475b1b86c717ec9d5d0f02a245bdaf3211cb289fe64d6d57d62
"6","-555","2816","2","1791","-635"
"6","-440","2816","2","1801","-555"
"7","-1225","2816","2","1811","-1225"
"7","-1135","2816","2","1821","-1225"
"7","-1080","2816","2","1831","-1135"
"7","-1025","2816","2","1841","-1080"
"7","-970","2816","2","1851","-1025"
"7","-915","2816","2","1861","-970"
"7","-860","2816","2","1871","-915"
"7","-860","2816","2","1881","-860"
"7","-805","2816","2","1891","-860"
"7","-750","2816","2","1901","-805"
"7","-695","2816","2","1911","-750"
"7","-695","2816","2","1921","-695"
"7","-640","2816","2","1931","-695"
"7","-640","2816","2","1941","-640"
"7","-585","2816","2","1951","-640"
"7","-530","2816","2","1961","-585"
"7","-440","2816","2","1971","-530"
"7","-440","2816","2","1981","-440"
"8","-1380","2816","1","1991","-1480"
"8","-1380","2816","1","2001","-1380"
"8","-1325","2816","1","2011","-1380"
"8","-1270","2816","1","2021","-1325"
"8","-1270","2816","1","2031","-1270"
"8","-1215","2816","1","2041","-1270"
"8","-1215","2816","1","2051","-1215"
"8","-1160","2816","1","2061","-1215"
"8","-1105","2816","1","2071","-1160"
"8","-1050","2816","1","2081","-1105"
"8","-995","2816","1","2091","-1050"
"8","-995","2816","1","2101","-995"
"8","-940","2816","1","2111","-995"
"8","-885","2816","1","2121","-940"
"8","-885","2816","1","2131","-885"
"8","-830","2816","1","2141","-885"
"8","-775","2816","1","2151","-830"
"8","-720","2816","1","2161","-775"
"8","-720","2816","1","2171","-720"
"8","-665","2816","1","2181","-720"
"8","-610","2816","1","2191","-665"
"8","-610","2816","1","2201","-610"
"8","-555","2816","1","2211","-610"
"8","-500","2816","1","2221","-555"
"8","-445","2816","1","2231","-500"
"8","-390","2816","1","2241","-445"
"8","-335","2816","1","2251","-390"
"8","-280","2816","1","2261","-335"
"8","-280","2816","1","2271","-280"
"8","-230","2816","1","2281","-280"
"9","-1192","2816","2","2291","-1240"
"9","-1148","2816","2","2301","-1192"
"9","-1105","2816","2","2311","-1148"
"9","-1105","2816","2","2321","-1105"
"9","-1062","2816","2","2331","-1105"
"9","-1019","2816","2","2341","-1062"
"9","-976","2816","2","2351","-1019"
"9","-976","2816","2","2361","-976"
"9","-976","2816","2","2371","-976"
"9","-976","2816","2","2381","-976"
"9","-934","2816","2","2391","-976"
"9","-892","2816","2","2401","-934"
"9","-892","2816","2","2411","-892"
"9","-892","2816","2","2421","-892"
"9","-850","2816","2","2431","-892"
"9","-808","2816","2","2441","-850"
"9","-766","2816","2","2451","-808"
"9","-766","2816","2","2461","-766"
"9","-766","2816","2","2471","-766"
"9","-766","2816","2","2481","-766"
"9","-766","2816","2","2491","-766"
"9","-724","2816","2","2501","-766"
"9","-682","2816","2","2511","-724"
"9","-682","2816","2","2521","-682"
"9","-682","2816","2","2531","-682"
"9","-640","2816","2","2541","-682"
"9","-598","2816","2","2551","-640"
"9","-556","2816","2","2561","-598"
"9","-514","2816","2","2571","-556"
"9","-472","2816","2","2581","-514"
"9","-430","2816","2","2591","-472"
"10","-1440","2816","1","2601","-1440"
"10","-1440","2816","1","2611","-1440"
"10","-1440","2816","1","2621","-1440"
"10","-1440","2816","1","2622","-1440"
"10","-1440","2816","1","2623","-1440"
"10","-1373","2816","1","2631","-1440"
"10","-1308","2816","1","2641","-1373"
"10","-1244","2816","1","2651","-1308"
"10","-1181","2816","1","2661","-1244"
"10","-1118","2816","1","2671","-1181"
"10","-1055","2816","1","2681","-1118"
"10","-992","2816","1","2691","-1055"
"10","-992","2816","1","2701","-992"
"10","-929","2816","1","2711","-992"
"10","-866","2816","1","2721","-929"
"10","-803","2816","1","2731","-866"
"10","-740","2816","1","2741","-803"
"10","-677","2816","1","2751","-740"
"10","-614","2816","1","2761","-677"
"10","-551","2816","1","2771","-614"
"10","-551","2816","1","2781","-551"
"10","-551","2816","1","2791","-551"
"10","-551","2816","1","2801","-551"
"10","-551","2816","1","2811","-551"
"10","-551","2816","1","2821","-551"
"10","-551","2816","1","2831","-551"
"10","-551","2816","1","2841","-551"
"10","-488","2816","1","2851","-551"
"10","-425","2816","1","2861","-488"
"10","-361","2816","1","2871","-425"
"10","-296","2816","1","2881","-361"
"10","-230","2816","1","2891","-296"
"11","-1240","2816","2","2901","-1240"
"11","-1203","2816","2","2911","-1240"
"11","-1168","2816","2","2921","-1203"
"11","-1133","2816","2","2931","-1168"
"11","-1098","2816","2","2941","-1133"
"11","-1063","2816","2","2951","-1098"
"11","-1028","2816","2","2961","-1063"
"11","-993","2816","2","2971","-1028"
"11","-958","2816","2","2981","-993"
"11","-923","2816","2","2991","-958"
"11","-888","2816","2","3001","-923"
"11","-888","2816","2","3011","-888"
"11","-853","2816","2","3021","-888"
"11","-853","2816","2","3031","-853"
"11","-818","2816","2","3041","-853"
"11","-783","2816","2","3051","-818"
"11","-748","2816","2","3061","-783"
"11","-713","2816","2","3071","-748"
"11","-678","2816","2","3081","-713"
"11","-643","2816","2","3091","-678"
"11","-608","2816","2","3101","-643"
"11","-608","2816","2","3111","-608"
"11","-573","2816","2","3121","-608"
"11","-573","2816","2","3131","-573"
"11","-573","2816","2","3141","-573"
"11","-573","2816","2","3151","-573"
"11","-538","2816","2","3161","-573"
"11","-538","2816","2","3171","-538"
"11","-503","2816","2","3181","-538"
"11","-468","2816","2","3191","-503"
"11","-430","2816","2","3201","-468"
"12","-1240","2816","2","3211","-1240"
"12","-1240","2816","2","3221","-1240"
"12","-1240","2816","2","3231","-1240"
"12","-1194","2816","2","3241","-1240"
"12","-1150","2816","2","3251","-1194"
"12","-1108","2816","2","3261","-1150"
"12","-1066","2816","2","3271","-1108"
"12","-1024","2816","2","3281","-1066"
"12","-982","2816","2","3291","-1024"
"12","-940","2816","2","3301","-982"
"12","-898","2816","2","3311","-940"
"12","-898","2816","2","3321","-898"
"12","-856","2816","2","3331","-898"
"12","-814","2816","2","3341","-856"
"12","-772","2816","2","3351","-814"
"12","-730","2816","2","3361","-772"
"12","-688","2816","2","3371","-730"
"12","-688","2816","2","3381","-688"
"12","-688","2816","2","3391","-688"
"12","-646","2816","2","3401","-688"
"12","-604","2816","2","3411","-646"
"12","-562","2816","2","3421","-604"
"12","-562","2816","2","3431","-562"
"12","-562","2816","2","3441","-562"
"12","-519","2816","2","3451","-562"
"12","-519","2816","2","3461","-519"
"12","-519","2816","2","3471","-519"
"12","-475","2816","2","3481","-519"
"12","-475","2816","2","3491","-475"
"12","-475","2816","2","3501","-475"
"12","-430","2816","2","3511","-475"
"13","-1190","2816","2","3521","-1240"
"13","-1190","2816","2","3531","-1190"
"13","-1190","2816","2","3541","-1190"
"13","-1190","2816","2","3551","-1190"
"13","-1190","2816","2","3561","-1190"
"13","-1190","2816","2","3571","-1190"
"13","-1190","2816","2","3581","-1190"
"13","-1141","2816","2","3591","-1190"
"13","-1094","2816","2","3601","-1141"
"13","-1047","2816","2","3611","-1094"
"13","-1000","2816","2","3621","-1047"
"13","-953","2816","2","3631","-1000"
"13","-906","2816","2","3641","-953"
"13","-859","2816","2","3651","-906"
"13","-812","2816","2","3661","-859"
"13","-765","2816","2","3671","-812"
"13","-718","2816","2","3681","-765"
"13","-718","2816","2","3691","-718"
"13","-718","2816","2","3701","-718"
"13","-671","2816","2","3711","-718"
"13","-624","2816","2","3721","-671"
"13","-577","2816","2","3731","-624"
"13","-577","2816","2","3741","-577"
"13","-577","2816","2","3751","-577"
"13","-529","2816","2","3761","-577"
"13","-480","2816","2","3771","-529"
"13","-430","2816","2","3781","-480"
"13","-430","2816","2","3791","-430"
"14","-1440","2816","1","3801","-1440"
"14","-1440","2816","1","3811","-1440"
"14","-1440","2816","1","3821","-1440"
"14","-1362","2816","1","3831","-1440"
"14","-1285","2816","1","3841","-1362"
"14","-1209","2816","1","3851","-1285"
"14","-1209","2816","1","3861","-1209"
"14","-1134","2816","1","3871","-1209"
"14","-1059","2816","1","3881","-1134"
"14","-1059","2816","1","3891","-1059"
"14","-984","2816","1","3901","-1059"
"14","-984","2816","1","3911","-984"
"14","-984","2816","1","3921","-984"
"14","-984","2816","1","3931","-984"
"14","-984","2816","1","3941","-984"
"14","-984","2816","1","3951","-984"
"14","-984","2816","1","3961","-984"
"14","-984","2816","1","3971","-984"
"14","-909","2816","1","3981","-984"
"14","-834","2816","1","3991","-909"
"14","-759","2816","1","4001","-834"
"14","-684","2816","1","4011","-759"
"14","-684","2816","1","4021","-684"
"14","-684","2816","1","4031","-684"
"14","-609","2816","1","4041","-684"
"14","-534","2816","1","4051","-609"
"14","-459","2816","1","4061","-534"
"14","-384","2816","1","4071","-459"
"14","-308","2816","1","4081","-384"
"14","-230","2816","1","4091","-308"
"1","-200","2816","1","4092","-200"
