92c2084fccc65cf97679def36c4dd1e4626ad2521f18b69e33988dc2a1b71fdc,e19dfeab69ce5e86ea7226776b66d59b57a06a8ed18100c4174e54c8e83cccf0,cc52e8e17091d9229d4e65645da927d7153ad906e2ec9eb253baec898ca6f38f,881c0ea6038ec2c266c35c2d7be161b4497941c9158dce33542a373850bb4e43,6392451c2e893ff51d88bee7427867d9c363f934fa0bebe39ba6c21fe50cfa78,02976caabf032ebc2de2d8c8dfcbb3983150d377c1513d1e8363643fd4ed50b1,ea63817dbb0ba62ce71e4a2232ccd9bcfd9e6084cbfc6bb71e967285bc7080fa,d9f34539d638c742359d7b50ca1f2ff2a86256a165d3f4ef8520416d9863bdad
"100729","バトル開始から90秒間、敵の物理防御力がダウン","1007","36000","1","物理防御ダウン90秒","1120000000000","100729"
"100730","バトル開始から90秒間、敵の魔法防御力がダウン","1007","36000","1","魔法防御ダウン90秒","280000000000","100730"
"100801","バトル開始から10秒間、敵が毒状態になる","1008","36000","1","毒ダメージ10秒","43650000000000","100801"
"100802","バトル開始から90秒間、敵の物理攻撃力がダウン","1008","36000","1","物理攻撃ダウン90秒","41850000000000","100802"
"100803","バトル開始から90秒間、敵の物理攻撃力がダウン","1008","36000","1","物理攻撃ダウン90秒","40500000000000","100803"
"100804","バトル開始から90秒間、敵の物理防御力がダウン","1008","36000","1","物理防御ダウン90秒","39150000000000","100804"
"100805","バトル開始から90秒間、敵の物理防御力がダウン","1008","36000","1","物理防御ダウン90秒","37800000000000","100805"
"100806","バトル開始から90秒間、敵の物理攻撃力がダウン","1008","36000","1","物理攻撃ダウン90秒","36000000000000","100806"
"100807","バトル開始から90秒間、敵の物理攻撃力がダウン","1008","36000","1","物理攻撃ダウン90秒","34650000000000","100807"
"100808","バトル開始から90秒間、敵の物理防御力がダウン","1008","36000","1","物理防御ダウン90秒","33300000000000","100808"
"100809","バトル開始から90秒間、敵の物理防御力がダウン","1008","36000","1","物理防御ダウン90秒","31500000000000","100809"
"100810","バトル開始から90秒間、敵の魔法攻撃力がダウン","1008","36000","1","魔法攻撃ダウン90秒","30150000000000","100810"
"100811","バトル開始から10秒間、敵が毒状態になる","1008","36000","1","毒ダメージ10秒","28800000000000","100811"
"100812","バトル開始から90秒間、敵の物理攻撃力がダウン","1008","36000","1","物理攻撃ダウン90秒","27000000000000","100812"
"100813","バトル開始から90秒間、敵の物理攻撃力がダウン","1008","36000","1","物理攻撃ダウン90秒","25650000000000","100813"
"100814","バトル開始から90秒間、敵の物理防御力がダウン","1008","36000","1","物理防御ダウン90秒","24300000000000","100814"
"100815","バトル開始から90秒間、敵の魔法防御力がダウン","1008","36000","1","魔法防御ダウン90秒","22950000000000","100815"
"100816","バトル開始から90秒間、敵の物理攻撃力がダウン","1008","36000","1","物理攻撃ダウン90秒","21150000000000","100816"
"100817","バトル開始から90秒間、敵の物理攻撃力がダウン","1008","36000","1","物理攻撃ダウン90秒","19800000000000","100817"
"100818","バトル開始から90秒間、敵の物理防御力がダウン","1008","36000","1","物理防御ダウン90秒","18450000000000","100818"
"100819","バトル開始から90秒間、敵の魔法防御力がダウン","1008","36000","1","魔法防御ダウン90秒","16650000000000","100819"
"100820","バトル開始から90秒間、敵の物理攻撃力がダウン","1008","36000","1","物理攻撃ダウン90秒","15300000000000","100820"
"100821","バトル開始から10秒間、敵が毒状態になる","1008","36000","1","毒ダメージ10秒","13950000000000","100821"
"100822","バトル開始から90秒間、敵の物理攻撃力がダウン","1008","36000","1","物理攻撃ダウン90秒","12150000000000","100822"
"100823","バトル開始から90秒間、敵の物理攻撃力がダウン","1008","36000","1","物理攻撃ダウン90秒","10800000000000","100823"
"100824","バトル開始から90秒間、敵の物理防御力がダウン","1008","36000","1","物理防御ダウン90秒","9450000000000","100824"
"100825","バトル開始から90秒間、敵の物理防御力がダウン","1008","36000","1","物理防御ダウン90秒","8100000000000","100825"
"100826","バトル開始時、味方のＴＰが150アップ","1008","36000","1","ＴＰ150アップ","6300000000000","100826"
"100827","バトル開始から10秒間、味方が無敵状態になる","1008","36000","1","無敵10秒","4950000000000","100827"
"100828","バトル開始から90秒間、敵の物理防御力がダウン","1008","36000","1","物理防御ダウン90秒","3600000000000","100828"
"100829","バトル開始から90秒間、敵の魔法防御力がダウン","1008","36000","1","魔法防御ダウン90秒","1800000000000","100829"
"100830","バトル開始から10秒間、敵が毒状態になる","1008","36000","1","毒ダメージ10秒","450000000000","100830"
