21ee11d2b08f312fca3c948a9967ae8db8832f64d68150bbab49ce2cb807c9e3,47a6dc4701bf93c5c6f39f6e4e503da029f2bfab362f765d09711999b06ab169,259b749438990a290ff8eba7048fe84c5718fa167dfecbb5d4e5f857a2a94b8d,babcaa3163c34b17fa6f607796b3e4702879a0e5307bdf41d9b9ecdb54155932,857e8ee1c806dd91ab2a69583ab4547593aeed2e3fd3786e3cffe08685b02fd5,649cf31ffa54b458f3182c6bb4916966bfb02e7933018d54876476f99355c629,b400c37eb7e9cdd2f1bff3fa92d86b6e11c87380153b80f6f863f454eb8f95bf,f5a859b828d5183cf3bf2ad2f404237470e3682fd191e294a11ce34cae2b4f5d,4c063902401c69b9540cd0f24450124b95f8b8e8e4e4ad056a66b8ec6bbd7d7d,1647cb030d696c91be547715223123fdaa2bc10151393e3e8735d90311fb6f8c,ecc6812758b34d3210cd7757be48e766bfebdacb131ff5b6f4f922e40eec6876,0b614ab7d7d52b3324accb0212bd1bdc27d5588fd9a0fa9ccda5d7a45341bdde
"11","20","0","2018/06/30 12:00:00","1003","107601","2018/07/19 14:59:59","0","10004","0","0","5004411"
"12","108001","0","2018/07/31 12:00:00","1004","108001","2018/08/19 14:59:59","0","10005","0","0","5005401"
"13","1000503","0","2018/07/31 12:00:00","1002","107901","2018/08/19 14:59:59","0","10005","1","0","5005402"
"14","10","0","2018/07/31 12:00:00","1001","108001","2018/08/19 14:59:59","0","10005","0","0","5005403"
"15","20","0","2018/07/31 12:00:00","1001","107901","2018/08/19 14:59:59","0","10005","0","0","5005404"
"16","30","0","2018/07/31 12:00:00","1001","108001","2018/08/19 14:59:59","0","10005","0","0","5005405"
"17","2","0","2018/07/31 12:00:00","1003","107901","2018/08/19 14:59:59","0","10005","0","0","5005406"
"18","5","0","2018/07/31 12:00:00","1003","108001","2018/08/19 14:59:59","0","10005","0","0","5005407"
"19","8","0","2018/07/31 12:00:00","1003","107901","2018/08/19 14:59:59","0","10005","0","0","5005408"
"20","12","0","2018/07/31 12:00:00","1003","108001","2018/08/19 14:59:59","0","10005","0","0","5005409"
"21","16","0","2018/07/31 12:00:00","1003","107901","2018/08/19 14:59:59","0","10005","0","0","5005410"
"22","20","0","2018/07/31 12:00:00","1003","108001","2018/08/19 14:59:59","0","10005","0","0","5005411"
"23","1000603","0","2018/08/31 12:00:00","1002","103701","2018/09/18 14:59:59","0","10006","1","0","5006402"
"24","10","0","2018/08/31 12:00:00","1001","100501","2018/09/18 14:59:59","0","10006","0","0","5006403"
"25","20","0","2018/08/31 12:00:00","1001","103701","2018/09/18 14:59:59","0","10006","0","0","5006404"
"26","30","0","2018/08/31 12:00:00","1001","104701","2018/09/18 14:59:59","0","10006","0","0","5006405"
"27","2","0","2018/08/31 12:00:00","1003","100501","2018/09/18 14:59:59","0","10006","0","0","5006406"
"28","5","0","2018/08/31 12:00:00","1003","103701","2018/09/18 14:59:59","0","10006","0","0","5006407"
"29","8","0","2018/08/31 12:00:00","1003","104701","2018/09/18 14:59:59","0","10006","0","0","5006408"
"30","12","0","2018/08/31 12:00:00","1003","107101","2018/09/18 14:59:59","0","10006","0","0","5006409"
"31","16","0","2018/08/31 12:00:00","1003","100501","2018/09/18 14:59:59","0","10006","0","0","5006410"
"32","19","0","2018/08/31 12:00:00","1003","104701","2018/09/18 14:59:59","0","10006","0","0","5006411"
"33","108201","0","2018/09/30 12:00:00","1004","108201","2018/10/18 14:59:59","0","10007","0","0","5007401"
"34","1000703","0","2018/09/30 12:00:00","1002","108101","2018/10/18 14:59:59","0","10007","1","0","5007402"
"35","10","0","2018/09/30 12:00:00","1001","108101","2018/10/18 14:59:59","0","10007","0","0","5007403"
"36","20","0","2018/09/30 12:00:00","1001","108201","2018/10/18 14:59:59","0","10007","0","0","5007404"
"37","30","0","2018/09/30 12:00:00","1001","108101","2018/10/18 14:59:59","0","10007","0","0","5007405"
"38","2","0","2018/09/30 12:00:00","1003","108201","2018/10/18 14:59:59","0","10007","0","0","5007406"
"39","5","0","2018/09/30 12:00:00","1003","108101","2018/10/18 14:59:59","0","10007","0","0","5007407"
"40","8","0","2018/09/30 12:00:00","1003","108201","2018/10/18 14:59:59","0","10007","0","0","5007408"
"41","12","0","2018/09/30 12:00:00","1003","108101","2018/10/18 14:59:59","0","10007","0","0","5007409"
"42","16","0","2018/09/30 12:00:00","1003","108201","2018/10/18 14:59:59","0","10007","0","0","5007410"
"43","19","0","2018/09/30 12:00:00","1003","108101","2018/10/18 14:59:59","0","10007","0","0","5007411"
"44","1000803","0","2018/10/31 12:00:00","1002","105601","2018/11/14 14:59:59","0","10008","1","0","5008402"
"45","10","0","2018/10/31 12:00:00","1001","101301","2018/11/14 14:59:59","0","10008","0","0","5008403"
"46","20","0","2018/10/31 12:00:00","1001","100901","2018/11/14 14:59:59","0","10008","0","0","5008404"
"47","30","0","2018/10/31 12:00:00","1001","105601","2018/11/14 14:59:59","0","10008","0","0","5008405"
"48","2","0","2018/10/31 12:00:00","1003","105601","2018/11/14 14:59:59","0","10008","0","0","5008406"
"49","4","0","2018/10/31 12:00:00","1003","100901","2018/11/14 14:59:59","0","10008","0","0","5008407"
"50","7","0","2018/10/31 12:00:00","1003","101301","2018/11/14 14:59:59","0","10008","0","0","5008408"
"51","10","0","2018/10/31 12:00:00","1003","105101","2018/11/14 14:59:59","0","10008","0","0","5008409"
"52","13","0","2018/10/31 12:00:00","1003","102701","2018/11/14 14:59:59","0","10008","0","0","5008410"
"53","15","0","2018/10/31 12:00:00","1003","105601","2018/11/14 14:59:59","0","10008","0","0","5008411"
"54","108501","0","2018/11/30 12:00:00","1004","108501","2018/12/14 14:59:59","0","10009","0","0","5009401"
"55","1000903","0","2018/11/30 12:00:00","1002","108401","2018/12/14 14:59:59","0","10009","1","0","5009402"
"56","10","0","2018/11/30 12:00:00","1001","108601","2018/12/14 14:59:59","0","10009","0","0","5009403"
"57","20","0","2018/11/30 12:00:00","1001","108501","2018/12/14 14:59:59","0","10009","0","0","5009404"
"58","30","0","2018/11/30 12:00:00","1001","108401","2018/12/14 14:59:59","0","10009","0","0","5009405"
"59","2","0","2018/11/30 12:00:00","1003","108601","2018/12/14 14:59:59","0","10009","0","0","5009406"
"60","4","0","2018/11/30 12:00:00","1003","108601","2018/12/14 14:59:59","0","10009","0","0","5009407"
"61","7","0","2018/11/30 12:00:00","1003","108501","2018/12/14 14:59:59","0","10009","0","0","5009408"
"62","10","0","2018/11/30 12:00:00","1003","108501","2018/12/14 14:59:59","0","10009","0","0","5009409"
"63","13","0","2018/11/30 12:00:00","1003","108401","2018/12/14 14:59:59","0","10009","0","0","5009410"
"64","15","0","2018/11/30 12:00:00","1003","108401","2018/12/14 14:59:59","0","10009","0","0","5009411"
"65","108901","0","2018/12/31 12:00:00","1004","108901","2019/01/14 14:59:59","0","10010","0","0","5010401"
"66","1001003","0","2018/12/31 12:00:00","1002","108801","2019/01/14 14:59:59","0","10010","1","0","5010402"
"67","10","0","2018/12/31 12:00:00","1001","108901","2019/01/14 14:59:59","0","10010","0","0","5010403"
"68","20","0","2018/12/31 12:00:00","1001","108701","2019/01/14 14:59:59","0","10010","0","0","5010404"
"69","30","0","2018/12/31 12:00:00","1001","108801","2019/01/14 14:59:59","0","10010","0","0","5010405"
"70","2","0","2018/12/31 12:00:00","1003","108801","2019/01/14 14:59:59","0","10010","0","0","5010406"
"71","4","0","2018/12/31 12:00:00","1003","108901","2019/01/14 14:59:59","0","10010","0","0","5010407"
"72","7","0","2018/12/31 12:00:00","1003","108701","2019/01/14 14:59:59","0","10010","0","0","5010408"
"73","10","0","2018/12/31 12:00:00","1003","108901","2019/01/14 14:59:59","0","10010","0","0","5010409"
"74","13","0","2018/12/31 12:00:00","1003","108801","2019/01/14 14:59:59","0","10010","0","0","5010410"
"75","15","0","2018/12/31 12:00:00","1003","108701","2019/01/14 14:59:59","0","10010","0","0","5010411"
"76","109001","0","2019/01/31 12:00:00","1004","109001","2019/02/14 14:59:59","0","10011","0","0","5011401"
"77","1001103","0","2019/01/31 12:00:00","1002","101101","2019/02/14 14:59:59","0","10011","1","0","5011402"
"78","10","0","2019/01/31 12:00:00","1001","101101","2019/02/14 14:59:59","0","10011","0","0","5011403"
"79","20","0","2019/01/31 12:00:00","1001","109101","2019/02/14 14:59:59","0","10011","0","0","5011404"
"80","30","0","2019/01/31 12:00:00","1001","109001","2019/02/14 14:59:59","0","10011","0","0","5011405"
"81","2","0","2019/01/31 12:00:00","1003","109101","2019/02/14 14:59:59","0","10011","0","0","5011406"
"82","4","0","2019/01/31 12:00:00","1003","109001","2019/02/14 14:59:59","0","10011","0","0","5011407"
"83","7","0","2019/01/31 12:00:00","1003","109101","2019/02/14 14:59:59","0","10011","0","0","5011408"
"84","10","0","2019/01/31 12:00:00","1003","109001","2019/02/14 14:59:59","0","10011","0","0","5011409"
"85","13","0","2019/01/31 12:00:00","1003","101101","2019/02/14 14:59:59","0","10011","0","0","5011410"
"86","15","0","2019/01/31 12:00:00","1003","109101","2019/02/14 14:59:59","0","10011","0","0","5011411"
"87","1001203","0","2019/02/28 12:00:00","1002","101401","2019/03/14 14:59:59","0","10012","1","0","5012402"
"88","10","0","2019/02/28 12:00:00","1001","105501","2019/03/14 14:59:59","0","10012","0","0","5012403"
"89","20","0","2019/02/28 12:00:00","1001","101401","2019/03/14 14:59:59","0","10012","0","0","5012404"
"90","30","0","2019/02/28 12:00:00","1001","101401","2019/03/14 14:59:59","0","10012","0","0","5012405"
"91","2","0","2019/02/28 12:00:00","1003","101401","2019/03/14 14:59:59","0","10012","0","0","5012406"
"92","4","0","2019/02/28 12:00:00","1003","101401","2019/03/14 14:59:59","0","10012","0","0","5012407"
"93","7","0","2019/02/28 12:00:00","1003","101401","2019/03/14 14:59:59","0","10012","0","0","5012408"
"94","10","0","2019/02/28 12:00:00","1003","105501","2019/03/14 14:59:59","0","10012","0","0","5012409"
"95","13","0","2019/02/28 12:00:00","1003","105501","2019/03/14 14:59:59","0","10012","0","0","5012410"
"96","15","0","2019/02/28 12:00:00","1003","101401","2019/03/14 14:59:59","0","10012","0","0","5012411"
"97","109301","0","2019/03/31 12:00:00","1004","109301","2019/04/12 20:59:59","0","10013","0","0","5013401"
"98","1001303","0","2019/03/31 12:00:00","1002","109201","2019/04/12 20:59:59","0","10013","1","0","5013402"
"99","10","0","2019/03/31 12:00:00","1001","109301","2019/04/12 20:59:59","0","10013","0","0","5013403"
"100","20","0","2019/03/31 12:00:00","1001","109401","2019/04/12 20:59:59","0","10013","0","0","5013404"
"101","30","0","2019/03/31 12:00:00","1001","109201","2019/04/12 20:59:59","0","10013","0","0","5013405"
"102","2","0","2019/03/31 12:00:00","1003","109201","2019/04/12 20:59:59","0","10013","0","0","5013406"
"103","4","0","2019/03/31 12:00:00","1003","109401","2019/04/12 20:59:59","0","10013","0","0","5013407"
"104","6","0","2019/03/31 12:00:00","1003","109301","2019/04/12 20:59:59","0","10013","0","0","5013408"
"105","8","0","2019/03/31 12:00:00","1003","109201","2019/04/12 20:59:59","0","10013","0","0","5013409"
"106","10","0","2019/03/31 12:00:00","1003","109401","2019/04/12 20:59:59","0","10013","0","0","5013410"
"107","13","0","2019/03/31 12:00:00","1003","109201","2019/04/12 20:59:59","0","10013","0","0","5013411"
"108","1001503","0","2019/04/30 12:00:00","1002","105301","2019/05/12 20:59:59","0","10015","1","0","5015402"
"109","10","0","2019/04/30 12:00:00","1001","105301","2019/05/12 20:59:59","0","10015","0","0","5015403"
"110","20","0","2019/04/30 12:00:00","1001","109501","2019/05/12 20:59:59","0","10015","0","0","5015404"
"111","30","0","2019/04/30 12:00:00","1001","109601","2019/05/12 20:59:59","0","10015","0","0","5015405"
"112","2","0","2019/04/30 12:00:00","1003","109501","2019/05/12 20:59:59","0","10015","0","0","5015406"
"113","4","0","2019/04/30 12:00:00","1003","109501","2019/05/12 20:59:59","0","10015","0","0","5015407"
"114","6","0","2019/04/30 12:00:00","1003","105301","2019/05/12 20:59:59","0","10015","0","0","5015408"
"115","8","0","2019/04/30 12:00:00","1003","109601","2019/05/12 20:59:59","0","10015","0","0","5015409"
"116","10","0","2019/04/30 12:00:00","1003","109601","2019/05/12 20:59:59","0","10015","0","0","5015410"
"117","13","0","2019/04/30 12:00:00","1003","105301","2019/05/12 20:59:59","0","10015","0","0","5015411"
"118","109801","0","2019/05/31 12:00:00","1004","109801","2019/06/14 20:59:59","0","10017","0","0","5017401"
"119","1001703","0","2019/05/31 12:00:00","1002","109901","2019/06/14 20:59:59","0","10017","1","0","5017402"
"120","10","0","2019/05/31 12:00:00","1001","109801","2019/06/14 20:59:59","0","10017","0","0","5017403"
"121","20","0","2019/05/31 12:00:00","1001","109701","2019/06/14 20:59:59","0","10017","0","0","5017404"
"122","30","0","2019/05/31 12:00:00","1001","109901","2019/06/14 20:59:59","0","10017","0","0","5017405"
"123","2","0","2019/05/31 12:00:00","1003","109701","2019/06/14 20:59:59","0","10017","0","0","5017406"
"124","4","0","2019/05/31 12:00:00","1003","109701","2019/06/14 20:59:59","0","10017","0","0","5017407"
"125","7","0","2019/05/31 12:00:00","1003","109801","2019/06/14 20:59:59","0","10017","0","0","5017408"
"126","10","0","2019/05/31 12:00:00","1003","109901","2019/06/14 20:59:59","0","10017","0","0","5017409"
"127","13","0","2019/05/31 12:00:00","1003","109901","2019/06/14 20:59:59","0","10017","0","0","5017410"
"128","15","0","2019/05/31 12:00:00","1003","109901","2019/06/14 20:59:59","0","10017","0","0","5017411"
"129","110101","0","2019/06/30 12:00:00","1004","110101","2019/07/14 20:59:59","0","10019","0","0","5019401"
"130","1001903","0","2019/06/30 12:00:00","1002","110201","2019/07/14 20:59:59","0","10019","1","0","5019402"
"131","10","0","2019/06/30 12:00:00","1001","110001","2019/07/14 20:59:59","0","10019","0","0","5019403"
"132","20","0","2019/06/30 12:00:00","1001","110201","2019/07/14 20:59:59","0","10019","0","0","5019404"
"133","30","0","2019/06/30 12:00:00","1001","110101","2019/07/14 20:59:59","0","10019","0","0","5019405"
"134","2","0","2019/06/30 12:00:00","1003","110001","2019/07/14 20:59:59","0","10019","0","0","5019406"
"135","4","0","2019/06/30 12:00:00","1003","110001","2019/07/14 20:59:59","0","10019","0","0","5019407"
"136","7","0","2019/06/30 12:00:00","1003","110201","2019/07/14 20:59:59","0","10019","0","0","5019408"
"137","10","0","2019/06/30 12:00:00","1003","110101","2019/07/14 20:59:59","0","10019","0","0","5019409"
"138","13","0","2019/06/30 12:00:00","1003","110101","2019/07/14 20:59:59","0","10019","0","0","5019410"
"139","15","0","2019/06/30 12:00:00","1003","110201","2019/07/14 20:59:59","0","10019","0","0","5019411"
"140","107601","0","2019/07/15 12:00:00","1004","107601","2019/07/22 20:59:59","0","10020","0","0","5004401"
"141","1002003","0","2019/07/15 12:00:00","1002","107601","2019/07/22 20:59:59","0","10020","1","0","5004402"
"142","10","0","2019/07/15 12:00:00","1001","107701","2019/07/22 20:59:59","0","10020","0","0","5004403"
"143","20","0","2019/07/15 12:00:00","1001","107501","2019/07/22 20:59:59","0","10020","0","0","5004404"
"144","30","0","2019/07/15 12:00:00","1001","107601","2019/07/22 20:59:59","0","10020","0","0","5004405"
"145","2","0","2019/07/15 12:00:00","1003","107501","2019/07/22 20:59:59","0","10020","0","0","5004406"
"146","3","0","2019/07/15 12:00:00","1003","107601","2019/07/22 20:59:59","0","10020","0","0","5004407"
"147","4","0","2019/07/15 12:00:00","1003","107801","2019/07/22 20:59:59","0","10020","0","0","5004408"
"148","5","0","2019/07/15 12:00:00","1003","107701","2019/07/22 20:59:59","0","10020","0","0","5004409"
"149","6","0","2019/07/15 12:00:00","1003","107501","2019/07/22 20:59:59","0","10020","0","0","5004410"
"150","8","0","2019/07/15 12:00:00","1003","107601","2019/07/22 20:59:59","0","10020","0","0","5004411"
"151","110501","0","2019/07/31 12:00:00","1004","110501","2019/08/14 20:59:59","0","10021","0","0","5021401"
"152","1002103","0","2019/07/31 12:00:00","1002","110401","2019/08/14 20:59:59","0","10021","1","0","5021402"
"153","10","0","2019/07/31 12:00:00","1001","110501","2019/08/14 20:59:59","0","10021","0","0","5021403"
"154","20","0","2019/07/31 12:00:00","1001","110401","2019/08/14 20:59:59","0","10021","0","0","5021404"
"155","30","0","2019/07/31 12:00:00","1001","110601","2019/08/14 20:59:59","0","10021","0","0","5021405"
"156","2","0","2019/07/31 12:00:00","1003","110601","2019/08/13 20:59:59","0","10021","0","0","5021406"
"157","4","0","2019/07/31 12:00:00","1003","110401","2019/08/13 20:59:59","0","10021","0","0","5021407"
"158","6","0","2019/07/31 12:00:00","1003","110501","2019/08/13 20:59:59","0","10021","0","0","5021408"
"159","8","0","2019/07/31 12:00:00","1003","110401","2019/08/13 20:59:59","0","10021","0","0","5021409"
"160","11","0","2019/07/31 12:00:00","1003","110601","2019/08/13 20:59:59","0","10021","0","0","5021410"
"161","14","0","2019/07/31 12:00:00","1003","110501","2019/08/13 20:59:59","0","10021","0","0","5021411"
"162","108001","0","2019/08/15 12:00:00","1004","108001","2019/08/22 20:59:59","0","10022","0","0","5005401"
"163","1002203","0","2019/08/15 12:00:00","1002","107901","2019/08/22 20:59:59","0","10022","1","0","5005402"
"164","10","0","2019/08/15 12:00:00","1001","108001","2019/08/22 20:59:59","0","10022","0","0","5005403"
"165","20","0","2019/08/15 12:00:00","1001","107901","2019/08/22 20:59:59","0","10022","0","0","5005404"
"166","30","0","2019/08/15 12:00:00","1001","108001","2019/08/22 20:59:59","0","10022","0","0","5005405"
"167","2","0","2019/08/15 12:00:00","1003","107901","2019/08/22 20:59:59","0","10022","0","0","5005406"
"168","3","0","2019/08/15 12:00:00","1003","108001","2019/08/22 20:59:59","0","10022","0","0","5005407"
"169","4","0","2019/08/15 12:00:00","1003","107901","2019/08/22 20:59:59","0","10022","0","0","5005408"
"170","5","0","2019/08/15 12:00:00","1003","108001","2019/08/22 20:59:59","0","10022","0","0","5005409"
"171","6","0","2019/08/15 12:00:00","1003","107901","2019/08/22 20:59:59","0","10022","0","0","5005410"
"172","8","0","2019/08/15 12:00:00","1003","108001","2019/08/22 20:59:59","0","10022","0","0","5005411"
"173","1002303","0","2019/08/31 12:00:00","1002","110701","2019/09/14 20:59:59","0","10023","1","0","5023402"
"174","10","0","2019/08/31 12:00:00","1001","110801","2019/09/14 20:59:59","0","10023","0","0","5023403"
"175","20","0","2019/08/31 12:00:00","1001","110901","2019/09/14 20:59:59","0","10023","0","0","5023404"
"176","30","0","2019/08/31 12:00:00","1001","111001","2019/09/14 20:59:59","0","10023","0","0","5023405"
"177","2","0","2019/08/31 12:00:00","1003","110701","2019/09/14 20:59:59","0","10023","0","0","5023406"
"178","4","0","2019/08/31 12:00:00","1003","110701","2019/09/14 20:59:59","0","10023","0","0","5023407"
"179","7","0","2019/08/31 12:00:00","1003","111001","2019/09/14 20:59:59","0","10023","0","0","5023408"
"180","10","0","2019/08/31 12:00:00","1003","110801","2019/09/14 20:59:59","0","10023","0","0","5023409"
"181","13","0","2019/08/31 12:00:00","1003","110901","2019/09/14 20:59:59","0","10023","0","0","5023410"
"182","15","0","2019/08/31 12:00:00","1003","110701","2019/09/14 20:59:59","0","10023","0","0","5023411"
"183","111201","0","2019/09/30 12:00:00","1004","111201","2019/10/18 14:59:59","0","10025","0","0","5025401"
"184","1002503","0","2019/09/30 12:00:00","1002","111301","2019/10/18 14:59:59","0","10025","1","0","5025402"
"185","10","0","2019/09/30 12:00:00","1001","111201","2019/10/18 14:59:59","0","10025","0","0","5025403"
"186","20","0","2019/09/30 12:00:00","1001","111101","2019/10/18 14:59:59","0","10025","0","0","5025404"
"187","30","0","2019/09/30 12:00:00","1001","111301","2019/10/18 14:59:59","0","10025","0","0","5025405"
"188","2","0","2019/09/30 12:00:00","1003","111101","2019/10/18 14:59:59","0","10025","0","0","5025406"
"189","4","0","2019/09/30 12:00:00","1003","111101","2019/10/18 14:59:59","0","10025","0","0","5025407"
"190","7","0","2019/09/30 12:00:00","1003","111201","2019/10/18 14:59:59","0","10025","0","0","5025408"
"191","10","0","2019/09/30 12:00:00","1003","111301","2019/10/18 14:59:59","0","10025","0","0","5025409"
"192","13","0","2019/09/30 12:00:00","1003","111301","2019/10/18 14:59:59","0","10025","0","0","5025410"
"193","15","0","2019/09/30 12:00:00","1003","111301","2019/10/18 14:59:59","0","10025","0","0","5025411"
"194","1002403","0","2019/09/16 12:00:00","1002","103701","2019/09/23 20:59:59","0","10024","1","0","5006402"
"195","10","0","2019/09/16 12:00:00","1001","100501","2019/09/23 20:59:59","0","10024","0","0","5006403"
"196","20","0","2019/09/16 12:00:00","1001","103701","2019/09/23 20:59:59","0","10024","0","0","5006404"
"197","30","0","2019/09/16 12:00:00","1001","104701","2019/09/23 20:59:59","0","10024","0","0","5006405"
"198","2","0","2019/09/16 12:00:00","1003","100501","2019/09/23 20:59:59","0","10024","0","0","5006406"
"199","3","0","2019/09/16 12:00:00","1003","103701","2019/09/23 20:59:59","0","10024","0","0","5006407"
"200","4","0","2019/09/16 12:00:00","1003","104701","2019/09/23 20:59:59","0","10024","0","0","5006408"
"201","5","0","2019/09/16 12:00:00","1003","107101","2019/09/23 20:59:59","0","10024","0","0","5006409"
"202","6","0","2019/09/16 12:00:00","1003","100501","2019/09/23 20:59:59","0","10024","0","0","5006410"
"203","8","0","2019/09/16 12:00:00","1003","104701","2019/09/23 20:59:59","0","10024","0","0","5006411"
"214","108201","0","2019/10/16 12:00:00","1004","108201","2019/10/23 20:59:59","0","10026","0","0","5007401"
"215","1002603","0","2019/10/16 12:00:00","1002","108101","2019/10/23 20:59:59","0","10026","1","0","5007402"
"216","10","0","2019/10/16 12:00:00","1001","108101","2019/10/23 20:59:59","0","10026","0","0","5007403"
"217","20","0","2019/10/16 12:00:00","1001","108201","2019/10/23 20:59:59","0","10026","0","0","5007404"
"218","30","0","2019/10/16 12:00:00","1001","108101","2019/10/23 20:59:59","0","10026","0","0","5007405"
"219","2","0","2019/10/16 12:00:00","1003","108201","2019/10/23 20:59:59","0","10026","0","0","5007406"
"220","3","0","2019/10/16 12:00:00","1003","108101","2019/10/23 20:59:59","0","10026","0","0","5007407"
"221","4","0","2019/10/16 12:00:00","1003","108201","2019/10/23 20:59:59","0","10026","0","0","5007408"
"222","5","0","2019/10/16 12:00:00","1003","108101","2019/10/23 20:59:59","0","10026","0","0","5007409"
"223","6","0","2019/10/16 12:00:00","1003","108201","2019/10/23 20:59:59","0","10026","0","0","5007410"
"224","8","0","2019/10/16 12:00:00","1003","108101","2019/10/23 20:59:59","0","10026","0","0","5007411"
"225","1002703","0","2019/10/31 12:00:00","1002","106601","2019/11/14 20:59:59","0","10027","1","0","5027402"
"226","10","0","2019/10/31 12:00:00","1001","100501","2019/11/14 20:59:59","0","10027","0","0","5027403"
"227","20","0","2019/10/31 12:00:00","1001","103701","2019/11/14 20:59:59","0","10027","0","0","5027404"
"228","30","0","2019/10/31 12:00:00","1001","106501","2019/11/14 20:59:59","0","10027","0","0","5027405"
"229","2","0","2019/10/31 12:00:00","1003","100501","2019/11/14 20:59:59","0","10027","0","0","5027406"
"230","4","0","2019/10/31 12:00:00","1003","103701","2019/11/14 20:59:59","0","10027","0","0","5027407"
"231","7","0","2019/10/31 12:00:00","1003","106501","2019/11/14 20:59:59","0","10027","0","0","5027408"
"232","10","0","2019/10/31 12:00:00","1003","100501","2019/11/14 20:59:59","0","10027","0","0","5027409"
"233","13","0","2019/10/31 12:00:00","1003","103701","2019/11/14 20:59:59","0","10027","0","0","5027410"
"234","15","0","2019/10/31 12:00:00","1003","100501","2019/11/14 20:59:59","0","10027","0","0","5027411"
"235","1002803","0","2019/11/15 12:00:00","1002","105601","2019/11/22 20:59:59","0","10028","1","0","5008402"
"236","10","0","2019/11/15 12:00:00","1001","101301","2019/11/22 20:59:59","0","10028","0","0","5008403"
"237","20","0","2019/11/15 12:00:00","1001","100901","2019/11/22 20:59:59","0","10028","0","0","5008404"
"238","30","0","2019/11/15 12:00:00","1001","105601","2019/11/22 20:59:59","0","10028","0","0","5008405"
"239","2","0","2019/11/15 12:00:00","1003","105601","2019/11/22 20:59:59","0","10028","0","0","5008406"
"240","3","0","2019/11/15 12:00:00","1003","100901","2019/11/22 20:59:59","0","10028","0","0","5008407"
"241","4","0","2019/11/15 12:00:00","1003","101301","2019/11/22 20:59:59","0","10028","0","0","5008408"
"242","5","0","2019/11/15 12:00:00","1003","105101","2019/11/22 20:59:59","0","10028","0","0","5008409"
"243","6","0","2019/11/15 12:00:00","1003","102701","2019/11/22 20:59:59","0","10028","0","0","5008410"
"244","8","0","2019/11/15 12:00:00","1003","105601","2019/11/22 20:59:59","0","10028","0","0","5008411"
"245","111601","0","2019/11/30 12:00:00","1004","111601","2019/12/14 20:59:59","0","10029","0","0","5029401"
"246","1002903","0","2019/11/30 12:00:00","1002","111501","2019/12/14 20:59:59","0","10029","1","0","5029402"
"247","10","0","2019/11/30 12:00:00","1001","111601","2019/12/14 20:59:59","0","10029","0","0","5029403"
"248","20","0","2019/11/30 12:00:00","1001","111701","2019/12/14 20:59:59","0","10029","0","0","5029404"
"249","30","0","2019/11/30 12:00:00","1001","111501","2019/12/14 20:59:59","0","10029","0","0","5029405"
"250","2","0","2019/11/30 12:00:00","1003","111501","2019/12/14 20:59:59","0","10029","0","0","5029406"
"251","4","0","2019/11/30 12:00:00","1003","111701","2019/12/14 20:59:59","0","10029","0","0","5029407"
"252","7","0","2019/11/30 12:00:00","1003","111601","2019/12/14 20:59:59","0","10029","0","0","5029408"
"253","10","0","2019/11/30 12:00:00","1003","111701","2019/12/14 20:59:59","0","10029","0","0","5029409"
