65fe6cbe15f9bfb1f54bd1f18ae0ec9fed93e86a7f2c5cef73cae32157b3080d,fa854553443e6e36e805c7b93e88dbdca9629e1cfc612e82b2b636c13b89a3c5,db655bd6741b23c90c72b93ab3460392ca92a2f0a0e8275e4beec54e3a3e4c51,3d1a948157dd9af460f7062677d9ea954da28c2d3702b94bbd48eda376075fd7,db9f60de1d9d93b9b8ef4c40e5f13aaacabaff37d5bc07a83ceda4d610554ef7,dde947b5aca2cbe5ade06f6f31252e5e52e3fa3d7561eecfe6603d9cd1d223e5,003d2079ecc76bbceadd17a78b97766c0beb4f3f10559f4d92a92ef75c79a48b,3c528883b4a48aadfad6df96c4d7b745cfa5c7511247c619917bdcf195265d08,341685e379ae07dd0a16760ce3332e3dcf1bede4d49a0e0405f2168990e1cb4b,dcd0c32613a266c0428d012804cdc3c1c02c907a1973fdb3459ab116cd8fa17a,e460768ff65f7177fec3a59bf149ab3866564b6be5bc13646bdcfbc20f6bc6a6
"91002","8","25021","25013","53","283001053","32","10","2","2","149"
"91002","8","25021","25013","54","283001054","33","10","2","2","152"
"91002","8","25021","25013","55","283001055","33","10","2","2","155"
"91002","8","25021","25013","56","283001056","33","10","2","2","157"
"91002","8","25021","25013","57","283001057","34","10","2","2","160"
"91002","8","25021","25013","58","283001058","34","10","2","2","163"
"91002","8","25021","25013","59","283001059","34","10","2","2","166"
"91002","8","25021","25013","60","283001060","35","30","2","2","169"
"91002","8","25021","25013","61","283001061","35","10","2","2","171"
"91002","8","25021","25013","62","283001062","35","10","2","2","174"
"91002","8","25021","25013","63","283001063","36","10","2","2","177"
"91002","8","25021","25013","64","283001064","36","10","2","2","180"
"91002","8","25021","25013","65","283001065","36","10","2","2","182"
"91002","8","25021","25013","66","283001066","37","10","2","2","185"
"91002","8","25021","25013","67","283001067","37","10","2","2","187"
"91002","8","25021","25013","68","283001068","37","10","2","2","190"
"91002","8","25021","25013","69","283001069","38","10","2","2","193"
"91002","8","25021","25013","70","283001070","38","30","2","2","196"
"91002","8","25021","25013","71","283001071","39","10","2","2","200"
"91002","8","25021","25013","72","283001072","39","10","2","2","204"
"91002","8","25021","25013","73","283001073","40","10","2","2","208"
"91002","8","25021","25013","74","283001074","40","10","2","2","212"
"91002","8","25021","25013","75","283001075","41","10","2","2","216"
"91002","8","25021","25013","76","283001076","41","10","2","2","220"
"91002","8","25021","25013","77","283001077","42","10","2","2","224"
"91002","8","25021","25013","78","283001078","42","10","2","2","228"
"91002","8","25021","25013","79","283001079","43","10","2","2","232"
"91002","8","25021","25013","80","283001080","43","30","2","2","236"
"91002","8","25021","25013","81","283001081","44","10","2","2","240"
"91002","8","25021","25013","82","283001082","44","10","2","2","244"
"91002","8","25021","25013","83","283001083","45","10","2","2","248"
"91002","8","25021","25013","84","283001084","45","10","2","2","252"
"91002","8","25021","25013","85","283001085","46","10","2","2","256"
"91002","8","25021","25013","86","283001086","46","10","2","2","260"
"91002","8","25021","25013","87","283001087","47","10","2","2","264"
"91002","8","25021","25013","88","283001088","47","10","2","2","268"
"91002","8","25021","25013","89","283001089","48","10","2","2","272"
"91002","8","25021","25013","90","283001090","48","30","2","2","276"
"91002","8","25021","25013","91","283001091","49","10","2","2","280"
"91002","8","25021","25013","92","283001092","49","10","2","2","284"
"91002","8","25021","25013","93","283001093","50","10","2","2","288"
"91002","8","25021","25013","94","283001094","50","10","2","2","292"
"91002","8","25021","25013","95","283001095","51","10","2","2","296"
"91002","8","25021","25013","96","283001096","51","10","2","2","300"
"91002","8","25021","25013","97","283001097","52","10","2","2","304"
"91002","8","25021","25013","98","283001098","52","10","2","2","308"
"91002","8","25021","25013","99","283001099","53","10","2","2","312"
"91002","8","25021","25013","100","283001100","53","30","2","2","316"
