1df7cce060019fb80756444ac00f1a29d782e89d4eada2ed6b09365f26012f90,e6aecbd65337298e4717af302e9e8c26f810834ab0bb4c8df1a823704145885a,bf44f69be1e2954fa9dd89fca86973bc12d7e4481b8470410012d392624d60a6,557460569cd5e39a34dd22a9637418198a514430729cd81cff3c1def3221ca13,687f393e8a2197eb64e4b8ba2b0c9cc1899f791c527fe7e1dfb9de37957a82e8,90630af4431740a0cb3bf229cd3ed409be52f0312789dd5399a92c823f7a2bc7,0fe3c9a06589b4838be4cfab5a7d501996ac3a74f36da7ba4bbb548fc3bdf620,a44a51a778bd63fdacef0096a254db92a4a3273e78f87e97407ef8ff173a789f,83da05b6defc446a28642ae5de97a2a7d0a7ef95b214949a5111c767aec0fbaf,f3baf817efd0ee80c23f90314b5bd0e20db31472960b183862d01bf7e24211d3,9712d58de1caf8de756ea8aed3ca60309fa490f6b7e5567f7c2c43b35f99cd0d,0f0679d5bd346b01638eaa173dfd3967691c59d17692472dd9b8b2edf93f9aa7,5131ab3f4082bdb3f91751efbb3205c7982881ecbd0985b00f4af20443029067,5e37753e0fad6b09cdd480509d42f8be8d4c6b9da72563cbb1b0f72ae93111ac,b7bf82bc47c437b78f850a46865dcc75e205876da4dbb9d4ad5c094091f2927f
"24009","0","109002","0","24","1","10011","9","1","2019/01/31 12:00:00","エリコ（バレンタイン）","2030/12/17 14:59:59","0","0","あなた様の愛情\nしかと受け止めました\nこれが……私たちの初めての\n共同作業ですわね……クスクス"
"24010","0","109002","0","24","1","10011","10","1","2019/01/31 12:00:00","エリコ（バレンタイン）","2030/12/17 14:59:59","0","0","これは世界一の\nチョコレートケーキですわ\nだって、あなた様が腕によりをかけて\n作ってくださったんですもの"
"24011","-385","109101","0","24","2","10011","1","1","2019/01/31 12:00:00","シズル（バレンタイン）","2030/12/17 14:59:59","8","2.12","上手にできなくて残念だった？\nでも、弟くんの気持ちが嬉しいな\nいつだってお姉ちゃんは\nそばにいるからね♪"
"24012","-385","109101","0","24","2","10011","2","5","2019/01/31 12:00:00","シズル（バレンタイン）","2030/12/17 14:59:59","8","4.19","うーん、弟くんには珍しく\n緊張しちゃったのかな？\nもう一度チャレンジしてみる？"
"24013","-385","109101","0","24","4","10011","3","2","2019/01/31 12:00:00","シズル（バレンタイン）","2030/12/17 14:59:59","8","2.3","お姉ちゃんのお手伝い、\nよくできました！\nあー、\nまだつまみ食いしちゃダメだぞ！"
"24014","0","109102","0","24","1","10011","4","1","2019/01/31 12:00:00","シズル（バレンタイン）","2030/12/17 14:59:59","0","0","見てみて！\nスポンジに綺麗な焼き目がついてるよ\nさっすが弟くんだね！"
"24015","-385","109101","0","24","2","10011","5","5","2019/01/31 12:00:00","シズル（バレンタイン）","2030/12/17 14:59:59","8","5.23","まぁまぁ、落ち込まないで\n見た目は……個性的だけど、\n味は絶対美味しいはずだから！"
"24016","0","109102","0","24","1","10011","6","1","2019/01/31 12:00:00","シズル（バレンタイン）","2030/12/17 14:59:59","0","0","弟くんみたいな\n可愛いケーキができたよ！\n早く食べてみたいでしょ♪"
"24017","-385","109101","0","24","2","10011","7","1","2019/01/31 12:00:00","シズル（バレンタイン）","2030/12/17 14:59:59","8","5.01","あれれ？　弟くん、指に\nチョコレートがくっついてるよ？\nお姉ちゃんが舐めてあげるね、\nはぁむ！"
"24018","0","109102","0","24","1","10011","8","1","2019/01/31 12:00:00","シズル（バレンタイン）","2030/12/17 14:59:59","0","0","なかなか上手にできたんじゃない？\nでも弟くんはまだまだできる子！\nお姉ちゃん、信じてるからね"
"24019","0","109102","0","24","1","10011","9","1","2019/01/31 12:00:00","シズル（バレンタイン）","2030/12/17 14:59:59","0","0","わぁ～、\nとっても美味しそうにできたね！\n弟くん手慣れてたから\nお姉ちゃん安心して任せられちゃった！"
"24020","0","109102","0","24","1","10011","10","1","2019/01/31 12:00:00","シズル（バレンタイン）","2030/12/17 14:59:59","0","0","や～ん、弟くんが手伝ってくれた\nチョコレートケーキ！\nすっごく美味しそうにできたね♪"
"26001","-363","106401","2104010","26","1","0","1","2","2015/12/17 15:00:00","シェフィ","2030/12/17 14:59:59","0","0","ここから先は神聖な場所みたい\nどんなお宝が眠っているのか、\n今から探索するのが楽しみね♪"
"26002","-363","105801","0","26","1","0","1","1","2015/12/17 15:00:00","ペコリーヌ","2030/12/17 14:59:59","0","0","ここから先は神聖な場所\nみたいです！\nどんなお宝が手に入るか\n楽しみですね！"
"26003","-363","106001","0","26","1","0","1","1","2015/12/17 15:00:00","キャル","2030/12/17 14:59:59","0","0","この先は神聖な場所みたい。\n手に入るお宝も並じゃないけど\n気を付けていかないと\n痛い目にあうわよ"
"26004","-363","105901","0","26","1","0","1","1","2015/12/17 15:00:00","コッコロ","2030/12/17 14:59:59","0","0","ここから先は神聖な場所\nでございます。\n気を引き締めてお宝の\n調査探索に参りましょう"
"27001","-363","106401","2104010","27","1","0","1","2","2015/12/17 15:00:00","シェフィ","2030/12/17 14:59:59","0","0","ここにさらなる力を得るための\nアイテムが眠っている…って\nみんな言ってるわ。ふふっ、\nそれじゃあ挑戦してみましょうか"
"27002","-363","105801","0","27","1","0","1","1","2015/12/17 15:00:00","ペコリーヌ","2030/12/17 14:59:59","0","0","ここにさらなる力を得るための\nアイテムが眠っているみたい\nです！　どこから挑戦するか\n迷っちゃいますね！"
"27003","-363","106001","0","27","1","0","1","1","2015/12/17 15:00:00","キャル","2030/12/17 14:59:59","0","0","ここにさらなる力を得るための\nアイテムが眠っているみたい！\nどんどん挑戦して\n強くなっちゃいましょ！"
"27004","-363","105901","0","27","1","0","1","1","2015/12/17 15:00:00","コッコロ","2030/12/17 14:59:59","0","0","こちらにさらなる力を得る\nためのアイテムが眠っている\nようです。主さま、どこから\n挑戦いたしましょう。"
"28001","-363","190801","0","28","1","0","1","1","2019/09/24 15:00:00","カリン","2030/12/17 14:59:59","0","0","ようこそ！\n皆さんの素敵な出会いを\nギルド管理協会が\nお手伝いします！"
"28002","-363","190801","0","28","1","0","2","1","2019/09/24 15:00:00","カリン","2030/12/17 14:59:59","0","0","ギルド管理協会です\nフレンドに関しては\nこちらでご確認ください"
"29001","-409","190801","0","29","1","0","3","1","2019/09/24 15:00:00","カリン","2030/12/17 14:59:59","0","0","こちらがフレンドの\n皆さんです\n素敵な関係を\n築いてくださいね！"
"29002","-409","190801","0","29","1","0","4","1","2019/09/24 15:00:00","カリン","2030/12/17 14:59:59","0","0","こちらの一覧で\nフレンドのプロフィールを\n確認できますよ"
"30001","-409","190801","0","30","1","0","5","1","2019/09/24 15:00:00","カリン","2030/12/17 14:59:59","0","0","フレンド管理は\nこちらになります\n新しいフレンドとの出会いを\n楽しんでくださいね！"
"30002","-409","190801","0","30","1","0","6","1","2019/09/24 15:00:00","カリン","2030/12/17 14:59:59","0","0","フレンドの申請や\n承認ができますよ\nどうぞ、良き交流を！"
"31001","-409","190801","0","31","1","0","7","1","2019/10/31 12:00:00","カリン","2030/12/17 14:59:59","0","0","バトルをして力比べを\nしてみましょう！\n実力が試されますね、\n頑張ってください！"
"31002","-409","190801","0","31","1","0","8","1","2019/10/31 12:00:00","カリン","2030/12/17 14:59:59","0","0","気になるパーティと\nバトルをしてみましょう！\nどちらが勝利するのか、\n私も楽しみにしていますね"
"32001","-409","190801","0","32","1","0","1","1","2019/12/20 5:00:00","カリン","2020/01/04 4:59:59","0","0","ルーキーの皆さんのために\n特別なミッションを\nご用意いたしました！\nぜひ、挑戦してください！"
"32002","-409","190801","0","32","1","0","2","1","2019/12/20 5:00:00","カリン","2020/01/04 4:59:59","0","0","期間限定のキャンペーンを\n開催中です！\nミッションにチャレンジ\nしましょう！"
"33001","-409","190801","0","33","1","0","3","1","2019/12/20 5:00:00","カリン","2020/01/04 4:59:59","0","0","フレンドになって\n初心者の方を応援しましょう！\n素敵な報酬が待っていますよ！"
"33002","-409","190801","0","33","1","0","4","1","2019/12/20 5:00:00","カリン","2020/01/04 4:59:59","0","0","期間限定のキャンペーンを\n開催中です！\nミッションにチャレンジ\nしましょう！"
"34001","-409","190801","0","34","1","0","5","1","2020/01/04 5:00:00","カリン","2020/01/10 11:59:59","0","0","お疲れ様でした！\nミッションの報酬の受け取りは\nこちらからできますよ！"
"34002","-409","190801","0","34","1","0","6","1","2020/01/04 5:00:00","カリン","2020/01/10 11:59:59","0","0","ミッション報酬の受け取りは\nこちら！\n受け取り漏れの無いように\n気を付けてくださいね！"
"38001","-458","105801","0","38","2","0","1","1","2015/12/17 15:00:00","ペコリーヌ","2030/12/17 14:59:59","0","5.3","過去のストーリーイベントを\n楽しめちゃいますよ！\n遊んだことのないものがあれば\n一緒にやってみましょう♪"
"38002","-458","105801","0","38","2","0","2","1","2015/12/17 15:00:00","ペコリーヌ","2030/12/17 14:59:59","0","6.5","これまでのイベントで登場した\n限定キャラを仲間にできたり\nメモリーピースが手に入る\nみたいですよ。やばいですね☆"
"39005","9999","105801","0","39","3","0","0","3","2020/04/01","ペコリーヌ","2020/04/08 23:59:59","9999","0",""
"40001","-430","190801","0","40","1","0","2","1","2015/12/17 15:00:00","カリン","2030/12/17 14:59:59","0","0","これまでに出題された\n問題を振り返ることが\nできますよ\n復習は大切です♪"
"41001","-363","106401","2104010","41","1","0","1","1","2015/12/17 15:00:00","シェフィ","2030/12/17 14:59:59","0","0","ここでは腕試しが\nできるんですって。\n自分の実力を測るのに、\nちょうどよさそうね。"
"41002","-363","105801","0","41","1","0","1","1","2015/12/17 15:00:00","ペコリーヌ","2030/12/17 14:59:59","0","0","ここで腕試しを\nしていきましょう！\n全力全開、\nがんばっちゃいますよ～！"
"41003","-363","106001","0","41","1","0","1","1","2015/12/17 15:00:00","キャル","2030/12/17 14:59:59","0","0","ここで腕試しが\nできるみたいね。\n試してみるのも\nいいんじゃない？"
"41004","-363","105901","0","41","1","0","1","1","2015/12/17 15:00:00","コッコロ","2030/12/17 14:59:59","0","0","腕試しができるようです。\nここで練習を重ね、実戦に\n活かしてまいりましょう。"
"42001","-416.5","105901","0","42","1","0","1","1","2015/12/17 15:00:00","コッコロ","2030/12/17 14:59:59","0","0","訓練の成果に応じて、\n報酬がもらえるそうです。\n共に励んでいきましょう。"
"42002","-416.5","106401","2104010","42","1","0","1","1","2015/12/17 15:00:00","シェフィ","2030/12/17 14:59:59","0","0","目標を達成すれば、\n報酬がもらえるみたい。\n頑張り甲斐があるわね。"
"42003","-416.5","105801","0","42","1","0","1","1","2015/12/17 15:00:00","ペコリーヌ","2030/12/17 14:59:59","0","0","腕試しをがんばれば、\n報酬がもらえますよ。\n挑戦していきましょう☆"
"42004","-416.5","106001","0","42","1","0","1","1","2015/12/17 15:00:00","キャル","2030/12/17 14:59:59","0","0","ミッションを達成すると、\n報酬が出るんですって。\n一緒にやってみましょ！"
"43001","-363","105801","0","43","1","0","1","1","2015/12/17 15:00:00","ペコリーヌ","2030/12/17 14:59:59","0","0","ここからアリーナに\n挑戦できますよ！\n編成を工夫してライバルに\n挑んじゃいましょう！"
"43002","-363","105901","0","43","1","0","1","1","2015/12/17 15:00:00","コッコロ","2030/12/17 14:59:59","0","0","こちらからアリーナに\n挑戦することができます。\n主さまらしい編成で\nライバルに挑みましょう。"
"43003","-363","106001","0","43","1","0","1","1","2015/12/17 15:00:00","キャル","2030/12/17 14:59:59","0","0","ここからアリーナに\n挑戦できるわよ！\nしっかり編成を考えて\nライバルに挑みなさい！"
"43004","-416.5","123001","0","44","1","0","1","1","2015/12/17 15:00:00","アメス","2030/12/17 14:59:59","0","0","ミッションをクリアすると報酬が\n受け取れるわ。ジャンジャン\nクリアしてバリバリ強化して\nあげなさい♪"
"43005","-416.5","123001","0","44","1","0","2","1","2015/12/17 15:00:00","アメス","2030/12/17 14:59:59","0","0","ぼんやりしてる場合じゃないわ。\n早くミッションをクリアして\n報酬を受け取ってきなさい！"
"43006","-416.5","123001","0","45","2","0","3","1","2015/12/17 15:00:00","アメス","2030/12/17 14:59:59","0","5.79","ちょっとあんた、報酬が\n受け取れるじゃない！\n忘れずにチェックなさい。\nアメス様との約束よ？"
