6f91238c4ec1426d3f86b0aaf56ffb4864748c0db781b54c17c5cb973e935e36,f78ff32f25c4341f508de555aa5542b6007223f46ec944fca3e6f89cf6a6cfac,2db5933fa83778954d2e1a3755b24406a29542b51da814129fa7faa7a46cdf32,b78a064a00edc38a5725cc592b379f66f331a4220757ab948435ff1377b06251,7c29e67816e8b8e3c6bb17e8a4c412771bc07369e28aa639bf056af5877dd302,e91e91a0c92b36c50d1b1f8744a0c04a3b31d121fa55bbd030192aa4baca1b21,c3853705277372fd2a6dc8978904816d69544df6a9cac1beb9a652dd92c96389,1da7a396ac78fbf57556219603144a18ec6ba49230ba2b135d84cbf5648851cb,cf933d6f3f34ccc478556a3a47a338edf0d0139af84021ec23df255729568a44,d47b8f30b3389228f1173d9a85fd865c2b193ca7ef19aa0cd7bdc6fda54adc38,f76a23122ed8f0c5173aad9e86a3667a586539634cf170b37a1d4e9f288114cb,40afef8909bd1aaf39e02a96e12a68c991215ef9a64291d0a4fdfbcac391c019
"924143202","92414230","924142202","92414","90","924142200","92414220","2","1000000000","2","1","92414210"
"924143203","92414240","924142203","92414","90","924142300","92414230","3","1500000000","3","1","92414220"
"924143204","0","924142204","92414","90","924142400","92414240","4","0","4","1","92414230"
"924143301","92414320","924142301","92414","90","924143100","92414310","1","500000000","1","1","0"
"924143302","92414330","924142302","92414","90","924143200","92414320","2","1000000000","2","1","92414310"
"924143303","92414340","924142303","92414","90","924143300","92414330","3","1500000000","3","1","92414320"
"924143304","0","924142304","92414","90","924143400","92414340","4","0","4","1","92414330"
"924153101","92415120","924152101","92415","90","924151100","92415110","1","500000000","1","1","0"
"924153102","92415130","924152102","92415","90","924151200","92415120","2","1000000000","2","1","92415110"
"924153103","92415140","924152103","92415","90","924151300","92415130","3","1500000000","3","1","92415120"
"924153104","0","924152104","92415","90","924151400","92415140","4","0","4","1","92415130"
"924153201","92415220","924152201","92415","90","924152100","92415210","1","500000000","1","1","0"
"924153202","92415230","924152202","92415","90","924152200","92415220","2","1000000000","2","1","92415210"
"924153203","92415240","924152203","92415","90","924152300","92415230","3","1500000000","3","1","92415220"
"924153204","0","924152204","92415","90","924152400","92415240","4","0","4","1","92415230"
"924153301","92415320","924152301","92415","90","924153100","92415310","1","500000000","1","1","0"
"924153302","92415330","924152302","92415","90","924153200","92415320","2","1000000000","2","1","92415310"
"924153303","92415340","924152303","92415","90","924153300","92415330","3","1500000000","3","1","92415320"
"924153304","0","924152304","92415","90","924153400","92415340","4","0","4","1","92415330"
"924163101","92416120","924162101","92416","90","924161100","92416110","1","500000000","1","1","0"
"924163102","92416130","924162102","92416","90","924161200","92416120","2","1000000000","2","1","92416110"
"924163103","92416140","924162103","92416","90","924161300","92416130","3","1500000000","3","1","92416120"
"924163104","0","924162104","92416","90","924161400","92416140","4","0","4","1","92416130"
"924163201","92416220","924162201","92416","90","924162100","92416210","1","500000000","1","1","0"
"924163202","92416230","924162202","92416","90","924162200","92416220","2","1000000000","2","1","92416210"
"924163203","92416240","924162203","92416","90","924162300","92416230","3","1500000000","3","1","92416220"
"924163204","0","924162204","92416","90","924162400","92416240","4","0","4","1","92416230"
"924163301","92416320","924162301","92416","90","924163100","92416310","1","500000000","1","1","0"
"924163302","92416330","924162302","92416","90","924163200","92416320","2","1000000000","2","1","92416310"
"924163303","92416340","924162303","92416","90","924163300","92416330","3","1500000000","3","1","92416320"
"924163304","0","924162304","92416","90","924163400","92416340","4","0","4","1","92416330"
"924173101","92417120","924172101","92417","90","924171100","92417110","1","500000000","1","1","0"
"924173102","92417130","924172102","92417","90","924171200","92417120","2","1000000000","2","1","92417110"
"924173103","92417140","924172103","92417","90","924171300","92417130","3","1500000000","3","1","92417120"
"924173104","0","924172104","92417","90","924171400","92417140","4","0","4","1","92417130"
"924173201","92417220","924172201","92417","90","924172100","92417210","1","500000000","1","1","0"
"924173202","92417230","924172202","92417","90","924172200","92417220","2","1000000000","2","1","92417210"
"924173203","92417240","924172203","92417","90","924172300","92417230","3","1500000000","3","1","92417220"
"924173204","0","924172204","92417","90","924172400","92417240","4","0","4","1","92417230"
"924173301","92417320","924172301","92417","90","924173100","92417310","1","500000000","1","1","0"
"924173302","92417330","924172302","92417","90","924173200","92417320","2","1000000000","2","1","92417310"
"924173303","92417340","924172303","92417","90","924173300","92417330","3","1500000000","3","1","92417320"
"924173304","0","924172304","92417","90","924173400","92417340","4","0","4","1","92417330"
"924183101","92418120","924182101","92418","90","924181100","92418110","1","500000000","1","1","0"
"924183102","92418130","924182102","92418","90","924181200","92418120","2","1000000000","2","1","92418110"
"924183103","92418140","924182103","92418","90","924181300","92418130","3","1500000000","3","1","92418120"
"924183104","0","924182104","92418","90","924181400","92418140","4","0","4","1","92418130"
"924183201","92418220","924182201","92418","90","924182100","92418210","1","500000000","1","1","0"
"924183202","92418230","924182202","92418","90","924182200","92418220","2","1000000000","2","1","92418210"
"924183203","92418240","924182203","92418","90","924182300","92418230","3","1500000000","3","1","92418220"
"924183204","0","924182204","92418","90","924182400","92418240","4","0","4","1","92418230"
"924183301","92418320","924182301","92418","90","924183100","92418310","1","500000000","1","1","0"
"924183302","92418330","924182302","92418","90","924183200","92418320","2","1000000000","2","1","92418310"
"924183303","92418340","924182303","92418","90","924183300","92418330","3","1500000000","3","1","92418320"
"924183304","0","924182304","92418","90","924183400","92418340","4","0","4","1","92418330"
"924193101","92419120","924192101","92419","90","924191100","92419110","1","500000000","1","1","0"
"924193102","92419130","924192102","92419","90","924191200","92419120","2","1000000000","2","1","92419110"
"924193103","92419140","924192103","92419","90","924191300","92419130","3","1500000000","3","1","92419120"
"924193104","0","924192104","92419","90","924191400","92419140","4","0","4","1","92419130"
"924193201","92419220","924192201","92419","90","924192100","92419210","1","500000000","1","1","0"
"924193202","92419230","924192202","92419","90","924192200","92419220","2","1000000000","2","1","92419210"
"924193203","92419240","924192203","92419","90","924192300","92419230","3","1500000000","3","1","92419220"
"924193204","0","924192204","92419","90","924192400","92419240","4","0","4","1","92419230"
"924193301","92419320","924192301","92419","90","924193100","92419310","1","500000000","1","1","0"
"924193302","92419330","924192302","92419","90","924193200","92419320","2","1000000000","2","1","92419310"
"924193303","92419340","924192303","92419","90","924193300","92419330","3","1500000000","3","1","92419320"
"924193304","0","924192304","92419","90","924193400","92419340","4","0","4","1","92419330"
"924203101","92420120","924202101","92420","90","924201100","92420110","1","500000000","1","1","0"
"924203102","92420130","924202102","92420","90","924201200","92420120","2","1000000000","2","1","92420110"
"924203103","92420140","924202103","92420","90","924201300","92420130","3","1500000000","3","1","92420120"
"924203104","0","924202104","92420","90","924201400","92420140","4","0","4","1","92420130"
"924203201","92420220","924202201","92420","90","924202100","92420210","1","500000000","1","1","0"
"924203202","92420230","924202202","92420","90","924202200","92420220","2","1000000000","2","1","92420210"
"924203203","92420240","924202203","92420","90","924202300","92420230","3","1500000000","3","1","92420220"
"924203204","0","924202204","92420","90","924202400","92420240","4","0","4","1","92420230"
"924203301","92420320","924202301","92420","90","924203100","92420310","1","500000000","1","1","0"
"924203302","92420330","924202302","92420","90","924203200","92420320","2","1000000000","2","1","92420310"
"924203303","92420340","924202303","92420","90","924203300","92420330","3","1500000000","3","1","92420320"
"924203304","0","924202304","92420","90","924203400","92420340","4","0","4","1","92420330"
"925013101","92501120","925012101","92413","90","925011100","92501110","1","500000000","1","1","0"
"925013102","92501130","925012102","92413","90","925011200","92501120","2","1000000000","2","1","92501110"
"925013103","92501140","925012103","92413","90","925011300","92501130","3","1500000000","3","1","92501120"
"925013104","0","925012104","92413","90","925011400","92501140","4","0","4","1","92501130"
"925013201","92501220","925012201","92413","90","925012100","92501210","1","500000000","1","1","0"
"925013202","92501230","925012202","92413","90","925012200","92501220","2","1000000000","2","1","92501210"
"925013203","92501240","925012203","92413","90","925012300","92501230","3","1500000000","3","1","92501220"
"925013204","0","925012204","92413","90","925012400","92501240","4","0","4","1","92501230"
"925013301","92501320","925012301","92413","90","925013100","92501310","1","500000000","1","1","0"
"925013302","92501330","925012302","92413","90","925013200","92501320","2","1000000000","2","1","92501310"
"925013303","92501340","925012303","92413","90","925013300","92501330","3","1500000000","3","1","92501320"
"925013304","0","925012304","92413","90","925013400","92501340","4","0","4","1","92501330"
