20bd58977bc26d2734e4e17588c7abd8654e3259f502c51b4c125f64a419eafe,f91df44f3167fe07b7aa3977e5f13e6d699773e92726b31020e79b093a8353dd,47b8be801783f1d313e5fddfdb64494c6a85b82f2b3991be14377020e48ce552,0ebc3800d40d60f9952975c2b4c3bea9bba5021c5fddc046f9ea6533b968edf7,4a5c3b0550cb6f84f65cd448572be11cbfb6d88f8c45332a3c94e1045da87f29,6ca43cc1b83aaa7418fdb076cea30620de512f6eecbd7e06ae23d49366f81b42,cc1ce7d2244ad8cecf3f60e927bd5fbe0fc0993f02d39509e2f2df9da12036ed,47195f55d4128ba523f6a3ad30b7c4e447f7687adf20e10ffcd795b86ecc4c39,892d983f499f49a0eb511d2ce5ce6e185fad2ae080828c0af0824ba61a38e8e0
"50","320060407","1","2","0.7","502006406","0","271","59"
"62","320060407","2","3","0.9","502006408","0","272","30"
"13","320060407","3","1","0.65","0","0","273","-49"
"10","320060408","1","1","1","0","0","274","5"
"10","320060409","1","1","1.2","0","0","275","-10"
"-25","320060410","1","1","1","0","0","276","20"
"40","320060506","1","2","0.7","502006501","0","277","-74"
"67","320060506","2","3","0.7","502006503","0","278","13"
"11","320060506","3","1","0.65","0","0","279","43.5"
"50","320060507","1","2","0.7","502006506","0","280","59"
"62","320060507","2","3","0.9","502006508","0","281","30"
"13","320060507","3","1","0.65","0","0","282","-49"
"10","320060508","1","1","1","0","0","283","5"
"10","320060509","1","1","1.2","0","0","284","-10"
"-25","320060510","1","1","1","0","0","285","20"
"40","320070106","1","2","0.7","502007101","0","286","-74"
"67","320070106","2","3","0.7","502007103","0","287","43"
"11","320070106","3","1","0.65","0","0","288","43.5"
"50","320070107","1","2","0.7","502007106","0","289","59"
"62","320070107","2","3","0.9","502007108","0","290","30"
"13","320070107","3","1","0.65","0","0","291","-49"
"20","320070108","1","1","0.9","0","0","292","5"
"20","320070109","1","1","0.9","0","0","293","0"
"-20","320070110","1","1","1","0","0","294","-20"
"40","320070206","1","2","0.7","502007201","0","295","-74"
"67","320070206","2","3","0.7","502007203","0","296","43"
"11","320070206","3","1","0.65","0","0","297","43.5"
"50","320070207","1","2","0.7","502007206","0","298","59"
"62","320070207","2","3","0.9","502007208","0","299","30"
"13","320070207","3","1","0.65","0","0","300","-49"
"20","320070208","1","1","0.9","0","0","301","5"
"20","320070209","1","1","0.9","0","0","302","0"
"-20","320070210","1","1","1","0","0","303","-20"
"40","320070306","1","2","0.7","502007301","0","304","-74"
"67","320070306","2","3","0.7","502007303","0","305","43"
"11","320070306","3","1","0.65","0","0","306","43.5"
"50","320070307","1","2","0.7","502007306","0","307","59"
"62","320070307","2","3","0.9","502007308","0","308","30"
"13","320070307","3","1","0.65","0","0","309","-49"
"20","320070308","1","1","0.9","0","0","310","5"
"20","320070309","1","1","0.9","0","0","311","0"
"-20","320070310","1","1","1","0","0","312","-20"
"40","320070406","1","2","0.7","502007401","0","313","-74"
"67","320070406","2","3","0.7","502007403","0","314","43"
"11","320070406","3","1","0.65","0","0","315","43.5"
"50","320070407","1","2","0.7","502007406","0","316","59"
"62","320070407","2","3","0.9","502007408","0","317","30"
"13","320070407","3","1","0.65","0","0","318","-49"
"20","320070408","1","1","0.9","0","0","319","5"
"20","320070409","1","1","0.9","0","0","320","0"
"-20","320070410","1","1","1","0","0","321","-20"
"40","320070506","1","2","0.7","502007501","0","322","-74"
"67","320070506","2","3","0.7","502007503","0","323","43"
"11","320070506","3","1","0.65","0","0","324","43.5"
"50","320070507","1","2","0.7","502007506","0","325","59"
"62","320070507","2","3","0.9","502007508","0","326","30"
"13","320070507","3","1","0.65","0","0","327","-49"
"20","320070508","1","1","0.9","0","0","328","5"
"20","320070509","1","1","0.9","0","0","329","0"
"-20","320070510","1","1","1","0","0","330","-20"
"40","320080106","1","2","0.7","502008101","0","331","-74"
"67","320080106","2","3","0.9","502008103","0","332","43"
"11","320080106","3","1","0.65","0","0","333","43.5"
"50","320080107","1","2","0.7","502008106","0","334","59"
"62","320080107","2","3","0.9","502008108","0","335","30"
"13","320080107","3","1","0.65","0","0","336","-49"
"20","320080108","1","1","0.8","0","0","337","5"
"20","320080109","1","1","1.1","0","0","338","0"
"-20","320080110","1","1","1","0","0","339","-20"
"40","320080206","1","2","0.7","502008201","0","340","-74"
"67","320080206","2","3","0.9","502008203","0","341","43"
"11","320080206","3","1","0.65","0","0","342","43.5"
"50","320080207","1","2","0.7","502008206","0","343","59"
"62","320080207","2","3","0.9","502008208","0","344","30"
"13","320080207","3","1","0.65","0","0","345","-49"
"20","320080208","1","1","0.8","0","0","346","5"
"20","320080209","1","1","1.1","0","0","347","0"
"-20","320080210","1","1","1","0","0","348","-20"
"40","320080306","1","2","0.7","502008301","0","349","-74"
"67","320080306","2","3","0.9","502008303","0","350","43"
"11","320080306","3","1","0.65","0","0","351","43.5"
"50","320080307","1","2","0.7","502008306","0","352","59"
"62","320080307","2","3","0.9","502008308","0","353","30"
"13","320080307","3","1","0.65","0","0","354","-49"
"20","320080308","1","1","0.8","0","0","355","5"
"20","320080309","1","1","1.1","0","0","356","0"
"-20","320080310","1","1","1","0","0","357","-20"
"40","320080406","1","2","0.7","502008401","0","358","-74"
"67","320080406","2","3","0.9","502008403","0","359","43"
"11","320080406","3","1","0.65","0","0","360","43.5"
"50","320080407","1","2","0.7","502008406","0","361","59"
"62","320080407","2","3","0.9","502008408","0","362","30"
"13","320080407","3","1","0.65","0","0","363","-49"
"20","320080408","1","1","0.8","0","0","364","5"
"20","320080409","1","1","1.1","0","0","365","0"
"-20","320080410","1","1","1","0","0","366","-20"
"40","320080506","1","2","0.7","502008501","0","367","-74"
"67","320080506","2","3","0.9","502008503","0","368","43"
"11","320080506","3","1","0.65","0","0","369","43.5"
"50","320080507","1","2","0.7","502008506","0","370","59"
"62","320080507","2","3","0.9","502008508","0","371","30"
"13","320080507","3","1","0.65","0","0","372","-49"
"20","320080508","1","1","0.8","0","0","373","5"
"20","320080509","1","1","1.1","0","0","374","0"
"-20","320080510","1","1","1","0","0","375","-20"
"40","320090106","1","2","0.7","502009101","0","376","-74"
"67","320090106","2","3","1","502009103","0","377","13"
"11","320090106","3","1","0.65","0","0","378","43.5"
"50","320090107","1","2","0.7","502009106","0","379","-68"
"62","320090107","2","3","0.9","502009108","0","380","30"
"13","320090107","3","1","0.65","0","0","381","29"
"10","320090108","1","1","0.75","0","0","382","5"
"10","320090109","1","1","1","0","0","383","0"
"-20","320090110","1","1","1","0","0","384","-20"
"40","320090206","1","2","0.7","502009201","0","385","-74"
"67","320090206","2","3","1","502009203","0","386","13"
"11","320090206","3","1","0.65","0","0","387","43.5"
"50","320090207","1","2","0.7","502009206","0","388","-68"
"62","320090207","2","3","0.9","502009208","0","389","30"
"13","320090207","3","1","0.65","0","0","390","29"
"10","320090208","1","1","0.75","0","0","391","5"
"10","320090209","1","1","1","0","0","392","0"
"-20","320090210","1","1","1","0","0","393","-20"
"40","320090306","1","2","0.7","502009301","0","394","-74"
"67","320090306","2","3","1","502009303","0","395","13"
"11","320090306","3","1","0.65","0","0","396","43.5"
"50","320090307","1","2","0.7","502009306","0","397","-68"
"62","320090307","2","3","0.9","502009308","0","398","30"
"13","320090307","3","1","0.65","0","0","399","29"
"10","320090308","1","1","0.75","0","0","400","5"
"10","320090309","1","1","1","0","0","401","0"
"-20","320090310","1","1","1","0","0","402","-20"
"40","320090406","1","2","0.7","502009401","0","403","-74"
"67","320090406","2","3","1","502009403","0","404","13"
"11","320090406","3","1","0.65","0","0","405","43.5"
"50","320090407","1","2","0.7","502009406","0","406","-68"
"62","320090407","2","3","0.9","502009408","0","407","30"
"13","320090407","3","1","0.65","0","0","408","29"
"10","320090408","1","1","0.75","0","0","409","5"
"10","320090409","1","1","1","0","0","410","0"
"-20","320090410","1","1","1","0","0","411","-20"
"40","320090506","1","2","0.7","502009501","0","412","-74"
"67","320090506","2","3","1","502009503","0","413","13"
"11","320090506","3","1","0.65","0","0","414","43.5"
"50","320090507","1","2","0.7","502009506","0","415","-68"
"62","320090507","2","3","0.9","502009508","0","416","30"
"13","320090507","3","1","0.65","0","0","417","29"
"10","320090508","1","1","0.75","0","0","418","5"
"10","320090509","1","1","1","0","0","419","0"
"-20","320090510","1","1","1","0","0","420","-20"
"40","320100106","1","2","0.7","502010101","0","421","-74"
"67","320100106","2","3","1","502010103","0","422","13"
"11","320100106","3","1","0.65","0","0","423","43.5"
"50","320100107","1","2","0.7","502010106","0","424","-68"
"62","320100107","2","3","0.9","502010108","0","425","30"
"13","320100107","3","1","0.65","0","0","426","29"
"60","320100108","1","1","0.9","0","0","427","40"
"10","320100109","1","1","1","0","0","428","0"
"-35","320100110","1","1","1","0","0","429","-20"
"40","320100206","1","2","0.7","502010201","0","430","-74"
"67","320100206","2","3","1","502010203","0","431","13"
"11","320100206","3","1","0.65","0","0","432","43.5"
"50","320100207","1","2","0.7","502010206","0","433","-68"
"62","320100207","2","3","0.9","502010208","0","434","30"
"13","320100207","3","1","0.65","0","0","435","29"
"60","320100208","1","1","0.9","0","0","436","40"
"10","320100209","1","1","1","0","0","437","0"
"-35","320100210","1","1","1","0","0","438","-20"
"40","320100306","1","2","0.7","502010301","0","439","-74"
"67","320100306","2","3","1","502010303","0","440","13"
"11","320100306","3","1","0.65","0","0","441","43.5"
"50","320100307","1","2","0.7","502010306","0","442","-68"
"62","320100307","2","3","0.9","502010308","0","443","30"
"13","320100307","3","1","0.65","0","0","444","29"
"60","320100308","1","1","0.9","0","0","445","40"
"10","320100309","1","1","1","0","0","446","0"
"-35","320100310","1","1","1","0","0","447","-20"
"40","320100406","1","2","0.7","502010401","0","448","-74"
"67","320100406","2","3","1","502010403","0","449","13"
"11","320100406","3","1","0.65","0","0","450","43.5"
"50","320100407","1","2","0.7","502010406","0","451","-68"
"62","320100407","2","3","0.9","502010408","0","452","30"
"13","320100407","3","1","0.65","0","0","453","29"
"60","320100408","1","1","0.9","0","0","454","40"
"10","320100409","1","1","1","0","0","455","0"
"-35","320100410","1","1","1","0","0","456","-20"
"40","320100506","1","2","0.7","502010501","0","457","-74"
"67","320100506","2","3","1","502010503","0","458","13"
"11","320100506","3","1","0.65","0","0","459","43.5"
"50","320100507","1","2","0.7","502010506","0","460","-68"
"62","320100507","2","3","0.9","502010508","0","461","30"
"13","320100507","3","1","0.65","0","0","462","29"
"60","320100508","1","1","0.9","0","0","463","40"
"10","320100509","1","1","1","0","0","464","0"
"-35","320100510","1","1","1","0","0","465","-20"
"40","320110106","1","2","0.7","502011101","0","466","-74"
"67","320110106","2","3","1","502011103","0","467","13"
"11","320110106","3","1","0.65","0","0","468","43.5"
"50","320110107","1","2","0.7","502011106","0","469","-98"
"72","320110107","2","3","1.1","502011108","0","470","0"
"13","320110107","3","1","0.65","0","0","471","49"
"30","320110108","1","1","0.75","0","0","472","-40"
"50","320110109","1","1","1.2","0","0","473","20"
"-35","320110110","1","1","1.1","0","0","474","-20"
"40","320110206","1","2","0.7","502011201","0","475","-74"
"67","320110206","2","3","1","502011203","0","476","13"
"11","320110206","3","1","0.65","0","0","477","43.5"
"50","320110207","1","2","0.7","502011206","0","478","-98"
"72","320110207","2","3","1.1","502011208","0","479","0"
"13","320110207","3","1","0.65","0","0","480","49"
"30","320110208","1","1","0.75","0","0","481","-40"
"50","320110209","1","1","1.2","0","0","482","20"
"-35","320110210","1","1","1.1","0","0","483","-20"
"40","320110306","1","2","0.7","502011301","0","484","-74"
"67","320110306","2","3","1","502011303","0","485","13"
"11","320110306","3","1","0.65","0","0","486","43.5"
"50","320110307","1","2","0.7","502011306","0","487","-98"
"72","320110307","2","3","1.1","502011308","0","488","0"
"13","320110307","3","1","0.65","0","0","489","49"
"30","320110308","1","1","0.75","0","0","490","-40"
"50","320110309","1","1","1.2","0","0","491","20"
"-35","320110310","1","1","1.1","0","0","492","-20"
"40","320110406","1","2","0.7","502011401","0","493","-74"
"67","320110406","2","3","1","502011403","0","494","13"
"11","320110406","3","1","0.65","0","0","495","43.5"
"50","320110407","1","2","0.7","502011406","0","496","-98"
"72","320110407","2","3","1.1","502011408","0","497","0"
"13","320110407","3","1","0.65","0","0","498","49"
"30","320110408","1","1","0.75","0","0","499","-40"
"50","320110409","1","1","1.2","0","0","500","20"
"-35","320110410","1","1","1.1","0","0","501","-20"
"40","320110506","1","2","0.7","502011501","0","502","-74"
"67","320110506","2","3","1","502011503","0","503","13"
"11","320110506","3","1","0.65","0","0","504","43.5"
"50","320110507","1","2","0.7","502011506","0","505","-98"
"72","320110507","2","3","1.1","502011508","0","506","0"
"13","320110507","3","1","0.65","0","0","507","49"
"30","320110508","1","1","0.75","0","0","508","-40"
"50","320110509","1","1","1.2","0","0","509","20"
"-35","320110510","1","1","1.1","0","0","510","-20"
"40","320120106","1","2","0.7","502012101","0","511","-74"
"67","320120106","2","3","1","502012103","0","512","10"
"11","320120106","3","1","0.65","0","0","513","43.5"
"50","320120107","1","2","0.7","502012106","0","514","-98"
"72","320120107","2","3","1","502012108","0","515","0"
"13","320120107","3","1","0.65","0","0","516","49"
"30","320120108","1","1","1.2","0","0","517","10"
"40","320120109","1","1","0.9","0","0","518","40"
"-35","320120110","1","1","1.1","0","0","519","-20"
"40","320120206","1","2","0.7","502012201","0","520","-74"
