b86c3e7098b35e5d2435e65b2e8b4d916779926335ef74306d2f9ef7defdc315,707031febe4b80471b6418666cabeb31d57926402b41d8a44eb05e31d648e97d,dd11664306e4c38ecf8bac1bb48f88b62c01873606a6e914f10cfe93af6b17b9,ac32eb0f070cad2bf0c92798f2c3364453b3e4bec27e319b1182ef9f02d1e720,bd78b65204480f6e56045c251de589def996f4adf7b4a241c3397a59469c7b8b,cb997cd8a1f714f6764ae931ff9c33a71b00d8a1913eeb45767564c058013b5d,10e5b72c08cc01f23a3ae8d51a423af184a491422db635b83545e8c385c83fc2,c6cc3883b687d78e9961f3bffa5f33daf3c4e5b439f146ef4451b7cfd6e001bc,ca161c7b38b1167937e01dce2c97d42af0e09fbe534c31482347fa5a5dd11f40,0301ca20dd651e42a7d67f84d2b6ffb527116dba38babe9bc2c24a696298f061,5e458a3632e95de0fdd9be9307b308acfc7a971e0a0d964b2536068a9984a650,44aaf612e8a4e82ab778c98585a41c4d5ad2ebecece01204dae116b97c0ef525
"0","0","0","1","1.53766233766234","0","1160028","6","0","370","16","28"
"0","1","0","4","0","2.13766233766234","1160029","6","0","0","16","29"
"0","0","vo_10011600","2","0","0","1160030","0","vo_10011600_1610","0","16","30"
"370","0","0","1","1.41298701298701","0","1160031","6","0","710","16","31"
"0","1","0","4","0","1.41298701298701","1160032","6","0","0","16","32"
"0","0","0","1","0.78961038961039","0","1160033","7","0","190","16","33"
"0","1","0","4","0","2.33961038961039","1160034","7","0","0","16","34"
"0","0","vo_10011600","2","0","0","1160035","0","vo_10011600_1611","0","16","35"
"190","0","0","1","0.706493506493507","0","1160036","7","0","360","16","36"
"0","1","0","4","0","1.00649350649351","1160037","7","0","0","16","37"
"0","0","vo_10011600","2","0","0","1160038","0","vo_10011600_1612","0","16","38"
"360","0","0","1","1.45454545454545","0","1160039","7","0","710","16","39"
"0","1","0","4","0","2.95454545454545","1160040","7","0","0","16","40"
"0","0","vo_10011600","2","0","0","1160041","0","vo_10011600_1613","0","16","41"
"710","0","0","1","0.249350649350649","0","1160042","7","0","770","16","42"
"0","1","0","4","0","0.749350649350649","1160043","7","0","0","16","43"
"0","0","vo_10011600","2","0","0","1160044","0","vo_10011600_1614","0","16","44"
"0","0","0","1","2.31896103896104","0","1160045","8","0","558","16","45"
"0","1","0","4","0","3.71896103896104","1160046","8","0","0","16","46"
"0","0","vo_10011600","2","0","0","1160047","0","vo_10011600_1615","0","16","47"
"558","0","0","1","0.714805194805195","0","1160048","8","0","730","16","48"
"0","1","0","4","0","2.71480519480519","1160049","8","0","0","16","49"
"0","0","0","1","0.01","0","1160050","9","0","560","16","50"
"0","1","0","4","0","0","1160051","9","0","0","16","51"
"0","0","vo_10011600","2","0","0","1160052","0","vo_10011600_1616","0","16","52"
"560","0","0","1","0.623376623376623","0","1160053","9","0","710","16","53"
"0","0","vo_10011600","2","0","0","1170001","0","vo_10011600_1701","0","17","1"
"0","0","0","1","0.664935064935065","0","1170002","1","0","160","17","2"
"0","1","0","4","0","2.16493506493507","1170003","1","0","0","17","3"
"0","0","vo_10011600","2","0","0","1170004","0","vo_10011600_1702","0","17","4"
"0","0","0","1","0.730519480519481","0","1170005","2","0","125","17","5"
"0","1","0","4","0","1.53051948051948","1170006","2","0","0","17","6"
"0","0","vo_10011600","2","0","0","1170007","0","vo_10011600_1703","0","17","7"
"125","0","0","1","3.35064935064935","0","1170008","2","0","770","17","8"
"0","1","0","4","0","4.85064935064935","1170009","2","0","0","17","9"
"0","0","vo_10011600","2","0","0","1170010","0","vo_10011600_1704","0","17","10"
"0","0","0","1","0.851948051948052","0","1170011","3","0","205","17","11"
"0","1","0","4","0","2.10194805194805","1170012","3","0","0","17","12"
"0","0","vo_10011600","2","0","0","1170013","0","vo_10011600_1705","0","17","13"
"205","0","0","1","2.72727272727273","0","1170014","3","0","730","17","14"
"0","1","0","4","0","4.47727272727273","1170015","3","0","0","17","15"
"0","0","vo_10011600","2","0","0","1170016","0","vo_10011600_1706","0","17","16"
"0","0","0","1","1.66233766233766","0","1170017","4","0","400","17","17"
"0","1","0","4","0","2.86233766233766","1170018","4","0","0","17","18"
"0","0","vo_10011600","2","0","0","1170019","0","vo_10011600_1707","0","17","19"
"400","0","0","1","1.28831168831169","0","1170020","4","0","710","17","20"
"0","1","0","4","0","3.03831168831169","1170021","4","0","0","17","21"
"0","0","vo_10011600","2","0","0","1170022","0","vo_10011600_1708","0","17","22"
"0","0","0","1","2.36883116883117","0","1170023","5","0","570","17","23"
"0","1","0","4","0","3.76883116883117","1170024","5","0","0","17","24"
"0","0","vo_10011600","2","0","0","1170025","0","vo_10011600_1709","0","17","25"
"0","0","0","1","1.4961038961039","0","1170026","6","0","360","17","26"
"0","1","0","4","0","2.2461038961039","1170027","6","0","0","17","27"
"0","0","vo_10011600","2","0","0","1170028","0","vo_10011600_1710","0","17","28"
"360","0","0","1","0.976623376623377","0","1170029","6","0","595","17","29"
"0","1","0","4","0","1.97662337662338","1170030","6","0","0","17","30"
"0","0","vo_10011600","2","0","0","1170031","0","vo_10011600_1711","0","17","31"
"0","0","0","1","1.3838961038961","0","1170032","7","0","333","17","32"
"0","1","0","4","0","2.7838961038961","1170033","7","0","0","17","33"
"0","0","vo_10011600","2","0","0","1170034","0","vo_10011600_1712","0","17","34"
"333","0","0","1","0.818701298701299","0","1170035","7","0","530","17","35"
"0","1","0","4","0","1.8187012987013","1170036","7","0","0","17","36"
"0","0","vo_10011600","2","0","0","1170037","0","vo_10011600_1713","0","17","37"
"530","0","0","1","0.872727272727273","0","1170038","7","0","740","17","38"
"0","1","0","4","0","2.67272727272727","1170039","7","0","0","17","39"
"0","0","vo_10011600","2","0","0","1170040","0","vo_10011600_1714","0","17","40"
"0","0","0","1","0.581818181818182","0","1170041","8","0","140","17","41"
"0","1","0","4","0","1.38181818181818","1170042","8","0","0","17","42"
"0","0","vo_10011600","2","0","0","1170043","0","vo_10011600_1715","0","17","43"
"140","0","0","1","1.35064935064935","0","1170044","8","0","465","17","44"
"0","1","0","4","0","2.60064935064935","1170045","8","0","0","17","45"
"0","0","vo_10011600","2","0","0","1170046","0","vo_10011600_1716","0","17","46"
"465","0","0","1","0.976623376623377","0","1170047","8","0","700","17","47"
"0","1","0","4","0","2.97662337662338","1170048","8","0","0","17","48"
"0","0","0","1","0.01","0","1170049","9","0","470","17","49"
"0","1","0","4","0","0","1170050","9","0","0","17","50"
"0","0","vo_10011600","2","0","0","1170051","0","vo_10011600_1717","0","17","51"
"470","0","0","1","1.19480519480519","0","1170052","9","0","700","17","52"
