da76ae9ffa84c714cc37f697fbf66293996c57c22ab84fda5e9f7a7dc1fa5ef1,8d38c4a605ef8f8c5740c83ff1a9c99537822b4316913ec8096e3a13353691ac,fa0610969b41b706f5e7511a9ace8494dd03e6ac244ab8c1b431cda5e8e43de0,68c83648dc58cd2f5e6a9fdad35794ec23be0c937fe2f68bb1fdf3a9e3d9719b,d2131fab2e859cd8261dac458dccf8acbee1abaa6e6f95a58c0ef7e7d703b7e0,640b994f7070ca0ebe6a5e252e16bedb0be425e0b1ffc66d059dee09580430e6,6e81069152d449079aa00edfba4368b57c3493700af35dbdb592cd0799995c2e,02b92519a1f7848e67bfd57fca0e3ab9b0dbbbd52a67f1b5822dcb776ab76e6a,dfb950df30d9e306b858504f1dd7fdeddb9aac557d9cbc596dd8c7ca5f306114,0197d55b6a29d28984db98bc17f1b9daee224eaa4848a93b39fc4daa36ec4f18,e1fb60b915dc1d9f26cd635fcf469ade7e3041398f9fa547bf83beb72be8e624,b51bcca6edd25c73f0595cf07cb485e8c8c2e9befbe1badf70fce594d157f917
"1","1000000000","92408310","92408","924083200","92408330","92408320","2","2","924083302","90","924082302"
"1","1500000000","92408320","92408","924083300","92408340","92408330","3","3","924083303","90","924082303"
"1","0","92408330","92408","924083400","0","92408340","4","3","924083304","90","924082304"
"1","500000000","0","92409","924091100","92409120","92409110","1","1","924093101","90","924092101"
"1","1000000000","92409110","92409","924091200","92409130","92409120","2","2","924093102","90","924092102"
"1","1500000000","92409120","92409","924091300","92409140","92409130","3","3","924093103","90","924092103"
"1","0","92409130","92409","924091400","0","92409140","4","4","924093104","90","924092104"
"1","500000000","0","92409","924092100","92409220","92409210","1","1","924093201","90","924092201"
"1","1000000000","92409210","92409","924092200","92409230","92409220","2","2","924093202","90","924092202"
"1","1500000000","92409220","92409","924092300","92409240","92409230","3","3","924093203","90","924092203"
"1","0","92409230","92409","924092400","0","92409240","4","4","924093204","90","924092204"
"1","500000000","0","92409","924093100","92409320","92409310","1","1","924093301","90","924092301"
"1","1000000000","92409310","92409","924093200","92409330","92409320","2","2","924093302","90","924092302"
"1","1500000000","92409320","92409","924093300","92409340","92409330","3","3","924093303","90","924092303"
"1","0","92409330","92409","924093400","0","92409340","4","4","924093304","90","924092304"
"1","500000000","0","92410","924101100","92410120","92410110","1","1","924103101","90","924102101"
"1","1000000000","92410110","92410","924101200","92410130","92410120","2","2","924103102","90","924102102"
"1","1500000000","92410120","92410","924101300","92410140","92410130","3","3","924103103","90","924102103"
"1","0","92410130","92410","924101400","0","92410140","4","4","924103104","90","924102104"
"1","500000000","0","92410","924102100","92410220","92410210","1","1","924103201","90","924102201"
"1","1000000000","92410210","92410","924102200","92410230","92410220","2","2","924103202","90","924102202"
"1","1500000000","92410220","92410","924102300","92410240","92410230","3","3","924103203","90","924102203"
"1","0","92410230","92410","924102400","0","92410240","4","4","924103204","90","924102204"
"1","500000000","0","92410","924103100","92410320","92410310","1","1","924103301","90","924102301"
"1","1000000000","92410310","92410","924103200","92410330","92410320","2","2","924103302","90","924102302"
"1","1500000000","92410320","92410","924103300","92410340","92410330","3","3","924103303","90","924102303"
"1","0","92410330","92410","924103400","0","92410340","4","4","924103304","90","924102304"
"1","500000000","0","92411","924111100","92411120","92411110","1","1","924113101","90","924112101"
"1","1000000000","92411110","92411","924111200","92411130","92411120","2","2","924113102","90","924112102"
"1","1500000000","92411120","92411","924111300","92411140","92411130","3","3","924113103","90","924112103"
"1","0","92411130","92411","924111400","0","92411140","4","4","924113104","90","924112104"
"1","500000000","0","92411","924112100","92411220","92411210","1","1","924113201","90","924112201"
"1","1000000000","92411210","92411","924112200","92411230","92411220","2","2","924113202","90","924112202"
"1","1500000000","92411220","92411","924112300","92411240","92411230","3","3","924113203","90","924112203"
"1","0","92411230","92411","924112400","0","92411240","4","4","924113204","90","924112204"
"1","500000000","0","92411","924113100","92411320","92411310","1","1","924113301","90","924112301"
"1","1000000000","92411310","92411","924113200","92411330","92411320","2","2","924113302","90","924112302"
"1","1500000000","92411320","92411","924113300","92411340","92411330","3","3","924113303","90","924112303"
"1","0","92411330","92411","924113400","0","92411340","4","4","924113304","90","924112304"
"1","500000000","0","92412","924121100","92412120","92412110","1","1","924123101","90","924122101"
"1","1000000000","92412110","92412","924121200","92412130","92412120","2","2","924123102","90","924122102"
"1","1500000000","92412120","92412","924121300","92412140","92412130","3","3","924123103","90","924122103"
"1","0","92412130","92412","924121400","0","92412140","4","4","924123104","90","924122104"
"1","500000000","0","92412","924122100","92412220","92412210","1","1","924123201","90","924122201"
"1","1000000000","92412210","92412","924122200","92412230","92412220","2","2","924123202","90","924122202"
"1","1500000000","92412220","92412","924122300","92412240","92412230","3","3","924123203","90","924122203"
"1","0","92412230","92412","924122400","0","92412240","4","4","924123204","90","924122204"
"1","500000000","0","92412","924123100","92412320","92412310","1","1","924123301","90","924122301"
"1","1000000000","92412310","92412","924123200","92412330","92412320","2","2","924123302","90","924122302"
"1","1500000000","92412320","92412","924123300","92412340","92412330","3","3","924123303","90","924122303"
"1","0","92412330","92412","924123400","0","92412340","4","4","924123304","90","924122304"
"1","500000000","0","92414","924141100","92414120","92414110","1","1","924143101","90","924142101"
"1","1000000000","92414110","92414","924141200","92414130","92414120","2","2","924143102","90","924142102"
"1","1500000000","92414120","92414","924141300","92414140","92414130","3","3","924143103","90","924142103"
"1","0","92414130","92414","924141400","0","92414140","4","4","924143104","90","924142104"
"1","500000000","0","92414","924142100","92414220","92414210","1","1","924143201","90","924142201"
"1","1000000000","92414210","92414","924142200","92414230","92414220","2","2","924143202","90","924142202"
"1","1500000000","92414220","92414","924142300","92414240","92414230","3","3","924143203","90","924142203"
"1","0","92414230","92414","924142400","0","92414240","4","4","924143204","90","924142204"
"1","500000000","0","92414","924143100","92414320","92414310","1","1","924143301","90","924142301"
"1","1000000000","92414310","92414","924143200","92414330","92414320","2","2","924143302","90","924142302"
"1","1500000000","92414320","92414","924143300","92414340","92414330","3","3","924143303","90","924142303"
"1","0","92414330","92414","924143400","0","92414340","4","4","924143304","90","924142304"
"1","500000000","0","92415","924151100","92415120","92415110","1","1","924153101","90","924152101"
"1","1000000000","92415110","92415","924151200","92415130","92415120","2","2","924153102","90","924152102"
"1","1500000000","92415120","92415","924151300","92415140","92415130","3","3","924153103","90","924152103"
"1","0","92415130","92415","924151400","0","92415140","4","4","924153104","90","924152104"
"1","500000000","0","92415","924152100","92415220","92415210","1","1","924153201","90","924152201"
"1","1000000000","92415210","92415","924152200","92415230","92415220","2","2","924153202","90","924152202"
"1","1500000000","92415220","92415","924152300","92415240","92415230","3","3","924153203","90","924152203"
"1","0","92415230","92415","924152400","0","92415240","4","4","924153204","90","924152204"
"1","500000000","0","92415","924153100","92415320","92415310","1","1","924153301","90","924152301"
"1","1000000000","92415310","92415","924153200","92415330","92415320","2","2","924153302","90","924152302"
"1","1500000000","92415320","92415","924153300","92415340","92415330","3","3","924153303","90","924152303"
"1","0","92415330","92415","924153400","0","92415340","4","4","924153304","90","924152304"
"1","500000000","0","92416","924161100","92416120","92416110","1","1","924163101","90","924162101"
"1","1000000000","92416110","92416","924161200","92416130","92416120","2","2","924163102","90","924162102"
"1","1500000000","92416120","92416","924161300","92416140","92416130","3","3","924163103","90","924162103"
"1","0","92416130","92416","924161400","0","92416140","4","4","924163104","90","924162104"
"1","500000000","0","92416","924162100","92416220","92416210","1","1","924163201","90","924162201"
"1","1000000000","92416210","92416","924162200","92416230","92416220","2","2","924163202","90","924162202"
"1","1500000000","92416220","92416","924162300","92416240","92416230","3","3","924163203","90","924162203"
"1","0","92416230","92416","924162400","0","92416240","4","4","924163204","90","924162204"
"1","500000000","0","92416","924163100","92416320","92416310","1","1","924163301","90","924162301"
"1","1000000000","92416310","92416","924163200","92416330","92416320","2","2","924163302","90","924162302"
"1","1500000000","92416320","92416","924163300","92416340","92416330","3","3","924163303","90","924162303"
"1","0","92416330","92416","924163400","0","92416340","4","4","924163304","90","924162304"
"1","500000000","0","92417","924171100","92417120","92417110","1","1","924173101","90","924172101"
"1","1000000000","92417110","92417","924171200","92417130","92417120","2","2","924173102","90","924172102"
"1","1500000000","92417120","92417","924171300","92417140","92417130","3","3","924173103","90","924172103"
"1","0","92417130","92417","924171400","0","92417140","4","4","924173104","90","924172104"
"1","500000000","0","92417","924172100","92417220","92417210","1","1","924173201","90","924172201"
"1","1000000000","92417210","92417","924172200","92417230","92417220","2","2","924173202","90","924172202"
"1","1500000000","92417220","92417","924172300","92417240","92417230","3","3","924173203","90","924172203"
"1","0","92417230","92417","924172400","0","92417240","4","4","924173204","90","924172204"
"1","500000000","0","92417","924173100","92417320","92417310","1","1","924173301","90","924172301"
"1","1000000000","92417310","92417","924173200","92417330","92417320","2","2","924173302","90","924172302"
"1","1500000000","92417320","92417","924173300","92417340","92417330","3","3","924173303","90","924172303"
"1","0","92417330","92417","924173400","0","92417340","4","4","924173304","90","924172304"
"1","500000000","0","92418","924181100","92418120","92418110","1","1","924183101","90","924182101"
"1","1000000000","92418110","92418","924181200","92418130","92418120","2","2","924183102","90","924182102"
"1","1500000000","92418120","92418","924181300","92418140","92418130","3","3","924183103","90","924182103"
"1","0","92418130","92418","924181400","0","92418140","4","4","924183104","90","924182104"
"1","500000000","0","92418","924182100","92418220","92418210","1","1","924183201","90","924182201"
"1","1000000000","92418210","92418","924182200","92418230","92418220","2","2","924183202","90","924182202"
"1","1500000000","92418220","92418","924182300","92418240","92418230","3","3","924183203","90","924182203"
"1","0","92418230","92418","924182400","0","92418240","4","4","924183204","90","924182204"
"1","500000000","0","92418","924183100","92418320","92418310","1","1","924183301","90","924182301"
"1","1000000000","92418310","92418","924183200","92418330","92418320","2","2","924183302","90","924182302"
"1","1500000000","92418320","92418","924183300","92418340","92418330","3","3","924183303","90","924182303"
"1","0","92418330","92418","924183400","0","92418340","4","4","924183304","90","924182304"
"1","500000000","0","92419","924191100","92419120","92419110","1","1","924193101","90","924192101"
"1","1000000000","92419110","92419","924191200","92419130","92419120","2","2","924193102","90","924192102"
"1","1500000000","92419120","92419","924191300","92419140","92419130","3","3","924193103","90","924192103"
"1","0","92419130","92419","924191400","0","92419140","4","4","924193104","90","924192104"
"1","500000000","0","92419","924192100","92419220","92419210","1","1","924193201","90","924192201"
"1","1000000000","92419210","92419","924192200","92419230","92419220","2","2","924193202","90","924192202"
"1","1500000000","92419220","92419","924192300","92419240","92419230","3","3","924193203","90","924192203"
"1","0","92419230","92419","924192400","0","92419240","4","4","924193204","90","924192204"
"1","500000000","0","92419","924193100","92419320","92419310","1","1","924193301","90","924192301"
"1","1000000000","92419310","92419","924193200","92419330","92419320","2","2","924193302","90","924192302"
"1","1500000000","92419320","92419","924193300","92419340","92419330","3","3","924193303","90","924192303"
"1","0","92419330","92419","924193400","0","92419340","4","4","924193304","90","924192304"
"1","500000000","0","92420","924201100","92420120","92420110","1","1","924203101","90","924202101"
"1","1000000000","92420110","92420","924201200","92420130","92420120","2","2","924203102","90","924202102"
"1","1500000000","92420120","92420","924201300","92420140","92420130","3","3","924203103","90","924202103"
"1","0","92420130","92420","924201400","0","92420140","4","4","924203104","90","924202104"
"1","500000000","0","92420","924202100","92420220","92420210","1","1","924203201","90","924202201"
"1","1000000000","92420210","92420","924202200","92420230","92420220","2","2","924203202","90","924202202"
"1","1500000000","92420220","92420","924202300","92420240","92420230","3","3","924203203","90","924202203"
"1","0","92420230","92420","924202400","0","92420240","4","4","924203204","90","924202204"
"1","500000000","0","92420","924203100","92420320","92420310","1","1","924203301","90","924202301"
"1","1000000000","92420310","92420","924203200","92420330","92420320","2","2","924203302","90","924202302"
"1","1500000000","92420320","92420","924203300","92420340","92420330","3","3","924203303","90","924202303"
"1","0","92420330","92420","924203400","0","92420340","4","4","924203304","90","924202304"
"1","500000000","0","92421","924211100","92421120","92421110","1","1","924213101","90","924212101"
"1","1000000000","92421110","92421","924211200","92421130","92421120","2","2","924213102","90","924212102"
"1","1500000000","92421120","92421","924211300","92421140","92421130","3","3","924213103","90","924212103"
"1","0","92421130","92421","924211400","0","92421140","4","4","924213104","90","924212104"
"1","500000000","0","92421","924212100","92421220","92421210","1","1","924213201","90","924212201"
"1","1000000000","92421210","92421","924212200","92421230","92421220","2","2","924213202","90","924212202"
"1","1500000000","92421220","92421","924212300","92421240","92421230","3","3","924213203","90","924212203"
"1","0","92421230","92421","924212400","0","92421240","4","4","924213204","90","924212204"
"1","500000000","0","92421","924213100","92421320","92421310","1","1","924213301","90","924212301"
"1","1000000000","92421310","92421","924213200","92421330","92421320","2","2","924213302","90","924212302"
"1","1500000000","92421320","92421","924213300","92421340","92421330","3","3","924213303","90","924212303"
"1","0","92421330","92421","924213400","0","92421340","4","4","924213304","90","924212304"
"1","500000000","0","92422","924221100","92422120","92422110","1","1","924223101","90","924222101"
"1","1000000000","92422110","92422","924221200","92422130","92422120","2","2","924223102","90","924222102"
"1","1500000000","92422120","92422","924221300","92422140","92422130","3","3","924223103","90","924222103"
"1","0","92422130","92422","924221400","0","92422140","4","4","924223104","90","924222104"
"1","500000000","0","92422","924222100","92422220","92422210","1","1","924223201","90","924222201"
"1","1000000000","92422210","92422","924222200","92422230","92422220","2","2","924223202","90","924222202"
"1","1500000000","92422220","92422","924222300","92422240","92422230","3","3","924223203","90","924222203"
"1","0","92422230","92422","924222400","0","92422240","4","4","924223204","90","924222204"
"1","500000000","0","92422","924223100","92422320","92422310","1","1","924223301","90","924222301"
"1","1000000000","92422310","92422","924223200","92422330","92422320","2","2","924223302","90","924222302"
"1","1500000000","92422320","92422","924223300","92422340","92422330","3","3","924223303","90","924222303"
"1","0","92422330","92422","924223400","0","92422340","4","4","924223304","90","924222304"
"1","500000000","0","92423","924231100","92423120","92423110","1","1","924233101","90","924232101"
"1","1000000000","92423110","92423","924231200","92423130","92423120","2","2","924233102","90","924232102"
"1","1500000000","92423120","92423","924231300","92423140","92423130","3","3","924233103","90","924232103"
"1","0","92423130","92423","924231400","0","92423140","4","4","924233104","90","924232104"
"1","500000000","0","92423","924232100","92423220","92423210","1","1","924233201","90","924232201"
"1","1000000000","92423210","92423","924232200","92423230","92423220","2","2","924233202","90","924232202"
"1","1500000000","92423220","92423","924232300","92423240","92423230","3","3","924233203","90","924232203"
"1","0","92423230","92423","924232400","0","92423240","4","4","924233204","90","924232204"
"1","500000000","0","92423","924233100","92423320","92423310","1","1","924233301","90","924232301"
"1","1000000000","92423310","92423","924233200","92423330","92423320","2","2","924233302","90","924232302"
"1","1500000000","92423320","92423","924233300","92423340","92423330","3","3","924233303","90","924232303"
"1","0","92423330","92423","924233400","0","92423340","4","4","924233304","90","924232304"
"1","500000000","0","92424","924241100","92424120","92424110","1","1","924243101","90","924242101"
"1","1000000000","92424110","92424","924241200","92424130","92424120","2","2","924243102","90","924242102"
"1","1500000000","92424120","92424","924241300","92424140","92424130","3","3","924243103","90","924242103"
"1","0","92424130","92424","924241400","0","92424140","4","4","924243104","90","924242104"
"1","500000000","0","92424","924242100","92424220","92424210","1","1","924243201","90","924242201"
"1","1000000000","92424210","92424","924242200","92424230","92424220","2","2","924243202","90","924242202"
"1","1500000000","92424220","92424","924242300","92424240","92424230","3","3","924243203","90","924242203"
"1","0","92424230","92424","924242400","0","92424240","4","4","924243204","90","924242204"
"1","500000000","0","92424","924243100","92424320","92424310","1","1","924243301","90","924242301"
"1","1000000000","92424310","92424","924243200","92424330","92424320","2","2","924243302","90","924242302"
"1","1500000000","92424320","92424","924243300","92424340","92424330","3","3","924243303","90","924242303"
"1","0","92424330","92424","924243400","0","92424340","4","4","924243304","90","924242304"
"1","500000000","0","92413","925011100","92501120","92501110","1","1","925013101","90","925012101"
"1","1000000000","92501110","92413","925011200","92501130","92501120","2","2","925013102","90","925012102"
"1","1500000000","92501120","92413","925011300","92501140","92501130","3","3","925013103","90","925012103"
"1","0","92501130","92413","925011400","0","92501140","4","4","925013104","90","925012104"
"1","500000000","0","92413","925012100","92501220","92501210","1","1","925013201","90","925012201"
"1","1000000000","92501210","92413","925012200","92501230","92501220","2","2","925013202","90","925012202"
"1","1500000000","92501220","92413","925012300","92501240","92501230","3","3","925013203","90","925012203"
"1","0","92501230","92413","925012400","0","92501240","4","4","925013204","90","925012204"
"1","500000000","0","92413","925013100","92501320","92501310","1","1","925013301","90","925012301"
"1","1000000000","92501310","92413","925013200","92501330","92501320","2","2","925013302","90","925012302"
"1","1500000000","92501320","92413","925013300","92501340","92501330","3","3","925013303","90","925012303"
"1","0","92501330","92413","925013400","0","92501340","4","4","925013304","90","925012304"
