8df4a81407988ef64e6adf685871c3555482a85b35ec3c6875cd62032358a24c,d66b48fcabc745290237bb943c8b76aa793cef786f874d03255ad3e2d4088076,bb82764bd1172e6b6928c77c702216138e1a30b5f01a0b10c3ec3b01160529ef,1f2a553fe0f8c6f4c14d2d88b3c4ac39efa786e59199aa45b1f1ace1459f2fe4,e5bb2388fc998f0cf777a24d668aaec80b3f7fb8809698b01c7fd62a83cf6c37,d1e1a9d05b39d052b38942ebe61a29b5774c2b37260fc7f462a4db5a06e76d6a,59c426c7620f9af63775eb679c2d478607637420106ae6be9d9f441ffee8d4a0,1498a13b111f6b9193f825a4693d7d1c6de7ac4eb1737c4e1c812c3a81a4ac4c,234c94fcdc6804528298ab06aad639840c0bd9345bf3915147f27a9b810fc158,f663c5d199303072f363f78e7937cf270e2d5c61a84b1c9cbba1d51512f1d5eb,2119a39f79f72e1b716b5efaacf45f6efd9b1ba6b067ecc52c9091e6c592c827,742a1307af6fa7a5232aad8543efd18c34db15f7b44d4a85097f7642f18d4f07,ee27b3906ee47dbaf8b4dea166b156412b0eb8b72fe36fc7f9b0b0124a86fa30,fecafa00efb6d4d003af332213925ebf38e212fd7fc17b1bd7acb7fe4d884c9c,1100c028fe9a830a81b3a9360153b78c19c63221443547c3de2c26efc90fbcc4,af8398a7f4ff1223976f5aab876f24803f7d85dee372082525b0a509025fd6aa,ec1e12a30ec681feed8aceb7f0d4668c57aa10d0ab3ca7ca230f5388c3a3edf8,e3b430466df8eca2bf38140efb8c87e331ef3134dca771b3abb642f4fc86ecdc,b9521bcded10d18f3352a46dcd9132c33de7295aba9eec4a423d05b15a626789
"240715","30000000000","abyss_reward_icon_hiseki","0","0","0","0","0","0","92407","90005","0","2","0","0","0","0","10","0"
"240716","35000000000","abyss_reward_icon_hiseki","0","0","0","0","0","0","92407","90005","0","2","0","0","0","0","20","0"
"240717","40000000000","abyss_reward_icon_hiseki","0","0","0","0","0","0","92407","90005","0","2","0","0","0","0","30","0"
"240718","50000000000","abyss_reward_icon_hiseki","0","0","0","0","0","0","92407","90005","0","2","0","0","0","0","50","0"
"240801","1000000000","abyss_reward_icon_masterpieces_piece","1000","0","200","25015","0","25021","92408","25102","0","2","2","1000","25014","2","10","2"
"240802","2000000000","abyss_reward_icon_astralshard","1000","0","1000","25013","0","25011","92408","25021","0","2","2","1000","25012","2","300","2"
"240803","3000000000","abyss_reward_icon_masterpieces_piece","1000","0","500","25015","0","25021","92408","25102","0","2","2","1000","25014","2","10","2"
"240804","4000000000","abyss_reward_icon_astralshard","1000","0","1000","25013","0","25011","92408","25021","0","2","2","1000","25012","2","500","2"
"240805","5000000000","abyss_reward_icon_masterpieces_piece","1000","0","1000","25015","0","25021","92408","25102","0","2","2","1000","25014","2","10","2"
"240806","6000000000","abyss_reward_icon_astralshard","1000","0","1000","25013","0","25011","92408","25021","0","2","2","1000","25012","2","1000","2"
"240807","7000000000","abyss_reward_icon_masterpieces_piece","3000","0","1000","25015","0","25021","92408","25102","0","2","2","3000","25014","2","10","2"
"240808","8000000000","abyss_reward_icon_astralshard","3000","0","3000","25013","0","25011","92408","25021","0","2","2","3000","25012","2","1000","2"
"240809","9000000000","abyss_reward_icon_masterpieces_piece","3000","0","1000","25015","0","25021","92408","25102","0","2","2","3000","25014","2","10","2"
"240810","10000000000","abyss_reward_icon_masterpieces_piece","3000","0","1000","25012","0","25021","92408","25102","0","2","2","3000","25011","2","10","2"
"240811","12000000000","abyss_reward_icon_masterpieces_piece","3000","0","1000","25015","0","25021","92408","25102","0","2","2","3000","25013","2","10","2"
"240812","16000000000","abyss_reward_icon_astralshard","3000","0","3000","25014","0","25011","92408","25021","0","2","2","3000","25012","2","1000","2"
"240813","20000000000","abyss_reward_icon_astralshard","3000","0","3000","25015","0","25013","92408","25021","0","2","2","3000","25014","2","1000","2"
"240814","25000000000","abyss_reward_icon_astralshard","3000","0","3000","25013","0","25011","92408","25021","0","2","2","3000","25012","2","1000","2"
"240815","30000000000","abyss_reward_icon_hiseki","0","0","0","0","0","0","92408","90005","0","2","0","0","0","0","10","0"
"240816","35000000000","abyss_reward_icon_hiseki","0","0","0","0","0","0","92408","90005","0","2","0","0","0","0","20","0"
"240817","40000000000","abyss_reward_icon_hiseki","0","0","0","0","0","0","92408","90005","0","2","0","0","0","0","30","0"
"240818","50000000000","abyss_reward_icon_hiseki","0","0","0","0","0","0","92408","90005","0","2","0","0","0","0","50","0"
"240901","1000000000","abyss_reward_icon_masterpieces_piece","1000","0","200","25015","0","25021","92409","25102","0","2","2","1000","25014","2","10","2"
"240902","2000000000","abyss_reward_icon_astralshard","1000","0","1000","25013","0","25011","92409","25021","0","2","2","1000","25012","2","300","2"
"240903","3000000000","abyss_reward_icon_masterpieces_piece","1000","0","500","25015","0","25021","92409","25102","0","2","2","1000","25014","2","10","2"
"240904","4000000000","abyss_reward_icon_astralshard","1000","0","1000","25013","0","25011","92409","25021","0","2","2","1000","25012","2","500","2"
"240905","5000000000","abyss_reward_icon_masterpieces_piece","1000","0","1000","25015","0","25021","92409","25102","0","2","2","1000","25014","2","10","2"
"240906","6000000000","abyss_reward_icon_astralshard","1000","0","1000","25013","0","25011","92409","25021","0","2","2","1000","25012","2","1000","2"
"240907","7000000000","abyss_reward_icon_masterpieces_piece","3000","0","1000","25015","0","25021","92409","25102","0","2","2","3000","25014","2","10","2"
"240908","8000000000","abyss_reward_icon_astralshard","3000","0","3000","25013","0","25011","92409","25021","0","2","2","3000","25012","2","1000","2"
"240909","9000000000","abyss_reward_icon_masterpieces_piece","3000","0","1000","25015","0","25021","92409","25102","0","2","2","3000","25014","2","10","2"
"240910","10000000000","abyss_reward_icon_masterpieces_piece","3000","0","1000","25012","0","25021","92409","25102","0","2","2","3000","25011","2","10","2"
"240911","12000000000","abyss_reward_icon_masterpieces_piece","3000","0","1000","25015","0","25021","92409","25102","0","2","2","3000","25013","2","10","2"
"240912","16000000000","abyss_reward_icon_astralshard","3000","0","3000","25014","0","25011","92409","25021","0","2","2","3000","25012","2","1000","2"
"240913","20000000000","abyss_reward_icon_astralshard","3000","0","3000","25015","0","25013","92409","25021","0","2","2","3000","25014","2","1000","2"
"240914","25000000000","abyss_reward_icon_astralshard","3000","0","3000","25013","0","25011","92409","25021","0","2","2","3000","25012","2","1000","2"
"240915","30000000000","abyss_reward_icon_hiseki","0","0","0","0","0","0","92409","90005","0","2","0","0","0","0","10","0"
"240916","35000000000","abyss_reward_icon_hiseki","0","0","0","0","0","0","92409","90005","0","2","0","0","0","0","20","0"
"240917","40000000000","abyss_reward_icon_hiseki","0","0","0","0","0","0","92409","90005","0","2","0","0","0","0","30","0"
"240918","50000000000","abyss_reward_icon_hiseki","0","0","0","0","0","0","92409","90005","0","2","0","0","0","0","50","0"
"241001","1000000000","abyss_reward_icon_masterpieces_piece","1000","0","200","25015","0","25021","92410","25102","0","2","2","1000","25014","2","10","2"
"241002","2000000000","abyss_reward_icon_astralshard","1000","0","1000","25013","0","25011","92410","25021","0","2","2","1000","25012","2","300","2"
"241003","3000000000","abyss_reward_icon_masterpieces_piece","1000","0","500","25015","0","25021","92410","25102","0","2","2","1000","25014","2","10","2"
"241004","4000000000","abyss_reward_icon_astralshard","1000","0","1000","25013","0","25011","92410","25021","0","2","2","1000","25012","2","500","2"
"241005","5000000000","abyss_reward_icon_masterpieces_piece","1000","0","1000","25015","0","25021","92410","25102","0","2","2","1000","25014","2","10","2"
"241006","6000000000","abyss_reward_icon_astralshard","1000","0","1000","25013","0","25011","92410","25021","0","2","2","1000","25012","2","1000","2"
"241007","7000000000","abyss_reward_icon_masterpieces_piece","3000","0","1000","25015","0","25021","92410","25102","0","2","2","3000","25014","2","10","2"
"241008","8000000000","abyss_reward_icon_astralshard","3000","0","3000","25013","0","25011","92410","25021","0","2","2","3000","25012","2","1000","2"
"241009","9000000000","abyss_reward_icon_masterpieces_piece","3000","0","1000","25015","0","25021","92410","25102","0","2","2","3000","25014","2","10","2"
"241010","10000000000","abyss_reward_icon_masterpieces_piece","3000","0","1000","25012","0","25021","92410","25102","0","2","2","3000","25011","2","10","2"
"241011","12000000000","abyss_reward_icon_masterpieces_piece","3000","0","1000","25015","0","25021","92410","25102","0","2","2","3000","25013","2","10","2"
"241012","16000000000","abyss_reward_icon_astralshard","3000","0","3000","25014","0","25011","92410","25021","0","2","2","3000","25012","2","1000","2"
"241013","20000000000","abyss_reward_icon_astralshard","3000","0","3000","25015","0","25013","92410","25021","0","2","2","3000","25014","2","1000","2"
"241014","25000000000","abyss_reward_icon_astralshard","3000","0","3000","25013","0","25011","92410","25021","0","2","2","3000","25012","2","1000","2"
"241015","30000000000","abyss_reward_icon_hiseki","0","0","0","0","0","0","92410","90005","0","2","0","0","0","0","10","0"
"241016","35000000000","abyss_reward_icon_hiseki","0","0","0","0","0","0","92410","90005","0","2","0","0","0","0","20","0"
"241017","40000000000","abyss_reward_icon_hiseki","0","0","0","0","0","0","92410","90005","0","2","0","0","0","0","30","0"
"241018","50000000000","abyss_reward_icon_hiseki","0","0","0","0","0","0","92410","90005","0","2","0","0","0","0","50","0"
"241019","60000000000","abyss_reward_icon_piece_p_heart","0","0","0","0","0","0","92410","140001","0","4","0","0","0","0","50","0"
"241020","70000000000","abyss_reward_icon_piece_p_heart","0","0","0","0","0","0","92410","140001","0","4","0","0","0","0","50","0"
"241101","1000000000","abyss_reward_icon_masterpieces_piece","1000","0","200","25015","0","25021","92411","25102","0","2","2","1000","25014","2","10","2"
"241102","2000000000","abyss_reward_icon_astralshard","1000","0","1000","25013","0","25011","92411","25021","0","2","2","1000","25012","2","300","2"
"241103","3000000000","abyss_reward_icon_masterpieces_piece","1000","0","500","25015","0","25021","92411","25102","0","2","2","1000","25014","2","10","2"
"241104","4000000000","abyss_reward_icon_astralshard","1000","0","1000","25013","0","25011","92411","25021","0","2","2","1000","25012","2","500","2"
"241105","5000000000","abyss_reward_icon_masterpieces_piece","1000","0","1000","25015","0","25021","92411","25102","0","2","2","1000","25014","2","10","2"
"241106","6000000000","abyss_reward_icon_astralshard","1000","0","1000","25013","0","25011","92411","25021","0","2","2","1000","25012","2","1000","2"
"241107","7000000000","abyss_reward_icon_masterpieces_piece","3000","0","1000","25015","0","25021","92411","25102","0","2","2","3000","25014","2","10","2"
"241108","8000000000","abyss_reward_icon_astralshard","3000","0","3000","25013","0","25011","92411","25021","0","2","2","3000","25012","2","1000","2"
"241109","9000000000","abyss_reward_icon_masterpieces_piece","3000","0","1000","25015","0","25021","92411","25102","0","2","2","3000","25014","2","10","2"
"241110","10000000000","abyss_reward_icon_masterpieces_piece","3000","0","1000","25012","0","25021","92411","25102","0","2","2","3000","25011","2","10","2"
"241111","12000000000","abyss_reward_icon_masterpieces_piece","3000","0","1000","25015","0","25021","92411","25102","0","2","2","3000","25013","2","10","2"
"241112","16000000000","abyss_reward_icon_astralshard","3000","0","3000","25014","0","25011","92411","25021","0","2","2","3000","25012","2","1000","2"
"241113","20000000000","abyss_reward_icon_astralshard","3000","0","3000","25015","0","25013","92411","25021","0","2","2","3000","25014","2","1000","2"
"241114","25000000000","abyss_reward_icon_astralshard","3000","0","3000","25013","0","25011","92411","25021","0","2","2","3000","25012","2","1000","2"
"241115","30000000000","abyss_reward_icon_hiseki","0","0","0","0","0","0","92411","90005","0","2","0","0","0","0","10","0"
"241116","35000000000","abyss_reward_icon_hiseki","0","0","0","0","0","0","92411","90005","0","2","0","0","0","0","20","0"
"241117","40000000000","abyss_reward_icon_hiseki","0","0","0","0","0","0","92411","90005","0","2","0","0","0","0","30","0"
"241118","50000000000","abyss_reward_icon_hiseki","0","0","0","0","0","0","92411","90005","0","2","0","0","0","0","50","0"
"241119","60000000000","abyss_reward_icon_piece_p_heart","0","0","0","0","0","0","92411","140001","0","4","0","0","0","0","50","0"
"241120","70000000000","abyss_reward_icon_piece_p_heart","0","0","0","0","0","0","92411","140001","0","4","0","0","0","0","50","0"
"241201","1000000000","abyss_reward_icon_masterpieces_piece","1000","0","200","25015","0","25021","92412","25102","0","2","2","1000","25014","2","10","2"
"241202","2000000000","abyss_reward_icon_astralshard","1000","0","1000","25013","0","25011","92412","25021","0","2","2","1000","25012","2","300","2"
"241203","3000000000","abyss_reward_icon_masterpieces_piece","1000","0","500","25015","0","25021","92412","25102","0","2","2","1000","25014","2","10","2"
"241204","4000000000","abyss_reward_icon_astralshard","1000","0","1000","25013","0","25011","92412","25021","0","2","2","1000","25012","2","500","2"
"241205","5000000000","abyss_reward_icon_masterpieces_piece","1000","0","1000","25015","0","25021","92412","25102","0","2","2","1000","25014","2","10","2"
"241206","6000000000","abyss_reward_icon_astralshard","1000","0","1000","25013","0","25011","92412","25021","0","2","2","1000","25012","2","1000","2"
"241207","7000000000","abyss_reward_icon_masterpieces_piece","3000","0","1000","25015","0","25021","92412","25102","0","2","2","3000","25014","2","10","2"
"241208","8000000000","abyss_reward_icon_astralshard","3000","0","3000","25013","0","25011","92412","25021","0","2","2","3000","25012","2","1000","2"
"241209","9000000000","abyss_reward_icon_masterpieces_piece","3000","0","1000","25015","0","25021","92412","25102","0","2","2","3000","25014","2","10","2"
"241210","10000000000","abyss_reward_icon_masterpieces_piece","3000","0","1000","25012","0","25021","92412","25102","0","2","2","3000","25011","2","10","2"
"241211","12000000000","abyss_reward_icon_masterpieces_piece","3000","0","1000","25015","0","25021","92412","25102","0","2","2","3000","25013","2","10","2"
"241212","16000000000","abyss_reward_icon_astralshard","3000","0","3000","25014","0","25011","92412","25021","0","2","2","3000","25012","2","1000","2"
"241213","20000000000","abyss_reward_icon_astralshard","3000","0","3000","25015","0","25013","92412","25021","0","2","2","3000","25014","2","1000","2"
"241214","25000000000","abyss_reward_icon_astralshard","3000","0","3000","25013","0","25011","92412","25021","0","2","2","3000","25012","2","1000","2"
"241215","30000000000","abyss_reward_icon_hiseki","0","0","0","0","0","0","92412","90005","0","2","0","0","0","0","10","0"
"241216","35000000000","abyss_reward_icon_hiseki","0","0","0","0","0","0","92412","90005","0","2","0","0","0","0","20","0"
"241217","40000000000","abyss_reward_icon_hiseki","0","0","0","0","0","0","92412","90005","0","2","0","0","0","0","30","0"
"241218","50000000000","abyss_reward_icon_hiseki","0","0","0","0","0","0","92412","90005","0","2","0","0","0","0","50","0"
"241219","60000000000","abyss_reward_icon_piece_p_heart","0","0","0","0","0","0","92412","140001","0","4","0","0","0","0","50","0"
"241220","70000000000","abyss_reward_icon_piece_p_heart","0","0","0","0","0","0","92412","140001","0","4","0","0","0","0","50","0"
"241401","1000000000","abyss_reward_icon_masterpieces_piece","1000","0","200","25015","0","25021","92414","25102","0","2","2","1000","25014","2","10","2"
"241402","2000000000","abyss_reward_icon_astralshard","1000","0","1000","25013","0","25011","92414","25021","0","2","2","1000","25012","2","300","2"
"241403","3000000000","abyss_reward_icon_masterpieces_piece","1000","0","500","25015","0","25021","92414","25102","0","2","2","1000","25014","2","10","2"
"241404","4000000000","abyss_reward_icon_astralshard","1000","0","1000","25013","0","25011","92414","25021","0","2","2","1000","25012","2","500","2"
"241405","5000000000","abyss_reward_icon_masterpieces_piece","1000","0","1000","25015","0","25021","92414","25102","0","2","2","1000","25014","2","10","2"
"241406","6000000000","abyss_reward_icon_astralshard","1000","0","1000","25013","0","25011","92414","25021","0","2","2","1000","25012","2","1000","2"
"241407","7000000000","abyss_reward_icon_masterpieces_piece","3000","0","1000","25015","0","25021","92414","25102","0","2","2","3000","25014","2","10","2"
"241408","8000000000","abyss_reward_icon_astralshard","3000","0","3000","25013","0","25011","92414","25021","0","2","2","3000","25012","2","1000","2"
"241409","9000000000","abyss_reward_icon_masterpieces_piece","3000","0","1000","25015","0","25021","92414","25102","0","2","2","3000","25014","2","10","2"
"241410","10000000000","abyss_reward_icon_masterpieces_piece","3000","0","1000","25012","0","25021","92414","25102","0","2","2","3000","25011","2","10","2"
"241411","12000000000","abyss_reward_icon_masterpieces_piece","3000","0","1000","25015","0","25021","92414","25102","0","2","2","3000","25013","2","10","2"
"241412","16000000000","abyss_reward_icon_astralshard","3000","0","3000","25014","0","25011","92414","25021","0","2","2","3000","25012","2","1000","2"
"241413","20000000000","abyss_reward_icon_astralshard","3000","0","3000","25015","0","25013","92414","25021","0","2","2","3000","25014","2","1000","2"
"241414","25000000000","abyss_reward_icon_astralshard","3000","0","3000","25013","0","25011","92414","25021","0","2","2","3000","25012","2","1000","2"
"241415","30000000000","abyss_reward_icon_hiseki","0","0","0","0","0","0","92414","90005","0","2","0","0","0","0","10","0"
"241416","35000000000","abyss_reward_icon_hiseki","0","0","0","0","0","0","92414","90005","0","2","0","0","0","0","20","0"
"241417","40000000000","abyss_reward_icon_hiseki","0","0","0","0","0","0","92414","90005","0","2","0","0","0","0","30","0"
"241418","50000000000","abyss_reward_icon_hiseki","0","0","0","0","0","0","92414","90005","0","2","0","0","0","0","50","0"
"241419","60000000000","abyss_reward_icon_piece_p_heart","0","0","0","0","0","0","92414","140001","0","4","0","0","0","0","50","0"
"241420","70000000000","abyss_reward_icon_piece_p_heart","0","0","0","0","0","0","92414","140001","0","4","0","0","0","0","50","0"
"241501","1000000000","abyss_reward_icon_masterpieces_piece","1250","0","500","25015","0","25021","92415","25102","0","2","2","1250","25014","2","10","2"
"241502","2000000000","abyss_reward_icon_astralshard","1250","0","1250","25013","0","25011","92415","25021","0","2","2","1250","25012","2","500","2"
"241503","3000000000","abyss_reward_icon_masterpieces_piece","1250","0","500","25015","0","25021","92415","25102","0","2","2","1250","25014","2","10","2"
"241504","4000000000","abyss_reward_icon_astralshard","1250","0","1250","25013","0","25011","92415","25021","0","2","2","1250","25012","2","500","2"
"241505","5000000000","abyss_reward_icon_masterpieces_piece","1250","0","1000","25015","0","25021","92415","25102","0","2","2","1250","25014","2","10","2"
"241506","6000000000","abyss_reward_icon_astralshard","1250","0","1250","25013","0","25011","92415","25021","0","2","2","1250","25012","2","1000","2"
"241507","7000000000","abyss_reward_icon_masterpieces_piece","3000","0","1000","25015","0","25021","92415","25102","0","2","2","3000","25014","2","10","2"
"241508","8000000000","abyss_reward_icon_astralshard","3000","0","3000","25013","0","25011","92415","25021","0","2","2","3000","25012","2","1000","2"
"241509","9000000000","abyss_reward_icon_masterpieces_piece","3000","0","1000","25015","0","25021","92415","25102","0","2","2","3000","25014","2","10","2"
"241510","10000000000","abyss_reward_icon_masterpieces_piece","3000","0","1000","25012","0","25021","92415","25102","0","2","2","3000","25011","2","10","2"
"241511","12000000000","abyss_reward_icon_masterpieces_piece","3000","0","1000","25015","0","25021","92415","25102","0","2","2","3000","25013","2","10","2"
"241512","16000000000","abyss_reward_icon_astralshard","3000","0","3000","25014","0","25011","92415","25021","0","2","2","3000","25012","2","1000","2"
"241513","20000000000","abyss_reward_icon_astralshard","3000","0","3000","25015","0","25013","92415","25021","0","2","2","3000","25014","2","1000","2"
"241514","25000000000","abyss_reward_icon_astralshard","3000","0","3000","25013","0","25011","92415","25021","0","2","2","3000","25012","2","1000","2"
"241515","30000000000","abyss_reward_icon_hiseki","0","0","0","0","0","0","92415","90005","0","2","0","0","0","0","10","0"
"241516","35000000000","abyss_reward_icon_hiseki","0","0","0","0","0","0","92415","90005","0","2","0","0","0","0","20","0"
"241517","40000000000","abyss_reward_icon_hiseki","0","0","0","0","0","0","92415","90005","0","2","0","0","0","0","30","0"
"241518","50000000000","abyss_reward_icon_hiseki","0","0","0","0","0","0","92415","90005","0","2","0","0","0","0","50","0"
"241519","60000000000","abyss_reward_icon_piece_p_heart","0","0","0","0","0","0","92415","140001","0","4","0","0","0","0","50","0"
"241520","70000000000","abyss_reward_icon_piece_p_heart","0","0","0","0","0","0","92415","140001","0","4","0","0","0","0","50","0"
"250101","1000000000","abyss_reward_icon_masterpieces_piece","1000","0","200","25015","0","25021","92413","25102","0","2","2","1000","25014","2","10","2"
"250102","2000000000","abyss_reward_icon_astralshard","1000","0","1000","25013","0","25011","92413","25021","0","2","2","1000","25012","2","300","2"
"250103","3000000000","abyss_reward_icon_masterpieces_piece","1000","0","500","25015","0","25021","92413","25102","0","2","2","1000","25014","2","10","2"
"250104","4000000000","abyss_reward_icon_astralshard","1000","0","1000","25013","0","25011","92413","25021","0","2","2","1000","25012","2","500","2"
"250105","5000000000","abyss_reward_icon_masterpieces_piece","1000","0","1000","25015","0","25021","92413","25102","0","2","2","1000","25014","2","10","2"
"250106","6000000000","abyss_reward_icon_astralshard","1000","0","1000","25013","0","25011","92413","25021","0","2","2","1000","25012","2","1000","2"
"250107","7000000000","abyss_reward_icon_masterpieces_piece","3000","0","1000","25015","0","25021","92413","25102","0","2","2","3000","25014","2","10","2"
"250108","8000000000","abyss_reward_icon_astralshard","3000","0","3000","25013","0","25011","92413","25021","0","2","2","3000","25012","2","1000","2"
"250109","9000000000","abyss_reward_icon_masterpieces_piece","3000","0","1000","25015","0","25021","92413","25102","0","2","2","3000","25014","2","10","2"
"250110","10000000000","abyss_reward_icon_masterpieces_piece","3000","0","1000","25012","0","25021","92413","25102","0","2","2","3000","25011","2","10","2"
"250111","12000000000","abyss_reward_icon_masterpieces_piece","3000","0","1000","25015","0","25021","92413","25102","0","2","2","3000","25013","2","10","2"
"250112","16000000000","abyss_reward_icon_astralshard","3000","0","3000","25014","0","25011","92413","25021","0","2","2","3000","25012","2","1000","2"
"250113","20000000000","abyss_reward_icon_astralshard","3000","0","3000","25015","0","25013","92413","25021","0","2","2","3000","25014","2","1000","2"
"250114","25000000000","abyss_reward_icon_astralshard","3000","0","3000","25013","0","25011","92413","25021","0","2","2","3000","25012","2","1000","2"
"250115","30000000000","abyss_reward_icon_hiseki","0","0","0","0","0","0","92413","90005","0","2","0","0","0","0","10","0"
"250116","35000000000","abyss_reward_icon_hiseki","0","0","0","0","0","0","92413","90005","0","2","0","0","0","0","20","0"
"250117","40000000000","abyss_reward_icon_hiseki","0","0","0","0","0","0","92413","90005","0","2","0","0","0","0","30","0"
"250118","50000000000","abyss_reward_icon_hiseki","0","0","0","0","0","0","92413","90005","0","2","0","0","0","0","50","0"
"250119","60000000000","abyss_reward_icon_piece_p_heart","0","0","0","0","0","0","92413","140001","0","4","0","0","0","0","50","0"
"250120","70000000000","abyss_reward_icon_piece_p_heart","0","0","0","0","0","0","92413","140001","0","4","0","0","0","0","50","0"
